NAME	DESCRIPTION	IBUA-M9-_1	IBUA-M9-_2	IBUA-M9-_3	IBUA-Isobut-acid-_1	IBUA-Isobut-acid-_2	IBUA-Isobut-acid-_3	MG1655-Isobut-acid-_1	MG1655-Isobut-acid-_2	MG1655-Isobut-acid-_3	MG1655-M9-_1	MG1655-M9-_2	MG1655-M9-_3
entE	b0594	748.0310000000001	799.705	820.959	129.156	114.335	130.691	285.748	93.2731	53.9783	506.532	583.765	509.45099999999996
mlaA	b2346	250.94799999999998	291.684	216.82	192.05	192.74099999999999	186.09900000000002	163.785	164.063	174.417	223.044	199.293	272.596
yfdK	b2354	12.4917	8.79913	11.2374	12.5263	13.9343	14.0556	10.4207	18.0988	13.4015	12.607000000000001	10.1794	14.2162
yfdM	b2356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yfdN	b2357	0.606166	0.437008	0.665636	1.56123	0.754473	0.0	0.0	1.4163	0.658899	1.1399700000000001	0.0	2.35535
oweS	b2358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yfdL	b2355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dsdC	b2364	15.36	17.102999999999998	15.5139	21.6171	21.058000000000003	20.746	13.0072	14.9974	12.149000000000001	15.6486	13.799000000000001	15.2382
emrK	b2368	6.00745	4.87125	6.51655	3.15855	3.02077	4.9688300000000005	2.25273	2.0625400000000003	3.7394300000000005	3.4052	3.59156	4.28346
emrY	b2367	4.25606	3.6178800000000004	3.29691	4.04272	2.78633	2.91731	1.6565599999999998	2.7479	1.49021	2.44096	3.1417	3.37909
yfdE	b2371	2.6124	3.40309	5.57266	2.11156	1.1028200000000001	3.14853	4.3136	4.17673	3.54328	2.41971	5.60694	3.0678900000000002
entB	b0595	705.91	853.717	734.8810000000001	161.862	137.075	168.55700000000002	309.422	84.68299999999999	69.6381	569.136	581.174	572.177
yfdV	b2372	1.53675	3.91298	2.5203900000000004	5.814080000000001	1.27595	5.27197	0.7954359999999999	0.690281	2.05111	4.58617	3.53574	0.280066
oxc	b2373	2.41335	4.29899	2.06245	8.26446	1.69232	7.05881	1.01694	2.0057099999999997	2.18341	3.50449	3.80041	3.67075
frc	b2374	8.61607	11.2268	6.09844	10.7837	1.0587799999999998	8.42652	0.809591	2.45687	3.22117	4.79593	5.82468	5.86163
yfdX	b2375	7.0014	11.9891	6.678439999999999	15.3629	1.0821	15.7793	1.28625	2.65784	2.4796099999999996	9.00422	13.312999999999999	3.9540699999999998
yfdY	b2377	107.49700000000001	68.4225	118.29299999999999	47.2404	78.4018	67.4119	62.5593	72.6129	81.7975	76.9337	92.0903	88.1576
alaC	b2379	63.6268	78.0104	67.1937	217.25	234.217	210.201	78.2425	101.993	107.234	83.9764	55.8815	113.723
fryA	b2383	1.1326100000000001	1.7756299999999998	1.58283	2.95907	4.34138	3.2387	3.33894	3.56514	3.84228	2.5152400000000004	1.35534	2.02662
ypdF	b2385	2.15626	2.0200299999999998	1.29463	2.68099	2.18391	2.39202	1.36812	2.03328	3.6946	1.4481600000000001	0.788457	0.7582979999999999
ypdE	b2384	0.909209	1.38475	1.51274	4.63905	2.83981	3.35129	2.8338	2.8995599999999997	4.06465	1.8567900000000002	2.0331599999999996	1.45979
fryC	b2386	0.416484	0.342841	0.9080950000000001	1.31621	0.325567	0.468267	0.380998	0.672451	0.524893	0.9891030000000001	0.431829	0.610721
entA	b0596	566.007	631.205	576.311	126.18700000000001	101.54700000000001	130.83700000000002	267.847	79.5686	67.3044	435.829	440.909	390.082
fryB	b2387	0.0	0.0	0.0	0.0	0.856555	1.7366400000000002	1.1476600000000001	0.0	0.0	0.0	0.0	0.0
glk	b2388	143.655	158.369	166.632	87.5828	89.3312	91.3046	76.4184	80.1244	90.9564	118.74600000000001	111.679	145.813
mntH	b2392	50.7501	79.0914	65.2432	107.427	111.758	107.65899999999999	120.96799999999999	74.4588	133.576	75.204	83.0327	78.6597
yfeA	b2395	39.213	40.0648	32.2412	32.4458	29.6616	32.7557	38.7455	40.9839	28.9815	28.4078	25.871	27.0038
gltX	b2400	839.956	825.1389999999999	850.4960000000001	886.934	897.047	921.947	742.948	774.8989999999999	700.682	650.159	650.138	736.1
xapR	b2405	14.5763	12.5621	11.3758	15.0467	13.8502	19.7119	23.7535	24.1804	24.0581	17.3172	15.4253	21.3761
xapB	b2406	12.797	7.57114	15.4734	17.1254	16.5236	16.4937	11.5982	11.8453	11.084000000000001	8.61993	7.15804	8.526689999999999
xapA	b2407	2.4668200000000002	1.61766	1.7875900000000002	0.99364	1.62196	1.2867	0.713791	2.73217	2.0269999999999997	2.376	1.12063	0.750709
yfeR	b2409	20.8233	22.2008	18.6827	23.201999999999998	30.4917	26.115	17.988	24.5402	18.7484	17.7572	17.0081	19.2361
ypeB	b4546	58.0127	46.7309	56.6065	11.7747	12.3811	15.8974	33.0	34.5758	27.7037	18.8764	45.256	14.8702
entH	b0597	609.12	738.5060000000001	541.472	153.466	123.425	170.766	303.983	74.8475	72.8648	490.213	488.35	487.26
ligA	b2411	125.40299999999999	116.602	126.065	100.68299999999999	94.8445	94.7952	93.5623	100.319	99.9933	89.985	99.8525	85.4586
zipA	b2412	342.14099999999996	373.404	251.49599999999998	327.039	310.668	285.34	280.127	350.529	375.01199999999994	313.622	317.165	309.967
pdxK	b2418	140.34799999999998	153.13299999999998	131.878	140.97899999999998	143.045	124.428	121.277	137.445	162.178	153.07	134.524	156.465
cysM	b2421	661.9019999999999	713.505	697.9119999999999	343.98800000000006	386.86300000000006	314.068	344.01599999999996	325.22700000000003	267.487	317.874	330.837	511.105
cysU	b2424	518.4730000000001	478.215	452.50199999999995	314.013	335.043	291.98900000000003	259.737	279.431	144.174	248.956	198.135	457.92199999999997
cysW	b2423	646.816	669.387	680.008	387.67	378.20300000000003	394.29	298.046	351.365	165.361	312.902	368.13199999999995	577.7959999999999
cysA	b2422	651.811	636.696	674.174	544.469	549.33	397.17800000000005	400.67699999999996	419.786	285.064	313.678	336.781	572.175
cysP	b2425	644.367	684.5089999999999	775.596	522.7959999999999	574.384	420.95599999999996	301.127	367.73800000000006	237.584	346.81199999999995	264.998	743.187
ucpA	b2426	103.656	105.08200000000001	103.071	84.3356	68.788	74.0939	55.3238	60.8825	58.4191	72.9964	64.5398	84.7082
murR	b2427	10.2208	10.6214	9.843169999999999	10.8137	11.5818	11.8265	10.2832	11.4044	8.99777	6.567489999999999	6.9545	12.5326
cstA	b0598	97.2086	123.04	96.9673	99.709	98.1132	97.0462	68.6432	67.8322	64.4138	123.77	114.23200000000001	152.39
yfeX	b2431	178.043	217.21599999999998	217.206	174.71400000000003	177.66400000000002	162.374	131.8	171.553	180.31	156.217	130.565	154.532
yfeY	b2432	123.512	101.205	114.12	85.8418	84.5531	87.9168	75.7397	85.805	79.6005	104.38	102.99	104.155
ypeA	b2434	134.614	154.385	104.984	124.09200000000001	150.922	133.069	75.0264	121.751	115.917	109.21700000000001	94.2207	117.301
yfeZ	b2433	37.8098	64.0011	37.8075	54.4568	59.7901	50.0944	32.4004	43.8553	49.7154	45.558	49.2992	48.3725
eutR	b2437	6.640569999999999	12.2995	9.3709	23.4952	21.6723	22.0154	21.1494	23.0547	20.2701	13.9564	8.05598	14.155
eutK	b2438	29.805	13.6803	22.5121	37.5	25.5989	28.1608	35.9767	30.3639	29.9383	25.5856	18.6131	19.9428
eutL	b2439	16.1382	18.4815	17.7351	29.7252	36.4823	31.0511	26.2359	27.5934	32.4466	15.9968	16.3116	22.093000000000004
eutC	b2440	29.7422	26.741999999999997	28.9546	39.4155	35.9378	29.1059	25.4215	32.9799	28.4352	31.5899	23.0115	21.0412
eutB	b2441	31.2711	33.7959	38.8282	41.3639	43.4947	35.8858	28.3815	37.3394	32.4294	31.7481	27.6617	31.4411
eutH	b2452	1.255	0.8820129999999999	1.80768	2.34363	2.78709	2.0756200000000002	4.4843	2.6831	3.98317	1.04354	2.22167	1.49966
ybdD	b4512	21.3375	28.61	17.3973	66.2922	62.5792	46.2902	55.8412	48.3834	66.074	55.8871	11.2832	73.8952
eutA	b2451	0.150132	1.06028	0.8095220000000001	1.8646599999999998	1.53895	1.32805	2.988	2.59417	3.9893400000000003	1.89942	1.2671700000000001	1.2924799999999999
eutJ	b2454	1.37786	0.986341	2.1635299999999997	1.40099	2.18045	1.1334899999999999	3.28102	1.41715	1.27024	0.811924	1.18434	1.35466
eutG	b2453	1.51178	1.47807	0.288551	1.92229	2.02217	2.08216	3.8104400000000003	2.74147	3.30366	0.9774959999999999	2.70707	3.03655
eutE	b2455	1.12363	0.741789	0.525403	2.75568	0.973816	1.26567	1.3959	0.5640390000000001	1.3620299999999999	0.684225	0.772262	0.9011530000000001
eutN	b2456	0.0	0.0	3.6233800000000005	0.0	1.01185	0.0	0.0	2.31448	0.0	0.0	0.0	0.0
eutM	b2457	0.0	4.36421	6.32314	3.8914	3.5472900000000003	3.8131199999999996	3.21169	2.8176400000000004	6.35238	10.5368	4.03894	5.39441
eutQ	b2460	1.7517099999999999	1.10877	1.1369200000000002	1.04065	2.5024599999999997	2.51777	0.0	0.812882	2.57996	2.43927	0.7766850000000001	1.46801
eutP	b2461	1.35768	1.99803	4.44615	1.38506	1.32416	0.0	1.7458200000000001	4.515569999999999	2.60945	3.90294	6.6348899999999995	2.03056
eutT	b2459	1.38409	1.6542700000000001	5.32233	2.4006	1.55693	1.7920900000000002	1.2315	3.8112699999999995	3.15347	3.4932800000000004	4.64245	3.16982
eutD	b2458	1.91494	2.7625	1.51106	2.8643	2.76249	3.01688	1.87811	3.31511	2.74972	2.92428	1.32244	2.8011
ybdL	b0600	81.09100000000001	87.0406	66.2546	212.104	157.47299999999998	285.184	57.5302	45.1712	15.2404	37.8125	30.7523	71.1387
eutS	b2462	0.0	0.93591	1.47581	1.7254900000000002	0.821939	0.0	0.0	0.0	0.697894	1.15491	0.0	0.0
maeB	b2463	195.83900000000003	263.18	224.449	162.314	170.56	178.833	117.338	145.82399999999998	141.591	243.505	198.99099999999999	254.27
ypfG	b2466	6.13815	5.4024	5.9208	26.4768	21.392	25.9573	46.8626	31.4397	27.6418	10.522	15.3416	10.4741
nudK	b2467	181.658	105.311	198.09400000000002	171.016	174.77200000000002	167.394	198.613	164.699	145.999	143.401	171.813	163.678
aegA	b2468	2.19323	2.86159	2.68908	9.86345	6.4425300000000005	6.955710000000001	6.71917	7.56163	6.995430000000001	4.2052	2.72937	4.62134
ypfM	b4606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ypfH	b2473	42.1752	54.7274	43.0369	94.6337	89.9529	87.8842	77.0241	85.1996	97.8128	65.5811	65.89	69.1554
tmcA	b2474	51.3868	64.0538	51.0246	59.0216	59.0539	58.1366	63.4778	49.89	52.2146	56.1669	58.7367	51.9974
ypfJ	b2475	133.567	134.602	136.099	179.503	183.72299999999998	175.37	163.088	152.8	164.528	127.43700000000001	141.385	127.36200000000001
purC	b2476	1159.95	1397.3	976.6419999999999	1768.0	1758.56	1721.55	1032.12	1162.36	941.9069999999999	884.867	789.48	1262.88
ahpC	b0605	6028.0	5188.57	5804.28	4494.7	4664.53	4447.79	4038.86	6246.59	6649.78	4574.21	4036.7	4127.09
bamC	b2477	533.756	621.202	505.541	489.165	487.926	468.494	386.14599999999996	394.41	485.858	463.72900000000004	410.869	567.825
dapA	b2478	1119.71	1139.44	987.362	1029.45	1041.55	1072.25	912.53	1010.36	933.607	958.4960000000001	954.2460000000001	1155.96
yfgO	b2493	59.04600000000001	75.2581	60.3103	76.1162	72.1012	67.3939	66.9877	67.6772	68.4137	60.8228	61.305	76.5966
hda	b2496	228.695	149.366	279.737	93.9789	85.4463	89.2653	224.16299999999998	129.531	69.2937	264.135	347.255	285.678
uraA	b2497	196.452	279.895	180.37	46.5767	48.3999	43.3986	261.577	93.8275	47.8251	487.461	419.49199999999996	895.932
upp	b2498	1687.65	1513.72	1693.03	520.372	484.478	549.89	1803.84	757.92	406.413	2533.38	2813.96	3941.04
yfgF	b2503	2.33766	2.14094	2.58164	4.4363	5.2165300000000006	6.6445300000000005	4.04431	5.4049	3.7866699999999995	3.0485	3.54207	3.45252
guaA	b2507	1263.05	1489.41	1170.24	1222.76	1237.0	1211.0	983.779	892.431	637.835	1099.38	1000.13	1425.69
guaB	b2508	905.38	1369.58	885.44	1394.49	1466.23	1376.56	846.798	812.722	619.873	777.0189999999999	648.633	1049.76
yfgJ	b2510	40.3678	50.5576	34.6126	23.7056	29.5061	35.9355	39.7192	12.5941	59.1873	25.1699	33.2422	20.8656
ahpF	b0606	315.008	288.562	279.368	652.431	667.5219999999999	584.137	334.595	495.325	527.96	192.18200000000002	146.254	200.92700000000002
der	b2511	283.443	284.05	290.82	173.437	180.548	183.607	203.765	186.547	232.8	219.52900000000002	244.787	206.572
bamB	b2512	358.194	486.25300000000004	358.725	377.722	368.713	335.19300000000004	301.96299999999997	325.603	353.98699999999997	386.35900000000004	319.807	388.86699999999996
yfgM	b2513	326.625	580.386	298.827	519.211	541.97	540.675	325.539	358.515	444.63	397.51199999999994	374.455	439.86
hisS	b2514	537.727	617.518	562.515	531.141	568.214	550.8009999999999	471.332	484.462	461.592	515.318	507.93300000000005	514.936
ispG	b2515	446.212	498.421	464.652	551.236	530.7040000000001	543.194	413.185	445.417	466.098	432.295	427.409	410.80300000000005
rodZ	b2516	266.561	309.763	229.16299999999998	317.747	320.496	275.006	257.621	271.868	311.928	254.43900000000002	230.165	260.849
rlmN	b2517	175.81099999999998	235.28599999999997	164.417	179.50799999999998	173.405	178.257	151.155	137.789	186.326	152.857	167.09799999999998	174.549
ndk	b2518	1766.17	1423.11	1435.32	582.941	553.716	628.802	801.306	609.276	379.217	984.8489999999999	883.382	1193.29
pbpC	b2519	11.2459	15.0716	12.395999999999999	12.1132	12.0763	12.7941	13.9526	13.8755	13.984000000000002	11.5598	13.040999999999999	12.5046
yfhM	b2520	60.3702	62.9613	56.4417	54.5916	54.3363	53.5523	56.4871	64.4051	69.7578	70.4681	65.2679	67.9496
ybdR	b0608	10.5002	8.09808	15.135	14.6356	14.4397	13.3666	52.4406	34.148	41.661	32.4049	34.2711	24.7464
sseB	b2522	267.49	263.379	281.685	378.045	385.75800000000004	409.276	228.453	241.713	120.164	227.63	232.975	334.958
pepB	b2523	201.43900000000002	253.449	192.702	511.528	568.753	475.713	207.42700000000002	192.155	177.236	213.03400000000002	226.33	335.86400000000003
iscX	b2524	2084.02	1232.67	2094.52	1587.99	1612.25	1653.93	1209.06	1107.08	441.76300000000003	711.449	994.944	921.904
fdx	b2525	814.31	1059.09	956.818	2056.4	2216.43	1983.9	929.107	795.575	574.423	543.538	603.423	932.2130000000001
hscA	b2526	331.404	411.777	331.903	825.727	892.102	774.544	352.615	307.16700000000003	208.07299999999998	238.987	246.542	329.319
hscB	b2527	226.37900000000002	315.17900000000003	190.929	885.2310000000001	930.1569999999999	879.105	295.783	257.675	176.185	179.264	148.158	270.361
iscA	b2528	1062.93	1322.28	867.867	4146.44	4594.09	3582.03	988.9730000000001	1010.74	1070.42	868.303	596.601	1513.92
iscU	b2529	1756.87	1969.39	1845.61	4125.32	4381.47	4024.96	1609.62	1380.27	949.0310000000001	1285.68	1035.73	2131.52
iscS	b2530	1148.77	1121.73	959.243	2710.31	3100.97	2630.38	879.58	827.7389999999999	587.9780000000001	809.0369999999999	489.35400000000004	1382.2
iscR	b2531	558.377	519.245	323.985	1631.96	1937.06	1568.99	570.9730000000001	448.31	256.079	461.21	222.928	956.6339999999999
araC	b0064	27.4014	30.7183	32.1107	51.7361	55.0226	45.3152	29.8829	44.1637	44.1986	38.1704	26.2084	41.7866
citB	b0620	26.3323	22.3213	26.6329	34.8682	41.9685	39.9782	27.7752	34.8638	30.4587	22.177	22.6355	25.7709
trmJ	b2532	411.009	287.801	360.131	333.283	366.954	321.06	332.72	305.955	215.237	236.68900000000002	248.08900000000003	242.851
hcaT	b2536	29.1345	34.0892	22.6527	32.0628	29.6462	37.6835	22.8908	22.258000000000003	23.8444	26.7515	18.7444	23.5089
hcaR	b2537	42.0818	44.0853	39.1449	53.0943	55.926	58.9923	39.9236	51.7725	39.2556	56.6971	46.8255	63.8307
yphB	b2544	11.6569	14.9568	14.895	14.0495	13.3736	15.0658	14.9955	18.2862	14.7008	13.7176	9.69984	14.0846
yphC	b2545	10.0416	11.9479	12.7894	17.2442	16.0185	13.9813	18.4213	17.8086	17.7289	15.3272	12.9355	13.3822
yphD	b2546	2.5823099999999997	2.45547	1.24884	8.46998	6.03579	4.93394	2.7738400000000003	5.38638	6.37499	1.79387	2.8654	3.65309
yphE	b2547	1.72563	1.24485	1.192	1.46455	2.00735	2.7784299999999997	1.31189	2.60659	2.4918299999999998	2.334	2.05177	1.52651
yphF	b2548	1.7035099999999999	1.94985	2.11627	2.5369099999999998	2.53059	2.83537	2.5369	2.44529	2.97131	4.950080000000001	2.78218	2.38366
yphG	b2549	1.0884	2.32456	1.68262	2.51505	3.4128199999999995	2.77619	1.9471900000000002	2.17502	2.03064	1.6391	1.22701	1.9909299999999999
glyA	b2551	3594.28	4345.11	3367.68	4231.02	4465.45	4170.41	4493.42	4188.0	3844.43	2984.08	2739.0	4022.71
citA	b0619	26.6245	16.4004	19.7407	31.3437	33.3696	34.1064	22.8658	25.3453	23.6353	19.6289	18.5525	18.777
glnB	b2553	342.54699999999997	421.221	298.603	429.858	409.61199999999997	391.249	250.627	306.527	375.31	303.736	295.212	403.36199999999997
glrR	b2554	73.3441	53.1574	78.8551	72.9399	69.9931	67.7008	62.9126	64.3483	58.125	54.7967	54.4098	52.3952
yfhG	b2555	104.0	78.9146	103.162	101.001	91.2435	92.1344	87.89399999999999	84.3628	73.8324	82.1526	74.6781	72.8261
glrK	b2556	46.0188	41.263000000000005	52.5985	62.1526	55.7181	60.6193	56.5298	55.2277	52.9131	47.6314	57.5516	43.6991
purL	b2557	621.683	623.648	626.18	435.54900000000004	447.101	413.236	417.466	369.769	291.806	430.94800000000004	407.82300000000004	507.31199999999995
tadA	b2559	83.1054	94.0831	80.7278	98.7716	96.8571	105.259	139.939	101.17299999999999	84.9473	86.6395	75.5171	71.1079
pgpC	b2560	49.0014	75.8721	63.2207	98.97399999999999	105.054	109.462	136.999	124.516	143.025	93.2268	98.0384	107.93700000000001
shoB	b4687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
acpS	b2563	498.85	290.742	496.001	172.525	201.205	179.213	213.91099999999997	275.223	139.292	240.27	265.41200000000003	255.518
pdxJ	b2564	198.53	214.15	177.787	218.50900000000001	217.642	196.797	139.62	216.771	242.41299999999998	187.72099999999998	148.07	207.132
pagP	b0622	6.04939	5.70094	5.65873	8.6989	10.1646	12.3164	20.0208	21.6303	28.9323	10.4258	15.5096	16.8814
recO	b2565	97.7692	135.836	113.64399999999999	110.272	107.95700000000001	111.48299999999999	88.3261	101.82600000000001	84.0697	114.47399999999999	132.268	104.118
rnc	b2567	319.447	440.583	284.74	419.36400000000003	406.22	459.45099999999996	303.036	363.043	363.527	342.921	400.41	329.459
era	b2566	401.64599999999996	429.093	431.139	457.483	443.73900000000003	463.342	390.74199999999996	398.065	379.439	361.845	417.86199999999997	362.034
lepB	b2568	560.071	478.704	622.215	246.753	240.08900000000003	255.405	381.94800000000004	343.35	263.344	417.07300000000004	494.38300000000004	366.64099999999996
lepA	b2569	344.73199999999997	359.336	310.775	262.199	268.316	234.21900000000002	229.872	247.889	273.491	246.541	253.885	263.778
rseB	b2571	300.728	256.19	262.563	225.833	230.99400000000003	232.72799999999998	339.20099999999996	293.539	267.316	303.27299999999997	312.685	278.427
rseC	b2570	88.6453	146.795	69.1117	146.639	133.784	132.497	140.429	142.468	138.588	141.982	119.39399999999999	131.214
rseA	b2572	555.3330000000001	455.50300000000004	582.339	367.93	384.17900000000003	381.69300000000004	721.0210000000001	601.016	598.106	800.962	722.929	624.649
rpoE	b2573	148.792	199.769	131.516	242.028	235.247	221.47	301.19599999999997	283.738	420.574	272.847	236.925	285.84
trmN	b2575	52.7244	51.8433	43.5235	34.749	30.4919	33.4512	39.076	50.8735	36.1033	42.611999999999995	26.54	36.2573
cspE	b0623	12273.2	14007.1	7968.8	8372.22	7442.32	8809.64	11592.5	10443.6	11729.5	17605.3	17681.1	22596.3
yfiE	b2577	38.8791	29.2431	41.4161	66.4629	63.5887	64.3114	46.1336	52.6089	33.4758	33.5154	40.7538	31.3018
grcA	b2579	554.81	569.33	2665.73	237.49400000000003	215.74099999999999	248.157	342.733	668.143	887.809	375.458	757.846	313.372
yfiF	b2581	202.268	246.704	197.908	195.407	194.86900000000003	163.106	157.879	157.80100000000002	206.736	178.55700000000002	165.38099999999997	184.17
kgtP	b2587	2857.34	2669.69	2429.79	4526.1	4521.15	4831.85	2409.99	3202.63	3514.35	2349.53	2465.66	2584.04
clpB	b2592	146.269	141.668	152.536	539.17	567.672	525.119	305.71	291.76	398.236	196.91299999999998	154.645	184.77200000000002
rluD	b2594	151.17700000000002	210.4	142.08	165.548	159.714	152.281	171.125	174.96599999999998	231.72099999999998	187.12599999999998	196.952	193.804
yfiH	b2593	115.29700000000001	134.015	99.0238	101.598	85.7159	84.6338	98.3298	89.8933	111.32700000000001	104.735	110.006	102.465
tyrA	b2600	256.406	326.022	259.58099999999996	125.795	124.071	126.738	161.028	208.908	165.511	415.898	456.14099999999996	517.639
aroF	b2601	276.76599999999996	391.009	284.157	164.87400000000002	153.286	162.259	206.717	291.698	228.25799999999998	486.04900000000004	518.739	617.255
rplS	b2606	5049.95	8373.14	4882.88	4795.26	4488.26	5551.41	3188.23	4345.0	3662.23	4405.53	4051.68	5416.53
ybeM	b4581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
trmD	b2607	7501.07	8592.92	7240.52	4495.97	4334.65	4920.51	4135.43	5017.03	3271.71	5489.42	5536.12	5960.31
rimM	b2608	4927.8	7621.31	4307.92	4547.53	4370.88	5086.84	3562.01	4353.45	3713.03	4622.93	3898.9	5650.59
rpsP	b2609	5490.84	7220.78	5384.1	4493.83	4235.76	4931.0	3227.73	4018.11	3363.91	5146.96	4933.37	5449.36
ffh	b2610	293.948	352.274	292.024	378.119	371.56800000000004	361.267	291.113	252.192	269.434	252.685	264.748	304.18
grpE	b2614	1019.96	983.425	1044.01	1329.04	1301.25	1390.08	871.8589999999999	764.654	741.502	693.48	623.321	790.55
ratA	b2619	301.377	258.376	294.85400000000004	255.90099999999998	263.26	294.94599999999997	230.877	217.197	173.25099999999998	196.449	205.731	215.623
ratB	b2618	476.103	395.32199999999995	347.565	284.783	283.472	333.51099999999997	374.71	319.252	157.365	343.099	294.44	275.156
yfjH	b2623	23.3952	23.5503	17.9479	28.4107	25.9724	27.468000000000004	14.9531	17.9006	14.8188	17.7348	19.6006	27.9623
yfjL	b2628	48.8579	46.565	51.9456	43.1239	44.4028	44.2033	49.5151	60.161	57.1412	49.8989	49.4194	52.9987
yfjK	b2627	39.8064	34.3763	41.2462	29.383000000000003	31.0462	30.2561	40.4874	44.5004	43.79	40.9143	43.277	39.519
tatE	b0627	253.22400000000002	340.94199999999995	176.24400000000003	206.84400000000002	172.04	244.468	186.111	248.93099999999998	256.66200000000003	228.375	309.563	400.077
yfjM	b2629	2.2852799999999998	1.47199	4.6708	2.5636200000000002	7.0208	3.6496699999999995	8.91007	3.0449599999999997	8.35533	1.9024	1.9641	5.7087699999999995
yfjU	b2638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yfjV	b2641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ypjA	b2647	8.59795	6.50945	9.2979	7.00321	7.16372	6.32647	10.6516	13.245	15.3514	15.7902	17.7666	11.7367
pinH	b2648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ypjC	b2650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ygaU	b2665	81.2012	66.7695	70.5039	208.481	263.279	183.859	583.432	484.51	1095.92	689.435	522.188	491.412
yqaE	b2666	38.5693	108.48100000000001	40.3574	101.699	139.654	77.6087	91.7142	91.7907	321.467	200.446	125.18299999999999	168.479
stpA	b2669	1048.92	900.773	829.245	634.484	614.281	614.725	322.694	821.325	480.66900000000004	719.422	466.921	535.246
ygaC	b2671	3.93926	14.3728	9.69379	51.1523	54.5933	51.0555	42.7052	51.3552	76.1903	27.215999999999998	26.0749	39.2817
ybeL	b0643	78.0752	71.2098	86.5088	86.6398	96.27799999999999	89.1609	232.541	205.47	322.878	344.277	356.145	284.47900000000004
luxS	b2687	723.7139999999999	759.96	556.781	1338.87	1430.69	1163.64	907.215	1396.23	1826.27	1012.27	748.436	1015.1
gshA	b2688	361.89300000000003	367.759	366.892	436.61300000000006	457.86400000000003	441.14599999999996	329.291	338.35400000000004	387.153	363.689	350.481	337.509
yqaB	b2690	160.649	170.11700000000002	166.2	161.87	158.744	138.172	130.835	123.90799999999999	115.92200000000001	144.952	116.963	143.939
yqaA	b2689	169.81799999999998	148.459	143.297	164.34900000000002	175.19400000000002	161.569	123.70700000000001	124.325	111.993	126.131	123.73299999999999	114.335
csrA	b2696	3022.35	3630.57	3295.43	2696.47	2398.84	3133.73	3072.03	3289.69	3056.09	4644.27	4425.76	4472.84
alaS	b2697	1017.5	963.488	1107.55	1105.27	1103.04	1110.98	872.7360000000001	955.8810000000001	756.265	796.451	835.068	895.5939999999999
recX	b2698	11.0687	8.6901	10.5668	19.9099	25.6323	19.5723	12.3263	18.6315	26.8677	11.3843	11.2813	8.06247
recA	b2699	407.87300000000005	502.349	396.336	428.283	441.85699999999997	380.57199999999995	329.839	339.602	447.574	405.52	337.365	470.064
pncC	b2700	121.37200000000001	133.83100000000002	104.662	161.453	153.78	158.02700000000002	138.422	114.90799999999999	109.113	113.74700000000001	101.947	135.099
mltB	b2701	69.6397	78.2871	71.3573	88.7916	103.459	91.6044	107.74	102.719	97.62200000000001	83.2822	72.8748	83.9057
djlB	b0646	0.5704199999999999	1.14139	1.57728	0.9157959999999999	2.02874	1.70973	0.762157	2.05838	1.4583	1.4634	1.6972	0.996814
norR	b2709	27.8052	29.0426	27.2902	49.071999999999996	44.6183	47.0148	29.5673	35.8202	26.3306	23.2515	17.2028	27.0946
hypF	b2712	10.1888	9.949869999999999	14.2407	17.5455	15.805	13.9462	14.5519	13.1671	12.3502	10.2581	9.478860000000001	11.7184
hydN	b2713	1.56409	1.79617	4.22002	6.7169	12.4903	8.66198	4.72265	4.64006	5.76264	5.74216	2.4777400000000003	5.78829
ascG	b2714	35.1304	67.3089	37.556999999999995	42.2762	50.2705	58.1249	20.8816	25.7216	22.7497	30.5752	16.8905	28.634
hycI	b2717	29.0645	31.7292	24.3051	35.4301	42.5534	40.408	41.176	37.3145	49.0814	35.8583	29.3285	36.6566
hycH	b2718	15.2496	10.6996	11.9186	21.2851	23.7469	17.252	19.4039	17.0092	25.7142	21.4148	8.680539999999999	13.4232
hycG	b2719	13.7358	13.0581	9.75504	15.6684	13.0158	12.4593	12.0456	13.055	12.6325	9.28028	7.482289999999999	9.58845
hycF	b2720	3.3493699999999995	3.5425800000000005	4.21764	8.45686	8.690539999999999	6.98195	5.7058599999999995	6.13932	8.221110000000001	7.55382	3.77518	3.0119700000000003
hycE	b2721	2.36531	2.06225	2.18863	4.50974	5.20411	3.3007400000000002	2.73409	3.4066099999999997	3.7499800000000003	2.47039	1.67091	1.60848
