NAME	DESCRIPTION	old_COUM4-2-coum-_1	old_COUM4-2-coum-_2	old_COUM4-2-coum-_3	old_COUM4-2-M9-_1	old_COUM4-2-M9-_2	old_COUM4-2-M9-_3	old_MG1655-coum-_1	old_MG1655-coum-_2	old_MG1655-coum-_3	old_MG1655-M9-_1	old_MG1655-M9-_2	old_MG1655-M9-_3
entS	b0591	222.424	188.34400000000002	194.32	148.109	96.4559	115.12	154.436	160.595	160.829	181.543	159.128	167.31799999999998
pdxB	b2320	213.52200000000002	214.833	233.606	223.218	196.592	210.204	234.423	232.93599999999998	228.095	250.283	238.42	260.155
yfcJ	b2322	23.9043	25.3558	22.2017	13.1571	13.136	10.7496	19.8234	28.689	20.0908	13.9973	10.0065	19.893
fabB	b2323	1290.0	1100.6	1209.29	1434.68	1249.52	1292.44	561.55	488.48400000000004	390.338	465.949	616.865	717.123
yfcL	b2325	160.497	174.28599999999997	170.94799999999998	160.60399999999998	239.372	139.284	228.322	286.427	162.162	227.827	172.803	282.656
mepA	b2328	171.225	187.834	180.097	177.352	143.999	187.19299999999998	140.762	158.048	161.52100000000002	223.523	146.025	149.525
yfcA	b2327	110.62899999999999	81.0711	87.8276	55.8474	56.9637	81.824	108.71799999999999	118.73200000000001	120.59299999999999	76.1775	84.5121	91.4597
epmC	b2326	97.4883	127.81	121.833	76.1811	81.5677	89.9706	142.423	185.66299999999998	150.715	147.401	161.981	131.298
aroC	b2329	367.86400000000003	363.615	356.405	460.466	340.37699999999995	393.668	283.482	277.975	303.80400000000003	410.361	368.181	384.569
prmB	b2330	275.768	268.098	283.63	290.15	252.025	289.156	261.342	275.671	243.328	395.965	261.907	314.535
yfcO	b2332	85.429	67.9393	68.7514	90.0156	72.9579	79.9938	62.7515	60.9552	65.1355	80.8472	96.6602	91.3612
entC	b0593	1132.14	1179.26	1215.5	711.0269999999999	560.372	620.143	679.066	885.199	732.085	847.4810000000001	665.931	729.66
yfcS	b2336	2.2589599999999996	2.40659	3.26599	1.70002	4.726719999999999	1.3935600000000001	3.9207699999999996	0.688096	0.0	1.7838599999999998	2.03683	0.9450139999999999
yfcR	b2335	4.06888	6.5624199999999995	5.82907	5.96724	0.0	2.4291400000000003	11.2532	2.4664099999999998	2.11396	6.40752	1.81503	3.29244
yfcQ	b2334	3.04494	5.94249	7.82558	0.0	2.96867	2.64237	6.21005	5.45258	3.5453300000000003	10.4583	3.91165	0.0
yfcP	b2333	7.69354	13.3965	11.1261	5.64141	7.778810000000001	2.38489	4.08215	9.6101	5.06194	3.0722	1.6714900000000001	7.70149
yfcU	b4661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yfcV	b2339	2.49105	2.93237	1.07079	2.75122	0.0	2.2547099999999998	0.0	0.0	0.0	0.0	0.0	1.5159200000000002
sixA	b2340	471.036	422.60400000000004	460.62800000000004	139.97899999999998	112.631	135.376	422.71	472.408	461.025	445.9	175.308	272.937
fadI	b2342	13.9854	16.5437	19.5416	9.973410000000001	12.5271	11.126	16.6289	23.7081	20.6774	25.6991	18.9451	29.6783
fadJ	b2341	17.3427	19.3979	13.7479	12.8195	11.3875	16.1713	20.1825	21.9286	23.5748	31.8197	32.4745	30.3804
yfcZ	b2343	107.34299999999999	96.4904	104.613	782.247	1017.88	1078.79	127.541	155.188	134.82299999999998	57.7606	490.07	313.51
yabP	b4659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
entE	b0594	936.513	969.7869999999999	969.801	749.243	580.696	710.2710000000001	557.932	570.611	549.0509999999999	503.499	604.411	550.845
mlaA	b2346	351.028	339.079	327.124	272.906	198.563	255.72799999999998	245.75599999999997	256.996	282.635	279.934	215.305	243.085
yfdK	b2354	9.125	9.98428	12.5286	11.699000000000002	7.0801	6.33087	7.4651	4.653980000000001	9.86576	4.08782	18.6225	8.344610000000001
yfdM	b2356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yfdN	b2357	0.0	0.0	0.0	0.0	0.0	2.21441	0.0	1.0817	0.957593	0.0	0.0	0.0
oweS	b2358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yfdL	b2355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dsdC	b2364	21.9188	19.4658	16.6988	13.36	19.1425	19.6062	11.9457	12.1081	13.0933	7.880389999999999	23.8246	14.7252
emrK	b2368	2.66981	6.08449	7.02901	3.4823699999999995	3.23205	0.957868	5.5183	1.96565	2.95132	6.18077	1.40018	3.15285
emrY	b2367	4.71125	3.53526	4.14768	2.82554	1.7668599999999999	0.781335	3.12643	1.68813	2.41489	0.0	1.7291900000000002	1.55062
yfdE	b2371	5.42719	10.584000000000001	5.71831	1.18832	4.40607	3.8862699999999997	6.19226	5.11198	8.59559	3.7961699999999996	7.88605	5.17511
entB	b0595	1053.58	1035.2	1093.5	816.187	860.538	907.923	690.195	696.824	574.893	452.389	685.6410000000001	594.25
yfdV	b2372	6.930160000000001	9.45898	4.03346	1.6749599999999998	10.850999999999999	5.50204	3.21275	5.2112	6.70103	1.8289900000000001	3.0742700000000003	4.65281
oxc	b2373	11.0371	10.0917	8.54293	16.0613	12.5029	6.90302	10.0016	8.87645	11.0846	3.56779	3.05111	6.02016
frc	b2374	8.07976	9.35998	15.0553	5.36768	11.0841	2.65706	10.543	13.5254	14.489	2.28662	3.2408	4.1673599999999995
yfdX	b2375	7.51762	6.12995	3.75026	11.9873	6.72323	9.82656	10.2287	13.2117	7.74907	5.0368699999999995	4.30236	6.538869999999999
yfdY	b2377	93.7146	92.82700000000001	83.9803	145.481	134.148	154.952	61.9365	46.3494	55.4525	56.8765	134.60399999999998	135.216
alaC	b2379	86.2129	86.2976	88.2899	78.232	88.1265	85.7521	104.273	100.12100000000001	83.2637	89.228	105.801	96.2792
fryA	b2383	4.6527400000000005	5.73309	5.1911	6.29051	3.6968300000000003	4.7525699999999995	2.91925	4.4246300000000005	4.26664	3.7560000000000002	4.27436	3.0507400000000002
ypdF	b2385	1.56723	4.61985	2.7160599999999997	1.19097	2.17066	1.9735099999999999	3.3355900000000003	3.90593	0.807937	1.23609	2.8185599999999997	2.01812
ypdE	b2384	2.58739	2.09177	2.23211	3.61631	0.0	2.97033	2.26539	0.970224	1.63402	0.0	1.42563	2.0541099999999997
fryC	b2386	1.9537200000000001	3.16634	4.22536	5.682	2.0696	3.7181300000000004	1.57233	1.40054	2.30048	0.0	3.38385	1.29244
entA	b0596	878.268	862.93	928.942	605.4259999999999	700.6419999999999	740.803	617.802	752.878	541.987	341.905	526.27	459.153
fryB	b2387	0.0	0.0	0.0	6.4054199999999994	0.0	0.0	0.0	2.59218	0.0	0.0	0.0	0.0
glk	b2388	105.105	98.4206	85.5569	138.77200000000002	182.112	185.578	95.6373	106.42200000000001	65.3787	58.7332	174.357	139.429
mntH	b2392	174.108	154.33	151.836	197.833	288.959	272.939	91.0916	85.1735	122.369	91.8079	126.756	116.887
yfeA	b2395	40.1514	40.2193	41.3085	31.0808	29.7658	33.1222	32.4397	28.8588	31.8462	25.601999999999997	19.3303	29.1078
gltX	b2400	819.3910000000001	811.5980000000001	817.2180000000001	1022.89	724.055	845.044	654.464	736.42	687.671	734.171	571.156	648.908
xapR	b2405	19.8487	20.4728	23.0909	12.5345	21.6089	22.0723	19.8326	17.4704	13.999	11.4668	25.991	20.1246
xapB	b2406	12.6473	10.5225	12.8848	19.6363	24.8617	16.1301	4.49328	9.98391	11.3286	10.505999999999998	15.5034	19.1364
xapA	b2407	0.692642	0.0	1.21802	1.5918700000000001	2.9530000000000003	1.31176	1.4941200000000001	0.672502	0.56074	0.0	1.9180599999999999	1.79262
yfeR	b2409	19.904	26.7109	24.9267	25.038	21.4642	18.0215	25.3623	17.5772	26.1257	21.6831	23.619	12.3991
ypeB	b4546	118.30799999999999	105.486	162.64	123.25200000000001	242.167	253.298	126.133	106.68799999999999	79.5575	150.92700000000002	52.3704	114.046
entH	b0597	839.658	1034.71	940.433	558.444	707.887	749.44	678.186	910.3480000000001	571.952	338.095	540.491	427.876
ligA	b2411	147.89	156.57	147.9	178.484	132.144	150.315	87.0642	81.2132	91.2756	101.726	85.6851	96.0632
zipA	b2412	378.278	385.635	348.415	309.788	345.352	383.288	354.274	365.592	408.86400000000003	428.647	491.91900000000004	369.231
pdxK	b2418	111.67	104.63	111.109	184.537	178.96	199.16099999999997	132.41299999999998	130.308	110.56	171.831	210.267	184.71
cysM	b2421	332.224	328.31800000000004	329.235	366.769	308.166	366.397	304.556	321.767	241.269	307.469	296.378	347.76599999999996
cysU	b2424	321.693	269.33299999999997	280.528	425.973	393.65	520.337	250.576	263.366	248.453	182.245	225.68	179.416
cysW	b2423	375.235	299.385	313.629	371.46	457.74699999999996	397.38300000000004	250.826	285.822	307.73	285.541	189.558	265.399
cysA	b2422	434.666	432.392	441.846	602.455	796.21	752.113	409.64300000000003	482.631	468.86800000000005	494.346	373.788	417.38
cysP	b2425	395.788	396.8	424.694	816.34	562.927	739.74	450.13300000000004	466.32	402.06800000000004	270.892	470.275	468.765
ucpA	b2426	102.758	113.46	112.20299999999999	149.00799999999998	181.42700000000002	171.513	55.5343	53.1818	67.7219	72.5376	117.76700000000001	92.2829
murR	b2427	6.580419999999999	7.898510000000001	3.40947	10.4164	16.584	16.0109	4.88922	10.0909	7.262860000000001	6.23285	9.81985	9.2125
cstA	b0598	193.697	202.372	196.937	139.322	150.187	132.769	92.5889	109.677	91.1766	125.289	163.571	167.683
yfeX	b2431	329.99199999999996	279.183	304.961	735.025	1264.09	985.7180000000001	174.80700000000002	172.043	175.43200000000002	175.81099999999998	326.80400000000003	250.74599999999998
yfeY	b2432	195.282	149.812	134.60299999999998	73.5796	120.18299999999999	104.93700000000001	111.04299999999999	111.43	108.425	123.19	98.8907	119.78
ypeA	b2434	137.531	97.4804	129.903	81.1784	93.7014	79.7422	117.65799999999999	75.4021	87.7632	81.0611	149.987	91.4371
yfeZ	b2433	67.9742	69.2662	63.6053	29.1098	34.4863	23.8328	29.0177	52.2266	29.855	31.5913	47.7477	28.6682
eutR	b2437	36.7256	43.5425	26.285	31.8407	22.6334	20.1836	26.1715	17.1341	19.7509	14.2309	19.0826	15.2579
eutK	b2438	54.8305	49.6327	36.9699	40.5676	42.3515	55.7743	24.6398	22.3083	30.5272	19.5308	25.924	28.0628
eutL	b2439	42.0554	47.258	34.1674	39.8261	51.1515	51.0441	25.022	28.3919	34.184	28.7937	36.2333	35.6356
eutC	b2440	44.9666	46.7782	37.3422	43.3506	45.7531	41.4698	24.3029	19.0645	25.27	27.4908	35.9412	30.92
eutB	b2441	204.734	208.583	200.048	206.107	187.84599999999998	215.833	139.80100000000002	157.888	153.82299999999998	140.297	173.796	152.085
eutH	b2452	6.75255	2.77725	6.28885	3.3826199999999997	4.12975	4.60123	4.20487	2.81851	4.96544	3.6464300000000005	3.3757699999999997	3.83063
ybdD	b4512	56.896	26.0823	56.3899	94.4817	108.45100000000001	60.1248	54.7125	10.2221	40.5329	75.6487	139.06799999999998	87.6449
eutA	b2451	3.13275	3.40832	4.00017	0.0	1.66695	3.73158	2.5583099999999996	2.4762299999999997	3.05253	2.86865	2.1754	2.1167599999999998
eutJ	b2454	1.1627	2.339	1.50829	1.37497	1.2551299999999999	0.0	1.2531299999999999	0.539183	0.9171090000000001	1.43598	0.0	0.0
eutG	b2453	1.47834	3.5819	3.7833900000000003	2.32717	0.0	4.70235	1.60981	1.4026299999999998	1.14955	0.0	2.05633	0.662733
eutE	b2455	1.15612	2.72979	1.63296	3.56085	4.03351	2.1853700000000003	1.6571799999999999	1.36325	2.08525	1.8495	1.05392	1.51976
eutN	b2456	7.24095	0.0	3.0425299999999997	0.0	0.0	0.0	7.29343	3.2618099999999997	0.0	0.0	4.71482	0.0
eutM	b2457	3.96711	9.417019999999999	16.717	8.68388	23.3597	7.04218	16.3786	7.24817	20.8264	18.1266	30.759	4.8002400000000005
eutQ	b2460	1.5795299999999999	4.4112	3.3736699999999997	1.79708	0.0	0.0	3.3279	4.3098	1.22366	0.0	4.27198	3.0112
eutP	b2461	4.64685	2.4057	2.57833	0.0	0.0	2.8015	0.0	2.73637	0.0	0.0	2.0167200000000003	3.75791
eutT	b2459	4.247330000000001	3.9744599999999997	5.472519999999999	3.31891	6.09002	5.43342	0.764373	1.97725	1.6647900000000002	3.4445	1.97531	2.8204
eutD	b2458	2.37165	3.78325	4.0286800000000005	2.7483299999999997	6.2227	2.25811	1.27206	2.6808099999999997	3.6105099999999997	5.684069999999999	4.0471	1.5759999999999998
ybdL	b0600	34.3347	36.2705	30.7065	16.913	17.3266	15.6801	50.3761	44.6082	44.0939	39.9381	23.3722	29.6639
eutS	b2462	0.0	2.02455	4.36777	0.0	5.323980000000001	0.0	0.0	0.0	0.0	6.13663	0.0	0.0
maeB	b2463	96.3457	120.24600000000001	122.573	161.577	114.303	132.22899999999998	132.055	123.40700000000001	123.295	132.82299999999998	176.11700000000002	172.958
ypfG	b2466	49.0122	45.5621	46.559	32.0836	40.9294	28.2164	49.3225	45.6303	46.7079	25.9922	18.487000000000002	19.0174
nudK	b2467	109.964	110.738	123.071	154.253	180.644	181.199	122.516	118.34200000000001	93.4695	120.455	108.852	103.898
aegA	b2468	12.8762	11.8293	11.8637	12.0011	14.3097	17.1113	7.26892	7.09172	10.4622	10.6673	15.76	6.078790000000001
ypfM	b4606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ypfH	b2473	91.4801	65.8119	86.6127	132.69	122.45100000000001	103.064	101.11	94.1372	82.0117	70.4934	90.4584	94.523
tmcA	b2474	63.8204	67.9897	60.0197	45.7771	44.8783	49.4166	59.5694	68.0642	63.0976	49.5434	43.8087	58.3401
ypfJ	b2475	158.322	169.52200000000002	175.855	184.80200000000002	154.509	164.734	138.739	165.234	135.64	120.266	124.154	130.753
purC	b2476	1923.59	1683.29	1973.95	1608.96	936.533	1278.26	1372.83	1475.32	1362.59	1352.72	785.6010000000001	1039.86
ahpC	b0605	4901.27	3879.03	4405.94	4428.74	3625.34	4195.18	4788.19	4925.03	4785.77	5210.09	4512.44	4239.64
bamC	b2477	793.263	718.797	740.85	771.297	738.7819999999999	716.7810000000001	602.36	608.2	662.193	679.9910000000001	617.447	670.291
dapA	b2478	862.8939999999999	822.318	870.23	1049.29	1107.66	1109.75	806.14	829.06	847.633	988.062	883.1469999999999	849.097
yfgO	b2493	63.2628	48.9654	67.3437	53.4446	37.4709	50.1371	72.0885	72.5904	73.5074	53.8778	64.1443	68.4962
hda	b2496	163.42700000000002	132.071	154.629	188.6	175.638	158.974	157.91899999999998	197.033	177.13	242.88	180.53900000000002	281.16900000000004
uraA	b2497	111.74	83.7964	83.9251	179.104	93.1733	133.336	319.063	383.01199999999994	358.41900000000004	658.727	599.882	702.5310000000001
upp	b2498	484.79699999999997	377.741	462.346	827.328	540.793	568.543	1686.59	1966.3	1710.01	2271.59	1861.29	2164.88
yfgF	b2503	9.358789999999999	11.6304	14.8859	7.04938	15.3636	13.6544	5.09788	5.45946	5.60762	10.2075	8.871939999999999	5.37973
guaA	b2507	744.5939999999999	757.482	744.2289999999999	1302.8	1071.11	1192.07	1135.53	1253.64	1180.06	1258.95	1306.39	1323.99
guaB	b2508	430.865	418.575	374.12	758.581	502.12199999999996	640.7869999999999	897.693	1015.88	799.508	587.7180000000001	779.0260000000001	842.888
yfgJ	b2510	194.57	178.988	103.50200000000001	462.76199999999994	269.598	109.695	115.074	88.5336	122.956	119.505	88.26700000000001	222.109
ahpF	b0606	438.01300000000003	428.949	437.94300000000004	446.19599999999997	464.392	470.48199999999997	293.135	290.58799999999997	305.925	243.57	230.769	222.988
der	b2511	517.0740000000001	505.129	473.714	652.952	523.51	570.793	216.787	234.00900000000001	231.43200000000002	220.541	226.43599999999998	238.893
bamB	b2512	557.7769999999999	490.466	520.105	539.539	480.70300000000003	500.829	441.164	394.004	468.94	440.89599999999996	483.215	497.12300000000005
yfgM	b2513	428.642	358.029	412.67400000000004	490.91	377.975	464.17199999999997	391.871	326.001	344.55400000000003	499.736	367.05699999999996	483.31300000000005
hisS	b2514	482.902	450.00699999999995	469.09	441.41900000000004	477.093	439.23800000000006	435.92699999999996	443.702	427.44199999999995	503.124	409.14	427.825
ispG	b2515	449.881	462.772	424.92400000000004	439.889	548.311	463.216	439.421	440.083	439.319	443.407	425.495	433.246
rodZ	b2516	335.222	351.675	332.55400000000003	312.851	367.6	347.86300000000006	260.937	286.194	307.512	339.986	344.431	283.064
rlmN	b2517	211.13400000000001	185.672	188.003	144.601	99.4401	117.814	162.094	155.143	190.955	222.838	153.584	158.615
ndk	b2518	778.166	671.3439999999999	792.2919999999999	555.3290000000001	252.93099999999998	365.173	765.678	797.8389999999999	817.2719999999999	1375.84	355.681	684.232
pbpC	b2519	19.0698	16.8318	15.3625	11.4513	9.9256	14.1465	18.8982	17.4627	21.4094	19.3268	13.9127	15.2289
yfhM	b2520	55.3298	56.4791	53.6746	82.014	90.4756	88.9846	57.0538	53.6764	60.2846	84.1778	90.0516	83.1601
ybdR	b0608	26.3537	28.9132	23.7997	12.9613	16.0267	12.4714	78.5156	73.1254	74.83	18.3338	23.8925	31.0402
sseB	b2522	257.932	217.63099999999997	225.68599999999998	287.192	315.269	297.91200000000003	150.055	134.392	125.96700000000001	166.304	217.64	186.115
pepB	b2523	396.325	393.87800000000004	366.995	488.191	507.205	568.158	170.502	188.773	183.135	309.731	344.849	318.075
iscX	b2524	856.562	912.293	688.962	1046.15	654.5930000000001	952.186	408.869	605.612	445.45300000000003	667.688	585.395	712.9119999999999
fdx	b2525	709.284	791.1569999999999	740.684	945.722	817.198	828.1310000000001	373.091	571.788	422.577	628.1759999999999	513.748	676.325
hscA	b2526	290.224	270.522	273.329	268.652	213.893	207.903	167.27	205.06	180.69799999999998	229.62400000000002	175.96099999999998	208.898
hscB	b2527	265.579	303.184	346.712	190.947	121.691	197.329	179.22400000000002	220.06599999999997	220.42700000000002	244.03	99.7481	164.77900000000002
iscA	b2528	1018.47	982.6389999999999	1034.19	1230.43	948.324	1064.71	944.6039999999999	764.065	998.049	1192.69	946.7339999999999	1371.53
iscU	b2529	813.252	764.6080000000001	835.7710000000001	940.795	735.4010000000001	904.467	744.2080000000001	918.5260000000001	842.5239999999999	1104.64	931.707	1090.33
iscS	b2530	660.95	576.376	620.769	646.826	458.73800000000006	530.93	626.201	591.096	637.7919999999999	705.701	495.903	629.5
iscR	b2531	438.434	433.97900000000004	369.965	251.533	161.38299999999998	244.646	384.05	284.468	343.212	404.151	199.081	266.07099999999997
araC	b0064	76.8317	64.5418	75.7976	65.3422	62.4269	62.6674	42.3664	30.7901	36.6121	51.651	45.476000000000006	38.5012
citB	b0620	35.4234	23.4909	27.0039	25.9651	77.0802	55.0768	23.0666	31.775	22.2822	20.7225	22.0059	16.7802
trmJ	b2532	283.579	290.736	271.862	328.48199999999997	495.181	460.471	276.866	336.038	269.629	226.10299999999998	267.377	239.047
hcaT	b2536	30.6593	25.8605	28.4046	16.3134	15.0008	19.5283	19.369	21.3036	30.0603	30.6795	15.04	25.0532
hcaR	b2537	49.0033	46.395	53.9852	14.0355	9.12143	17.6426	35.5137	36.0532	38.3989	41.5205	22.745	41.0703
yphB	b2544	21.9315	17.3887	18.7454	15.873	14.3984	10.2587	16.2193	17.4203	13.9987	16.7868	20.835	14.0295
yphC	b2545	11.4004	18.5498	16.0152	18.2719	17.7784	23.7773	7.8605	9.497710000000001	8.53515	11.5071	9.361310000000001	4.87364
yphD	b2546	11.4088	8.94703	4.3092	1.71091	6.269369999999999	5.5565	2.3721799999999997	2.91036	3.4033800000000003	5.44961	3.0547299999999997	4.9648
yphE	b2547	2.23848	5.093459999999999	3.52052	2.25179	2.06426	3.6486099999999997	3.08399	1.46882	0.251039	3.17298	3.6050800000000005	2.95633
yphF	b2548	2.5741400000000003	5.16325	1.6567900000000002	0.0	1.34493	2.3822900000000002	2.03672	4.23265	2.55305	1.54316	2.61298	3.20934
yphG	b2549	5.08261	3.6996599999999997	3.89404	3.91229	2.08941	2.39017	2.69455	3.44648	2.77022	2.0427299999999997	2.71579	2.54996
glyA	b2551	6194.89	5877.84	6176.67	8389.91	6540.6	7594.77	4077.8	4392.04	4387.89	3802.24	3244.22	3516.58
citA	b0619	21.7851	19.6215	23.03	16.9021	19.0369	15.6368	11.7341	15.0589	20.9808	16.4425	18.9934	18.2621
glnB	b2553	422.806	358.70300000000003	324.995	469.151	429.809	465.204	379.283	365.205	345.17400000000004	547.95	463.593	542.349
glrR	b2554	68.8448	65.9127	59.8229	64.131	40.4497	54.4089	51.2599	56.1095	48.3513	46.9667	50.4847	47.7483
yfhG	b2555	78.6675	97.0186	93.77799999999999	49.5636	64.7698	59.356	51.9849	77.9379	77.3214	60.0335	50.1228	51.6992
glrK	b2556	55.8604	55.0288	49.0954	45.0938	42.1318	43.1103	39.9128	38.7277	41.0229	47.5693	44.9115	30.9896
purL	b2557	494.64599999999996	466.66900000000004	512.442	618.485	415.539	536.57	408.339	447.25	434.295	424.361	423.98699999999997	441.51
tadA	b2559	106.315	86.5385	85.2717	43.0569	96.4716	75.9464	81.0853	100.184	103.402	104.803	58.7514	84.8117
pgpC	b2560	89.4204	88.3371	97.0593	138.259	202.071	183.203	106.20100000000001	99.5598	119.68299999999999	136.13299999999998	150.28799999999998	144.409
shoB	b4687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
acpS	b2563	153.253	108.992	96.7598	142.291	155.328	219.53799999999998	152.908	151.191	114.66799999999999	129.06	185.018	167.456
pdxJ	b2564	210.982	218.33900000000003	208.37599999999998	365.816	348.426	298.938	223.335	204.019	193.476	280.32	296.976	305.551
pagP	b0622	14.8212	20.6043	20.0305	32.5484	27.6278	40.0792	21.4835	15.9514	13.3441	8.56418	16.2178	8.92282
recO	b2565	95.8337	99.0	99.0343	72.1982	57.2543	47.3578	93.5279	94.8596	92.5893	97.5288	79.7923	92.4112
rnc	b2567	309.652	255.804	287.872	136.81799999999998	187.113	178.135	323.408	314.843	331.335	389.591	208.825	246.685
era	b2566	357.666	356.125	324.822	302.298	209.226	254.083	347.055	388.039	367.62699999999995	384.599	281.334	344.155
lepB	b2568	330.536	300.611	286.381	289.512	228.541	259.461	252.481	258.844	252.247	254.104	224.398	250.498
lepA	b2569	352.407	358.967	347.077	288.997	215.981	229.817	284.0	292.67	311.20099999999996	348.202	297.66700000000003	316.893
rseB	b2571	312.008	346.051	327.351	222.593	293.115	273.0	323.217	357.14300000000003	333.884	408.923	258.084	251.755
rseC	b2570	297.482	266.528	304.072	145.44	189.628	164.49400000000003	180.03599999999997	216.63099999999997	182.549	219.157	101.402	127.214
rseA	b2572	632.645	613.384	551.413	650.4830000000001	765.165	717.742	667.045	610.076	692.2260000000001	749.8839999999999	886.145	720.135
rpoE	b2573	358.95300000000003	380.42400000000004	329.967	384.24800000000005	363.95300000000003	374.67199999999997	405.914	367.75800000000004	474.305	431.19599999999997	510.81199999999995	454.69199999999995
trmN	b2575	115.075	155.286	134.031	55.2707	57.0224	51.2402	49.3445	58.9281	56.0918	52.1943	22.6277	38.8985
cspE	b0623	14458.7	10920.0	13734.3	16483.0	17538.1	17483.9	14081.2	12989.6	11014.8	21739.9	16172.5	15414.3
yfiE	b2577	26.3839	29.4036	25.6477	17.8063	21.0751	22.5497	26.9026	32.1435	29.6603	22.1913	20.3576	27.4417
grcA	b2579	906.904	1062.29	967.456	12449.1	19078.3	16488.4	2811.24	3023.27	4999.51	1676.39	8175.74	5174.25
yfiF	b2581	152.80200000000002	145.041	137.75799999999998	201.72099999999998	203.77	229.59400000000002	179.299	184.138	170.622	203.294	220.169	228.859
kgtP	b2587	1800.23	1743.54	1816.52	761.4069999999999	433.115	612.243	3250.93	3034.58	3177.2	2514.48	2027.49	2377.59
clpB	b2592	340.079	372.986	369.505	171.829	231.50599999999997	222.21599999999998	343.285	298.849	308.932	284.82099999999997	290.362	289.401
rluD	b2594	121.33	117.818	123.15899999999999	131.438	137.537	139.64600000000002	190.829	183.75	191.27	238.398	188.46400000000003	204.331
yfiH	b2593	81.4682	70.7228	69.8306	95.3266	81.8568	63.2784	131.172	121.801	127.63	118.844	110.126	107.081
tyrA	b2600	255.7	244.34099999999998	248.78599999999997	286.935	176.27900000000002	221.18900000000002	218.145	170.111	193.261	349.676	485.63199999999995	439.972
aroF	b2601	326.971	388.309	351.38300000000004	273.23400000000004	147.725	191.104	289.288	326.202	546.151	742.805	476.135	641.238
rplS	b2606	4570.2	3787.97	4088.81	6395.43	5771.34	6534.43	5149.76	4847.56	5064.56	5204.61	6353.52	5748.04
ybeM	b4581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
trmD	b2607	3457.05	3426.75	3320.14	5042.44	4597.94	4908.88	3768.87	4572.45	3639.09	4057.15	4651.38	4953.35
rimM	b2608	4249.36	4142.92	4209.38	5634.15	5197.98	6039.43	4939.94	5751.83	4809.09	4761.88	5434.25	5518.56
rpsP	b2609	3155.65	2748.03	2814.21	4343.21	3626.22	4358.34	3730.93	3218.17	3424.02	3965.42	3794.66	4318.32
ffh	b2610	392.173	409.14099999999996	385.345	503.651	607.21	554.775	299.125	324.247	297.47900000000004	329.74699999999996	320.751	341.75300000000004
grpE	b2614	909.832	763.747	923.335	665.451	557.075	669.962	750.586	645.139	518.252	709.4789999999999	745.1030000000001	718.0210000000001
ratA	b2619	217.86900000000003	186.127	181.365	144.143	148.559	166.96200000000002	191.959	129.995	160.38	175.373	156.387	148.79399999999998
ratB	b2618	208.959	193.104	159.153	112.225	148.019	169.21900000000002	180.005	170.78400000000002	136.475	189.227	123.02799999999999	99.3609
yfjH	b2623	16.9633	6.28669	11.0192	17.8585	11.3096	17.2461	19.3406	14.9544	10.0755	22.4108	25.493000000000002	16.9571
yfjL	b2628	61.797	71.786	63.6409	67.5264	106.816	90.126	50.1172	51.0419	55.4436	72.5349	68.3501	51.4682
yfjK	b2627	42.6982	37.5649	37.0874	34.4966	48.3651	39.6397	34.2118	41.3527	39.6134	46.8537	45.3627	47.6864
tatE	b0627	187.173	160.246	261.60900000000004	266.086	282.342	148.217	220.68900000000002	204.984	133.161	216.486	265.366	268.642
yfjM	b2629	30.3405	19.7561	26.1192	20.76	9.62323	8.652339999999999	10.2893	9.20619	11.5183	22.1493	12.5257	5.56355
yfjU	b2638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yfjV	b2641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ypjA	b2647	9.10337	11.2398	10.1247	6.5705800000000005	5.30767	6.218380000000001	12.7107	11.5178	10.3186	8.12266	11.7702	14.3
pinH	b2648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ypjC	b2650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ygaU	b2665	447.26099999999997	467.86199999999997	339.49300000000005	321.455	343.625	353.56300000000005	857.044	650.086	591.2080000000001	558.1	800.7	716.54
yqaE	b2666	143.88299999999998	142.548	96.4555	280.441	132.433	162.41	413.785	148.814	181.949	422.31199999999995	601.34	358.67199999999997
stpA	b2669	456.621	341.884	471.519	39.9703	41.4761	40.4118	695.825	576.841	451.851	1133.39	274.263	419.584
ygaC	b2671	61.7742	61.474	58.3104	87.1264	107.64200000000001	94.3974	106.89299999999999	95.3148	66.7603	26.4682	74.0164	64.965
