NAME	DESCRIPTION	HMDA-HMDA-_1	HMDA-HMDA-_2	HMDA-HMDA-_3	HMDA-M9-_1	HMDA-M9-_2	HMDA-M9-_3	MG1655-HMDA-_1	MG1655-HMDA-_2	MG1655-HMDA-_3	MG1655-M9-_1	MG1655-M9-_2	MG1655-M9-_3
yheS	b3352	261.574	269.20799999999997	255.52900000000002	111.04299999999999	160.515	101.15100000000001	152.053	105.94200000000001	114.387	116.28200000000001	125.485	104.988
prkB	b3355	64.2685	78.7976	61.7971	82.5304	64.7469	101.994	54.3774	81.5797	80.6171	59.6215	49.6971	65.7236
crp	b3357	963.1189999999999	862.3530000000001	918.268	1157.81	905.095	1314.73	1187.53	1230.83	1174.71	1328.24	1198.14	1578.9
yhfK	b3358	53.1242	51.5462	43.8088	30.1992	23.2344	34.1732	53.1154	51.8254	51.2109	51.5773	60.0436	49.858000000000004
yahA	b0315	45.7604	47.4492	44.0868	92.9245	218.19	57.5938	38.0906	22.5813	27.1121	18.6772	14.6667	15.1446
tsgA	b3364	100.075	120.96	114.698	50.2063	154.028	86.3855	79.6239	39.734	50.673	102.788	115.29799999999999	102.765
nirD	b3366	3.15422	3.34145	2.58961	6.4398	1.02204	5.2804400000000005	1.87051	15.1419	3.77115	3.5829	5.46245	3.6509099999999997
nirB	b3365	4.58274	5.62854	4.7335	286.863	13.8401	21.4931	27.8714	297.759	200.78900000000002	3.21758	4.6125	2.56803
nirC	b3367	5.99501	4.39874	4.5635	13.1178	15.7384	16.5721	4.945930000000001	3.4397300000000004	4.824330000000001	6.16789	2.15801	4.8769599999999995
cysG	b3368	75.2091	86.4147	74.5733	60.632	100.431	90.7228	71.6209	63.5388	77.4995	60.1861	60.9458	62.1937
yhfL	b3369	95.0737	59.336999999999996	70.2805	69.4415	39.1222	65.7644	21.9688	9.39884	42.9679	0.0	23.232	20.6502
frlA	b3370	1.03775	0.906637	0.9613780000000001	0.305413	0.180756	0.0	0.0	0.411078	0.631685	0.189361	0.0	0.0
frlB	b3371	5.80417	4.89816	6.78755	10.9261	8.16751	6.91173	4.5381	2.74356	2.81813	4.41622	4.02197	4.269419999999999
frlD	b3374	7.09737	9.62657	7.426019999999999	11.706	11.874	13.8369	7.38766	8.58653	5.3070699999999995	4.95239	4.30399	6.48913
frlC	b4474	9.22555	8.3357	6.031000000000001	11.0415	9.24098	20.1711	2.394	6.91409	6.641660000000001	4.43656	6.96448	5.774290000000001
yahD	b0318	20.711	17.5776	25.2816	37.4204	18.3362	43.9143	45.0814	24.6343	22.8668	19.7622	26.0725	24.0221
frlR	b3375	53.4065	60.2159	56.5348	74.1547	70.0025	80.2783	41.4469	51.7271	45.489	46.1722	49.8785	51.4029
mrcA	b3396	58.0623	63.5059	66.8124	25.8835	65.8482	23.6701	53.3499	28.8563	39.2035	52.2917	60.5466	51.1351
yrfF	b3398	81.3536	81.5365	80.9214	28.8525	36.1039	43.4328	45.9051	45.2339	44.9377	31.9049	27.8668	28.1686
yrfG	b3399	178.843	145.555	170.296	112.721	121.346	104.29299999999999	121.126	50.1969	52.4105	123.553	128.007	127.666
hslR	b3400	142.634	128.16	139.86700000000002	114.395	171.028	127.115	95.3904	66.2953	76.0158	125.12	121.45	111.48
hslO	b3401	144.53	172.525	148.614	158.27100000000002	220.106	201.18599999999998	115.265	128.42600000000002	138.68200000000002	146.803	153.66	151.542
pck	b3403	320.256	332.606	347.35400000000004	229.355	224.93900000000002	205.703	435.80699999999996	610.499	583.317	124.663	122.53399999999999	152.749
greB	b3406	70.8097	90.6688	73.4769	78.4351	59.0586	73.2044	46.7398	49.3666	50.6662	38.3243	34.7316	37.8111
yhgF	b3407	281.474	280.47700000000003	280.322	185.137	292.767	193.993	227.521	171.787	176.285	168.028	160.433	157.717
feoA	b3408	498.902	505.358	584.8430000000001	6390.88	1257.74	1005.32	1685.79	3441.67	2538.76	219.005	272.627	259.232
yahF	b0320	3.86846	4.005730000000001	3.5508900000000003	10.1977	4.73925	9.68791	4.2428300000000005	3.80652	3.97243	2.52901	2.5522099999999996	1.82292
feoC	b3410	79.3433	119.524	109.133	189.549	175.796	192.65200000000002	80.9324	135.247	124.285	53.1779	26.6376	68.1918
feoB	b3409	187.285	235.2	231.638	1075.79	370.715	311.08099999999996	244.84	693.263	553.625	96.9027	101.271	93.2177
yhgA	b3411	18.794	16.1534	22.0985	13.1712	14.7211	13.454	20.3275	12.2291	17.6843	13.539000000000001	14.6397	11.1323
gntX	b3413	94.9329	90.3883	81.9074	54.9016	83.6763	45.258	67.6977	66.6688	52.6129	64.4626	63.0318	77.5096
nfuA	b3414	1015.0	971.46	805.7510000000001	370.9	839.3389999999999	422.19300000000004	473.09	285.513	289.059	710.437	426.16900000000004	875.4010000000001
gntT	b3415	13.7714	19.194000000000003	11.6386	12.088	15.9887	11.8563	18.6379	19.5974	22.1357	22.9636	18.0464	21.901999999999997
malT	b3418	340.36800000000005	296.535	298.39099999999996	207.523	210.34400000000002	119.58	525.304	672.258	664.289	226.225	213.696	230.65
rtcR	b3422	4.022480000000001	3.9625	3.7307699999999997	4.46073	3.9846199999999996	4.16336	5.42448	3.9048	2.22642	3.9952699999999997	1.95003	2.7854200000000002
glpD	b3426	28.2838	39.6199	34.5872	28.309	9.348189999999999	35.5993	46.501000000000005	57.2563	47.5317	25.2741	15.7469	15.446
yhgN	b3434	35.1054	37.878	61.9514	44.9485	66.9714	41.5446	40.7281	29.1574	25.1649	48.9971	52.5487	45.3065
yahE	b0319	2.19234	1.94059	2.14184	4.39187	3.2273400000000003	5.59066	0.8485969999999999	3.2865599999999997	3.4509800000000004	1.47548	1.86005	1.38226
yhhY	b3441	21.588	12.1132	25.0447	63.7996	25.1677	68.3755	32.7048	31.701999999999998	26.5635	29.8647	38.621	28.3374
yhhZ	b3442	2.34137	1.6418099999999998	2.16991	0.48836899999999994	0.317886	1.08217	1.40703	0.190132	0.0	1.7129599999999998	1.2564899999999999	0.575465
yrhB	b3446	20.8715	21.4226	18.1561	16.8721	14.0538	23.0924	29.9165	32.68	17.2338	13.495	9.12161	13.5018
yhhA	b3448	49.7344	41.4588	65.9362	159.565	14.6334	123.954	143.798	178.77700000000002	131.958	113.988	128.989	91.565
panM	b3459	46.331	64.0629	76.9013	48.7079	36.278	45.1864	36.5178	47.023	65.5756	51.0974	46.3508	46.6565
yhhL	b3466	130.863	135.02700000000002	86.0971	68.3671	97.8223	69.64	31.4596	27.2531	51.8274	64.8655	56.3278	59.2989
yahG	b0321	1.8497700000000001	3.15155	1.5788200000000001	8.27537	5.35847	11.1196	4.82805	4.09244	3.23552	1.92123	1.76642	3.3191699999999997
rsmD	b3465	118.307	168.796	152.056	104.93299999999999	160.792	110.164	71.0228	54.7697	55.0914	77.4881	105.848	84.0219
yhhN	b3468	216.989	268.817	169.234	173.021	79.9458	142.6	160.704	142.86700000000002	141.371	117.21799999999999	76.1742	122.13
zntA	b3469	34.2943	31.7303	26.1318	42.1685	33.6231	45.3616	37.8961	47.9141	43.7396	20.5474	18.0655	20.2682
yhhQ	b3471	42.1426	38.3782	53.4438	20.305	30.8299	20.9558	78.6913	49.8484	52.6034	44.2087	50.6687	50.571999999999996
dcrB	b3472	363.881	401.88300000000004	357.286	426.99800000000005	360.94	399.065	338.99800000000005	258.668	272.57099999999997	410.004	396.272	415.45099999999996
yhhT	b3474	27.8637	23.3968	19.8234	50.4761	17.5974	54.0896	33.6066	29.7785	29.873	45.0016	56.7673	40.9561
acpT	b3475	132.594	110.663	124.92	66.5568	72.3593	55.9707	101.37899999999999	35.8336	54.6398	96.8103	108.05	59.1905
nikB	b3477	3.72624	4.5351099999999995	3.24034	14.6041	4.14618	3.0902700000000003	1.43557	5.9265	5.57485	0.95596	1.8494	0.994643
nikA	b3476	8.79069	11.6426	9.323739999999999	99.3819	48.0018	32.8368	21.8692	39.184	33.21	4.7255400000000005	10.9307	2.82178
nikC	b3478	3.40613	4.082319999999999	4.197019999999999	6.14392	2.91362	3.03035	1.0814	7.6421399999999995	3.40691	2.74612	3.5800099999999997	2.0342
yahI	b0323	4.51547	3.34345	4.9587	5.68079	2.26084	7.1733	4.26229	2.28874	2.42915	1.99852	2.5228900000000003	1.29506
nikD	b3479	7.12325	8.08284	4.9173	6.9233	5.64561	2.60526	4.99675	7.77175	4.86951	3.66773	3.59535	2.52864
nikE	b3480	2.4203900000000003	7.75581	9.69086	5.39449	3.02108	4.95121	3.69985	5.32249	4.2914900000000005	5.71459	3.6074599999999997	2.6210400000000003
nikR	b3481	82.7003	55.214	79.2468	112.141	103.226	104.054	40.0359	21.7644	37.9933	91.1959	72.7923	81.8298
rhsB	b3482	1.7368700000000001	1.4086299999999998	1.69671	2.28428	3.8484300000000005	2.46539	0.707224	0.61316	0.558148	0.764409	0.868433	0.477175
yhhH	b3483	10.7565	11.4925	14.6403	18.2438	47.0312	32.5553	2.5655799999999997	0.9371440000000001	3.98726	4.02004	5.03224	3.07138
yrhC	b4552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yhhI	b3484	5.2981	5.3801	4.2571	3.96941	4.99596	3.99042	1.41726	1.84233	0.712271	2.11225	1.34217	1.4742600000000001
yhiM	b3491	10.1049	11.219000000000001	10.7578	9.7659	7.6169199999999995	13.9188	5.95552	16.4049	12.508	20.7157	15.7936	10.2931
pitA	b3493	111.76100000000001	148.542	103.198	141.21200000000002	239.84799999999998	110.775	157.725	141.445	170.523	242.354	223.454	275.487
uspA	b3495	2595.46	1483.15	2375.04	4485.39	1799.34	3877.43	4596.52	4838.27	4657.64	3273.2	3132.58	3280.55
yahJ	b0324	35.2628	37.7185	33.3882	36.5136	25.6273	40.4852	50.5361	42.5593	43.2024	29.7361	28.1579	31.0028
dtpB	b3496	24.4932	22.9602	17.4489	37.7194	8.94726	42.4437	28.0698	31.4463	35.2063	33.5657	33.2019	27.009
rlmJ	b3499	177.239	261.553	225.15200000000002	72.1759	140.435	82.0554	102.569	92.7557	83.0282	102.715	117.331	103.366
gor	b3500	382.964	333.925	428.50300000000004	316.53	235.984	286.96299999999997	282.845	240.495	246.86	250.43099999999998	291.95599999999996	259.473
arsR	b3501	14.3528	24.8556	19.3394	17.7749	33.6137	8.66547	17.965	11.1997	7.66217	18.6242	17.3516	10.4493
arsB	b3502	9.77876	8.31194	7.79022	10.7511	9.61295	8.17705	8.89508	6.12455	6.754639999999999	6.3601	7.255	5.37403
arsC	b3503	18.2367	10.9695	8.92089	34.7641	24.0548	40.6751	10.54	8.03148	12.7511	16.6792	18.1685	24.7145
slp	b3506	9.22603	17.5908	11.3877	94.1983	25.4004	136.718	493.134	786.163	824.0110000000001	288.834	245.53400000000002	324.504
dctR	b3507	0.9990399999999999	1.5267899999999999	0.549389	7.60965	3.35572	9.77622	8.58964	29.6868	26.9519	25.8538	13.55	23.9537
yahK	b0325	162.60399999999998	140.064	132.39600000000002	199.687	36.5691	355.93	214.96900000000002	199.84400000000002	221.28	337.85699999999997	322.596	234.373
hdeD	b3511	34.7364	31.3636	24.8634	359.76599999999996	40.7842	316.372	593.914	656.393	656.85	672.691	561.994	350.689
gadE	b3512	0.0	0.0	0.588792	68.1811	17.3747	83.6082	6.6974800000000005	271.438	307.44599999999997	164.646	73.8987	116.477
mdtE	b3513	2.8231599999999997	2.7669599999999996	1.8274700000000001	9.56362	3.05734	13.7368	59.4161	50.7024	62.8317	33.5047	30.1259	18.6636
mdtF	b3514	5.30589	5.49289	4.99263	12.8287	7.865130000000001	12.4781	57.5944	57.0039	66.123	31.1771	25.9841	18.3749
treF	b3519	89.7549	60.5657	67.3163	124.414	19.8514	157.327	98.0989	103.527	94.9032	115.439	106.831	80.9173
yhjC	b3521	38.661	34.5299	41.1356	34.3842	31.4879	25.7666	35.3404	38.3433	34.9043	24.4852	20.3954	24.3697
yhjD	b3522	74.2225	58.6037	59.1977	105.507	18.8895	112.7	112.854	148.977	141.686	87.235	85.8094	68.5667
yhjE	b3523	126.04899999999999	115.101	110.666	1017.96	811.393	1422.7	52.1727	59.5544	70.3036	779.8960000000001	668.49	802.035
kdgK	b3526	76.0358	72.5682	69.2246	74.2531	92.5062	69.7821	140.335	159.716	152.52700000000002	56.5219	43.9981	63.7253
bcsE	b3536	58.7721	54.7837	51.871	170.396	102.06299999999999	259.868	97.9038	118.25299999999999	104.929	213.017	207.985	203.408
yahL	b0326	1.09964	2.34364	2.80333	1.92504	2.05531	1.7857	1.11297	0.586561	0.600477	0.902782	0.9064760000000001	0.30099499999999996
bcsF	b3537	79.163	28.2132	67.0291	105.03299999999999	65.055	156.914	83.2103	25.1098	84.921	278.332	368.2	214.558
bcsG	b3538	17.4352	21.06	14.898	56.113	28.0934	80.0881	25.9381	26.0258	25.8356	69.9447	72.9431	61.5617
yhjV	b3539	40.656	56.7464	51.1788	17.4986	41.2666	17.1639	26.1025	24.8644	21.8152	18.8134	20.4577	16.4027
yiaC	b3550	56.6393	45.1322	43.2525	93.3924	48.8843	133.059	40.8641	46.657	47.4769	40.4594	36.439	34.2075
tag	b3549	91.6065	85.7616	89.5262	158.012	79.154	203.477	109.477	106.191	128.47	94.079	76.9225	90.9529
yiaD	b3552	58.8422	54.7439	56.5212	32.4832	64.4846	19.2781	47.1607	36.089	34.4534	24.7033	20.4789	29.9779
ghrB	b3553	413.55800000000005	358.14	361.027	598.934	342.32800000000003	855.439	460.48199999999997	414.491	437.55300000000005	490.894	479.33	538.469
yiaG	b3555	135.95600000000002	146.954	135.278	532.876	68.3046	1313.93	361.55699999999996	823.763	624.524	533.225	375.81199999999995	348.921
cspA	b3556	420.255	1096.16	554.188	1089.41	2667.37	960.1189999999999	342.397	535.173	255.769	1142.19	2999.12	842.557
insK	b3558	5.1075099999999996	3.5123699999999998	4.93225	8.61513	10.1371	9.23429	1.87008	4.21673	2.03212	2.81495	3.07708	3.12858
fkpB	b0028	345.49199999999996	404.05800000000005	376.865	269.022	297.44599999999997	237.658	300.485	261.285	284.579	350.36	307.393	335.19199999999995
yahM	b0327	10.2602	4.5627699999999995	15.1925	12.6363	5.56728	9.69869	3.8972599999999997	0.0	0.0	2.38207	12.3687	2.35644
insJ	b3557	6.12105	12.3911	17.3619	15.7621	30.3354	20.886999999999997	3.38193	7.2820800000000006	6.9593300000000005	5.20792	4.71429	7.2388699999999995
wecH	b3561	19.7578	16.9878	20.5448	15.2286	14.2838	13.2148	14.419	8.91945	9.08784	13.8646	11.2515	12.04
xylF	b3566	5.61445	3.2910699999999995	4.14501	3.7591300000000003	5.67705	4.06305	4.21775	2.07098	4.33596	3.82114	2.7242599999999997	2.5268200000000003
xylH	b3568	9.30066	5.57848	7.305739999999999	9.89592	9.453660000000001	15.5697	10.8917	6.6969899999999996	6.07801	7.1300300000000005	8.478639999999999	6.77446
xylG	b3567	2.0209599999999996	2.59924	2.75827	6.82482	5.97806	5.27364	3.01748	1.4693200000000002	2.00435	2.8022400000000003	3.9216	3.2729
xylR	b3569	37.0387	28.8835	29.7564	54.9661	40.8112	52.9709	34.7446	21.3216	23.4928	28.7267	25.3421	26.4504
malS	b3571	11.8356	12.0005	12.2236	13.0745	7.26567	11.1349	11.2878	12.4252	10.7649	12.0179	13.1375	12.6438
avtA	b3572	735.9060000000001	800.421	942.8989999999999	414.57199999999995	630.77	457.249	471.339	314.379	364.832	546.378	626.283	511.569
yiaK	b3575	1.82968	1.5803200000000002	2.056	1.90042	2.42271	1.27954	1.56197	1.86634	2.19846	1.59871	1.04399	1.0586200000000001
yiaL	b3576	3.72701	0.555029	1.64237	0.916286	0.532029	1.9931900000000002	0.0	0.0	1.23117	0.558774	1.17519	0.0
yahO	b0329	844.779	461.56800000000004	824.799	2690.32	146.398	3128.92	2415.74	1260.02	1588.62	3105.65	4099.86	2078.14
yiaM	b3577	0.62344	0.0	0.744131	0.563886	1.8352	0.46514399999999995	0.0	0.0	0.727803	0.0	0.0	0.702331
yiaN	b3578	0.161749	1.05952	0.34941500000000003	0.7573350000000001	0.53494	1.09307	0.250366	0.199247	0.20593699999999998	0.183402	0.393043	0.7708510000000001
yiaO	b3579	1.7012599999999998	0.392817	0.9784719999999999	1.79731	2.94465	2.81839	0.536342	0.225437	1.10925	0.0	1.04674	0.8371209999999999
sgbH	b3581	1.97797	1.43785	2.1903200000000003	8.100539999999999	5.95173	7.731319999999999	1.3217	2.74282	2.4058599999999997	3.5157300000000005	2.88052	0.762369
lyxK	b3580	2.53105	2.43299	2.2348	3.62085	2.75435	3.9555300000000004	2.05629	1.32703	1.75118	1.31863	2.26462	1.67071
sgbU	b3582	2.23318	2.42273	1.7108599999999998	8.81972	4.76566	11.1379	2.16613	4.7886	2.51986	3.55257	3.5382	2.8364
sgbE	b3583	5.80778	6.1135	3.1313400000000002	8.40372	6.813619999999999	12.2508	5.6471800000000005	7.090110000000001	4.85489	4.27487	3.89112	5.16901
ysaD	b4649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yiaU	b3585	25.4231	26.2051	25.4779	27.2757	18.3151	17.8441	15.9146	20.5819	19.0749	19.2891	24.0805	24.9918
rhsA	b3593	0.91956	0.91107	0.5178729999999999	0.892282	1.36089	1.27921	0.44563800000000003	0.718529	0.492374	0.415555	0.20837600000000003	0.45346400000000003
prpB	b0331	2.92805	2.14475	1.66375	1.5180799999999999	1.10978	3.6227099999999997	0.0	0.929367	0.0	0.979349	0.0	0.6712199999999999
yibA	b3594	37.6956	30.9727	39.9085	27.6031	30.1533	51.6888	8.68293	15.5188	17.0357	22.5894	19.7631	22.018
rhsJ	b3595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yibG	b3596	8.08235	15.3495	20.9551	10.8234	16.0854	13.6558	0.0	3.12144	1.7847099999999998	5.81545	7.571280000000001	3.65113
yibS	b4650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yibW	b4651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yibV	b4615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yibU	b4652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mtlA	b3599	42.6758	39.0754	40.5371	229.602	144.435	242.524	68.9993	72.305	79.0628	98.1538	84.3437	89.5451
mtlD	b3600	100.66	104.786	96.9363	203.518	179.08599999999998	260.781	109.766	161.059	152.578	110.04299999999999	91.2637	105.665
mtlR	b3601	72.9086	75.7129	91.2074	133.514	139.49200000000002	135.974	89.9476	77.1182	87.2407	90.7029	68.5084	69.0498
prpC	b0333	1.15603	1.04251	1.2432	2.38835	0.973564	3.1964200000000003	1.68849	1.4940200000000001	0.5604180000000001	1.00921	0.49536899999999995	0.8922760000000001
yibL	b3602	456.309	640.266	494.036	443.41	735.27	489.658	258.788	256.95	259.54	294.053	285.465	362.967
lldR	b3604	110.038	119.96	105.973	39.2556	43.187	25.0557	64.851	33.9745	42.9144	38.7338	34.5151	29.7741
lldP	b3603	148.681	146.892	131.387	20.2129	31.9683	31.3919	68.8316	37.9766	48.4039	25.7157	31.4397	23.6873
lldD	b3605	87.5674	78.5997	76.4431	61.0379	56.6048	59.8031	34.4819	42.1153	41.9109	54.6187	39.9531	42.9852
trmL	b3606	40.5822	57.2809	49.3283	26.4905	55.6944	23.1083	57.7416	27.141	43.0919	54.0362	60.8547	48.7121
gpmM	b3612	167.403	184.481	180.889	720.187	535.406	477.42199999999997	295.532	539.399	454.039	421.411	383.57099999999997	447.121
envC	b3613	145.501	161.433	145.941	86.7277	124.463	93.4579	112.14200000000001	67.5796	70.8414	139.834	137.643	132.067
yibQ	b3614	48.8032	63.6735	50.5862	21.0154	30.771	23.7078	72.8397	37.1293	48.6573	64.8089	68.2635	70.2815
hldD	b3619	781.0360000000001	791.431	882.87	632.675	552.865	517.613	525.202	495.837	438.856	556.69	539.743	593.758
waaF	b3620	387.295	458.81699999999995	449.87699999999995	225.949	308.866	231.865	268.20599999999996	186.482	194.32	309.345	333.559	309.66700000000003
prpD	b0334	1.19204	1.63907	0.717726	1.7260799999999998	1.12846	2.56708	1.47822	0.428601	0.715551	0.8729549999999999	0.9002969999999999	0.262531
waaC	b3621	120.587	167.269	127.906	82.465	125.46	88.7828	77.295	60.5796	70.515	131.041	128.506	127.575
waaL	b3622	88.4526	85.6333	133.65	45.3082	121.18299999999999	118.73100000000001	130.18200000000002	138.39600000000002	129.045	185.15099999999998	232.433	177.488
waaA	b3633	43.9031	54.3025	42.4118	37.9305	77.1308	35.6919	60.1152	42.7252	40.1364	81.3564	76.5329	87.7984
coaD	b3634	32.9046	37.6238	38.5095	52.1292	70.6168	59.8857	31.543000000000003	44.9061	43.8521	70.4306	44.1162	85.6387
dut	b3640	379.2	425.017	418.559	174.93599999999998	413.80300000000005	221.925	233.635	197.76	227.245	299.189	227.051	329.745
dfp	b3639	363.22	339.904	384.904	140.378	250.762	186.726	219.873	148.578	149.30700000000002	196.608	227.983	220.65900000000002
slmA	b3641	399.217	390.333	339.50699999999995	183.34099999999998	340.73199999999997	182.512	223.172	118.713	162.37	258.051	213.643	286.96
yicC	b3644	181.503	218.582	166.09	231.84	371.43	273.598	177.489	146.97	151.94	239.675	226.90400000000002	282.514
dinD	b3645	24.6706	16.8158	25.5127	15.3237	15.6101	12.9495	21.7973	24.4718	25.9766	8.90958	12.5404	8.96299
yicG	b3646	5.73129	8.74718	8.52025	4.73102	6.594339999999999	2.32884	8.476519999999999	3.4511300000000005	4.99022	6.72527	4.68905	2.34258
prpE	b0335	3.3272800000000005	4.14241	3.5500599999999998	3.5392099999999997	2.5788900000000003	3.9411	3.87014	2.91304	3.32849	2.64697	1.86133	1.63419
gmk	b3648	369.24800000000005	401.788	372.57300000000004	424.92800000000005	365.79699999999997	364.577	303.94599999999997	363.38800000000003	287.078	381.56699999999995	314.86	369.586
rpoZ	b3649	518.381	766.2260000000001	543.293	729.635	1388.48	1170.69	291.678	584.624	581.089	689.1339999999999	502.17400000000004	740.755
spoT	b3650	450.79400000000004	497.95099999999996	470.199	198.606	245.416	197.24099999999999	356.475	253.972	286.045	321.121	304.561	281.857
trmH	b3651	99.0742	159.53799999999998	101.531	38.319	71.4377	58.9982	90.7477	80.6372	69.1192	72.4742	70.4197	83.7414
recG	b3652	92.2922	111.789	80.1489	43.5326	50.3017	34.141	89.7981	90.0036	88.5833	77.1368	69.4097	77.9358
xanP	b3654	191.762	284.496	236.24400000000003	43.7729	294.116	69.1243	175.042	98.2546	123.281	273.8	266.85200000000003	251.458
yicH	b3655	133.405	115.836	119.84200000000001	145.423	71.3253	174.986	129.512	141.06799999999998	139.56799999999998	75.374	65.0083	76.1115
yicT	b4653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
setC	b3659	3.28617	4.240880000000001	1.96995	3.08002	3.8061800000000003	3.78851	1.37873	0.661804	0.223338	0.839799	1.11351	1.2858399999999999
yicL	b3660	58.1228	58.8007	59.7171	50.1021	47.2369	48.5372	73.3318	65.9843	66.9857	58.9259	55.8695	56.8003
codA	b0337	99.484	95.2136	106.52	162.064	576.403	92.5763	572.945	516.322	573.573	849.913	826.46	1323.02
yicS	b4555	32.3911	33.1519	30.1069	44.2156	17.6127	53.6467	48.2757	13.1679	26.5084	37.7352	48.3236	33.9596
ade	b3665	12.6417	12.2967	11.7808	19.977	31.5463	12.3736	20.0158	15.5447	16.7566	14.8111	12.2709	17.3952
tisB	b4618	0.0	515.595	0.0	0.0	0.0	0.0	0.0	464.186	0.0	0.0	0.0	0.0
emrD	b3673	0.997168	1.77393	1.1224100000000001	1.2545600000000001	2.48241	2.737	1.16	1.6437400000000002	1.4355200000000001	0.803657	0.61837	1.10744
yidI	b3677	15.6616	17.5784	21.1942	22.0288	22.9175	20.2279	17.4244	17.2508	14.0083	14.6013	14.8597	16.7265
yidL	b3680	12.5764	8.48353	7.009510000000001	11.1299	11.4439	18.3509	4.95613	16.7883	14.1592	4.88925	6.89346	8.91762
yidP	b3684	6.32293	5.86951	6.65005	5.189369999999999	7.479610000000001	3.74454	4.8919	2.07484	4.19492	5.28075	4.05309	6.1935
yidQ	b3688	155.109	177.958	142.56	103.584	101.90299999999999	123.12100000000001	536.956	878.933	838.87	163.335	115.37200000000001	154.469
cbrA	b3690	3.44719	3.6696199999999997	4.74503	4.429130000000001	7.613630000000001	4.88124	2.90064	3.88093	2.50137	2.1543099999999997	3.11365	4.47806
yidX	b3696	11.9958	13.2744	10.2374	13.8366	13.894	13.8577	8.92935	11.214	7.570530000000001	9.868689999999999	6.07862	10.6577
codB	b0336	59.883	57.1579	83.1131	77.3249	449.816	26.0221	420.566	360.575	472.57	911.07	850.936	1463.99
rpmH	b3703	1664.46	3256.77	1719.5	901.248	2854.87	633.692	1644.28	1663.18	2015.68	2621.71	1695.91	3072.04
yidD	b4557	2859.82	2797.67	3137.13	510.135	1122.23	384.105	4180.35	803.013	913.5219999999999	2501.92	3693.89	1936.66
rnpA	b3704	928.743	1348.6	1234.99	237.47099999999998	914.07	349.967	855.336	581.207	608.182	994.7280000000001	1078.52	966.4739999999999
yidC	b3705	515.715	746.821	597.122	329.173	696.883	320.155	652.484	629.6619999999999	654.0419999999999	638.795	649.811	668.153
mnmE	b3706	278.441	251.71900000000002	308.067	157.054	151.696	145.225	252.497	112.68700000000001	125.734	155.12	199.36	132.42700000000002
tnaC	b3707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tnaA	b3708	21.0039	12.4511	15.3386	3.17184	4.59008	2.9002	110.89200000000001	120.15299999999999	114.475	3.35342	3.04223	5.01527
tnaB	b3709	2.13387	1.7926400000000002	1.68295	1.35002	0.0	0.996906	11.2422	9.935880000000001	10.0679	1.45035	1.0765799999999999	1.05592
yidZ	b3711	39.2878	36.1321	36.2534	20.7569	26.5021	17.9994	31.4637	14.9593	18.2303	24.3148	28.0503	25.0055
mdtL	b3710	6.40559	5.81441	6.742489999999999	2.43045	6.76325	3.5049300000000003	8.53148	4.29143	2.77739	7.9988600000000005	8.522639999999999	8.20921
cynT	b0339	3.8536699999999997	2.0157700000000003	5.411169999999999	2.95073	2.39837	5.64204	4.4436599999999995	3.72393	2.85566	2.6785799999999997	3.63766	4.42457
yieE	b3712	90.0079	89.9152	81.8677	63.9795	47.0017	61.4778	82.5754	110.31200000000001	95.0127	51.3635	55.208999999999996	54.3589
chrR	b3713	171.43400000000003	156.389	142.314	353.406	134.19299999999998	540.732	157.77700000000002	205.863	214.855	212.27700000000002	171.622	243.783
yieH	b3715	53.806999999999995	50.8601	47.9767	40.8387	73.6975	38.8572	55.8925	47.8032	42.4028	56.4417	46.8344	49.428000000000004
cbrB	b3716	7.363119999999999	11.9579	5.14792	17.6758	32.2096	30.3991	5.64149	7.326569999999999	8.94846	11.5317	9.65219	10.390999999999998
cbrC	b3717	17.953	13.5516	18.0983	37.1046	20.9511	46.0687	26.7459	16.5818	14.2889	28.5407	19.3739	28.1468
asnA	b3744	42.5506	79.1776	94.2447	109.634	231.447	38.7124	48.8915	90.86399999999999	116.98700000000001	117.15899999999999	112.57	148.05200000000002
kup	b3747	44.5044	48.7576	38.9969	39.282	44.519	37.3449	51.7524	46.9167	49.4132	56.8245	52.6613	50.6353
rbsD	b3748	288.124	108.73899999999999	181.335	289.296	265.113	68.4181	3854.2	834.559	1265.51	625.606	903.707	501.162
rbsA	b3749	11.9147	12.9773	12.0626	21.0159	21.0355	9.080789999999999	45.4824	46.8452	46.7648	28.2335	36.3458	34.4543
