NAME	DESCRIPTION	HMDA-HMDA-_1	HMDA-HMDA-_2	HMDA-HMDA-_3	HMDA-M9-_1	HMDA-M9-_2	HMDA-M9-_3	MG1655-HMDA-_1	MG1655-HMDA-_2	MG1655-HMDA-_3	MG1655-M9-_1	MG1655-M9-_2	MG1655-M9-_3
thrL	b0001	0.0	0.0	9811.54	5104.4	5594.6	17475.1	0.0	6602.54	7604.59	0.0	10219.4	7489.16
rnhB	b0183	499.325	548.678	479.954	170.19799999999998	189.15099999999998	158.173	161.291	91.3407	87.3964	166.24900000000002	200.34099999999998	123.38799999999999
yedL	b1932	13.1778	10.6482	10.923	46.5164	228.55200000000002	38.6025	12.8	17.7325	11.9452	89.3724	102.08	438.186
intG	b1936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fliH	b1940	3.7966800000000003	3.4157699999999998	4.0141	3.47097	5.6488	3.4607699999999997	8.35299	9.3553	7.39655	5.8783	6.6168	5.75456
fliF	b1938	2.1604	2.32881	1.6373799999999998	2.18375	3.18433	1.81902	15.1147	9.423760000000001	13.5958	6.64105	6.13112	6.85763
fliG	b1939	3.2928	5.78754	4.01414	6.573989999999999	10.1916	6.04929	22.3294	19.1366	15.539000000000001	8.5236	4.50579	8.95384
fliI	b1941	3.5292	2.64681	3.15976	2.56944	4.29022	2.2363	7.67278	7.340089999999999	6.83838	6.58413	6.43076	5.49737
fliK	b1943	2.7989900000000003	2.88023	2.4478	4.75098	3.9154	3.03118	10.1311	6.499	5.18036	6.53014	5.70279	8.37012
fliJ	b1942	1.15929	1.9274900000000001	2.1476599999999997	3.3219300000000005	1.88526	3.67655	9.319180000000001	9.32059	5.27709	6.42101	1.61445	6.05692
fliL	b1944	2.17932	2.27547	2.4916	8.0516	7.6435699999999995	2.58576	34.6914	20.5364	22.5043	12.1558	15.2687	17.4424
fliN	b1946	2.57544	0.6612140000000001	0.0	1.11901	3.0750900000000003	2.7288799999999998	5.10691	8.85318	9.55189	4.37531	3.26052	7.41927
lpxB	b0182	587.207	757.102	641.578	191.65599999999998	259.94599999999997	202.646	229.11	185.76	178.832	199.96	188.07	150.309
fliM	b1945	3.19105	2.31875	4.144369999999999	4.99258	5.30731	4.18037	30.4396	19.4338	12.0827	13.427999999999999	13.6297	7.8498399999999995
fliP	b1948	0.9254549999999999	1.00134	2.40346	1.65377	2.50477	0.971144	1.84497	1.07691	3.6886300000000003	0.680187	2.51151	2.10645
fliO	b1947	2.26165	0.0	3.94821	1.94701	3.1623200000000002	3.16202	7.2254	4.7972	5.1697	3.7494699999999996	4.10992	5.08474
fliQ	b1949	5.15099	1.9037	4.33371	1.50498	0.0	0.0	13.1512	9.526860000000001	4.30279	14.4402	2.38754	4.18201
fliR	b1950	1.02643	0.690654	1.18698	0.8892680000000001	0.643682	1.48406	2.09554	2.19271	1.51881	1.82571	2.4969	1.48761
rcsA	b1951	15.0312	22.0943	22.5615	14.501	24.1864	27.3842	4.02275	6.97611	10.6808	24.0326	10.6286	26.2108
yodD	b1953	75.5011	113.08	56.7365	191.292	13.5258	354.164	103.094	300.474	250.615	160.097	92.2799	92.8179
yedP	b1955	73.8506	57.3448	75.6529	141.421	21.2733	199.204	136.923	142.8	133.371	115.406	111.897	86.838
yedA	b1959	0.9281530000000001	2.60317	1.0134	1.9619799999999998	1.27072	0.9428799999999999	1.41295	1.0826	1.47563	4.11369	2.61131	4.25661
yedS	b4496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lpxA	b0181	1067.42	1325.73	1145.29	715.323	903.704	802.11	748.862	844.71	863.565	591.693	598.817	638.4019999999999
hchA	b1967	235.666	245.46099999999998	225.65400000000002	880.8	52.5882	1530.32	357.166	371.505	418.292	564.855	502.01	247.19799999999998
hiuH	b1970	37.8089	20.1374	48.7778	110.0	65.0384	222.12900000000002	82.3028	39.2417	39.0361	52.5937	62.5254	38.1315
yedY	b1971	27.9596	27.3181	27.1316	64.4357	24.9096	91.62799999999999	32.918	37.2749	28.4283	35.3323	26.8664	35.8524
yedZ	b1972	15.7416	16.3169	11.7372	43.27	16.4818	58.8389	16.0836	10.3141	7.80432	14.2152	16.0938	14.8873
zinT	b1973	49.268	45.1912	72.3163	50.6521	44.9783	51.3409	15.3121	16.2601	17.722	19.4048	17.8512	20.2573
yodB	b1974	9.03176	6.613410000000001	4.64565	1.54834	3.1775	6.3650199999999995	6.9471	3.1692099999999996	5.03411	3.12368	8.33238	11.2724
mtfA	b1976	127.14	92.7637	126.171	80.0591	80.7936	81.5888	113.053	206.265	170.862	70.7243	64.5896	77.9692
yeeJ	b1978	9.70863	10.8939	10.5621	13.5148	10.8729	14.6504	10.0917	12.7905	11.9823	9.19478	9.14702	9.18832
shiA	b1981	46.5435	51.2022	38.7277	121.60600000000001	137.04399999999998	139.995	88.9759	88.9882	86.0339	220.955	208.237	239.168
amn	b1982	204.82	151.88299999999998	220.016	314.812	123.897	402.245	436.224	293.66	290.738	407.75199999999995	431.35400000000004	397.37300000000005
dnaE	b0184	215.94299999999998	288.075	235.72400000000002	120.726	140.622	119.47	113.338	111.368	110.095	109.7	125.64299999999999	104.04299999999999
yeeN	b1983	367.035	379.522	492.19599999999997	365.246	559.697	349.208	266.97700000000003	258.005	248.707	364.361	444.11699999999996	393.856
yeeP	b1999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
flu	b2000	9.82841	12.8193	11.5336	14.47	13.3795	12.207	37.2359	42.5261	44.7929	49.0878	42.9352	42.178000000000004
yeeR	b2001	5.90934	6.92495	7.92185	11.5119	12.4741	13.5272	8.01574	7.66195	8.96605	9.21584	7.413360000000001	9.39058
yeeS	b2002	2.386	2.73402	1.16683	6.28287	3.34246	4.52067	0.8723139999999999	1.82415	2.55317	5.21495	0.0	3.6415
yeeT	b2003	0.0	0.0	0.0	4.86773	0.0	0.0	0.0	3.01919	0.0	0.0	0.0	0.0
cbeA	b2004	1.83948	0.0	0.0	0.0	0.0	0.6254850000000001	0.0	0.0	0.0	0.0	0.0	0.0
yeeW	b2006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
accA	b0185	403.37199999999996	677.87	393.411	373.63300000000004	657.192	525.781	285.782	496.722	467.49300000000005	376.208	294.454	448.13800000000003
cbtA	b2005	0.816774	1.81733	2.87882	2.2618	1.5431	1.76564	0.0	2.77652	0.0	0.0	1.0188	0.0
yoeF	b4538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
sbcB	b2011	115.383	125.25399999999999	147.754	79.8816	73.8063	60.2989	146.328	182.46599999999998	177.50799999999998	65.1248	78.3912	71.5563
hisL	b2018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hisG	b2019	294.802	332.88699999999994	320.551	2863.48	761.288	243.93099999999998	333.083	348.209	279.038	521.62	464.64300000000003	563.784
hisC	b2021	221.753	239.19299999999998	283.82599999999996	347.645	436.348	210.09099999999998	239.995	265.018	275.115	427.70099999999996	450.712	502.44
hisD	b2020	214.09900000000002	241.489	262.397	638.4590000000001	439.226	194.003	254.68099999999998	251.979	256.562	376.043	371.276	400.3
hisB	b2022	297.899	348.333	377.51300000000003	447.05699999999996	557.725	324.001	397.64300000000003	343.026	385.199	521.571	559.581	621.428
hisH	b2023	131.52100000000002	197.435	147.127	235.43200000000002	304.916	186.09	199.40400000000002	187.69	178.56599999999997	283.202	226.713	299.605
hisA	b2024	141.293	180.185	131.578	261.863	360.89300000000003	234.453	124.666	182.495	147.928	276.469	244.399	306.732
ldcC	b0186	54.395	64.7468	61.1493	68.7037	37.672	106.949	52.5936	72.2005	69.3534	62.5225	65.7829	54.5044
hisF	b2025	128.91299999999998	147.27	126.792	219.571	311.11400000000003	212.532	118.054	171.24099999999999	163.262	230.528	216.204	303.55400000000003
hisI	b2026	327.967	361.44300000000004	359.07199999999995	456.934	532.762	321.337	393.08	288.925	315.74	547.997	562.081	609.9630000000001
yegH	b2063	45.785	60.3012	47.303999999999995	63.8181	33.6205	49.7302	57.8581	67.2926	63.9047	52.5398	48.9139	46.4493
yegE	b2067	25.0066	25.5843	26.2739	19.3594	12.3848	21.2717	34.3558	30.4598	30.1496	28.4032	28.4956	26.9857
yegD	b2069	103.896	146.659	110.163	53.3044	105.281	46.9755	60.229	63.2693	69.0484	36.8503	42.2301	42.7991
yegJ	b2071	11.3636	10.3719	18.4238	11.3932	9.785969999999999	20.2796	11.7726	6.3815599999999995	5.691269999999999	7.90855	5.81819	8.101980000000001
mdtA	b2074	18.2409	16.1902	20.3078	12.9214	14.4946	24.1701	30.0101	24.8376	29.3139	17.0747	28.6746	19.9808
mdtB	b2075	10.6573	13.9399	10.5832	8.1783	8.952169999999999	8.99517	13.6598	17.0535	17.1295	11.5772	11.8676	9.00404
mdtC	b2076	7.596610000000001	11.7528	7.12017	6.24955	7.649310000000001	6.89752	9.68257	14.9937	13.1655	7.35686	6.19672	7.147810000000001
mdtD	b2077	10.1837	12.235	13.5473	8.03218	5.83812	9.110389999999999	12.6233	9.18416	10.4128	6.57525	9.52127	6.14309
yaeR	b0187	78.8912	77.3727	69.8191	125.787	91.7603	167.49099999999999	36.0288	78.6581	69.8772	94.3267	93.79799999999999	77.1177
baeS	b2078	13.2883	12.467	11.985999999999999	10.7633	9.422880000000001	12.1454	15.2724	15.3584	16.5128	9.18118	8.728589999999999	11.482999999999999
baeR	b2079	199.433	149.05200000000002	214.99400000000003	102.978	57.5885	94.7889	178.655	92.0885	86.6594	93.7421	97.8495	64.265
yegP	b2080	178.95	106.15899999999999	132.043	472.894	23.2845	828.003	377.54900000000004	399.00800000000004	444.602	500.44199999999995	409.45599999999996	266.252
yegQ	b2081	105.88	126.33200000000001	123.133	74.3035	197.46900000000002	97.4785	156.872	104.619	118.04899999999999	116.598	116.81200000000001	142.535
yegS	b2086	41.8325	35.3016	34.5056	79.8274	11.2664	133.285	40.6462	28.1838	28.3814	100.167	109.538	65.95
yegV	b2100	36.1002	29.9789	31.7474	64.2956	55.6896	51.2662	19.5222	23.7777	26.4301	17.4294	18.6698	20.3283
yegU	b2099	37.6038	32.141	38.0088	53.1403	51.7254	52.4704	21.0347	20.4298	23.9509	17.8754	11.3576	12.4888
yegT	b2098	28.5391	18.4582	35.5133	24.843000000000004	20.3749	21.9217	30.4992	7.34272	10.0028	17.172	20.4451	14.4212
tilS	b0188	61.1744	76.5582	55.7244	38.3685	69.0446	51.3017	58.2045	46.3121	56.9178	65.9863	57.9858	59.3418
rcnA	b2106	7.37265	5.360869999999999	6.66368	7.822430000000001	11.136	5.3268699999999995	14.1561	7.49114	5.83367	12.7113	7.44672	10.5729
rcnB	b2107	671.0010000000001	530.8480000000001	1413.72	296.972	261.067	336.965	594.342	238.701	272.367	199.47099999999998	332.356	214.99
metG	b2114	405.17800000000005	515.286	477.01300000000003	232.93400000000003	398.784	247.96900000000002	434.81300000000005	460.425	507.17800000000005	350.041	303.311	386.54699999999997
yehH	b4499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yehI	b2118	2.98105	2.61593	2.49682	2.79998	2.8912	3.3257800000000004	2.9324	3.22965	3.78916	3.66971	2.57462	3.11891
yehK	b4541	2.49126	0.0	0.0	0.0	0.0	1.65777	0.0	0.0	0.0	1.38097	1.42892	0.0
yehL	b2119	5.047540000000001	2.98648	4.818309999999999	3.14466	4.76926	3.37236	1.8946599999999998	1.51092	1.29867	0.72007	0.509685	2.0110200000000003
yehM	b2120	2.48821	1.9970599999999998	2.8658200000000003	4.9229199999999995	2.47333	3.4839300000000004	2.4635	1.0893	1.0395299999999998	2.09155	1.66399	1.09711
yehP	b2121	2.36096	2.24041	2.48306	5.264130000000001	1.6637400000000002	3.8131699999999995	0.0	2.0493	0.86335	1.56971	0.0	1.45179
yehQ	b2122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yaeQ	b0190	66.6052	88.8896	72.3113	66.1947	78.861	91.5718	77.5586	91.9359	91.3599	73.90899999999999	88.1617	82.7508
yehR	b2123	3.09125	5.2371	7.22249	8.98227	9.4083	17.8927	1.76351	3.80853	6.280069999999999	2.7785599999999997	4.99458	3.53935
mlrA	b2127	41.8753	29.3476	28.6289	43.1678	9.98255	50.3943	54.9806	36.7994	38.7226	54.9069	45.031000000000006	42.4603
yohO	b4542	0.0	0.0	0.0	151.114	63.6654	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dld	b2133	148.148	154.52700000000002	163.026	419.694	278.47	473.26199999999994	175.688	216.919	214.40400000000002	257.0	257.423	285.476
yohD	b2136	75.7818	71.163	89.4935	98.3626	40.9752	81.5551	86.2171	81.7324	73.8468	87.189	89.7501	77.8752
yohP	b4679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1064.85	0.0	0.0	0.0	0.0
yohK	b2142	23.3387	17.7088	16.5117	50.1549	28.6953	55.3172	13.5024	18.733	23.9307	20.6053	19.0162	18.4418
yohJ	b2141	13.317	15.0599	16.9611	32.646	23.8022	52.8577	7.435389999999999	11.9067	9.17032	13.4959	18.3835	16.9141
cdd	b2143	60.3642	41.3731	53.5598	236.605	73.7736	150.66899999999998	90.3985	198.456	213.179	51.4412	40.6313	44.9886
sanA	b2144	44.2547	42.0557	43.7142	49.2932	51.2799	40.4324	17.2076	11.9697	8.71989	25.2457	20.546	25.066
arfB	b0191	164.562	107.292	146.96	77.6488	58.9194	78.9423	92.8982	77.0848	71.8877	75.9417	84.8802	74.964
yeiS	b2145	125.773	128.899	107.275	206.75	68.9649	88.5633	72.0514	21.54	44.863	113.501	99.3958	68.9481
preA	b2147	13.023	12.9415	12.4566	18.5782	13.8343	21.9884	10.4834	10.5458	12.0861	7.00709	6.76318	7.29098
preT	b2146	13.5123	10.977	10.4109	16.8547	8.43344	17.1086	8.4839	11.7756	9.24825	3.3999099999999998	2.8566700000000003	3.5237800000000004
yeiG	b2154	157.548	159.105	169.452	202.952	132.726	251.011	408.463	420.26800000000003	435.283	275.052	240.63	307.106
yeiH	b2158	21.9348	21.6638	25.8128	29.3029	43.8192	25.4498	28.2369	18.7434	24.4176	47.0945	53.7195	48.4603
nfo	b2159	159.144	132.236	124.52	151.908	74.2314	148.659	211.968	224.62599999999998	223.128	111.669	101.34100000000001	98.6293
yeiI	b2160	52.5499	53.8245	58.1242	38.694	39.4149	53.4777	59.8892	77.2674	78.9065	41.6297	47.6318	37.007
yeiL	b2163	3.3359099999999997	5.235609999999999	3.79644	2.02368	5.65899	7.776730000000001	1.3342399999999999	2.40078	4.50978	5.49817	9.90208	3.01009
setB	b2170	6.869669999999999	5.543080000000001	6.590739999999999	7.88135	5.81933	3.25392	5.12321	6.37645	1.54283	4.65209	8.75457	4.75195
yeiP	b2171	91.6787	82.3795	113.955	171.21900000000002	422.89	121.84299999999999	151.29	100.646	104.882	251.75799999999998	241.96	278.16900000000004
nhaA	b0019	162.566	143.18	163.042	132.942	76.24600000000001	137.69299999999998	148.093	107.439	125.87200000000001	163.817	190.416	134.76
nlpE	b0192	110.428	112.006	101.23100000000001	94.8919	75.1625	130.89600000000002	73.6153	104.084	91.84700000000001	73.5172	70.3158	75.4447
yeiQ	b2172	27.3724	35.178000000000004	26.8041	34.2213	37.9095	22.0769	26.9218	38.9627	38.5863	17.6959	14.2695	13.5056
yeiR	b2173	92.8075	82.4985	94.2029	43.4984	66.3808	60.9826	128.507	50.3826	52.7513	63.1806	61.2488	49.8622
lpxT	b2174	48.9947	64.7076	61.4612	18.165	44.8237	24.6719	80.1698	50.6165	57.9073	49.3139	57.1504	43.7889
mepS	b2175	1821.6	1711.76	2192.38	295.704	1300.96	511.33099999999996	3011.1	1317.81	1584.26	1423.05	1569.58	1635.89
rtn	b2176	29.1224	26.8174	33.5574	23.7184	26.9953	20.5357	46.0875	26.2133	26.7363	36.3295	41.7734	35.5093
yejA	b2177	17.4683	15.825	18.4498	22.4419	13.4128	19.4917	26.8023	29.0684	27.2429	18.2555	20.1947	20.975
yejE	b2179	21.6531	18.3796	26.5773	13.93	16.8443	13.2316	32.27	22.2917	20.0783	27.5547	36.5681	30.396
yejB	b2178	12.9065	11.9409	13.8779	14.462	10.2267	12.7085	17.3019	15.7892	16.9252	21.9425	22.8068	23.0043
yejF	b2180	18.0149	17.9303	17.0673	22.3963	14.73	18.9314	48.7393	44.981	47.1919	34.6811	45.2427	43.6209
yejH	b2184	19.6899	26.3208	24.0959	14.5488	14.7742	14.507	24.0246	31.8485	33.5929	17.2369	17.5104	18.8651
gmhB	b0200	124.637	119.626	145.388	147.023	105.72	147.571	181.209	215.592	203.81599999999997	190.905	190.94299999999998	218.47099999999998
rplY	b2185	4078.83	3689.92	4132.36	2484.62	5240.11	1144.26	4062.71	1871.66	1920.47	4688.25	4450.91	4989.57
yejL	b2187	877.7539999999999	1183.03	856.32	301.459	395.14	232.209	866.2639999999999	413.48400000000004	420.741	674.242	511.621	523.969
yejM	b2188	108.305	178.135	131.839	56.72	82.4851	57.313	139.174	134.47799999999998	133.209	109.08	106.42299999999999	102.78200000000001
narP	b2193	31.1417	19.6457	28.5862	110.945	160.855	117.07799999999999	70.8557	43.4386	41.6789	87.8641	67.2741	86.9228
eco	b2209	165.295	140.681	168.87900000000002	144.131	62.4004	147.417	319.568	332.798	324.832	55.4579	33.8971	54.8611
rcsD	b2216	123.40299999999999	149.233	131.803	65.9312	92.7508	78.484	200.18599999999998	213.608	202.053	123.02799999999999	118.205	128.688
rcsB	b2217	499.381	533.418	555.2959999999999	437.47	548.942	522.127	556.765	625.635	589.66	624.819	593.4630000000001	771.753
atoC	b2220	10.6295	9.32215	8.97073	9.71245	8.03548	11.365	18.024	12.3038	11.9427	12.0255	12.9754	11.5345
atoS	b2219	6.6291199999999995	4.59722	6.72652	6.894089999999999	4.36005	4.92899	9.77415	12.8612	9.28116	4.83153	4.8066	4.63724
atoE	b2223	3.07344	1.69576	1.6493799999999998	1.54259	1.48564	2.12764	2.87435	1.46571	1.13973	1.62321	0.398775	0.9259629999999999
dkgB	b0207	23.7576	23.1905	25.8522	69.4513	44.5227	84.0741	42.9068	53.5519	46.1794	43.8119	36.1591	44.4548
atoA	b2222	1.26139	0.0	0.47506000000000004	1.11941	0.846922	0.6349560000000001	0.0	0.460222	0.0	0.480332	0.5317810000000001	0.494544
atoD	b2221	0.34921199999999997	0.362473	0.40982700000000005	0.606472	0.664876	0.7544609999999999	0.515137	0.384201	0.817921	0.766725	0.888639	0.392676
atoB	b2224	3.1995400000000003	1.96353	2.4159	2.8197	3.81311	5.08997	3.2742	2.56108	3.5676	4.44418	2.51341	3.6324199999999998
ubiG	b2232	188.785	212.399	222.798	92.5554	150.67700000000002	169.054	397.106	262.578	249.798	187.889	216.329	214.171
nrdA	b2234	375.43800000000005	415.88	284.716	249.015	250.859	372.986	252.53	192.885	206.84400000000002	319.077	318.13599999999997	286.276
yfaE	b2236	1472.89	768.7919999999999	1183.92	806.62	393.712	489.653	1165.63	248.68599999999998	364.379	743.1360000000001	969.7130000000001	555.974
nrdB	b2235	280.309	310.54200000000003	237.364	342.92800000000005	270.382	422.781	181.287	235.767	223.709	233.835	211.93	232.743
yfaH	b2238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glpB	b2242	5.42021	4.6923900000000005	6.5669	7.186730000000001	3.9784699999999997	7.550389999999999	4.64898	5.654730000000001	6.19674	3.0194799999999997	2.66359	2.67564
glpC	b2243	3.8576699999999997	3.7019	2.47463	3.94193	3.45254	4.495080000000001	4.24348	4.56015	6.129569999999999	2.6884200000000003	3.7997400000000003	3.18356
yafD	b0209	187.08700000000002	250.41299999999998	188.236	249.18900000000002	151.408	278.41700000000003	234.415	309.69	280.518	181.845	167.588	218.13299999999998
glpA	b2241	2.7883400000000003	3.15338	1.84798	2.47218	0.866417	1.02214	2.62557	6.92275	3.08773	0.757321	0.526733	0.536335
yfaD	b2244	21.8843	11.5843	30.2919	12.9276	15.8815	18.5824	25.6687	22.5453	27.4201	18.5046	23.8118	24.4959
ypaA	b4543	95.04299999999999	87.339	63.1421	104.992	109.294	159.238	131.887	218.257	229.46900000000002	92.2994	104.758	138.106
nudI	b2251	47.0715	49.7267	37.105	47.9138	46.1658	57.2809	27.5143	28.703000000000003	26.3225	22.8813	19.0461	32.1461
arnB	b2253	35.1324	34.49	30.8265	62.215	12.0771	100.29299999999999	33.774	23.866999999999997	20.1965	38.2753	47.3935	31.3702
arnT	b2257	6.938210000000001	10.107999999999999	6.880319999999999	12.9915	7.15952	15.3463	7.9507699999999994	12.2778	9.84171	6.2782800000000005	8.291889999999999	9.48789
arnD	b2256	14.3534	16.0054	18.8197	37.8364	12.3587	41.8737	12.9807	11.1122	15.5813	22.3411	19.2675	15.1025
arnA	b2255	32.3478	33.6583	36.3716	64.6569	24.1446	86.1017	37.7168	37.5035	38.2436	36.3687	54.381	29.7485
arnC	b2254	30.1083	23.389	24.6805	35.8668	11.5345	69.7943	31.5793	19.0245	19.2687	30.8885	35.9438	19.9762
arnE	b4544	14.2266	17.9558	12.3783	28.2556	9.429039999999999	31.4274	16.2659	19.7131	26.8188	20.3627	20.4793	25.2838
yafE	b0210	35.9636	47.3509	44.0381	49.4527	33.2057	69.5919	41.2607	68.2795	74.8552	31.1118	28.0867	30.041999999999998
arnF	b2258	10.9334	6.1555599999999995	8.88595	7.066730000000001	7.60995	14.2484	4.33885	8.7437	3.3914	7.60353	0.0	3.35322
rbn	b2268	26.4698	33.8063	24.526999999999997	27.1387	38.5979	32.8382	35.5991	25.2397	26.0319	37.634	42.4607	39.73
elaD	b2269	2.6085	2.64283	2.20316	7.49794	4.41823	12.6618	2.96835	3.42774	1.70733	4.6349	3.63761	4.978269999999999
yfbL	b2271	1.3767	0.0	0.21939899999999998	1.82395	1.2417	1.7189299999999998	0.31497800000000004	0.0	0.234327	0.22310100000000002	0.470347	0.231276
yfbM	b2272	2.48795	2.60848	6.38085	8.31356	6.09655	8.60155	6.46473	7.446510000000001	6.29215	3.3298099999999997	3.64151	5.105519999999999
yfbO	b2274	4.6134900000000005	7.18991	7.7648	13.9739	16.9279	15.4471	1.08091	2.31929	1.60677	12.3605	4.94067	8.9215
yfbP	b2275	7.202939999999999	4.79324	7.080210000000001	12.1467	16.8829	18.0369	5.43765	5.21474	3.1196900000000003	4.47696	2.86415	5.78063
alaA	b2290	149.15	185.391	167.919	175.028	325.658	208.832	118.844	99.4522	94.6155	198.727	188.308	259.26599999999996
yfbR	b2291	73.4419	74.8452	88.4259	89.2451	90.8733	98.477	54.1587	48.3332	54.7955	59.8767	53.5554	50.0476
ackA	b2296	365.67199999999997	414.551	412.462	611.771	663.596	331.314	484.085	744.93	688.097	272.10900000000004	266.509	301.459
yafS	b0213	98.6147	67.3053	97.8993	60.2808	57.5756	60.8914	83.53399999999999	63.4677	74.998	74.0854	72.5925	72.0504
pta	b2297	404.97	439.798	401.876	469.694	655.227	432.64099999999996	361.33	484.026	510.144	244.851	211.298	271.079
yfcC	b2298	6.88165	9.99443	10.1562	16.5507	5.6775199999999995	3.98768	9.980030000000001	18.7356	16.3664	3.9286	2.96462	2.59025
yfcG	b2302	40.6164	41.2198	33.6956	84.4416	3.80229	179.33700000000002	69.3963	56.0318	71.0942	67.071	64.2716	46.3237
folX	b2303	259.236	344.81300000000005	247.139	391.305	546.082	583.284	490.159	370.05300000000005	383.399	419.12699999999995	454.245	522.919
yfcH	b2304	247.69400000000002	228.62	238.676	274.03	220.355	312.295	320.371	266.672	302.035	273.494	225.195	290.621
flk	b2321	49.5043	51.2437	55.048	24.1754	67.2673	37.1324	48.0528	37.8601	41.1879	47.5227	58.1785	57.0101
mnmC	b2324	156.175	197.52700000000002	180.66400000000002	47.3272	60.4819	42.2173	120.29799999999999	145.208	152.30200000000002	34.2753	29.3529	33.2907
smrB	b2331	110.91799999999999	111.97	110.116	148.673	143.32299999999998	116.13799999999999	225.18599999999998	205.107	190.06	109.794	114.68299999999999	129.268
fadL	b2344	89.4801	76.4534	78.3524	98.3345	240.33700000000002	91.54299999999999	132.88	105.352	119.54700000000001	159.505	191.155	182.50599999999997
yfdF	b2345	2.98754	4.3243599999999995	4.55967	6.871	8.23166	6.98981	3.0436799999999997	2.97353	2.01642	4.48246	5.51374	7.15105
dnaQ	b0215	192.245	191.21200000000002	198.64700000000002	122.51899999999999	130.796	131.184	193.979	194.71200000000002	183.257	162.52200000000002	151.36700000000002	165.378
yfdC	b2347	25.7984	22.2821	28.5201	82.429	9.44386	111.025	29.2776	35.5288	27.2887	55.9408	69.4742	40.8909
intS	b2349	35.37	27.2178	34.5482	15.8747	60.076	26.6236	28.2798	19.8935	22.8979	27.5249	19.8406	36.2387
gtrS	b2352	14.7112	23.3055	21.9903	46.8736	269.647	177.535	38.3833	80.0637	77.643	51.7478	43.5475	94.3092
gtrB	b2351	253.334	290.34	320.661	361.42400000000004	677.678	446.04900000000004	378.536	213.028	219.541	540.345	632.28	589.446
gtrA	b2350	181.31599999999997	264.709	236.19099999999997	135.067	359.952	226.363	118.87700000000001	101.22200000000001	104.49	259.749	299.151	297.95799999999997
tfaS	b2353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yfdP	b2359	12.4667	8.64962	17.7402	14.39	13.2552	10.6027	15.0437	5.65902	3.7512	5.55746	5.0305800000000005	10.2613
yfdQ	b2360	18.0913	14.169	15.9144	22.0986	24.8599	27.5561	12.638	8.17142	10.8119	3.93299	7.803489999999999	3.7913699999999997
yfdT	b2363	7.64732	1.39171	12.2368	5.6824699999999995	2.4155900000000003	10.9929	6.47213	5.46699	2.9943	1.47294	9.388689999999999	2.9927799999999998
yfdS	b2362	3.80743	2.48298	3.94029	2.77218	0.779712	4.07641	6.60117	3.48426	2.79035	4.43225	2.88701	4.5507
yafT	b0217	5.4288300000000005	3.23926	4.23632	4.4063	6.774839999999999	6.84167	2.9912400000000003	2.00486	1.02183	4.535830000000001	5.03911	3.65392
yfdR	b2361	0.957257	1.04986	0.560646	1.2838399999999999	1.90071	2.14973	0.0	0.0	0.0	1.07808	1.1466	0.552751
ypdJ	b4545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
torI	b4501	20.6445	36.2941	20.7614	35.4714	24.2045	23.7734	18.5827	21.851	32.8757	23.8121	25.1635	0.0
dsdX	b2365	3.35426	3.6533900000000004	2.14549	7.44842	3.29754	8.84235	2.9121099999999998	2.48081	2.3143	3.24122	2.3721099999999997	2.6141099999999997
dsdA	b2366	25.807	21.7617	24.8007	65.8426	35.8677	86.4633	24.8644	22.5557	23.2529	24.2806	29.3891	25.0272
evgA	b2369	162.037	219.21599999999998	181.399	215.696	261.92400000000004	254.428	190.051	198.642	181.05200000000002	357.70300000000003	384.468	376.116
evgS	b2370	16.105999999999998	20.5809	21.4079	12.3007	30.4481	18.9209	24.6849	19.4396	18.6165	57.9014	74.0805	65.2339
ypdI	b2376	11.9122	2.15793	4.91675	3.49246	5.31759	4.00137	18.3467	8.4157	9.54455	2.27513	2.40321	2.28963
lpxP	b2378	20.9473	31.4972	21.2565	65.9616	47.1336	42.0082	6.82672	7.91914	8.259960000000001	28.2671	54.3332	14.5275
ypdK	b4680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yafF	b4503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
