NAME	DESCRIPTION	OCTA-Octa-acid-_1	OCTA-Octa-acid-_2	OCTA-Octa-acid-_3	OCTA-M9-_1	OCTA-M9-_2	OCTA-M9-_3	MG1655-Octa-acid-_1	MG1655-Octa-acid-_2	MG1655-Octa-acid-_3	MG1655-M9-_1	MG1655-M9-_2	MG1655-M9-_3
efp	b4147	1604.04	1219.39	1411.99	1821.66	2010.22	2623.98	1362.41	1498.78	1285.92	1275.69	1250.22	1537.45
ecnA	b4410	257.012	282.865	288.07599999999996	226.733	232.81099999999998	398.599	0.0	214.965	217.757	119.874	312.02299999999997	207.00400000000002
ecnB	b4411	488.939	367.24800000000005	404.481	173.028	268.892	148.583	2382.84	2658.87	3264.32	2362.86	1730.38	2070.23
sugE	b4148	48.3442	48.3932	38.6354	67.64699999999999	67.6781	58.0368	24.9405	22.9413	34.3742	66.1797	69.5793	46.2009
yaiW	b0378	51.8895	53.8463	50.2761	47.4219	51.1734	41.7901	39.7805	44.3076	49.0388	45.8362	45.1372	43.926
epmA	b4155	21.9428	27.3356	24.5383	20.7252	20.9006	20.6638	51.0964	46.3726	49.4568	36.6564	41.248999999999995	27.451
yjeM	b4156	8.1815	9.42185	8.022860000000001	8.06783	6.93665	8.32588	5.30262	4.65649	6.11321	3.44843	5.15142	4.08965
yjeO	b4158	6.4975	7.46979	10.5813	16.7532	3.3791	6.71679	1.3483	0.0	2.42679	8.00946	5.894419999999999	8.07012
yjeN	b4157	11.405	7.35142	5.38053	3.11251	8.11815	9.70694	5.51115	7.9888	8.6731	4.8551400000000005	5.3309	2.41819
orn	b4162	213.34	150.989	187.68099999999998	225.324	239.804	281.753	208.53400000000002	202.209	194.183	159.715	192.838	175.77200000000002
yjeV	b4670	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
tsaE	b4168	0.000885779	1.23339	2.70693	21.3369	2.76913	2.59927	5.6562	11.1182	9.261239999999999	3.3665	3.98118	0.00076232
amiB	b4169	2.33e-05	0.0466159	0.0557073	7.79e-09	0.00269203	2.26e-11	1.9100000000000004e-11	2.65e-13	3.84e-07	0.000128758	7.78e-07	4.98e-11
nnr	b4167	91.5692	102.318	94.9306	99.3133	98.7286	90.16	211.11599999999999	173.37	194.571	120.992	120.91	94.6262
mutL	b4170	5.967569999999999	15.5912	6.23045	0.515041	4.53e-06	0.000148334	3.5e-05	5.93e-05	5.05e-05	4.8e-07	2.3800000000000003e-05	8.35e-09
thrA	b0002	3007.75	2781.86	2732.81	3727.68	3956.28	3730.09	1809.35	2032.93	1820.76	1844.39	1688.23	2068.3
dapB	b0031	682.56	760.825	603.153	1030.94	958.954	647.884	279.884	314.172	315.673	340.05400000000003	259.574	437.918
yaiZ	b0380	55.9313	81.0784	92.70200000000001	54.5097	85.199	63.9952	51.9696	51.2611	32.0562	62.5069	53.443999999999996	52.958
miaA	b4171	602.01	874.9830000000001	595.56	837.932	910.712	813.132	795.283	655.62	824.7389999999999	707.633	572.173	756.125
hfq	b4172	1825.2	2290.59	2164.01	3163.74	3058.58	2096.98	1313.3	1680.21	2233.29	1788.52	1479.6	2209.4
hflX	b4173	431.875	593.762	498.525	539.9209999999999	491.64300000000003	379.64599999999996	341.134	309.185	398.369	419.164	404.75800000000004	387.709
hflK	b4174	752.55	888.683	734.4680000000001	704.9810000000001	779.765	789.029	734.9	688.405	691.688	742.567	800.336	629.36
hflC	b4175	614.466	784.39	658.153	563.8480000000001	634.309	513.053	474.461	458.292	515.948	536.236	480.62	501.667
yjeT	b4176	68.1041	79.529	81.8142	119.369	39.8543	44.0159	57.1193	23.8713	22.0787	37.2826	17.305	45.7712
purA	b4177	1254.69	1412.72	1232.61	1554.22	1770.52	1317.95	1374.58	1416.35	1405.94	1498.61	1288.58	1645.81
nsrR	b4178	70.8141	61.6235	39.3682	83.751	132.065	50.817	75.9912	81.9218	63.7548	112.947	96.5888	86.3548
rnr	b4179	110.946	130.515	125.963	140.714	161.423	115.319	144.499	137.655	163.463	175.697	157.781	177.487
rlmB	b4180	106.27600000000001	131.875	140.717	136.03799999999998	156.96	108.294	81.3867	74.9981	99.7503	107.805	109.535	81.6678
iraP	b0382	330.478	253.747	288.137	526.432	503.19599999999997	792.492	910.578	777.1389999999999	957.0169999999999	522.497	694.5880000000001	594.1030000000001
yjfI	b4181	2.25055	3.77337	2.96486	6.91599	6.46625	2.22574	0.0	0.0	1.37069	0.9377340000000001	1.90222	0.955358
yjfJ	b4182	3.35512	2.63294	4.498130000000001	4.986619999999999	3.24232	3.11837	0.0	1.2147700000000001	0.900488	0.824516	3.07145	2.93034
yjfK	b4183	1.42018	0.825675	1.21902	1.93403	2.15878	0.669774	1.188	1.53467	1.79453	1.42682	0.8477030000000001	1.21344
yjfL	b4184	1.46948	2.41993	2.31256	1.70723	0.94114	1.1663700000000001	2.17306	1.78703	1.2791700000000001	2.8902099999999997	0.998101	0.9751610000000001
yjfM	b4185	2.52101	2.30966	1.9286599999999998	2.94188	4.66576	1.57974	2.3754	1.64975	2.3519200000000002	1.72334	1.40818	2.1365
yjfC	b4186	2.5261099999999996	2.6019	2.62004	1.50419	2.72547	1.1159299999999999	2.00054	3.8909	3.3353800000000002	2.03857	1.7494900000000002	2.31947
aidB	b4187	7.039910000000001	9.899	8.546289999999999	8.055539999999999	7.02031	8.088989999999999	320.448	295.336	355.449	90.2045	87.3653	52.8019
yjfP	b4190	39.0425	24.5838	32.0665	29.1801	41.1388	44.8708	69.98100000000001	57.3168	56.9716	59.9983	57.6191	48.2678
ulaA	b4193	2.122	2.2118900000000004	1.8461	1.59538	2.57916	1.20086	1.4515799999999999	1.12986	1.7320200000000001	1.6650200000000002	1.09309	0.631308
ulaB	b4194	6.22374	10.8936	7.750789999999999	3.55652	6.59138	4.6300099999999995	3.03891	2.62141	6.4044	12.2002	4.48683	6.96057
phoA	b0383	29.6956	34.7408	25.0465	22.3366	29.0769	54.4521	48.4164	40.2793	39.7058	33.9728	40.9752	31.5443
ulaC	b4195	5.02266	5.897469999999999	4.09584	6.3123	4.65039	3.59933	6.49305	3.1863	3.1040099999999997	4.54914	4.45569	6.00021
ulaD	b4196	12.6335	13.2615	14.2634	9.457939999999999	11.8618	11.2304	7.42179	11.5787	9.6394	8.83291	12.1544	5.88258
ulaF	b4198	13.4648	12.8845	10.9698	14.3652	13.6935	14.9831	8.66646	11.0374	11.3382	10.2258	7.617719999999999	6.26066
ulaE	b4197	12.2858	10.9374	11.4227	13.3994	9.80653	11.2218	10.3461	13.093	11.3737	9.79759	12.3591	10.036
rpsF	b4200	6501.81	7419.41	7245.55	10334.5	10578.9	9543.18	4660.11	4867.82	4555.75	6696.79	6538.06	7949.37
priB	b4201	8677.68	8434.6	8280.0	13485.2	13199.6	11820.8	7461.23	6980.16	5253.33	9115.42	9825.6	10715.0
rpsR	b4202	7410.9	6466.63	6608.44	9489.09	10630.7	7371.91	3684.85	4139.57	4171.01	6013.07	4060.64	7232.59
rplI	b4203	3079.15	4703.38	4703.94	5323.12	5525.8	2204.19	1276.2	1341.29	1455.28	2648.43	2011.23	3591.2
ytfA	b4205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fklB	b4207	532.316	513.743	541.172	506.759	606.668	402.525	318.973	302.45099999999996	316.753	410.001	298.35200000000003	480.435
psiF	b0384	39.739000000000004	31.6275	23.8779	13.6756	21.5566	25.1356	503.236	383.949	399.64300000000003	255.851	252.77900000000002	164.521
cycA	b4208	300.932	256.79200000000003	251.218	334.249	377.765	449.652	369.548	392.064	343.67800000000005	343.875	419.57099999999997	436.13699999999994
ytfH	b4212	19.6121	28.7608	23.6233	37.5708	42.7484	29.5651	28.3715	32.068000000000005	29.6401	29.445999999999998	27.8291	43.3575
cysQ	b4214	138.648	118.806	96.132	114.101	171.049	105.243	182.446	179.81	218.067	185.889	160.05700000000002	165.549
ytfI	b4215	2.0380599999999998	3.14989	2.144	3.5945300000000002	1.0139200000000002	3.8560199999999996	2.9236	2.67823	3.39876	4.52211	4.15814	0.971356
ytfK	b4217	228.489	151.347	251.041	111.36	143.931	108.236	487.811	612.731	647.1759999999999	209.255	199.19299999999998	192.15400000000002
tamB	b4221	61.8041	96.8422	65.514	56.7232	52.0978	43.019	47.3764	45.6367	52.8576	51.0723	50.7523	47.8753
tamA	b4220	95.9043	110.545	111.527	94.5082	83.9285	78.7896	72.3548	73.2468	77.5671	73.0258	64.2753	73.9753
ytfP	b4222	808.6210000000001	625.4780000000001	586.03	636.7819999999999	541.5419999999999	819.263	732.079	512.273	728.573	746.828	676.055	693.888
chpB	b4225	24.8347	25.2396	23.7029	28.3058	38.2327	16.898	25.1795	27.6245	28.049	29.9222	35.0832	21.8711
chpS	b4224	29.8521	33.4531	26.7552	40.2832	34.5208	50.4212	23.9541	35.9598	46.4587	36.7782	32.2993	23.4921
yaiC	b0385	3.26267	5.64815	1.59989	1.9667599999999998	3.24899	2.45467	8.50434	5.8977	6.25596	4.28558	2.4134	3.79815
ytfQ	b4227	19.2661	28.4012	21.3738	18.8975	18.6751	19.3429	18.449	20.0072	19.234	18.4252	18.4422	18.5025
ytfR	b4485	10.0531	16.7967	9.776010000000001	5.31095	5.93843	5.73065	10.7861	8.65254	11.4624	8.32231	7.920889999999999	7.51817
yjfF	b4231	10.7032	16.6372	11.3679	7.532719999999999	7.4866	6.00455	9.62277	8.972719999999999	9.37142	14.5264	9.05848	5.90527
ytfT	b4230	6.5693	13.7656	7.35009	6.05512	6.17572	3.35906	6.195880000000001	4.56485	8.06933	9.17285	8.22308	8.15552
mpl	b4233	204.641	198.965	194.21200000000002	279.86400000000003	304.455	226.666	192.351	207.658	192.989	259.856	262.08799999999997	306.203
pmbA	b4235	220.21400000000003	189.13	144.621	171.36900000000003	247.75599999999997	193.563	263.497	249.453	220.06400000000002	218.60299999999998	201.889	228.92
cybC	b4236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mgtL	b4702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mgtA	b4242	56.7985	91.2789	51.7301	67.8777	67.5651	59.37	31.4345	35.9512	32.7653	62.4377	70.3811	128.915
bdcR	b4251	81.4543	72.1678	67.0484	115.492	106.61399999999999	240.273	177.903	143.007	122.32700000000001	99.1122	142.92600000000002	83.2842
yaiI	b0387	42.9194	46.717	56.3229	53.3645	52.7049	41.0819	57.0457	40.6853	49.0184	51.5905	50.1767	36.4558
tabA	b4252	265.768	151.528	163.52	207.782	209.146	708.413	529.631	562.925	398.04	198.981	260.251	198.00900000000001
yjgL	b4253	14.4474	12.8546	25.1303	8.92656	4.01356	2.37659	7.50691	6.81867	9.585230000000001	6.659680000000001	4.87004	8.250539999999999
rraB	b4255	1067.38	645.6659999999999	757.686	1299.85	1414.77	3226.85	1883.93	1767.89	1340.9	1068.3	1438.34	1292.65
yjgN	b4257	4.04671	1.60019	3.19061	2.8671900000000003	3.21558	8.52628	5.0136400000000005	6.4307099999999995	5.4820199999999994	2.68491	5.2152400000000005	2.57113
lptG	b4262	157.873	187.97299999999998	164.02700000000002	141.088	129.43200000000002	126.021	108.514	107.137	126.84700000000001	128.515	121.574	123.896
lptF	b4261	107.50399999999999	113.611	76.5173	90.1241	98.17399999999999	85.3277	91.7204	85.1756	84.1378	99.5235	95.4391	93.0701
idnK	b4268	8.012360000000001	8.40063	7.58667	12.2899	5.64374	7.797810000000001	9.574910000000001	6.86833	8.95933	6.51354	3.94184	4.49984
intB	b4271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
aroL	b0388	723.11	506.235	655.075	698.5269999999999	597.864	566.99	380.833	416.316	331.56199999999995	480.14599999999996	574.0219999999999	518.3380000000001
yjgZ	b4277	0.0	3.53822	0.651775	1.01829	1.11135	1.39405	1.38883	1.1154700000000002	0.0	0.0	0.0	0.0
yjhB	b4279	9.830969999999999	6.55201	8.99113	12.4873	9.88485	8.50051	13.9488	10.7896	14.0629	13.9309	14.8352	10.3801
yjhC	b4280	30.8938	23.6188	33.8804	32.0776	23.4484	26.5238	21.3624	32.7025	28.1055	25.7168	25.2871	25.8901
ythA	b4655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yjhE	b4282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yjhV	b4286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yaiA	b0389	1067.26	932.48	927.138	778.7510000000001	535.8480000000001	719.5369999999999	1011.43	1134.38	1127.43	966.808	1376.15	769.4839999999999
yjhR	b4308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fimB	b4312	44.1161	22.8204	46.5515	88.38	69.8889	83.6316	50.9235	56.6836	61.9295	173.417	157.709	218.372
fimE	b4313	4.99184	3.7507099999999998	4.7763599999999995	8.847539999999999	6.685060000000001	2.9611	6.81624	4.24855	7.14013	10.995	7.9326	5.80015
fimA	b4314	88.5697	92.6101	92.0674	394.30800000000005	338.31199999999995	307.941	925.6189999999999	898.654	958.2769999999999	2438.54	2215.88	2518.28
fimI	b4315	9.82995	8.78278	8.25023	28.516	22.178	26.6768	85.12	63.102	85.8353	237.392	253.783	226.418
fimC	b4316	6.685789999999999	5.6091	4.8257	16.1871	11.0089	18.1847	62.0864	46.3137	47.613	139.012	180.22299999999998	111.046
fimD	b4317	3.85311	3.86141	3.46748	6.22746	6.22889	6.801880000000001	16.392	13.5766	13.8298	35.2969	43.6434	27.4294
fimF	b4318	4.846419999999999	6.25793	3.8884199999999995	7.82768	7.283689999999999	3.19728	18.5538	15.5742	15.9687	35.0306	40.0326	30.8748
fimG	b4319	3.4076199999999996	6.11154	3.06711	5.24487	6.920939999999999	8.41152	20.4398	22.401	19.0388	39.7623	31.9084	21.6093
fimH	b4320	8.208860000000001	9.468060000000001	11.1105	8.45652	9.17383	9.8433	17.5773	20.7656	22.1605	38.2901	31.2433	32.0637
aroM	b0390	105.666	147.218	91.7065	75.9148	65.5797	80.5704	64.9311	78.155	73.763	80.8592	106.853	72.3963
uxuA	b4322	32.534	31.3417	34.9203	34.5043	34.6342	29.12	15.952	16.4705	19.2556	24.8451	19.7135	26.294
uxuB	b4323	23.3799	28.0969	27.4115	23.6249	25.5384	13.4141	10.0715	8.79856	10.8768	14.9313	10.6087	14.3489
uxuR	b4324	76.4238	66.9999	78.3356	86.3756	90.6806	59.1784	45.7963	52.1071	48.1511	55.294	54.4166	58.6614
iraD	b4326	40.5851	40.8358	51.2847	5.27158	13.9986	10.0385	38.815	84.5189	37.992	9.57846	4.37073	13.5876
kptA	b4331	27.3283	24.2932	24.7555	14.6682	23.1888	16.5992	43.8611	66.4226	40.2468	27.9698	28.1989	27.0577
yjiP	b4339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yjiS	b4341	0.0	0.0	0.0	7.12798	0.0	0.0	0.0	0.0	0.0	11.8228	0.0	10.9603
yjiT	b4342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yjiV	b4486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
mrr	b4351	68.7738	64.7393	61.8381	101.399	107.949	70.3193	57.922	58.8218	73.4628	68.3439	50.2997	67.60600000000001
yaiE	b0391	467.09	425.522	397.61	489.619	598.95	484.235	342.735	299.31	323.845	544.216	465.01800000000003	595.355
tsr	b4355	11.1641	14.4742	10.6847	10.8777	12.0179	9.1033	10.8843	9.33716	10.6254	9.82647	7.8319399999999995	9.40018
yjjN	b4358	2.3316	2.35698	2.60098	2.91423	1.7184700000000002	1.65477	1.16181	2.07032	1.7214200000000002	1.15683	1.4483	0.730326
yjjQ	b4365	1.0772899999999999	1.2538	1.19614	1.07338	1.8389799999999998	1.93681	0.34928400000000004	0.62443	1.72439	0.352998	0.0	0.7301529999999999
bglJ	b4366	1.42222	1.74128	2.5848	3.89774	2.21162	3.7497300000000005	1.1472	0.670271	0.505566	0.70223	0.36759400000000003	1.1014899999999999
yjjZ	b4567	203.28099999999998	24.4905	69.7669	286.315	742.8839999999999	1674.83	326.066	227.44099999999997	148.009	192.2	748.459	156.965
rimI	b4373	188.386	169.942	168.187	134.655	116.505	161.79399999999998	246.30700000000002	171.145	232.56799999999998	199.47099999999998	212.045	163.92700000000002
holD	b4372	259.12	211.419	210.495	193.926	184.58599999999998	329.608	341.218	266.934	259.264	274.95	407.917	269.043
yjjG	b4374	96.0242	107.656	101.32	63.6064	69.5054	58.1858	106.007	106.07700000000001	102.806	99.8118	100.874	92.2755
prfC	b4375	414.233	403.603	426.574	429.92	422.559	369.473	242.78599999999997	253.736	226.518	272.871	285.442	281.283
osmY	b4376	396.37300000000005	358.56199999999995	412.125	76.92699999999999	76.9877	58.0283	2406.73	2380.26	2505.54	1231.29	950.206	831.9739999999999
carA	b0032	1115.14	704.77	1033.94	1525.34	1211.48	1036.46	706.002	633.969	485.776	1756.32	1634.54	2865.25
ykiA	b0392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ytjA	b4568	644.235	399.423	511.55699999999996	132.136	212.44	127.116	3697.51	3600.41	3885.39	2709.13	2376.42	1718.38
yjjU	b4377	43.3996	54.3957	34.6503	16.8505	22.8148	12.9855	182.46200000000002	166.06099999999998	143.157	70.8581	60.004	68.685
yjjV	b4378	10.8956	23.215999999999998	7.66489	3.95201	7.214239999999999	1.35134	47.9653	37.9649	32.3707	31.0114	19.0323	22.6119
deoC	b4381	131.341	99.9367	124.88799999999999	60.3579	71.402	57.3373	100.835	135.47799999999998	136.974	76.7632	67.0011	73.7475
deoA	b4382	116.51299999999999	119.425	134.618	63.6535	54.8085	47.5953	135.674	121.116	145.754	99.7751	86.5836	80.0713
deoB	b4383	266.225	268.94599999999997	318.092	212.09599999999998	214.02900000000002	141.031	413.214	410.186	458.306	283.55	229.795	256.3
deoD	b4384	837.2639999999999	718.0039999999999	858.933	762.2360000000001	897.482	742.66	1144.17	951.938	967.5260000000001	674.965	618.4540000000001	609.883
yjjJ	b4385	42.8872	39.2333	42.2164	48.2596	50.8494	48.958	40.7813	34.8539	48.4271	32.702	22.6457	35.7412
serB	b4388	115.695	133.498	139.531	141.749	140.852	106.074	87.3418	83.2767	90.1613	107.785	105.521	102.109
radA	b4389	122.714	154.209	147.995	144.78799999999998	146.004	128.988	97.234	92.9078	94.169	123.595	109.115	126.20100000000001
mak	b0394	42.8621	49.0846	31.3266	50.3343	47.7199	59.3817	107.042	105.75	109.398	80.6768	74.6106	63.5391
nadR	b4390	88.6881	108.316	88.0362	94.0811	87.6664	71.0294	117.555	125.637	134.293	118.962	117.45700000000001	122.26
slt	b4392	54.103	49.8543	60.4064	42.0722	40.5872	30.1059	86.0975	87.1771	100.295	70.0101	60.1593	67.0321
trpR	b4393	152.784	179.217	255.49900000000002	138.754	153.967	102.28299999999999	125.648	106.28299999999999	132.273	124.145	86.9843	128.52100000000002
ytjC	b4395	99.28	107.686	125.01700000000001	106.852	110.613	68.2381	59.0174	55.3636	63.1375	81.5065	59.6438	89.5768
creA	b4397	141.499	106.876	103.18700000000001	179.012	172.372	168.014	127.47399999999999	164.459	157.827	137.475	145.768	182.87900000000002
creC	b4399	22.6262	44.3246	29.6671	24.0971	18.5103	20.0862	20.3006	15.5357	20.9131	18.9131	20.8307	19.9194
creB	b4398	72.5395	93.3331	73.317	74.6851	85.5551	63.4268	76.0442	61.1587	64.9596	73.9496	54.277	88.8377
creD	b4400	11.9225	23.2301	7.474239999999999	15.0983	9.369530000000001	13.4276	9.21433	10.732999999999999	10.4156	9.21316	6.8827300000000005	8.07627
yjjY	b4402	21.0966	0.0	17.2459	80.1807	38.8082	24.8919	67.1171	87.6827	85.3291	57.3319	29.5373	0.0
yjtD	b4403	52.3959	52.1807	45.0455	59.9776	59.7609	50.7712	50.9616	57.0792	53.095	59.1412	62.00899999999999	60.6625
phoB	b0399	39.4866	48.5174	35.4977	41.4304	40.9462	53.6531	49.2245	35.585	48.7975	44.9154	32.0035	41.8432
yaaA	b0006	133.539	97.2766	133.972	146.013	138.736	116.16799999999999	88.7334	92.3289	103.719	105.962	89.2234	132.142
yaaJ	b0007	13.4388	11.5385	13.0083	12.4664	19.6222	15.1055	17.4017	15.3031	18.5904	13.5777	13.8967	12.985
satP	b0010	33.2266	30.8619	26.9203	48.8155	27.8025	33.31	35.9774	24.5105	40.0224	34.9787	42.0957	41.3024
yaaW	b0011	3.8227800000000003	5.9034699999999996	3.66759	5.40679	6.4441	7.010739999999999	9.5535	8.768880000000001	10.2988	7.147060000000001	4.92999	6.563560000000001
yaaI	b0013	2.18345	3.76631	2.94651	2.64892	0.982151	1.2028299999999998	0.0	0.0	0.666668	0.994498	2.1319	1.00041
mokC	b0018	19.7787	7.833489999999999	8.857460000000001	13.8098	6.47466	11.7622	4.35607	10.5571	4.71882	36.6982	12.0248	21.7854
rpsT	b0023	7824.92	8159.8	9197.6	10985.6	9000.26	5631.15	3945.03	3459.18	4821.23	6653.2	5498.93	8300.01
caiE	b0035	8.01305	12.4236	7.0164	10.5449	10.8783	10.5086	5.1209	3.9704599999999997	3.74716	6.41637	5.09132	2.36646
phoR	b0400	24.0966	30.3781	24.1075	25.0348	21.938000000000002	23.3512	24.301	24.0007	22.7307	18.0748	20.3351	17.4137
caiD	b0036	6.41585	7.62299	4.72816	5.87131	5.10796	1.8801	2.03229	0.598999	1.76432	2.71815	2.6206	3.9449199999999998
caiC	b0037	11.614	11.3265	10.2742	8.33573	11.1539	12.9752	15.4493	15.2143	13.5812	11.5934	15.0281	13.6595
caiB	b0038	16.2349	16.0967	14.4374	9.93685	9.913260000000001	16.5135	15.7565	11.5093	11.927	12.6341	14.4349	9.57341
caiA	b0039	19.1405	15.4881	14.8091	13.8897	19.539	11.6893	14.9416	12.9831	14.7241	13.4842	14.222000000000001	15.5797
caiT	b0040	2.22039	1.16435	0.796734	0.354535	1.59307	0.980908	1.20672	1.8683	1.0611	1.63285	1.0486	0.510745
apaH	b0049	77.4318	102.89200000000001	92.9976	44.0533	47.7149	34.8897	88.2436	87.5847	96.3413	85.7844	87.6205	84.9517
apaG	b0050	228.822	229.734	245.201	150.048	155.68	139.884	414.837	302.904	271.862	291.153	312.296	279.131
pdxA	b0052	154.362	142.969	131.171	111.928	125.927	141.959	228.505	184.377	173.19799999999998	219.895	320.87	211.08599999999998
surA	b0053	584.793	632.37	554.569	590.931	618.659	543.943	449.67800000000005	464.216	428.62800000000004	510.505	525.378	482.12699999999995
rsmA	b0051	271.21299999999997	236.27900000000002	284.171	192.403	175.86599999999999	195.11599999999999	352.159	331.976	325.149	345.43	396.208	315.478
brnQ	b0401	358.408	375.86300000000006	423.852	99.0012	127.37200000000001	79.2379	130.38	152.435	145.328	61.0121	49.7482	63.1448
lptD	b0054	506.10900000000004	441.162	473.467	595.763	564.555	517.606	404.749	402.87800000000004	386.67699999999996	423.32300000000004	415.11400000000003	468.45300000000003
rluA	b0058	62.6404	110.568	88.7997	96.17	70.88600000000001	74.9479	64.0583	63.9047	63.5763	55.4637	56.9846	56.5433
rapA	b0059	92.6284	123.729	97.8213	103.285	112.13799999999999	93.7469	86.2442	94.7624	92.5902	88.0734	94.1644	74.3712
polB	b0060	16.2868	15.7341	13.9822	8.84384	13.2446	12.508	31.6994	27.5173	30.5926	25.456999999999997	24.4291	18.451
araD	b0061	3.59666	2.19023	1.91766	2.21876	1.9953900000000002	1.39326	2.16183	2.8949599999999998	4.4002300000000005	3.1299	2.41151	2.2763
araA	b0062	5.4201	5.93962	5.73191	3.5785699999999996	4.52147	4.25173	4.07342	5.561640000000001	6.38018	4.1285300000000005	1.96252	3.6053900000000003
araB	b0063	2.80647	3.77394	2.63237	2.21128	1.76945	2.28098	3.14932	2.3806700000000003	3.50611	1.6621400000000002	1.06354	1.31073
thiB	b0068	163.166	171.347	188.929	266.10900000000004	214.226	171.859	156.282	162.752	151.619	196.917	152.267	249.114
thiP	b0067	38.1629	53.5696	40.3281	39.8147	39.7993	63.7075	58.4325	60.4664	48.7794	64.1066	65.4398	64.8521
thiQ	b0066	53.5823	69.9916	41.2424	48.9416	40.4786	46.9455	51.2837	54.4884	51.8207	61.1296	65.7203	74.4366
proY	b0402	298.42400000000004	268.62	239.297	123.22	138.876	141.136	89.3125	97.9415	93.6312	59.0109	71.0014	58.1114
sgrR	b0069	31.0002	36.2838	37.0056	43.7871	42.1753	33.9282	27.6382	25.0532	26.6316	26.2975	21.1323	29.0748
leuD	b0071	1837.66	2134.76	1834.6	2558.72	2826.16	2261.24	1451.26	1643.43	1294.5	1244.39	1536.58	1018.18
leuC	b0072	1246.27	1516.75	1331.24	1667.43	1880.38	1249.46	729.574	750.543	805.7389999999999	821.574	660.164	683.755
leuA	b0074	987.433	1008.41	980.525	1738.51	1759.49	1684.08	653.351	683.687	652.639	695.107	623.2959999999999	611.436
leuB	b0073	1469.86	1617.11	1508.66	2078.0	2251.91	1895.01	976.673	988.091	1017.36	1025.53	930.062	857.9960000000001
leuL	b0075	1356.6	1576.36	1809.98	820.332	2308.64	2367.24	2003.29	491.506	1906.25	3160.49	0.0	0.0
yacG	b0101	470.163	496.384	451.88	560.16	472.066	316.914	190.301	290.361	195.982	349.899	271.584	254.877
coaE	b0103	167.019	128.845	167.4	169.267	116.40700000000001	205.27	115.652	81.3869	100.22399999999999	106.681	90.5975	73.0024
zapD	b0102	219.72400000000002	205.548	229.727	222.125	217.433	139.111	94.7625	107.695	106.759	115.38	98.3143	115.141
hofB	b0107	8.05218	10.2498	7.14717	8.238480000000001	8.48206	5.855180000000001	5.243930000000001	8.029060000000001	6.06729	6.355919999999999	5.54309	8.20775
malZ	b0403	29.6069	36.2304	29.0951	27.3269	28.7794	29.418000000000003	34.0855	34.8477	34.4299	39.8009	38.9882	35.4143
hofC	b0106	6.42925	8.489519999999999	7.573910000000001	7.66644	4.61066	3.7654099999999997	4.9524300000000006	4.0073	5.98616	6.85398	4.13204	6.87713
ppdD	b0108	0.617958	5.376180000000001	2.00075	0.0	0.8357549999999999	0.0	2.78781	0.8194239999999999	1.15736	1.70413	0.949198	0.869073
nadC	b0109	132.504	108.25299999999999	117.802	140.111	176.06599999999997	167.088	145.205	133.361	123.949	156.39600000000002	172.507	153.82
aroP	b0112	596.0509999999999	561.606	635.332	950.673	932.83	852.677	519.627	554.849	509.186	781.332	806.383	980.372
yacH	b0117	10.6097	5.9383099999999995	8.77922	0.722024	0.917681	0.8452360000000001	9.78105	10.838	8.098360000000001	2.44327	1.53004	1.79047
speD	b0120	619.754	362.64599999999996	566.2919999999999	1015.47	971.538	974.693	662.206	736.298	588.058	920.425	999.9110000000001	1202.32
speE	b0121	542.467	324.58	382.973	708.6310000000001	803.8539999999999	783.779	625.345	549.011	461.542	817.181	771.878	960.248
yacC	b0122	214.079	164.03599999999997	168.35299999999998	122.84299999999999	129.6	311.905	359.91	222.632	264.01099999999997	234.33	299.434	181.19099999999997
gcd	b0124	205.231	183.423	162.878	64.4554	79.5166	57.743	348.529	329.60900000000004	327.487	331.38800000000003	323.068	317.257
can	b0126	2729.12	1621.88	2029.48	1656.13	1757.1	2487.82	3717.05	2882.07	2395.55	2142.97	2226.66	2338.48
queA	b0405	103.512	105.978	100.103	85.1533	73.8491	104.795	114.959	119.264	92.2196	104.691	143.775	94.1607
panD	b0131	1060.58	977.204	1442.07	1072.07	856.178	799.443	580.9119999999999	554.533	610.524	619.356	428.33	664.576
