NAME	DESCRIPTION	PUTR-Putrescine-_1	PUTR-Putrescine-_2	PUTR-Putrescine-_3	PUTR-M9-_1	PUTR-M9-_2	PUTR-M9-_3	MG1655-Putrescine-_1	MG1655-Putrescine-_2	MG1655-Putrescine-_3	MG1655-M9-_1	MG1655-M9-_2	MG1655-M9-_3
cysA	b2422	601.134	606.067	607.514	268.378	266.051	271.501	492.52099999999996	519.1419999999999	535.828	313.678	336.781	572.175
cysP	b2425	671.905	600.009	656.555	177.614	219.775	228.94400000000002	505.43800000000005	442.29900000000004	581.549	346.81199999999995	264.998	743.187
ucpA	b2426	172.44299999999998	169.423	155.4	74.9012	79.0534	76.0288	126.667	103.53299999999999	128.80700000000002	72.9964	64.5398	84.7082
murR	b2427	20.7917	20.668000000000003	20.8096	7.922680000000001	9.34336	9.03087	8.83465	7.466889999999999	9.70306	6.567489999999999	6.9545	12.5326
cstA	b0598	77.8585	66.843	57.4234	89.1932	93.7442	88.9836	96.4358	87.5376	110.824	123.77	114.23200000000001	152.39
yfeX	b2431	295.073	317.996	301.163	244.05200000000002	228.05	237.623	199.80599999999998	168.67	226.584	156.217	130.565	154.532
yfeY	b2432	88.6366	74.765	84.8975	117.554	99.8061	112.06700000000001	139.928	157.814	124.99	104.38	102.99	104.155
ypeA	b2434	94.20700000000001	86.5208	77.9875	132.993	150.721	134.41299999999998	129.21200000000002	141.239	121.919	109.21700000000001	94.2207	117.301
yfeZ	b2433	38.7576	52.5411	44.0578	48.6411	47.1966	53.4937	38.0282	55.455	54.7917	45.558	49.2992	48.3725
eutR	b2437	16.6155	21.5542	15.9272	18.5909	17.5542	17.1455	18.594	19.884	20.38	13.9564	8.05598	14.155
eutK	b2438	27.5398	30.3446	30.8348	42.6065	34.8325	30.1557	34.9517	36.7761	33.7946	25.5856	18.6131	19.9428
eutL	b2439	31.5792	22.3267	25.3903	44.3518	42.7529	34.3311	33.830999999999996	34.7284	39.9035	15.9968	16.3116	22.093000000000004
eutC	b2440	31.4076	27.344	27.6947	41.4055	37.0022	38.218	46.7985	48.9472	39.7514	31.5899	23.0115	21.0412
eutB	b2441	33.676	24.4476	21.6549	45.3786	43.9147	45.0102	43.3658	37.4439	44.5742	31.7481	27.6617	31.4411
eutH	b2452	2.30367	1.1790399999999999	1.6374600000000001	5.31061	4.56192	3.67076	3.3271599999999997	2.63077	2.62322	1.04354	2.22167	1.49966
ybdD	b4512	43.8842	35.7721	44.9003	64.9239	52.5921	47.6806	56.6954	55.097	60.8325	55.8871	11.2832	73.8952
eutA	b2451	2.11215	2.2501599999999997	1.06379	2.41296	3.18032	4.86599	1.9482099999999998	2.5744599999999997	2.9342200000000003	1.89942	1.2671700000000001	1.2924799999999999
eutJ	b2454	0.432174	0.976083	0.213821	1.01745	1.7245400000000002	1.5977299999999999	0.819541	0.7926449999999999	1.1998799999999998	0.811924	1.18434	1.35466
eutG	b2453	1.7408599999999999	0.9170860000000001	0.806523	1.45631	2.7732099999999997	1.89368	2.74677	1.69833	1.81002	0.9774959999999999	2.70707	3.03655
eutE	b2455	0.755234	0.136243	0.587151	1.12855	1.45371	0.379745	1.15424	0.978108	0.9239780000000001	0.684225	0.772262	0.9011530000000001
eutN	b2456	0.0	4.2096	1.2039799999999998	3.01457	0.0	0.961369	1.18879	0.0	1.685	0.0	0.0	0.0
eutM	b2457	1.35776	3.8585800000000003	8.421289999999999	14.6734	5.9647	9.516960000000001	2.74585	11.8459	6.64025	10.5368	4.03894	5.39441
eutQ	b2460	0.824428	1.0143	0.5880350000000001	2.60701	3.3075099999999997	3.4195599999999997	0.570678	2.86443	1.38677	2.43927	0.7766850000000001	1.46801
eutP	b2461	1.4484700000000001	1.7224400000000002	1.60433	2.94778	4.45193	3.51304	3.15525	1.7608400000000002	2.4157	3.90294	6.6348899999999995	2.03056
eutT	b2459	2.57072	1.55506	0.564768	2.87688	4.04609	4.35631	3.24135	1.45565	1.17359	3.4932800000000004	4.64245	3.16982
eutD	b2458	3.4589	1.8111	0.974914	2.83067	4.1752	4.87716	2.3834	2.69428	2.82951	2.92428	1.32244	2.8011
ybdL	b0600	11.0628	7.47863	7.99935	22.8767	31.0299	34.1164	41.0864	44.4498	30.6634	37.8125	30.7523	71.1387
eutS	b2462	1.8396299999999999	2.57439	0.0	0.0	0.801072	0.0	0.921278	0.6620779999999999	0.6325109999999999	1.15491	0.0	0.0
maeB	b2463	99.0925	78.9535	60.7795	167.28400000000002	226.169	196.03099999999998	163.776	145.582	151.715	243.505	198.99099999999999	254.27
ypfG	b2466	47.9325	45.7736	42.4608	8.424339999999999	7.8558699999999995	10.5523	22.4383	21.4379	19.1174	10.522	15.3416	10.4741
nudK	b2467	234.033	244.192	284.63	113.258	111.155	119.898	154.361	123.03	132.89	143.401	171.813	163.678
aegA	b2468	6.8235600000000005	5.8874	4.7664800000000005	4.9139800000000005	4.759869999999999	3.33149	6.62427	5.79574	5.66742	4.2052	2.72937	4.62134
ypfM	b4606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ypfH	b2473	100.15899999999999	127.42200000000001	99.2275	95.9218	83.3053	87.8003	77.9265	73.2367	89.1806	65.5811	65.89	69.1554
tmcA	b2474	83.1611	91.6357	71.0113	54.692	57.3043	54.1821	63.918	67.1656	69.6973	56.1669	58.7367	51.9974
ypfJ	b2475	187.37400000000002	160.975	151.429	159.251	164.78	160.856	162.46200000000002	158.44899999999998	166.729	127.43700000000001	141.385	127.36200000000001
purC	b2476	435.809	289.688	307.478	482.91900000000004	504.371	526.215	713.9830000000001	941.752	761.823	884.867	789.48	1262.88
ahpC	b0605	3646.22	3639.6	4021.98	5195.63	4796.47	5029.41	4334.94	4434.94	4508.65	4574.21	4036.7	4127.09
bamC	b2477	593.822	542.5880000000001	544.362	630.88	523.467	524.908	536.64	612.669	623.9680000000001	463.72900000000004	410.869	567.825
dapA	b2478	945.297	1012.77	1011.14	1009.16	1006.14	1031.43	904.205	987.7280000000001	1001.26	958.4960000000001	954.2460000000001	1155.96
yfgO	b2493	25.9498	23.0214	25.7023	54.9677	49.7109	57.3871	38.4549	43.5123	43.3115	60.8228	61.305	76.5966
hda	b2496	133.593	175.50599999999997	180.248	93.9259	98.2734	108.007	140.804	121.787	125.70299999999999	264.135	347.255	285.678
uraA	b2497	13.534	14.1312	14.5422	154.265	186.71200000000002	166.07299999999998	75.0793	94.1559	82.824	487.461	419.49199999999996	895.932
upp	b2498	98.2306	106.984	131.56	497.121	601.1419999999999	770.403	404.977	421.985	324.376	2533.38	2813.96	3941.04
yfgF	b2503	4.57345	7.0007	6.47724	2.6909	2.71011	3.26955	4.14285	4.78803	3.4376	3.0485	3.54207	3.45252
guaA	b2507	1120.47	856.304	763.1239999999999	522.548	558.41	557.356	1376.67	1387.22	1414.03	1099.38	1000.13	1425.69
guaB	b2508	690.074	316.286	238.035	333.207	398.07099999999997	388.157	1185.81	1224.17	1153.05	777.0189999999999	648.633	1049.76
yfgJ	b2510	84.411	67.4837	66.1573	41.1374	63.6923	43.6335	50.5357	59.6796	59.9626	25.1699	33.2422	20.8656
ahpF	b0606	273.882	262.008	268.186	273.27099999999996	268.586	285.238	248.109	254.52700000000002	274.05400000000003	192.18200000000002	146.254	200.92700000000002
der	b2511	294.557	280.19599999999997	279.80400000000003	240.93200000000002	234.12900000000002	224.236	218.78599999999997	234.608	245.451	219.52900000000002	244.787	206.572
bamB	b2512	506.441	440.952	431.477	455.276	420.635	384.51599999999996	450.464	516.085	517.268	386.35900000000004	319.807	388.86699999999996
yfgM	b2513	608.179	455.861	430.042	476.185	487.483	438.899	492.97900000000004	555.661	553.2909999999999	397.51199999999994	374.455	439.86
hisS	b2514	551.271	550.947	592.0409999999999	453.93699999999995	458.04699999999997	447.598	460.967	493.017	491.319	515.318	507.93300000000005	514.936
ispG	b2515	592.431	625.78	621.689	401.945	401.463	393.801	480.776	443.284	459.43300000000005	432.295	427.409	410.80300000000005
rodZ	b2516	467.509	456.225	436.72	292.307	284.60900000000004	266.3	272.495	282.71299999999997	335.435	254.43900000000002	230.165	260.849
rlmN	b2517	110.28200000000001	97.9457	105.17200000000001	129.852	122.363	123.21700000000001	145.107	165.653	162.278	152.857	167.09799999999998	174.549
ndk	b2518	225.37599999999998	177.465	210.769	775.122	813.3589999999999	879.7360000000001	305.257	481.93699999999995	322.05	984.8489999999999	883.382	1193.29
pbpC	b2519	16.2705	16.9044	14.4787	10.6218	9.744589999999999	10.0743	12.4377	13.0294	16.14	11.5598	13.040999999999999	12.5046
yfhM	b2520	77.3841	82.5868	79.71300000000001	93.3313	94.5595	93.4404	67.0849	65.3106	71.4461	70.4681	65.2679	67.9496
ybdR	b0608	279.82099999999997	250.291	235.988	29.0023	26.0707	26.491	96.9578	104.613	80.9148	32.4049	34.2711	24.7464
sseB	b2522	207.94400000000002	274.342	246.64	147.792	173.282	189.25799999999998	278.335	252.343	263.719	227.63	232.975	334.958
pepB	b2523	275.689	240.27	225.73	219.94099999999997	222.887	212.392	332.96	307.915	355.05400000000003	213.03400000000002	226.33	335.86400000000003
iscX	b2524	556.117	897.0060000000001	854.829	540.836	462.55199999999996	607.258	886.416	806.659	738.0880000000001	711.449	994.944	921.904
fdx	b2525	656.7719999999999	458.63199999999995	467.80699999999996	560.7819999999999	583.104	549.063	840.113	834.415	815.74	543.538	603.423	932.2130000000001
hscA	b2526	207.37900000000002	191.87599999999998	163.14700000000002	195.435	219.65200000000002	235.965	360.63	355.60699999999997	358.99300000000005	238.987	246.542	329.319
hscB	b2527	116.09100000000001	92.4985	64.3986	148.166	196.097	184.953	190.343	256.313	209.563	179.264	148.158	270.361
iscA	b2528	842.127	460.153	395.51300000000003	1036.82	1264.58	972.3789999999999	926.543	1213.65	1179.84	868.303	596.601	1513.92
iscU	b2529	770.85	619.814	619.895	899.425	1082.81	1211.9	1297.8	1228.21	1105.42	1285.68	1035.73	2131.52
iscS	b2530	376.913	259.437	252.541	517.839	614.2669999999999	647.95	624.5319999999999	669.27	593.751	809.0369999999999	489.35400000000004	1382.2
iscR	b2531	233.58700000000002	130.482	137.782	365.236	395.454	413.186	311.464	345.50199999999995	286.246	461.21	222.928	956.6339999999999
araC	b0064	41.3303	37.0733	31.4793	45.233000000000004	41.968999999999994	47.1055	78.4488	72.0303	74.9298	38.1704	26.2084	41.7866
citB	b0620	16.3205	16.1959	18.5198	20.2202	23.5108	23.1686	23.2426	24.96	23.4771	22.177	22.6355	25.7709
trmJ	b2532	248.49599999999998	286.623	333.925	137.658	133.828	136.925	265.347	243.891	297.613	236.68900000000002	248.08900000000003	242.851
hcaT	b2536	17.9228	17.8754	15.1818	19.1256	17.6823	17.0506	28.3753	32.079	32.0117	26.7515	18.7444	23.5089
hcaR	b2537	19.678	20.1274	18.0379	42.8209	42.6786	51.9792	82.3931	100.647	81.92200000000001	56.6971	46.8255	63.8307
yphB	b2544	9.01044	6.46375	4.51812	13.9793	16.6279	14.7115	15.741	12.3217	9.36271	13.7176	9.69984	14.0846
yphC	b2545	6.4509300000000005	8.920119999999999	7.048489999999999	17.2091	14.3793	15.9905	15.2863	12.5178	12.8785	15.3272	12.9355	13.3822
yphD	b2546	3.21024	3.68995	3.06009	6.06992	3.1918	4.71747	2.3075099999999997	4.06834	4.75164	1.79387	2.8654	3.65309
yphE	b2547	1.7592	1.85135	1.92413	1.60392	2.01759	2.35091	1.8159299999999998	2.1682099999999997	2.17437	2.334	2.05177	1.52651
yphF	b2548	2.8423700000000003	2.2616099999999997	2.64584	2.76955	3.42743	2.75553	4.925730000000001	2.9422200000000003	4.02278	4.950080000000001	2.78218	2.38366
yphG	b2549	2.4369099999999997	2.2523299999999997	1.9655099999999999	1.8588900000000002	2.2551799999999997	1.8119999999999998	2.34312	3.153	2.5124400000000002	1.6391	1.22701	1.9909299999999999
glyA	b2551	2317.83	1895.95	2059.38	2032.57	2000.24	2156.7	2236.84	2435.32	2472.74	2984.08	2739.0	4022.71
citA	b0619	19.008	20.0903	20.8741	13.9889	15.4861	13.2974	24.8321	25.4044	25.3998	19.6289	18.5525	18.777
glnB	b2553	251.324	196.703	246.44099999999997	416.88800000000003	303.715	325.861	277.394	308.372	302.756	303.736	295.212	403.36199999999997
glrR	b2554	40.0534	45.5401	38.0437	48.1795	50.7468	52.4853	59.1153	56.7759	65.2058	54.7967	54.4098	52.3952
yfhG	b2555	52.4232	69.5649	67.9442	61.0905	65.9891	67.6743	73.3027	85.5934	91.0782	82.1526	74.6781	72.8261
glrK	b2556	43.6774	50.7359	52.8217	37.8292	41.9923	46.1991	55.483000000000004	52.1347	46.6867	47.6314	57.5516	43.6991
purL	b2557	190.375	147.675	98.9748	214.97299999999998	233.28599999999997	249.13400000000001	302.426	314.373	346.374	430.94800000000004	407.82300000000004	507.31199999999995
tadA	b2559	84.5437	102.23	102.553	69.7599	63.0724	60.7005	80.8319	100.883	85.7175	86.6395	75.5171	71.1079
pgpC	b2560	192.405	207.226	218.59099999999998	104.655	118.039	107.36200000000001	188.31	164.51	195.785	93.2268	98.0384	107.93700000000001
shoB	b4687	0.0	0.0	0.0	272.645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
acpS	b2563	102.91799999999999	136.727	126.15700000000001	190.333	210.301	246.203	127.588	146.1	130.34	240.27	265.41200000000003	255.518
pdxJ	b2564	151.273	127.868	124.995	290.16700000000003	270.837	239.18599999999998	169.734	160.804	195.675	187.72099999999998	148.07	207.132
pagP	b0622	56.5128	67.9424	71.036	9.99595	8.92367	10.4104	25.1355	21.9728	22.6064	10.4258	15.5096	16.8814
recO	b2565	102.897	86.4974	101.475	66.7269	69.2142	73.6355	128.006	131.651	117.462	114.47399999999999	132.268	104.118
rnc	b2567	275.082	277.218	295.962	283.207	267.467	276.76099999999997	381.249	440.591	366.49699999999996	342.921	400.41	329.459
era	b2566	295.574	257.806	289.397	255.176	258.365	251.638	356.214	421.014	385.99800000000005	361.845	417.86199999999997	362.034
lepB	b2568	342.765	365.884	387.588	220.058	232.171	239.89700000000002	297.642	308.296	276.427	417.07300000000004	494.38300000000004	366.64099999999996
lepA	b2569	267.499	232.81099999999998	243.31599999999997	214.737	210.851	197.144	285.868	304.184	331.014	246.541	253.885	263.778
rseB	b2571	277.27	318.81	285.976	234.50599999999997	239.886	226.142	378.664	537.308	407.32199999999995	303.27299999999997	312.685	278.427
rseC	b2570	146.686	148.95	126.49600000000001	101.072	84.1412	85.6981	200.49900000000002	236.706	212.17700000000002	141.982	119.39399999999999	131.214
rseA	b2572	698.2589999999999	769.762	792.262	804.8639999999999	727.423	739.605	1133.01	1240.18	1086.51	800.962	722.929	624.649
rpoE	b2573	415.235	384.94199999999995	342.963	419.515	319.223	251.48	683.559	762.066	762.5319999999999	272.847	236.925	285.84
trmN	b2575	20.3139	12.5961	16.4951	21.8341	23.6311	22.4935	36.0496	36.3618	30.3618	42.611999999999995	26.54	36.2573
cspE	b0623	21329.6	21754.5	24406.7	17767.6	19518.4	15548.0	9830.09	11598.3	10801.6	17605.3	17681.1	22596.3
yfiE	b2577	19.8178	21.1354	18.6264	21.5472	25.1273	25.9453	25.7882	24.0629	21.5651	33.5154	40.7538	31.3018
grcA	b2579	4555.13	5516.52	7691.48	1006.89	782.5419999999999	543.751	3100.15	782.7739999999999	3438.0	375.458	757.846	313.372
yfiF	b2581	83.6976	91.78200000000001	84.2079	303.32099999999997	274.028	243.74200000000002	126.569	119.036	136.211	178.55700000000002	165.38099999999997	184.17
kgtP	b2587	1229.02	988.063	936.9910000000001	2164.26	2113.06	2013.69	2514.49	2524.28	2575.19	2349.53	2465.66	2584.04
clpB	b2592	317.443	309.125	291.243	322.664	243.713	298.25	258.723	248.486	265.848	196.91299999999998	154.645	184.77200000000002
rluD	b2594	219.828	181.78400000000002	186.44299999999998	172.957	163.92	136.688	199.169	209.875	207.821	187.12599999999998	196.952	193.804
yfiH	b2593	131.27200000000002	121.193	113.759	88.1465	86.5189	84.62200000000001	100.215	111.611	115.03200000000001	104.735	110.006	102.465
tyrA	b2600	276.70799999999997	273.12	372.875	345.82099999999997	338.45099999999996	333.371	312.3	298.341	350.741	415.898	456.14099999999996	517.639
aroF	b2601	431.45300000000003	459.32800000000003	500.311	559.929	610.996	500.44300000000004	417.504	468.0	531.993	486.04900000000004	518.739	617.255
rplS	b2606	3635.43	3083.98	2549.26	3741.03	3622.9	3514.4	4569.7	4990.1	4953.61	4405.53	4051.68	5416.53
ybeM	b4581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
trmD	b2607	3502.04	3152.65	2627.1	3228.86	3503.93	3750.74	4760.15	4532.12	4491.88	5489.42	5536.12	5960.31
rimM	b2608	3398.95	2792.65	2377.62	3373.0	3402.31	3238.45	4352.41	4637.0	4744.96	4622.93	3898.9	5650.59
rpsP	b2609	3078.9	2521.55	2521.49	2875.88	3012.43	3000.86	4137.58	4285.12	4111.7	5146.96	4933.37	5449.36
ffh	b2610	391.827	371.88300000000004	387.80400000000003	255.375	236.671	235.08	274.775	267.532	293.685	252.685	264.748	304.18
grpE	b2614	887.592	939.2739999999999	1095.41	717.1619999999999	651.508	778.857	923.485	935.73	807.9989999999999	693.48	623.321	790.55
ratA	b2619	236.805	254.225	320.116	175.22400000000002	192.196	212.77900000000002	259.195	242.25900000000001	246.25900000000001	196.449	205.731	215.623
ratB	b2618	226.81599999999997	358.906	406.119	162.343	191.25900000000001	221.66400000000002	196.217	232.275	185.747	343.099	294.44	275.156
yfjH	b2623	11.3564	13.6148	11.2504	16.6795	19.277	15.7695	18.4283	20.8613	15.9171	17.7348	19.6006	27.9623
yfjL	b2628	35.0735	38.5129	35.5637	58.5765	56.427	57.8887	46.5524	48.9418	40.361999999999995	49.8989	49.4194	52.9987
yfjK	b2627	27.9105	27.1218	26.3963	50.8665	49.5791	44.8192	37.6383	36.9818	33.0326	40.9143	43.277	39.519
tatE	b0627	386.731	307.259	311.76099999999997	379.849	393.80400000000003	354.75	243.9	315.689	290.182	228.375	309.563	400.077
yfjM	b2629	4.34854	6.982889999999999	7.860119999999999	8.3826	3.59475	4.81171	4.63131	10.9224	3.39474	1.9024	1.9641	5.7087699999999995
yfjU	b2638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yfjV	b2641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ypjA	b2647	8.14851	7.30665	6.78532	15.7481	16.4698	16.5097	11.620999999999999	12.4445	9.42322	15.7902	17.7666	11.7367
pinH	b2648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ypjC	b2650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ygaU	b2665	1287.39	1113.62	1057.29	1118.7	1142.51	1003.23	1075.55	982.562	1020.25	689.435	522.188	491.412
yqaE	b2666	529.4169999999999	471.524	495.69	528.489	481.35699999999997	381.18300000000005	408.825	451.07300000000004	555.349	200.446	125.18299999999999	168.479
stpA	b2669	388.784	353.978	363.83099999999996	513.8340000000001	583.5840000000001	579.727	1104.84	1664.72	1048.92	719.422	466.921	535.246
ygaC	b2671	96.7164	85.6225	64.6576	55.8915	61.983999999999995	53.3499	36.2121	50.1396	55.8967	27.215999999999998	26.0749	39.2817
ybeL	b0643	462.246	562.376	551.028	601.802	548.724	570.64	479.80699999999996	393.517	421.352	344.277	356.145	284.47900000000004
luxS	b2687	1374.6	1089.32	1117.09	2449.02	2342.83	1802.03	1227.51	1387.08	1343.6	1012.27	748.436	1015.1
gshA	b2688	405.236	403.534	452.811	436.425	402.941	435.121	391.376	357.225	379.61699999999996	363.689	350.481	337.509
yqaB	b2690	131.834	131.90200000000002	142.124	132.123	136.514	137.704	134.689	151.119	149.993	144.952	116.963	143.939
yqaA	b2689	128.21	145.55100000000002	186.488	145.24200000000002	123.935	121.436	131.42600000000002	140.964	151.363	126.131	123.73299999999999	114.335
csrA	b2696	2957.75	4174.01	5372.02	4071.26	3688.25	4459.81	3517.93	2857.76	2936.86	4644.27	4425.76	4472.84
alaS	b2697	569.637	591.206	576.498	632.553	661.812	695.422	731.304	694.375	709.079	796.451	835.068	895.5939999999999
recX	b2698	32.7139	25.4919	32.8368	6.48609	6.808789999999999	4.9566099999999995	10.0368	15.9289	15.8105	11.3843	11.2813	8.06247
recA	b2699	553.31	469.295	508.213	512.822	470.691	457.515	426.51	418.657	484.88699999999994	405.52	337.365	470.064
pncC	b2700	71.8822	57.1345	54.0247	80.92699999999999	88.6781	86.5565	108.559	110.945	95.3729	113.74700000000001	101.947	135.099
mltB	b2701	84.7634	60.7004	63.8121	96.5897	105.294	102.00299999999999	92.1029	104.05799999999999	89.245	83.2822	72.8748	83.9057
djlB	b0646	0.771044	1.2177799999999999	0.12103699999999999	1.2043	0.8645219999999999	1.5845200000000002	0.72144	1.21018	0.741043	1.4634	1.6972	0.996814
norR	b2709	17.3609	13.3277	12.7151	17.2601	21.0862	21.7021	34.3599	31.6889	29.5438	23.2515	17.2028	27.0946
hypF	b2712	16.2079	14.7836	15.1809	9.09733	10.982000000000001	10.7146	15.7233	12.4354	16.9041	10.2581	9.478860000000001	11.7184
hydN	b2713	1.60665	2.1472599999999997	2.90878	2.44616	5.561780000000001	2.8892599999999997	2.25661	3.21532	2.6552	5.74216	2.4777400000000003	5.78829
ascG	b2714	19.0852	14.1224	14.2232	19.5672	22.8659	18.6134	23.0804	19.2796	21.5681	30.5752	16.8905	28.634
hycI	b2717	19.3388	19.0617	21.2836	58.6994	45.9325	46.4429	34.5256	32.0502	25.5125	35.8583	29.3285	36.6566
hycH	b2718	12.8539	12.4995	9.752	20.246	22.0567	18.6871	22.1364	16.9919	15.2134	21.4148	8.680539999999999	13.4232
hycG	b2719	5.06306	4.98963	5.89621	12.015	12.0289	8.90108	9.00494	7.422689999999999	7.47423	9.28028	7.482289999999999	9.58845
hycF	b2720	1.43642	5.16055	1.99416	2.89126	2.96672	2.8898099999999998	4.8493	3.14796	3.0678900000000002	7.55382	3.77518	3.0119700000000003
hycE	b2721	2.07134	1.30815	1.53302	2.38512	2.34121	2.38564	2.87797	1.98075	2.62037	2.47039	1.67091	1.60848
hycD	b2722	0.5159699999999999	2.0565	2.50877	1.9285599999999998	3.19565	3.21124	1.9709299999999998	2.24547	2.46062	2.85661	3.72036	1.21043
ybeR	b0645	0.630323	0.0	0.30336	0.425079	0.5443140000000001	0.250889	0.29780700000000004	0.23035300000000003	0.0	0.6917449999999999	1.02555	0.728191
hycB	b2724	0.972001	0.45378100000000005	1.97243	1.31142	2.18574	0.429112	0.9539139999999999	1.4027	0.647367	0.61011	0.70781	2.4537400000000003
hycC	b2723	1.49356	1.40526	0.917172	1.22141	2.28428	1.30526	2.19273	1.3014700000000001	2.09629	1.7722	1.8108099999999998	0.741369
hycA	b2725	0.0	0.925875	1.54291	0.982196	0.8259350000000001	0.806249	0.0	0.372481	0.372836	1.17666	0.0	0.606054
ygbA	b2732	4.68994	12.3818	6.755780000000001	15.6793	10.4974	12.5706	8.44313	8.73787	9.20577	7.9789	9.12615	16.5293
ygbI	b2735	25.358	28.8012	29.6783	41.0413	35.1776	48.9815	37.6836	38.4371	37.1203	41.6381	50.5208	48.638000000000005
rpoS	b2741	963.689	694.3919999999999	649.165	1632.19	1746.8	1730.73	1932.98	1777.15	1581.45	1859.22	1266.63	2084.11
nlpD	b2742	650.675	321.587	278.905	563.7330000000001	761.293	770.799	1109.89	852.8710000000001	708.544	1145.47	1086.19	1062.71
pcm	b2743	193.803	166.519	116.88	192.05200000000002	209.56099999999998	198.859	161.827	181.479	165.73	161.741	146.878	176.235
umpG	b2744	228.972	212.308	191.183	222.94400000000002	245.015	247.283	231.928	214.16099999999997	223.21900000000002	231.563	233.332	231.262
truD	b2745	262.358	238.847	228.345	269.565	292.55	293.349	241.08700000000002	227.91	221.247	271.897	261.358	279.188
djlC	b0649	4.79822	5.29852	4.19696	8.236139999999999	7.17749	5.8895800000000005	8.61876	9.25301	5.48474	8.84453	7.33184	8.20525
ispF	b2746	196.468	158.971	153.916	240.497	246.59	235.96200000000002	174.104	154.378	154.209	206.986	207.125	251.701
ispD	b2747	153.42	121.272	125.514	179.933	204.761	181.597	118.223	125.604	125.053	164.83	149.763	140.847
ftsB	b2748	134.651	165.43599999999998	186.6	214.97	198.692	217.29	157.415	168.739	169.66299999999998	204.635	245.359	208.347
ygbE	b2749	281.96	277.406	280.437	137.265	131.611	130.977	206.40900000000002	241.229	182.21099999999998	141.463	181.218	180.547
cysN	b2751	1212.99	951.57	864.346	372.934	448.941	411.014	811.3380000000001	756.9910000000001	877.424	506.63	417.12800000000004	1167.7
cysC	b2750	413.836	277.54400000000004	223.65200000000002	137.584	177.005	165.207	317.6	258.82599999999996	251.532	260.94599999999997	253.202	536.491
cysD	b2752	1589.88	1496.77	1586.68	457.20099999999996	601.372	639.5930000000001	1333.27	1154.65	1292.59	915.255	1002.89	1876.33
ygbF	b2754	13.5674	13.6561	8.87986	28.9119	27.2957	25.9359	19.973	21.5322	19.4889	17.6461	23.185	34.2313
ygbT	b2755	5.7236	6.67938	5.2082	19.3898	19.7197	20.1747	12.7022	14.0373	16.6517	19.6637	18.8839	18.5288
casD	b2757	7.74074	7.489330000000001	4.91598	22.4901	19.227999999999998	23.2735	19.7974	18.7315	10.4493	17.9425	20.3083	20.7537
yabI	b0065	55.6222	43.8738	40.7835	53.1628	56.3715	59.958999999999996	90.8573	89.7752	71.1056	65.2674	59.5428	47.3139
ybeU	b0648	2.4261	1.32437	2.18969	3.24539	4.50099	3.4041699999999997	1.2024299999999999	1.78967	1.69185	2.17393	0.987665	0.572281
casE	b2756	10.4587	10.6032	10.7406	24.7894	33.2011	32.4893	23.8585	24.2166	21.078000000000003	26.5486	26.9908	29.7095
casC	b2758	6.078469999999999	5.093459999999999	4.277819999999999	16.4928	13.6149	15.2042	9.4327	10.9359	8.275910000000001	9.13766	9.78503	10.8815
casA	b2760	2.27985	1.84162	1.95556	5.75565	6.02652	4.74295	2.76959	2.9929	4.064369999999999	3.2185599999999996	4.24571	4.89654
casB	b2759	7.03604	5.58549	7.15302	18.177	16.7693	15.9782	13.2576	9.53004	5.77203	20.5918	22.3701	21.9348
ygcB	b2761	4.87355	4.30649	3.55645	4.82515	4.30675	5.04467	5.50127	5.25622	4.95336	4.264530000000001	4.83019	5.6282
cysH	b2762	1274.76	1162.59	1316.71	520.257	556.227	573.38	858.263	882.71	833.13	708.122	704.077	1440.23
cysJ	b2764	986.957	924.337	1000.15	419.725	519.2180000000001	460.64099999999996	725.265	717.3939999999999	783.712	573.5269999999999	543.8290000000001	1114.33
cysI	b2763	1095.7	1088.74	1044.39	443.481	501.449	518.672	833.165	771.012	877.457	624.741	580.487	1224.83
ygcS	b2771	0.585004	0.518592	1.28941	1.31574	1.21509	1.14428	2.05013	1.11799	1.3252	1.49505	0.46056	1.34625
ygcR	b2770	2.45522	1.6396700000000002	2.40952	4.21583	4.9061900000000005	4.86527	2.92884	2.2084	2.08377	4.9214	6.1413	3.02903
ubiF	b0662	191.532	203.463	175.007	157.97299999999998	168.46	167.418	162.657	135.17	150.645	156.998	132.094	152.38299999999998
ygcQ	b2769	2.99074	1.76059	1.92753	4.26031	3.4963	3.90772	2.34211	3.20166	3.88021	3.90219	1.52552	4.4397
ygcU	b4463	2.92976	2.9372700000000003	2.38658	2.88455	3.34419	3.25105	2.2713900000000002	4.5703	3.0270799999999998	3.32404	3.14692	2.4734599999999998
ygcW	b2774	0.536284	1.03585	0.27870100000000003	0.354174	0.23232199999999997	0.671251	1.56922	0.964735	0.976317	0.0	0.331879	1.2978100000000001
