NAME	DESCRIPTION	HEXA-Hexa-acid-_1	HEXA-Hexa-acid-_2	HEXA-Hexa-acid-_3	HEXA-M9-_1	HEXA-M9-_2	HEXA-M9-_3	MG1655-Hexa-acid-_1	MG1655-Hexa-acid-_2	MG1655-Hexa-acid-_3	MG1655-M9-_1	MG1655-M9-_2	MG1655-M9-_3
yddA	b1496	6.7514899999999995	5.97334	12.3962	41.9743	46.2202	44.5493	3.02412	1.56847	2.83422	8.48493	10.1053	6.686839999999999
ydeM	b1497	0.849308	1.7070400000000001	1.5657	1.25494	1.24515	2.60805	1.18486	0.8651	1.6876900000000001	2.7570900000000003	0.9829479999999999	2.63152
ydeN	b1498	8.87778	7.92324	10.1889	4.72392	3.8975	4.92048	7.003430000000001	12.402999999999999	10.4745	10.15	8.37331	7.2392
ydeO	b1499	3.0563700000000003	2.74827	9.734860000000001	2.91571	2.94096	3.94768	5.69269	5.85175	2.40501	2.56946	4.01239	2.98001
safA	b1500	0.0	0.0	0.0	0.0	0.0	7.57988	0.0	0.0	3.1338	4.78726	0.0	0.0
glxK	b0514	10.0055	13.3789	2.89893	5.67242	7.88467	5.58772	4.77779	8.367	4.24555	11.083	10.0997	8.70471
ydeP	b1501	14.8334	14.7303	14.1375	7.541339999999999	8.962	7.10991	7.05532	7.50939	6.80536	8.40135	8.80141	8.10149
ydeQ	b1502	0.536864	1.18756	1.46166	0.9660280000000001	0.5503319999999999	0.179766	0.637093	1.09607	1.49139	0.971118	0.870133	1.0533
ydeR	b1503	0.695191	1.5304200000000001	1.10656	1.21337	1.32625	1.59267	0.0	0.549976	1.8667900000000002	0.490965	1.00512	0.0
ydeS	b1504	1.34208	0.377868	3.84651	1.82095	0.0	1.62008	0.41487299999999994	0.5343720000000001	2.5720099999999997	3.29627	0.9187930000000001	1.45023
ydeT	b1505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yneL	b1506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hipB	b1508	291.817	299.055	150.868	85.5591	108.404	83.4112	125.74799999999999	168.24900000000002	137.928	98.906	68.65899999999999	128.937
hipA	b1507	116.12799999999999	118.65100000000001	56.8437	41.1888	42.1087	31.6005	39.9266	48.0899	45.0744	36.1463	31.4991	51.7038
yneO	b4696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
lsrK	b1511	15.4668	15.9735	12.3034	7.45087	5.64732	5.54709	13.2107	17.2253	8.28379	12.2694	12.2748	10.6478
fdrA	b0518	0.770544	0.682257	0.972267	0.6691520000000001	1.2959399999999999	0.489354	0.241458	0.994711	0.27862	0.43482600000000005	0.9747	0.767215
lsrR	b1512	32.1457	29.9662	18.7091	20.4324	19.1461	22.3911	23.1948	27.9571	17.2892	25.2396	24.6352	25.6825
yneE	b1520	10.4746	16.2966	26.5013	60.8355	73.9737	58.4837	36.2006	15.1512	34.108000000000004	28.2928	29.1786	34.8373
uxaB	b1521	12.8272	13.2754	6.08892	4.81269	4.30872	5.79795	7.68434	7.247660000000001	6.2521	5.68045	4.3825400000000005	4.53305
yneF	b1522	29.5156	33.7355	33.725	9.96445	7.09934	9.47	10.4557	7.19902	11.4785	6.64486	5.38197	5.94655
yneG	b1523	44.8161	48.4634	66.5381	61.7998	69.3344	61.4589	47.5216	40.2571	55.1562	38.7861	54.1058	32.6853
glsB	b1524	90.9473	99.6873	125.505	104.9	99.9507	101.165	70.2286	53.5338	74.5356	60.6122	83.28200000000001	62.31399999999999
sad	b1525	340.912	467.555	96.2267	47.2146	53.7675	51.437	39.9282	51.5121	46.5547	36.3697	34.6997	40.0608
marC	b1529	74.994	79.34100000000001	61.0146	48.4477	49.4614	47.7901	97.3069	82.7738	114.676	81.6149	72.50399999999999	88.265
eamA	b1533	80.6552	78.0526	99.7921	112.43	110.40700000000001	105.02799999999999	108.986	134.718	119.434	180.59799999999998	189.743	191.13
dgcZ	b1535	7.8659300000000005	7.92365	12.1619	11.9844	14.0536	12.2579	24.2409	21.6092	28.901	35.716	41.5173	33.1878
ylbE	b4572	4.27496	6.40533	5.416869999999999	2.83639	1.7541900000000001	2.53284	2.7672	4.8465300000000004	3.45963	2.87378	2.68418	2.33177
ydeI	b1536	56.5567	44.068000000000005	44.3667	11.4953	8.870569999999999	11.9274	159.969	145.338	171.15900000000002	124.26299999999999	125.07700000000001	93.2738
dcp	b1538	229.34799999999998	216.165	181.614	167.547	176.514	164.61900000000003	197.701	275.423	211.737	221.41299999999998	225.345	233.045
ydfI	b1542	10.1806	8.55081	11.4432	5.86324	5.9559	6.33194	5.42018	5.20371	4.61534	5.43175	3.53191	3.1579599999999997
tfaQ	b1546	0.0	2.2328099999999997	0.9933709999999999	0.970888	1.8065799999999999	1.40798	0.0	0.997936	0.389904	0.917957	0.9409219999999999	0.473624
stfQ	b1547	2.78605	2.18397	1.80795	1.92655	0.879866	1.2888600000000001	1.20446	1.18031	1.6404299999999998	1.32797	1.25414	1.28344
nohQ	b1548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gnsB	b1550	935.46	692.5	1180.96	2733.31	1961.12	1486.47	1812.69	1700.17	2972.85	2411.59	1984.2	2942.63
ynfN	b1551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cspI	b1552	0.0	0.0	0.0	2.15168	4.876930000000001	6.54379	0.0	3.88816	2.68425	3.90715	8.27034	0.0
ylbF	b0520	3.11275	6.42165	5.98054	3.77014	4.35537	2.93514	2.87059	5.0805	3.11763	3.3707	3.07186	3.48199
ydfR	b1555	3.9763	10.6749	4.416530000000001	6.56508	3.21428	2.04259	3.47736	1.51219	2.32037	1.39663	7.809239999999999	7.193980000000001
rzpQ	b1553	2.30813	1.8568799999999999	3.9498699999999998	4.44386	3.56964	1.91865	5.77798	1.0252299999999999	1.56576	2.2059900000000003	2.75812	0.0
rrrQ	b1554	1.27872	1.44756	2.87491	1.9691	3.70206	2.11286	1.96627	3.6586800000000004	2.86511	0.451481	1.4481700000000002	1.41429
essQ	b1556	0.0	7.5785100000000005	3.8697699999999995	8.75221	2.51073	8.95755	12.0803	0.0	5.39797	11.2349	0.0	0.0
cspB	b1557	64.7489	42.7027	16.9444	27.4257	63.1913	37.6868	15.4306	19.4809	13.3172	34.4352	75.4605	40.5906
quuQ	b1559	18.1214	11.4002	11.5687	10.7546	8.66965	10.5634	17.2536	19.6633	13.6862	16.0451	15.9174	17.1333
ydfU	b1560	2.17257	1.60953	2.06137	0.9855079999999999	1.1328	1.08094	1.8837400000000002	0.774863	1.20794	1.54141	0.961851	0.929182
rem	b1561	68.6168	76.2715	34.9985	26.7296	36.1231	24.9908	24.4586	30.9675	20.7488	18.4595	21.3791	29.8696
hokD	b1562	1160.05	1013.47	949.55	601.79	668.082	602.325	786.59	669.6139999999999	725.193	644.66	411.527	592.84
relE	b1563	334.091	322.514	223.614	233.674	190.669	170.032	220.705	226.421	303.908	143.451	174.291	195.668
ybcF	b0521	3.35397	4.91326	3.38953	2.69205	2.2128799999999997	3.31471	3.1674700000000002	2.7310000000000003	3.31805	3.55951	2.42557	3.28284
relB	b1564	161.186	195.054	102.161	133.213	135.491	144.894	130.216	114.10700000000001	174.668	115.036	83.7259	117.36
intK	b1567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dicC	b1569	14.9253	9.90517	7.88536	7.52687	8.31201	13.2223	2.83592	18.2346	2.4316299999999997	3.41932	0.0	3.3308699999999996
ydfX	b1568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rspB	b1580	6.16904	7.229189999999999	3.3086800000000003	2.53935	3.45456	3.02557	5.146780000000001	3.22621	4.44369	3.9561699999999997	4.04544	2.85423
rspA	b1581	2.28838	2.58074	2.45839	3.45324	2.65365	2.86219	2.1191400000000002	1.784	1.7029299999999998	2.6359	2.6876900000000004	2.84105
ynfA	b1582	30.2232	35.7671	23.0587	29.2079	28.7529	24.5712	54.9522	29.4911	46.9074	29.3	44.0872	46.1183
ynfC	b1585	40.4475	41.1359	36.7583	66.92399999999999	61.6892	45.8149	71.6902	64.3265	75.3342	68.4371	56.8618	76.6972
ynfK	b1593	720.207	757.304	225.521	14.8118	17.3608	75.8436	200.195	550.749	86.5369	19.7655	26.6944	18.5614
cysS	b0526	76.7994	72.199	214.449	210.91	231.57299999999998	221.775	151.678	129.002	157.991	163.072	162.513	182.96099999999998
mlc	b1594	54.5204	57.3466	58.4002	66.9588	65.495	64.1271	56.4388	87.0237	48.8203	65.0051	68.7713	73.1448
ynfL	b1595	12.7228	18.1094	16.4483	15.1332	13.8917	14.2795	14.4344	12.2112	20.3086	13.7065	11.3547	13.5658
mdtJ	b1600	1.7111	1.96659	1.30625	8.28862	11.0723	7.2176	7.380089999999999	5.69385	3.14261	17.0311	19.3954	13.789000000000001
mdtI	b1599	0.0	2.37817	0.0	7.139869999999999	1.14736	2.08945	7.72231	0.0	2.5903	7.4709699999999994	3.27356	10.7236
pntB	b1602	1434.99	1300.38	1070.16	2168.94	2204.37	2037.85	1284.63	1658.11	1317.63	2001.33	1816.06	2218.93
pntA	b1603	961.4680000000001	833.8810000000001	1019.71	2218.0	2271.53	2123.3	1199.05	1249.55	1389.45	1888.31	1533.02	2220.96
ydgC	b1607	30.6859	47.943999999999996	71.535	56.8841	65.2217	61.4614	61.3535	43.4726	68.8891	59.9165	33.5097	64.83800000000001
fumC	b1611	1191.0	1178.72	724.785	62.2149	68.3603	61.8126	267.411	345.351	293.843	84.3502	72.8912	105.48299999999999
fumA	b1612	299.488	266.559	331.31800000000004	181.794	168.77599999999998	166.747	364.755	375.917	436.82	260.394	243.295	343.759
uidC	b1615	2.16175	2.78704	2.76598	1.4461600000000001	1.49645	1.73478	0.7774909999999999	0.476736	0.715921	0.457066	0.740717	0.990375
sfmA	b0530	3.8361099999999997	6.693510000000001	5.83171	2.32318	2.08708	2.47914	5.25056	8.90555	2.3385599999999998	4.710319999999999	2.16329	4.84434
uidA	b1617	3.18575	3.0495400000000004	2.2013599999999998	1.2947799999999998	1.2208299999999999	1.3485	2.83954	2.7187099999999997	2.64371	1.05549	1.72006	1.60637
uidB	b1616	1.4086100000000001	4.7668099999999995	1.6887599999999998	1.10176	0.769087	1.32966	1.36929	1.94175	0.704271	1.19452	0.8971629999999999	0.61152
uidR	b1618	97.7472	105.10799999999999	57.2762	64.3287	56.1012	59.0746	62.4531	93.1115	73.488	76.7245	65.8574	73.3012
hdhA	b1619	275.77299999999997	219.39	243.549	94.1275	85.1658	63.357	601.089	516.6759999999999	451.325	430.599	415.598	254.575
malI	b1620	28.8632	25.8173	23.7306	19.8758	19.5874	17.1029	15.9943	22.669	12.0161	15.4256	20.9292	20.1641
ydgJ	b1624	65.7913	88.5592	101.87100000000001	144.336	138.338	151.998	159.033	165.27700000000002	166.138	208.238	204.477	224.50400000000002
pdxY	b1636	170.59400000000002	131.702	164.44099999999997	207.505	246.498	230.3	133.504	179.90200000000002	128.27100000000002	151.48	159.865	156.585
tyrS	b1637	450.517	413.588	520.033	626.922	665.3	609.761	392.586	434.17800000000005	370.37	515.7180000000001	529.28	538.795
pdxH	b1638	233.799	226.7	271.61	243.585	257.559	267.032	229.375	238.19299999999998	260.634	243.43200000000002	198.834	253.00799999999998
mliC	b1639	108.23200000000001	102.322	157.889	77.4317	75.6862	84.1264	60.8719	62.2965	82.2196	41.3079	27.4076	37.4437
sfmC	b0531	0.0	0.0	0.8823030000000001	0.580006	0.0	0.635023	0.0	0.448837	0.350369	0.40189400000000003	0.0	0.416501
anmK	b1640	76.9148	81.8682	81.0287	69.3707	67.3898	67.9568	60.0746	68.3525	62.6955	54.8698	58.3957	74.979
slyA	b1642	735.673	588.313	497.728	472.897	505.781	406.105	644.008	652.65	650.021	535.33	587.5419999999999	654.288
sodC	b1646	179.06799999999998	179.109	150.585	43.1388	37.3617	36.2424	257.0	372.954	224.53099999999998	290.367	322.837	181.653
ydhF	b1647	201.472	194.62	207.733	109.805	117.601	110.525	170.55700000000002	187.58900000000003	145.006	148.782	158.406	131.63
ydhL	b1648	280.711	160.953	182.13	59.4591	37.8775	26.38	236.731	423.519	136.525	174.94299999999998	226.24599999999998	136.562
grxD	b1654	1032.52	876.186	1310.17	868.169	875.921	816.013	1752.42	1380.36	1248.57	1575.3	1439.96	1574.8
ydhP	b1657	25.9413	25.6463	26.6412	44.8591	45.7501	47.4041	29.2383	23.3684	32.6015	31.2049	30.8629	39.6692
ynhF	b4602	2784.85	2292.78	3298.86	1148.68	137.94799999999998	218.11700000000002	2618.12	1063.15	1755.19	4084.56	0.0	991.867
ydhB	b1659	38.0348	39.5856	44.5656	35.5705	35.4638	32.5682	28.1997	27.3888	30.1879	24.2214	23.9417	26.3762
ribC	b1662	463.611	490.339	505.01099999999997	335.07800000000003	319.774	320.64599999999996	300.553	301.014	282.788	219.023	208.55	240.87599999999998
sfmD	b0532	2.84921	2.81205	2.32967	2.14155	1.65635	1.51171	1.96468	2.55013	1.5836	1.7332299999999998	1.46138	1.50404
ydhQ	b1664	222.35	231.62400000000002	164.83599999999998	144.217	147.789	131.83100000000002	296.983	373.486	243.92	320.346	305.237	299.407
ydhT	b1669	23.5992	26.5628	18.6076	6.949039999999999	6.04885	6.748239999999999	10.5405	12.9768	6.44131	7.01496	9.50302	7.6353800000000005
ydhX	b1671	6.34203	7.84587	5.98583	3.68833	5.31599	3.98946	3.2890800000000002	5.809019999999999	6.46338	3.16782	4.3142	4.79142
ydhU	b1670	13.3535	17.5869	15.9698	7.97572	6.00041	6.16483	9.23841	10.4817	8.49998	7.26807	5.3185400000000005	5.32806
ydhW	b1672	18.6639	17.5979	20.4212	7.6198	6.66185	5.9846	12.966	14.8378	9.21302	11.4023	9.968	6.53712
ydhV	b1673	2.91174	4.27294	3.54684	1.16249	1.4968700000000001	1.54539	3.09559	3.24356	2.22717	1.4411399999999999	2.1097599999999996	2.37819
ydhY	b1674	1.6614400000000002	0.9540059999999999	0.0	1.39574	0.9394870000000001	0.6119760000000001	0.0	0.89679	1.0273	0.0	0.8682629999999999	0.40580700000000003
ydhZ	b1675	100.29299999999999	44.0722	49.9968	200.99200000000002	172.19	199.35	91.969	110.031	82.5225	246.71099999999998	304.345	180.03099999999998
ldtE	b1678	183.877	178.87900000000002	121.775	53.294	53.7289	51.8595	292.14099999999996	420.92699999999996	259.724	243.4	240.783	168.547
sufE	b1679	300.519	321.431	257.44	277.863	279.57	260.823	125.615	148.451	148.408	137.498	147.414	92.2466
kefC	b0047	32.2656	26.4732	32.8079	26.9988	23.3318	25.3349	43.8877	47.3212	38.8106	39.6738	38.4673	37.8673
sfmH	b0533	0.6394489999999999	0.578259	0.487538	0.806721	1.09485	0.706442	0.192693	0.52049	0.0	0.22869	0.0	0.0
sufD	b1681	564.8580000000001	564.494	456.37300000000005	549.368	604.245	607.905	252.37599999999998	238.243	256.01599999999996	260.57	291.587	197.83
sufS	b1680	342.264	451.037	293.123	441.119	477.76800000000003	491.00800000000004	165.34799999999998	138.722	204.47799999999998	196.666	165.498	152.329
sufC	b1682	589.75	581.519	483.161	624.36	632.31	669.706	245.06900000000002	320.536	253.592	240.257	287.08099999999996	215.05700000000002
sufB	b1683	402.588	398.798	380.765	525.317	575.8340000000001	558.529	192.78	195.549	200.00799999999998	197.268	207.229	167.77
sufA	b1684	372.782	392.329	404.98900000000003	565.217	639.702	688.3939999999999	243.56799999999998	195.102	212.27900000000002	241.685	212.21	190.582
ydiH	b1685	3921.83	5472.95	2638.52	809.805	634.992	691.1460000000001	2073.61	2839.88	2443.5	1407.5	1194.97	1601.55
ydiJ	b1687	260.462	236.888	274.38	181.114	177.584	187.792	294.087	341.536	318.693	247.572	226.21599999999998	262.534
menI	b1686	594.864	576.295	356.35699999999997	297.751	282.74	269.339	394.42199999999997	438.275	481.79	360.394	338.292	356.87300000000005
ydiP	b1696	22.5053	17.3531	14.472999999999999	13.2627	10.1917	11.955	12.8182	14.5245	18.25	16.7411	14.4513	17.5583
ppsA	b1702	153.821	132.33	198.593	237.89	234.38299999999998	245.275	395.478	401.715	436.72	549.432	517.28	605.563
sfmF	b0534	0.738207	2.4767	2.19237	1.13632	1.7302	0.0	0.886498	2.45161	1.42295	1.57446	0.0	0.0
ydiU	b1706	317.46	316.657	213.43200000000002	186.363	191.956	205.218	176.86599999999999	187.215	180.822	191.101	213.74400000000003	208.065
ydiV	b1707	36.5656	34.6502	53.0474	24.2414	25.9462	21.0105	63.1362	77.1206	69.8351	38.9975	50.2552	34.7358
nlpC	b1708	215.602	188.46599999999998	228.52599999999998	229.06	191.018	178.53	323.16200000000003	324.306	228.763	322.978	334.56300000000005	277.809
btuE	b1710	53.8378	57.601000000000006	76.0463	68.0824	64.8608	67.9156	184.646	147.459	176.486	156.759	185.32	158.06799999999998
btuD	b1709	62.0504	70.8966	73.9827	81.9967	72.6758	72.9281	180.25900000000001	141.381	188.614	192.114	185.861	142.941
btuC	b1711	45.0454	59.909	41.4507	62.5755	58.9138	61.4883	45.4563	45.5989	37.8411	52.013999999999996	50.8663	52.2218
ihfA	b1712	1756.38	1606.92	1353.37	2117.51	2133.07	2144.82	1962.93	1956.04	2465.0	2253.32	2073.86	2162.07
pheT	b1713	1484.29	1422.62	1170.42	1329.24	1318.03	1363.79	509.345	531.9680000000001	604.765	644.855	633.862	667.9860000000001
pheS	b1714	610.8919999999999	558.072	943.4939999999999	980.675	1032.72	1173.03	310.923	331.955	354.335	407.233	395.031	410.726
pheM	b1715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rplT	b1716	7620.34	8452.81	7311.06	11965.3	10198.7	10825.1	6701.1	5584.34	8064.55	7992.14	7099.86	9323.42
rpmI	b1717	11762.0	12816.3	13024.0	16330.2	14835.3	16374.5	12890.3	15093.7	12848.4	14031.8	16413.6	15327.8
infC	b1718	6556.73	6109.54	6923.77	9652.32	9012.0	9644.95	6400.29	6326.64	6833.74	8225.06	9254.3	8373.52
thrS	b1719	1819.25	1788.71	1513.37	1673.03	1646.54	1686.08	1299.93	1390.38	1363.99	1539.03	1712.21	1631.1
ydiY	b1722	51.803999999999995	52.5954	217.24	429.18800000000005	400.167	472.972	43.8629	28.8547	57.0253	81.5208	117.25200000000001	57.5557
yniB	b1726	111.669	113.179	76.0358	115.20299999999999	114.323	106.946	147.763	115.795	154.329	138.467	156.625	130.136
ydjO	b1730	0.945166	1.43451	1.61684	5.297969999999999	3.9479800000000003	3.5310699999999997	1.14881	0.742732	0.746747	0.641213	0.614989	1.29207
cedA	b1731	34.6235	25.6039	19.4095	55.1069	31.8654	55.5211	39.826	32.6067	31.7357	33.7727	44.743	45.6983
chbG	b1733	52.4908	59.9609	34.5064	27.923000000000002	28.1791	25.3612	29.5095	29.5911	35.4373	24.081	33.768	29.6893
chbF	b1734	16.8231	19.6522	17.9764	11.2557	9.754589999999999	10.6893	8.66714	10.7072	8.18699	10.8807	7.866689999999999	10.021
peaD	b4508	0.0	0.0	0.0	1.1418700000000002	0.649053	0.0	0.0	0.0	0.0	0.857468	0.0	0.881402
chbR	b1735	61.4764	46.3709	40.0429	18.6053	17.9181	12.046	25.3906	26.8285	19.1851	25.7635	23.1836	22.6874
chbA	b1736	64.2402	52.9672	37.8996	17.8406	21.0785	29.2394	21.0973	21.063000000000002	21.5244	19.3179	17.0512	32.2795
chbC	b1737	9.63873	9.22304	10.0389	8.1403	6.58904	5.61089	6.10441	8.9567	5.30909	8.45023	11.1134	7.82135
chbB	b1738	49.9739	30.9087	47.5509	42.9401	52.5697	64.8599	54.0573	64.7295	50.0091	72.6511	90.7769	76.0937
osmE	b1739	953.831	1008.13	709.7280000000001	332.022	290.034	308.494	2429.94	2543.39	2965.46	2514.9	1965.9	1752.51
ves	b1742	3.7795099999999997	2.61915	5.83601	3.29126	4.0994	3.63677	3.23172	5.44305	3.34455	2.82973	4.97414	3.90487
spy	b1743	69.4345	71.1275	73.958	28.747	25.8518	23.9339	102.662	80.7786	60.0243	43.4909	72.7773	45.1582
astB	b1745	20.6958	25.662	13.684000000000001	6.2771	5.5904	4.55464	21.0618	19.8669	17.7946	14.0421	15.7689	11.6454
astE	b1744	15.2447	13.9998	9.14104	2.2471200000000002	4.701280000000001	4.1081	13.1994	13.2615	10.2091	9.80102	15.9567	8.36508
astD	b1746	14.0287	17.2527	12.8302	5.35506	3.45168	4.99956	18.1873	20.861	22.2692	13.9477	17.974	9.79296
astA	b1747	26.5791	22.025	18.2369	5.05125	4.28831	5.33338	31.0485	34.2831	33.3159	25.0853	27.1626	21.0844
astC	b1748	18.3334	18.433	28.6052	6.99465	11.2502	9.7152	46.3814	27.7908	42.4773	30.5334	33.2883	29.0435
ynjF	b1758	38.8443	44.7635	33.8635	26.0379	20.8934	24.8161	38.3382	27.6112	26.9103	25.4693	21.6569	36.3742
ynjH	b1760	28.7134	18.9811	23.4968	6.81925	9.059280000000001	11.5194	13.7261	25.6644	19.8394	32.4361	15.7526	16.3674
ynjI	b1762	4.6900699999999995	2.92287	7.354010000000001	6.11974	6.22044	5.420640000000001	7.8834800000000005	8.92098	6.11308	8.25717	9.87359	9.29082
topB	b1763	101.59100000000001	122.42299999999999	108.999	112.87700000000001	116.819	123.40100000000001	107.462	106.78299999999999	137.733	126.807	124.954	147.536
selD	b1764	467.685	569.863	332.835	314.472	330.539	318.76099999999997	273.932	289.617	332.03	337.195	279.952	384.88
ydjA	b1765	360.716	473.36699999999996	217.78	215.11	239.014	254.38299999999998	178.826	250.391	246.375	250.709	206.345	319.34
ydjE	b1769	2.2667200000000003	2.63495	3.7767699999999995	1.8197599999999998	2.57994	1.9913900000000002	1.9909	1.80073	1.1154	2.46948	0.526882	1.46585
ydjF	b1770	76.579	54.4842	43.5492	51.7819	44.7644	42.1191	43.5995	32.478	45.638999999999996	37.6075	31.0853	41.4078
ydjG	b1771	10.3048	7.44757	9.46467	7.944539999999999	7.31925	6.747610000000001	8.93925	7.382969999999999	9.09343	9.049380000000001	8.997819999999999	9.06193
ydjH	b1772	6.43732	6.7748	5.59741	3.18361	4.47532	5.0647	5.683	7.677169999999999	3.32191	5.5548	4.657430000000001	3.6978400000000002
ydjI	b1773	11.2243	10.5626	10.2297	7.20022	6.49653	9.49058	9.06509	6.84548	7.305339999999999	10.2689	7.79577	9.77631
ydjJ	b1774	2.6653599999999997	3.7530900000000003	3.24887	2.77453	4.9154599999999995	2.32488	4.03428	3.4578	2.75013	3.11885	2.51558	2.95638
ydjK	b1775	6.10853	2.7044099999999998	2.67214	2.70233	1.31374	3.2631900000000003	1.2517	0.8820790000000001	1.2516100000000001	0.8258549999999999	1.3785399999999999	1.23955
ydjL	b1776	4.8099	4.26198	4.06321	3.3386199999999997	3.2557	3.9177699999999995	3.7788199999999996	4.96743	3.06906	3.74208	3.9709800000000004	3.23446
yeaC	b1777	1387.99	1777.37	402.164	528.46	588.014	533.368	354.18199999999996	550.545	459.491	365.708	333.416	516.5790000000001
msrB	b1778	2114.01	1823.17	1241.97	349.977	379.849	362.486	629.207	868.821	511.423	562.974	520.347	621.803
yeaE	b1781	39.3187	55.2774	39.9059	39.5488	39.3805	41.9699	50.8397	46.489	62.5746	41.4155	32.598	45.5875
mipA	b1782	597.5930000000001	582.679	700.7760000000001	616.9680000000001	583.066	580.385	774.6030000000001	703.818	708.418	810.573	751.33	926.431
yoaI	b1788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
yeaM	b1790	45.2551	36.7638	30.5746	22.6778	14.7231	18.69	18.8345	17.8272	16.3045	15.2765	17.6968	18.6723
yoaF	b1793	278.664	182.084	244.50799999999998	101.29700000000001	114.986	81.2173	334.481	374.421	130.37	316.32	388.98900000000003	227.085
yeaQ	b1795	832.273	815.553	670.535	272.908	225.88299999999998	185.51	2582.07	2458.34	2355.85	2290.38	2086.75	1547.62
yoaG	b1796	9.13307	8.01747	6.71972	0.0	0.0	3.28705	0.0	0.0	4.22285	0.0	0.0	6.27236
yeaR	b1797	11.3708	14.1429	13.2489	1.32269	1.4331	0.6870470000000001	4.21166	11.6788	5.72185	9.11581	11.4757	7.256460000000001
leuE	b1798	10.0546	11.0819	21.9647	14.1545	11.7411	12.337	18.5148	17.8963	12.4955	9.1775	11.2714	9.15118
dmlR	b1799	24.826999999999998	29.0773	23.7378	30.0857	33.7676	29.5212	49.1851	40.1773	58.1619	32.7948	28.1938	29.3994
rnd	b1804	46.4424	55.6492	64.3205	116.544	121.87200000000001	130.832	49.7592	37.3249	55.0998	67.1653	51.5951	55.6839
fadD	b1805	48.0059	41.7062	90.2517	114.406	99.0236	101.62200000000001	31.8349	27.8262	33.1188	40.9783	50.9935	46.3413
emrE	b0543	46.1008	40.4913	62.7595	82.5314	64.7078	56.5002	60.8771	37.7391	72.6288	75.7361	77.5782	76.8635
yeaY	b1806	82.5865	66.1659	120.86	166.172	184.37099999999998	179.46099999999998	77.9227	68.2574	103.545	108.743	94.1764	98.8636
tsaB	b1807	51.0201	37.8506	109.56700000000001	213.264	235.449	259.905	91.5581	64.2371	102.936	135.436	137.091	130.584
yoaA	b1808	13.9184	18.5908	29.3796	35.0734	42.7092	44.0234	38.3688	30.4437	40.5944	48.2975	48.3331	49.013000000000005
yoaH	b1811	431.26099999999997	226.761	283.057	283.19599999999997	288.056	227.81599999999997	259.317	339.95	338.95300000000003	358.44300000000004	374.055	301.893
yoaE	b1816	33.7744	30.5685	47.586000000000006	75.2551	72.627	76.7401	50.7485	43.4061	60.2543	50.6833	39.7909	43.6038
rlmA	b1822	45.9899	38.3868	107.098	122.69	127.085	137.154	54.183	59.3742	70.1065	70.6183	87.0176	76.6907
cspC	b1823	2739.32	2618.09	2874.67	4554.11	4001.5	4237.62	4615.52	6415.59	5855.49	8580.2	8565.73	12761.8
yobF	b1824	1136.69	1347.87	932.758	3215.48	2666.87	3097.76	2159.79	2564.33	3670.13	4039.98	3226.87	7571.68
yebO	b1825	108.6	148.097	105.58	592.823	535.033	538.004	144.638	114.652	258.532	199.854	177.69099999999997	325.251
mgrB	b1826	138.936	249.59099999999998	231.938	755.7860000000001	457.62699999999995	544.224	247.854	272.978	391.01	299.59	295.372	673.908
ybcK	b0544	1.23937	1.40015	3.35532	3.4648	4.20504	2.43502	0.880092	0.641278	0.440172	1.37548	1.77761	1.69613
kdgR	b1827	212.179	212.317	168.52700000000002	233.611	228.615	220.483	193.257	223.885	169.898	202.34900000000002	223.5	219.342
htpX	b1829	260.094	276.003	309.93	498.36300000000006	466.60400000000004	481.472	263.306	231.551	314.16900000000004	271.51599999999996	209.42	283.592
prc	b1830	81.7103	82.3068	117.631	114.986	110.27	111.806	376.589	316.793	351.45599999999996	438.381	512.264	423.246
proQ	b1831	204.12900000000002	237.271	407.274	481.45300000000003	503.083	491.56300000000005	898.523	622.179	910.5010000000001	1045.5	1095.15	1012.97
msrC	b1832	198.31099999999998	193.24900000000002	339.43199999999996	431.939	409.08	422.336	566.3009999999999	409.33099999999996	670.2439999999999	591.4119999999999	598.313	633.386
pphA	b1838	55.2791	53.1603	44.8748	6.858910000000001	6.65428	8.6857	24.6445	25.5189	16.3703	18.0102	22.4479	12.9067
yebY	b1839	161.194	198.22799999999998	190.235	262.187	221.675	223.50599999999997	238.959	257.767	276.099	219.74400000000003	248.90599999999998	244.898
yebZ	b1840	196.80900000000003	190.65400000000002	196.43400000000003	192.27599999999998	187.623	180.55	175.497	199.87099999999998	191.65	194.489	220.398	219.343
