time	A01	A02	A03	A04	A05	A06	A07	A08	B01	B02	B03	B04	B05	B06	B07	B08	C01	C02	C03	C04	C05	C06	C07	C08	D01	D02	D03	D04	D05	D06	D07	D08	E01	E02	E03	E04	E05	E06	E07	E08	F01	F02	F03	F04	F05	F06	F07	F08
0.00506	0.0	0.09600000000000009	0.0	0.0649999999999995	0.0	0.0	0.0	0.0	0.0	0.002000000000000668	0.0	0.03500000000000014	0.0039999999999995595	0.0	0.0	0.0	0.0	0.0	0.005000000000000782	0.034000000000000696	0.0	0.0	0.03500000000000014	0.0	0.0389999999999997	0.0	0.02200000000000024	0.058999999999999275	0.0	0.0	0.0	0.0	0.03700000000000081	0.02999999999999936	0.0	0.025000000000000355	0.0990000000000002	0.0	0.0600000000000005	0.0	0.0	0.06199999999999939	0.12299999999999933	0.0	0.06400000000000006	0.06899999999999906	0.05599999999999916	0.0
0.17177	0.12600000000000122	0.0259999999999998	0.125	0.0	0.05799999999999983	0.15399999999999991	0.12300000000000111	0.3470000000000013	0.19399999999999906	0.0	0.12199999999999989	0.0	0.0	0.05999999999999872	0.06300000000000061	0.12599999999999945	0.12400000000000055	0.08999999999999986	0.0	0.0	0.09200000000000053	0.02800000000000047	0.0	0.09700000000000131	0.0	0.026999999999999247	0.15300000000000047	0.1869999999999994	0.09500000000000064	0.1280000000000001	0.028999999999999915	0.06600000000000072	0.0	0.05799999999999983	0.2220000000000013	0.18599999999999994	0.0	0.13099999999999845	0.08900000000000041	0.02999999999999936	0.02499999999999858	0.08999999999999986	0.18599999999999994	0.16299999999999848	0.0	0.0	0.08899999999999864	0.23799999999999955
0.33847	0.5200000000000014	0.0	0.2289999999999992	0.006999999999999673	0.4189999999999987	0.548	0.3880000000000017	0.6760000000000002	0.42799999999999905	0.10400000000000098	0.38599999999999923	0.07099999999999973	0.1349999999999998	0.38899999999999935	0.2320000000000011	0.45500000000000007	0.3569999999999993	0.09699999999999953	0.10299999999999976	0.07200000000000095	0.13100000000000023	0.2919999999999998	0.10400000000000098	0.3960000000000008	0.16800000000000104	0.0	0.0	0.0	0.005000000000000782	0.2320000000000011	0.06800000000000139	0.0730000000000004	0.16800000000000104	0.0	0.0990000000000002	0.0	0.10299999999999976	0.13899999999999935	0.06400000000000006	0.036999999999999034	0.19299999999999962	0.0	0.0	0.009999999999999787	0.07199999999999918	0.006999999999999673	0.0	0.1509999999999998
0.50508	0.6170000000000009	0.12899999999999956	0.32599999999999874	0.1039999999999992	0.45099999999999874	0.6450000000000014	0.4200000000000017	0.902000000000001	0.4599999999999991	0.23300000000000054	0.3219999999999992	0.16799999999999926	0.42600000000000016	0.6790000000000003	0.36100000000000065	0.7140000000000004	0.5510000000000002	0.2259999999999991	0.136000000000001	0.16800000000000104	0.29300000000000104	0.5180000000000007	0.16900000000000048	0.4930000000000003	0.2970000000000006	0.19400000000000084	0.09699999999999953	0.0649999999999995	0.005000000000000782	0.2970000000000006	0.06800000000000139	0.1379999999999999	0.3620000000000001	0.1620000000000008	0.13100000000000023	0.0	0.13599999999999923	0.2029999999999994	0.0	0.06899999999999906	0.38599999999999923	0.2259999999999991	0.09600000000000009	0.041999999999999815	0.1039999999999992	0.0389999999999997	0.06400000000000006	0.05400000000000027
0.67184	0.6539999999999999	0.1980000000000004	0.29800000000000004	0.23799999999999955	0.6169999999999991	0.7460000000000004	0.42400000000000126	0.907	0.6259999999999994	0.3020000000000014	0.5199999999999996	0.26900000000000013	0.5269999999999992	0.7479999999999993	0.43100000000000094	0.8149999999999995	0.6519999999999992	0.29499999999999993	0.2370000000000001	0.17300000000000004	0.42600000000000016	0.6839999999999993	0.1739999999999995	0.5950000000000006	0.3979999999999997	0.29499999999999993	0.2629999999999999	0.10199999999999854	0.10699999999999932	0.20500000000000007	0.13700000000000045	0.1750000000000007	0.39800000000000146	0.2629999999999999	0.2970000000000006	0.19899999999999984	0.20500000000000007	0.20899999999999963	0.1980000000000004	0.26699999999999946	0.42300000000000004	0.359	0.1980000000000004	0.4029999999999987	0.20599999999999952	0.04299999999999926	0.2629999999999999	0.2870000000000008
0.83847	0.7060000000000013	0.28500000000000014	0.4159999999999986	0.28999999999999915	0.7029999999999994	0.7350000000000012	0.5100000000000016	0.9600000000000009	0.7419999999999991	0.4190000000000005	0.5089999999999986	0.35499999999999865	0.5800000000000001	0.8339999999999996	0.5470000000000006	0.802999999999999	0.641	0.41300000000000026	0.41999999999999993	0.38700000000000045	0.609	0.7699999999999996	0.3550000000000004	0.6140000000000008	0.38700000000000045	0.47799999999999976	0.34699999999999953	0.4449999999999985	0.2240000000000002	0.386000000000001	0.2220000000000013	0.25900000000000034	0.45199999999999996	0.3810000000000002	0.4150000000000009	0.4450000000000003	0.38700000000000045	0.32399999999999984	0.2510000000000012	0.3200000000000003	0.379999999999999	0.41300000000000026	0.379999999999999	0.3569999999999993	0.28999999999999915	0.03200000000000003	0.34699999999999953	0.17300000000000004
1.0052	0.7110000000000003	0.32099999999999973	0.32399999999999984	0.488999999999999	0.706999999999999	0.8360000000000003	0.4820000000000011	1.0620000000000012	0.7149999999999999	0.42400000000000126	0.48099999999999987	0.488999999999999	0.6169999999999991	0.8709999999999987	0.5200000000000014	0.9049999999999994	0.7099999999999991	0.4169999999999998	0.32699999999999996	0.45700000000000074	0.6780000000000008	0.7739999999999991	0.35999999999999943	0.6190000000000015	0.48799999999999955	0.5150000000000006	0.44899999999999984	0.4499999999999993	0.2289999999999992	0.391	0.25900000000000034	0.3290000000000006	0.4560000000000013	0.4819999999999993	0.6130000000000013	0.4819999999999993	0.39199999999999946	0.2969999999999988	0.28800000000000026	0.3569999999999993	0.48099999999999987	0.5459999999999994	0.28800000000000026	0.3619999999999983	0.29499999999999993	0.23000000000000043	0.35199999999999854	0.3410000000000011
1.17181	0.6420000000000012	0.4139999999999997	0.3829999999999991	0.4190000000000005	0.7029999999999994	0.8320000000000007	0.5100000000000016	1.0570000000000004	0.7099999999999991	0.484	0.47699999999999854	0.6449999999999996	0.6769999999999996	0.8659999999999997	0.5150000000000006	0.9320000000000004	0.8339999999999996	0.5099999999999998	0.3230000000000004	0.516	0.673	0.9629999999999992	0.25900000000000034	0.6780000000000008	0.45199999999999996	0.5749999999999993	0.34699999999999953	0.4449999999999985	0.32099999999999973	0.48300000000000054	0.35100000000000087	0.35599999999999987	0.45199999999999996	0.6389999999999993	0.4800000000000004	0.4450000000000003	0.4190000000000005	0.38899999999999935	0.44400000000000084	0.3520000000000003	0.5739999999999998	0.6059999999999999	0.44399999999999906	0.45399999999999885	0.38700000000000045	0.29100000000000037	0.4759999999999991	0.43100000000000094
1.33842	0.7460000000000004	0.41999999999999993	0.42300000000000004	0.49099999999999966	0.6449999999999996	0.968	0.3230000000000004	1.064	0.6209999999999987	0.4270000000000014	0.48299999999999876	0.45899999999999963	0.6199999999999992	0.8729999999999993	0.652000000000001	0.9399999999999995	0.8089999999999993	0.5809999999999995	0.42600000000000016	0.5240000000000009	0.6159999999999997	0.8089999999999993	0.36299999999999955	0.6859999999999999	0.4900000000000002	0.6790000000000003	0.3550000000000004	0.5489999999999995	0.4250000000000007	0.5230000000000015	0.391	0.36400000000000077	0.49100000000000144	0.5489999999999995	0.713000000000001	0.48499999999999943	0.42600000000000016	0.4289999999999985	0.484	0.4239999999999995	0.48299999999999876	0.645999999999999	0.484	0.5909999999999993	0.36299999999999955	0.2970000000000006	0.484	0.44200000000000017
1.50514	0.7390000000000008	0.44399999999999906	0.4159999999999986	0.4209999999999994	0.7329999999999988	0.8940000000000001	0.5080000000000009	1.2170000000000005	0.7799999999999994	0.4530000000000012	0.5389999999999997	0.41999999999999993	0.7419999999999991	0.8979999999999997	0.6150000000000002	1.0969999999999995	0.8659999999999997	0.6370000000000005	0.41800000000000104	0.5180000000000007	0.8350000000000009	0.8989999999999991	0.48600000000000065	0.7160000000000011	0.6750000000000007	0.7029999999999994	0.5150000000000006	0.5759999999999987	0.5489999999999995	0.5510000000000002	0.5129999999999999	0.3930000000000007	0.5150000000000006	0.6069999999999993	0.7380000000000013	0.5779999999999994	0.41999999999999993	0.5239999999999991	0.5750000000000011	0.5469999999999988	0.5059999999999985	0.6709999999999994	0.673	0.5889999999999986	0.48799999999999955	0.3219999999999992	0.5779999999999994	0.577
1.67185	0.8290000000000006	0.40499999999999936	0.2469999999999999	0.3490000000000002	0.661999999999999	0.8879999999999999	0.4040000000000017	0.9199999999999999	0.6749999999999989	0.511000000000001	0.4029999999999987	0.5739999999999998	0.7029999999999994	1.084999999999999	0.543000000000001	0.8300000000000001	0.9239999999999995	0.5339999999999989	0.4120000000000008	0.543000000000001	0.8279999999999994	0.9239999999999995	0.28500000000000014	0.7400000000000002	0.572000000000001	0.6959999999999997	0.5060000000000002	0.5039999999999996	0.34699999999999953	0.6080000000000005	0.4090000000000007	0.5790000000000006	0.5080000000000009	0.5999999999999996	0.7960000000000012	0.504999999999999	0.5099999999999998	0.516	0.5680000000000014	0.3780000000000001	0.4349999999999987	0.7289999999999992	0.4710000000000001	0.5809999999999995	0.577	0.34699999999999953	0.6019999999999985	0.5020000000000007
1.8386	0.7650000000000006	0.4369999999999994	0.3119999999999994	0.5109999999999992	0.7269999999999985	1.0820000000000007	0.4040000000000017	1.0810000000000013	0.738999999999999	0.511000000000001	0.4349999999999987	0.6069999999999993	0.7029999999999994	0.9559999999999995	0.6080000000000005	0.9599999999999991	0.7620000000000005	0.5009999999999994	0.3150000000000013	0.543000000000001	0.7960000000000012	0.9239999999999995	0.4139999999999997	0.838000000000001	0.604000000000001	0.6319999999999997	0.5060000000000002	0.6979999999999986	0.4120000000000008	0.7050000000000001	0.4740000000000002	0.5790000000000006	0.5080000000000009	0.6969999999999992	0.7960000000000012	0.472999999999999	0.6069999999999993	0.6129999999999995	0.6000000000000014	0.4429999999999996	0.4029999999999987	0.8260000000000005	0.6649999999999991	0.677999999999999	0.5129999999999999	0.34699999999999953	0.504999999999999	0.5670000000000002
2.00528	0.7350000000000012	0.5039999999999996	0.31400000000000006	0.5459999999999994	0.7289999999999992	0.9870000000000001	0.43900000000000006	0.9860000000000007	0.6769999999999996	0.41600000000000037	0.5349999999999984	0.802999999999999	0.6400000000000006	1.0549999999999997	0.5460000000000012	0.8650000000000002	0.8290000000000006	0.5999999999999996	0.4140000000000015	0.5129999999999999	0.7010000000000005	0.9269999999999996	0.38400000000000034	0.7430000000000003	0.5739999999999998	0.6340000000000003	0.6709999999999994	0.6029999999999998	0.5440000000000005	0.7070000000000007	0.37900000000000134	0.5820000000000007	0.47800000000000153	0.6669999999999998	0.8310000000000013	0.5079999999999991	0.609	0.5189999999999984	0.7640000000000011	0.47799999999999976	0.4369999999999994	0.7309999999999999	0.6029999999999998	0.5839999999999996	0.6120000000000001	0.31700000000000017	0.702	0.47300000000000075
2.17191	0.8320000000000007	0.43900000000000006	0.44399999999999906	0.6099999999999994	0.6639999999999997	0.8900000000000006	0.5040000000000013	1.0830000000000002	0.7739999999999991	0.44899999999999984	0.4369999999999994	0.7059999999999995	0.7370000000000001	0.9900000000000002	0.6750000000000007	0.9299999999999997	0.7650000000000006	0.5999999999999996	0.31700000000000017	0.6430000000000007	0.7010000000000005	1.0239999999999991	0.2870000000000008	0.6460000000000008	0.6059999999999999	0.7959999999999994	0.6059999999999999	0.6999999999999993	0.4139999999999997	0.7070000000000007	0.5730000000000004	0.6460000000000008	0.511000000000001	0.7639999999999993	0.734	0.6690000000000005	0.641	0.6479999999999997	0.6669999999999998	0.6399999999999988	0.5019999999999989	0.8279999999999994	0.6029999999999998	0.6809999999999992	0.5800000000000001	0.4139999999999997	0.6049999999999986	0.6669999999999998
