GENE	MEDIUM	MEDIUM:STRAIN	STRAIN	medium_direction	strain_direction	interaction_direction
yfgI	0.05885859093752188	0.49489391341506883	0.06054224126202756	-1.0	1.0	-1.0
xseA	0.10066541667216988	0.8210468650068812	0.21294923015266964	-1.0	1.0	-1.0
sseA	0.020990374988083316	0.008296933844717858	0.08226779149889635	-1.0	-1.0	1.0
suhB	0.03040995994831519	0.2587850080908023	0.01514107440215895	1.0	-1.0	1.0
yfhR	0.05794718533949794	0.057302372220600084	0.19736053508795282	1.0	-1.0	-1.0
csiE	0.21036829136228907	0.6157801532355458	3.985964255776693	-1.0	-1.0	-1.0
hcaF	0.3670302440814375	2.87549905472044	0.12859148010289534	-1.0	-1.0	-1.0
hcaC	0.19820534455108496	1.2004940421404782	0.09602358220335105	-1.0	-1.0	-1.0
hcaE	0.012485810982408196	1.5362498216950788	0.014130260161563157	-1.0	-1.0	-1.0
dinB	7.290471335019699e-05	0.24458361379612326	0.05249829232726505	1.0	-1.0	-1.0
hcaB	0.21568434495492284	1.462069143936115	0.0479606346621404	-1.0	-1.0	-1.0
hcaD	0.11194581433363793	0.5981018979332049	0.0007786160413427723	-1.0	1.0	-1.0
yphA	0.00011025502486083916	0.03104693332378261	7.246937203367784	1.0	-1.0	-1.0
yphH	0.066988884031142	0.025949099212110305	0.050716458706953405	-1.0	1.0	1.0
hmp	0.4047698305291366	0.020609283046052806	0.017211206694445536	1.0	1.0	1.0
mltF	0.010326637797870936	0.0006351013497698788	0.04981714317833277	1.0	1.0	1.0
yfhH	0.2737570193473502	0.7499501959395786	0.00174921209813661	-1.0	1.0	-1.0
yfhL	0.4270996451073117	0.3573731814028207	0.6243599157419055	1.0	-1.0	1.0
nadB	0.958013545745489	1.3168651892594778	0.01706699035397463	-1.0	1.0	-1.0
srmB	0.01997371779661547	0.06622969429531658	0.00012001720059959253	1.0	1.0	1.0
yafN	0.06976263696080565	0.08830944571928923	0.06300448639932554	-1.0	-1.0	-1.0
eamB	0.002756525612752858	0.3260762403015217	0.023953130203966277	-1.0	-1.0	-1.0
ung	0.0005832324867718341	0.33564618024099246	0.03945365943925161	1.0	1.0	1.0
trxC	0.0017581876778030026	0.03178259201679512	0.16657854862404908	1.0	1.0	1.0
yfiP	8.714943061471914e-05	0.02674986086183484	0.21338683930503993	-1.0	1.0	-1.0
pka	0.12235034961549651	0.0004178569590689296	0.24744929426185847	-1.0	-1.0	1.0
pssA	0.006452244635832827	0.0037398515538886734	0.10834387692187253	1.0	1.0	-1.0
yfiM	0.14174560633571565	0.6165542864100498	0.02753745461300583	1.0	-1.0	1.0
bamD	0.1720461007581804	0.611497965820123	0.007203775467047535	1.0	1.0	1.0
raiA	0.33543275549536444	0.20992308135198456	0.013091614649216154	-1.0	1.0	1.0
yafO	0.28594161252750194	0.0744346661682107	0.2885460013900698	1.0	-1.0	1.0
pheA	0.16146813980876118	3.0858035978159717	2.4693757467275645e-05	1.0	1.0	1.0
yfiL	0.30712376964764476	1.6299189110613455e-05	4.752720526801965	-1.0	-1.0	1.0
yfiN	0.005653465124675822	0.013119421156431332	0.011818335542523595	1.0	-1.0	1.0
yfiR	0.03623963511596329	0.019335279662961113	0.029096408516732453	1.0	-1.0	1.0
yfiB	0.007934331141944195	0.39339963920808385	0.16874396305234862	-1.0	-1.0	1.0
ypjD	0.18688645771761214	0.006343711703096222	0.05457942899130819	1.0	1.0	-1.0
yfjD	0.131943783399086	0.10433346578594471	0.04088074016751511	1.0	1.0	-1.0
nadK	0.0043939849140114395	0.014024756222504875	0.0665859133161073	1.0	-1.0	-1.0
recN	0.17187056874397266	0.0007988265149772023	0.04824677355540524	1.0	1.0	1.0
bamE	0.22748360235088505	0.14638645007042328	0.1669047875085652	1.0	1.0	1.0
yafP	0.007393417869183461	0.009041315249929682	0.003922418678014905	1.0	1.0	-1.0
smpB	0.0466584882548311	0.22967868545150516	0.03340263578381908	1.0	1.0	1.0
intA	0.02173420906167578	0.016731418286485	0.0018109844318444646	1.0	1.0	-1.0
alpA	0.21181745876000146	6.251359119868738e-05	0.5238678868982731	-1.0	1.0	-1.0
yfjI	0.017721147169499796	0.5089159753141583	0.05575124219838057	1.0	1.0	1.0
yfjJ	0.04589019847181164	0.0008649699130161004	0.04429866310777164	1.0	1.0	1.0
rnlB	0.017123461807971196	0.36519292947136517	0.3070904011556488	-1.0	-1.0	-1.0
rnlA	0.6949725842312091	1.0933904748969638	0.17395616462128682	1.0	-1.0	1.0
yfjP	0.014772593879067486	0.07346923258266003	0.4035455453123027	-1.0	-1.0	-1.0
yfjQ	0.21722820194464054	0.24269789236464856	0.7109586677126649	1.0	-1.0	1.0
yfjR	0.02641478584822443	0.328753396645857	1.100406101609992	1.0	1.0	-1.0
yfjS	0.09729002667171782	0.001355193700713908	0.30547653118684615	1.0	1.0	1.0
ypjK	0.4347789418190171	2.081504909779243	0.7688968258763786	-1.0	1.0	1.0
yfjT	0.05510883311788639	1.3419896232238484	0.0720332142472846	-1.0	-1.0	-1.0
