GENE	MEDIUM	MEDIUM:STRAIN	STRAIN	medium_direction	strain_direction	interaction_direction
thrL	60.106853223534095	2.842313051587553e-10	60.10685322353401	1.0	-1.0	-1.0
rnhB	0.5795910816790828	0.00013661984746393685	2.0479633715851575	1.0	1.0	1.0
yedL	1.5043930843596791	1.386798835114849	6.241189373809761	-1.0	-1.0	1.0
fliH	0.5513842834056858	0.20912131970509673	0.11465791482515952	1.0	-1.0	-1.0
fliF	0.9509063012124714	0.07744683566035127	0.349414119498853	1.0	-1.0	1.0
fliG	0.24445838832069966	0.01205664141190832	0.2427367591866607	1.0	-1.0	-1.0
fliI	1.2460640854813896	0.4262994220117853	1.0317627684961794	1.0	-1.0	1.0
fliK	0.49619199357518246	0.008246621234151652	0.37833630631623555	1.0	-1.0	-1.0
fliJ	2.741979314894616	0.13991427657654576	0.3285790256375911	1.0	-1.0	1.0
fliL	0.05170780617976689	0.06328064958105184	0.031018125519726603	1.0	-1.0	-1.0
fliN	1.2867013423600264	0.04229389579440124	1.9402317002417542	1.0	-1.0	-1.0
lpxB	0.6980685185570756	0.022024502211792196	1.1413584863485582	1.0	1.0	1.0
fliM	0.08820498493731788	0.01144124793211554	0.7490513200189317	1.0	-1.0	-1.0
fliP	2.985739149244605	0.010099253454788126	0.7032242796010566	1.0	-1.0	-1.0
fliO	1.4590183909422816	1.1717163645659436	0.21759565111808143	1.0	-1.0	-1.0
fliQ	0.049366045047694485	0.8912308482195748	0.20361073733479884	-1.0	1.0	-1.0
fliR	2.505633941684099	0.03137196273007681	0.9598977308077135	1.0	1.0	1.0
rcsA	2.2759394321357256	0.2745171102320363	5.351578788735042	1.0	1.0	1.0
yodD	0.18370475394758534	0.0029053009088628734	0.7613968947198084	-1.0	-1.0	1.0
yedP	0.03038266020815078	0.057503193328791724	2.356921851590187	1.0	-1.0	1.0
yedA	7.263583254687476	0.22459017970803047	0.1350411346031931	1.0	-1.0	1.0
lpxA	0.0022805356008102073	0.019403866276642923	0.9728065733585582	-1.0	1.0	1.0
hchA	0.8425355618813763	0.19897586749569252	2.9026869548648935	1.0	-1.0	1.0
hiuH	2.904147962533007	4.573041278517069	0.5447890103607076	-1.0	1.0	-1.0
yedY	0.5056584385880756	0.25211898928790233	0.03229703942481921	-1.0	1.0	-1.0
yedZ	0.11654972936035368	0.0045535574271329815	0.10744331526574341	-1.0	1.0	-1.0
zinT	0.0768089774320111	0.25594510533981607	0.043200349950108796	-1.0	1.0	1.0
yodB	0.5931548382456793	5.51932049058199	2.2253695805235836	-1.0	1.0	1.0
mtfA	0.03922134166042568	0.33359595360872335	0.2376984326882644	-1.0	-1.0	1.0
yeeJ	0.009353238037013642	0.0016408774489874156	4.4717799551091675e-05	-1.0	1.0	-1.0
shiA	0.0005097841310502393	0.0021893283505819983	0.18601164360816896	1.0	-1.0	1.0
amn	0.03459003043167197	0.026727098114760484	0.33978853093735495	-1.0	-1.0	1.0
