GENE	MEDIUM	MEDIUM:STRAIN	STRAIN	medium_direction	strain_direction	interaction_direction
thrL	0.0213406831718288	0.562335714684842	1.4568946651999397	-1.0	1.0	-1.0
rnhB	0.002751328901369421	0.0757165256488237	1.2115372554412478	1.0	1.0	1.0
yedL	9.758764465042912	0.46884209560206713	3.0869189223131217	-1.0	-1.0	1.0
fliH	0.007473811646908413	0.7979538069372467	0.6640524717599747	-1.0	-1.0	1.0
fliF	0.032733298131813804	1.3799340799602429	2.411028531454523	-1.0	-1.0	1.0
fliG	0.15947446852305802	0.4977320186106451	0.5472913198256744	1.0	-1.0	1.0
fliI	0.03250804447975997	0.5169352914829226	1.4792923563050109	-1.0	-1.0	1.0
fliK	0.0002118487765507826	1.3622016182733994	2.085823649514963	-1.0	-1.0	1.0
fliJ	0.005325462787443946	1.0138200106401882	1.496479464076617	-1.0	-1.0	1.0
fliL	0.21883939168919087	1.8921889951874293	2.284659718168871	-1.0	-1.0	1.0
fliN	0.012640290006144417	0.22636307788668164	2.5522383407360656	-1.0	-1.0	1.0
lpxB	0.04813862149826431	0.001351488815748314	1.0026570023984043	-1.0	1.0	-1.0
fliM	0.059345562646790695	1.4541289232807701	2.889924796139317	-1.0	-1.0	1.0
fliP	0.20886696554785966	0.3415540976746846	0.08987643592966066	-1.0	-1.0	1.0
fliO	0.0540897974447061	1.1486026669855818	1.1686440243722718	-1.0	-1.0	1.0
fliQ	0.3164100773531393	0.053620993269371864	1.0902219102896185	1.0	-1.0	1.0
fliR	0.0032506125074567294	0.9185165183312538	0.051156502568828977	1.0	-1.0	1.0
rcsA	0.011511871370322613	0.03453994551147732	3.824080106158115	-1.0	1.0	1.0
yodD	2.705470341878307	0.5765371084531097	3.1116631883712778	1.0	-1.0	-1.0
yedP	2.456770060896983	0.7921471672657354	4.25075521600738	1.0	-1.0	1.0
yedA	3.5404910813267407	0.002782160899838404	0.9006457926801354	1.0	-1.0	-1.0
lpxA	0.09665142431098594	0.014873335278620559	1.0561407521650619	-1.0	1.0	-1.0
hchA	1.680000083696413	1.9904412681353099	10.614472173812878	1.0	-1.0	1.0
hiuH	0.4721622920888109	0.0051919312327580736	2.6563379087899675	-1.0	-1.0	1.0
yedY	1.8647430422431301	0.5803026703425035	0.05115595531916617	1.0	1.0	1.0
yedZ	0.6588498385296786	0.6085144369182849	0.052466055097110775	1.0	1.0	1.0
zinT	0.4553357086401495	0.4716564021996626	58.90631917689172	-1.0	1.0	-1.0
yodB	2.355292536396606	0.035578143059480594	20.27512108080616	-1.0	1.0	-1.0
mtfA	0.13725675240859214	0.20734938820423743	0.8888420147354328	-1.0	-1.0	-1.0
yeeJ	0.42934518947234035	0.25179628911921087	0.02403786313328571	1.0	1.0	1.0
shiA	1.2952304924552953	0.01935563417814387	0.13269594448586833	-1.0	1.0	1.0
amn	0.680980138093287	0.48040253624740537	0.2585184955461397	1.0	-1.0	1.0
dnaE	0.07922762497742086	0.00022375528881024564	1.2799198818735316	-1.0	1.0	-1.0
yeeN	0.06206577990029971	0.05585010024044457	0.03129187355491436	1.0	-1.0	-1.0
flu	0.3341037927231836	0.03843437554794793	0.22587467072025436	1.0	-1.0	1.0
yeeR	0.01322957304937511	0.07537727491123092	0.12087015254801514	1.0	1.0	1.0
yeeS	0.46349277683415835	0.6377955421201058	0.02408869037029948	1.0	1.0	1.0
yeeT	2.451882362585776	-8.400391493523784e-11	2.4518823625857733	1.0	1.0	1.0
cbeA	1.5822329419015677	0.32925558675319877	1.106779634653539	1.0	1.0	1.0
accA	0.9539109505966703	0.363508692512454	0.9608724040163903	-1.0	1.0	-1.0
cbtA	1.342042092289116	0.19542853435483387	2.731025748962951	1.0	1.0	1.0
sbcB	0.15853950332568223	0.010331823878795388	0.20778705613166504	1.0	1.0	-1.0
hisG	0.058515562973331825	0.3400086888792533	0.014223568256246821	1.0	1.0	-1.0
hisC	0.9150392840554467	0.004626562780784882	0.0994895996300158	-1.0	1.0	-1.0
hisD	0.7842019390816262	0.006437710599929147	0.2929582034656484	-1.0	1.0	-1.0
hisB	0.949970642028962	0.011968685634211607	0.1408409934889825	-1.0	1.0	1.0
hisH	1.54192553483372	0.00010956316785604159	0.32396571877089686	-1.0	1.0	-1.0
hisA	1.8660096842282599	0.07414892192698463	0.5135626939989146	-1.0	1.0	-1.0
ldcC	0.4085593117465429	0.09536209297752471	1.5091085185210071	1.0	-1.0	1.0
hisF	1.3590868071393793	0.05660716587584558	0.39630801628198764	-1.0	1.0	-1.0
hisI	0.613993613305855	0.01147824472740644	0.16322668129713613	-1.0	1.0	1.0
yegH	0.005882983026834543	0.11929555815302173	0.1991848212916436	1.0	1.0	1.0
yegE	0.06941425487552297	0.03368777071838319	0.1300502480720706	1.0	-1.0	1.0
yegD	1.3726330242058453	0.0004552211915970217	0.09738883138476034	-1.0	-1.0	1.0
yegJ	0.0058951791506471896	0.03768852051889138	2.4084126100173804	1.0	-1.0	1.0
mdtA	0.2553897999161001	0.10726146107018275	0.08709328097234392	-1.0	1.0	-1.0
