GENE	MEDIUM	MEDIUM:STRAIN	STRAIN	medium_direction	strain_direction	interaction_direction
yfgH	0.4144039042645864	0.09102865059732701	1.311046634917418	1.0	1.0	1.0
yfgI	0.0733633262698925	0.10516912781248089	0.3510439813331345	-1.0	1.0	-1.0
xseA	0.12389926520392125	0.6669674133785608	1.5434017241322375	1.0	-1.0	1.0
sseA	0.31938814087306966	1.0091473463278073	0.01499513129363983	-1.0	1.0	-1.0
suhB	1.6148945576158509	0.13765817057235186	4.779179608342015	-1.0	1.0	-1.0
yfhR	0.059928080875991	0.23431882273761273	0.5569453209405335	1.0	1.0	1.0
csiE	0.24639954050289115	0.176421953944097	0.15900128773096656	1.0	-1.0	-1.0
hcaF	0.012331767837812146	0.09374776850181399	1.066248005735688	1.0	1.0	1.0
hcaC	0.6072831401138239	0.3347657110073088	1.9201611676976003	-1.0	1.0	1.0
hcaE	0.09004095570511778	0.022679355391432676	0.03279715532138555	1.0	1.0	1.0
dinB	0.636369947144485	0.13959306475804206	1.1415987948454014	1.0	-1.0	-1.0
hcaB	0.482503679998174	0.11532953169701632	1.155593328150394	-1.0	1.0	-1.0
hcaD	1.2716932440410234	0.15292354179703876	1.248532402763197	-1.0	1.0	-1.0
yphA	0.7126772992013404	0.3380541155772543	0.07118548260589463	-1.0	-1.0	-1.0
yphH	0.05311584045004575	0.15303828245470796	0.13735312892041784	-1.0	1.0	-1.0
hmp	0.9858074864916215	1.1876204178495673	0.0580193401433835	-1.0	1.0	-1.0
mltF	0.06449764314185058	0.37889328825033786	0.009970166350511733	1.0	-1.0	1.0
yfhH	1.6447769539203094	0.02925028289454812	0.09223297545506459	1.0	1.0	-1.0
yfhL	0.1048189536028179	1.9579693479151485	0.11688992147979427	-1.0	-1.0	1.0
nadB	0.32361246807086097	0.4923352920609019	0.6151439800001053	-1.0	-1.0	1.0
srmB	0.47671963067533785	0.013395889143548168	0.006040265648686205	1.0	-1.0	1.0
yafN	1.0005223485315722	0.3140112812828666	0.1540180667608635	-1.0	1.0	-1.0
eamB	0.003966589528510478	0.1426179620018478	0.3722357023417221	1.0	-1.0	1.0
ung	0.26673109268963385	0.05407726066186752	3.467899059583779e-07	1.0	1.0	1.0
trxC	0.0011441400157963244	0.07826452132443418	0.34114587621141546	1.0	1.0	1.0
yfiP	0.30191988129249636	0.8206873492495876	0.2329991387962007	1.0	-1.0	1.0
pka	1.0148227187059176	0.002011811811701847	1.3111727610092254	1.0	-1.0	-1.0
pssA	0.68102867304962	0.11459364531942429	0.20874111728405886	1.0	-1.0	1.0
yfiM	0.6362200805712344	0.27624587468979245	0.006059899149344572	1.0	1.0	1.0
bamD	0.004523954798443697	0.7140441703138123	0.2553121538511647	-1.0	-1.0	1.0
raiA	0.740041291405305	8.344827173491872	0.07919633948790761	1.0	-1.0	-1.0
yafO	0.1269534430132676	0.16847606413803495	0.5259655893962483	-1.0	1.0	1.0
pheA	0.11937346536607077	0.039271332150159405	0.25534368189755496	-1.0	-1.0	-1.0
yfiL	0.14673426778672027	0.08401545185167603	0.028150377566994678	-1.0	-1.0	1.0
yfiN	0.26913295315126917	0.4537879345492807	0.37056792306593966	-1.0	1.0	1.0
yfiR	0.009106614741237529	0.28236381144539946	0.3405315576197079	1.0	1.0	1.0
yfiB	1.5512007343801917	0.18306700760352457	0.019890563237567105	-1.0	-1.0	1.0
ypjD	0.000922339292092289	0.8876643280321979	0.00017562272906701537	1.0	1.0	1.0
yfjD	0.0019681677319430824	0.001990186464341348	8.315818874204961e-05	1.0	-1.0	1.0
nadK	0.17559935188781406	0.07088211954648754	0.00030185007180083545	-1.0	1.0	-1.0
recN	0.4462600781139707	0.4976089739141316	0.1021406485285512	1.0	-1.0	-1.0
bamE	0.0035657627288960825	0.00322656138115196	0.0019260068247932693	1.0	-1.0	-1.0
yafP	0.4060287774446518	0.3275601224925151	0.9602501587037651	-1.0	1.0	1.0
smpB	0.029709350139360602	0.0018475465236038602	0.6241517737597624	1.0	-1.0	1.0
intA	0.003125968252416511	0.07245899766754577	0.018495846125876847	-1.0	-1.0	-1.0
alpA	0.25105878133437365	0.12386537820879973	0.5032617575574463	-1.0	1.0	-1.0
yfjI	0.6148179907816229	0.1263647312845687	1.8810526998051649	-1.0	1.0	-1.0
yfjJ	0.3733296023180477	0.1582641254853907	3.051839881346216	-1.0	1.0	-1.0
rnlB	0.006554371927879998	0.047916517678133985	0.5262032873765441	-1.0	1.0	-1.0
rnlA	0.03175700099948209	0.31755104741214346	0.225603461833924	1.0	1.0	1.0
yfjP	0.0027389451735670978	0.2771929226598243	0.046671712493136175	-1.0	1.0	-1.0
yfjQ	0.1150756561988433	0.06613624577723165	0.04002484850279453	-1.0	-1.0	1.0
yfjR	0.7947048939585835	0.16610158118161067	0.6585974732676982	1.0	1.0	-1.0
yfjS	9.868408510360638e-07	0.3146971167241299	0.611564375608191	-1.0	1.0	-1.0
ypjK	0.24084702303970662	0.007382924968893256	0.5808642656986844	-1.0	1.0	-1.0
yfjT	0.036774856987875415	0.47105696230057026	0.4832390069908794	-1.0	1.0	-1.0
yfjW	2.327734773577224	0.8009236393219588	0.05610836735295255	-1.0	1.0	-1.0
yfjX	0.09582359072712476	1.3820500299743799e-11	2.273942302490131	-1.0	1.0	-1.0
