GENE	MEDIUM	MEDIUM:STRAIN	STRAIN	medium_direction	strain_direction	interaction_direction
rcnB	0.3134793208251523	0.27178328797460694	0.10962054364025153	1.0	1.0	-1.0
metG	0.0016385083177592463	0.04117467987205092	0.5068697063140251	1.0	1.0	1.0
yehI	0.05425099757003066	0.0005588071431193165	0.19056280606247544	1.0	-1.0	-1.0
yehK	0.5162971880940752	1.572941109776119	0.22394136576596146	1.0	1.0	1.0
yehL	0.18293415323804463	0.28126147757340303	3.5674288797317857	-1.0	1.0	1.0
yehM	0.07643942850267915	0.34805676053653467	0.021851843125064607	1.0	-1.0	1.0
yehP	0.18602092736470066	0.07493275561381996	0.043496250155631966	1.0	1.0	1.0
yaeQ	0.006741858133979872	0.021702124584967897	0.005835494584068512	-1.0	1.0	1.0
yehR	0.003676625293027147	0.14587606091808863	0.7994347003753596	-1.0	1.0	-1.0
mlrA	2.141183974470157	0.25673800920247236	12.056899611075346	1.0	-1.0	-1.0
yohO	1.085168675335943	15.690415016058282	3.9385228637468117	-1.0	1.0	-1.0
dld	0.01768293377451169	0.027433456964853775	0.2623421857810415	-1.0	-1.0	-1.0
yohD	0.12110293274702588	0.06553124136512817	2.6938572777200647	1.0	-1.0	-1.0
yohP	0.026058998408331036	60.10902840867612	0.02605899840872894	1.0	-1.0	-1.0
yohK	0.07659085247499625	0.00945709749147522	0.021169527639532337	-1.0	1.0	-1.0
yohJ	0.029137188188504748	0.3649927864597823	0.3786299556829962	-1.0	1.0	-1.0
cdd	0.6210310105752171	0.18039673677619528	0.31743320508372075	1.0	1.0	1.0
sanA	0.0001520378100539066	0.04069918414433138	0.2667936330009705	-1.0	1.0	-1.0
arfB	0.030888795038718664	0.015386077726603942	0.1759073309546541	1.0	-1.0	-1.0
yeiS	0.0753049592813344	0.022214637072046628	0.23071692538681354	-1.0	-1.0	1.0
preA	0.027631980404424494	0.015016283617076187	0.036737872696879004	1.0	-1.0	-1.0
preT	0.2589043056702144	0.030378650005897956	0.009130109103369033	1.0	1.0	1.0
yeiG	0.007912522273993194	0.09320906801153173	1.2826048274153141	-1.0	-1.0	1.0
yeiH	0.15648513074669912	1.8185683897664617e-06	1.1320608336209745	-1.0	-1.0	1.0
nfo	0.9372014789033316	0.004540205288577237	0.1906948077225903	1.0	-1.0	-1.0
yeiI	0.7191542978725476	0.0011793955146663648	0.009094679729906768	1.0	-1.0	1.0
yeiL	0.401054959975953	0.0007302491582614756	0.1473335310197017	-1.0	-1.0	1.0
setB	0.2691112528580609	0.007106862383251977	0.0001725370314136221	1.0	1.0	-1.0
yeiP	0.067613063352848	0.21298276990817633	0.23969481401886927	-1.0	1.0	-1.0
nhaA	0.297550603181568	1.4285670280858995	2.0343129205667125	1.0	-1.0	-1.0
nlpE	0.15194711649716552	0.000628622565448822	0.22847045726008974	1.0	-1.0	-1.0
yeiQ	0.09567512796420818	0.03394957905887458	2.0602507811849473	-1.0	1.0	1.0
yeiR	1.9626345180442728	0.07411678905476982	0.02618367640571151	1.0	1.0	1.0
lpxT	1.2349192760385823	0.47194851322463827	0.17096604286315253	1.0	1.0	1.0
mepS	0.016888034512568595	0.007483459352087607	0.15964370363654012	-1.0	1.0	-1.0
rtn	0.0003454076323237132	0.004363692025056043	0.02214804453580066	-1.0	-1.0	-1.0
yejA	0.6574954681943573	0.002234405491568753	0.027975927871851186	1.0	-1.0	1.0
yejE	0.28500567291247747	0.007051270673992804	0.37899042990046616	1.0	-1.0	-1.0
yejB	0.48714458099142666	0.18207213103725045	0.14089520787411292	1.0	-1.0	1.0
yejF	0.22902180915588166	0.15366121976700764	0.39681110568624234	1.0	-1.0	1.0
yejH	0.2829069682467038	0.12986542015907762	0.006214454981376599	1.0	-1.0	1.0
gmhB	0.2000573156603611	0.011170275092005522	0.029455344180373544	-1.0	-1.0	-1.0
rplY	0.1507464917723098	0.11870710386002514	0.10305979631176854	-1.0	1.0	-1.0
yejL	1.2054638006020468e-05	0.03897446791308923	0.004633673419862205	1.0	1.0	1.0
yejM	0.039659768513601784	0.09651892598889455	0.02290510346358121	1.0	1.0	1.0
narP	0.0013553594605664188	0.04683635592719626	0.010029933427639692	-1.0	-1.0	1.0
eco	0.08430595194338553	0.24286252663667185	0.32984623533817614	1.0	-1.0	-1.0
rcsD	0.057699428927381335	0.0037138067688508025	0.03060634577000143	1.0	1.0	-1.0
rcsB	0.019144898910990804	0.02657666491952071	0.04862894667088469	-1.0	1.0	-1.0
atoC	0.16710633029916308	5.2828220759582045e-06	0.3216720798825409	1.0	-1.0	-1.0
atoS	0.16914136972904126	0.0015087449009226483	0.07756793859697707	1.0	-1.0	-1.0
atoE	0.03331918913765319	0.29097594600090093	0.19937542804080133	1.0	1.0	-1.0
dkgB	0.0010999576677107048	0.1429737879870061	0.030014969314330342	-1.0	1.0	-1.0
atoA	0.061197711978626224	0.002332101627442018	0.006714840919637144	-1.0	1.0	1.0
atoD	0.017686642105625483	0.009330540645856478	0.1862725047866271	1.0	-1.0	1.0
atoB	0.09770428941185971	0.0025788723494816757	0.3275751451699752	-1.0	-1.0	1.0
ubiG	0.016034190999502762	0.006180143315079434	0.04709733935932814	-1.0	1.0	-1.0
nrdA	0.03887365418131239	0.20391945900253994	0.0335563122558189	-1.0	1.0	-1.0
yfaE	0.013787453871742628	1.296577764511511	0.05431380921146456	-1.0	-1.0	-1.0
nrdB	0.00021363826003906183	0.11216476642719364	0.2553323386586017	-1.0	1.0	-1.0
glpB	0.12799948039189746	0.0314187553801929	0.028690999910769288	1.0	1.0	-1.0
glpC	0.03375652066810031	0.061855034030834366	0.18380754833476054	1.0	-1.0	1.0
yafD	0.211160055020843	0.13894614913908443	1.3923486788642863	1.0	-1.0	1.0
glpA	0.3830627001588256	0.008043314727568168	0.8969894157523538	1.0	1.0	1.0
yfaD	0.17093809922282643	0.6888339154904694	0.27833313102395896	-1.0	-1.0	-1.0
ypaA	0.0016676921399145783	0.04872700886628567	0.0001039664799193929	-1.0	1.0	-1.0
nudI	2.3843459808042797	0.005275882035016055	0.32468446038058163	1.0	1.0	1.0
arnB	0.2108800960105176	0.052763873640148035	7.796721314599711	1.0	-1.0	-1.0
arnT	0.6229467901343507	0.005514968182041835	2.462110079946029	1.0	-1.0	-1.0
arnD	0.09552762755093075	0.07659734140277868	1.5411759889965189	1.0	-1.0	1.0
arnA	0.1401661133730062	0.004626081081331557	4.463066760596527	1.0	-1.0	-1.0
arnC	0.6569208629756181	0.009537220662901469	7.6779134984921535	1.0	-1.0	-1.0
arnE	0.3479703220653847	0.05838177087397112	4.795972540154262	1.0	-1.0	-1.0
yafE	0.2749472331268664	0.077226301487478	0.06825094079354355	1.0	-1.0	1.0
arnF	0.8075473595040261	0.17577757253861837	1.1847741626298571	1.0	-1.0	-1.0
rbn	0.0006387097278728326	0.004135831844203963	0.46341310656138046	-1.0	1.0	1.0
elaD	0.15157982490917954	0.024906714324294588	1.5458202273416393	1.0	-1.0	-1.0
yfbL	0.12221855766613254	0.35982851441045716	0.09330430953312474	1.0	1.0	-1.0
yfbM	0.015010971598898248	0.0011578548740925343	0.03151949756632039	-1.0	-1.0	-1.0
yfbO	0.08882598796702057	0.3087207754862722	0.03720225899252938	1.0	1.0	1.0
yfbP	0.07727057910283486	0.03981722712012403	0.3360956238040239	1.0	1.0	-1.0
alaA	0.5113407758977564	0.12839386369131622	0.5095312634096425	1.0	1.0	1.0
yfbR	0.047690006989389966	0.002627110669232713	0.1065810342574881	-1.0	1.0	-1.0
ackA	0.00812641440197659	0.013092248561877184	1.347637148098067	-1.0	1.0	-1.0
yafS	0.016893741055296285	0.0010081977643638107	0.6562351769801938	-1.0	-1.0	-1.0
pta	0.07218505203505998	0.09691365323096601	1.4771525273554307	1.0	1.0	1.0
yfcC	0.23214427893878387	0.017509968534902942	1.0074693554078364	1.0	1.0	1.0
yfcG	2.4784764580497223	0.7110655136209334	14.934295535055195	1.0	-1.0	-1.0
folX	0.20765805819840577	0.0572059162023002	0.1363958670511718	-1.0	1.0	1.0
yfcH	0.06478528169367159	2.2002292343614727e-05	0.004309933022701884	-1.0	1.0	-1.0
flk	0.0010374047143707488	0.1082656947312095	0.23042572623831348	1.0	1.0	1.0
mnmC	0.11048646094323933	0.0032468880464010114	0.003706180816911084	1.0	-1.0	1.0
smrB	0.06838208495173626	0.0012701906957177655	0.009819296530001909	-1.0	1.0	-1.0
fadL	0.9199890308189329	0.16311832163841444	0.04659766139045596	-1.0	-1.0	-1.0
yfdF	0.026791134583268705	0.0011036715959173993	0.45983399714197065	-1.0	-1.0	1.0
dnaQ	0.005559039781607378	0.0011257160989668336	0.14359021535646033	1.0	-1.0	-1.0
yfdC	0.036976251507434665	0.019378869895847806	7.228601703614929	-1.0	-1.0	-1.0
intS	0.03937952437883174	0.11839966680453273	0.8037674457527042	-1.0	1.0	-1.0
gtrS	0.08822632789117701	0.4395065464005419	1.562276325374845	-1.0	1.0	1.0
gtrB	0.39332660392645824	0.009451713482219404	0.11688169668154025	-1.0	-1.0	-1.0
gtrA	0.17778417122958912	0.007481205816946002	0.15153922746955262	-1.0	1.0	1.0
yfdP	0.010262047360478643	0.3832599035061879	0.07611774426918183	-1.0	-1.0	-1.0
yfdQ	0.2173723481126142	0.2679565681117838	0.9424842635515946	1.0	1.0	-1.0
yfdT	0.1045904697129405	0.12353810089175044	0.004394108920774187	-1.0	-1.0	-1.0
yfdS	0.004535488304320268	0.4020610276454635	1.2361201769278805	1.0	-1.0	-1.0
yafT	0.28628071808491873	0.11906078081554083	0.022303292607290248	-1.0	1.0	1.0
yfdR	0.3354285729969637	0.33633912573897473	0.07669860127433425	1.0	-1.0	1.0
torI	0.014201719218593922	1.7083154229418103	0.318377437610998	-1.0	1.0	-1.0
dsdX	0.00046887217646562895	0.017629695021182834	0.02443186741981973	-1.0	1.0	-1.0
dsdA	0.0261118229061211	0.021084192671813412	0.10528030999390217	1.0	1.0	-1.0
evgA	0.1449784111264183	0.10045302247026466	0.5108759207958089	1.0	-1.0	1.0
evgS	0.22670067962046792	0.24122091469980234	1.5798150383038432	1.0	-1.0	1.0
ypdI	0.06591340522659284	1.7037592999295983	1.049618421573392	1.0	-1.0	-1.0
lpxP	1.068274852459898	0.8966457105799721	1.2676182553613082	-1.0	1.0	1.0
ypdA	0.03806660552425156	0.009888371174294613	0.01264664731234405	1.0	-1.0	-1.0
ypdB	0.17835656537423172	0.0115428596146252	0.00597049211888534	1.0	-1.0	1.0
ypdC	0.17292109289737567	0.3171810102400914	0.11739844599880844	1.0	-1.0	1.0
yfeO	1.8008624997485945	0.24509052490399286	0.8678788358162377	1.0	-1.0	1.0
ypeC	4.199271464764715	0.018400772396332865	1.0821573602566765	1.0	1.0	1.0
nupC	0.38631974473315633	0.05590932468200638	0.46331329585277725	-1.0	1.0	1.0
yfeC	0.6254624460196554	0.013399658033809603	0.13936958215104833	-1.0	1.0	-1.0
yfeD	0.11673240905994431	0.0026868451647838465	0.644228597995376	-1.0	1.0	-1.0
yfeN	1.0757769814039884	0.1231065575797885	1.5810094078359735	1.0	-1.0	-1.0
ivy	0.9486760944141359	0.5775376449898015	0.28726312103008667	1.0	-1.0	-1.0
yfeH	0.01558468702955118	0.035057985729940455	0.014613514415169948	1.0	-1.0	1.0
cysZ	1.8453898964487792e-07	0.04197926335453572	0.5598450365608472	1.0	1.0	1.0
cysK	0.059756615150696746	0.05922296162648166	0.6774341431529578	1.0	1.0	-1.0
ptsH	0.09415074632355669	0.02422833106938782	0.7423884305533228	-1.0	1.0	1.0
ptsI	0.08695044558038117	0.005011067998514029	0.1781867380091695	-1.0	1.0	1.0
crr	0.030573779838327653	3.699996233619274e-05	0.18687486212780158	-1.0	1.0	-1.0
yfeK	0.03776621839551253	0.2551454230792003	0.22455425387486716	1.0	1.0	-1.0
yfeS	0.0010367410147755773	0.3412330857288842	0.15111187914737956	-1.0	1.0	-1.0
murQ	0.27443609795991064	0.03607095188181772	0.3235783758806112	-1.0	1.0	-1.0
murP	0.6766513740996628	0.021662418041950543	0.12892747736554286	-1.0	1.0	1.0
nhaR	0.25531038237261416	0.5304537209023096	0.2884679867965263	1.0	-1.0	-1.0
gmhA	0.19245219970995464	0.009413352569414446	0.8333364186151861	-1.0	1.0	-1.0
yfeW	0.049047225489729646	0.02882342217910812	0.04093690883598361	-1.0	1.0	1.0
amiA	0.004347300576755253	0.012741325602645515	0.6316511772674195	1.0	1.0	1.0
hemF	0.0008109891785589296	0.010364358592494627	0.06096476584954347	1.0	1.0	1.0
intZ	0.020788109692862267	2.3098937906085304e-05	0.037085025734078125	-1.0	-1.0	1.0
yffL	0.0017599607479267254	0.12914958196265158	0.6483774574911316	1.0	-1.0	-1.0
yffM	0.30606589219661373	0.09967458646476857	4.686839106643234	1.0	1.0	1.0
yffN	0.0011593929751110288	2.2748906491898424e-07	0.02049605988136083	-1.0	1.0	-1.0
yffO	0.2244554062305295	0.002931978741702368	0.05212036138264886	-1.0	-1.0	-1.0
yffP	8.639808045302066e-06	0.06977599946830709	0.007940094692663852	1.0	-1.0	-1.0
yffQ	0.10339366464251198	0.03536820759507431	1.7149195358508338	-1.0	-1.0	-1.0
yafJ	0.09973155641115528	0.001653312813840624	0.42230857790760334	-1.0	1.0	-1.0
yffR	0.00020808221017237782	0.030025398849097384	0.3506745675487909	1.0	-1.0	-1.0
yffS	0.34553789320186684	0.07143336170316622	0.004369842443959493	-1.0	-1.0	-1.0
talA	2.5087050612188406	0.18165723581356819	15.78525468422923	1.0	-1.0	-1.0
tktB	2.486411197861215	0.29125095726599426	17.419719932885624	1.0	-1.0	-1.0
narQ	0.06002057461367688	0.00496495630548216	0.2975494718510175	1.0	1.0	-1.0
acrD	0.383085680777573	0.12692389059363773	1.6650713555581458	1.0	1.0	1.0
yffB	0.28308386098619875	0.07015015731373586	0.16518625708256085	-1.0	-1.0	-1.0
dapE	0.15319527033999392	0.019406005091483713	0.010309223338429652	-1.0	1.0	-1.0
ypfN	0.03028519614103309	0.08396896138574506	0.025940957723191937	-1.0	-1.0	-1.0
gcvR	0.06206551679212513	0.0008386692503457027	0.033001387494763446	-1.0	-1.0	-1.0
yafL	0.541831532910065	0.031046167519348633	0.4901520462599732	1.0	-1.0	1.0
bcp	0.04414716929498752	0.04773970715557496	0.11159963444544374	-1.0	1.0	-1.0
hyfB	0.17217464328678955	5.7462806013763856e-05	0.20948710247396363	1.0	1.0	1.0
hyfA	0.9364174244201089	0.03631094467250673	0.7851573325618117	1.0	1.0	1.0
hyfC	0.3098679507495583	0.06634053981196253	1.1036771128804337	1.0	-1.0	-1.0
hyfD	0.432803921598897	0.11251969203022205	0.25139091968119054	1.0	-1.0	1.0
hyfE	0.7093882024650178	0.9416974061834411	0.4006336628295806	1.0	-1.0	1.0
hyfF	0.09097535975061388	0.00021696463254755605	0.010863943615157745	1.0	1.0	1.0
hyfG	0.17954744528891015	0.01838304683523101	0.0015252747094348096	1.0	1.0	-1.0
hyfI	0.4420586665307362	0.12361065211274513	0.17079069376713707	1.0	-1.0	1.0
hyfJ	0.013202484638375367	0.011397049087660038	1.0573780882447406	-1.0	-1.0	-1.0
rayT	0.01450396183575653	0.0998735150684451	0.21481117807994288	1.0	-1.0	-1.0
hyfH	0.4212434137626313	0.1817860068699435	1.3418550453744231	1.0	-1.0	1.0
hyfR	0.7001071599581523	0.010741460901117272	0.09292710457743275	1.0	-1.0	-1.0
focB	0.39861576186579883	0.00044094901700830746	0.009776071332847636	1.0	1.0	1.0
bepA	0.00027593959970428905	0.09396070371674292	0.07524513210221939	1.0	-1.0	-1.0
yfgD	0.1533534058021555	0.019064938101376327	0.014298550702555257	-1.0	-1.0	-1.0
purN	0.4394055307874136	0.07625456600304048	0.46784775939992096	-1.0	1.0	1.0
purM	0.5945158079823525	0.08359557494697079	0.6898065450917201	-1.0	1.0	1.0
ppk	0.0439063046253525	0.0003561850848641246	0.005174145112564976	1.0	-1.0	1.0
ppx	0.07495376240482987	0.05870458124720079	0.011325735817690363	1.0	1.0	1.0
yfgG	0.40455397434101825	0.00011647745357579176	2.2948350853829567	-1.0	-1.0	1.0
yfgH	0.04577372883035369	0.08300536725728824	1.4034148651646945	1.0	1.0	-1.0
yfgI	0.03750655181736695	0.010164022466768508	0.012612551041910836	1.0	1.0	-1.0
xseA	0.10620393984078624	0.0616202518155301	0.045138383832647344	-1.0	-1.0	1.0
sseA	0.02554412122407168	0.041727153564647956	0.3157270693075316	-1.0	-1.0	-1.0
suhB	0.6310316778271163	0.19082169973443186	0.007860604734774235	-1.0	-1.0	1.0
yfhR	0.03338727030883948	0.03369126880398643	0.8373651193954411	-1.0	1.0	-1.0
csiE	0.359726626464033	0.006991547837208151	4.063257692680944	1.0	-1.0	-1.0
hcaF	0.07909520578185275	0.07809256014064497	0.046018424367738564	1.0	1.0	1.0
hcaC	0.01795703719523145	0.002544298447135107	0.0006982268164076322	-1.0	1.0	1.0
hcaE	0.004280357016304054	0.02445133006830269	0.08299785809619045	-1.0	-1.0	-1.0
dinB	0.00028469327676092226	0.005295065671834076	0.4234528727795235	-1.0	-1.0	1.0
hcaB	0.16109039282415594	0.14178275083468528	0.05297824309750587	1.0	1.0	1.0
hcaD	0.00964091779281906	0.0955621099695923	0.07209765432770765	1.0	1.0	1.0
yphA	1.49801118124355	0.0052546287046851825	8.379520323010697	1.0	-1.0	-1.0
yphH	0.06800456852577025	0.005945140585510683	0.08175768683325324	-1.0	1.0	-1.0
hmp	0.014805539772586251	0.0358928773159547	1.6298588046671592	1.0	1.0	-1.0
mltF	1.9867754612761401	0.13667459687173075	0.010437181843935606	1.0	1.0	1.0
yfhH	0.036064148413541	0.05221973351044362	0.023184951827115885	-1.0	1.0	1.0
yfhL	0.12222254856353576	0.01977398320998458	0.8630216738341707	-1.0	-1.0	1.0
nadB	0.0002743502851680901	0.20406420848439866	0.36356802548474487	1.0	1.0	1.0
srmB	6.885169890324949e-05	0.023088708829535842	0.2078112058316931	1.0	-1.0	-1.0
yafN	0.24472939686777684	0.00834567427144739	0.1305400374818828	-1.0	-1.0	-1.0
eamB	0.03866204725124045	0.00012757398192153602	0.00014690578326181924	-1.0	1.0	1.0
ung	0.19841818902827213	0.026301764691563867	0.17617668839166278	-1.0	1.0	-1.0
trxC	0.11593823181307439	0.15855339773839372	0.03014244055410331	-1.0	-1.0	-1.0
yfiP	0.10365485574808891	0.01411408177468948	0.5827905178382073	-1.0	1.0	1.0
pka	0.0012774939815718839	0.010491792827057367	0.5360552121425989	1.0	-1.0	-1.0
pssA	0.03268187665628425	0.03013207188272865	0.24108541883221307	1.0	-1.0	-1.0
yfiM	0.0961806286804775	0.18030795110424003	0.8521387488980541	-1.0	-1.0	-1.0
bamD	0.14483947656926688	0.13177836746481475	0.08005267322667642	-1.0	1.0	-1.0
raiA	0.010646177857800865	0.3178491010482922	0.5006514752675955	-1.0	1.0	-1.0
yafO	0.02894892619294165	0.14722823968144005	0.20609326720583598	1.0	-1.0	-1.0
pheA	0.00045440734307788944	0.0005620960276120357	0.137568920473516	1.0	1.0	1.0
yfiL	9.79984650850696e-06	0.28616120713752147	9.116171351285056	1.0	-1.0	-1.0
yfiN	0.12217859012752397	0.026303575305426485	0.01566341608431282	-1.0	1.0	1.0
yfiR	0.42124217112332474	0.016777053421216603	0.1498858611006313	-1.0	1.0	1.0
yfiB	0.5283758130042651	0.11946155660086155	0.3641748341144335	-1.0	-1.0	1.0
ypjD	0.002429377196032423	0.18563021354443732	0.0011437841956380979	-1.0	1.0	-1.0
yfjD	0.0922665953559676	0.004561394679060693	0.17203297406284387	1.0	1.0	1.0
nadK	0.009157707115883928	0.0010593813555571097	0.7467803207805157	1.0	-1.0	1.0
recN	0.1007249097809213	0.2431106875993329	0.5071085347266089	-1.0	1.0	-1.0
bamE	0.08664310771980155	0.17913765999598041	0.6710280423759727	-1.0	1.0	-1.0
yafP	0.1385476402632294	0.011316304237172226	0.04593903433117652	1.0	-1.0	-1.0
smpB	0.21997983524770381	0.15356969613431914	0.0076550008052811425	-1.0	1.0	-1.0
intA	0.004380013014726458	0.05852764443563263	0.05542789316648311	1.0	1.0	-1.0
alpA	1.604391263563386	0.6876610204584885	0.04499488264378115	-1.0	-1.0	1.0
yfjI	0.00802796641150938	0.00773830578281498	0.09349699269097111	-1.0	1.0	-1.0
yfjJ	1.0911767702070918e-05	0.43727605732425556	0.09459282197689678	-1.0	1.0	-1.0
rnlB	0.0058090276837219346	0.03537457732061511	0.06400033560735996	1.0	1.0	1.0
rnlA	0.021365323488238275	0.3136072552642588	0.36044864454365566	-1.0	-1.0	-1.0
yfjP	0.1586595796566589	0.20978223689818581	0.11614015679172474	1.0	-1.0	-1.0
yfjQ	0.11276706784211399	0.4003240008762603	1.8912255956455326	1.0	-1.0	-1.0
yfjR	0.001758580186203007	0.12554426177255107	1.3924150061451652	-1.0	1.0	-1.0
yfjS	0.00016959830732821146	0.22463758106255494	0.3680818724280903	-1.0	1.0	-1.0
ypjK	0.0009807183092336302	0.7847765574957357	0.2013684213847009	1.0	1.0	1.0
yfjT	0.05614530779880966	0.08967175085491308	0.506072972820395	1.0	1.0	1.0
yfjW	0.17603935540084992	0.24360000616996058	0.013940898192081885	-1.0	1.0	1.0
yfjX	0.09549277176223914	0.9019313344354498	0.13282703783634187	1.0	1.0	-1.0
