1,1,1,1,BUT1-2
1,1,2,1,BUT1-3
1,1,3,1,BUT1-5
1,2,1,1,BUT2-9
1,3,1,1,BUT3-3
1,3,2,1,BUT3-6
1,3,3,1,BUT3-7
1,4,1,1,BUT4-4
1,4,2,1,BUT4-7
1,4,3,1,BUT4-9
1,5,1,1,BUT5-2
1,5,2,1,BUT5-3
1,6,1,1,BUT6-1
1,6,2,1,BUT6-3
1,6,3,1,BUT6-8
1,7,1,1,BUT7-6
1,7,2,1,BUT7-7
1,7,3,1,BUT7-9
1,8,1,1,BUT9-7
1,8,2,1,BUT9-10
2,1,1,1,GLUT1-3
2,1,2,1,GLUT1-9
2,1,3,1,GLUT1-10
2,2,1,1,GLUT2-1
2,2,2,1,GLUT2-9
2,2,3,1,GLUT2-10
2,2,3,2,GLUT2-10-rerun
2,3,1,1,GLUT3-5
2,3,2,1,GLUT3-7
2,3,2,2,GLUT3-7-rerun
2,3,3,1,GLUT3-9
2,4,1,1,GLUT4-1
2,4,2,1,GLUT4-4
2,4,2,2,GLUT4-4-rerun
2,4,3,1,GLUT4-10
2,5,1,1,GLUT5-4
2,5,2,1,GLUT5-5
2,5,3,1,GLUT5-9
2,5,3,2,GLUT5-9-rerun
2,6,1,1,GLUT6-4
2,6,2,1,GLUT6-5
2,6,2,2,GLUT6-5-rerun
2,6,3,1,GLUT6-10
2,7,1,1,GLUT7-2
2,7,1,2,GLUT7-2-rerun
2,7,2,1,GLUT7-6
2,7,3,1,GLUT7-7
2,7,3,2,GLUT7-7-rerun
2,8,1,1,GLUT8-5
2,8,1,2,GLUT8-5-rerun
2,8,2,1,GLUT8-6
2,8,3,1,GLUT8-9
3,1,1,1,COUM1-2
3,2,1,1,COUM2-3
3,2,2,1,COUM2-4
3,2,3,1,COUM2-7
3,3,1,1,COUM3-1
3,3,2,1,COUM3-9
3,3,3,1,COUM3-10
3,4,1,1,COUM4-2
3,4,2,1,COUM4-5
3,4,3,1,COUM4-10
3,5,1,1,COUM5-3
3,5,2,1,COUM5-5
3,5,3,1,COUM5-8
3,6,1,1,COUM6-2
3,6,2,1,COUM6-5
3,6,3,1,COUM6-9
3,7,1,1,COUM7-5
3,7,2,1,COUM7-6
3,8,1,1,COUM8-1
3,8,2,1,COUM8-6
5,1,1,1,HMDA1-10
5,2,1,1,HMDA2-1
5,2,2,1,HMDA2-8
5,3,1,1,HMDA3-4
5,3,2,1,HMDA3-5
5,3,3,1,HMDA3-6
5,4,1,1,HMDA4-2
5,4,2,1,HMDA4-6
5,4,3,1,HMDA4-9
5,5,1,1,HMDA5-4
5,5,2,1,HMDA5-5
5,5,3,1,HMDA5-10
5,6,1,1,HMDA6-3
5,6,2,1,HMDA6-7
5,7,1,1,HMDA7-1
5,7,2,1,HMDA7-7
5,7,3,1,HMDA7-10
5,8,1,1,HMDA8-5
5,8,2,1,HMDA8-9
5,8,3,1,HMDA8-10
6,1,1,1,PUTR2-4
6,1,2,1,PUTR2-6
6,2,1,1,PUTR3-1
6,2,2,1,PUTR3-9
6,2,3,1,PUTR3-10
6,3,1,1,PUTR4-3
6,3,2,1,PUTR4-7
6,3,3,1,PUTR4-8
6,4,1,1,PUTR5-1
6,4,2,1,PUTR5-6
6,4,3,1,PUTR5-8
6,5,1,1,PUTR6-2
6,5,2,1,PUTR6-7
6,5,3,1,PUTR6-10
6,6,1,1,PUTR7-1
6,6,2,1,PUTR7-7
6,6,3,1,PUTR7-9
6,7,1,1,PUTR8-3
6,7,2,1,PUTR8-6
6,7,3,1,PUTR8-10
7,1,1,1,ADIP1-1
7,1,2,1,ADIP1-9
7,2,1,1,ADIP2-5
7,2,2,1,ADIP2-6
7,2,3,1,ADIP2-10
7,3,1,1,ADIP3-2
7,3,2,1,ADIP3-4
7,3,3,1,ADIP3-8
7,4,1,1,ADIP4-1
7,4,2,1,ADIP4-8
7,5,1,1,ADIP5-2
7,5,2,1,ADIP5-6
7,6,1,1,ADIP6-3
7,6,2,1,ADIP6-9
7,6,3,1,ADIP6-10
7,7,1,1,ADIP7-2
7,7,2,1,ADIP7-5
7,8,1,1,ADIP8-3
7,8,2,1,ADIP8-7
7,8,3,1,ADIP8-10
8,1,1,1,IBUA1-7
8,1,2,1,IBUA1-9
8,2,1,1,IBUA2-1
8,2,2,1,IBUA2-6
8,2,3,1,IBUA2-9
8,3,1,1,IBUA3-2
8,3,2,1,IBUA3-10
8,4,1,1,IBUA4-1
8,4,2,1,IBUA4-8
8,4,3,1,IBUA4-9
8,5,1,1,IBUA5-2
8,5,2,1,IBUA5-6
8,6,1,1,IBUA6-7
8,6,2,1,IBUA6-9
8,7,1,1,IBUA7-6
8,7,2,1,IBUA7-7
8,7,3,1,IBUA7-9
8,8,1,1,IBUA8-3
8,8,2,1,IBUA8-4
8,8,3,1,IBUA8-10
9,1,1,1,HEXA1-1
9,1,2,1,HEXA1-4
9,1,3,1,HEXA1-5
9,2,1,1,HEXA2-3
9,2,2,1,HEXA2-9
9,2,3,1,HEXA2-10
9,3,1,1,HEXA3-1
9,3,2,1,HEXA3-7
9,3,3,1,HEXA3-9
9,4,1,1,HEXA4-4
9,4,2,1,HEXA4-7
9,4,3,1,HEXA4-10
9,5,1,1,HEXA6-5
9,5,2,1,HEXA6-6
9,5,3,1,HEXA6-7
9,5,4,1,HEXA6-9
9,6,1,1,HEXA7-2
9,7,1,1,HEXA8-1
9,7,2,1,HEXA8-2
9,7,3,1,HEXA8-5
10,1,1,1,23BD1-6
10,1,2,1,23BD1-9
10,2,1,1,23BD2-4
10,2,2,1,23BD2-7
