time	MG1655-1	COUM1-2_1	COUM2-3_1	COUM2-4_1	COUM2-7_1	COUM3-1_1	COUM3-9_1	COUM3-10_1	COUM4-2_1	COUM4-5_1	COUM4-10_1	COUM5-3_1	COUM5-5_1	COUM5-8_1	COUM6-2_1	COUM6-5_1	COUM6-9_1	COUM7-5_1	COUM7-6_1	COUM8-1_1	COUM8-6_1	COUM1-2_3	COUM2-3_3	COUM2-4_3	MG1655-2	COUM1-2_2	COUM2-3_2	COUM2-4_2	COUM2-7_2	COUM3-1_2	COUM3-9_2	COUM3-10_2	COUM4-2_2	COUM4-5_2	COUM4-10_2	COUM5-3_2	COUM5-5_2	COUM5-8_2	COUM6-2_2	COUM6-5_2	COUM6-9_2	COUM7-5_2	COUM7-6_2	COUM8-1_2	COUM8-6_2	COUM2-7_3	COUM3-1_3	COUM3-9_3
0.00502	0.0	0.3089999999999993	0.05799999999999982	0.01699999999999946	0.009000000000000341	0.5280000000000005	0.0	0.266	0.28600000000000136	3.4800000000000004	0.1429999999999989	0.06600000000000072	0.5060000000000002	0.0	0.2129999999999992	0.657	1.5530000000000008	0.8000000000000007	0.0	0.43400000000000105	0.327	0.13700000000000045	0.26200000000000045	0.3770000000000007	0.8120000000000012	0.2989999999999995	0.2579999999999991	0.1880000000000006	0.30100000000000016	0.13599999999999926	0.1349999999999998	0.16499999999999915	0.29300000000000104	0.3899999999999988	0.3979999999999997	0.25099999999999945	0.09799999999999898	0.0470000000000006	0.0	0.008999999999998566	0.34999999999999964	0.4819999999999993	0.234	0.14000000000000054	0.09600000000000007	0.0779999999999994	0.0129999999999999	0.05599999999999916
0.17157	0.054999999999999716	0.2959999999999994	0.0	0.0	0.07600000000000051	0.4150000000000009	0.1919999999999984	0.1039999999999992	0.1870000000000012	2.27	0.0669999999999984	0.0	0.4879999999999996	0.17800000000000082	0.0	0.12700000000000067	1.0199999999999996	0.7100000000000009	0.022999999999999687	0.05400000000000027	0.16000000000000014	0.20899999999999966	0.017000000000003013	0.1349999999999998	0.2900000000000027	0.1769999999999996	0.0	0.10200000000000033	0.1120000000000001	0.10800000000000054	0.0	0.0	0.11899999999999974	0.11199999999999832	0.04400000000000048	0.04199999999999982	0.008999999999998566	0.015000000000000568	0.034000000000000696	0.09799999999999898	0.0	0.1999999999999993	0.02200000000000024	0.0	0.01999999999999957	0.0	0.0	0.06599999999999895
0.33833	0.12899999999999956	0.113999999999999	0.0669999999999984	0.060999999999999936	0.0129999999999999	0.22799999999999976	0.2619999999999987	0.08899999999999864	0.12600000000000122	1.439	0.0	0.061000000000001726	0.16199999999999906	0.2350000000000012	0.09299999999999996	0.3450000000000024	0.6690000000000005	0.6610000000000014	0.10499999999999864	0.07200000000000095	0.0	0.18399999999999928	0.0	0.0	0.10200000000000033	0.13199999999999967	0.09199999999999876	0.006000000000000227	0.0	0.0	0.13599999999999926	0.01699999999999946	0.0259999999999998	0.0	0.04199999999999982	0.0	0.0	0.062000000000001165	0.011000000000001007	0.0	0.04299999999999926	0.04199999999999982	0.0	0.009000000000000341	0.0	0.1379999999999999	0.06600000000000072	0.0
0.50502	0.1880000000000006	0.004999999999999004	0.07199999999999918	0.08199999999999896	0.0	0.2530000000000001	0.22299999999999895	0.07899999999999885	0.0	0.9469999999999992	0.10199999999999854	0.0600000000000005	0.16000000000000014	0.1120000000000001	0.19500000000000028	0.06300000000000061	0.5060000000000002	0.43100000000000094	0.17300000000000004	0.05000000000000071	0.2159999999999993	0.0	0.10800000000000054	0.08099999999999953	0.2690000000000019	0.13899999999999935	0.2639999999999993	0.05400000000000027	0.07800000000000118	0.3160000000000007	0.3059999999999992	0.23000000000000045	0.2640000000000011	0.19599999999999973	0.0	0.032999999999999474	0.09199999999999876	0.0	0.0860000000000003	0.14199999999999946	0.11799999999999855	0.2370000000000001	0.1479999999999997	0.07099999999999973	0.08000000000000007	0.09999999999999963	0.234	0.05700000000000039
0.67174	0.23600000000000065	0.0	0.2159999999999993	0.10299999999999976	0.036000000000001364	0.3800000000000008	0.4390000000000001	0.016000000000000014	0.11900000000000155	0.8739999999999988	0.08299999999999841	0.05000000000000071	0.1509999999999998	0.2629999999999999	0.1769999999999996	0.08300000000000017	0.3969999999999985	0.6050000000000004	0.28200000000000003	0.08900000000000041	0.1490000000000009	0.2759999999999998	0.333000000000002	0.04899999999999949	0.22600000000000264	0.0	0.2449999999999992	0.0	0.08200000000000074	0.30299999999999905	0.5099999999999998	0.2579999999999991	0.0	0.22499999999999964	0.20699999999999896	0.0860000000000003	0.15399999999999991	0.004000000000001336	0.30100000000000016	0.19899999999999984	0.1899999999999995	0.0	0.08099999999999953	0.12700000000000067	0.08500000000000085	0.10299999999999976	0.2840000000000007	0.030999999999998806
0.83836	0.3200000000000003	0.07899999999999885	0.13299999999999912	0.08599999999999852	0.13100000000000026	0.11700000000000088	0.5739999999999998	0.202	0.2760000000000016	0.9370000000000012	0.19399999999999906	0.05200000000000138	0.2240000000000002	0.4530000000000012	0.2639999999999993	0.30900000000000105	0.3509999999999991	0.8909999999999999	0.5229999999999997	0.09299999999999996	0.28200000000000003	0.234	0.14800000000000324	0.15000000000000036	0.14800000000000324	0.20399999999999885	0.3089999999999993	0.218	0.1930000000000014	0.3710000000000005	0.4919999999999991	0.2540000000000013	0.05300000000000082	0.2419999999999991	0.09600000000000007	0.3179999999999996	0.2519999999999989	0.13700000000000045	0.4120000000000008	0.31899999999999906	0.2029999999999994	0.2240000000000002	0.11899999999999974	0.1720000000000006	0.07699999999999996	0.16499999999999915	0.2490000000000005	0.11299999999999955
1.00504	0.28300000000000125	0.109	0.12599999999999945	0.17199999999999882	0.28300000000000125	0.30100000000000016	0.5709999999999997	0.10299999999999976	0.2390000000000008	0.7310000000000016	0.3099999999999987	0.0050000000000007825	0.15300000000000047	0.5020000000000007	0.452	0.2140000000000022	0.2560000000000002	0.6690000000000005	0.238999999999999	0.0	0.20500000000000007	0.4079999999999995	0.208000000000002	0.19500000000000028	0.05600000000000094	0.22199999999999956	0.32899999999999885	0.17499999999999893	0.06800000000000139	0.4670000000000005	0.5369999999999989	0.23499999999999946	0.08200000000000074	0.3819999999999997	0.1739999999999995	0.26699999999999946	0.1349999999999998	0.277000000000001	0.2870000000000008	0.3359999999999985	0.2690000000000001	0.18299999999999986	0.234	0.33999999999999986	0.16900000000000048	0.3769999999999989	0.3150000000000013	0.218
1.17174	0.4009999999999998	0.030999999999998806	0.18499999999999872	0.3249999999999993	0.19200000000000014	0.20500000000000007	0.7039999999999988	0.141	0.261000000000001	0.5420000000000016	0.22499999999999964	0.14200000000000124	0.0	0.2520000000000007	0.4159999999999986	0.17300000000000182	0.2779999999999987	0.5010000000000012	0.37599999999999945	0.13700000000000045	0.3369999999999997	0.2319999999999993	0.2220000000000013	0.1509999999999998	0.13800000000000168	0.13599999999999926	0.4609999999999985	0.09500000000000064	0.07900000000000063	0.4809999999999999	0.6869999999999994	0.2940000000000005	0.027000000000001027	0.4429999999999996	0.26500000000000057	0.3040000000000003	0.19899999999999984	0.2640000000000011	0.4430000000000014	0.28999999999999915	0.1819999999999986	0.32399999999999984	0.2940000000000005	0.13700000000000045	0.15600000000000058	0.2919999999999998	0.37400000000000055	0.16600000000000034
1.33838	0.27200000000000024	0.043999999999998714	0.238999999999999	0.3049999999999997	0.09500000000000064	0.2729999999999997	0.7129999999999992	0.125	0.3260000000000005	0.4899999999999984	0.20899999999999966	0.03200000000000003	0.17999999999999972	0.359	0.3519999999999985	0.2950000000000017	0.22100000000000009	0.5940000000000012	0.3879999999999999	0.10100000000000088	0.4659999999999993	0.5369999999999989	0.4490000000000016	0.19899999999999984	0.11700000000000088	0.3849999999999998	0.5670000000000002	0.13199999999999967	0.1349999999999998	0.3940000000000001	0.661999999999999	0.3219999999999992	0.06500000000000128	0.2329999999999988	0.23000000000000045	0.2400000000000002	0.3089999999999993	0.27200000000000024	0.4270000000000014	0.2619999999999987	0.18799999999999886	0.33999999999999986	0.13199999999999967	0.0730000000000004	0.26099999999999923	0.2989999999999995	0.3800000000000008	0.13299999999999912
1.50512	0.3200000000000003	0.08999999999999986	0.2519999999999989	0.19399999999999906	0.2970000000000006	0.277000000000001	0.7039999999999988	0.11599999999999965	0.3760000000000012	0.5940000000000012	0.3939999999999984	0.05000000000000071	0.19899999999999984	0.4740000000000002	0.4639999999999986	0.08500000000000085	0.1980000000000004	0.5980000000000008	0.26099999999999923	0.09600000000000007	0.3830000000000009	0.4369999999999994	0.24700000000000344	0.2309999999999999	0.15300000000000225	0.3260000000000005	0.436	0.2010000000000005	0.31900000000000084	0.41000000000000014	0.7189999999999994	0.4830000000000005	0.13400000000000034	0.2959999999999994	0.3989999999999991	0.4510000000000005	0.254999999999999	0.18900000000000008	0.3920000000000013	0.5109999999999992	0.25	0.2159999999999993	0.3409999999999993	0.2110000000000003	0.3249999999999993	0.3620000000000001	0.44200000000000017	0.2289999999999992
