time	MG1655-1	BUT3-6_1	BUT5-3_1	BUT7-9_1	MG1655-2	BUT3-6_2	BUT5-3_2	BUT7-9_2	BUT1-2_1	BUT3-7_1	BUT6-1_1	BUT9-10_1	BUT1-2_2	BUT3-7_2	BUT6-1_2	BUT9-10_2	BUT1-3_1	BUT4-4_1	BUT6-3_1	BUT9-7_1	BUT1-3_2	BUT4-4_2	BUT6-3_2	BUT9-7_2	BUT1-5_1	BUT4-7_1	BUT6-8_1	BUT1-2_3	BUT1-5_2	BUT4-7_2	BUT6-8_2	BUT2-9_3	BUT2-9_1	BUT4-9_1	BUT7-6_1	BUT1-3_3	BUT2-9_2	BUT4-9_2	BUT7-6_2	BUT3-3_3	BUT3-3_1	BUT5-2_1	BUT7-7_1	BUT1-5_3	BUT3-3_2	BUT5-2_2	BUT7-7_2	BUT3-6_3
0.0050799999999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.17167000000000002	0.8830000000000009	0.5399999999999991	0.6639999999999997	0.5540000000000003	0.33999999999999986	1.394	0.7900000000000009	2.782	0.0909999999999993	0.5209999999999989	0.5809999999999995	1.1159999999999997	0.904	0.7520000000000007	2.375	1.263	2.017000000000001	1.7569999999999997	1.3089999999999993	0.29900000000000304	1.7390000000000008	1.5	1.9510000000000003	0.9209999999999994	3.0	0.9009999999999998	1.7759999999999998	1.032	2.013	1.886999999999999	0.5190000000000001	1.6329999999999991	0.0	1.2260000000000009	1.3499999999999996	0.7399999999999984	2.036	1.9530000000000007	0.7070000000000007	1.1649999999999991	3.261000000000001	0.6489999999999991	1.3960000000000008	1.5250000000000004	0.5419999999999998	1.7669999999999997	3.5369999999999986	2.616
0.33833	2.426	1.4269999999999996	0.7190000000000012	1.4249999999999992	1.5790000000000006	2.631	1.774000000000001	5.2029999999999985	0.9540000000000006	3.128	1.5949999999999989	3.655	1.0570000000000004	1.6370000000000005	4.222999999999999	1.7359999999999989	2.77	2.499000000000001	7.472999999999999	1.1960000000000015	1.5760000000000003	2.261000000000001	3.391	2.0439999999999987	3.956	2.35	2.3629999999999995	3.1590000000000007	2.212999999999999	6.43	1.2959999999999994	3.033999999999999	1.7010000000000003	6.157	4.473000000000001	4.615	2.522	2.511000000000001	2.5650000000000013	5.992999999999999	3.708	0.436	3.66	3.552	1.4989999999999988	6.455999999999998	4.392999999999999	3.546
0.5050100000000001	2.9730000000000008	3.036	1.252000000000001	1.850999999999999	1.7440000000000015	2.4890000000000008	2.4700000000000006	6.52	0.8439999999999994	3.2059999999999995	2.2779999999999987	4.167999999999998	2.5280000000000005	3.2430000000000003	5.9860000000000015	4.238	4.9910000000000005	6.907	6.127999999999999	5.947000000000003	4.966999999999999	3.0370000000000013	5.879	5.103999999999999	4.099	2.5570000000000004	1.997	2.765000000000001	3.2259999999999986	6.8279999999999985	1.8459999999999999	5.789999999999999	2.407	9.485	5.939	4.261999999999999	3.171000000000001	2.7710000000000012	2.8830000000000013	5.519999999999998	5.482999999999999	0.8709999999999987	4.485000000000001	3.892	3.5540000000000003	5.0920000000000005	4.368	3.552
0.67173	3.831	6.787000000000001	1.901	1.3659999999999997	3.8850000000000016	3.5560000000000014	2.261000000000001	7.850999999999999	1.3659999999999997	2.9810000000000003	2.7009999999999987	5.4350000000000005	2.7780000000000005	6.367999999999999	6.462000000000001	2.494999999999999	4.446000000000001	5.465	6.216999999999999	6.577000000000003	5.689	4.711	6.852000000000002	9.472000000000001	4.6080000000000005	4.338000000000001	2.7379999999999995	5.9540000000000015	3.1850000000000005	6.300000000000002	2.6	8.951	2.897	11.843	3.9739999999999998	5.168999999999999	4.268000000000002	7.186	4.978	4.321000000000001	4.368	2.039999999999999	4.023	4.18	5.645999999999999	5.3389999999999995	6.5280000000000005	4.6339999999999995
0.83841	4.59	7.1919999999999975	1.5760000000000003	2.446999999999999	2.362	4.553000000000001	1.8450000000000009	10.143999999999998	1.2249999999999996	5.758000000000001	5.895	6.363000000000001	4.087	5.058	6.829999999999997	3.59	6.625	7.963000000000001	7.4899999999999975	8.369000000000002	7.094000000000001	5.943000000000001	4.961	8.616999999999999	4.448	7.591000000000001	2.498000000000001	5.494	4.039999999999999	6.539999999999999	2.266	6.727	2.834	11.918	6.164999999999999	4.985999999999999	5.6320000000000014	4.493	4.235000000000001	3.584	5.784000000000002	4.02	3.074	4.356	7.863999999999999	6.458999999999998	4.68	4.16
1.0050700000000001	3.843	8.403999999999998	2.8420000000000005	3.0809999999999995	3.4030000000000005	5.384000000000002	3.381	8.902000000000003	1.6129999999999995	4.024999999999999	4.632999999999999	6.324	3.312999999999999	5.328000000000001	5.725999999999999	3.398	6.1370000000000005	8.881	6.666999999999998	9.915000000000003	9.185	5.042	6.4049999999999985	4.724	5.7310000000000025	6.315000000000001	2.6350000000000016	5.791	3.0580000000000003	6.3660000000000005	1.4829999999999988	8.433	3.86	8.115000000000002	4.902000000000001	5.196000000000001	6.018000000000002	4.694000000000001	3.5950000000000006	3.806999999999999	4.005000000000001	4.379	4.4190000000000005	5.166999999999998	7.362999999999998	5.229999999999999	4.632	5.7139999999999995
1.17169	5.036000000000001	5.941000000000002	2.3390000000000004	2.895	4.4030000000000005	5.354000000000001	4.631	7.162999999999999	0.7219999999999995	3.4469999999999987	3.5759999999999987	7.394	5.754000000000001	7.301	5.898999999999999	3.535	4.705	7.895	6.260999999999999	9.801000000000002	7.272000000000002	7.080000000000003	6.3370000000000015	7.055999999999999	4.977	6.247000000000001	1.9700000000000009	7.814	2.647	5.274000000000001	2.09	7.018000000000002	3.0489999999999995	10.93	5.7330000000000005	5.767999999999999	5.2410000000000005	7.053000000000001	4.782	3.9339999999999993	7.314999999999999	3.962	5.501000000000001	5.003	7.171000000000001	7.575999999999999	7.944000000000001	3.4350000000000005
1.33849	7.1370000000000005	5.391999999999998	2.293000000000001	4.542999999999998	4.4350000000000005	6.035000000000003	5.282	8.994	1.5649999999999995	2.911	4.683999999999998	7.514999999999999	3.716999999999999	8.427999999999999	6.9899999999999975	3.6999999999999993	7.1690000000000005	10.602	5.506999999999998	8.551000000000002	8.491	7.724	4.7810000000000015	4.817	4.718	4.897	1.4589999999999996	5.993000000000002	2.785	7.808	1.91	9.655	4.496	11.163	6.713000000000001	5.065	5.029	7.494	4.979000000000001	3.1949999999999985	5.2189999999999985	3.1529999999999987	5.042000000000002	4.951999999999998	4.891999999999999	6.949	7.016	4.151999999999999
1.50515	7.8679999999999986	4.923	2.522	5.443	5.427000000000001	6.4380000000000015	4.556000000000001	8.419	1.266	4.087	6.093	6.6610000000000005	5.055	7.853	5.350999999999999	2.671	4.6400000000000015	8.517999999999999	8.779	8.735000000000003	7.826	5.905999999999999	5.823000000000002	9.461999999999998	4.8420000000000005	3.8960000000000012	2.568999999999999	5.41	2.831999999999999	5.785	1.725999999999999	10.418	3.4480000000000004	11.472	5.626000000000001	6.0669999999999975	5.567	6.940000000000001	5.263	5.176	6.7470000000000026	4.766	5.053000000000001	5.260999999999999	7.888	6.924999999999999	5.930999999999999	3.08
