time	MG1655-1	HDMA1-10_1	HDMA2-1_1	HDMA2-8_1	HDMA3-4_1	HDMA3-5_1	HDMA3-6_1	HDMA4-2_1	HDMA4-6_1	HDMA4-9_1	HDMA5-4_1	HDMA5-5_1	HDMA5-10_1	HDMA6-3_1	HDMA6-7_1	HDMA7-1_1	HDMA7-7_1	HDMA7-10_1	HDMA8-5_1	HDMA8-9_1	HDMA8-10_1	HDMA1-10_3	HDMA2-1_3	HDMA2-8_3	MG1655-2	HDMA1-10_2	HDMA2-1_2	HDMA2-8_2	HDMA3-4_2	HDMA3-5_2	HDMA3-6_2	HDMA4-2_2	HDMA4-6_2	HDMA4-9_2	HDMA5-4_2	HDMA5-5_2	HDMA5-10_2	HDMA6-3_2	HDMA6-7_2	HDMA7-1_2	HDMA7-7_2	HDMA7-10_2	HDMA8-5_2	HDMA8-9_2	HDMA8-10_2	HDMA3-4_3	HDMA3-5_3	HDMA3-6_3
0.00481	1.2579999999999991	0.0	0.017000000000001236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0649999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018000000000000682	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.17145	1.5310000000000024	0.5089999999999986	0.0	0.0259999999999998	0.3659999999999997	0.32399999999999984	0.2859999999999996	0.1460000000000008	0.4450000000000003	0.6440000000000019	0.3569999999999993	0.3249999999999993	0.13899999999999935	0.2810000000000006	0.12900000000000136	0.0030000000000001137	0.277000000000001	0.2550000000000008	0.15499999999999936	0.09600000000000007	0.10099999999999908	0.1750000000000007	0.058999999999999275	0.1509999999999998	0.4669999999999988	0.26699999999999946	0.1349999999999998	0.2319999999999993	0.3409999999999993	0.2789999999999999	0.4050000000000011	0.0	0.07699999999999996	0.4670000000000005	0.07599999999999874	0.2370000000000001	0.14400000000000013	0.1969999999999992	0.0909999999999993	0.0730000000000004	0.0	0.12599999999999945	0.14199999999999946	0.11800000000000033	0.141	0.5329999999999977	0.20000000000000107	0.1739999999999995
0.33809	1.3450000000000024	0.5350000000000001	0.3180000000000014	0.058999999999999275	0.34699999999999953	0.456999999999999	0.4779999999999998	0.3949999999999996	0.4640000000000004	0.7310000000000016	0.7759999999999998	0.32599999999999874	0.16799999999999926	0.3030000000000008	0.3070000000000004	0.270999999999999	0.4830000000000005	0.4740000000000002	0.3069999999999986	0.2240000000000002	0.4109999999999996	0.3300000000000001	0.06199999999999939	0.19899999999999984	0.5909999999999975	0.4139999999999997	0.20400000000000065	0.4109999999999996	0.3859999999999992	0.4600000000000009	0.31099999999999994	0.3940000000000001	0.35999999999999943	0.5140000000000011	0.22799999999999976	0.41300000000000026	0.1429999999999989	0.3539999999999992	0.22199999999999956	0.3050000000000015	0.3179999999999996	0.3580000000000005	0.3789999999999996	0.2750000000000004	0.484	0.4480000000000004	0.2760000000000016	0.21199999999999972
0.50483	1.3249999999999993	0.6979999999999986	0.24300000000000035	0.1949999999999985	0.4559999999999995	0.4879999999999996	0.5609999999999999	0.4779999999999998	0.39000000000000057	0.843	0.5440000000000005	0.3300000000000001	0.22499999999999964	0.4400000000000013	0.3640000000000008	0.2749999999999986	0.5690000000000026	0.6370000000000005	0.25899999999999856	0.2560000000000002	0.4689999999999994	0.3870000000000005	0.14499999999999955	0.3620000000000001	0.6499999999999986	0.5510000000000002	0.28800000000000026	0.4949999999999992	0.391	0.6760000000000002	0.4750000000000014	0.4779999999999998	0.3649999999999984	0.5980000000000008	0.391	0.4180000000000009	0.3059999999999992	0.5169999999999995	0.2530000000000001	0.3100000000000005	0.3230000000000004	0.38899999999999935	0.33199999999999896	0.28000000000000114	0.41000000000000014	0.6950000000000003	0.38600000000000106	0.29499999999999993
0.6715300000000001	1.2300000000000004	0.7119999999999997	0.2580000000000009	0.20999999999999908	0.5250000000000004	0.4759999999999991	0.4719999999999995	0.4949999999999992	0.4560000000000013	0.8770000000000024	0.6099999999999994	0.5030000000000001	0.1349999999999998	0.5330000000000013	0.4570000000000008	0.343	0.5790000000000006	0.6490000000000009	0.3249999999999993	0.21700000000000053	0.5350000000000001	0.4540000000000006	0.2129999999999992	0.34999999999999964	0.6329999999999991	0.5380000000000003	0.2750000000000004	0.4559999999999995	0.32599999999999874	0.6630000000000003	0.35600000000000165	0.4659999999999993	0.2209999999999983	0.7430000000000003	0.456999999999999	0.4050000000000011	0.2939999999999987	0.5839999999999996	0.2939999999999987	0.5080000000000009	0.3640000000000008	0.3509999999999991	0.3989999999999991	0.3470000000000013	0.45000000000000107	0.722999999999999	0.37400000000000055	0.25900000000000034
0.8382299999999999	1.0700000000000005	0.7099999999999991	0.22900000000000095	0.26099999999999923	0.4440000000000008	0.4740000000000002	0.4429999999999996	0.5449999999999999	0.37400000000000055	0.8210000000000015	0.6340000000000003	0.5009999999999994	0.1590000000000007	0.5570000000000004	0.375	0.3149999999999995	0.5230000000000032	0.620000000000001	0.24399999999999974	0.2940000000000005	0.532	0.5300000000000011	0.28999999999999915	0.4259999999999984	0.6559999999999988	0.6140000000000008	0.3770000000000007	0.5579999999999998	0.3230000000000004	0.6870000000000012	0.511000000000001	0.516	0.218	0.7410000000000014	0.4539999999999989	0.3230000000000004	0.2919999999999998	0.6080000000000005	0.37099999999999866	0.4270000000000014	0.4400000000000013	0.4529999999999994	0.3699999999999992	0.266	0.4740000000000002	0.7439999999999998	0.4240000000000013	0.2569999999999997
1.00484	0.8240000000000016	0.7029999999999994	0.16999999999999993	0.2539999999999996	0.516	0.44099999999999895	0.516	0.4599999999999991	0.4459999999999997	0.7840000000000025	0.5220000000000002	0.4669999999999988	0.2829999999999995	0.5490000000000013	0.4730000000000008	0.30799999999999983	0.3820000000000015	0.5579999999999998	0.2359999999999989	0.3130000000000006	0.6029999999999998	0.4700000000000006	0.3620000000000001	0.33999999999999986	0.5409999999999968	0.5530000000000008	0.4220000000000006	0.6029999999999998	0.472999999999999	0.6800000000000015	0.4240000000000013	0.4559999999999995	0.2369999999999983	0.7330000000000005	0.4199999999999999	0.3160000000000007	0.2319999999999993	0.5999999999999996	0.31099999999999994	0.34000000000000163	0.4600000000000009	0.4459999999999997	0.31099999999999994	0.31099999999999994	0.3890000000000011	0.6509999999999998	0.3640000000000008	0.1980000000000004
1.17156	1.0120000000000005	0.6479999999999997	0.1930000000000014	0.2759999999999998	0.5899999999999999	0.5689999999999991	0.4849999999999994	0.5589999999999993	0.3920000000000013	0.7420000000000009	0.5459999999999994	0.4379999999999988	0.2530000000000001	0.5740000000000016	0.4199999999999999	0.3300000000000001	0.5720000000000027	0.6930000000000014	0.3140000000000001	0.2580000000000009	0.6289999999999996	0.5740000000000016	0.3579999999999988	0.4439999999999991	0.5219999999999985	0.6590000000000007	0.4480000000000004	0.6549999999999994	0.3940000000000001	0.5990000000000002	0.5300000000000011	0.4539999999999989	0.18299999999999986	0.6790000000000003	0.8140000000000001	0.4990000000000006	0.3349999999999991	0.6769999999999996	0.3869999999999987	0.3650000000000002	0.4830000000000005	0.4710000000000001	0.33399999999999963	0.2560000000000002	0.38600000000000106	0.5150000000000006	0.3890000000000011	0.270999999999999
1.33825	1.0570000000000004	0.7929999999999993	0.1800000000000015	0.20999999999999908	0.4710000000000001	0.6359999999999992	0.4710000000000001	0.4399999999999995	0.4600000000000009	0.843	0.5869999999999997	0.5309999999999988	0.26699999999999946	0.5890000000000004	0.5140000000000011	0.3699999999999992	0.5920000000000023	0.6580000000000013	0.3559999999999999	0.27300000000000146	0.6449999999999996	0.5630000000000006	0.31899999999999906	0.4059999999999988	0.541999999999998	0.7279999999999998	0.5440000000000005	0.5649999999999995	0.3559999999999999	0.6400000000000006	0.468	0.4689999999999994	0.2779999999999987	0.6420000000000012	0.4879999999999996	0.4890000000000008	0.3219999999999992	0.6920000000000002	0.4009999999999998	0.3800000000000008	0.4969999999999999	0.5389999999999997	0.4269999999999996	0.3490000000000002	0.4000000000000004	0.6499999999999986	0.4030000000000005	0.3620000000000001
1.50496	0.8820000000000014	0.6419999999999995	0.3460000000000001	0.29499999999999993	0.5570000000000004	0.4849999999999994	0.5570000000000004	0.5250000000000004	0.3890000000000011	0.6430000000000007	0.6470000000000002	0.4589999999999996	0.327	0.5970000000000013	0.4430000000000014	0.3769999999999989	0.6010000000000026	0.6669999999999998	0.3369999999999997	0.3330000000000002	0.6519999999999992	0.5700000000000003	0.2999999999999989	0.4929999999999986	0.5249999999999986	0.684000000000001	0.4730000000000008	0.5989999999999984	0.4429999999999996	0.6480000000000015	0.423	0.423	0.20599999999999952	0.7020000000000001	0.7589999999999986	0.4969999999999999	0.3559999999999999	0.6989999999999998	0.32899999999999885	0.3879999999999999	0.3990000000000009	0.5730000000000004	0.4339999999999993	0.277000000000001	0.4330000000000016	0.7959999999999994	0.3840000000000003	0.20999999999999908
