time	MG1655-1	12PD1-2_1	12PD1-4_1	12PD1-10_1	12PD2-8_1	12PD2-9_1	12PD3-7_1	12PD3-8_1	12PD3-10_1	12PD4-6_1	12PD4-8_1	12PD4-9_1	12PD5-1_1	12PD5-3_1	12PD6-3_1	12PD6-9_1	12PD7-5_1	12PD7-6_1	12PD8-6_1	12PD8-7_1	12PD8-10_1	12PD1-2_3	12PD1-4_3	12PD1-10_3	MG1655-2	12PD1-2_2	12PD1-4_2	12PD1-10_2	12PD2-8_2	12PD2-9_2	12PD3-7_2	12PD3-8_2	12PD3-10_2	12PD4-6_2	12PD4-8_2	12PD4-9_2	12PD5-1_2	12PD5-3_2	12PD6-3_2	12PD6-9_2	12PD7-5_2	12PD7-6_2	12PD8-6_2	12PD8-7_2	12PD8-10_2	12PD2-8_3	12PD2-9_3	12PD3-7_3
0.00509	0.0	0.327	0.0	0.33999999999999986	0.14400000000000013	0.34699999999999953	0.0	0.14999999999999858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.1717	0.26500000000000057	0.30100000000000016	0.2449999999999992	0.19799999999999865	0.16699999999999982	0.09699999999999953	0.3789999999999996	0.14899999999999913	0.4050000000000011	0.4570000000000008	0.3150000000000013	0.343	0.266	0.2649999999999988	0.28800000000000026	0.2910000000000004	0.33200000000000074	0.26700000000000124	0.4589999999999996	0.26500000000000057	0.32399999999999984	1.0410000000000004	0.2639999999999993	0.2429999999999985	0.3260000000000005	0.5719999999999992	0.347999999999999	0.375	0.35299999999999976	0.2370000000000001	0.266	0.1809999999999992	0.3070000000000004	0.4879999999999996	0.3509999999999991	0.4240000000000013	0.6500000000000004	0.4299999999999997	0.4050000000000011	0.4350000000000005	0.4990000000000006	0.4990000000000006	0.6029999999999998	0.3280000000000012	0.6029999999999998	0.3569999999999993	0.3570000000000011	0.6310000000000002
0.3384	0.44899999999999984	0.25900000000000034	0.3130000000000006	0.16199999999999906	0.2390000000000008	0.1150000000000002	0.36799999999999855	0.0	0.4210000000000012	0.44899999999999984	0.3390000000000004	0.3120000000000012	0.44899999999999984	0.44899999999999984	0.4480000000000004	0.33999999999999986	0.3140000000000001	0.3390000000000004	0.5039999999999996	0.3940000000000001	0.4770000000000003	2.167	0.4209999999999994	0.25899999999999856	0.33999999999999986	0.6399999999999988	0.5030000000000001	0.4480000000000004	0.5039999999999996	0.33999999999999986	0.4210000000000012	0.3119999999999994	0.25900000000000034	0.4219999999999988	0.4219999999999988	0.3390000000000004	0.8849999999999998	0.6120000000000001	0.6390000000000011	0.5579999999999998	0.6960000000000015	0.4770000000000003	0.5860000000000003	0.33999999999999986	0.6399999999999988	0.25900000000000034	0.3680000000000003	0.6129999999999995
0.5051800000000001	0.5289999999999999	0.12299999999999932	0.25900000000000034	0.10599999999999987	0.4019999999999993	0.113999999999999	0.3939999999999984	0.026999999999999247	0.3659999999999997	0.6110000000000007	0.4180000000000009	0.28200000000000003	0.31099999999999994	0.5289999999999999	0.5549999999999997	0.5560000000000009	0.20599999999999952	0.3659999999999997	0.4479999999999986	0.4469999999999992	0.5860000000000003	3.453999999999999	0.4740000000000002	0.2850000000000001	0.3670000000000009	0.6939999999999991	0.6929999999999996	0.6109999999999989	0.5859999999999985	0.5020000000000007	0.4749999999999997	0.4459999999999997	0.3160000000000007	0.5030000000000001	0.44899999999999984	0.527000000000001	0.939	0.7199999999999989	0.5300000000000011	0.6669999999999998	0.9169999999999998	0.5340000000000007	0.5050000000000008	0.3410000000000011	0.6959999999999997	0.3140000000000001	0.4780000000000015	0.6959999999999997
0.67169	0.3780000000000001	0.0	0.2729999999999997	0.11899999999999974	0.16900000000000048	0.1269999999999989	0.4349999999999987	0.0129999999999999	0.43400000000000105	0.5690000000000008	0.5120000000000005	0.4580000000000002	0.3780000000000001	0.6239999999999988	0.4850000000000012	0.5690000000000008	0.22000000000000064	0.43299999999999983	0.4059999999999988	0.4320000000000004	0.4629999999999992	4.319000000000001	0.5419999999999998	0.2719999999999985	0.35400000000000104	0.6809999999999992	0.6519999999999992	0.5689999999999991	0.6819999999999986	0.4600000000000009	0.4880000000000013	0.4320000000000004	0.3849999999999998	0.4339999999999993	0.37999999999999895	0.5940000000000012	0.870000000000001	0.8699999999999992	0.6799999999999997	0.7089999999999996	0.9320000000000004	0.5489999999999995	0.3819999999999997	0.3819999999999997	0.7099999999999991	0.3830000000000009	0.4650000000000016	0.7110000000000003
0.83841	0.4830000000000005	0.07600000000000051	0.37599999999999945	0.113999999999999	0.08200000000000074	0.14899999999999913	0.3199999999999985	0.007999999999999119	0.3470000000000013	0.6460000000000008	0.5070000000000014	0.3710000000000005	0.4550000000000001	0.5640000000000001	0.5620000000000012	0.5640000000000001	0.2140000000000004	0.620000000000001	0.4009999999999998	0.3729999999999993	0.5120000000000005	4.502999999999998	0.4819999999999993	0.266	0.29300000000000104	0.7029999999999994	0.5369999999999989	0.6189999999999998	0.6209999999999987	0.5370000000000008	0.4009999999999998	0.5359999999999996	0.4060000000000006	0.34699999999999953	0.4019999999999993	0.5340000000000007	1.0010000000000012	0.9740000000000002	0.620000000000001	0.7850000000000001	1.0630000000000006	0.516	0.3770000000000007	0.5129999999999999	0.7050000000000001	0.29499999999999993	0.4590000000000014	0.7870000000000008
1.005	0.38899999999999935	0.0649999999999995	0.2840000000000007	0.1559999999999988	0.09800000000000077	0.0	0.3359999999999985	0.02399999999999913	0.39000000000000057	0.4700000000000006	0.5220000000000002	0.4400000000000013	0.4159999999999986	0.552999999999999	0.5229999999999997	0.6069999999999993	0.2859999999999996	0.4710000000000001	0.3899999999999988	0.4699999999999989	0.4459999999999997	5.072000000000001	0.4969999999999999	0.1999999999999993	0.44700000000000095	0.6920000000000002	0.6349999999999998	0.5519999999999996	0.5559999999999992	0.4700000000000006	0.4160000000000004	0.5239999999999991	0.4239999999999995	0.4450000000000003	0.4179999999999993	0.5490000000000013	0.936	0.9900000000000002	0.636000000000001	1.0210000000000008	1.109	0.5329999999999995	0.2840000000000007	0.3930000000000007	0.7219999999999995	0.2569999999999997	0.4760000000000009	0.6679999999999993
1.17174	0.5370000000000008	0.04899999999999949	0.21199999999999972	0.03200000000000003	0.0	0.03999999999999915	0.1559999999999988	0.007999999999999119	0.42900000000000027	0.4550000000000001	0.4250000000000007	0.4530000000000012	0.4009999999999998	0.4550000000000001	0.5620000000000012	0.6729999999999999	0.2959999999999994	0.5920000000000005	0.4559999999999995	0.3449999999999989	0.5939999999999994	5.487	0.4550000000000001	0.18399999999999928	0.34800000000000075	0.7029999999999994	0.6470000000000002	0.5640000000000001	0.5119999999999987	0.4550000000000001	0.4009999999999998	0.4539999999999989	0.3789999999999996	0.42900000000000027	0.375	0.4250000000000007	0.8650000000000002	1.1929999999999996	0.7020000000000001	1.0039999999999996	1.0630000000000006	0.625	0.10299999999999976	0.3490000000000002	0.5949999999999989	0.2129999999999992	0.4870000000000001	0.6229999999999993
1.33845	0.4600000000000009	0.08200000000000074	0.3819999999999997	0.06400000000000006	0.16900000000000048	0.1269999999999989	0.32599999999999874	0.0129999999999999	0.2970000000000006	0.40499999999999936	0.5120000000000005	0.43100000000000094	0.4599999999999991	0.6509999999999998	0.5950000000000006	0.8149999999999995	0.19200000000000014	1.5270000000000008	0.3789999999999996	0.2679999999999989	0.4629999999999992	5.741000000000001	0.4870000000000001	0.1349999999999998	0.436	0.6809999999999992	0.5700000000000003	0.6240000000000006	0.436	0.43299999999999983	0.32399999999999984	0.5139999999999993	0.3849999999999998	0.4619999999999997	0.3249999999999993	0.5390000000000015	1.0069999999999997	1.2259999999999989	0.7889999999999997	1.091000000000001	1.0140000000000011	0.5220000000000002	0.218	0.4640000000000004	0.6829999999999998	0.1639999999999997	0.5470000000000006	0.6560000000000006
1.50515	0.4719999999999995	0.0649999999999995	0.202	0.18499999999999872	0.04499999999999993	0.028999999999999918	0.254999999999999	0.10599999999999987	0.527000000000001	0.39000000000000057	0.4430000000000014	0.4160000000000004	0.3629999999999996	0.6899999999999995	0.7439999999999998	0.9630000000000011	0.2850000000000001	0.7729999999999997	0.4449999999999985	0.3620000000000001	0.5280000000000005	5.880999999999999	0.6359999999999992	0.2829999999999995	0.3369999999999997	0.5279999999999987	0.5269999999999992	0.4719999999999995	0.5009999999999994	0.4990000000000006	0.4450000000000003	0.5259999999999998	0.3670000000000009	0.36399999999999894	0.36399999999999894	0.5240000000000009	0.9909999999999995	1.3459999999999999	0.8550000000000004	1.184000000000001	1.0510000000000002	0.5860000000000003	0.2560000000000002	0.33800000000000097	0.6659999999999986	0.2840000000000007	0.4750000000000014	0.7210000000000001
