evolved_compound,grown_compound,strain,repl,growth_rate,rel_growth_rate,growth_ratio,exp_name
"2,3-butanediol",M9,23BD1-8,2,0.6234939176839518,-0.002548315862001438,0.995929482508604,23BD
"2,3-butanediol",M9,23BD2-4,3,0.5712740083460704,-0.05476822519988278,0.9125167244873063,23BD
"2,3-butanediol",M9,23BD3-3,1,0.6456234060915489,0.01958117254559566,1.0312777181735588,23BD
"2,3-butanediol",M9,23BD3-9,2,0.6545202239886735,0.028477990442720258,1.0454889285686344,23BD
"2,3-butanediol",M9,23BD4-4,3,0.4638744508708899,-0.16216778267506332,0.7409635101508535,23BD
"2,3-butanediol",M9,23BD5-7,1,0.7311262669603973,0.10508403341444406,1.1678545436451462,23BD
"2,3-butanediol",M9,23BD6-1,2,0.6638655437622475,0.03782331021629426,1.0604165473023441,23BD
"2,3-butanediol",M9,23BD7-10,3,0.7086801487313241,0.08263791518537089,1.1320005436650866,23BD
"2,3-butanediol",M9,23BD7-7,1,0.7198684324842721,0.0938261989383189,1.1498719957068708,23BD
"2,3-butanediol",M9,23BD8-5,2,0.6845417615196059,0.058499527973652654,1.093443420969072,23BD
NA,M9,MG1655,3,0.6047810618467203,-0.021261171699232917,0.9660387581540498,23BD
"2,3-butanediol",M9,23BD1-8,3,0.6384667503236229,0.012424516777669647,1.0198461319570984,23BD
"2,3-butanediol",M9,23BD2-7,1,0.6846025857958166,0.058560352249863334,1.0935405777948444,23BD
"2,3-butanediol",M9,23BD3-3,2,0.6746700336837791,0.04862780013782586,1.0776749515162805,23BD
"2,3-butanediol",M9,23BD3-9,3,0.6107396846967258,-0.015302548849227438,0.97555668287337,23BD
"2,3-butanediol",M9,23BD4-7,1,0.6760854917417428,0.050043258195789586,1.0799359140873621,23BD
"2,3-butanediol",M9,23BD5-7,2,0.7177867331934381,0.09174449964748488,1.14654682181398,23BD
"2,3-butanediol",M9,23BD6-1,3,0.8318525674682844,0.20581033392233117,1.3287483222283663,23BD
"2,3-butanediol",M9,23BD7-4,1,0.727476525060826,0.10143429151487282,1.1620246783357424,23BD
"2,3-butanediol",M9,23BD7-7,2,0.6846300467916754,0.05858781324572215,1.0935844422410228,23BD
"2,3-butanediol",M9,23BD8-5,3,0.8226871347776251,0.1966449012316719,1.3141080436664143,23BD
NA,M9,MG1655,4,0.6695540830024926,0.04351184945653941,1.0695030576612776,23BD
"2,3-butanediol",M9,23BD1-9,1,0.5766037855213243,-0.049438448024628934,0.9210301711681564,23BD
"2,3-butanediol",M9,23BD2-7,2,0.7035826655710105,0.07754043202505723,1.1238581486521477,23BD
"2,3-butanediol",M9,23BD3-3,3,0.6659369514453609,0.03989471789940768,1.0637252820363905,23BD
"2,3-butanediol",M9,23BD4-3,1,0.684733833627859,0.05869160008190577,1.0937502247244117,23BD
"2,3-butanediol",M9,23BD4-7,2,0.6259521012102638,-9.013233568944123e-05,0.9998560283462364,23BD
"2,3-butanediol",M9,23BD5-7,3,0.7349606365869339,0.10891840304098066,1.173979321529249,23BD
"2,3-butanediol",M9,23BD2-5,1,0.7329956488613016,0.10695341531534841,1.1708405752588857,23BD
"2,3-butanediol",M9,23BD7-4,2,0.8582834717558503,0.23224123820989706,1.3709673657230186,23BD
"2,3-butanediol",M9,23BD7-7,3,0.742079030123496,0.11603679657754273,1.1853497900937147,23BD
"2,3-butanediol",M9,23BD8-7,1,0.801466260421856,0.17542402687590275,1.2802111702309396,23BD
NA,M9,MG1655,5,0.6957823447620833,0.06974011121613011,1.1113984128852084,23BD
"2,3-butanediol",M9,23BD1-9,2,0.5939612053300805,-0.032081028215872776,0.948755808319571,23BD
"2,3-butanediol",M9,23BD2-7,3,0.6777230859960874,0.05168085245013421,1.0825517028737976,23BD
"2,3-butanediol",M9,23BD3-4,1,0.6025719542675613,-0.02347027927839196,0.9625100703742391,23BD
"2,3-butanediol",M9,23BD4-3,2,0.7001343126198499,0.0740920790738967,1.118349969225292,23BD
"2,3-butanediol",M9,23BD4-7,3,0.6837973288393333,0.057755095293380077,1.0922543116081012,23BD
"2,3-butanediol",M9,23BD5-10,1,0.6380207901587192,0.011978556612765923,1.0191337835866414,23BD
"2,3-butanediol",M9,23BD2-5,2,0.71006064420697,0.08401841066101678,1.134205659233451,23BD
"2,3-butanediol",M9,23BD7-4,3,0.7232383969474536,0.09719616340150039,1.155254962354494,23BD
"2,3-butanediol",M9,23BD8-2,1,0.8023956658011417,0.1763534322551885,1.2816957432029923,23BD
"2,3-butanediol",M9,23BD8-7,2,0.7970672533916858,0.1710250198457326,1.2731844765121247,23BD
"2,3-butanediol",M9,23BD1-6,1,0.608269341419679,-0.017772892126274198,0.9716107138241982,23BD
"2,3-butanediol",M9,23BD1-9,3,0.5849894144873894,-0.04105281905856384,0.9344248409152248,23BD
"2,3-butanediol",M9,23BD2-9,1,0.5980502219773834,-0.027992011568569786,0.9552873431397418,23BD
"2,3-butanediol",M9,23BD3-4,2,0.5875337313778688,-0.038508502168084435,0.93848897070415,23BD
"2,3-butanediol",M9,23BD4-3,3,0.6508824019022016,0.02484016835624836,1.0396781032096696,23BD
"2,3-butanediol",M9,23BD5-1,1,0.5858009299787864,-0.04024130356716682,0.9357211040871207,23BD
"2,3-butanediol",M9,23BD5-10,2,0.5241399103879587,-0.10190232315799452,0.8372277177199187,23BD
"2,3-butanediol",M9,23BD2-5,3,0.7370069570808115,0.11096472353485831,1.177247983584662,23BD
"2,3-butanediol",M9,23BD7-5,1,0.7196282959486516,0.0935860624026984,1.149488416895805,23BD
"2,3-butanediol",M9,23BD8-2,2,0.8172337809228271,0.19119154737687383,1.305397203466529,23BD
"2,3-butanediol",M9,23BD8-7,3,0.6860639925384084,0.06002175899245521,1.0958749358689224,23BD
"2,3-butanediol",M9,23BD1-6,2,0.5863150418277407,-0.039727191718212485,0.9365423136180534,23BD
"2,3-butanediol",M9,23BD2-4,1,0.5332543618882065,-0.09278787165774671,0.8517865621745856,23BD
"2,3-butanediol",M9,23BD2-9,2,0.667346671800871,0.04130443825491781,1.0659770795669266,23BD
"2,3-butanediol",M9,23BD3-4,3,0.5734085313448851,-0.05263370220106811,0.9159262756077228,23BD
"2,3-butanediol",M9,23BD4-4,1,0.4963077216662914,-0.12973451187966184,0.7927703516984227,23BD
"2,3-butanediol",M9,23BD5-1,2,0.6379289440314018,0.011886710485448537,1.0189870744312588,23BD
"2,3-butanediol",M9,23BD5-10,3,0.8165021203058709,0.19045988675991765,1.304228495386226,23BD
"2,3-butanediol",M9,23BD7-10,1,0.6974300034727261,0.07138776992677287,1.1140302779932703,23BD
"2,3-butanediol",M9,23BD7-5,2,0.7044415285958853,0.07839929504993204,1.1252300417591192,23BD
"2,3-butanediol",M9,23BD8-2,3,0.8223977408045176,0.19635550725856432,1.3136457841612235,23BD
"2,3-butanediol",M9,23BD1-6,3,0.530594522939253,-0.09544771060670021,0.8475379048054366,23BD
"2,3-butanediol",M9,23BD2-4,2,0.5857312965602225,-0.04031093698573074,0.9356098760982844,23BD
"2,3-butanediol",M9,23BD2-9,3,0.6500083187398946,0.02396608519394139,1.0382818984243212,23BD
"2,3-butanediol",M9,23BD3-9,1,0.6024488538680396,-0.02359337967791364,0.9623134376345844,23BD
"2,3-butanediol",M9,23BD4-4,2,0.5761275176126082,-0.049914715933345066,0.9202694111376095,23BD
"2,3-butanediol",M9,23BD5-1,3,0.6598197524900056,0.03377751894405234,1.0539540579438766,23BD
"2,3-butanediol",M9,23BD6-1,1,0.790348497360053,0.16430626381409974,1.2624523634507148,23BD
"2,3-butanediol",M9,23BD7-10,2,0.6486839942485499,0.022641760702596714,1.0361665068095358,23BD
"2,3-butanediol",M9,23BD7-5,3,0.8124249065732757,0.18638267302732248,1.297715813790447,23BD
"2,3-butanediol",M9,23BD8-5,1,0.7765252586375999,0.15048302509164668,1.24037200212404,23BD
NA,M9,MG1655,1,0.7685048566374965,0.018141647743053824,1.0241771551803334,ADIP
adipate,M9,ADIP1-6,1,0.6516145477110551,-0.09874866118338754,0.8683988500330657,ADIP
adipate,M9,ADIP8-13,0,0.6280500015946305,-0.1223132072998121,0.8369946635842876,ADIP
NA,M9,MG1655,2,0.7889685159648646,0.03860530707042198,1.0514488271983666,ADIP
adipate,M9,ADIP1-6,2,0.6168599863320995,-0.13350322256234315,0.8220818651822738,ADIP
adipate,M9,ADIP2-5,3,0.7500172478031192,-0.00034596109132345454,0.9995389418254752,ADIP
adipate,M9,ADIP3-2,1,0.7000487136160342,-0.05031449527840848,0.9329464788758234,ADIP
adipate,M9,ADIP3-8,2,0.7335969456225692,-0.01676626327187347,0.9776558031188972,ADIP
adipate,M9,ADIP4-4,3,0.6726722622917066,-0.07769094660273601,0.8964622123235453,ADIP
adipate,M9,ADIP5-5,1,0.6580230857557445,-0.0923401231386981,0.8769394314058273,ADIP
adipate,M9,ADIP6-10,3,0.7318078525166685,-0.018555356377774168,0.9752715003110122,ADIP
adipate,M9,ADIP6-3,2,0.7588687886132143,0.008505579718771639,1.0113352835239662,ADIP
adipate,M9,ADIP7-10,1,0.6799960993601897,-0.07036710953425296,0.9062226016678919,ADIP
adipate,M9,ADIP8-7,2,0.6747416125331036,-0.07562159636133903,0.8992200104363365,ADIP
adipate,M9,ADIP8-14,0,0.698697851823102,-0.05166535707134068,0.9311462016541796,ADIP
NA,M9,MG1655,3,0.7553828890154073,0.0050196801209646535,1.006689667165799,ADIP
adipate,M9,ADIP1-6,3,0.6829706501368678,-0.06739255875757488,0.9101867496184034,ADIP
adipate,M9,ADIP2-6,1,0.7698023600530017,0.019439151158559098,1.0259063223358191,ADIP
adipate,M9,ADIP3-2,2,0.7188222573637182,-0.03154095153072445,0.9579657542416082,ADIP
adipate,M9,ADIP3-8,3,0.7159852806678947,-0.03437792822654795,0.9541849496096709,ADIP
adipate,M9,ADIP4-8,1,0.6730808131183921,-0.07728239577605056,0.8970066830836289,ADIP
adipate,M9,ADIP5-5,2,0.6536914021657206,-0.096671806728722,0.871166648920388,ADIP
adipate,M9,ADIP7-2,1,0.7129944010389184,-0.03736880785552421,0.9501990403946083,ADIP
adipate,M9,ADIP6-3,3,0.7187987482194026,-0.03156446067504004,0.9579344238884714,ADIP
adipate,M9,ADIP7-10,2,0.7336302951039684,-0.016732913790474258,0.9777002475706026,ADIP
adipate,M9,ADIP8-7,3,0.6765493535393325,-0.07381385535511009,0.9016291650761173,ADIP
adipate,M9,ADIP8-15,0,0.7552921659940738,0.004928957099631148,1.0065687616892802,ADIP
NA,M9,MG1655,4,0.7346023242170672,-0.015760884677375464,0.9789956590481069,ADIP
adipate,M9,ADIP1-9,1,0.7190855665998286,-0.03127764229461405,0.9583166632853743,ADIP
adipate,M9,ADIP2-6,2,0.7645690950930354,0.014205886198592754,1.0189320132306636,ADIP
adipate,M9,ADIP3-2,3,0.6361673083459582,-0.11419590054848439,0.8478125004066546,ADIP
adipate,M9,ADIP4-1,1,0.7122640231285401,-0.03809918576590254,0.9492256745609416,ADIP
adipate,M9,ADIP4-8,2,0.7030384601101708,-0.04732474878427184,0.9369308779757494,ADIP
adipate,M9,ADIP5-5,3,0.667995031313391,-0.08236817758105164,0.8902289230006227,ADIP
adipate,M9,ADIP7-2,2,0.7660736153397512,0.015710406445308522,1.0209370692207254,ADIP
adipate,M9,ADIP6-9,1,0.7062841199690502,-0.04407908892539247,0.9412563297308553,ADIP
adipate,M9,ADIP7-10,3,0.7280393220164489,-0.022323886877993693,0.9702492251573943,ADIP
adipate,M9,ADIP8-10,1,0.6521646971562288,-0.09819851173821381,0.8691320275644966,ADIP
adipate,M9,ADIP8-16,0,0.695017062812042,-0.05534614608240063,0.926240858525106,ADIP
NA,M9,MG1655,5,0.7043574586373775,-0.0460057502570651,0.9386886914073942,ADIP
adipate,M9,ADIP1-9,2,0.6890040400713155,-0.061359168823127086,0.9182273756284888,ADIP
adipate,M9,ADIP2-6,3,0.7277400342032698,-0.02262317469117281,0.9698503678978279,ADIP
adipate,M9,ADIP3-4,1,0.7185816161741466,-0.031781592720296015,0.9576450546301146,ADIP
adipate,M9,ADIP4-1,2,0.6568943070765993,-0.09346890181784329,0.8754351216718675,ADIP
adipate,M9,ADIP4-8,3,0.6810720521376671,-0.06929115675677555,0.907656510959717,ADIP
adipate,M9,ADIP5-6,1,0.634461786817903,-0.11590142207653964,0.8455395724327895,ADIP
adipate,M9,ADIP7-2,3,0.7438428850170274,-0.006520323877415191,0.9913104429959699,ADIP
adipate,M9,ADIP6-9,2,0.7025275693471331,-0.047835639547309516,0.936250020016588,ADIP
adipate,M9,ADIP8-3,1,0.653537862059657,-0.09682534683478561,0.8709620278725493,ADIP
adipate,M9,ADIP8-10,2,0.6610012222512422,-0.08936198664320039,0.8809083580005701,ADIP
adipate,M9,ADIP8-17,0,0.7484256137262422,-0.0019375951682004677,0.9974177902844474,ADIP
adipate,M9,ADIP1-1,1,0.8127708957014862,0.06240768680704356,1.083169971644789,ADIP
adipate,M9,ADIP1-9,3,0.6931095712538129,-0.05725363764062974,0.9236987675275482,ADIP
adipate,M9,ADIP2-10,1,0.7733190197053557,0.022955810810913024,1.0305929322477514,ADIP
adipate,M9,ADIP3-4,2,0.8310704311889837,0.08070722229454108,1.1075575419182027,ADIP
adipate,M9,ADIP4-1,3,0.6974659762704096,-0.05289723262403301,0.92950449596007,ADIP
adipate,M9,ADIP5-2,1,0.6894417523481087,-0.06092145654633396,0.9188107095014781,ADIP
adipate,M9,ADIP5-6,2,0.6304182409188295,-0.11994496797561316,0.8401507875734797,ADIP
adipate,M9,ADIP7-5,1,0.7411400047647095,-0.009223204129733098,0.9877083470772478,ADIP
adipate,M9,ADIP6-9,3,0.6711612745937918,-0.07920193430065081,0.8944485372392604,ADIP
adipate,M9,ADIP8-3,2,0.5598068549049606,-0.190556353989482,0.7460478449226733,ADIP
adipate,M9,ADIP8-10,3,0.6639665774784868,-0.08639663141595588,0.8848602511532389,ADIP
adipate,M9,ADIP8-18,0,0.7243840285892361,-0.025979180305206517,0.9653778596854672,ADIP
adipate,M9,ADIP1-1,2,0.7480929770485064,-0.0022702318459362214,0.9969744893952343,ADIP
adipate,M9,ADIP2-5,1,0.7291988064106067,-0.021164402483835887,0.9717944560274767,ADIP
adipate,M9,ADIP2-10,2,0.751446223691182,0.0010830147967393344,1.0014433207597357,ADIP
adipate,M9,ADIP3-4,3,0.7145413934065861,-0.03582181548785657,0.952260698468099,ADIP
adipate,M9,ADIP4-4,1,0.6367398860771687,-0.11362332281727394,0.8485755678444279,ADIP
adipate,M9,ADIP5-2,2,0.6545107740466667,-0.09585243484777595,0.872258615945468,ADIP
adipate,M9,ADIP5-6,3,0.6386118610668116,-0.11175134782763108,0.8510703263393186,ADIP
adipate,M9,ADIP7-5,2,0.7346181788657394,-0.0157450300287032,0.9790167883472041,ADIP
adipate,M9,ADIP6-10,1,0.7245774091085194,-0.025785799785923214,0.9656355755715754,ADIP
adipate,M9,ADIP8-3,3,0.6359902781585293,-0.11437293073591337,0.8475765744106428,ADIP
adipate,M9,ADIP8-11,0,0.6602397148054387,-0.09012349408900389,0.8798935062104277,ADIP
adipate,M9,ADIP8-19,0,0.7248237632316946,-0.025539445662748017,0.9659638887407914,ADIP
adipate,M9,ADIP1-1,3,0.8679265760572031,0.1175633671627605,1.156675281742523,ADIP
adipate,M9,ADIP2-5,2,0.6912454652430434,-0.05911774365139921,0.9212144959259115,ADIP
adipate,M9,ADIP2-10,3,0.695504430463629,-0.05485877843081366,0.926890367517298,ADIP
adipate,M9,ADIP3-8,1,0.6860560254289259,-0.06430718346551678,0.914298592064149,ADIP
adipate,M9,ADIP4-4,2,0.5744500089416912,-0.17591319995275145,0.7655625997282897,ADIP
adipate,M9,ADIP5-2,3,0.666395520352813,-0.08396768854162961,0.8880972740316726,ADIP
adipate,M9,ADIP6-3,1,0.7141475677390912,-0.036215641155351475,0.9517358517501008,ADIP
adipate,M9,ADIP7-5,3,0.6800573553152016,-0.07030585357924102,0.9063042367404619,ADIP
adipate,M9,ADIP6-10,2,0.7017984308157382,-0.04856477807870441,0.9352783058883472,ADIP
adipate,M9,ADIP8-7,1,0.6080984615370285,-0.14226474735741412,0.8104054867415185,ADIP
adipate,M9,ADIP8-12,0,0.6200233551707438,-0.13033985372369883,0.8262976486870448,ADIP
adipate,M9,ADIP8-20,0,0.6324080938699642,-0.11795511502447842,0.8428026406061817,ADIP
NA,M9,MG1655,1,0.5959203706097905,-0.012343980959748424,0.9797062232434031,BUT
butanol,M9,BUT1-3,1,0.7049649989994248,0.09670064742988582,1.1589779956368702,BUT
NA,M9,MG1655,2,0.6049367786076758,-0.0033275729618631456,0.9945293967116816,BUT
butanol,M9,BUT1-3,2,0.72996175063551,0.1216973990659711,1.2000732062497965,BUT
butanol,M9,BUT2-1,3,0.7820966915594944,0.1738323399899554,1.285784198172071,BUT
butanol,M9,BUT3-3,1,0.7408160804734074,0.13255172890386846,1.2179179637304698,BUT
butanol,M9,BUT3-7,2,0.7190737114009357,0.11080935983139673,1.1821730297780382,BUT
butanol,M9,BUT4-7,3,0.733504772670314,0.12524042110077505,1.2058980125624823,BUT
butanol,M9,BUT5-3,1,0.7334862453415706,0.12522189377203163,1.2058675532256895,BUT
butanol,M9,BUT6-1,2,0.7334484603140282,0.12518410874448926,1.2058054338076358,BUT
butanol,M9,BUT6-8,3,0.7265141881090085,0.11824983653946952,1.1944053374726675,BUT
butanol,M9,BUT7-9,1,0.7358174193781694,0.1275530678086304,1.2097000547204484,BUT
butanol,M9,BUT8-7,2,0.7013036513359869,0.09303929976644798,1.152958659382838,BUT
butanol,M9,BUT9-5,3,0.8051487042905228,0.1968843527209838,1.3236822151634433,BUT
NA,M9,MG1655,3,0.6541966194133747,0.04593226784383575,1.075513660672887,BUT
butanol,M9,BUT1-3,3,0.7146050930191632,0.10634074144962424,1.1748265226709853,BUT
butanol,M9,BUT2-8,1,0.7423245967752848,0.1340602452057459,1.2203979977781414,BUT
butanol,M9,BUT3-3,2,0.7223917861279341,0.11412743455839514,1.1876280177588998,BUT
butanol,M9,BUT3-7,3,0.7750083405195206,0.16674398894998166,1.274130792836573,BUT
butanol,M9,BUT4-9,1,0.7725810765046709,0.16431672493513194,1.2701403172997665,BUT
butanol,M9,BUT5-3,2,0.7421555008858847,0.13389114931634571,1.2201200004091293,BUT
butanol,M9,BUT6-1,3,0.795701284598007,0.1874369330284681,1.3081504489697842,BUT
butanol,M9,BUT7-6,1,0.6672931271826065,0.05902877561306752,1.0970446080898086,BUT
butanol,M9,BUT7-9,2,0.7551773984685737,0.14691304689903473,1.241528287034982,BUT
butanol,M9,BUT8-7,3,0.7688260663344353,0.16056171476489633,1.2639669978202568,BUT
butanol,M9,BUT9-7,1,0.7252011079259654,0.11693675635642642,1.1922466047117308,BUT
NA,M9,MG1655,4,0.585745668931939,-0.02251868263759993,0.9629787894367084,BUT
butanol,M9,BUT1-5,1,0.7192698685801125,0.1110055170105736,1.1824955165038684,BUT
butanol,M9,BUT2-8,2,0.7462092938485869,0.13794494227904797,1.2267845253845648,BUT
