	MG1655-1	HEXA1-1_1	HEXA2-9_1	HEXA4-10_1	HEXA6-9_1	bioAB-1	opgH-1	proQ-1	MG1655-2	HEXA1-1_2	HEXA2-9_2	HEXA4-10_2	HEXA6-9_2	bioAB-2	opgH-2	proQ-2	MG1655-3	HEXA1-1_3	HEXA2-9_3	HEXA4-10_3	HEXA6-9_3	bioAB-3	opgH-3	proQ-3	proP-1	ompR_proQ-1	ompR_proP-1	bioAB_ompR-1	bioAB_ompR_proQ-1	bioAB_ompR_proQ-1dup	proP-2	ompR_proQ-2	ompR_proP-2	bioAB_ompR_proQ-2	bioAB_ompR-2	bioAB_ompR_proQ-2dup	proP-3	ompR_proQ-3	ompR_proP-3	bioAB_ompR-3	bioAB_ompR_proQ-3	bioAB_ompR_proQ-3dup
9.83953	4.803	30.284000000000002	6.391	28.64	15.302999999999999	1.9569999999999999	3.6460000000000004	2.8819999999999997	4.04	33.37	5.2379999999999995	27.55	15.212	3.7560000000000002	3.4	2.625	5.4879999999999995	33.531	5.957999999999999	31.476	17.395	4.584	3.96	4.856	3.885	12.165999999999999	4.593999999999999	3.0439999999999996	11.466	10.599	4.434	10.945	3.147	13.124	3.285	11.959000000000001	4.301	12.894	2.8289999999999997	3.133	18.637999999999998	11.307
10.0062	4.916	29.69	6.812	25.974	16.147000000000002	2.21	3.977	3.37	4.391	32.147	5.57	27.733	16.160999999999998	3.9330000000000003	3.63	3.39	5.59	33.363	6.284	31.552	17.697	4.341	3.9139999999999997	5.09	4.144	13.782	5.111000000000001	3.435	12.748	11.755	4.751	11.912	3.36	14.027000000000001	3.4939999999999998	12.603	4.816	13.298	3.197	3.3739999999999997	19.832	11.892999999999999
10.17291	5.2589999999999995	29.653000000000002	7.523	26.513	15.620999999999999	2.241	4.297	3.4339999999999997	4.323	31.238000000000003	5.603	28.255	15.054	4.09	3.998	3.2760000000000002	5.8629999999999995	34.188	6.716	30.824	17.121	4.736000000000001	4.378	5.399	4.48	14.543	5.7010000000000005	3.6839999999999997	12.883	11.932	4.805	12.894	3.7689999999999997	15.007	3.745	13.39	4.971	14.338	3.513	3.718	20.612	13.177999999999999
10.33955	5.586	30.721999999999998	7.7	26.703000000000003	16.338	2.6189999999999998	4.69	3.759	4.692	32.406	6.457000000000001	28.859	15.26	4.446000000000001	4.209	3.234	6.263999999999999	33.126	7.359	32.466	17.663	5.016	4.803	5.606	4.7860000000000005	15.392000000000001	5.936	4.012	14.224	12.679	5.706	14.079	4.027	16.257	4.163	14.589	5.207000000000001	15.032	3.864	4.135	21.418000000000003	13.66
10.50624	5.635	28.795	8.488999999999999	26.401	16.000999999999998	3.0869999999999997	5.11	3.6860000000000004	5.196000000000001	31.125	7.002000000000001	28.513	16.704	4.745	4.716	3.19	6.581	32.928000000000004	7.93	30.463	17.406	5.144	4.817	5.652	5.106	15.697000000000001	6.3870000000000005	4.277	14.94	13.797	5.6160000000000005	13.706	4.083	16.811	4.4	15.164000000000001	5.626	16.267	4.106	4.497	22.386999999999997	14.332
10.67305	5.821000000000001	30.717	8.923	25.223000000000003	16.528	2.9010000000000002	5.172000000000001	3.903	5.01	32.736	7.281000000000001	28.234	16.208	4.838	4.871	3.841	6.891	33.672	8.302	30.029	17.468	5.733	5.127000000000001	5.931	5.199	17.246	6.542000000000001	4.525	15.87	14.913	5.8020000000000005	15.504000000000001	4.64	17.864	4.803	15.845999999999998	5.626	16.979	4.446000000000001	4.776	22.976	15.448
10.83974	6.377999999999999	29.998	9.599	27.557	16.094	3.6430000000000002	5.459	3.967	5.313	32.199	7.745	27.423000000000002	15.472999999999999	4.9319999999999995	4.989	3.912	7.2860000000000005	33.938	8.792	32.275	17.729	6.218	5.495	6.053	5.347	18.435	7.005	4.802	16.34	15.517999999999999	6.287000000000001	15.828	4.768	18.992	5.2379999999999995	17.184	5.747999999999999	17.734	4.791	4.7780000000000005	23.781	16.386
11.00635	6.564	29.193	10.187000000000001	26.535999999999998	16.373	3.488	5.737	4.245	6.087000000000001	32.076	8.425	26.866	15.876	5.118	5.484	4.345	7.471	33.846	9.318	30.914	17.945	6.5889999999999995	5.774	6.733	5.8420000000000005	18.805999999999997	7.284	5.421	17.578	16.848	6.566	17.375999999999998	5.263	19.641	5.763999999999999	18.112000000000002	6.181	19.127	5.162000000000001	5.6129999999999995	24.772	16.788
11.17303	7.031000000000001	29.166999999999998	10.649000000000001	26.621	15.825	3.65	6.371	4.436	6.145	30.778000000000002	9.015	27.274	15.860999999999999	5.586	5.853	4.423	8.024	33.411	10.027000000000001	29.334	18.428	6.367000000000001	6.362	6.735	6.242000000000001	20.43	7.718999999999999	5.608	18.521	17.024	7.024	18.785999999999998	5.517	20.092	6.2	18.958	6.647	19.977	5.385	5.649	25.644000000000002	18.534000000000002
11.33973	7.327999999999999	29.824	11.537	26.234	16.232	3.6860000000000004	6.803999999999999	4.67	6.818	30.818	9.715	27.991999999999997	15.613	6.192	6.061	5.01	8.232999999999999	32.927	10.854000000000001	30.459	18.457	6.577000000000001	6.6610000000000005	6.847	6.7589999999999995	20.987	8.388	5.875	19.594	18.227	6.956	19.156	6.183	21.575	6.497000000000001	19.766	6.945	20.998	5.957999999999999	6.037999999999999	27.228	19.123
11.50641	7.68	29.631	12.195	25.971999999999998	16.474	4.453	7.02	4.8069999999999995	6.609	30.16	10.405999999999999	26.717	16.201	6.05	6.502000000000001	4.979	8.612	32.236999999999995	11.634	29.334	17.47	7.047000000000001	6.857	7.106	6.797999999999999	21.511999999999997	8.955	6.443	19.973	19.836	8.044	20.546999999999997	6.2589999999999995	22.379	6.973	20.627	7.358	21.399	6.497999999999999	6.638	27.622	20.017
11.67303	8.453	30.373	13.152999999999999	25.971999999999998	16.598	4.268	7.513999999999999	5.023	7.382000000000001	31.087	10.405999999999999	27.397	15.737	6.513	6.78	5.195	8.395	32.299	12.407	30.756	18.057000000000002	7.417999999999999	7.0729999999999995	7.353	7.354	23.459	9.418	6.845	21.024	20.578000000000003	7.9510000000000005	21.66	6.9079999999999995	22.75	7.406000000000001	21.925	7.8839999999999995	22.326	6.683	7.101	28.703000000000003	20.666
11.83976	8.204	29.471999999999998	13.591	25.453000000000003	16.249000000000002	4.788	7.347	5.236000000000001	7.324	30.373	11.458	27.516	15.720999999999998	6.6339999999999995	7.774	5.335	9.545	32.051	12.937999999999999	29.985	18.285999999999998	8.044	7.816	7.476	7.667999999999999	24.005	10.007	7.494	21.415	21.429000000000002	8.856	22.326999999999998	7.367999999999999	24.098000000000003	8.116	22.104	8.007	23.706999999999997	7.452000000000001	7.718	28.701999999999998	21.337
12.00647	8.746	29.103	14.129000000000001	26.191999999999997	15.913	5.069	8.25	5.7170000000000005	7.6160000000000005	30.87	12.184000000000001	27.487	16.44	7.146	7.385	5.867999999999999	10.267999999999999	31.463	13.290999999999999	31.469	18.387999999999998	8.426	7.831	7.77	8.3	24.906999999999996	10.609000000000002	8.066	22.209	22.116	9.238	23.291999999999998	7.725	25.248	8.533999999999999	23.19	9.012	25.134	7.9639999999999995	8.662	28.671999999999997	22.455
12.17314	9.334	29.938000000000002	14.748	26.779	16.840999999999998	4.976	8.838	5.841	7.987	30.344	12.864	27.982	16.224	7.486000000000001	7.787000000000001	6.24	10.299000000000001	32.051	14.404000000000002	30.634	18.017	9.045	8.573	8.357999999999999	8.361	26.268	11.444	8.685	22.766	22.487	9.424	24.590999999999998	8.436	24.598000000000003	8.936	23.715	8.827	25.011	8.212	8.847000000000001	29.878	23.445
12.33991	9.551	29.779	15.344000000000001	25.859	16.369	5.683	8.455	6.395	8.891	29.66	13.859000000000002	27.421	16.084	8.227	8.193999999999999	6.35	10.43	31.338	14.597999999999999	30.048000000000002	17.471	9.302	8.7	8.482000000000001	8.769	24.96	11.974	9.183	23.375999999999998	23.713	9.65	25.355999999999998	9.022	25.516	9.958	24.238000000000003	9.416	25.776999999999997	8.704	9.25	29.909000000000002	23.561999999999998
12.50667	10.169	30.061999999999998	15.985	24.274	15.944	6.306	9.456	6.768	9.224	30.529	13.978	27.426	15.884	8.166	8.838	6.827000000000001	11.258	31.371	15.703	29.953000000000003	17.491	9.632	9.315	8.822000000000001	9.32	26.206	12.774000000000001	9.705	24.9	25.24	10.444	26.354	9.735	25.248	10.296	24.581	9.476	27.145	9.758	10.208	31.053	24.249000000000002
12.67312	10.338	29.166999999999998	16.737000000000002	25.416	16.66	6.308	9.956	6.692	9.916	30.129	14.856	27.088	16.201	8.707	9.283999999999999	7.111000000000001	11.331	32.577	16.517	30.045	17.717	10.106	9.607000000000001	9.207	9.549	27.384	13.189	10.182	23.373	25.151999999999997	10.392999999999999	26.697	9.844	26.921999999999997	11.083	24.366999999999997	9.613999999999999	26.776	9.743	10.686	29.723000000000003	24.158
12.83984	10.614	29.573	16.387999999999998	25.502	16.421	6.5889999999999995	10.459000000000001	7.064	9.937999999999999	30.564	15.282	27.217	15.877	9.17	9.647	6.846	12.465	30.478	17.617	30.259	18.107	10.497	10.745	9.884	10.375	26.463	14.202	11.073	24.893	26.149	11.37	27.476	10.524000000000001	26.311999999999998	11.08	24.74	11.186	26.998	10.823	11.270999999999999	30.433000000000003	25.46
13.00653	10.927999999999999	29.552	17.444000000000003	25.266	16.924	6.814	10.776	7.007999999999999	10.377	29.895	15.751	27.01	15.699000000000002	9.453	9.623	7.564	12.224	30.21	17.160999999999998	30.362	17.867	11.152000000000001	10.504000000000001	10.013	10.35	27.491	14.949000000000002	11.542	24.660999999999998	26.219	11.562999999999999	26.929000000000002	11.084000000000001	26.105	11.796	24.75	10.883	26.545	11.199000000000002	11.647	30.413	25.346
13.17321	11.517999999999999	31.186	17.579	24.747	16.514	7.77	11.046	7.562	10.633	29.088	16.593	27.098000000000003	16.023	10.011000000000001	10.805	8.171	12.543	30.546999999999997	17.76	28.17	18.095	11.225999999999999	11.715	10.047	10.853	27.455	15.328	11.640999999999998	25.551	26.489	12.130999999999998	26.614	11.765	26.651999999999997	12.850999999999999	25.581999999999997	11.814	26.878	11.85	12.238	30.660999999999998	25.991999999999997
13.33997	11.885	29.305	18.339000000000002	24.494	17.109	7.678999999999999	11.177999999999999	8.211	11.921	30.45	16.708	27.319000000000003	16.348	10.687999999999999	11.352	8.427999999999999	13.12	30.642	18.921	29.59	17.682000000000002	12.14	12.264000000000001	10.569	12.048	26.565	16.029	12.652999999999999	25.093000000000004	27.269000000000002	12.55	27.546999999999997	12.380999999999998	26.475	12.815	25.028000000000002	12.674000000000001	26.267	12.712	13.005	31.061	26.364
13.50669	12.690999999999999	30.555	18.604	24.184	16.342	8.347000000000001	12.142999999999999	8.423	11.997	30.219	18.143	28.011	16.247	10.967	11.517999999999999	9.451	13.227	30.781999999999996	19.128	30.264	18.471	12.686	11.901	11.128	12.372	27.160999999999998	16.877	13.467	25.5	27.432	12.91	27.093000000000004	13.155	26.511999999999997	13.562000000000001	26.158	12.742	28.194000000000003	12.589	13.720999999999998	30.868000000000002	25.36
13.67324	13.564	30.75	17.714000000000002	24.505	17.340999999999998	8.79	13.112	8.552	11.602	30.506999999999998	18.242	26.256	15.914000000000001	11.529000000000002	11.185	10.079	13.513	30.235	19.631	31.389	17.241	12.693	12.898	11.474	12.224	26.799	16.574	14.402000000000001	24.989	27.008000000000003	13.567	27.783	13.284	26.521	14.404000000000002	25.89	13.552999999999999	27.461	13.338	14.378	30.693	26.33
13.83998	12.841	30.682	19.303	25.199	17.062	8.996	12.953	8.701	12.79	30.778000000000002	18.719	27.552	16.046	11.798	11.849	9.306000000000001	13.834000000000001	30.228	19.855	30.107	18.551	13.228	13.718	11.958	12.824000000000002	26.611	17.206	15.034	24.486	26.851	13.978	28.088	14.511	26.458000000000002	14.792	25.819000000000003	13.879000000000001	27.395	14.1	14.519	30.99	25.518
14.00673	14.619000000000002	31.026	18.474	24.386	17.262	9.612	13.519	9.439	13.720999999999998	30.906	19.435	26.76	16.324	12.220999999999998	12.877	9.293	14.427	29.279	20.500999999999998	30.070999999999998	18.711	13.290999999999999	14.068	11.7	13.171	27.641	17.77	14.950999999999999	24.807	26.65	14.04	27.05	15.023	26.814	15.546	26.284000000000002	13.863	26.634	14.151	15.335999999999999	30.000999999999998	25.124000000000002
14.17342	14.151	31.054000000000002	19.125999999999998	24.886999999999997	17.158	9.552	14.377	9.766	13.788	31.428	18.79	27.029	16.703	12.46	12.786	9.866	15.295	29.519000000000002	20.078	29.889	18.221	14.008	13.944	12.557	14.655999999999999	26.985	17.494	16.187	24.628	27.009	15.067	29.511	15.573	26.061	15.637	26.715	14.385	26.378	14.638	15.92	30.897	26.014
14.34012	13.96	31.456999999999997	19.051	24.419	17.566	9.488999999999999	14.257	10.011000000000001	13.743	31.305	18.655	27.25	16.840999999999998	12.578	13.915999999999999	10.368	15.467	30.046999999999997	21.358	30.750999999999998	18.394000000000002	14.362	14.582	12.52	14.857999999999999	26.929000000000002	18.562	15.804	24.357	26.646	15.852	28.680999999999997	15.35	25.73	15.936	25.666999999999998	15.61	26.785	15.155999999999999	16.281	30.895	25.677
14.5068	15.402000000000001	31.278000000000002	19.085	24.935	17.035999999999998	10.584000000000001	14.569	10.3	14.272	31.034000000000002	19.057000000000002	26.166999999999998	16.324	13.337	13.639000000000001	10.578	15.347999999999999	29.679000000000002	20.257	29.685	18.673	14.001	15.229000000000001	13.003	14.43	27.205	18.472	16.269000000000002	24.543000000000003	27.041999999999998	15.925999999999998	28.899	15.834000000000001	26.37	15.963	25.21	15.452	26.875999999999998	15.238	16.833	30.074	25.434
14.67341	15.568	31.526	18.846	26.2	17.163	10.923	14.323	10.499	14.775	31.499000000000002	18.757	26.541	16.887999999999998	13.72	14.854000000000001	11.169	16.16	31.011	20.851999999999997	30.674	19.208	15.554	15.857000000000001	14.251	15.675	27.208000000000002	19.160999999999998	16.865	23.758000000000003	26.489	16.551	28.438000000000002	16.279	26.374000000000002	16.684	24.84	15.06	25.704	15.405	16.596	30.104	25.435
14.84015	16.413	31.62	19.597	24.497	17.569000000000003	11.075999999999999	14.972999999999999	11.007	15.525	32.025	19.662	26.884	17.236	13.979000000000001	15.109000000000002	10.770999999999999	17.064	30.147	20.272000000000002	30.271	19.186	14.912	15.279000000000002	12.995999999999999	15.93	27.055999999999997	18.891	17.831	23.776999999999997	26.184	16.804000000000002	27.482	17.0	25.514	16.632	24.594	16.492	27.098000000000003	16.189	17.192999999999998	31.061999999999998	25.375
15.00686	16.477999999999998	32.845	19.166	24.451999999999998	17.872	11.341	17.28	11.509	16.08	31.212	19.757	26.846	16.865	13.707	15.573	10.92	16.508	30.108	20.641	29.857	19.340999999999998	14.972000000000001	16.855999999999998	13.526	15.251	26.401999999999997	18.646	17.739	25.171	27.26	16.586	27.476	17.715	25.201	17.345	25.111	16.463	27.554000000000002	16.533	16.764	30.68	25.243000000000002
15.17347	17.179000000000002	31.916999999999998	19.533	25.236	17.642	11.565	16.878	11.27	16.144000000000002	31.178	19.442	27.021	17.33	14.216	15.356	13.32	17.127	30.38	20.706	30.016	19.555	15.44	16.791	14.439	16.023	27.533	19.198	17.831	24.665	27.834	17.026	28.145	17.425	26.759	16.904	25.23	17.075	27.482	15.993	17.559	30.805999999999997	26.134
15.34028	17.909000000000002	32.173	19.244	25.625999999999998	17.706	11.859000000000002	16.299	11.838	16.975	33.294000000000004	19.307000000000002	27.211	17.169	14.447000000000001	15.719000000000001	12.395999999999999	17.027	30.573	19.925	30.153000000000002	19.886	15.838	17.773	14.579	16.078	26.638	19.188	17.945999999999998	23.836	26.381	17.302	27.623	17.566	26.264	17.418	24.959	17.218	27.518	16.566	17.484	30.136	25.180999999999997
15.50688	18.012	33.444	19.78	25.281999999999996	17.338	11.299000000000001	16.764	11.603	16.207	32.798	19.595	27.74	17.331	14.923	16.78	10.943	18.118	30.605	21.141	29.563000000000002	19.585	15.534	16.697	13.784	16.798	25.866999999999997	19.909000000000002	18.357	24.535999999999998	25.549	18.112000000000002	27.533	17.7	25.866	17.583	24.898000000000003	17.32	26.746	16.484	18.207	30.291	24.873
15.67356	17.230999999999998	32.597	19.462	25.301	18.444000000000003	12.186	16.166	11.474	17.407	33.376	19.093	26.987	17.509	14.328	17.515	12.079	18.141	30.811999999999998	20.451	29.553	19.236	15.929	17.371	14.273	17.595	27.19	19.499000000000002	18.535	24.398000000000003	26.375999999999998	17.515	27.771	18.096	25.486	17.916	24.733	17.375	26.427	16.756	17.487000000000002	30.125999999999998	25.142
15.84019	17.974	33.104	19.311	25.17	18.162	12.114	16.702	11.860999999999999	17.7	32.582	19.279	27.017	17.52	14.257	16.658	11.954	18.682000000000002	31.035	20.958000000000002	29.410999999999998	20.389	17.092	18.588	14.049000000000001	17.422	27.56	19.255	18.667	23.405	26.214000000000002	18.215999999999998	27.708000000000002	17.782	25.691999999999997	17.172	24.023000000000003	17.098	26.983	17.122	18.045	29.701999999999998	24.647
16.00697	18.167	33.829	19.039	25.461	18.575	11.535	16.495	12.177999999999999	17.988	32.157	18.883	27.616	17.435	15.505999999999998	18.033	12.025	18.224	31.107	20.749000000000002	29.67	19.652	16.820999999999998	19.062	15.298	18.548	26.389	19.17	18.209	24.816999999999997	26.223000000000003	18.287	27.624000000000002	17.541	25.451999999999998	16.899	24.468000000000004	19.031	27.737	16.819000000000003	17.4	29.775	25.465
16.17361	18.646	33.488	18.835	25.623	18.383	12.315999999999999	17.147000000000002	11.592	18.442999999999998	33.400999999999996	19.455	27.767	17.980999999999998	14.769	16.838	12.3	18.304000000000002	30.607	20.796999999999997	30.357	20.164	16.374000000000002	18.301	14.624	18.039	26.537	19.743	18.317999999999998	24.5	26.433000000000003	18.090999999999998	26.468000000000004	17.924	26.065	17.128	25.087	19.793	25.462	16.797	17.505	30.055	24.622
16.34034	18.772000000000002	33.539	18.805	25.39	17.879	12.489	17.105999999999998	11.755	17.042	32.986	20.171	28.444000000000003	17.637	14.618	17.739	12.417	18.458	31.344	20.33	29.909000000000002	20.35	15.937000000000001	19.855	14.659	17.664	26.563000000000002	19.527	18.66	23.448	25.837	18.398	27.363000000000003	17.927	25.563000000000002	17.784000000000002	23.586	17.337	27.384	16.304000000000002	17.414	30.820999999999998	24.676
16.50704	18.366	33.644	19.27	25.996	18.476	11.912	16.463	11.872	17.479	33.183	19.237000000000002	28.326999999999998	17.980999999999998	14.737	17.678	11.833	18.864	31.758000000000003	20.61	29.486	19.915	16.965	18.768	14.811	18.816	26.724	18.935	18.909000000000002	23.566999999999997	25.624000000000002	17.624000000000002	27.525	18.142	25.287	17.502	23.967	17.646	25.68	16.485	18.096	29.401	24.404
16.67367	18.558	33.946	18.965	24.403000000000002	19.738	12.341	17.791	12.027000000000001	17.645	33.423	19.086	29.590999999999998	18.613	15.175	17.408	11.974	18.408	31.311	20.588	31.22	20.327	17.257	19.088	14.253	18.454	26.833000000000002	19.688	18.387999999999998	23.638	25.636999999999997	18.383	28.289	18.083	25.237	18.191	23.86	19.303	27.002	16.892	17.570999999999998	29.733	24.451999999999998
16.84051	18.393	34.04	18.987000000000002	24.842	18.582	12.219000000000001	17.605	11.982999999999999	17.67	33.58	19.512999999999998	28.311999999999998	18.326	14.447000000000001	18.211	12.439	18.245	31.996	20.3	30.319000000000003	20.038	16.441	19.86	14.584000000000001	18.292	26.425	18.994	19.222	23.962	27.066999999999997	18.16	27.101999999999997	17.792	24.826999999999998	17.933	23.701999999999998	18.952	25.753	16.57	17.78	29.484	23.92
17.00708	19.332	34.304	19.396	26.521	19.362000000000002	12.145999999999999	17.336	12.030999999999999	18.685	33.531	19.328	27.939	19.121	14.907	18.851	12.001	19.134	31.473000000000003	19.685	30.429000000000002	21.107	16.363	19.592	14.140999999999998	18.214000000000002	26.608	18.622	18.951	22.93	26.624000000000002	18.524	26.410999999999998	18.07	25.096	17.934	24.578000000000003	19.615	25.685	16.344	17.842	28.868000000000002	24.636999999999997
17.17383	18.479	35.181	18.574	26.119	19.797	12.117	17.492	11.955	18.367	33.907	19.787	28.156	18.959	14.614	18.877	10.966	18.752	31.816999999999997	19.677	30.18	21.131	16.858	19.804000000000002	14.38	17.707	26.573	19.552	18.912	23.941999999999997	25.526	18.206	26.908	17.809	24.276999999999997	17.893	23.451	18.45	25.587	16.771	17.489	28.524	24.01
17.34046	19.009	34.943000000000005	18.948	26.51	19.617	12.630999999999998	17.441	11.885	17.994	34.201	19.16	29.73	19.305999999999997	15.235	17.596	12.005	19.756	32.014	20.178	31.476	20.693	16.047	18.898	14.782	18.116	26.296999999999997	19.238	18.756	23.342	26.595	18.022000000000002	26.194000000000003	18.025	24.343000000000004	17.829	23.771	19.389	24.998	16.985	17.799	28.314	23.954
17.50721	19.574	34.899	18.449	26.119	19.016	12.492	17.273	12.174000000000001	18.367	33.813	19.35	29.250999999999998	18.959	15.334000000000001	17.0	11.56	18.658	32.442	20.177	31.619	20.724	17.233	19.022000000000002	14.693	18.833	26.573	18.926	18.442999999999998	22.065	24.932	19.144000000000002	26.250999999999998	18.215999999999998	23.339000000000002	17.487000000000002	23.169	18.637999999999998	24.868000000000002	16.364	18.177	28.555	23.728
17.6739	19.148	35.228	18.742	27.583000000000002	19.613	12.417	16.877	12.235	18.327	34.266	18.984	28.066	19.608	14.710999999999999	17.771	11.654000000000002	19.588	32.171	20.633000000000003	30.226	21.211	15.909	19.604	16.109	19.012	25.976	18.97	18.584	22.205	24.956999999999997	17.98	25.528000000000002	18.567999999999998	23.076999999999998	17.559	23.485	19.248	24.77	16.619	17.686	28.343000000000004	23.353
17.84051	18.67	35.499	18.139	26.474	20.262	12.812999999999999	17.65	11.634	17.566	34.255	18.883	28.997	19.317	15.081	18.64	11.425999999999998	19.768	32.536	20.124000000000002	31.093000000000004	21.798000000000002	16.465	20.535999999999998	14.722000000000001	18.44	25.215	18.805	18.89	22.912	24.541	18.191	25.77	17.778	23.633000000000003	17.458	23.162	18.958	24.791999999999998	16.612000000000002	18.148	27.956999999999997	22.968000000000004
18.00722	19.602	35.407	18.756	26.698	19.758	12.001	15.863	12.154000000000002	18.814	34.382	19.971	28.839000000000002	19.374000000000002	14.536	17.223	11.36	18.476	32.474000000000004	19.802	30.436	21.728	16.176	20.499000000000002	14.555	18.371	24.521	19.267	18.412	21.669	24.473000000000003	18.687	25.515	17.987000000000002	23.345	17.573	22.656999999999996	17.915	25.447	16.475	17.762999999999998	27.987	22.525
18.17393	18.258	35.632	18.791	27.041999999999998	20.337	11.942	17.347	11.948	18.839000000000002	34.264	19.16	29.479	20.151	15.079	18.222	10.972000000000001	19.537	31.826999999999998	20.648000000000003	31.319000000000003	22.226999999999997	16.892	19.837	14.814	19.337	24.982	19.676	18.725	22.465	24.340999999999998	17.771	24.973000000000003	18.055999999999997	22.809	17.265	21.986	18.669	24.434	16.516	17.799	28.375999999999998	22.107
18.34059	19.337	35.435	18.399	26.156999999999996	20.733	12.341	16.773	12.085999999999999	18.794	34.661	19.362000000000002	29.969	19.980999999999998	14.685	19.084	11.084000000000001	18.427	32.818000000000005	19.567	31.247	22.4	16.909000000000002	19.665	14.232000000000001	19.229	24.561999999999998	19.065	18.459	21.429000000000002	23.7	18.070999999999998	25.085	18.352	23.138	17.812	21.566999999999997	20.219	23.575	16.623	17.719	27.394000000000002	22.375999999999998
18.50734	17.998	36.26	17.842	26.576	20.085	12.352	18.224	11.966	18.896	35.361	18.994	29.29	20.209	14.66	18.153	11.125	18.623	32.797	20.202	32.167	21.656999999999996	16.573	18.608	14.74	20.115	25.134	18.947	18.749000000000002	21.599	23.803	18.267	24.718000000000004	17.983	23.241	17.475	22.14	18.974	24.491999999999997	16.223	18.322	28.438000000000002	22.197
18.67409	18.598	35.689	18.16	27.921	20.448	12.126	16.835	11.715	18.375	35.323	18.748	29.811	20.252	15.572000000000001	18.477	11.956	19.323	32.097	19.771	32.631	22.293000000000003	16.804000000000002	19.244	14.272	19.03	23.737	18.608	18.442999999999998	21.136	23.625999999999998	17.747	24.699	18.457	22.404	17.322	22.656999999999996	18.26	24.004	16.632	17.449	28.112	22.619
18.84059	18.386	36.485	18.168	26.71	20.646	12.607999999999999	17.944000000000003	11.626	18.195	35.334	19.037	29.288	20.324	15.107999999999999	18.203	11.181	18.767	33.268	19.465	32.925	22.678	18.317999999999998	19.848	13.683	18.819000000000003	24.404	19.086	18.357	21.526	23.258000000000003	17.567	23.861	17.930999999999997	22.788	17.706	21.318	18.706	23.511	16.67	17.801	28.090999999999998	22.66
19.00739	18.242	36.458	17.709	27.125999999999998	21.366	11.922	17.191	11.568	17.680999999999997	35.086999999999996	18.987000000000002	30.668000000000003	20.502	15.525	18.222	11.017000000000001	19.854	33.709	19.449	31.58	22.601999999999997	16.455	19.772000000000002	13.754000000000001	19.435	24.677	18.785999999999998	18.279	22.112	24.0	17.807000000000002	23.505	18.160999999999998	23.058000000000003	17.624000000000002	21.122	18.847	23.877	16.774	17.311	27.805999999999997	22.433000000000003
19.17405	18.382	36.324	18.383	27.15	20.883000000000003	12.164000000000001	17.118	11.265999999999998	19.238	35.8	18.718	29.997	20.205	14.407	18.333	11.664000000000001	18.928	33.825	19.622	31.697	23.31	16.881	19.6	14.520999999999999	18.824	23.941	18.895	18.42	21.7	22.76	17.636	24.465	18.144000000000002	22.414	17.544	21.956999999999997	18.8	23.706	16.724	17.576	27.449	22.734
19.34074	18.663	36.054	17.972	26.883000000000003	21.112	12.839	17.349	11.793	17.227999999999998	36.349000000000004	18.621	30.447	21.373	15.22	17.864	11.262	18.899	33.019	19.59	31.837	23.124000000000002	16.601	19.256	13.51	19.299	24.07	19.114	17.727999999999998	21.346999999999998	23.171	18.143	23.179000000000002	17.92	22.384	17.416	21.932	18.012999999999998	23.553	16.248	16.882	27.835	22.394000000000002
19.50737	18.361	37.287	17.574	28.151999999999997	21.709	11.931	16.814	11.042	18.412	35.724000000000004	18.885	30.604	21.08	14.755999999999998	19.678	11.380999999999998	18.572	33.114000000000004	19.732	31.495	23.331999999999997	17.313	19.368	13.14	18.532	23.901999999999997	18.592	18.09	20.769000000000002	23.127	18.069000000000003	23.986	18.151	22.779	17.176	22.051	18.750999999999998	24.078000000000003	16.162	17.302	27.201999999999998	21.788
19.67411	18.65	36.27	18.117	28.163	21.397	12.582	17.065	11.505999999999998	18.247	36.751999999999995	19.081	29.914	21.066999999999997	15.117	17.845	11.550999999999998	18.817	33.521	20.109	32.115	23.073	16.581	19.772000000000002	13.628	18.053	23.735	18.849	18.342	20.51	23.214000000000002	17.43	23.535999999999998	17.659000000000002	22.491999999999997	17.279	21.184	18.500999999999998	23.406	16.302	16.557000000000002	27.712	21.49
19.84083	18.17	36.766	18.202	26.877	21.529	12.197000000000001	17.139	11.380999999999998	17.879	36.148	18.441	30.771	21.274	14.751	17.695	10.505	18.984	33.441	19.669	32.044000000000004	23.524	17.096	18.959	13.45	17.588	25.072	18.023	17.995	20.919	22.593000000000004	17.663	24.241999999999997	17.77	22.465	17.299	21.237	18.53	23.735	16.252	17.394000000000002	26.926	21.886999999999997
20.00739	18.643	36.861	17.54	27.066	21.75	11.692	16.698	11.539000000000001	18.92	36.525999999999996	18.535999999999998	31.401999999999997	21.81	15.13	18.767	11.072000000000001	18.384	34.008	19.543	31.855	23.713	17.159000000000002	19.495	13.828	18.44	23.464000000000002	19.158	18.878	20.603	22.814	17.726	23.737	17.675	22.781	17.079	21.616	18.814	23.893	16.346	17.331	26.737	21.635
20.1741	18.99	37.365	17.918	28.075	21.813000000000002	11.818	16.602999999999998	11.475999999999999	16.996	35.675	18.094	30.866	21.526	15.035	17.695	10.41	19.267	34.639	19.48	33.085	23.366	16.087	19.621	13.165999999999999	18.755	23.37	18.496	18.31	21.644000000000002	22.215	17.820999999999998	23.674	18.274	22.434	16.921	21.269000000000002	17.805	23.261999999999997	16.315	17.331	26.958000000000002	21.982
