	MG1655-1	COUM2-4_1	COUM4-2_1	COUM7-6_1	COUM8-6_1	nadR-1	mprA-1	yhjK-1	MG1655-2	COUM2-4_2	COUM4-2_2	COUM7-6_2	COUM8-6_2	nadR-2	mprA-2	yhjK-2	MG1655-3	COUM2-4_3	COUM4-2_3	COUM7-6_3	COUM8-6_3	nadR-3	mprA-3	yhjK-3	ypjA-1	nadR_mprA-1	nadR_yhjK-1	mprA_yhjK-1	ypjA_mprA-1	nadR_mprA_yhjK-1	ypjA_mprA_nadR-1	ypjA_mprA_yhjK-1	ypjA-2	nadR_mprA-2	nadR_yhjK-2	mprA_yhjK-2	ypjA_mprA-2	nadR_mprA_yhjK-2	ypjA_mprA_nadR-2	ypjA_mprA_yhjK-2	ypjA-3	nadR_mprA-3	nadR_yhjK-3	mprA_yhjK-3	ypjA_mprA-3	nadR_mprA_yhjK-3	ypjA_mprA_nadR-3	ypjA_mprA_yhjK-3
26.50642	3.8760000000000003	26.326999999999998	44.37	27.048000000000002	30.662	5.296	11.352	11.414000000000001	2.957	27.909000000000002	45.961999999999996	28.875999999999998	31.943	4.955	11.7	10.097000000000001	3.2739999999999996	27.191999999999997	46.513000000000005	27.736	30.575	5.507000000000001	12.884	10.815	2.957	12.447000000000001	10.786	11.463	11.065999999999999	12.001	11.311	11.659	2.543	11.299000000000001	11.163	12.083	10.31	11.889000000000001	12.554	11.513	2.424	10.258	9.037	10.81	8.414	10.367	9.625	10.713
26.67306	4.575	26.314	43.715	26.763	30.614	5.8020000000000005	11.460999999999999	11.107999999999999	3.111	27.976999999999997	45.851000000000006	28.421	31.755	5.0760000000000005	11.286	10.181000000000001	3.179	27.451999999999998	46.288000000000004	27.636999999999997	31.294	5.4910000000000005	12.514000000000001	10.895	2.833	12.329	10.865	11.405999999999999	10.981	12.132	11.472000000000001	11.68	2.5860000000000003	11.238	10.912	12.130999999999998	10.39	12.319	12.629000000000001	11.449000000000002	2.441	10.419	9.148	10.889000000000001	8.36	10.31	9.568	10.488
26.83978	3.674	26.551	44.364	27.107	30.444000000000003	5.313	11.173	11.317	3.057	27.885	45.928000000000004	28.769000000000002	32.164	5.109	11.164000000000001	10.386	3.264	27.441999999999997	46.669	27.875999999999998	31.263	5.742999999999999	12.722000000000001	11.158	2.781	12.624	11.019	11.777999999999999	11.134	12.068	11.378	11.780999999999999	2.533	11.229000000000001	11.505	12.15	10.543	11.955	12.620999999999999	11.524000000000001	2.497	10.573	9.187999999999999	11.015	8.345	10.462	9.693	10.753
27.00645	3.866	26.633000000000003	44.034	26.941999999999997	30.307	5.313	11.255999999999998	11.344000000000001	2.948	28.104	46.202	28.961	31.862	5.109	11.493	10.084	3.1260000000000003	27.36	47.053999999999995	27.793000000000003	31.125999999999998	5.524	12.86	11.075	2.781	12.624	10.825999999999999	11.833	11.217	12.232999999999999	11.543	11.890999999999998	2.588	11.229000000000001	11.203	12.177	10.515	11.818	12.758	11.36	2.332	10.49	9.326	10.96	8.4	10.27	9.885	10.698
27.17314	3.6289999999999996	26.41	44.48	26.691	30.388	5.296	11.105	11.194	3.04	28.156	46.126999999999995	28.930999999999997	32.575	5.12	11.343	10.07	3.136	27.494	47.035	27.653000000000002	31.125	5.59	12.690999999999999	10.732999999999999	2.792	12.887	11.253	11.765999999999998	11.231	12.44	11.613	11.879000000000001	2.515	11.464	11.328	12.165	10.53	12.052999999999999	12.939	11.843	2.396	10.505	9.422	11.057	8.661	10.724	9.625	10.933
27.3398	3.427	26.706	44.43899999999999	26.77	30.979	5.805	11.465	11.305	3.005	28.149	46.356	28.868000000000002	32.449	5.052	11.373	10.267999999999999	3.1	27.487	46.738	28.029	31.221	5.577000000000001	12.577	11.037	2.7539999999999996	12.883	11.116	11.822000000000001	11.15	12.302	11.559000000000001	11.904000000000002	2.5069999999999997	11.435	11.274000000000001	12.054	10.477	12.187000000000001	12.909	11.454	2.307	10.698	9.152999999999999	10.975999999999999	8.447000000000001	10.397	10.176	10.795
27.50639	3.492	26.511	44.308	26.930999999999997	31.115	5.597	11.479000000000001	11.402000000000001	3.096	28.366	46.83	28.865	31.818	5.09	11.387	10.199	3.165	27.594	47.213	28.054000000000002	31.247	5.642	12.6	10.997	2.764	13.064	11.130999999999998	11.809000000000001	11.027999999999999	12.645999999999999	11.683	11.947000000000001	2.435	11.45	11.48	12.234000000000002	10.354000000000001	12.285	13.062000000000001	11.799000000000001	2.4530000000000003	10.548	9.357999999999999	11.1	8.488	10.603	9.971	10.892000000000001
27.67305	3.51	26.953000000000003	44.521	26.88	30.65	5.531000000000001	11.493	10.784	3.032	28.232	46.96	28.785999999999998	32.531	5.2170000000000005	11.62	10.432	3.155	27.706999999999997	47.177	28.139	31.111	5.796	12.769	10.9	2.6719999999999997	13.157	11.280999999999999	11.822000000000001	11.507	12.630999999999998	11.86	11.904000000000002	2.5069999999999997	11.408	11.274000000000001	12.273	10.504000000000001	12.27	12.909	11.811	2.444	10.917	8.988	11.168	8.639	10.589	9.737	10.904000000000002
27.83982	3.2689999999999997	26.996	44.626000000000005	27.005	30.749000000000002	5.537999999999999	11.584000000000001	11.095	3.1210000000000004	28.604	46.571999999999996	29.131	32.302	5.251	11.19	10.222000000000001	2.915	27.833000000000002	47.42100000000001	28.21	31.129	5.749	12.812000000000001	11.129000000000001	2.679	13.140999999999998	11.401	11.886	11.434000000000001	12.722999999999999	11.651	11.942	2.6510000000000002	11.61	11.037	12.311	10.569	12.116	13.056	11.959000000000001	2.286	10.845	9.134	11.232999999999999	8.566	10.763	9.966000000000001	10.805
28.00646	3.522	26.912	44.738	27.331	31.248	6.013999999999999	11.741	11.529000000000002	3.125	28.686	46.853	28.967	32.391999999999996	5.287999999999999	11.402000000000001	10.487	3.03	27.886999999999997	47.294	28.375999999999998	31.71	5.841	13.110999999999999	11.04	2.7680000000000002	13.277000000000001	11.120999999999999	12.183	11.290999999999999	12.665	11.892999999999999	12.049000000000001	2.546	11.550999999999998	11.14	12.527999999999999	10.699000000000002	12.333	13.219000000000001	11.793	2.345	10.895	9.426	11.282	8.776	10.811	10.014	10.965
28.17314	3.352	26.831999999999997	44.681000000000004	26.923000000000002	30.996	5.537999999999999	11.392000000000001	11.369000000000002	3.0380000000000003	28.686999999999998	46.956	28.802	32.577	5.251	11.218	10.193999999999999	2.86	27.805	47.338	28.046	30.826999999999998	5.803	12.592	10.827	2.679	13.387	11.209000000000001	11.914000000000001	11.352	12.806	11.843	11.942	2.431	11.582	11.558	12.228	10.679	12.253	13.220999999999998	12.040999999999999	2.231	11.092	9.271	11.315	8.566	11.01	10.021	10.969000000000001
28.33976	3.242	27.024	44.873000000000005	27.088	30.941	5.511	11.557	11.616	3.0380000000000003	28.934	47.065	29.159000000000002	32.741	5.142	11.218	10.193999999999999	2.9419999999999997	27.833000000000002	47.913999999999994	27.991	31.403000000000002	5.831	12.894	10.827	2.8160000000000003	13.415	11.290999999999999	11.969000000000001	11.27	12.833	11.815999999999999	12.270999999999999	2.568	11.665	11.421	12.392999999999999	10.595999999999998	12.527000000000001	13.302999999999999	11.904000000000002	2.313	11.064	9.271	11.397	8.62	10.9	9.966000000000001	11.052
28.50656	3.285	27.129	45.102	27.245	30.862	5.585	11.453	11.599	3.135	28.875999999999998	47.301	29.184	32.391	5.382000000000001	11.334000000000001	10.088	2.984	28.241	47.908	28.154	31.737	5.797000000000001	12.777999999999999	11.027000000000001	2.778	13.651	11.136	12.142999999999999	11.470999999999998	12.901	12.155	12.175	2.39	11.512	11.815	12.735999999999999	10.741	12.68	13.62	11.947000000000001	2.271	11.13	9.412	11.627	8.872	10.991	10.084	10.981
28.6733	3.275	27.325	45.096000000000004	27.055999999999997	30.589000000000002	5.409	11.604000000000001	11.749	3.29	29.180999999999997	47.485	29.462	32.419000000000004	5.343	11.43	10.157	2.947	28.079	47.817	28.459	31.655	5.757999999999999	12.589	10.573	2.795	13.607000000000001	11.203	12.128	11.290999999999999	12.967	12.003	12.077	2.7110000000000003	11.991	11.47	12.583	10.864	12.470999999999998	13.767999999999999	12.095999999999998	2.18	11.224	9.124	11.447000000000001	9.05	11.113	9.904	11.295
28.83991	3.252	27.185	45.099	27.248	30.583000000000002	5.796	11.652999999999999	11.549000000000001	3.13	28.958000000000002	47.265	29.320999999999998	32.521	5.4	11.314	10.208	2.924	28.104	48.363	28.619	32.088	5.8420000000000005	12.890999999999998	10.787	2.7710000000000004	13.595999999999998	11.251	12.175	11.530999999999999	12.931	11.94	12.205	2.441	11.707	11.573	12.546	10.83	12.433	13.511	11.892999999999999	2.24	11.325999999999999	9.449	11.522	8.826	11.107000000000001	10.118	10.847000000000001
29.00666	3.236	27.393	45.4	27.343000000000004	31.456999999999997	5.565	11.463	11.279000000000002	3.2239999999999998	29.058000000000003	47.765	29.119	32.546	5.527	11.425999999999998	10.042	2.991	28.588	48.015	28.638	31.616999999999997	5.8870000000000005	12.655999999999999	11.200999999999999	2.867	13.91	11.228	12.235	11.645	12.911	12.193	12.213	2.452	11.769	11.357999999999999	12.609000000000002	10.668	12.773	13.548	12.232999999999999	2.333	11.47	9.339	11.582	8.936	11.165	10.176	11.293
29.17325	3.185	27.153000000000002	45.32899999999999	27.516	31.246	5.651	11.467	11.477	3.227	29.396	47.556000000000004	29.595	32.638000000000005	5.393	11.431	10.265999999999998	2.9939999999999998	28.349	47.945	28.509	31.873	5.973	12.472000000000001	11.206	2.898	13.75	11.562999999999999	12.295	11.65	13.300999999999998	12.17	12.300999999999998	2.565	11.912	11.417	12.669	10.755999999999998	12.777999999999999	13.636	11.991	2.088	11.337	9.426	11.642000000000001	8.885	11.253	10.263	11.409
29.33997	3.218	27.455	46.216	27.265	30.892	5.687	11.817	11.665	3.37	29.287	47.896	29.596999999999998	32.204	5.485	11.479000000000001	10.311	2.861	28.515	48.591	28.428	31.962	5.818	13.24	10.895999999999999	2.85	13.970999999999998	11.503	12.29	11.535	13.272	12.220999999999998	12.325999999999999	2.487	12.075	11.467	12.888	11.218	12.833	14.213	12.046	2.119	11.719000000000001	9.499	11.72	9.152000000000001	11.385	10.34	11.185
29.50655	3.112	27.426	45.777	27.401999999999997	31.244	5.689	11.729000000000001	11.574000000000002	3.264	29.339000000000002	47.867	29.4	33.078	5.542000000000001	11.363	10.472000000000001	3.0039999999999996	28.566	48.312	28.755	31.9	5.874	12.936	10.698	2.826	14.097000000000001	11.138	12.338	11.693	13.317	12.267999999999999	12.372	2.492	12.093	11.652999999999999	12.767999999999999	10.908	12.877	13.844000000000001	12.145	2.125	11.738	9.439	11.685	8.816	11.35	10.277999999999999	11.314
29.67336	3.195	27.839000000000002	45.583999999999996	27.375	30.997	5.854	11.645999999999999	11.629000000000001	3.4019999999999997	29.366	48.06	29.372	32.913000000000004	5.377000000000001	11.39	10.555	2.9760000000000004	28.566	48.641999999999996	28.726999999999997	31.625	5.957000000000001	12.770999999999999	10.918	2.909	14.262	11.468	12.338	11.748	13.4	12.597999999999999	12.454	2.7119999999999997	12.203	11.735	12.878	11.017999999999999	12.85	14.147	12.145	2.097	11.821	9.219	11.575	9.367	11.488	10.607999999999999	11.397
29.83997	3.205	27.698	46.004	27.426	31.215999999999998	5.865	11.578	11.727	3.522	29.639	48.068999999999996	29.425	32.857	5.497999999999999	11.57	10.293	2.931	28.894000000000002	48.542	28.835	31.954	6.132999999999999	13.07	11.318	2.9189999999999996	14.279000000000002	11.565999999999999	12.27	11.845	13.415999999999999	12.530999999999999	12.388	2.667	12.219000000000001	11.777999999999999	13.059000000000001	11.253	12.894	14.190999999999999	12.272	1.969	11.919	9.48	11.7	9.187999999999999	11.42	10.402999999999999	11.412
30.00677	3.122	28.055999999999997	45.92100000000001	27.261	31.105	5.782	12.019	11.947000000000001	3.3289999999999997	29.694000000000003	48.013999999999996	29.645	32.83	5.691	11.735	10.458	2.931	29.005	49.01	28.863000000000003	32.423	6.077999999999999	13.125	11.07	2.891	14.279000000000002	11.675999999999998	12.710999999999999	11.708	13.609000000000002	12.779000000000002	12.552999999999999	2.805	12.219000000000001	11.695	12.949000000000002	11.363	12.949000000000002	14.494000000000002	12.354000000000001	2.052	12.001	9.536	11.7	9.299	11.530999999999999	10.54	11.66
30.1733	3.219	27.968000000000004	46.178000000000004	27.559	31.511	5.795	11.917	11.734000000000002	3.426	29.605	48.379	29.941999999999997	32.793	5.813	11.578	10.193	3.0010000000000003	28.805999999999997	49.263000000000005	28.912	32.056	6.117999999999999	13.203	11.161	2.905	14.422	11.243	12.663	12.017999999999999	13.505	12.675999999999998	12.559000000000001	2.654	12.363	11.565	13.038	11.343	13.12	14.417	12.497	2.094	11.898	9.38	11.762	9.335	11.593	10.630999999999998	11.419
30.33987	3.102	27.814	46.54	27.791	30.943	5.761	11.99	11.697000000000001	3.31	29.974	48.437	29.43	33.106	5.641	11.458	10.431	2.967	29.092	48.93600000000001	28.619	31.680999999999997	6.028	13.187000000000001	11.151	2.8710000000000004	14.466	11.728	12.515	12.091	13.659	12.940999999999999	12.520999999999999	2.62	12.352	12.298	13.082	11.388	13.245999999999999	14.626	12.459000000000001	2.116	12.218	9.591000000000001	11.835	9.408	11.556	10.703	11.464
30.50671	3.1719999999999997	27.781	46.383	27.649	31.266	6.021	11.998	11.539000000000001	3.2969999999999997	29.775	48.471000000000004	29.918000000000003	32.299	5.626	11.522	10.440999999999999	2.8160000000000003	29.250999999999998	49.271	28.833000000000002	32.085	5.931	12.687999999999999	11.022	3.187	14.69	11.433	12.633	11.905999999999999	13.555	12.562000000000001	12.692	2.635	12.716	11.948	13.171	11.534	13.140999999999998	14.549000000000001	12.436	1.9380000000000002	11.894	9.325	11.732000000000001	9.334	11.645999999999999	10.739	11.388
30.67347	3.265	28.096999999999998	46.27	27.636999999999997	31.304000000000002	5.975	12.057	11.789000000000001	3.528	29.843000000000004	48.603	29.629	32.777	5.607	11.607999999999999	10.390999999999998	3.102	29.263	49.126000000000005	28.818	31.904	6.2410000000000005	12.868	11.025	3.032	14.744000000000002	11.353	12.607000000000001	12.128	13.610999999999999	13.030999999999999	12.555	2.6180000000000003	12.744000000000002	11.675	13.280999999999999	11.536	13.279000000000002	14.575999999999999	12.436	2.006	12.171	9.825	11.789000000000001	9.394	11.703	11.455	11.582
30.84005	3.0989999999999998	28.410999999999998	47.133	27.535	31.815	6.005	12.013	11.967	3.471	30.13	48.562	29.750999999999998	33.179	5.718999999999999	11.645999999999999	10.867	2.991	29.441	49.363	29.134	32.111999999999995	6.189	12.932	11.200999999999999	3.142	14.955	11.943	12.675	11.975999999999999	13.709000000000001	13.017999999999999	12.597999999999999	2.782	12.787	11.908	13.159	11.494000000000002	13.488	14.731	12.453	2.113	12.267999999999999	9.613999999999999	11.802	9.568999999999999	11.908	11.029000000000002	11.624
31.00664	3.23	28.366	46.641999999999996	27.932	31.467	5.915	12.581	11.957	3.5469999999999997	30.361	48.813	29.734	32.913000000000004	5.794	11.444	10.363	3.1489999999999996	29.424	49.861000000000004	28.785999999999998	32.424	6.182	12.998	11.302	3.108	14.613	11.933	12.968	12.213	13.863	12.843	12.698	2.555	13.024000000000001	12.2	13.175999999999998	11.704	13.229000000000001	14.884	12.524000000000001	1.996	12.367	9.825	12.067	9.752	11.898	10.909	11.696
31.17336	3.275	28.177	46.387	27.496	31.66	6.013999999999999	12.071	11.969000000000001	3.4	30.363000000000003	48.887	29.984	32.996	5.7829999999999995	11.595	10.349	3.14	29.371	49.411	29.146	32.397	6.17	12.837	11.04	3.015	14.844000000000001	11.918	12.732000000000001	12.28	13.847000000000001	13.239	12.819	2.766	12.595999999999998	11.965	13.215	11.440999999999999	13.378	14.703	12.425	2.1519999999999997	12.571	9.921	11.942	9.655	11.937999999999999	10.839	11.762
31.34011	3.22	28.451	47.02	27.908	31.523000000000003	6.013999999999999	12.126	11.969000000000001	3.455	30.418000000000003	49.217	30.066	33.051	5.865	11.76	10.569	3.057	29.728	49.795	29.008000000000003	32.178000000000004	6.252999999999999	12.699000000000002	11.424000000000001	3.097	14.844000000000001	11.78	12.787	12.28	14.012	13.377	12.845999999999998	2.766	12.843	11.965	13.49	11.634	13.378	15.033	12.755	2.097	12.652999999999999	9.728	12.107000000000001	9.875	12.02	11.004000000000001	11.707
31.50673	3.3339999999999996	28.475	47.075	28.017	31.9	6.042999999999999	12.449000000000002	12.015999999999998	3.542	30.715	49.104	30.116999999999997	32.905	5.8660000000000005	11.561	10.373	3.034	29.614	50.06399999999999	29.113000000000003	32.361999999999995	6.281000000000001	13.055	11.335999999999999	3.1830000000000003	15.05	11.91	13.026	12.574000000000002	13.892000000000001	13.203	12.699000000000002	2.907	12.805	12.231	13.342	12.01	13.421	14.911	12.798	2.158	12.616	9.971	12.097999999999999	9.951	12.012	11.187999999999999	11.753
