	rpsG1-1	proV_rpsG1-1	proV_mreB-1	proV_spoT-1	proV_argG-1	proV_rpsG1_mreB-1	proV_rpsG1_spoT-1	proV_rpsG1_argG-1	rpsG1-2	proV_rpsG1-2	proV_mreB-2	proV_spoT-2	proV_argG-2	proV_rpsG1_mreB-2	proV_rpsG1_spoT-2	proV_rpsG1_argG-2	rpsG1-3	proV_rpsG1-3	proV_mreB-3	proV_spoT-3	proV_argG-3	proV_rpsG1_mreB-3	proV_rpsG1_spoT-3	proV_rpsG1_argG-3	MG1655-1	proV-1	PUTR3-1_1	proV_ygaC-1	proV_edd/zwf-1	proV_ygaC_edd/zwf-1	PUTR8-10_1	MG1655-2	proV-2	PUTR3-1_2	proV_ygaC-2	proV_edd/zwf-2	proV_ygaC_edd/zwf-2	PUTR8-10_2	MG1655-3	proV-3	PUTR3-1_3	proV_ygaC-3	proV_edd/zwf-3	proV_ygaC_edd/zwf-3	PUTR8-10_3
36.34074	36.205	38.963	26.989	0.833	11.25	29.805	4.242	34.1	35.602	39.525	27.553	0.706	22.855	29.901	4.823	34.725	34.853	36.978	28.949	0.8	12.671	29.584	7.426	35.04	2.597	8.913	35.291	29.831	12.499	30.421999999999997	77.994	2.299	4.383	35.402	29.914	6.369	29.285999999999998	81.4	2.133	1.969	36.591	31.366	2.6710000000000003	26.211	83.414
36.50745	36.282	38.905	26.646	0.82	11.522	30.221	4.126	34.179	35.349000000000004	39.696999999999996	27.177	0.858	22.518	30.480999999999998	4.803999999999999	34.902	34.833	37.285	29.333000000000002	0.9520000000000001	12.841	30.261999999999997	7.405	34.885999999999996	2.583	8.99	35.765	30.178	12.469000000000001	30.568	78.053	2.219	4.433	35.909	29.666999999999998	6.349	30.229	81.752	2.252	2.0540000000000003	35.38	31.945	2.6519999999999997	26.563000000000002	83.6
36.67404	36.172	39.388000000000005	26.968000000000004	0.718	11.583	30.178	4.156000000000001	34.07	35.437	39.751999999999995	27.499000000000002	0.855	23.302	30.141	4.8	34.759	34.69	37.306999999999995	27.97	0.983	13.034	30.416999999999998	7.4670000000000005	35.073	2.613	9.118	35.854	30.135	13.124	29.865	78.131	2.316	4.627	36.294000000000004	28.766	6.477	30.021	82.126	2.25	2.019	35.93	31.539	2.78	26.521	84.17200000000001
36.84081	36.635	38.954	25.898000000000003	0.7609999999999999	11.537	29.93	4.1930000000000005	34.073	35.405	39.942	27.418000000000003	0.83	24.02	30.680999999999997	4.8	34.924	34.824	37.766	27.921999999999997	0.86	12.984000000000002	30.229	7.529	35.369	2.654	9.276	35.327	29.683000000000003	13.068	30.564	78.236	2.259	4.532	36.029	29.406	6.54	30.13	81.827	2.325	1.8630000000000002	35.833	31.549	2.5469999999999997	25.583000000000002	83.87200000000001
37.00744	36.623000000000005	39.714	26.874000000000002	0.7390000000000001	11.889000000000001	30.485	3.95	34.121	35.823	40.342	26.644000000000002	0.7120000000000001	24.393	30.680999999999997	4.928999999999999	34.946	35.106	37.794000000000004	27.975	0.905	13.575	30.993000000000002	7.534	35.525999999999996	2.735	9.253	36.107	30.413	13.470999999999998	29.947	78.69800000000001	2.205	4.753	35.887	30.230999999999998	6.707999999999999	29.074	82.43700000000001	2.171	1.9080000000000001	36.249	32.544000000000004	2.678	24.872	84.352
37.17409	36.48	39.506	26.23	0.8440000000000001	11.899000000000001	31.033	3.957	34.474000000000004	35.711999999999996	40.3	26.993000000000002	0.7170000000000001	25.205	31.164	4.937	34.902	35.029	37.883	28.258000000000003	0.91	13.355	30.616	7.608	35.482	2.642	9.427	36.46	30.962	13.98	30.232	78.774	2.31	4.76	36.438	29.357	6.683	29.886999999999997	82.382	2.342	2.045	36.833	32.266	2.6860000000000004	25.22	84.463
37.34091	36.381	39.638000000000005	26.33	0.8440000000000001	12.197000000000001	31.099	4.056	34.772	35.746	40.598	27.688000000000002	0.883	24.906999999999996	30.767	4.97	34.769	35.327	37.883	28.258000000000003	0.877	13.652999999999999	31.046	7.542000000000001	35.25	2.542	9.56	35.135999999999996	30.035999999999998	13.715	30.166	78.94	2.31	4.694	36.405	28.066	6.617000000000001	29.987	82.74600000000001	2.2430000000000003	2.045	36.171	30.81	2.785	24.889	84.76100000000001
37.50755	36.954	39.65	26.636	0.912	12.368	31.01	3.96	34.617	36.054	40.808	27.267	0.82	25.147	31.075	5.073	35.343	35.437	38.093	28.3	0.9129999999999999	14.187999999999999	31.023000000000003	7.645	35.493	2.611	9.73	35.842	30.276999999999997	14.185	30.176	79.359	2.412	4.697	36.748000000000005	29.796999999999997	6.985	29.301	83.166	2.1790000000000003	1.982	36.646	31.283	2.69	24.699	84.71799999999999
37.67421	36.789	39.915	26.636	0.846	12.699000000000002	31.837	4.059	34.584	35.657	40.51	26.77	0.7859999999999999	25.346	31.901999999999997	4.974	35.409	35.205	38.292	28.168000000000003	0.879	14.685	30.956999999999997	7.612	35.493	2.7110000000000003	9.961	35.676	29.979	14.085999999999999	29.679000000000002	79.16	2.313	4.796	36.251	29.002	6.985	30.03	82.90100000000001	2.246	1.916	37.109	29.793000000000003	2.7230000000000003	24.997	84.618
37.84076	37.009	39.801	26.799	0.836	12.909	31.898000000000003	4.046	34.508	35.779	41.157	27.826	0.8079999999999999	25.642	31.664	4.959	35.034	35.36	38.279	27.933000000000003	0.902	14.694	30.983	7.761	35.713	2.798	10.009	35.732	30.138	14.49	29.705	79.57	2.467	4.849	36.405	29.229	6.902	29.659000000000002	83.40700000000001	2.169	2.137	36.833	31.839000000000002	2.708	25.128	84.925
38.00756	37.175	40.333	26.429000000000002	0.8440000000000001	13.091	31.728	4.0889999999999995	34.672	36.308	40.929	27.158	0.784	25.866999999999997	32.422	5.0360000000000005	35.795	35.691	38.479	28.655	1.0090000000000001	14.347999999999999	31.874000000000002	7.84	35.846	2.708	10.222000000000001	36.228	29.771	14.675	30.53	79.767	2.31	4.793	37.266	28.993000000000002	7.08	28.894000000000002	83.541	2.177	2.0780000000000003	36.37	31.075	2.785	24.194000000000003	85.39
38.17423	37.02	39.813	26.775	0.7390000000000001	13.179	32.371	4.05	34.551	36.451	40.971000000000004	26.875999999999998	0.8109999999999999	26.246	32.004	5.029	35.376	35.801	38.555	28.636999999999997	1.07	14.600999999999999	32.349000000000004	7.732	36.022	2.702	9.948	37.033	29.718000000000004	14.662	30.41	80.02199999999999	2.404	4.853	36.615	29.04	7.005	29.305	83.79299999999999	2.3369999999999997	2.1390000000000002	37.87	31.154	2.877	24.64	85.51
38.34088	37.097	40.352	25.963	0.899	13.102	32.086	3.977	35.125	36.363	41.04600000000001	27.619	0.872	26.658	32.48	5.153	35.783	35.68	38.83	27.858	0.899	14.589	31.799	7.8229999999999995	36.363	2.8289999999999997	10.434000000000001	36.713	29.897	15.475	30.389	80.077	2.5639999999999996	4.78	36.757	29.054000000000002	7.361000000000001	29.683000000000003	84.046	2.265	2.068	36.69	30.241999999999997	2.968	24.756	85.663
38.50753	37.583	40.376	26.775	0.838	13.179	32.47	3.95	34.585	36.22	40.971000000000004	27.074	0.7120000000000001	26.775	32.567	5.292999999999999	36.004	35.371	38.985	27.545	0.905	15.196	32.713	7.864	36.452	2.702	10.543	36.504	30.016	15.555	30.244	80.419	2.503	4.853	37.144	28.444000000000003	7.204	29.57	83.926	2.271	2.04	37.175	30.096	2.8110000000000004	25.401	85.742
38.67421	37.097	40.778	26.235	0.825	13.68	32.883	3.935	34.828	36.065	41.34	27.426	0.698	27.325	32.979	5.207999999999999	35.75	36.010999999999996	39.125	27.897	0.8909999999999999	15.065999999999999	32.198	7.909	36.725	2.787	10.519	36.845	30.396	15.422	30.886999999999997	80.507	2.555	4.869	37.021	29.521	7.48	29.455	84.30799999999999	2.3569999999999998	2.1590000000000003	37.219	30.741999999999997	2.6919999999999997	24.499000000000002	85.925
38.84085	37.552	40.848	26.988000000000003	0.961	13.693	33.023	4.012	35.079	36.519	41.61	27.453000000000003	0.8029999999999999	27.984	32.659	5.063	36.073	35.801	39.091	28.255	0.9279999999999999	15.616	32.641999999999996	7.968999999999999	36.655	2.728	10.850999999999999	37.234	29.608	15.847999999999999	29.21	80.947	2.495	4.916	37.578	28.529	7.4079999999999995	29.857	84.728	2.3609999999999998	2.097	38.304	30.48	2.945	24.750999999999998	86.412
39.00762	37.516999999999996	40.676	26.074	0.813	13.825	33.625	3.9930000000000003	35.113	36.783	41.735	27.664	0.7859999999999999	27.564	33.359	5.138999999999999	36.138000000000005	36.132	39.55	27.704	0.9790000000000001	15.710999999999999	32.844	8.043	36.784	2.81	11.054	37.166	29.748	16.238	29.746	80.782	2.511	4.896	37.774	28.87	7.614	29.798000000000002	84.689	2.345	2.147	37.838	29.131	2.7230000000000003	24.997	86.406
39.17421	37.825	41.111999999999995	26.956	0.833	14.259	33.872	3.944	35.191	36.363	41.93899999999999	27.057	0.8059999999999999	27.881999999999998	33.406	5.021	36.28	36.044000000000004	39.26	27.164	0.899	15.978	33.254	7.922000000000001	36.859	2.696	10.995999999999999	37.308	29.631999999999998	16.17	29.331	81.003	2.332	4.78	38.047	28.26	7.492999999999999	29.451	84.971	2.265	2.068	37.45	30.176	2.77	25.186	86.589
39.34096	37.504	41.217	26.976999999999997	0.688	14.296	34.150999999999996	3.928	35.137	36.935	41.711999999999996	26.682	0.759	28.496	34.345	5.035	36.454	35.724000000000004	39.531	27.318	0.853	15.913	33.266999999999996	8.0	37.0	2.682	11.17	37.219	30.64	16.465999999999998	30.073	81.19	2.451	4.961	37.361999999999995	27.883000000000003	7.6370000000000005	29.733	84.92299999999999	2.252	2.021	37.89	29.996	2.685	24.811999999999998	86.639
39.50761	37.174	41.18	26.421999999999997	0.812	14.312000000000001	34.219	3.9189999999999996	35.27	36.802	42.071000000000005	27.349	0.7829999999999999	28.732	33.751999999999995	5.09	36.321	36.253	39.397	27.951999999999998	0.845	16.158	33.961999999999996	8.119	37.163000000000004	2.772	11.09	36.69	29.421999999999997	16.643	29.151	81.322	2.31	5.0169999999999995	38.45	29.241999999999997	7.723	28.813000000000002	84.986	2.343	2.211	37.79	29.77	2.673	25.81	86.603
39.67423	37.295	41.306999999999995	26.829	0.792	14.638	34.172	4.034	35.621	36.66	42.034	27.326999999999998	0.863	28.944000000000003	34.069	5.109	36.576	35.845	39.621	27.897	0.958	16.355	33.883	8.141	37.221	2.886	11.312000000000001	37.141999999999996	29.866999999999997	16.843	29.201	81.433	2.489	4.968	37.88	29.025	7.811	29.323	85.167	2.258	2.06	38.111	29.750999999999998	2.99	26.151	86.78399999999999
39.841	37.726	41.41	26.493000000000002	0.833	15.052999999999999	34.302	3.878	35.588	36.727	42.402	28.049	0.8059999999999999	29.171	34.63	5.021	36.842	36.044000000000004	39.954	28.85	0.866	16.474	34.445	8.154	37.421	2.7289999999999996	11.425999999999998	38.168	30.393	17.393	29.397	81.764	2.5639999999999996	5.044	38.345	28.624000000000002	7.922999999999999	28.988000000000003	85.368	2.365	2.167	37.55	29.581	2.803	26.409000000000002	87.085
40.00762	37.635999999999996	41.708	26.421999999999997	0.779	14.708	34.945	3.952	35.699	37.099000000000004	42.665	26.755	0.8490000000000001	29.623	34.842	5.122999999999999	36.816	36.681999999999995	40.056999999999995	27.787	0.9440000000000001	16.653	34.754	8.283999999999999	37.427	2.7060000000000004	11.849	38.208	29.421999999999997	17.402	28.623	81.619	2.475	4.9510000000000005	37.625	27.79	7.888	28.416999999999998	85.58	2.343	2.145	38.285	29.044	2.739	26.701	87.329
40.17428	37.692	42.001000000000005	26.664	0.825	15.167	35.262	3.935	35.357	37.155	42.728	26.831999999999997	0.863	29.804000000000002	35.226	5.207999999999999	36.675	36.639	40.513000000000005	27.534000000000002	0.958	16.884	34.908	8.306000000000001	37.849000000000004	2.82	11.907	37.571999999999996	29.107	17.636	29.763	81.928	2.489	5.067	38.409	28.53	7.843999999999999	28.53	85.795	2.324	2.1590000000000003	37.945	29.486	2.7910000000000004	25.854	87.445
40.34111	37.802	41.876999999999995	26.415	0.82	15.32	35.703	3.9610000000000003	35.5	36.869	42.637	26.781	0.759	29.85	35.402	5.1339999999999995	37.181	36.715	40.489000000000004	28.078000000000003	0.985	17.366	35.216	8.231	37.792	2.8139999999999996	11.798	37.747	30.541	18.018	29.479	82.04899999999999	2.583	4.961	38.188	27.52	8.0	28.247	86.01299999999999	2.318	2.253	38.319	29.27	2.949	26.662	87.49799999999999
40.50774	38.328	42.001000000000005	26.659000000000002	0.772	15.581	35.541	3.9419999999999997	36.062	36.768	42.76	26.761	0.8740000000000001	29.825	35.436	5.244	37.177	36.615	40.747	28.156	0.9690000000000001	17.426	34.853	8.37	38.25	2.9619999999999997	11.866	38.338	29.624000000000002	18.172	28.691999999999997	82.31200000000001	2.533	4.908	39.174	28.455	8.271	28.982	85.906	2.401	2.104	38.515	29.214000000000002	2.925	27.003	87.589
40.67442	38.221	42.331	26.829	0.825	15.795	35.262	3.8680000000000003	35.754	36.99	42.86	27.03	0.797	30.2	35.92	5.142	37.005	36.903	40.611999999999995	27.831	0.8909999999999999	17.346	35.899	8.405	38.543	2.9189999999999996	12.105	37.869	29.768	18.066	29.465999999999998	82.325	2.555	5.067	39.665	28.034000000000002	8.042	28.728	86.257	2.423	2.1590000000000003	38.408	28.495	2.891	28.331999999999997	87.941
40.84103	38.453	42.435	26.756999999999998	0.899	15.681	36.054	4.043	35.919000000000004	37.619	43.261	26.759	0.872	29.568	36.150999999999996	5.218999999999999	37.734	37.069	40.781	27.131	0.9990000000000001	17.895	36.164	8.451	38.281	2.8289999999999997	12.319	38.003	29.5	18.683	28.769000000000002	82.62299999999999	2.497	4.978	39.238	29.153000000000002	8.254	29.055	86.32700000000001	2.265	2.266	39.302	29.283	3.0010000000000003	27.566	87.945
41.00772	38.693000000000005	42.373000000000005	26.546999999999997	0.919	16.377	36.43	3.8289999999999997	35.732	37.133	43.0	26.583000000000002	0.924	30.246	36.426	5.2	37.445	36.781	40.621	27.813000000000002	0.9520000000000001	17.531	36.635999999999996	8.495	38.684	2.9130000000000003	12.557	38.441	29.154	18.942999999999998	29.941	82.37899999999999	2.583	5.027	39.641	28.478	8.397	28.445	86.40899999999999	2.45	2.0540000000000003	38.583	29.435	2.883	28.511	88.02600000000001
41.1744	38.221	42.728	26.465999999999998	0.726	15.860999999999999	36.716	3.935	35.885999999999996	37.387	43.521	26.6	0.863	30.299	36.713	5.109	37.468	36.705	40.91	28.590999999999998	0.8909999999999999	17.743	36.527	8.405	38.906	2.82	12.667	38.629	29.57	18.826	29.366999999999997	82.49	2.489	5.132999999999999	40.458	28.596	8.439	28.266	86.885	2.3569999999999998	2.126	39.201	29.619	3.089	29.026	88.17200000000001
41.34117	38.494	42.17	26.488000000000003	0.9109999999999999	16.424	36.365	3.9189999999999996	35.468	37.297	43.556999999999995	26.656	0.75	30.844	36.69	5.222	37.509	36.649	40.981	27.094	0.779	18.271	36.602	8.581	39.11	2.8710000000000004	12.542	39.0	28.96	19.184	29.415	82.61	2.541	5.1160000000000005	40.133	28.549	8.515	28.680999999999997	86.834	2.541	2.211	39.11	29.044	3.036	29.241999999999997	88.319
41.50773	38.383	42.917	26.809	0.8759999999999999	16.847	36.981	4.013999999999999	36.084	37.187	43.61	27.34	0.7809999999999999	30.866999999999997	36.778	5.218	38.256	36.736999999999995	41.233000000000004	28.041999999999998	0.9420000000000001	18.230999999999998	37.052	8.511000000000001	39.296	2.9019999999999997	12.569	39.351	29.511	19.176	29.041999999999998	84.27	2.44	5.112	40.681999999999995	28.869	8.379	27.978	86.91	2.506	2.242	39.527	29.859	3.065	29.958000000000002	88.329
41.67448	38.659	42.928999999999995	26.719	0.812	16.589000000000002	37.486999999999995	3.9189999999999996	36.095	37.132	43.92	26.854	0.8490000000000001	30.646	36.888000000000005	5.09	37.971	36.946	41.245	26.961	0.9440000000000001	18.436	37.394	8.482000000000001	39.374	2.772	12.970999999999998	39.594	29.916999999999998	19.811	29.316	83.039	2.541	5.149	40.529	29.374000000000002	8.713	28.879	87.131	2.4090000000000003	2.31	39.44	28.219	2.97	29.539	88.45100000000001
41.84113	38.88	43.318000000000005	25.878	0.917	16.668	37.872	3.925	36.249	37.749	44.242	26.805	0.888	31.26	37.108000000000004	5.131	37.861999999999995	36.968	41.699	27.871	0.95	18.78	37.516	8.623	39.795	2.9760000000000004	13.081	39.783	29.64	20.289	29.369	83.447	2.481	5.255	41.115	29.459	8.822000000000001	28.930999999999997	87.475	2.415	2.316	40.157	28.864	2.8789999999999996	30.516	88.696
42.00769	38.629	43.038000000000004	26.441999999999997	0.894	17.024	37.785	3.971	36.69	37.993	43.963	27.204	0.8	31.101999999999997	37.286	5.343999999999999	38.306	37.376999999999995	41.715	28.401999999999997	0.795	18.675	38.092	8.707	39.976	2.9219999999999997	13.234000000000002	40.227	29.58	20.055999999999997	29.773000000000003	84.165	2.5580000000000003	5.236000000000001	41.263000000000005	29.531	8.509	29.035	87.404	2.458	2.228	40.37	28.305999999999997	2.762	30.589000000000002	88.85600000000001
42.17448	39.152	43.42	26.461	0.9690000000000001	17.262999999999998	37.585	3.843	36.259	37.494	44.673	26.826999999999998	0.841	31.441	37.778	5.3420000000000005	38.134	37.242	41.638000000000005	27.166	0.87	19.305	37.953	8.799	40.260999999999996	2.863	13.35	40.251	29.69	20.315	28.198	83.631	2.665	5.237	41.812	29.246	8.898	28.750999999999998	87.654	2.533	2.2030000000000003	39.9	28.785	2.826	31.785999999999998	89.04
42.34115	38.589	43.442	26.441	0.855	17.125	37.749	3.824	36.455999999999996	37.524	44.398	26.478	0.8240000000000001	31.874000000000002	37.479	5.155	38.491	37.207	42.091	27.805	1.0190000000000001	18.999000000000002	37.356	8.738999999999999	40.516999999999996	2.846	13.318	40.376999999999995	29.465999999999998	20.828000000000003	28.798000000000002	83.726	2.714	5.315	42.133	29.945999999999998	8.87	28.53	87.84200000000001	2.418	2.187	39.829	28.269000000000002	2.7039999999999997	31.79	89.195
42.50777	39.536	43.736999999999995	26.584	0.9009999999999999	17.652	38.498000000000005	3.9389999999999996	36.908	38.175	44.528	26.719	0.772	32.222	38.063	5.405	38.385999999999996	37.527	42.153	27.156999999999996	0.9670000000000001	19.232	37.875	8.696	40.546	2.8930000000000002	13.642000000000001	40.734	30.174	21.099	29.474	84.59700000000001	2.6289999999999996	5.3	42.623999999999995	30.424	9.058	29.631999999999998	87.86200000000001	2.531	2.398	40.646	28.183000000000003	3.02	31.578000000000003	89.215
42.6745	38.745	44.0	26.089000000000002	0.9009999999999999	17.487000000000002	38.926	3.84	36.71	37.68	44.461999999999996	27.049	0.838	31.53	38.459	5.306	38.385999999999996	37.56	41.922	27.156999999999996	0.9670000000000001	19.232	39.062	8.795	40.744	2.86	13.279000000000002	41.294	29.416	20.769000000000002	28.913	85.323	2.6289999999999996	5.2010000000000005	43.02	30.918000000000003	8.959	29.269000000000002	88.02600000000001	2.432	2.234	40.415	28.413	3.1189999999999998	33.226	89.314
42.8411	38.658	44.178000000000004	26.791	0.903	17.791	38.311	3.909	36.885999999999996	37.79	44.64	26.662	0.775	31.705	37.975	5.309	38.332	37.242	42.231	27.364	0.9690000000000001	19.437	38.876	8.799	41.086000000000006	2.8960000000000004	13.745999999999999	41.603	30.283	20.711	28.198	84.455	2.5660000000000003	5.303	43.131	31.026999999999997	9.161	29.147	88.34700000000001	2.5	2.302	41.053999999999995	29.081999999999997	2.958	33.138000000000005	89.634
43.00785	38.951	44.2	26.803	0.789	17.85	38.77	3.89	37.049	38.216	44.891999999999996	27.268	0.8240000000000001	31.743000000000002	38.302	5.287000000000001	38.59	37.372	42.19	26.916	0.855	19.987000000000002	38.903	8.838	41.306999999999995	2.846	13.845	42.023999999999994	30.256999999999998	21.223000000000003	28.831	84.22	2.517	5.282	43.45	30.869	8.969	28.726999999999997	88.10600000000001	2.418	2.286	41.08	28.434	2.935	34.128	89.426
43.17457	39.055	44.415	26.719	0.9109999999999999	17.909000000000002	38.873000000000005	3.82	37.118	38.221	45.141000000000005	26.953000000000003	0.7829999999999999	31.834	39.264	5.222	38.532	37.375	42.763000000000005	27.061	0.9440000000000001	19.855	38.879	8.911	41.652	2.904	13.796	42.531000000000006	30.741999999999997	21.593000000000004	29.151	84.887	2.64	5.149	43.763999999999996	31.849	9.175	29.803	88.45100000000001	2.541	2.31	42.50899999999999	29.308000000000003	2.937	34.126999999999995	90.101
43.34117	39.043	44.468	27.006999999999998	0.8759999999999999	18.101	38.828	3.8160000000000003	37.205999999999996	37.945	44.798	27.076	0.847	31.989	38.691	5.416	39.246	36.968	42.883	27.943	0.975	20.276	38.801	8.874	42.035	2.968	13.955	42.651	30.303	21.42	28.58	84.369	2.572	5.211	44.147	32.334	9.369	29.397	88.625	2.506	2.3080000000000003	41.738	29.43	2.9330000000000003	35.304	89.912
43.50785	39.205	44.621	26.36	0.86	18.489	39.485	3.8310000000000004	37.071999999999996	37.646	44.786	27.22	0.764	32.125	39.149	5.294	38.976	37.691	42.577	27.823	0.9259999999999999	20.496	39.455	9.078	41.958	2.983	14.251	42.872	30.375	21.930999999999997	28.62	85.353	2.654	5.191	44.431000000000004	32.437	9.275	30.69	88.68	2.6210000000000004	2.291	42.357	29.935	2.844	35.534	89.869
43.6745	38.857	44.876999999999995	26.719	0.878	18.404	39.467	4.018	37.118	38.056	45.24	27.480999999999998	0.7829999999999999	32.361999999999995	39.165	5.321000000000001	39.06	37.903	42.994	27.853	0.977	20.482	39.638000000000005	8.977	41.916000000000004	2.904	14.192	43.456	29.916999999999998	22.088	28.721999999999998	85.085	2.574	5.314	45.381	33.367	9.373	30.199	88.946	2.4090000000000003	2.244	42.839	29.572	2.8710000000000004	36.899	90.134
43.84122	39.28	45.287	26.869	0.9540000000000001	18.442	39.824	3.923	37.378	38.117	44.925	27.366999999999997	0.89	31.809	39.718	5.188	39.15	37.504	43.145	27.278000000000002	1.0190000000000001	20.712	39.694	9.068999999999999	42.394	2.977	14.437999999999999	43.506	30.355999999999998	22.211	28.732	85.307	2.648	5.2170000000000005	44.636	33.306	9.43	30.703000000000003	88.929	2.616	2.22	43.023999999999994	29.421999999999997	3.0989999999999998	37.092	90.052
44.00794	39.598	44.846000000000004	26.728	0.885	18.897000000000002	39.977	3.821	37.466	38.994	45.373000000000005	27.259	0.8220000000000001	32.49	39.739000000000004	5.2829999999999995	39.566	37.986	43.758	28.554000000000002	0.951	21.000999999999998	39.813	9.097000000000001	42.678000000000004	3.04	14.695	43.855	30.247	22.433000000000003	29.71	84.988	2.448	5.377999999999999	44.985	33.888000000000005	9.623	30.759	89.26799999999999	2.58	2.316	43.604	30.070999999999998	3.03	36.751999999999995	90.42299999999999
44.17458	39.249	45.161	27.258000000000003	0.995	18.759	39.826	3.9330000000000003	37.709	38.25	45.062	27.526	0.767	31.805999999999997	39.589	5.166	39.516	37.702	43.31399999999999	28.03	0.9620000000000001	20.899	40.521	9.016	42.894	2.986	14.718	44.598	31.143	22.631999999999998	29.289	84.98	2.7230000000000003	5.227	45.993	35.611	9.378	31.096	89.462	2.525	2.195	44.016999999999996	30.537	3.045	38.247	90.45299999999999
44.34131	39.866	45.352	27.474	0.868	19.004	40.245	3.807	37.830999999999996	38.669000000000004	45.286	27.511	0.838	32.981	40.205999999999996	5.3389999999999995	39.738	37.659	43.637	27.750999999999998	0.934	21.013	40.48	9.124	43.217	3.0580000000000003	14.73	44.196000000000005	30.504	23.176	29.901999999999997	85.323	2.563	5.3	46.02	35.996	9.585	32.534	89.54299999999999	2.597	2.234	44.603	30.919	3.185	39.194	90.566
44.5079	39.604	45.623000000000005	27.04	0.8759999999999999	19.421	40.379	3.8160000000000003	37.667	39.001	45.986000000000004	27.274	0.88	32.946	39.813	5.251	40.005	37.891	43.84	27.745	0.9420000000000001	21.266	41.144	9.204	43.256	2.9019999999999997	14.978	45.324	30.138	23.169	29.405	85.425	2.6710000000000003	5.244	46.786	36.162	9.6	31.245	89.714	2.638	2.3080000000000003	44.972	31.608	3.065	39.593	90.869
44.67466	40.069	45.761	27.529	1.016	19.574	40.316	3.925	38.196999999999996	38.772	45.728	27.3	0.789	33.308	40.311	5.23	40.339	38.025	43.812	27.671999999999997	1.082	21.685	40.983000000000004	9.25	43.493	3.009	15.194	45.099	31.686999999999998	23.525	30.228	85.758	2.58	5.321000000000001	46.728	35.865	9.911	33.191	89.88600000000001	2.6460000000000004	2.415	44.912	31.539	3.2089999999999996	40.025999999999996	90.743
44.84129	39.675	45.603	27.391	0.8909999999999999	19.562	40.285	3.7689999999999997	38.265	38.775	46.297	28.021	0.797	32.844	40.446999999999996	5.34	40.343	38.126	44.512	27.997	0.958	21.642	41.417	9.231	43.731	3.0180000000000002	14.914000000000001	45.833	31.586	23.518	30.16	86.75299999999999	2.7539999999999996	5.331	47.628	36.824	9.794	34.412	90.156	2.654	2.324	45.611999999999995	32.791	3.056	40.459	91.113
45.0079	39.868	45.59	27.304000000000002	0.909	20.081	40.214	3.8489999999999998	38.063	38.902	46.019	27.471999999999998	0.847	33.21	39.747	5.251	40.269	38.65	44.17	27.745	0.975	21.761	41.606	9.237	44.048	3.0010000000000003	15.175999999999998	46.247	31.194000000000003	23.4	30.23	85.887	2.638	5.244	47.644	38.108000000000004	9.798	34.545	90.07700000000001	2.605	2.407	46.786	32.895	2.8339999999999996	41.177	91.133
45.17471	39.972	45.867	27.49	0.8909999999999999	19.793	40.814	3.8680000000000003	38.330999999999996	38.874	46.196999999999996	27.493000000000002	0.929	33.372	40.611999999999995	5.274	41.07	38.455999999999996	44.346000000000004	28.129	0.958	21.741	41.318000000000005	9.264	43.928999999999995	3.0180000000000002	15.210999999999999	46.394	32.379	23.749000000000002	30.986	86.42200000000001	2.687	5.265	47.958999999999996	38.111999999999995	9.926	34.015	90.322	2.555	2.225	46.702	33.385999999999996	2.99	42.342	91.37700000000001
45.34134	40.279	45.841	27.736	0.8859999999999999	20.109	40.625	3.928	38.209	38.982	45.94	27.607	0.8909999999999999	33.615	40.488	5.266	41.045	38.796	44.221000000000004	28.309	0.985	21.825	41.855	9.255	44.001999999999995	2.88	15.464	46.367	31.598000000000003	23.831	31.46	86.277	2.583	5.257999999999999	48.888999999999996	38.816	10.015	34.787	90.10799999999999	2.516	2.319	47.27	34.025999999999996	3.147	42.515	91.36200000000001
45.50802	40.263000000000005	46.066	27.801	0.905	20.458	41.17100000000001	3.95	38.422	39.131	46.496	28.066999999999997	0.877	33.126999999999995	41.93	5.459	40.934	38.183	44.808	28.570999999999998	1.004	22.177	41.843999999999994	9.287	44.293	3.033	15.605	46.593999999999994	33.357	24.256	32.659	88.16	2.668	5.349	49.748999999999995	40.189	10.016	35.36	90.443	2.635	2.371	46.968	33.967	3.109	43.001999999999995	91.49799999999999
45.67464	40.154	46.126000000000005	28.381999999999998	0.91	20.538	40.996	3.891	39.074	39.585	46.192	27.589000000000002	0.883	33.513000000000005	40.631	5.268	41.091	38.504	44.768	28.456999999999997	0.91	22.49	41.903	9.495	44.816	2.9389999999999996	15.716	47.714	33.577	24.307	32.516	86.98299999999999	2.707	5.19	49.413999999999994	40.247	10.258	35.978	90.59100000000001	2.773	2.2769999999999997	47.193999999999996	35.676	2.984	43.458	91.646
45.84148	40.23	46.364	28.065	0.838	20.325	41.27	3.8510000000000004	38.488	38.833	46.33	28.1	0.91	33.524	40.97	5.26	41.232	38.878	44.61	27.843000000000004	0.905	22.276	42.141999999999996	9.353	44.788999999999994	2.9339999999999997	15.539000000000001	47.785	33.126	24.554000000000002	33.255	86.241	2.668	5.25	48.623999999999995	40.486999999999995	10.215	36.518	90.542	2.469	2.371	47.729	35.257	3.175	44.458	91.598
