	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
7.83863	2.824	22.859	6.349	14.392999999999999	16.412	4.683	3.685	3.662	4.268	23.224	7.17	32.602	18.032	3.076	5.462999999999999	3.657	5.644	23.441999999999997	8.882	17.802	19.098	4.522	6.296	4.718	0.758	1.796	1.756	1.514	1.22	1.237	1.2919999999999998	1.495	7.132999999999999	1.895	0.996	1.075	1.633	1.879	1.8030000000000002	3.347	1.69	1.411	0.6859999999999999	0.789	1.778
8.00522	2.8810000000000002	21.230999999999998	7.32	14.821	17.041	4.9110000000000005	3.971	4.177	4.382	24.281	7.97	32.373000000000005	19.432000000000002	3.4189999999999996	5.92	3.971	5.587000000000001	23.441999999999997	10.139	18.287	20.412	4.979	6.696000000000001	5.147	1.101	1.9669999999999999	1.899	1.514	1.1340000000000001	1.237	1.178	1.5530000000000002	6.847	1.895	1.082	1.047	1.547	1.851	1.8030000000000002	3.09	1.775	1.354	0.6859999999999999	0.818	1.835
8.17195	3.053	21.488000000000003	8.025	15.515	17.381	5.107	4.024	4.3469999999999995	4.573	25.127	8.645	32.376999999999995	19.089000000000002	3.617	6.138	4.0969999999999995	5.63	23.915	11.212	19.09	20.072	5.375	6.544	5.367999999999999	0.726	2.1069999999999998	1.815	1.432	1.11	1.153	1.179	1.597	7.321000000000001	2.037	0.8859999999999999	1.05	1.597	1.8219999999999998	1.649	3.2289999999999996	1.943	1.409	0.8290000000000001	0.7879999999999999	1.804
8.33853	3.07	21.951999999999998	9.019	16.116	18.503	5.442	4.301	4.565	4.625	24.941	10.011000000000001	31.943	20.295	3.864	6.247999999999999	4.04	5.885	24.244	12.722000000000001	19.038	20.734	5.367000000000001	6.739	6.104	0.86	2.041	2.003	1.505	1.125	1.056	1.339	1.5659999999999998	7.689	2.141	0.987	1.151	1.4769999999999999	1.954	2.045	3.2489999999999997	2.02	1.6	0.7609999999999999	0.778	1.652
8.50527	3.0789999999999997	23.159000000000002	10.203	17.195999999999998	18.965	5.669	4.357	4.94	4.758	25.763	11.078	31.802	21.075	4.151	6.4639999999999995	4.502	6.095	24.293000000000003	14.297	19.342	22.288	5.88	6.787000000000001	6.183	0.605	2.072	1.926	1.66	1.196	1.18	1.2329999999999999	1.579	7.475	2.174	0.9440000000000001	1.021	1.5859999999999999	1.874	1.9469999999999998	3.135	1.9069999999999998	1.374	0.6829999999999999	0.898	1.854
8.67194	3.185	24.345	11.630999999999998	16.779	19.952	6.321000000000001	4.468	5.0489999999999995	4.787	25.843000000000004	12.507	31.663	21.719	4.346	6.779	4.793	6.042000000000001	24.773000000000003	16.298	19.925	22.759	5.99	7.157	6.524	0.7140000000000001	2.295	2.061	1.508	1.101	1.2	1.339	1.696	7.876	2.282	0.963	1.012	1.784	1.925	1.806	3.4160000000000004	2.017	1.54	0.733	0.7490000000000001	2.049
8.83855	3.2960000000000003	24.844	12.748	18.343	20.25	6.31	4.686	5.3839999999999995	5.085	27.415	14.276	32.369	22.531999999999996	4.737	6.734	4.9110000000000005	6.421	24.238000000000003	17.835	20.573	23.291	6.266	7.199	7.221	0.792	2.202	2.1719999999999997	1.537	1.158	1.113	1.364	1.706	7.858	2.306	0.963	1.182	1.63	1.9480000000000002	1.875	3.3510000000000004	2.151	1.419	0.7859999999999999	0.9440000000000001	1.956
9.00534	3.3560000000000003	26.587	14.319	17.837	21.169	6.797999999999999	4.6339999999999995	5.53	5.176	28.534000000000002	15.705	32.265	23.308000000000003	4.684	6.71	5.088	6.568	25.641	19.549	21.32	23.383000000000003	6.526	7.176	7.055	0.9670000000000001	2.377	2.09	1.54	1.19	1.2590000000000001	1.311	1.74	7.693	2.565	1.052	1.242	1.805	1.724	1.966	3.554	2.155	1.508	0.789	0.976	2.017
9.17194	3.363	26.879	15.817	18.65	21.83	7.085	5.092	5.621	5.232	29.785999999999998	17.599	32.062	23.573	4.887	7.021	5.394	6.5360000000000005	25.160999999999998	20.218	21.845	23.964000000000002	6.841	7.232	7.567	0.914	2.41	2.1830000000000003	1.521	1.2570000000000001	1.153	1.261	1.595	8.003	2.4859999999999998	1.005	1.2229999999999999	1.693	2.015	1.765	3.2739999999999996	2.273	1.3430000000000002	0.768	0.8690000000000001	2.1630000000000003
9.33873	3.637	27.148000000000003	17.186	19.139	22.555	7.249	4.971	6.209	5.171	29.605999999999998	18.913	32.71	24.267	5.334	6.99	5.877999999999999	6.648	25.546999999999997	22.984	23.361	24.372	7.119	7.626	7.676	0.8490000000000001	2.458	2.258	1.537	1.244	1.284	1.45	1.649	8.257	2.562	0.935	1.182	1.744	2.0340000000000003	1.79	3.3789999999999996	2.293	1.4469999999999998	0.7	0.887	2.013
9.50539	3.609	27.745	18.836	19.509	22.412	7.704	5.113	6.181	5.341	29.748	20.961	32.796	23.869	5.875	7.047000000000001	5.792999999999999	6.819	25.86	23.525	24.044	24.285999999999998	7.261	7.256	7.961	1.1340000000000001	2.7710000000000004	2.5140000000000002	1.6219999999999999	1.272	1.198	1.364	1.82	8.427	2.875	1.1059999999999999	1.239	1.744	1.9769999999999999	1.761	3.4360000000000004	2.492	1.504	0.843	0.972	2.013
9.67209	3.786	28.291	19.59	20.149	22.873	7.7620000000000005	5.144	6.81	5.454	30.771	22.451	32.933	24.219	5.935	7.414	5.643	6.9	26.43	23.905	25.475	24.837	7.803	7.483	8.443	0.825	2.661	2.35	1.6030000000000002	1.225	1.235	1.4569999999999999	1.704	8.225	2.852	1.03	1.1340000000000001	1.7169999999999999	2.012	2.016	3.44	2.354	1.595	0.821	0.78	2.1590000000000003
9.83859	3.7680000000000002	29.397	20.265	21.336	23.041	8.06	5.242000000000001	6.794	5.553999999999999	29.491999999999997	22.929000000000002	32.367	24.328000000000003	6.232	7.287000000000001	6.4	7.002000000000001	26.401	25.122	26.494	24.831999999999997	8.328	7.497000000000001	8.515	0.78	2.617	2.275	1.67	1.32	1.16	1.268	1.776	8.525	2.948	1.125	1.087	1.901	2.136	2.088	3.7939999999999996	2.707	1.578	0.8320000000000001	0.8759999999999999	2.342
10.00536	3.8710000000000004	28.603	22.09	21.655	23.754	8.33	5.57	7.292999999999999	5.568	29.919	23.445	33.104	24.844	6.446000000000001	7.016	6.695	6.985	27.283	24.189	26.583000000000002	24.979	8.4	7.483	9.21	0.8540000000000001	2.832	2.6060000000000003	1.7169999999999999	1.31	1.321	1.4569999999999999	1.675	8.595	3.05	1.087	1.1340000000000001	1.859	2.125	1.931	3.611	2.695	1.5090000000000001	0.991	1.093	2.103
10.17207	3.821	28.779	22.243000000000002	23.058000000000003	23.787	8.783999999999999	5.289	7.324	5.624	30.373	24.136	33.013000000000005	24.993000000000002	6.702999999999999	7.242000000000001	6.97	7.037000000000001	27.566999999999997	24.568	27.413	25.840999999999998	8.287	7.539	9.434	0.83	2.722	2.67	1.641	1.405	1.13	1.4069999999999998	1.673	8.62	2.9989999999999997	1.068	1.285	1.861	2.103	2.185	3.927	2.755	1.5430000000000001	0.828	1.014	2.164
10.33876	3.875	27.958000000000002	22.439	24.419	23.933000000000003	8.96	5.376	7.524	5.4879999999999995	30.326	24.42	33.114000000000004	25.733	6.763	7.22	7.07	7.104	28.94	25.334	27.529	25.156999999999996	8.859	7.857	9.925	1.085	3.035	2.524	1.663	1.2570000000000001	1.324	1.46	1.595	9.367	3.196	1.09	1.308	2.0340000000000003	2.101	1.9069999999999998	3.5860000000000003	2.472	1.485	0.825	1.125	2.1919999999999997
10.50554	3.75	28.813000000000002	23.324	24.963	24.531	9.116	5.562	7.824	5.53	29.9	24.820999999999998	32.714	25.451999999999998	6.977	7.489	7.335	7.087000000000001	28.769000000000002	26.218000000000004	27.191	25.674	9.101	7.8420000000000005	9.711	0.8170000000000001	3.023	2.826	1.7109999999999999	1.4180000000000001	1.3419999999999999	1.421	1.693	9.067	3.355	1.194	1.156	1.879	2.175	2.092	4.0569999999999995	2.772	1.558	1.013	1.028	2.379
10.67204	3.927	28.08	23.788	26.9	24.563000000000002	9.142999999999999	5.62	8.195	5.586	31.205	24.686999999999998	34.213	25.487	7.318	7.685	7.354	7.395	28.683000000000003	26.169	26.857	25.456	9.072000000000001	8.011000000000001	9.906	0.878	2.8280000000000003	2.833	1.72	1.286	1.379	1.429	1.662	9.234	3.19	1.091	1.193	1.909	2.408	1.9480000000000002	4.06	2.832	1.535	0.877	1.063	2.468
10.83869	3.924	28.156999999999996	23.78	27.288	25.178	9.592	5.7010000000000005	8.19	5.666	29.976	25.473000000000003	34.145	25.677	7.768	7.51	7.632000000000001	7.276	30.488000000000003	27.153000000000002	26.706999999999997	25.305999999999997	9.436	8.232999999999999	10.665999999999999	0.96	2.966	2.886	1.632	1.368	1.4040000000000001	1.482	1.827	9.37	3.4130000000000003	1.1440000000000001	1.219	1.932	2.177	2.057	3.9139999999999997	2.9130000000000003	1.6440000000000001	1.044	1.0590000000000002	2.435
11.00541	3.9130000000000003	28.5	24.351	27.149	25.35	9.946	5.603	8.347000000000001	5.736000000000001	29.948	26.893	34.312	25.17	7.754	7.75	7.867999999999999	7.202000000000001	30.629	28.035	26.313000000000002	25.339000000000002	9.818	8.388	10.479000000000001	0.976	3.1519999999999997	2.988	1.764	1.443	1.224	1.4709999999999999	1.642	10.204	3.4010000000000002	1.135	1.209	2.174	2.081	2.155	3.958	2.985	1.5190000000000001	0.976	1.048	2.593
11.17212	3.735	28.709	24.704	27.699	25.247	10.077	5.5089999999999995	8.706	5.867999999999999	29.646	26.875999999999998	34.376	25.805	7.914	7.768	8.138	7.191	30.779	29.236	25.362	25.522	9.582	8.661	10.214	0.855	3.1430000000000002	2.8680000000000003	1.871	1.2670000000000001	1.444	1.5490000000000002	1.858	10.533	3.592	1.129	1.202	2.052	2.3	2.174	3.8930000000000002	3.2319999999999998	1.625	0.884	1.239	2.5
11.33869	4.053999999999999	29.18	25.627	27.319000000000003	25.35	10.144	5.943	8.801	5.877999999999999	32.499	27.772	34.199	25.906999999999996	8.15	8.203	8.321	7.287000000000001	32.187	28.998	25.52	25.141	10.3	9.182	10.790999999999999	0.976	3.208	3.158	1.962	1.3869999999999998	1.3940000000000001	1.556	1.614	11.309000000000001	3.514	1.135	1.436	2.174	2.222	2.496	4.185	3.155	1.5190000000000001	1.033	1.133	2.508
11.50554	3.905	29.416999999999998	26.063000000000002	27.131999999999998	25.162	10.077	5.707999999999999	9.33	5.84	31.063000000000002	28.206999999999997	35.141	26.031999999999996	8.198	8.476	9.101	7.672999999999999	33.951	28.811	24.909000000000002	25.579	10.007	9.625	11.007	0.968	3.228	3.208	1.786	1.4369999999999998	1.3019999999999998	1.6340000000000001	1.7169999999999999	11.609000000000002	3.818	1.157	1.2590000000000001	2.222	2.3280000000000003	2.23	4.177	3.4019999999999997	1.597	0.799	1.069	2.528
11.67211	4.086	29.614	27.052	26.619	24.962	10.460999999999999	5.976	9.032	6.025	31.686999999999998	29.028000000000002	34.72	25.546999999999997	8.552	8.464	8.866	7.69	33.984	29.064	25.215999999999998	25.546	10.135	10.037	11.335	1.037	3.2119999999999997	3.219	1.682	1.5319999999999998	1.454	1.5030000000000001	1.704	12.335	3.859	1.2229999999999999	1.297	2.349	2.311	2.274	4.274	3.5	1.608	0.9520000000000001	1.08	2.7110000000000003
11.83876	4.083	29.633000000000003	26.789	26.129	25.236	10.456	6.141	9.254	6.19	33.973	29.104	35.077	25.397	8.547	9.082	8.69	7.769	35.021	30.529	25.265	25.793000000000003	10.3	10.74	11.187999999999999	0.8909999999999999	3.548	3.2430000000000003	1.7919999999999998	1.528	1.45	1.755	1.8119999999999998	12.67	4.025	1.22	1.351	2.4290000000000003	2.336	2.184	4.553999999999999	3.127	1.633	0.948	1.162	2.8480000000000003
12.00556	4.109	31.115	27.076	25.733	24.959	10.492	6.144	9.712	6.167999999999999	34.356	29.224	35.152	25.768	8.751	9.574	9.076	7.809	35.893	28.464000000000002	26.201	25.848000000000003	10.477	10.95	11.369000000000002	0.919	3.322	3.44	1.73	1.494	1.3319999999999999	1.524	1.82	13.138	4.053	1.157	1.402	2.3480000000000003	2.2769999999999997	2.3890000000000002	4.385	3.611	1.66	0.973	1.273	2.906
12.17223	4.279	31.342	27.104	25.903000000000002	25.385	10.606	6.172999999999999	9.712	6.225	34.385	29.849	35.436	26.561999999999998	8.922	10.0	9.36	7.922000000000001	36.801	30.081999999999997	25.775	26.246	10.335	11.404000000000002	11.738	0.976	3.5210000000000004	3.326	1.815	1.4080000000000001	1.5590000000000002	1.695	1.848	13.847999999999999	4.053	1.1	1.459	2.461	2.334	2.474	4.669	3.582	1.66	0.917	1.273	2.991
12.33881	4.457	32.269	26.951	25.465999999999998	25.573	10.786	6.523	9.921	6.831	37.302	28.589000000000002	35.145	26.523000000000003	9.073	10.437000000000001	9.373	8.104	38.328	29.134	26.046999999999997	26.432	10.487	12.636	11.720999999999998	1.409	3.6719999999999997	3.5039999999999996	1.821	1.557	1.5090000000000001	1.588	1.915	14.059000000000001	4.373	1.4180000000000001	1.4080000000000001	2.385	2.455	2.399	4.507	3.79	1.6680000000000001	1.0090000000000001	1.365	3.0839999999999996
12.50551	4.462	32.099000000000004	27.155	25.53	25.717	10.868	6.921	10.204	7.084	38.37	29.103	35.648	26.273000000000003	9.271	10.885	9.39	8.24	38.514	29.393	26.083000000000002	27.206	10.4	12.884	11.715	0.818	3.589	3.765	1.859	1.6230000000000002	1.631	1.68	1.969	14.870999999999999	4.122	1.258	1.389	2.613	2.432	2.511	4.963	3.678	1.73	1.072	1.3430000000000002	3.201
12.67221	4.6080000000000005	33.243	27.248	25.595	25.811	10.874	6.982	9.982000000000001	7.2589999999999995	40.452	29.112	36.226	27.076	9.247	11.485999999999999	9.879	8.586	40.056999999999995	28.778000000000002	25.978	27.555	10.32	13.372	12.317	0.9640000000000001	3.8489999999999998	3.8539999999999996	1.8619999999999999	1.541	1.577	1.656	1.889	15.445	4.6930000000000005	1.318	1.449	2.6180000000000003	2.351	2.26	4.798	3.825	1.62	0.9620000000000001	1.318	3.063
12.83894	4.619	34.861	27.87	26.074	26.265	10.860999999999999	7.507000000000001	10.45	7.53	40.061	29.394000000000002	35.578	27.868000000000002	9.432	11.958	9.956	8.943999999999999	41.058	29.997	26.371	28.430999999999997	10.59	13.815999999999999	12.022	1.004	3.748	3.667	1.73	1.636	1.729	1.78	1.7630000000000001	16.061	4.791	1.27	1.4869999999999999	2.603	2.504	2.531	5.066	3.866	1.745	0.973	1.244	3.161
13.00553	4.883	36.244	27.377	25.721	26.368000000000002	11.042	7.971	10.602	7.74	42.356	29.441	36.281	27.8	9.471	12.936	9.799	8.871	42.02	30.639	26.813000000000002	28.363000000000003	10.828	14.652000000000001	11.977	1.097	4.041	3.958	1.8780000000000001	1.557	1.68	1.787	1.915	16.245	4.913	1.248	1.635	2.612	2.455	2.399	5.189	3.96	1.725	1.0659999999999998	1.536	3.17
13.17218	4.979	36.53	28.17	26.002	27.049	11.085999999999999	8.411	10.787	8.068	43.755	29.724	36.598	28.48	9.458	13.466	10.019	9.57	42.681999999999995	30.553	27.009	28.928	10.587	15.296	12.220999999999998	1.024	3.883	3.799	1.831	1.8219999999999998	1.7469999999999999	1.798	1.7890000000000001	16.436	4.982	1.3430000000000002	1.5030000000000001	2.7110000000000003	2.551	2.641	5.2589999999999995	4.03	1.765	1.077	1.348	3.409
13.3389	5.337000000000001	37.55	28.058000000000003	26.346	27.276999999999997	11.325999999999999	8.652000000000001	10.517000000000001	8.592	45.678000000000004	30.123	36.224000000000004	28.680999999999997	9.556000000000001	13.815999999999999	10.254000000000001	9.892999999999999	44.148999999999994	30.185	27.096999999999998	29.555999999999997	10.770999999999999	16.1	12.374	0.9840000000000001	4.012	4.185	1.821	1.7269999999999999	1.85	1.7590000000000001	1.745	16.813	5.3389999999999995	1.4180000000000001	1.579	2.612	2.625	2.74	5.643	4.329	1.81	1.094	1.536	3.737
13.50566	5.442	36.763000000000005	28.864	26.329	27.684	11.372	8.727	10.620999999999999	8.666	45.738	30.189	36.742	29.486	9.773	14.853	10.155	10.221	45.599	31.302	27.761999999999997	30.248	10.902999999999999	16.654	11.965	0.976	3.833	4.206	1.9	1.749	1.673	1.695	1.905	16.913	4.99	1.27	1.629	2.859	2.447	2.3890000000000002	5.747000000000001	4.32	1.7169999999999999	0.973	1.443	3.5869999999999997
13.67232	5.69	39.457	28.909000000000002	26.655	28.271	11.427	9.463	10.958	9.12	46.824	30.349	35.348	29.616999999999997	9.912	15.255999999999998	10.502	10.536	45.778999999999996	31.633000000000003	28.259	30.463	11.325999999999999	16.859	12.307	1.024	4.138999999999999	4.311	1.916	1.8219999999999998	1.69	1.7690000000000001	2.016	17.686	5.267	1.4280000000000002	1.56	2.7110000000000003	2.637	2.386	6.082999999999999	4.428	1.7369999999999999	1.02	1.547	3.495
13.8389	5.702000000000001	41.394	28.765	26.482	28.613000000000003	11.727	9.933	10.888	9.648	48.512	30.633000000000003	36.091	30.668000000000003	10.013	16.072	10.550999999999998	10.725999999999999	47.467	31.405	28.256999999999998	31.285	11.314	18.073	12.637	1.036	4.379	4.578	1.8969999999999998	1.831	1.871	1.78	1.719	17.395	5.678	1.381	1.655	2.924	2.733	2.4859999999999998	5.869	4.2989999999999995	1.834	1.002	1.615	3.707
14.00553	6.1770000000000005	41.542	28.804000000000002	27.204	29.389	11.802	10.491	11.332	10.12	49.622	30.188000000000002	36.098	30.82	9.832	16.512999999999998	10.821	11.31	48.349	31.528000000000002	28.353	31.693	11.587	17.917	13.449000000000002	1.028	4.484	4.798	1.891	1.74	1.835	1.8869999999999998	1.936	18.12	5.952999999999999	1.46	1.7619999999999998	3.085	2.7260000000000004	2.419	6.343	4.631	1.7409999999999999	1.251	1.551	3.925
14.17236	6.347	42.878	29.543000000000003	27.175	29.389	12.171	10.775	11.19	10.29	51.013999999999996	31.211	36.893	31.274	10.031	17.451	10.878	11.878	49.428999999999995	32.04	28.750999999999998	31.779	11.927999999999999	18.94	13.364	1.113	4.541	5.053	2.004	1.91	1.7790000000000001	1.858	1.709	18.063	6.037999999999999	1.6019999999999999	1.6769999999999998	3.0	2.8110000000000004	2.6460000000000004	6.371	4.461	1.7409999999999999	1.08	1.608	3.9539999999999997
14.339	6.671	44.166000000000004	30.103	27.34	29.747	12.462	11.179	11.397	10.835	52.123000000000005	30.918000000000003	37.247	31.662	10.096	17.166	10.481	12.050999999999998	51.049	32.001999999999995	28.829	32.594	12.134	18.826	13.311	1.182	4.523	4.98	1.906	1.983	1.9069999999999998	1.929	1.859	18.119	6.077000000000001	1.5319999999999998	1.749	3.0380000000000003	2.625	2.6260000000000003	6.665	5.039	1.81	1.0090000000000001	1.621	3.9360000000000004
14.50557	6.972	45.00899999999999	29.855	27.686999999999998	30.497	12.937999999999999	11.741	11.418	10.944	53.032	31.666	36.95	32.525	10.372	18.076	10.793	12.418	52.782	32.58	29.546	33.512	12.354000000000001	19.736	14.017000000000001	1.113	4.825	4.798	2.004	1.939	1.921	1.858	1.709	19.285	5.925	1.46	1.734	3.142	2.697	2.675	6.9110000000000005	4.859	1.6840000000000002	1.109	1.778	3.84
14.67236	6.934	46.29	30.311999999999998	28.148000000000003	31.256999999999998	13.398	12.456	11.995999999999999	11.599	53.273	31.835	37.049	32.919000000000004	10.58	18.776	11.184000000000001	12.614	53.501999999999995	33.26	29.636999999999997	33.029	12.674000000000001	20.208	14.415999999999999	1.1340000000000001	4.955	5.272	2.032	1.825	1.8330000000000002	1.7690000000000001	1.9180000000000001	18.679000000000002	6.225	1.4880000000000002	1.6469999999999998	3.128	2.6910000000000003	2.6289999999999996	7.209	4.988	1.819	1.048	1.7719999999999998	4.226
14.839	7.48	47.355	30.755	28.246	31.425	13.984000000000002	12.815	11.725	11.847000000000001	54.665	32.281	37.11	33.083	11.077	19.034000000000002	11.042	13.093	55.012	33.451	29.765	34.44	13.457	20.24	14.807	0.996	5.218	5.39	2.0580000000000003	1.765	2.031	1.855	1.76	19.562	6.261	1.456	1.7590000000000001	3.2230000000000003	2.779	2.7260000000000004	7.332999999999999	5.621	1.85	1.105	1.8030000000000002	4.262
15.00568	7.678	49.06	30.926	28.445	32.277	14.353	13.155999999999999	12.065999999999999	12.074000000000002	56.427	31.997	36.939	34.163000000000004	11.503	19.375	11.411	13.605	56.49	34.048	30.134	34.525	13.883	20.183	15.402999999999999	1.081	5.417000000000001	5.5889999999999995	2.086	1.9069999999999998	2.031	2.0540000000000003	1.931	18.454	6.517	1.456	1.6740000000000002	3.3930000000000002	2.693	2.556	7.6739999999999995	5.138	1.7369999999999999	1.077	1.8880000000000001	4.461
15.17232	8.09	49.724	30.67	29.353	32.876999999999995	15.253	13.885	12.821	12.519	58.035	33.249	37.683	33.994	11.860999999999999	20.393	11.859000000000002	13.654000000000002	58.071000000000005	33.367	30.673000000000002	35.351	14.526	20.603	15.821	1.008	5.5729999999999995	5.602	2.011	2.116	2.0980000000000003	2.121	1.89	18.76	6.957000000000001	1.608	1.7690000000000001	3.3510000000000004	2.8760000000000003	2.912	7.8870000000000005	5.721	1.919	1.173	1.9569999999999999	4.446000000000001
15.33905	8.323	51.163999999999994	31.105999999999998	29.194000000000003	32.909	15.534	14.309000000000001	12.879000000000001	12.715	58.328	33.398	38.053000000000004	34.766999999999996	12.287	20.184	12.163	14.045	58.419	33.488	30.116	35.641999999999996	15.008	21.19	16.896	1.073	5.891	5.609	2.137	2.0709999999999997	2.166	2.0180000000000002	1.864	18.439	6.848	1.62	1.8940000000000001	3.242	2.885	2.745	7.919	5.867000000000001	1.8419999999999999	1.183	1.88	4.707
15.50577	8.593	51.635	31.445999999999998	29.622	34.07	16.282	14.546	13.459000000000001	12.780999999999999	58.254	32.885	37.792	35.503	12.782	20.16	12.255	14.45	59.847	34.509	30.515	35.725	15.245	21.791	17.585	1.146	6.047000000000001	6.278	2.07	1.976	2.24	2.035	1.82	18.162	7.657	1.611	1.742	3.568	3.015	2.815	8.557	5.626	1.7169999999999999	1.229	2.039	4.665
15.67239	9.089	53.632	31.93	29.930999999999997	33.826	16.709	15.057	13.679	13.520999999999999	60.496	33.088	37.865	35.881	13.345	20.656999999999996	12.662	14.997	60.674	34.571	31.365	36.583	15.954	21.834	18.074	1.097	6.175	5.72	2.185	1.92	2.187	1.983	1.895	19.08	7.303	1.6969999999999998	1.943	3.782	2.965	2.775	9.229	6.037999999999999	1.952	1.205	2.074	4.82
15.83902	9.213	54.516000000000005	32.571999999999996	30.322	34.286	17.467	14.908	14.078	13.767999999999999	61.303000000000004	33.954	38.461999999999996	36.372	13.769	20.664	12.702	15.011	61.70399999999999	34.67	31.016	37.191	16.573	21.443	18.543	1.227	6.809	6.245	2.124	1.973	2.1519999999999997	2.088	1.729	18.58	7.568	1.608	1.994	3.478	2.8689999999999998	2.866	9.318	6.16	1.827	1.253	1.865	4.774
16.00568	9.302	56.233000000000004	32.468	30.131999999999998	35.091	17.871	15.539000000000001	14.537	13.689	61.745	33.453	38.133	36.808	14.57	21.58	12.765999999999998	15.642000000000001	62.799	34.736	31.48	37.626999999999995	17.09	21.763	19.742	1.3159999999999998	7.069	5.994	2.326	2.004	2.155	2.035	1.7630000000000001	18.843	7.26	1.526	2.055	3.795	3.015	3.042	9.465	5.626	1.83	1.314	2.096	4.978
16.1723	9.568	57.397	32.488	30.491	35.625	18.254	16.090999999999998	15.202	13.93	62.828	33.871	38.78	37.227	14.923	21.055999999999997	13.661	15.401	64.025	35.296	31.413	37.931999999999995	17.444000000000003	22.46	20.154	1.1540000000000001	7.42	6.854	2.247	2.153	2.3609999999999998	2.27	1.915	19.142	7.667000000000001	1.617	1.891	3.549	3.051	2.967	9.76	6.516	2.009	1.151	2.104	5.157
16.33916	9.871	59.047	33.493	31.068	36.039	18.849	16.345	15.850999999999999	13.956	63.887	34.792	38.343	37.327	15.572000000000001	22.139	14.004000000000001	15.544	64.917	35.677	31.166	38.741	18.123	22.491999999999997	20.752	1.17	7.8660000000000005	6.6160000000000005	2.2319999999999998	2.081	2.29	2.285	1.965	18.489	7.686	1.6019999999999999	2.0180000000000002	3.853	3.2089999999999996	2.9019999999999997	10.265	6.564	1.854	1.194	2.375	5.034
16.50579	10.478	60.527	33.285	31.115	36.346	19.375	16.557000000000002	16.488	14.367	64.318	34.215	37.854	38.145	16.381	21.9	14.616	16.042	65.321	35.897	31.81	38.904	18.449	22.65	21.564	1.121	7.705	6.71	2.323	2.0869999999999997	2.468	2.15	1.804	17.623	8.236	1.693	2.025	3.6919999999999997	2.989	2.855	10.873	6.545	2.033	1.3430000000000002	2.5540000000000003	5.127999999999999
16.67242	10.350999999999999	60.994	33.034	31.268	37.208	19.730999999999998	16.889	17.281	14.614	65.13600000000001	35.461999999999996	38.603	38.586999999999996	16.858	22.183000000000003	15.300999999999998	16.392	66.214	36.406	32.019	39.747	18.894000000000002	22.51	20.831	1.2919999999999998	8.427999999999999	6.564	2.278	2.2119999999999997	2.673	2.325	1.619	18.543	8.394	1.6480000000000001	2.0340000000000003	3.965	3.162	3.2089999999999996	10.652000000000001	6.079	1.9769999999999999	1.122	2.356	5.319
16.8392	10.325999999999999	62.258	34.232	31.864	37.431	19.958	17.084	17.527	14.979000000000001	66.416	35.417	38.797	38.946999999999996	17.476	22.85	16.079	16.624000000000002	67.247	36.615	32.417	40.048	19.743	22.322	22.344	1.199	8.889	6.872000000000001	2.345	2.28	2.461	2.313	1.68	18.575	8.226	1.801	2.0180000000000002	4.1080000000000005	3.0669999999999997	3.1010000000000004	11.373	6.706	2.252	1.3359999999999999	2.375	5.46
17.00576	10.949000000000002	63.044	35.023	31.721999999999998	37.93	20.284000000000002	17.128	18.397000000000002	14.937999999999999	66.911	35.979	38.729	39.448	18.316	22.601	16.824	16.919	67.794	36.723	32.7	40.777	20.297	23.409000000000002	22.58	1.004	9.226	7.044	2.326	2.2319999999999998	2.5810000000000004	2.347	1.99	18.502	8.679	1.781	2.14	4.334	3.27	3.155	11.48	6.534	2.001	1.1440000000000001	2.436	5.829
17.17242	11.103	64.905	34.934	32.082	38.734	20.711	17.524	19.246	15.05	66.877	36.575	40.469	39.908	18.797	22.611	17.602	17.407	68.362	37.546	32.834	40.751999999999995	20.012999999999998	22.820999999999998	22.871	1.264	9.497	6.966	2.267	2.343	2.638	2.463	1.861	18.476	8.549	2.0340000000000003	2.025	4.289	3.4160000000000004	2.998	11.811	6.801	2.1180000000000003	1.1159999999999999	2.667	5.553999999999999
17.33916	11.163	65.449	34.826	32.659	39.044000000000004	21.015	17.859	19.383	15.47	68.35300000000001	36.38	39.729	40.39	19.245	22.995	18.099	17.198	68.586	37.748000000000005	33.041	41.549	20.432000000000002	23.093000000000004	22.291999999999998	1.2429999999999999	10.009	7.455	2.25	2.327	2.762	2.472	1.608	19.035	9.035	1.933	2.093	4.435	3.3110000000000004	3.2560000000000002	12.037	7.145	2.155	1.268	2.477	6.127000000000001
