	MG1655-1	IBUA8-3_1	IBUA8-3_ilvH-revert-1	pykF-1	ilvH-1	pykF_ilvH-1	glyQ-1	pykF_glyQ-1	MG1655-2	IBUA8-3_2	IBUA8-3_ilvH-revert-2	pykF-2	ilvH-2	pykF_ilvH-2	glyQ-2	pykF_glyQ-2	MG1655-3	IBUA8-3_3	IBUA8-3_ilvH-revert-3	pykF-3	ilvH-3	pykF_ilvH-3	glyQ-3	pykF_glyQ-3	ilvH_glyQ-1	pykF_ilvH_glyQ-1	ilvH_glyQ-2	pykF_ilvH_glyQ-2	ilvH_glyQ-3	pykF_ilvH_glyQ-3
12.8396	0.203	14.225	5.985	0.71	0.237	0.77	0.39	4.625	0.345	15.026	6.019	1.042	0.25	0.945	0.335	4.773	0.528	14.715	5.671	1.205	0.43700000000000006	1.0290000000000001	0.366	4.302	0.449	4.746	0.36700000000000005	5.275	0.23399999999999999	8.484
13.00626	0.147	15.487	5.9639999999999995	0.6859999999999999	0.244	0.777	0.301	5.051	0.353	15.777000000000001	6.031000000000001	1.051	0.257	1.0490000000000002	0.47	4.9430000000000005	0.602	14.638	5.811	1.153	0.446	0.943	0.375	4.441	0.363	4.95	0.311	5.7010000000000005	0.21	8.753
13.17305	0.257	15.424000000000001	5.981	0.826	0.223	0.98	0.312	5.39	0.366	16.575	6.178	1.065	0.33299999999999996	1.031	0.355	5.376	0.523	15.627	5.8	1.268	0.557	0.958	0.5489999999999999	4.748	0.41100000000000003	5.355	0.42	5.817	0.35100000000000003	9.255
13.33966	0.228	17.314	6.1129999999999995	0.732	0.161	0.823	0.314	5.457999999999999	0.336	16.964000000000002	6.182	1.004	0.271	1.129	0.45299999999999996	5.476	0.43	16.304000000000002	5.803999999999999	1.24	0.56	0.9620000000000001	0.36	5.103	0.382	5.519	0.423	6.556	0.226	9.738
13.5063	0.243	17.847	6.506	0.877	0.244	0.872	0.26899999999999996	5.848	0.321	17.977999999999998	6.1579999999999995	1.051	0.257	1.112	0.534	6.028	0.506	17.476	5.779	1.217	0.35	1.0070000000000001	0.47100000000000003	5.239	0.395	5.875	0.598	6.593999999999999	0.146	10.73
13.67306	0.153	18.723	6.29	0.914	0.248	0.973	0.24100000000000002	6.176	0.358	19.076	6.357	1.088	0.326	1.1179999999999999	0.475	5.939	0.449	18.511	5.979	1.3519999999999999	0.484	1.14	0.47600000000000003	5.502000000000001	0.306	6.107	0.38	6.89	0.151	10.835999999999999
13.83976	0.136	19.125	6.364	0.899	0.203	0.958	0.26	6.66	0.311	20.054000000000002	6.3020000000000005	1.135	0.40700000000000003	1.101	0.46	6.426	0.621	18.945999999999998	5.89	1.297	0.434	1.026	0.42700000000000005	5.955	0.382	6.43	0.49200000000000005	6.9910000000000005	0.231	10.933
14.00636	0.228	20.252	6.496	0.956	0.129	0.9179999999999999	0.25	7.15	0.24100000000000002	21.18	6.5329999999999995	1.099	0.36700000000000005	1.225	0.5489999999999999	6.657	0.526	19.529	5.932	1.272	0.433	1.057	0.392	6.285	0.414	6.9879999999999995	0.391	7.513999999999999	0.258	12.07
14.17311	0.193	21.513	6.437	0.981	0.28	0.9420000000000001	0.177	7.291	0.266	21.285999999999998	6.5089999999999995	0.9990000000000001	0.359	1.19	0.574	7.305	0.5589999999999999	20.465999999999998	5.974	1.375	0.46399999999999997	1.249	0.518	6.359	0.51	7.292000000000001	0.449	8.391	0.188	12.54
14.33971	0.237	21.298000000000002	6.4110000000000005	1.0270000000000001	0.168	1.021	0.289	7.515	0.28	21.713	6.449	1.204	0.278	1.234	0.461	7.404	0.632	20.733	6.04	1.379	0.506	1.131	0.561	6.841	0.392	7.482	0.39899999999999997	8.677999999999999	0.33	12.597000000000001
14.50649	0.17	22.089000000000002	6.535	1.057	0.166	0.987	0.287	8.118	0.24600000000000002	23.974	6.381	1.2009999999999998	0.34	1.263	0.49	7.847	0.629	21.651999999999997	6.004	1.439	0.439	1.2229999999999999	0.5579999999999999	7.22	0.516	7.763999999999999	0.428	9.248	0.263	13.614
14.67316	0.237	24.27	6.4110000000000005	1.0590000000000002	0.264	1.085	0.289	8.602	0.344	23.439	6.385	1.268	0.342	1.266	0.589	8.203	0.632	23.418000000000003	6.232	1.5390000000000001	0.442	1.227	0.49700000000000005	7.5760000000000005	0.424	8.185	0.431	9.668	0.17	14.163
14.83978	0.242	24.479	6.513999999999999	1.256	0.237	1.09	0.262	8.899	0.349	25.149	6.649	1.369	0.34700000000000003	1.271	0.562	8.372	0.5429999999999999	23.914	6.1129999999999995	1.355	0.44799999999999995	1.169	0.47100000000000003	8.032	0.43	8.674	0.5	9.966000000000001	0.335	15.005999999999998
15.00655	0.309	25.99	6.454	1.163	0.36700000000000005	1.188	0.2	9.318999999999999	0.384	25.956999999999997	6.397	1.308	0.28600000000000003	1.4340000000000002	0.436	8.856	0.546	26.671999999999997	6.212999999999999	1.551	0.483	1.236	0.474	8.421	0.49700000000000005	8.935	0.503	10.450999999999999	0.37	15.62
15.17317	0.198	27.453000000000003	6.444	1.082	0.284	1.203	0.309	9.732999999999999	0.303	26.97	6.6770000000000005	1.229	0.364	1.355	0.611	9.491	0.502	25.381	6.239	1.479	0.502	1.159	0.524	8.706	0.516	9.576	0.519	11.282	0.45	16.105999999999998
15.3398	0.265	26.918000000000003	6.48	1.149	0.35100000000000003	1.141	0.28	10.027000000000001	0.37	29.573	6.681	1.456	0.366	1.486	0.486	9.72	0.601	26.159000000000002	6.178999999999999	1.7069999999999999	0.601	1.4509999999999998	0.527	9.255	0.456	10.03	0.617	11.48	0.292	16.849
15.50649	0.315	26.68	6.813	1.232	0.243	1.193	0.3	10.609000000000002	0.35700000000000004	29.43	6.6610000000000005	1.41	0.354	1.472	0.569	10.304	0.585	27.874000000000002	6.222	1.6869999999999998	0.522	1.275	0.5760000000000001	9.582	0.536	10.29	0.54	11.933	0.34299999999999997	17.04
15.67321	0.28600000000000003	27.521	6.625	1.331	0.278	1.3559999999999999	0.271	10.934000000000001	0.456	29.919	6.952999999999999	1.413	0.35700000000000004	1.475	0.47600000000000003	11.013	0.556	30.186999999999998	6.226	1.755	0.525	1.3419999999999999	0.675	10.290999999999999	0.44299999999999995	10.902999999999999	0.607	12.578	0.37799999999999995	17.879
15.83987	0.201	30.089000000000002	6.672000000000001	1.3730000000000002	0.255	1.237	0.408	11.755999999999998	0.306	29.541	6.712999999999999	1.52	0.302	1.55	0.5820000000000001	10.841	0.6970000000000001	29.65	6.178999999999999	1.771	0.505	1.4509999999999998	0.591	10.44	0.552	11.119000000000002	0.521	13.05	0.292	17.97
16.00666	0.17800000000000002	30.471	6.459	1.381	0.261	1.3090000000000002	0.415	12.414000000000001	0.314	32.102	6.789	1.465	0.405	1.591	0.493	11.241	0.611	31.154	6.449	1.7830000000000001	0.7070000000000001	1.364	0.439	11.001	0.561	12.162	0.6579999999999999	13.772	0.397	19.337
16.17334	0.294	29.535	6.54	1.435	0.284	1.331	0.309	12.84	0.39899999999999997	33.471	6.485	1.71	0.268	1.58	0.483	12.181	0.5660000000000001	31.945999999999998	6.462999999999999	1.895	0.534	1.3840000000000001	0.588	11.395999999999999	0.5479999999999999	12.17	0.519	14.036	0.48200000000000004	19.596
16.33998	0.306	26.945	6.683	1.4769999999999999	0.19699999999999998	1.3730000000000002	0.447	13.504000000000001	0.18600000000000003	32.262	6.629	1.6569999999999998	0.405	1.5590000000000002	0.589	12.523	0.515	32.917	6.577000000000001	1.975	0.611	1.3969999999999998	0.535	11.802	0.561	12.931	0.626	14.83	0.493	20.49
16.50674	0.34600000000000003	25.369	6.502000000000001	1.389	0.364	1.4769999999999999	0.325	13.65	0.386	33.672	6.7379999999999995	1.666	0.38	1.7919999999999998	0.597	13.116	0.525	30.221999999999998	6.558	1.9880000000000002	0.556	1.567	0.544	12.493	0.5710000000000001	13.559000000000001	0.634	15.425999999999998	0.405	20.705
16.67328	0.318	25.217	6.945	1.5230000000000001	0.24600000000000002	1.452	0.39899999999999997	14.071	0.456	29.535	6.761	1.797	0.45299999999999996	1.827	0.604	13.669	0.556	26.987	6.706	2.043	0.589	1.534	0.579	12.659	0.539	14.36	0.703	15.811	0.37799999999999995	21.271
16.83991	0.28800000000000003	27.409000000000002	7.023	1.7469999999999999	0.369	1.546	0.36200000000000004	14.913	0.327	27.37	6.553	1.672	0.385	1.8630000000000002	0.506	13.833	0.628	24.945999999999998	6.502999999999999	2.028	0.563	1.5090000000000001	0.743	13.788	0.48100000000000004	14.439	0.6709999999999999	16.53	0.5710000000000001	22.581
17.00663	0.294	27.741	7.148	1.659	0.348	1.619	0.405	15.914000000000001	0.39899999999999997	28.570999999999998	7.19	1.838	0.49200000000000005	1.9	0.611	14.967	0.6940000000000001	27.526999999999997	6.462999999999999	2.0869999999999997	0.63	1.544	0.684	14.022	0.645	14.956	0.743	18.104	0.48200000000000004	22.575
17.17341	0.39299999999999996	29.031999999999996	7.152	1.661	0.287	1.7180000000000002	0.344	15.792	0.466	30.758000000000003	7.098	2.033	0.366	1.999	0.518	14.972999999999999	0.665	29.522	6.756	2.155	0.505	1.547	0.623	14.54	0.616	15.507	0.746	17.726	0.45299999999999996	22.775
17.34003	0.335	28.378	6.936	1.5390000000000001	0.355	1.723	0.508	16.254	0.47100000000000003	29.88	7.074	1.911	0.499	2.005	0.6829999999999999	16.203	0.5760000000000001	28.484	7.149	2.164	0.512	1.746	0.597	15.258	0.622	16.322	0.847	18.06	0.5539999999999999	24.104
17.50682	0.309	28.933000000000003	7.125	1.739	0.431	1.7	0.424	17.09	0.384	30.754	6.973	1.98	0.381	1.85	0.596	17.01	0.674	30.35	6.981	2.255	0.483	1.716	0.6659999999999999	16.288	0.625	16.93	0.727	20.077	0.529	24.158
17.67336	0.271	28.539	7.192	1.955	0.387	1.723	0.41200000000000003	18.241	0.40700000000000003	31.611	7.234	2.039	0.499	2.101	0.6829999999999999	16.427	0.5760000000000001	28.708000000000002	7.438	2.292	0.544	1.65	0.597	16.604	0.622	17.764	0.815	19.951	0.586	24.136
17.84009	0.282	27.807	7.079	1.9980000000000002	0.461	1.861	0.35700000000000004	18.461	0.386	31.362	7.122000000000001	2.115	0.573	2.113	0.693	17.607	0.621	30.285999999999998	7.296	2.3080000000000003	0.62	1.695	0.6409999999999999	17.432000000000002	0.731	18.082	0.826	20.622	0.597	25.131999999999998
18.00665	0.39	28.125999999999998	7.245	2.075	0.444	2.036	0.534	19.309	0.56	29.724	7.318	2.222	0.556	2.188	0.8029999999999999	18.49	0.598	29.448	7.4239999999999995	2.375	0.63	1.672	0.78	17.48	0.7090000000000001	18.799	0.935	21.434	0.706	26.193
18.17341	0.556	27.541999999999998	7.422999999999999	2.015	0.37799999999999995	1.8769999999999998	0.564	19.403	0.433	29.558000000000003	7.468999999999999	2.037	0.684	2.292	0.644	18.995	0.705	28.096	7.6770000000000005	2.494	0.672	1.715	0.755	18.084	0.7829999999999999	18.994	0.875	20.668000000000003	0.6779999999999999	26.081999999999997
18.34015	0.44299999999999995	28.609	7.5920000000000005	2.094	0.396	2.022	0.42100000000000004	19.776	0.48200000000000004	30.464000000000002	7.507000000000001	2.211	0.509	2.113	0.693	19.949	0.7170000000000001	28.65	7.263999999999999	2.6289999999999996	0.7170000000000001	1.7590000000000001	0.737	18.523	0.764	19.91	0.9540000000000001	22.386	0.501	27.73
18.50681	0.545	27.633000000000003	7.376	2.1959999999999997	0.401	2.0269999999999997	0.522	20.785999999999998	0.519	30.13	7.612	2.218	0.514	2.2159999999999997	0.73	19.512999999999998	0.6920000000000001	30.434	7.69	2.734	0.723	1.99	0.711	18.923	0.77	20.504	0.96	22.851999999999997	0.763	27.01
18.67345	0.35200000000000004	27.537	7.664	2.293	0.49700000000000005	2.252	0.5539999999999999	21.203000000000003	0.423	30.483	7.901	2.314	0.514	2.28	0.794	19.738	0.7240000000000001	29.054000000000002	7.305	2.734	0.627	1.99	0.807	20.11	0.77	20.889	0.9279999999999999	23.494	0.731	26.079
18.84016	0.603	27.486	7.752999999999999	2.351	0.461	2.086	0.55	21.605	0.386	30.753	7.4110000000000005	2.436	0.509	2.498	0.725	20.622	0.7170000000000001	29.516	7.36	2.79	0.7170000000000001	1.952	0.833	20.993000000000002	0.828	21.354	0.9540000000000001	23.894000000000002	0.8540000000000001	27.249000000000002
19.00684	0.428	28.024	7.809	2.465	0.507	2.263	0.564	21.973000000000003	0.498	31.131999999999998	7.822	2.551	0.684	2.292	0.74	21.051	0.705	29.285	7.227	2.847	0.672	2.004	0.851	21.425	0.848	21.564	0.9390000000000001	25.1	0.6779999999999999	26.403000000000002
19.17349	0.5479999999999999	27.932	7.989	2.488	0.6920000000000001	2.287	0.525	22.335	0.49	29.658	7.905	2.67	0.7090000000000001	2.6039999999999996	0.8290000000000001	21.575	0.8240000000000001	29.256	7.181	2.931	0.662	2.186	0.9059999999999999	21.69	0.838	22.534000000000002	1.0590000000000002	25.139	0.7340000000000001	25.156999999999996
19.34024	0.5529999999999999	27.95	7.933	2.59	0.47200000000000003	2.4530000000000003	0.561	24.149	0.623	31.250999999999998	8.235	2.676	0.585	2.675	0.802	22.232	0.927	28.697	7.5760000000000005	3.228	0.765	2.193	0.912	23.794	0.941	23.322	1.161	26.665	0.932	27.133000000000003
19.5069	0.521	29.653000000000002	8.03	2.6860000000000004	0.536	2.5810000000000004	0.626	23.635	0.623	30.544	8.01	2.6439999999999997	0.7140000000000001	2.675	0.8340000000000001	23.035	0.895	29.436	7.768	3.1319999999999997	0.733	2.097	0.912	22.991	0.941	23.9	1.033	25.927	0.836	26.266
19.67366	0.556	27.864	7.937	2.786	0.507	2.5839999999999996	0.628	24.254	0.626	31.421	7.6610000000000005	2.68	0.684	2.806	0.8370000000000001	23.171	0.8340000000000001	28.899	7.291	3.2969999999999997	0.8320000000000001	2.325	0.851	23.609	0.88	24.005	1.035	26.289	0.8390000000000001	26.307
19.84021	0.562	27.881999999999998	7.624	2.985	0.608	2.6860000000000004	0.633	24.913	0.503	30.188000000000002	7.9270000000000005	2.975	0.6890000000000001	2.9410000000000003	0.9059999999999999	22.609	0.7440000000000001	28.983	7.622000000000001	3.338	0.742	2.204	0.825	23.144000000000002	0.951	24.184	1.234	25.921	0.973	27.031
20.00694	0.621	27.767	7.68	3.075	0.539	2.648	0.628	25.281999999999996	0.69	30.522	7.757999999999999	3.033	0.716	2.7739999999999996	0.9009999999999999	23.171	0.737	28.418000000000003	7.612	3.6180000000000003	0.8640000000000001	2.3890000000000002	0.948	24.83	0.9440000000000001	25.322	1.1320000000000001	27.092	0.871	28.363000000000003
20.17376	0.618	28.561	7.676	3.2	0.6970000000000001	2.7739999999999996	0.754	25.401	0.527	30.544	7.818	3.222	0.617	2.8989999999999996	0.9309999999999999	23.485	0.7340000000000001	28.697	7.382999999999999	3.71	0.765	2.322	0.912	24.693	0.8759999999999999	25.345	1.129	27.756999999999998	0.932	27.486
20.34035	0.562	28.975	7.528	3.306	0.608	2.8789999999999996	0.7290000000000001	26.584	0.599	31.248	7.831	3.264	0.721	3.005	0.938	23.765	0.7440000000000001	28.886	7.782	3.6910000000000003	0.774	2.332	0.9540000000000001	23.851	0.951	26.24	1.17	28.267	1.037	28.51
20.50704	0.638	27.726999999999997	7.832999999999999	3.286	0.649	3.179	0.738	26.524	0.642	31.127	7.655	3.5669999999999997	0.634	3.115	0.9490000000000001	24.505	0.951	28.378	7.801	3.838	0.852	2.539	1.063	25.525	0.996	26.728	1.2770000000000001	29.623	1.0490000000000002	28.129
20.67375	0.635	28.811	7.829	3.701	0.711	3.2089999999999996	0.736	24.746	0.7040000000000001	30.603	8.39	3.628	0.7929999999999999	3.1439999999999997	1.043	26.298000000000002	0.851	30.008000000000003	8.022	4.091	0.784	2.536	0.963	26.513	1.057	27.811999999999998	1.274	27.138	0.9490000000000001	28.763
20.84038	0.679	28.528000000000002	7.877000000000001	3.488	0.56	3.188	0.778	23.976	0.65	32.412	7.797000000000001	3.738	0.642	3.125	1.053	26.139	0.8640000000000001	29.919	7.944	4.109	0.893	2.7110000000000003	1.072	26.291999999999998	1.006	27.721999999999998	1.286	26.112	0.8959999999999999	28.543000000000003
21.0071	0.583	28.914	7.523	3.81	0.721	3.478	0.8420000000000001	23.041999999999998	0.618	29.74	7.957999999999999	3.674	0.835	3.415	1.1179999999999999	25.463	0.961	31.528000000000002	8.395	4.302	0.765	2.7430000000000003	1.072	27.225	1.167	27.046	1.383	25.436	0.961	28.285
21.17374	0.741	27.906999999999996	7.841	4.0	0.7509999999999999	3.571	0.84	24.256999999999998	0.615	29.441	7.888999999999999	3.767	0.8320000000000001	3.347	0.9540000000000001	26.453000000000003	0.8290000000000001	29.459	8.229	4.4910000000000005	0.955	2.932	1.133	26.766	1.1640000000000001	27.069000000000003	1.444	27.648000000000003	1.054	29.177
21.34034	0.688	27.88	7.954	4.206	0.76	3.7439999999999998	0.946	25.418000000000003	0.8190000000000001	30.381	8.196	4.006	0.8420000000000001	3.457	1.126	26.294	0.875	28.499000000000002	8.312999999999999	4.445	0.807	2.721	1.081	26.416	1.113	27.752	1.391	28.070999999999998	1.291	29.344
21.50713	0.726	29.241999999999997	7.692	4.273	0.835	3.6210000000000004	0.828	25.308000000000003	0.698	31.29	8.156	4.168	0.9159999999999999	3.6839999999999997	1.037	27.92	0.94	30.085	8.847999999999999	4.692	0.8740000000000001	2.9139999999999997	1.1179999999999999	27.395	1.179	26.443	1.43	27.859	1.072	28.776
21.67369	0.84	27.851999999999997	8.038	4.454	0.721	3.832	0.778	25.746	0.747	32.316	8.279	3.9960000000000004	0.899	3.737	1.214	26.944000000000003	0.8320000000000001	27.601	9.811	4.914	0.99	3.0	1.136	25.873	1.103	27.721999999999998	1.479	30.039	1.186	30.151999999999997
21.84052	0.873	29.3	8.263	4.615	0.85	3.9930000000000003	0.9390000000000001	26.454	0.65	32.09	8.376	4.447	0.899	4.058	1.053	25.85	1.09	30.144000000000002	9.264	5.01	0.893	3.033	1.136	25.101	1.264	26.305999999999997	1.4469999999999998	29.363000000000003	1.186	30.41
22.00715	0.9	29.324	8.558	4.8389999999999995	0.9359999999999999	4.247	0.993	26.342	0.7390000000000001	31.923000000000002	8.222999999999999	4.5760000000000005	1.051	3.7680000000000002	1.1740000000000002	26.184	1.056	30.427	9.664	5.15	0.987	3.259	1.358	25.244	1.294	26.875	1.505	29.546999999999997	1.3090000000000002	29.272
22.17386	0.888	28.963	8.283999999999999	4.8580000000000005	0.8290000000000001	4.427	0.8540000000000001	26.338	0.76	30.884	8.107999999999999	4.8839999999999995	1.041	4.237	1.228	26.666	1.043	29.42	10.32	5.26	0.877	3.2119999999999997	1.345	25.820999999999998	1.3769999999999998	26.353	1.558	28.154	1.297	29.910999999999998
22.34053	0.785	28.267	8.888	5.1080000000000005	0.9209999999999999	4.55	0.882	26.9	0.852	30.735	8.486	5.005	0.9390000000000001	4.262	1.319	27.872	1.1	29.368000000000002	10.761	5.733	1.0	3.4939999999999998	1.274	26.061	1.209	27.494	1.5519999999999998	31.291999999999998	1.0979999999999999	28.506
22.50717	0.7759999999999999	28.206	8.231	5.227	0.946	4.7330000000000005	0.971	27.195	0.747	30.127	8.376	5.058	1.028	4.348	1.214	27.717	1.025	29.660999999999998	10.937999999999999	5.815	1.054	3.4189999999999996	1.3619999999999999	26.581999999999997	1.264	28.398000000000003	1.5430000000000001	29.62	1.25	30.603
22.67381	0.785	27.043000000000003	8.888	5.462999999999999	0.9209999999999999	5.0969999999999995	1.043	26.739	0.9159999999999999	31.186	8.969	5.1979999999999995	1.1320000000000001	4.649	1.158	28.678	1.036	29.401	10.985999999999999	6.12	1.161	3.591	1.435	26.48	1.274	27.494	1.649	28.715	1.291	29.311999999999998
22.8406	0.9	27.936999999999998	9.397	5.742000000000001	0.871	5.182	1.057	27.697	0.868	30.601	9.094	5.382000000000001	1.0190000000000001	4.284	1.271	28.539	0.992	28.846	11.664000000000001	6.441	1.1159999999999999	3.6460000000000004	1.261	26.825	1.423	28.584	1.505	30.224	1.3090000000000002	29.498
23.00718	0.955	28.295	9.448	6.15	0.929	5.365	1.05	26.734	0.763	31.409000000000002	9.562999999999999	5.564	1.043	4.66	1.263	28.093000000000004	1.175	28.624000000000002	12.937000000000001	6.651	1.074	3.602	1.348	27.41	1.381	28.78	1.754	30.871	1.493	30.758000000000003
23.17398	1.0490000000000002	27.351	9.573	6.147	1.023	5.716	1.08	27.208000000000002	0.857	31.013	9.591000000000001	5.85	1.041	4.753	1.324	28.18	1.107	30.065	12.963	6.807	1.168	4.05	1.3769999999999998	28.271	1.41	29.608	1.655	30.765	1.3940000000000001	30.684
23.34065	0.955	28.811	9.706	6.731	1.057	5.978	1.179	29.055	0.86	32.086	9.209	5.983	1.1079999999999999	4.95	1.327	28.995	1.078	30.01	13.904000000000002	7.102	1.1059999999999999	4.021	1.4769999999999999	28.28	1.574	29.522	1.69	30.259	1.493	30.565
23.50724	0.943	27.774	10.043	6.876	1.015	6.221	1.169	28.500999999999998	0.9129999999999999	32.143	10.156	6.354	1.13	5.16	1.413	28.089000000000002	1.258	29.198	14.395	7.274	1.158	4.199	1.465	29.563000000000002	1.496	28.644000000000002	1.5819999999999999	31.508000000000003	1.482	29.526999999999997
23.67394	0.993	28.895	10.522	7.3839999999999995	1.03	6.178	1.087	28.203000000000003	0.93	32.171	10.573	6.475	1.113	5.183	1.3319999999999999	28.24	1.182	29.159000000000002	14.561	7.5	1.21	4.126	1.4509999999999998	27.493000000000002	1.581	29.348000000000003	1.7930000000000001	32.246	1.4669999999999999	30.069000000000003
23.84068	1.058	29.121	11.07	7.351	1.159	6.5329999999999995	1.1520000000000001	28.3	0.93	32.107	10.669	6.894	1.242	5.57	1.429	27.208000000000002	1.085	29.061999999999998	15.722000000000001	7.822	1.21	4.158	1.484	30.524	1.517	29.671	1.696	32.601	1.403	30.423000000000002
24.00731	1.0	29.399	11.434000000000001	7.779	1.1640000000000001	6.992000000000001	1.189	28.9	1.032	30.159000000000002	10.712	6.999	1.15	5.836	1.4669999999999999	26.709	1.383	30.533	16.413	8.187999999999999	1.216	4.36	1.555	29.028000000000002	1.62	29.756	1.8630000000000002	31.686	1.473	30.055999999999997
24.17416	1.081	28.447	11.280999999999999	7.757999999999999	1.216	7.1339999999999995	1.37	28.53	0.857	29.659000000000002	11.395999999999999	7.236000000000001	1.234	6.171	1.485	28.309	1.204	30.29	15.799000000000001	8.612	1.264	4.598	1.474	29.399	1.571	31.058000000000003	1.6869999999999998	33.117	1.555	30.684
24.34071	1.155	29.895	11.683	8.48	1.32	7.468	1.3769999999999998	27.462	1.026	30.043000000000003	12.056	7.507000000000001	1.145	6.086	1.494	28.143	1.182	29.256	17.206	8.919	1.371	4.6419999999999995	1.742	28.525	1.6780000000000002	30.638	1.7930000000000001	30.956	1.757	31.552
24.50753	1.181	28.618000000000002	12.253	8.762	1.251	8.041	1.2109999999999999	29.99	1.021	32.57	12.593	7.787999999999999	1.2690000000000001	6.272	1.682	28.285999999999998	1.272	30.268	17.352999999999998	9.262	1.364	5.085	1.574	29.311999999999998	1.574	29.941	1.754	31.645	1.558	30.596999999999998
24.67415	1.155	29.508000000000003	13.198	9.061	1.224	8.146	1.281	28.655	1.026	29.752	13.056	8.152000000000001	1.371	6.57	1.494	30.046	1.311	28.095	18.27	9.661	1.4680000000000002	5.223	1.58	29.105	1.6130000000000002	31.09	1.954	33.375	1.499	29.875
24.84077	1.2670000000000001	29.654	13.838	9.212	1.268	8.295	1.39	30.252	1.04	31.673000000000002	12.922	8.271	1.449	6.655	1.604	27.381	1.232	30.465999999999998	19.887999999999998	10.013	1.42	5.372999999999999	1.693	29.38	1.599	30.594	1.7109999999999999	31.62	1.7080000000000002	31.893
25.00753	1.287	28.131	14.494000000000002	9.613	1.3869999999999998	8.698	1.38	30.631999999999998	1.0290000000000001	31.246	13.61	8.607999999999999	1.4380000000000002	6.735	1.754	27.83	1.314	29.072	19.567	10.279000000000002	1.4709999999999999	5.614	1.68	30.147	1.714	30.552	1.892	32.03	1.5019999999999998	30.982
25.17413	1.258	28.011	14.919	10.296	1.455	9.09	1.382	29.932	1.032	30.32	14.874	9.161	1.473	7.256	1.79	27.903000000000002	1.286	30.049	19.736	10.705	1.3780000000000001	5.327999999999999	1.587	29.899	1.62	32.014	1.992	31.266	1.6019999999999999	31.475
25.34072	1.112	29.189	15.077	10.125	1.37	9.596	1.4269999999999998	30.595	1.078	31.046999999999997	14.71	9.12	1.454	7.277	1.5130000000000001	28.4	1.4	30.163	21.776999999999997	11.187999999999999	1.4269999999999998	6.221	1.765	31.499000000000002	1.703	30.291999999999998	1.8780000000000001	32.221	1.714	31.235
25.50751	1.389	29.054000000000002	15.175999999999998	10.735999999999999	1.386	9.881	1.54	29.394000000000002	1.16	30.524	15.652000000000001	9.957	1.405	7.982	1.6909999999999998	29.07	1.422	28.896	21.631	11.161	1.5119999999999998	5.956	1.784	30.461	1.756	31.066	2.09	33.61	1.635	31.23
25.67418	1.295	28.87	16.832	11.290999999999999	1.3880000000000001	9.982999999999999	1.413	29.144000000000002	1.195	31.537	16.046	10.059	1.505	7.89	1.791	27.85	1.4569999999999999	30.233	22.318	11.523	1.4509999999999998	6.09	1.82	30.568	1.921	31.366999999999997	2.029	32.812	1.735	32.955
25.84087	1.264	28.676	16.544	11.499	1.46	10.454	1.42	31.179000000000002	1.1340000000000001	30.92	15.595999999999998	10.785	1.446	8.071	1.6980000000000002	27.824	1.325	30.456	23.141	11.782	1.61	6.497999999999999	1.69	30.758000000000003	1.724	30.357	1.902	32.352	1.705	30.462
26.00747	1.318	28.743000000000002	16.813	12.149000000000001	1.51	10.875	1.535	30.506	1.186	30.828000000000003	16.739	10.885	1.4969999999999999	8.329	1.686	27.726	1.317	31.011	22.068	12.409	1.6340000000000001	6.853	1.9069999999999998	32.478	1.814	31.011999999999997	1.923	31.778000000000002	1.8230000000000002	32.698
26.17427	1.38	28.12	18.003	12.175999999999998	1.475	11.161	1.5319999999999998	30.334	1.151	31.303	18.477999999999998	11.527000000000001	1.5590000000000002	8.616	1.78	28.331	1.411	29.029	22.997	12.274000000000001	1.405	7.042000000000001	1.871	30.430999999999997	1.9069999999999998	30.808000000000003	2.211	32.899	1.9169999999999998	31.491
26.34094	1.435	28.156	18.275	12.870999999999999	1.661	11.534	1.621	29.851999999999997	1.175	32.597	18.005	11.705	1.551	9.216000000000001	1.804	28.304000000000002	1.4	30.809	22.616999999999997	13.158	1.588	7.1579999999999995	1.8619999999999999	29.69	1.8319999999999999	31.293000000000003	2.201	32.771	1.7790000000000001	32.301
26.50753	1.318	30.198	18.462	13.087	1.4780000000000002	12.2	1.632	30.7	1.251	32.477	17.644000000000002	11.985	1.6909999999999998	9.623	1.912	28.825	1.4469999999999998	29.233	24.136999999999997	13.509	1.537	7.726	1.939	30.085	1.652	32.273	2.181	33.977	1.92	32.211999999999996
26.67427	1.3730000000000002	29.264	18.992	13.329	1.599	12.475999999999999	1.624	33.028	1.2429999999999999	29.7	19.207	11.904000000000002	1.651	9.673	1.807	28.796999999999997	1.5330000000000001	30.399	25.339000000000002	13.940999999999999	1.689	7.615	1.8969999999999998	30.475	2.126	31.368000000000002	2.204	32.199	1.814	31.891
26.84093	1.454	29.506999999999998	19.445999999999998	14.197000000000001	1.58	12.793	1.7990000000000002	29.814	1.2570000000000001	31.139	20.407	12.707	1.696	9.794	2.015	29.038	1.6159999999999999	29.381999999999998	23.96	14.265999999999998	1.706	8.253	2.108	31.561	1.95	31.842	2.22	32.736	1.8940000000000001	31.133000000000003
