	MG1655-1	IBUA8-3_1	IBUA8-3_ilvH-revert-1	pykF-1	ilvH-1	pykF_ilvH-1	glyQ-1	pykF_glyQ-1	MG1655-2	IBUA8-3_2	IBUA8-3_ilvH-revert-2	pykF-2	ilvH-2	pykF_ilvH-2	glyQ-2	pykF_glyQ-2	MG1655-3	IBUA8-3_3	IBUA8-3_ilvH-revert-3	pykF-3	ilvH-3	pykF_ilvH-3	glyQ-3	pykF_glyQ-3	ilvH_glyQ-1	pykF_ilvH_glyQ-1	ilvH_glyQ-2	pykF_ilvH_glyQ-2	ilvH_glyQ-3	pykF_ilvH_glyQ-3
27.00765	1.5030000000000001	28.165	20.317	14.072000000000001	1.567	13.09	1.6880000000000002	30.314	1.275	31.218000000000004	20.467	12.776	1.683	10.222000000000001	1.903	28.313000000000002	1.598	30.69	25.436	14.652000000000001	1.624	8.035	1.929	31.962	1.932	31.594	2.269	32.523	1.879	31.374000000000002
27.17439	1.535	27.648000000000003	19.089000000000002	14.557	1.567	14.059000000000001	1.785	30.379	1.3719999999999999	31.057	20.403	13.681	1.5859999999999999	10.222000000000001	2.0	29.088	1.695	29.624000000000002	25.436	15.815	1.818	8.746	1.994	31.703000000000003	1.932	32.047	2.366	32.975	1.814	31.826
27.34098	1.541	29.122	20.234	15.215	1.669	13.812000000000001	1.694	29.979	1.248	32.305	21.064	13.434000000000001	1.85	10.878	2.0709999999999997	28.913	1.605	30.322	24.549	16.12	1.7280000000000002	8.722999999999999	2.195	32.079	1.939	32.455999999999996	2.114	32.123000000000005	1.885	30.392
27.50765	1.599	28.875999999999998	20.995	15.203	1.599	14.318	1.785	30.67	1.436	33.189	21.405	14.520999999999999	1.7469999999999999	11.610999999999999	1.871	28.894000000000002	1.63	29.721	25.404	16.429000000000002	1.818	9.23	1.994	31.605999999999998	2.191	32.855	2.463	32.199	2.073	32.085
27.67436	1.635	28.983	20.167	15.462	1.79	15.286	1.847	29.614	1.274	30.485	22.978	14.782	1.875	11.638	1.935	28.478	1.5719999999999998	29.829	24.724	16.641	1.8559999999999999	9.578	2.128	31.461	2.231	31.518	2.206	32.443000000000005	2.269	31.938000000000002
27.84103	1.537	28.659000000000002	21.787	16.012999999999998	1.79	15.383	1.847	30.066999999999997	1.306	31.976	21.844	15.235	1.875	12.285	2.032	29.385	1.67	29.926	25.534000000000002	17.483	1.63	9.773	2.128	30.813000000000002	2.3280000000000003	32.198	2.4330000000000003	32.605	1.945	32.23
28.00773	1.755	28.857	22.52	16.997	1.743	16.04	1.865	31.272	1.5530000000000002	33.637	22.807	15.214	1.797	12.519	2.117	28.77	1.7919999999999998	30.156999999999996	23.293000000000003	17.83	1.881	10.329	2.1519999999999997	31.76	2.1919999999999997	32.729	2.358	32.580999999999996	1.9669999999999999	32.074
28.17441	1.554	28.449	22.559	16.921	1.8090000000000002	16.875	1.801	31.248	1.389	32.249	23.035	15.754000000000001	1.9580000000000002	12.710999999999999	2.115	29.338	1.619	30.846999999999998	25.941999999999997	17.736	1.936	10.425999999999998	2.208	30.956	2.116	32.403	2.5140000000000002	32.747	2.188	32.34
28.34103	1.7930000000000001	29.656	21.95	17.691	2.008	16.637	1.871	31.941999999999997	1.429	31.677	22.53	16.395	1.8019999999999998	13.699000000000002	2.22	29.048000000000002	1.767	29.625	25.517	17.846	1.79	10.989	2.451	32.657	2.394	33.562	2.4290000000000003	33.056999999999995	2.0380000000000003	31.932
28.50778	1.742	28.721	22.910999999999998	18.398	1.798	16.795	1.855	30.13	1.6059999999999999	31.714000000000002	23.391	17.101	2.013	13.275	2.2030000000000003	29.543000000000003	1.6480000000000001	29.826	25.755	18.739	1.867	11.247	2.2680000000000002	31.524	2.08	33.301	2.4419999999999997	33.512	2.117	33.427
28.6745	1.6440000000000001	29.11	22.392	18.819000000000003	1.798	17.41	1.92	31.75	1.4769999999999999	33.238	23.488000000000003	17.685	1.98	14.052999999999999	2.3	29.543000000000003	1.8430000000000002	29.436999999999998	26.695	19.711	1.932	11.539000000000001	2.2680000000000002	30.908	2.177	33.074	2.54	34.484	2.052	32.909
28.84117	1.6480000000000001	29.865	22.886	18.891	1.8980000000000001	18.422	2.084	31.534000000000002	1.5119999999999998	33.150999999999996	24.21	17.854	2.016	14.61	2.238	29.52	1.879	31.133000000000003	27.223000000000003	19.492	2.032	12.161	2.336	32.702	2.343	32.404	2.4459999999999997	33.717	2.185	32.626999999999995
29.00769	1.67	29.835	22.604	19.486	2.019	18.435	2.044	31.244	1.536	31.889	23.342	17.769000000000002	2.072	15.564	2.424	30.01	1.7380000000000002	29.936	26.288	20.407	2.022	12.759	2.229	31.989	2.235	32.986999999999995	2.501	33.361	2.207	33.115
29.17449	1.959	28.691	23.549	18.867	1.9140000000000001	19.273	1.9709999999999999	32.245	1.5619999999999998	30.908	24.031999999999996	18.252	1.935	15.231	2.2230000000000003	30.778000000000002	1.901	30.674	26.37	19.834	2.086	12.812999999999999	2.3569999999999998	32.603	2.3	32.859	2.465	34.334	2.333	32.884
29.34126	1.839	30.147	22.49	19.695	1.895	18.837	2.082	32.885	1.5419999999999998	30.353	24.59	18.301	2.11	15.706	2.397	29.608	1.8430000000000002	31.22	26.728	20.715999999999998	2.029	13.16	2.4619999999999997	31.296999999999997	2.242	33.268	2.345	33.22	2.181	32.552
29.5078	1.774	30.925	23.008000000000003	19.695	1.895	19.972	2.082	31.005	1.5419999999999998	34.016	24.461	18.69	2.11	15.965	2.3	29.089000000000002	1.875	30.441999999999997	26.305999999999997	21.008000000000003	2.061	12.835999999999999	2.43	33.145	2.372	33.592	2.4419999999999997	32.830999999999996	2.052	32.228
29.67453	1.784	30.631	23.160999999999998	20.364	1.935	20.511	2.057	31.165	1.55	31.581999999999997	23.511999999999997	19.782	2.086	16.503	2.3409999999999997	30.188000000000002	1.886	32.321	27.241999999999997	21.683000000000003	2.169	13.957	2.343	32.236	2.35	33.723	2.452	34.874	2.3209999999999997	32.291
29.84123	1.797	30.185	24.588	20.393	1.946	20.215	2.003	31.076	1.724	31.688000000000002	24.616	19.453	2.292	17.049	2.353	29.576999999999998	1.868	30.674	27.345	21.166	2.0540000000000003	14.307	2.3890000000000002	32.668	2.398	33.150999999999996	2.562	33.391999999999996	2.398	32.332
30.00785	1.901	29.296	23.791999999999998	21.057	2.114	20.910999999999998	2.171	32.071	1.633	33.202	25.738000000000003	20.215	2.103	17.452	2.327	30.148000000000003	2.07	30.629	26.616	21.735	2.061	14.384	2.5580000000000003	33.891	2.47	34.181	2.536	34.16	2.242	34.236999999999995
30.17457	1.939	29.346	24.021	20.934	2.0269999999999997	20.595	2.052	34.42	1.642	32.503	25.085	19.962	2.307	17.074	2.498	30.039	1.943	31.424	26.218000000000004	21.406	2.13	14.755	2.4659999999999997	31.729	2.343	33.928000000000004	2.51	34.301	2.217	32.53
30.34124	1.982	29.344	24.369	20.826	2.23	21.232	2.255	30.753	1.7480000000000002	32.696	24.494	20.438	2.4130000000000003	17.029	2.344	30.879	2.084	31.098000000000003	26.051	23.314	2.238	15.585	2.444	31.76	2.451	34.513000000000005	2.65	33.522	2.519	33.178000000000004
30.50788	2.121	29.663	23.763	22.589000000000002	2.146	20.955	2.074	30.715	1.695	33.174	26.38	20.548000000000002	2.3609999999999998	18.180999999999997	2.55	29.968000000000004	1.929	31.61	27.996	21.857	2.148	15.831	2.517	32.173	2.458	34.434	2.7889999999999997	32.864000000000004	2.301	33.007
30.67474	2.0269999999999997	31.099	24.613000000000003	21.625	2.214	21.351	2.173	31.211	1.73	32.375	23.699	21.949	2.299	18.869	2.715	30.430999999999997	1.868	31.588	27.52	23.226	2.313	16.129	2.844	33.869	2.559	32.986999999999995	2.63	33.166	2.499	33.115
30.84131	1.972	30.514	24.864	21.647	2.125	21.924	2.344	32.247	1.7069999999999999	33.54	25.377	21.160999999999998	2.307	19.409000000000002	2.53	29.909000000000002	2.041	31.619	27.645	24.648000000000003	2.4219999999999997	16.668	2.563	32.41	2.635	32.923	2.802	32.939	2.6060000000000003	32.952
31.00805	2.218	30.732	23.083000000000002	22.201	2.2430000000000003	22.445	2.2359999999999998	32.367	1.824	32.721	25.278000000000002	21.875999999999998	2.263	19.25	2.4859999999999998	30.519000000000002	2.026	31.124000000000002	28.093000000000004	23.638	2.569	17.386	2.452	33.016	2.717	33.948	2.627	32.994	2.496	33.72
31.17463	2.046	29.375	24.29	22.21	2.2030000000000003	21.873	2.324	31.98	1.7830000000000001	32.852	24.410999999999998	23.535999999999998	2.417	19.553	2.638	30.458000000000002	2.144	32.227	28.129	23.611	2.234	17.008	2.733	33.955	2.414	33.946	2.715	34.516	2.4859999999999998	33.429
31.34129	2.146	30.971	25.269000000000002	21.116999999999997	2.238	22.884	2.262	32.444	1.818	34.675	26.427	22.67	2.484	20.143	2.739	29.787	2.213	32.431999999999995	26.844	23.393	2.303	18.084	2.542	33.739000000000004	2.612	33.634	2.945	34.624	2.457	33.828
31.50809	2.131	32.319	23.105999999999998	22.061	2.252	22.726999999999997	2.438	32.236999999999995	1.8980000000000001	35.830999999999996	24.655	22.061	2.531	20.407	2.819	30.127	2.069	32.906	28.186999999999998	23.439	2.353	18.509	2.949	33.111999999999995	2.5660000000000003	34.014	2.734	34.387	2.408	34.043
31.67475	2.153	31.607	23.795	23.302	2.211	23.482	2.365	32.659	1.7269999999999999	33.012	24.565	22.621	2.3930000000000002	20.287	2.7119999999999997	30.680999999999997	2.22	31.805	25.599	24.351	2.439	18.875999999999998	2.841	34.279	2.555	35.049	2.7889999999999997	35.229	2.463	32.716
31.84147	2.218	31.218000000000004	24.508000000000003	22.525	2.438	22.704	2.43	32.367	1.922	33.077	25.537	23.463	2.3930000000000002	20.773000000000003	2.648	31.491	2.22	30.995	27.478	24.351	2.213	18.811	2.7110000000000003	32.983000000000004	2.555	33.332	2.886	33.966	2.5610000000000004	33.525
32.0082	2.221	32.33	24.224	22.531999999999996	2.149	22.194000000000003	2.465	32.119	1.827	33.865	25.156999999999996	23.439	2.428	20.878	2.845	30.691	2.224	30.843000000000004	26.418000000000003	23.939	2.573	19.11	2.747	34.808	2.461	34.736999999999995	2.728	34.463	2.499	34.54
32.17472	2.26	30.439	24.726	22.872	2.349	23.927	2.536	32.95	2.19	34.501999999999995	25.66	22.904	2.531	20.407	2.819	31.164	2.329	33.424	26.793000000000003	24.25	2.483	19.449	2.949	32.885	2.826	33.592	2.9610000000000003	34.775999999999996	2.4730000000000003	32.941
32.34143	2.325	30.958000000000002	24.143	23.616999999999997	2.4459999999999997	22.273000000000003	2.471	33.501	1.931	34.146	26.081999999999997	24.46	2.6289999999999996	20.730999999999998	2.7539999999999996	30.936999999999998	2.2319999999999998	31.349	26.305999999999997	24.963	2.58	19.935	2.7539999999999996	34.635999999999996	2.728	33.301	2.9930000000000003	34.582	2.603	34.562
32.50803	2.274	31.193	23.558000000000003	23.973000000000003	2.36	23.439	2.6439999999999997	34.225	2.04	33.961	25.143	23.618000000000002	2.511	21.053	3.0260000000000002	32.599000000000004	2.279	32.169000000000004	26.635	25.293000000000003	2.465	19.934	3.06	33.155	2.678	34.448	3.0069999999999997	35.08	2.875	34.605
32.67481	2.176	31.583000000000002	23.72	24.201	2.425	23.017	2.449	31.986	2.137	32.371	24.980999999999998	24.397	2.835	21.311999999999998	2.8310000000000004	31.203000000000003	2.279	32.169000000000004	26.765	24.904	2.497	20.712	2.833	32.668	2.7760000000000002	33.15	2.812	33.944	2.713	34.183
32.84148	2.371	31.55	24.369	22.643	2.62	23.471	2.6439999999999997	31.921	2.105	33.376999999999995	25.5	23.293000000000003	2.64	21.636999999999997	2.8310000000000004	30.781	2.279	32.753	26.635	24.871	2.432	21.166999999999998	2.6710000000000003	33.545	2.841	34.805	2.844	34.69	2.713	33.47
33.00816	2.27	30.566999999999997	23.842	23.349	2.3569999999999998	23.107	2.641	32.819	2.199	32.523	25.589000000000002	24.194000000000003	2.702	22.343000000000004	2.8280000000000003	31.583000000000002	2.437	33.262	28.248	23.953000000000003	2.688	20.541999999999998	3.154	34.247	2.772	35.086	2.841	34.971	2.483	34.303000000000004
33.17496	2.491	30.643	24.831999999999997	23.463	2.319	23.901999999999997	2.668	32.766	2.225	34.545	26.576999999999998	23.918000000000003	2.7289999999999996	22.1	3.016	31.951999999999998	2.56	33.402	30.011999999999997	25.362	2.551	21.531999999999996	2.822	36.593	2.8289999999999997	34.771	2.802	35.273	2.574	34.086
33.34155	2.443	30.987	24.645	23.275	2.56	23.875999999999998	2.715	31.91	2.338	32.684	26.035999999999998	23.829	2.7110000000000003	21.88	2.935	32.781	2.449	32.839	28.730999999999998	25.02	2.505	20.955	2.97	35.352	2.589	34.731	2.9810000000000003	37.309	2.59	34.14
33.5084	2.3680000000000003	31.54	24.783	23.965	2.552	24.372	2.576	34.052	2.296	33.529	24.971999999999998	25.199	2.735	22.732	2.958	30.576999999999998	2.47	32.743	28.345	25.250999999999998	2.753	21.418000000000003	3.219	35.058	2.9339999999999997	34.015	3.003	33.609	2.71	34.303000000000004
33.67501	2.3680000000000003	31.54	23.745	23.706	2.552	23.95	2.576	33.144	2.2319999999999998	35.54	25.621	24.713	2.735	21.435	3.1519999999999997	30.155	2.6319999999999997	33.455999999999996	28.636999999999997	25.835	2.753	22.1	3.0239999999999996	35.35	2.967	36.156	3.003	35.555	2.677	35.406
33.84167	2.521	31.97	23.767	24.930999999999997	2.474	24.428	2.694	33.056	2.318	34.641999999999996	25.875999999999998	24.576999999999998	2.821	22.398000000000003	3.142	30.71	2.594	33.694	26.625	25.741	2.617	21.897	3.049	34.324	2.864	35.297	2.9939999999999998	35.829	2.635	34.833
34.00837	2.653	31.875999999999998	23.631999999999998	24.371	2.611	25.264	2.863	32.766	2.225	34.708	25.669	25.085	2.7289999999999996	22.522	3.049	32.99	2.4619999999999997	31.910999999999998	27.71	25.07	2.5839999999999996	22.732	3.017	33.058	2.764	34.285	2.997	36.084	2.7030000000000003	35.319
34.17492	2.436	31.453000000000003	24.369	24.168000000000003	2.62	24.185	2.677	33.414	2.397	33.961	25.24	25.11	2.64	22.74	3.0260000000000002	31.009	2.668	32.656	26.732	25.488000000000003	2.595	22.205	3.06	33.446999999999996	2.841	34.156	3.1689999999999996	34.885	2.713	35.254
34.34166	2.443	31.928	25.456999999999997	23.795	2.853	25.206999999999997	2.91	34.247	2.241	34.989000000000004	26.230999999999998	25.355	2.6460000000000004	22.464000000000002	3.0639999999999996	31.483	2.5789999999999997	32.352	26.199	26.189	2.7969999999999997	22.351	3.165	33.955999999999996	2.8480000000000003	33.626999999999995	2.9160000000000004	35.621	2.72	33.945
34.50834	2.6630000000000003	30.999000000000002	24.855999999999998	23.454	2.555	24.639	2.677	34.16	2.397	34.448	25.401999999999997	24.689	2.997	23.162	3.22	31.463	2.636	33.24	27.154	25.585	2.7569999999999997	22.756999999999998	3.222	33.382	3.035	34.903	3.201	34.496	2.778	34.508
34.67505	2.588	31.680999999999997	25.934	25.247	2.449	25.166999999999998	2.7	34.614000000000004	2.388	34.74	25.961	25.604	2.891	23.819000000000003	3.2110000000000003	31.433000000000003	2.657	32.624	27.936999999999998	25.945	2.778	22.083000000000002	3.114	32.799	3.0239999999999996	34.803000000000004	3.094	34.884	2.7680000000000002	34.150999999999996
34.84174	2.866	32.093	24.215999999999998	24.305999999999997	2.7939999999999996	25.426	2.948	32.465	2.472	35.701	25.57	24.662	2.8789999999999996	23.883000000000003	2.9389999999999996	31.718000000000004	2.609	32.971	26.765	26.684	2.7310000000000003	22.698	3.2289999999999996	33.858000000000004	3.0410000000000004	34.272	3.372	36.556999999999995	2.658	34.497
35.0084	2.7230000000000003	31.146	23.685	24.98	2.48	25.354	3.025	34.443000000000005	2.4219999999999997	34.046	25.959	25.699	3.022	23.519000000000002	3.181	31.997	2.764	33.098	28.334	25.858	2.819	23.506	3.3489999999999998	35.029	3.0010000000000003	34.15	3.1310000000000002	35.201	2.8369999999999997	36.578
35.17505	2.716	31.84	25.197	24.769000000000002	2.832	25.531999999999996	2.7260000000000004	33.608000000000004	2.611	35.617	25.194000000000003	26.267	3.048	24.088	3.3369999999999997	33.18	2.659	34.116	27.568	25.838	2.714	23.554000000000002	3.342	34.747	2.9610000000000003	33.315	2.9939999999999998	34.854	2.83	34.475
35.34178	2.875	30.855	25.384	24.305999999999997	2.634	25.947	3.0810000000000004	33.695	2.542	34.014	25.868000000000002	27.265	2.818	24.177	3.3339999999999996	32.357	2.655	33.521	27.623	25.699	2.97	23.156	3.3710000000000004	33.891	2.957	35.383	3.1860000000000004	34.973	2.73	34.14
35.50848	2.702	32.641999999999996	25.294	25.028000000000002	2.755	25.5	3.072	33.273	2.728	33.69	26.621	25.712	2.906	23.373	3.162	31.775	2.838	33.650999999999996	30.549	25.377	2.862	24.169	3.36	33.793	2.783	33.431999999999995	3.273	37.699	2.72	35.146
35.67519	2.887	32.513000000000005	24.621	25.101	2.8110000000000004	25.961	3.095	33.695	2.6210000000000004	34.372	25.816	25.589000000000002	2.897	24.224	3.412	31.355999999999998	2.924	31.575	28.021	25.866999999999997	2.948	24.305999999999997	3.478	34.345	2.9339999999999997	35.118	3.1010000000000004	36.691	2.872	34.465
35.84188	2.7710000000000004	32.945	25.075	24.939	2.823	25.8	2.977	35.005	2.634	34.285	25.753	26.11	3.1039999999999996	23.998	3.36	32.11	2.7769999999999997	33.141999999999996	26.955	26.296	2.898	23.756	3.3310000000000004	34.778	2.885	35.165	3.3739999999999997	35.6	2.885	34.216
36.00852	2.908	32.317	23.759	24.533	2.7310000000000003	25.394000000000002	3.0810000000000004	33.403	2.445	35.639	27.329	25.965	3.013	24.015	3.431	31.155	2.883	32.968	26.680999999999997	27.096	2.905	23.188000000000002	3.5010000000000003	33.696	3.055	34.798	3.4130000000000003	37.637	3.022	33.88
36.17523	2.9010000000000002	31.809	23.744	24.42	2.661	25.897	3.01	32.861999999999995	2.634	36.493	26.759	26.726999999999997	2.9419999999999997	24.29	3.425	32.856	2.94	33.759	25.785999999999998	26.816	2.865	24.47	3.591	33.967	3.339	35.717	3.3089999999999997	34.821	2.82	34.93
36.34182	2.9010000000000002	33.335	24.491	25.037	2.823	26.287	3.1069999999999998	33.544000000000004	2.634	34.188	26.63	24.454	3.1039999999999996	23.576	3.5869999999999997	32.856	3.037	33.662	27.474	26.718000000000004	3.158	23.918000000000003	3.363	34.681	3.242	36.983000000000004	3.2760000000000002	36.184	2.7230000000000003	35.385
36.50854	3.113	32.186	24.855999999999998	25.500999999999998	2.773	25.776	3.22	33.63	2.6489999999999996	37.361999999999995	26.186	25.796999999999997	3.2489999999999997	23.909000000000002	3.3760000000000003	32.16	3.155	34.138000000000005	29.18	26.930999999999997	3.2739999999999996	23.701	3.577	34.866	3.1639999999999997	35.483000000000004	3.326	35.689	3.0	33.879
36.67525	3.0189999999999997	31.579	24.441	25.866999999999997	2.84	25.46	2.93	34.031	2.653	34.024	26.585	25.578000000000003	3.22	24.405	3.6719999999999997	31.65	2.963	33.466	28.149	26.778000000000002	3.278	24.686	3.58	33.349000000000004	3.265	34.942	3.134	36.318000000000005	2.938	33.467
36.84193	3.157	33.811	24.741999999999997	24.996	2.917	25.564	3.202	34.28	2.793	35.865	25.842	25.322	3.1010000000000004	23.99	3.551	33.041	3.228	34.625	28.634	26.579	3.154	24.267	3.782	33.501	3.043	35.736999999999995	3.273	35.491	2.98	34.4
37.00848	2.9010000000000002	31.191999999999997	24.978	25.913	2.855	25.215	3.205	35.005	2.7310000000000003	35.195	26.857	26.825	3.234	24.355	3.685	32.921	3.362	33.954	28.189	27.368000000000002	3.353	24.47	3.591	34.681	3.1439999999999997	34.483000000000004	3.2760000000000002	36.477	2.7230000000000003	35.092
37.17525	3.301	27.908	24.677	25.776	2.864	26.441999999999997	3.214	33.933	2.806	34.935	25.389	25.844	3.113	24.413	3.8569999999999998	32.236999999999995	3.179	31.614	27.405	28.211	3.1689999999999996	25.049	3.667	33.512	3.384	35.459	3.319	35.861	2.9930000000000003	34.735
37.34187	3.3989999999999996	25.958000000000002	25.034000000000002	24.151999999999997	2.9619999999999997	26.345	3.3760000000000003	33.218	2.741	31.945	25.486	26.364	3.3080000000000003	23.6	3.9539999999999997	32.887	3.147	28.04	27.308000000000003	26.943	3.1039999999999996	23.554000000000002	3.667	35.494	3.2539999999999996	34.972	3.4810000000000003	36.121	2.895	35.775
37.50856	3.366	24.594	26.009	26.134	3.0589999999999997	25.435	3.279	33.316	2.838	29.053	26.070999999999998	26.169	3.1460000000000004	24.835	3.759	32.626999999999995	3.2439999999999998	24.205	26.983	27.333000000000002	3.1039999999999996	23.976999999999997	3.667	36.209	3.286	36.532	3.319	34.366	3.188	34.638000000000005
37.67531	3.4530000000000003	23.430999999999997	24.393	25.329	2.855	26.125	3.4	35.817	2.991	26.33	26.467	26.11	3.299	23.803	3.5869999999999997	33.116	3.265	25.089000000000002	27.441999999999997	26.296	3.093	25.022	3.785	34.973	3.0469999999999997	35.749	3.2110000000000003	36.769	3.113	33.760999999999996
37.84203	3.41	22.344	25.156	24.956	2.775	25.264	3.418	33.966	3.01	24.171	24.894000000000002	26.586	3.155	24.958000000000002	3.965	32.788000000000004	3.549	23.938000000000002	26.36	27.039	3.116	24.328000000000003	3.775	35.43	3.298	35.624	3.492	35.505	3.1010000000000004	34.8
38.00861	3.4930000000000003	21.369	25.611	25.67	3.056	27.149	3.3080000000000003	33.37	2.9	24.333000000000002	28.044	26.55	3.208	24.729	4.081	33.884	3.435	23.807	28.078000000000003	27.128	3.003	25.56	3.695	34.833	3.282	33.986	3.478	36.792	3.217	33.652
38.17537	3.54	20.978	24.961	25.899	3.003	26.24	3.45	34.161	3.238	23.033	26.195	26.326	3.415	24.405	3.867	32.398	3.549	22.247	28.116	26.973000000000003	3.3760000000000003	24.165	3.906	32.959	3.103	36.015	3.2319999999999998	35.277	3.003	33.044000000000004
38.342	3.551	20.774	24.628	25.404	3.077	26.298000000000002	3.557	33.575	2.955	23.578000000000003	25.408	26.124000000000002	3.327	23.975	4.007	31.973000000000003	3.593	22.011	27.136	27.199	3.29	25.2	4.015	36.375	3.179	35.074	3.534	36.84	2.948	35.289
38.50867	3.59	21.531	24.766	25.151	3.056	25.394000000000002	3.438	35.254	3.16	23.358	26.68	26.778000000000002	3.532	24.177	4.081	32.357	3.63	21.273000000000003	27.006	27.68	3.165	24.78	3.858	35.84	3.185	34.506	3.51	35.655	3.1839999999999997	34.952
38.67549	3.637	21.043000000000003	25.351999999999997	25.281	3.1010000000000004	26.5	3.645	33.413000000000004	3.075	23.195999999999998	26.39	26.0	3.22	24.926	4.095	32.17	3.5810000000000004	21.272	27.206	27.819000000000003	3.571	25.596	3.971	34.975	3.363	36.21	3.2969999999999997	36.415	3.1010000000000004	35.418
38.84205	3.612	21.059	24.425	25.916	3.074	26.354	3.554	35.419000000000004	3.049	23.375	26.993000000000002	26.831	3.324	24.26	3.971	32.808	3.492	22.394000000000002	27.973000000000003	26.994	3.383	25.094	4.1080000000000005	34.672	3.468	35.321999999999996	3.498	35.625	3.237	33.716
39.0088	3.6260000000000003	21.669	24.125	25.581	3.092	27.026999999999997	3.636	32.861	3.325	22.522	26.070999999999998	26.364	3.438	25.03	4.052	32.985	3.7310000000000003	20.761	28.575	27.723000000000003	3.4939999999999998	26.349	4.284	35.624	3.3510000000000004	36.336999999999996	3.7089999999999996	36.284	3.285	35.223
39.17548	3.6689999999999996	21.166	24.726	26.537	3.139	26.002	3.585	33.219	2.9810000000000003	23.285	25.987	27.09	3.1919999999999997	24.557	4.2589999999999995	33.118	3.415	21.72	27.252	27.273000000000003	3.2439999999999998	24.314	4.163	34.129	3.133	35.195	3.4930000000000003	35.015	2.908	34.183
39.34205	3.634	20.677	24.921	26.605999999999998	3.0980000000000003	26.134	3.61	32.622	3.235	23.838	26.965999999999998	27.064	3.347	24.721999999999998	4.156000000000001	31.965	3.772	21.296	29.927	28.621	3.177	25.164	4.162	35.321999999999996	3.261	34.8	3.326	34.583	3.4219999999999997	34.757
39.50879	3.699	20.936999999999998	25.051	24.948	3.0980000000000003	25.939	3.545	33.24	3.235	23.74	25.471	27.357	3.574	24.721999999999998	4.189	33.005	3.74	21.491	27.489	27.711	3.307	24.904	4.2589999999999995	34.216	3.391	35.028	3.6180000000000003	34.193000000000005	3.032	34.595
39.67556	3.821	20.304000000000002	25.619	26.459	3.157	26.67	3.701	33.705999999999996	3.13	23.041999999999998	26.331	27.956	3.536	25.388	4.084	33.765	3.764	20.988000000000003	26.528000000000002	27.041	3.1039999999999996	24.886999999999997	4.382	35.137	3.3510000000000004	34.419000000000004	3.611	37.356	3.09	33.436
39.84216	3.926	20.255	24.531	25.273000000000003	3.0980000000000003	25.971999999999998	3.9019999999999997	33.825	3.365	22.635	25.568	27.064	3.639	25.307	4.676	32.745	3.87	21.752	27.099	27.125999999999998	3.307	26.107	4.194	34.314	3.4560000000000004	35.515	3.423	35.298	3.13	34.172
40.0088	3.7089999999999996	21.215	24.158	26.554000000000002	3.145	25.824	3.721	32.754	3.4419999999999997	23.529	25.225	26.361	3.3930000000000002	24.281999999999996	4.2330000000000005	33.69	3.845	21.444000000000003	27.855	28.136999999999997	3.2510000000000003	25.013	4.463	35.546	3.3680000000000003	34.958	3.305	35.134	3.4019999999999997	33.393
40.17556	4.167	20.703000000000003	24.198	25.361	3.278	26.449	3.822	33.479	3.51	23.115	26.662	26.76	3.623	24.906999999999996	4.172	33.635999999999996	3.946	20.932	27.345	27.595	3.353	26.840999999999998	4.24	35.688	3.339	34.937	3.569	36.639	3.21	34.54
40.34222	4.114	20.337	24.905	26.361	3.092	26.865	3.929	33.510999999999996	3.26	23.366999999999997	25.875999999999998	26.169	3.406	25.323	4.343999999999999	33.861999999999995	3.764	21.281	27.795	27.301	3.4619999999999997	26.089000000000002	4.447	34.747	3.449	34.582	3.611	34.464	3.513	34.28
40.50906	4.114	19.947	24.385	25.840999999999998	3.2539999999999996	26.735	4.026	33.510999999999996	3.423	23.107	25.680999999999997	27.436	3.568	24.088	4.343999999999999	33.082	3.9589999999999996	21.053	28.023000000000003	27.398000000000003	3.364	24.464000000000002	4.544	35.007	3.741	34.777	3.5789999999999997	34.854	2.9930000000000003	34.768
40.67561	4.022	19.926	24.074	25.861	3.0239999999999996	26.625	3.96	32.902	3.2939999999999996	21.721999999999998	26.320999999999998	26.680999999999997	3.437	26.191	4.705	33.251	4.098	21.164	27.923000000000002	28.086	3.305	25.886999999999997	4.519	35.412	3.325	36.26	3.6460000000000004	35.355	3.0589999999999997	35.919000000000004
40.84218	4.397	21.197	24.465	25.794	3.175	26.590999999999998	4.11	32.729	3.378	22.601999999999997	26.612	27.524	3.5869999999999997	26.09	4.3	32.428000000000004	4.277	21.621	26.941	27.752	3.42	26.436999999999998	4.665	35.79	3.472	36.994	3.6319999999999997	33.846	3.111	33.369
41.00898	4.303	20.293	24.733	25.119	3.08	26.305999999999997	4.016	34.367	3.577	22.381999999999998	25.741999999999997	26.555999999999997	3.59	26.392	4.792	33.936	4.086	21.401	27.959	26.884	3.391	25.436999999999998	4.376	36.68	3.216	34.109	3.636	36.135	3.537	34.226
41.17564	4.159	20.43	25.589000000000002	26.073	3.225	26.349	3.8689999999999998	34.064	3.366	22.03	26.176	28.002	3.574	24.936999999999998	4.712	36.009	4.172	21.929000000000002	28.006999999999998	28.205	3.411	25.645	4.7219999999999995	34.260999999999996	3.398	35.501999999999995	3.718	35.703	3.1310000000000002	33.726
41.34231	4.6530000000000005	19.79	25.531	25.785999999999998	3.302	27.298000000000002	4.042	33.336999999999996	3.635	22.171	26.31	27.741999999999997	3.779	25.528000000000002	4.718999999999999	33.394	4.338	21.58	26.834	28.035	3.286	25.320999999999998	4.857	37.177	3.5660000000000003	35.126999999999995	3.694	34.421	3.4	34.431999999999995
