	MG1655-1	HMDA1-10_1	HMDA3-5_1	HMDA5-4_1	HMDA7-1_1	proV-1	ptsP-1	wbbK-1	MG1655-2	HMDA1-10_2	HMDA3-5_2	HMDA5-4_2	HMDA7-1_2	proV-2	ptsP-2	wbbK-2	MG1655-3	HMDA1-10_3	HMDA3-5_3	HMDA5-4_3	HMDA7-1_3	proV-3	ptsP-3	wbbK-3	proV_nagC-1	proV_ptsP-1	proV_wbbK-1	proV_nagC_ptsP-1	proV_ptsP_wbbK-1	proV_nagC-2	proV_ptsP-2	proV_wbbK-2	proV_nagC_ptsP-2	proV_ptsP_wbbK-2	proV_nagC-3	proV_ptsP-3	proV_wbbK-3	proV_nagC_ptsP-3	proV_ptsP_wbbK-3
19.50623	0.379	32.154	24.939	19.8	33.179	1.037	1.3359999999999999	1.0979999999999999	1.089	33.59	25.426	21.891	34.374	1.1520000000000001	1.339	1.42	1.361	32.739000000000004	24.715	16.237000000000002	34.354	1.1740000000000002	1.2309999999999999	1.35	0.667	1.074	0.8859999999999999	0.946	1.4080000000000001	0.6940000000000001	1.023	0.996	0.975	1.284	0.728	0.743	1.146	1.011	0.995
19.67303	0.397	33.218	24.619	22.173000000000002	33.11	1.075	1.2309999999999999	1.135	1.055	34.102	24.991999999999997	22.837	34.888000000000005	1.078	1.401	1.2830000000000001	1.355	33.789	24.639	16.750999999999998	33.919000000000004	1.264	1.516	1.3459999999999999	0.687	1.1540000000000001	0.8340000000000001	1.033	1.515	0.638	1.055	0.976	1.15	1.207	0.9590000000000001	0.7759999999999999	1.097	0.961	0.9990000000000001
19.83958	0.326	32.679	25.563000000000002	21.995	32.423	1.1320000000000001	1.318	1.1640000000000001	0.9259999999999999	33.419000000000004	25.294	23.386	33.757	1.19	1.4880000000000002	1.4280000000000002	1.338	33.147	25.504	20.224	34.128	1.239	1.548	1.3840000000000001	0.6709999999999999	1.024	0.8109999999999999	1.094	1.469	0.757	1.003	0.978	1.097	1.321	0.85	0.8079999999999999	1.1	0.992	1.115
20.00629	0.391	33.165	25.55	24.076	32.816	1.158	1.3459999999999999	1.247	1.1	33.648	25.114	24.936999999999998	34.404	1.217	1.517	1.291	1.4280000000000002	33.584	25.328000000000003	20.064	33.488	1.268	1.577	1.361	0.763	1.169	0.8959999999999999	1.04	1.475	0.8440000000000001	1.033	1.005	1.125	1.35	0.9620000000000001	0.893	1.156	1.021	1.061
20.17297	0.419	32.438	24.892	25.261999999999997	33.117	1.136	1.374	1.168	1.08	33.271	25.959	25.173000000000002	33.779	1.166	1.6269999999999998	1.284	1.325	33.281	25.326	22.491999999999997	33.841	1.239	1.351	1.345	0.655	1.153	0.92	0.951	1.4569999999999999	0.583	1.057	0.953	1.126	1.182	0.9620000000000001	0.8340000000000001	1.156	0.937	1.0290000000000001
20.33965	0.779	31.831	24.771	24.779	33.174	1.4040000000000001	1.56	1.129	1.048	33.385999999999996	25.729	24.69	33.781	1.239	1.5619999999999998	1.3880000000000001	1.376	34.156	25.375999999999998	23.15	34.400999999999996	1.369	1.5930000000000002	1.367	0.623	1.175	0.995	0.97	1.508	0.799	1.048	0.97	1.088	1.368	0.758	0.853	1.091	0.816	0.937
20.50629	0.364	32.717	24.809	22.561	32.588	1.3030000000000002	1.4580000000000002	1.196	1.247	33.077	25.263	22.555999999999997	34.503	1.222	1.5430000000000001	1.4509999999999998	1.2409999999999999	32.751999999999995	25.521	25.054000000000002	33.59	1.351	1.518	1.456	0.655	1.069	0.892	0.951	1.652	0.861	1.057	0.925	1.153	1.21	0.934	0.9179999999999999	1.156	0.965	1.057
20.67296	0.565	33.57	25.706999999999997	20.129	33.065	1.291	1.5319999999999998	1.2670000000000001	0.998	33.669000000000004	25.215	21.995	33.784	1.294	1.507	1.39	1.159	33.17	25.031999999999996	25.063000000000002	34.238	1.482	1.706	1.4	0.631	1.125	0.857	1.084	1.681	0.8859999999999999	1.161	0.997	1.172	1.5630000000000002	0.98	0.882	1.1179999999999999	0.899	0.966
20.83975	0.289	32.335	25.045	20.618000000000002	31.864	1.273	1.4580000000000002	1.3330000000000002	1.031	33.024	26.088	21.616999999999997	34.563	1.36	1.655	1.482	1.359	33.716	25.511999999999997	26.436999999999998	33.845	1.379	1.631	1.3780000000000001	0.858	1.242	0.865	1.064	1.575	0.7809999999999999	1.1420000000000001	0.9790000000000001	1.181	1.321	1.046	0.863	1.1	0.909	1.0859999999999999
21.00628	0.09	32.409	25.066	20.862	32.329	1.187	1.399	1.247	1.111	33.545	25.299	21.191	33.354	1.329	1.7080000000000002	1.4780000000000002	1.272	33.37	26.145	25.340999999999998	33.138000000000005	1.4040000000000001	1.795	1.5419999999999998	0.715	1.1540000000000001	0.946	0.977	1.766	0.8059999999999999	1.083	0.948	1.234	1.486	0.9590000000000001	0.915	1.097	0.9059999999999999	1.139
21.17294	0.256	32.294000000000004	25.235	22.433000000000003	32.253	1.314	1.55	1.206	1.002	33.547	25.910999999999998	22.706999999999997	34.667	1.455	1.58	1.57	1.413	33.436	25.025	22.336	34.117	1.527	1.75	1.517	0.742	1.13	0.9009999999999999	1.07	1.629	0.924	1.038	0.99	1.219	1.525	0.9440000000000001	0.9540000000000001	1.109	1.002	1.121
21.33978	0.39399999999999996	33.0	25.514	21.493000000000002	33.299	1.46	1.584	1.2690000000000001	1.031	33.229	25.938000000000002	22.378	33.683	1.435	1.669	1.63	1.47	33.302	26.079	21.311999999999998	33.466	1.643	1.922	1.4909999999999999	0.631	1.16	0.934	1.214	1.742	0.733	1.1540000000000001	0.97	1.253	1.253	1.006	0.8759999999999999	1.171	0.98	1.099
21.50635	0.165	32.834	25.747	22.855999999999998	32.31	1.4040000000000001	1.588	1.2409999999999999	1.103	33.999	25.729	22.962	33.781	1.435	1.8130000000000002	1.527	1.5430000000000001	33.404	25.794	20.892	33.815	1.6480000000000001	1.733	1.4780000000000002	0.763	1.2309999999999999	1.079	1.194	1.7309999999999999	0.882	1.16	1.026	1.255	1.4509999999999998	1.064	0.909	1.091	0.955	1.1320000000000001
21.67307	0.537	33.149	25.05	22.889	32.225	1.3519999999999999	1.6980000000000002	1.189	0.951	33.155	26.113000000000003	23.33	33.775999999999996	1.521	1.811	1.7169999999999999	1.474	32.647	25.587	22.819000000000003	33.364000000000004	1.591	1.8969999999999998	1.494	0.69	1.1909999999999998	1.02	1.1340000000000001	1.69	0.653	1.102	1.001	1.256	1.506	0.981	0.935	1.1740000000000002	1.15	1.102
21.83974	0.474	31.95	25.116	23.038	31.799	1.3940000000000001	1.881	1.3419999999999999	1.053	33.815	25.875	23.561	33.434	1.48	1.6880000000000002	1.511	1.493	33.119	26.741	22.355999999999998	32.939	1.607	1.9969999999999999	1.597	0.71	1.3769999999999998	1.064	1.178	1.765	0.809	1.4240000000000002	1.099	1.271	1.494	1.024	0.895	1.273	1.165	1.1179999999999999
22.00646	0.418	32.45	25.728	24.316999999999997	31.744	1.422	1.714	1.286	0.998	33.648	26.291999999999998	23.366999999999997	33.879	1.5630000000000002	1.7719999999999998	1.595	1.465	32.535	25.963	22.829	33.579	1.663	1.9969999999999999	1.597	0.71	1.321	0.8140000000000001	1.15	1.765	0.753	1.1179999999999999	0.988	1.271	1.494	0.9129999999999999	0.9790000000000001	1.1340000000000001	1.026	1.2009999999999998
22.17319	0.415	32.317	25.413	24.669	31.799	1.495	1.8159999999999998	1.3880000000000001	1.16	33.15	26.592	24.553	33.798	1.581	1.791	1.587	1.432	32.852	26.096999999999998	23.487	34.277	1.626	2.016	1.675	0.7340000000000001	1.288	1.056	1.17	1.871	0.774	1.193	1.033	1.29	1.5959999999999999	0.8759999999999999	0.998	0.986	1.101	1.2770000000000001
22.33977	0.43200000000000005	31.855999999999998	26.002	23.92	31.892	1.34	1.829	1.483	1.008	33.273	26.401	24.639	33.975	1.5930000000000002	1.943	1.601	1.281	32.729	25.685	22.988000000000003	34.957	1.694	2.113	1.7180000000000002	0.778	1.3030000000000002	1.013	1.2670000000000001	1.97	0.7879999999999999	1.317	1.045	1.246	1.526	0.971	0.8440000000000001	1.137	0.9740000000000001	1.122
22.5064	0.305	32.416	25.663	25.03	31.92	1.516	1.839	1.464	1.048	33.414	26.063000000000002	24.607	33.67	1.6580000000000001	1.953	1.527	1.515	32.846	25.905	24.043000000000003	33.481	1.62	2.039	1.618	0.679	1.3419999999999999	0.995	1.194	1.8980000000000001	0.715	1.327	1.026	1.228	1.4509999999999998	0.953	0.937	1.146	0.983	1.216
22.67315	0.515	32.748000000000005	26.253	25.313000000000002	32.086999999999996	1.535	1.885	1.5390000000000001	1.092	32.604	26.569000000000003	25.085	33.056	1.649	1.943	1.712	1.42	32.98	26.046999999999997	24.744	33.09	1.778	2.141	1.6059999999999999	0.862	1.359	0.93	1.128	1.8869999999999998	0.76	1.4569999999999999	1.101	1.3019999999999998	1.609	0.8320000000000001	0.983	1.137	1.057	1.206
22.83985	0.41	32.623000000000005	26.206	25.041	33.429	1.719	1.9609999999999999	1.444	1.094	33.028	27.474	24.866999999999997	33.001999999999995	1.749	1.9909999999999999	1.736	1.506	33.399	26.315	24.668000000000003	33.931999999999995	1.854	2.247	1.607	0.8390000000000001	1.4709999999999999	1.286	1.317	1.972	0.897	1.534	1.173	1.46	1.601	0.99	0.975	1.128	1.104	1.423
23.00652	0.43200000000000005	32.441	27.033	25.369	32.282	1.507	2.052	1.3159999999999998	1.092	32.855	26.930999999999997	24.945999999999998	33.891999999999996	1.6769999999999998	2.082	1.712	1.42	32.645	26.967	24.910999999999998	34.288000000000004	1.8619999999999999	2.057	1.6340000000000001	0.7509999999999999	1.442	1.013	1.295	1.9980000000000002	0.76	1.401	1.129	1.33	1.609	0.8320000000000001	0.983	1.137	1.03	1.29
23.17317	0.503	31.741999999999997	27.259	24.983	32.059	1.665	2.07	1.446	1.1640000000000001	33.327	28.076	24.978	34.281	1.7790000000000001	2.156	1.6740000000000002	1.52	33.503	27.191	25.304000000000002	33.089	1.796	2.103	1.679	0.738	1.515	1.0590000000000002	1.2570000000000001	1.9580000000000002	0.6940000000000001	1.4469999999999998	1.175	1.376	1.683	0.934	1.001	1.2109999999999999	1.1320000000000001	1.308
23.33998	0.311	32.433	27.21	25.409000000000002	32.671	1.5919999999999999	2.134	1.3730000000000002	1.169	33.046	27.886	25.516	33.36	1.65	2.025	1.598	1.58	32.769	26.805	25.006	34.061	1.999	2.334	1.656	0.742	1.381	1.068	1.348	2.019	0.7290000000000001	1.51	1.157	1.385	1.692	1.0270000000000001	1.038	1.137	1.168	1.3719999999999999
23.50657	0.41	32.372	27.24	25.069000000000003	32.143	1.579	2.016	1.5	1.317	33.111999999999995	28.76	25.201999999999998	33.422	1.9169999999999998	2.019	1.68	1.506	32.616	27.851999999999997	25.421999999999997	35.134	1.9380000000000002	2.33	1.831	0.755	1.4709999999999999	1.146	1.485	2.112	0.897	1.534	1.229	1.544	1.936	1.074	1.199	1.128	1.16	1.4509999999999998
23.67316	0.833	32.54	27.613000000000003	25.421	31.965999999999998	1.774	2.0669999999999997	1.4709999999999999	1.0759999999999998	33.345	28.401	25.638	32.99	1.915	2.2359999999999998	1.754	1.516	32.768	28.046	24.851	33.635999999999996	2.044	2.267	1.758	0.7340000000000001	1.483	1.056	1.337	2.066	0.747	1.6380000000000001	1.2	1.4569999999999999	1.68	1.043	1.054	1.125	1.1840000000000002	1.444
23.83983	0.7240000000000001	32.951	27.285	25.456999999999997	31.799	1.811	2.1590000000000003	1.537	1.248	32.536	29.156	25.256999999999998	33.657	1.98	2.189	1.7619999999999998	1.493	32.758	28.436999999999998	25.47	35.135999999999996	2.024	2.275	1.736	0.8220000000000001	1.6269999999999998	1.2309999999999999	1.429	2.21	0.893	1.6740000000000002	1.238	1.4380000000000002	1.911	1.024	0.9790000000000001	1.1340000000000001	1.11	1.535
24.00654	0.506	32.294000000000004	27.822	25.214000000000002	32.615	1.7590000000000001	2.245	1.5119999999999998	1.169	33.408	29.165	25.822	33.833	2.0669999999999997	2.47	1.7369999999999999	1.5519999999999998	33.964	28.502	25.395	35.424	2.25	2.362	1.6840000000000002	0.7140000000000001	1.631	1.207	1.515	2.269	0.7290000000000001	1.6769999999999998	1.157	1.469	1.831	0.9159999999999999	1.093	1.109	1.0290000000000001	1.511
24.17321	0.56	32.278	28.096999999999998	25.881	31.326999999999998	1.821	2.445	1.6580000000000001	1.225	33.145	29.66	24.516	33.655	1.9069999999999998	2.253	1.824	1.525	33.774	28.522	25.505	34.215	2.31	2.4219999999999997	1.88	0.853	1.604	1.101	1.492	2.158	0.649	1.7369999999999999	1.136	1.5859999999999999	1.725	0.9229999999999999	1.071	1.199	1.1740000000000002	1.515
24.33996	0.506	32.655	28.573	26.076999999999998	32.615	1.8419999999999999	2.329	1.595	1.224	32.935	30.75	25.377	33.972	2.095	2.4419999999999997	1.848	1.5519999999999998	33.603	28.947	25.59	34.951	2.25	2.501	1.851	0.7979999999999999	1.575	1.29	1.571	2.353	0.813	1.844	1.2690000000000001	1.608	1.942	0.9159999999999999	1.038	1.109	1.113	1.594
24.50657	0.9229999999999999	31.404	28.322	25.854	31.892	1.926	2.412	1.595	1.085	32.211999999999996	30.695	25.738000000000003	33.917	2.178	2.4419999999999997	1.7369999999999999	1.33	34.298	29.03	25.339000000000002	34.478	2.333	2.445	1.906	0.742	1.659	1.318	1.599	2.38	0.813	1.844	1.2690000000000001	1.608	1.859	1.0270000000000001	1.038	1.276	1.113	1.538
24.67331	0.385	32.257	28.885	25.338	32.751999999999995	1.899	2.522	1.569	1.1059999999999999	32.599000000000004	30.114	25.195	34.358000000000004	2.289	2.329	1.845	1.462	32.78	30.392	25.683000000000003	34.556999999999995	2.165	2.582	1.9	0.762	1.624	1.261	1.624	2.428	0.726	1.8419999999999999	1.214	1.496	1.7469999999999999	1.055	1.0090000000000001	1.248	1.14	1.7309999999999999
24.84004	0.45299999999999996	31.955	29.660999999999998	25.666999999999998	32.225	1.963	2.448	1.605	1.1179999999999999	32.821999999999996	29.891	26.163	34.025999999999996	2.16	2.45	1.828	1.557	32.98	30.087	25.346999999999998	35.225	2.3409999999999997	2.842	1.9669999999999999	0.802	1.775	1.382	1.662	2.412	0.708	2.0180000000000002	1.306	1.672	1.895	1.176	1.157	1.119	1.011	1.7409999999999999
25.00676	0.45299999999999996	33.538000000000004	29.910999999999998	25.973000000000003	32.475	2.074	2.6430000000000002	1.605	1.062	32.711	31.002	25.385	34.359	2.1319999999999997	2.506	1.939	1.696	33.202	29.865	25.43	35.614000000000004	2.48	2.647	1.828	0.802	1.858	1.215	1.7169999999999999	2.44	0.708	1.935	1.251	1.7	2.006	0.981	1.185	1.258	1.0659999999999998	1.685
25.17332	0.48100000000000004	31.177	30.605	26.055999999999997	31.947	1.963	2.476	1.661	1.2009999999999998	32.071999999999996	30.974	25.33	34.442	2.326	2.5340000000000003	1.828	1.696	32.174	30.92	25.513	35.364000000000004	2.424	2.8139999999999996	1.828	0.802	1.8019999999999998	1.215	1.828	2.523	0.8190000000000001	1.935	1.584	1.756	2.09	0.898	1.157	1.1740000000000002	1.15	1.685
25.33989	0.5820000000000001	32.066	30.425	26.395	32.133	2.024	2.93	1.555	1.104	31.814	31.074	26.112	34.048	2.3609999999999998	2.57	1.754	1.432	33.242	30.496	25.63	35.279	2.4330000000000003	2.7960000000000003	2.009	0.6509999999999999	2.012	1.307	1.8659999999999999	2.539	0.858	2.1390000000000002	1.256	1.791	2.0980000000000003	1.0979999999999999	1.2209999999999999	1.125	1.128	1.722
25.50665	0.627	32.525	29.68	26.4	33.034	2.231	2.7760000000000002	1.706	1.203	33.301	32.113	25.614	33.975	2.345	2.639	1.963	1.587	32.534	30.533	25.83	36.099000000000004	2.725	2.977	2.136	0.9179999999999999	1.944	1.236	1.88	2.667	0.7879999999999999	2.125	1.351	1.9709999999999999	2.278	1.111	1.234	1.2209999999999999	1.197	1.652
25.67333	0.491	32.074	30.601999999999997	27.046999999999997	32.198	2.074	2.951	1.5490000000000002	1.18	32.24	31.668000000000003	26.096	33.834	2.41	2.7310000000000003	1.97	1.675	33.553000000000004	31.228	25.531	35.537	2.6489999999999996	2.9	1.946	0.754	2.06	1.3840000000000001	1.999	2.7260000000000004	0.74	2.272	1.25	1.9509999999999998	2.119	1.092	1.131	1.146	1.206	1.9380000000000002
25.84013	0.384	32.461999999999996	29.697	26.528000000000002	32.078	2.154	2.895	1.8230000000000002	1.127	32.874	31.993000000000002	25.741999999999997	34.859	2.379	2.758	1.9140000000000001	1.595	32.974000000000004	30.747	26.014	35.422	2.6210000000000004	2.928	1.865	0.7859999999999999	2.0069999999999997	1.494	2.026	2.647	0.767	2.327	1.218	1.9769999999999999	2.061	1.145	1.157	1.227	1.2309999999999999	1.882
26.00669	0.515	32.191	30.599	27.57	32.003	2.231	2.971	1.706	1.092	32.019	31.194000000000003	26.144000000000002	34.003	2.457	2.7510000000000003	1.963	1.587	32.088	30.811999999999998	25.552	35.931999999999995	2.8369999999999997	3.1719999999999997	2.024	0.7509999999999999	2.1109999999999998	1.598	2.187	2.917	0.7879999999999999	2.404	1.296	2.082	2.222	1.111	1.15	1.165	1.225	1.903
26.17337	0.528	32.556	31.379	26.730999999999998	32.003	2.324	3.205	1.659	1.215	32.549	32.448	25.805	33.67	2.661	2.873	1.9180000000000001	1.6269999999999998	32.679	31.147	25.771	35.851	2.819	3.266	2.036	0.93	2.206	1.4969999999999999	2.309	2.9019999999999997	0.966	2.582	1.305	2.148	2.455	1.12	1.327	1.258	1.206	2.052
26.34006	0.632	32.607	29.889	27.33	32.775999999999996	2.396	3.306	1.814	1.29	32.681	31.796999999999997	26.18	34.611	2.8169999999999997	3.057	1.851	1.73	33.376	31.055	26.314	36.515	2.948	3.284	2.1390000000000002	0.95	2.449	1.43	2.326	2.866	0.872	2.488	1.459	2.108	2.416	1.219	1.3159999999999998	1.19	1.166	1.93
26.50662	0.38799999999999996	32.221	31.379	27.511999999999997	32.951	2.213	3.3160000000000003	1.91	1.271	32.828	32.586999999999996	25.916999999999998	35.231	2.661	3.04	1.973	1.6269999999999998	34.101	31.258000000000003	26.691	35.431999999999995	2.987	3.322	2.036	0.846	2.457	1.4409999999999998	2.364	3.013	0.855	2.582	1.472	2.092	2.2880000000000003	1.12	1.327	1.314	1.122	2.052
26.67343	0.635	32.545	30.673000000000002	27.28	32.189	2.3209999999999997	3.3960000000000004	1.796	1.044	32.707	32.132	26.326999999999998	34.803000000000004	2.825	3.12	2.081	1.7619999999999998	33.391999999999996	32.446999999999996	25.568	36.593	3.15	3.569	2.06	0.759	2.342	1.577	2.3890000000000002	3.2039999999999997	0.7120000000000001	2.7460000000000004	1.4409999999999998	2.228	2.312	1.033	1.324	1.088	1.036	1.993
26.84003	1.073	32.218	30.766	27.737	32.059	2.315	3.306	1.817	1.12	32.075	32.921	26.478	35.285	2.819	3.42	2.0469999999999997	1.615	32.423	32.233000000000004	25.552	36.321999999999996	3.227	3.562	2.303	0.9179999999999999	2.529	1.571	2.605	3.252	0.872	2.738	1.379	2.305	2.445	1.055	1.29	1.249	1.141	2.042
27.00684	0.639	32.5	31.741	28.013	32.477	2.491	3.595	1.854	1.271	32.884	32.755	26.419	35.454	3.135	3.43	2.085	1.71	32.4	31.649	26.329	37.133	3.0980000000000003	3.517	2.2030000000000003	0.763	2.541	1.4969999999999999	2.615	3.264	0.882	2.833	1.472	2.4819999999999998	2.622	1.148	1.216	1.23	1.122	1.996
27.1735	0.581	32.729	31.936	28.232	32.003	2.5660000000000003	3.6719999999999997	1.9280000000000002	1.238	33.025999999999996	32.476	26.355	34.844	3.015	3.3960000000000004	2.106	1.734	33.973	32.153	26.574	36.442	3.426	3.622	2.31	0.815	2.6489999999999996	1.685	2.637	3.484	0.792	3.0780000000000003	1.63	2.614	2.7260000000000004	1.083	1.431	1.2770000000000001	1.253	2.101
27.34006	1.0270000000000001	32.528	31.048000000000002	28.175	32.265	2.467	3.5780000000000003	1.7719999999999998	1.261	32.844	33.047	26.320999999999998	35.56	3.114	3.525	2.123	1.841	32.694	31.691999999999997	26.767	36.911	3.472	3.8930000000000002	2.138	0.7829999999999999	2.701	1.645	2.7680000000000002	3.595	0.753	2.957	1.5019999999999998	2.63	2.6310000000000002	1.095	1.39	1.5130000000000001	1.266	2.1180000000000003
27.50678	0.708	32.111999999999995	32.187	27.843000000000004	32.505	2.78	3.94	1.8359999999999999	1.3659999999999999	32.829	33.731	26.191999999999997	36.431999999999995	3.3960000000000004	3.469	2.1790000000000003	1.889	33.605	32.235	26.493000000000002	37.108000000000004	3.5269999999999997	3.946	2.299	0.7190000000000001	2.804	1.758	2.905	3.946	0.7809999999999999	3.178	1.453	2.855	2.7439999999999998	1.129	1.337	1.2670000000000001	1.2429999999999999	2.3409999999999997
27.67351	0.62	32.716	32.178000000000004	27.5	32.97	2.498	3.909	1.916	1.306	32.513000000000005	33.917	26.491	35.418	3.225	3.549	2.148	1.8019999999999998	33.538000000000004	32.7	26.875	36.735	3.6630000000000003	4.026	2.378	0.799	2.9389999999999996	1.7830000000000001	3.125	4.053	0.6940000000000001	3.258	1.5619999999999998	2.907	2.88	1.126	1.501	1.32	1.157	2.1430000000000002
27.84015	0.664	31.585	31.963	28.595	32.785	2.678	3.9789999999999996	1.9280000000000002	1.294	32.272	33.955999999999996	26.746	35.988	3.406	3.73	2.106	1.7890000000000001	33.248000000000005	33.437	25.988000000000003	36.777	3.705	4.125	2.4219999999999997	0.87	3.04	1.629	3.0839999999999996	3.9589999999999996	0.82	3.245	1.63	2.949	3.0610000000000004	1.139	1.4869999999999999	1.3319999999999999	1.225	2.2680000000000002
28.0069	0.614	31.158	32.522	28.715	32.644	2.695	4.019	1.975	1.4140000000000001	32.185	34.062	26.816	35.589	3.4219999999999997	3.938	2.2030000000000003	1.743	32.417	32.371	25.861	37.071	3.718	4.498	2.542	0.8220000000000001	3.0180000000000002	1.839	3.095	4.019	0.861	3.3960000000000004	1.5090000000000001	2.963	2.9360000000000004	1.018	1.53	1.351	1.271	2.282
28.17357	0.6779999999999999	31.874000000000002	32.373000000000005	28.927	32.69	2.758	4.361000000000001	1.926	1.422	32.455	33.859	27.779	35.525999999999996	3.512	3.806	2.238	1.834	33.944	32.724000000000004	26.24	37.008	3.725	4.255	2.383	0.747	3.2489999999999997	1.734	3.102	4.2780000000000005	0.841	3.571	1.5430000000000001	3.193	3.222	1.1079999999999999	1.4809999999999999	1.218	1.2209999999999999	2.401
28.34006	1.141	32.918	32.773	28.71	33.397	2.659	4.376	1.9380000000000002	1.298	33.051	33.452	27.506	37.043	3.7489999999999997	4.127	2.224	1.8780000000000001	32.484	34.158	26.635	36.52	4.102	4.465	2.287	0.763	3.182	1.915	3.3680000000000003	4.296	0.882	3.8089999999999997	1.528	3.2910000000000004	3.208	1.064	1.55	1.258	1.318	2.498
28.50688	0.716	31.156	33.154	29.590999999999998	33.529	2.758	4.5889999999999995	2.121	1.402	32.514	34.448	27.24	37.262	3.766	3.978	2.186	1.869	32.371	33.483000000000004	26.845	37.771	4.0360000000000005	4.651	2.5860000000000003	0.727	3.287	1.7930000000000001	3.554	4.485	0.956	3.716	1.6269999999999998	3.392	3.1689999999999996	1.136	1.567	1.469	1.25	2.488
28.67348	0.635	31.820999999999998	32.931	29.984	32.301	2.823	5.041	2.074	1.4340000000000002	33.236999999999995	35.254	28.445	36.085	3.912	4.151	2.221	1.874	33.42	33.757	26.85	37.457	4.126	4.768	2.478	0.7859999999999999	3.429	1.7719999999999998	3.866	4.765	0.851	3.944	1.692	3.4819999999999998	3.3160000000000003	1.284	1.4909999999999999	1.227	1.37	2.551
28.84022	0.777	32.010999999999996	33.209	30.794	32.829	2.832	4.851	1.972	1.271	32.427	35.083	27.476	36.86	3.892	4.408	2.311	1.9340000000000002	32.573	34.421	27.217	37.144	4.159	4.856	2.5660000000000003	0.762	3.487	1.724	3.759	4.655	0.997	4.172	1.618	3.767	3.378	1.182	1.555	1.347	1.351	2.529
29.00688	0.6659999999999999	31.816	32.791	30.655	32.885	2.915	5.046	2.1390000000000002	1.188	32.566	34.22	28.005	37.417	4.003	4.4910000000000005	2.228	1.8219999999999998	33.102	34.671	27.83	37.924	4.494	5.162000000000001	2.5660000000000003	1.069	3.571	1.975	4.093999999999999	4.933	0.941	4.2	1.7009999999999998	3.767	3.6010000000000004	1.0979999999999999	1.527	1.347	1.351	2.7239999999999998
29.17367	0.754	32.271	31.909000000000002	30.023000000000003	32.95	2.89	5.022	2.0869999999999997	1.275	31.906999999999996	33.478	28.013	36.982	4.1739999999999995	4.412	2.287	1.8259999999999998	33.086	33.874	27.894000000000002	36.988	4.525	5.083	2.5140000000000002	0.7659999999999999	3.742	1.923	3.875	5.189	0.8340000000000001	4.0089999999999995	1.6769999999999998	3.799	3.3539999999999996	1.046	1.53	1.239	1.271	2.6439999999999997
29.34026	0.7909999999999999	31.75	32.801	31.247	33.454	3.0869999999999997	5.53	2.0869999999999997	1.4780000000000002	32.16	34.15	28.563000000000002	36.795	4.289	4.668	2.4019999999999997	1.889	33.13	33.909	27.135	38.085	4.8660000000000005	5.564	2.5780000000000003	0.858	3.9760000000000004	1.953	4.216	5.48	0.726	4.322	1.8159999999999998	4.333	3.804	0.99	1.588	1.4069999999999998	1.411	2.872
29.50684	0.731	32.018	32.373000000000005	32.465	33.361	3.362	5.778	2.1109999999999998	1.306	31.648000000000003	33.499	29.029	37.398	4.369	4.832	2.4819999999999998	1.857	32.255	34.568000000000005	26.82	37.907	4.946000000000001	5.672000000000001	2.741	0.8540000000000001	3.971	1.838	4.575	5.476	0.945	4.374	1.785	4.1339999999999995	3.577	1.126	1.557	1.376	1.24	2.728
29.67355	1.2790000000000001	31.892	32.913000000000004	31.916	34.069	3.292	5.905	2.096	1.406	33.137	34.095	28.811999999999998	37.244	4.718	5.182	2.3569999999999998	1.817	32.103	33.605	28.64	38.144	4.878	5.409	2.59	0.87	4.128	1.964	4.479	5.968999999999999	0.8759999999999999	4.725	1.714	4.345	4.234	1.139	1.598	1.3319999999999999	1.253	2.91
29.84032	0.828	32.663000000000004	32.485	32.047	33.976	3.484	5.872999999999999	2.177	1.402	32.793	33.695	29.361	37.429	4.575	5.29	2.577	1.869	33.32	33.232	28.603	38.441	5.069	6.019	2.697	0.8109999999999999	4.235	2.128	4.978	5.9079999999999995	1.04	4.916	1.8780000000000001	4.564	4.09	1.1640000000000001	1.651	1.385	1.389	2.9619999999999997
30.007	0.775	31.709	32.513000000000005	33.58	34.28	3.2689999999999997	5.849	2.186	1.295	32.54	33.275	29.421	37.367	4.609	5.377999999999999	2.416	1.8459999999999999	33.001999999999995	33.339	28.578000000000003	38.293	5.101	5.882999999999999	2.7569999999999997	0.759	4.4319999999999995	1.94	4.814	6.131	0.851	5.031000000000001	1.859	4.709	4.152	1.117	1.631	1.31	1.147	3.0239999999999996
30.17365	0.873	31.956999999999997	32.735	31.963	33.805	3.426	6.478	2.316	1.367	32.149	33.664	28.894000000000002	38.534	4.794	5.505	2.377	2.029	33.275	33.95	28.719	38.875	5.396	5.898	2.801	0.691	4.28	2.069	4.997	6.2	1.008	5.103	1.8780000000000001	4.8919999999999995	4.475	1.136	1.788	1.357	1.361	3.014
30.34035	0.924	32.330999999999996	32.82	33.108000000000004	33.67	3.55	6.5	2.214	1.3019999999999998	32.876999999999995	33.78	29.248	37.431999999999995	5.06	5.664	2.616	1.909	32.823	33.597	28.713	38.92	5.332000000000001	6.171	2.877	0.907	4.584	2.222	5.297000000000001	6.229	0.8270000000000001	5.263	1.8319999999999999	5.106	4.688	1.229	1.8559999999999999	1.422	1.4269999999999998	3.1689999999999996
