	MG1655-1	HMDA1-10_1	HMDA3-5_1	HMDA5-4_1	HMDA7-1_1	proV-1	ptsP-1	wbbK-1	MG1655-2	HMDA1-10_2	HMDA3-5_2	HMDA5-4_2	HMDA7-1_2	proV-2	ptsP-2	wbbK-2	MG1655-3	HMDA1-10_3	HMDA3-5_3	HMDA5-4_3	HMDA7-1_3	proV-3	ptsP-3	wbbK-3	proV_nagC-1	proV_ptsP-1	proV_wbbK-1	proV_nagC_ptsP-1	proV_ptsP_wbbK-1	proV_nagC-2	proV_ptsP-2	proV_wbbK-2	proV_nagC_ptsP-2	proV_ptsP_wbbK-2	proV_nagC-3	proV_ptsP-3	proV_wbbK-3	proV_nagC_ptsP-3	proV_ptsP_wbbK-3
8.5055	0.373	1.32	0.838	0.373	2.206	0.6409999999999999	0.597	0.7829999999999999	1.0390000000000001	1.746	1.178	0.618	3.339	0.6990000000000001	0.8490000000000001	1.114	1.256	1.979	1.122	0.44	3.3989999999999996	0.934	0.685	1.028	0.667	0.919	0.696	0.532	1.057	0.632	0.7490000000000001	0.955	0.821	0.988	0.6579999999999999	0.7490000000000001	0.934	0.715	0.777
8.67217	0.365	1.395	0.888	0.36700000000000005	2.3930000000000002	0.747	0.758	0.86	1.087	1.906	1.172	0.696	3.387	0.7759999999999999	0.871	1.218	1.11	1.942	1.115	0.655	3.531	0.789	0.79	1.021	0.575	0.912	0.662	0.47	0.9109999999999999	0.542	0.743	0.977	0.815	0.982	0.735	0.521	0.845	0.542	0.688
8.83885	0.28600000000000003	1.399	0.835	0.425	2.535	0.833	0.594	0.8079999999999999	1.035	1.965	1.175	0.6990000000000001	3.613	0.8340000000000001	0.7909999999999999	1.2209999999999999	1.197	2.4459999999999997	1.091	0.52	4.006	0.792	0.848	0.941	0.69	0.8320000000000001	0.61	0.612	0.914	0.684	0.9129999999999999	0.813	0.735	0.846	0.682	0.691	0.9309999999999999	0.573	0.691
9.00546	0.745	1.609	0.993	0.361	2.636	0.741	0.586	0.855	1.329	2.066	1.3330000000000002	0.607	3.935	0.687	0.8370000000000001	1.128	1.2409999999999999	2.265	1.192	0.5660000000000001	4.133	0.8390000000000001	0.7559999999999999	1.014	0.7340000000000001	0.8220000000000001	0.6829999999999999	0.63	0.987	0.535	0.737	0.888	0.809	0.976	0.7290000000000001	0.654	1.005	0.703	0.765
9.17226	0.317	1.764	1.012	0.353	2.8480000000000003	0.733	0.605	0.846	1.068	2.056	1.268	0.682	4.257	0.762	0.773	1.091	1.175	2.416	1.126	0.557	4.4	0.774	0.6920000000000001	0.975	0.6659999999999999	0.7829999999999999	0.508	0.6759999999999999	0.976	0.6629999999999999	0.81	0.879	0.8	0.9109999999999999	0.72	0.644	0.9129999999999999	0.555	0.672
9.33893	0.344	1.764	0.929	0.491	3.236	0.705	0.743	0.8740000000000001	0.985	2.305	1.268	0.599	4.617	0.762	0.9109999999999999	1.091	1.23	2.499	1.126	0.502	4.787	0.774	0.83	1.058	0.7490000000000001	0.977	0.674	0.537	1.114	0.6629999999999999	0.81	1.101	0.828	0.9670000000000001	0.747	0.727	0.9129999999999999	0.61	0.755
9.5056	0.325	2.021	1.074	0.442	3.465	0.711	0.611	0.935	1.0759999999999998	2.312	1.33	0.687	4.708	0.823	0.917	1.264	1.321	2.842	1.271	0.6459999999999999	5.349	0.863	0.836	0.982	0.73	0.79	0.68	0.544	0.983	0.5870000000000001	0.8170000000000001	0.885	0.917	1.028	0.726	0.6509999999999999	0.8909999999999999	0.561	0.6509999999999999
9.67223	0.365	2.1719999999999997	1.0270000000000001	0.506	3.863	0.6629999999999999	0.675	0.86	1.115	2.488	1.339	0.7240000000000001	5.301	0.7759999999999999	0.9259999999999999	1.19	1.166	2.635	1.226	0.517	5.749	0.762	0.79	1.0759999999999998	0.742	0.884	0.662	0.608	0.9940000000000001	0.542	0.7709999999999999	0.9490000000000001	0.76	0.899	0.818	0.688	0.845	0.653	0.688
9.83884	0.4	2.207	1.262	0.519	4.067	0.76	0.605	0.846	1.013	2.637	1.324	0.682	5.365	0.735	0.9390000000000001	1.119	1.147	3.1639999999999997	1.2919999999999998	0.585	6.062	0.83	0.775	1.0859999999999999	0.639	0.8109999999999999	0.563	0.62	1.031	0.58	0.755	1.018	0.7170000000000001	0.9670000000000001	0.8029999999999999	0.672	0.968	0.555	0.755
10.0056	0.6890000000000001	2.386	1.104	0.444	4.244	0.8240000000000001	0.6970000000000001	0.855	1.163	2.648	1.444	0.718	5.792000000000001	0.743	0.948	1.212	1.325	3.0410000000000004	1.358	0.594	6.351	0.95	0.701	1.014	0.7609999999999999	0.988	0.6829999999999999	0.685	1.153	0.535	0.765	0.971	0.754	0.976	0.6729999999999999	0.903	0.977	0.647	0.765
10.17232	0.508	2.5639999999999996	1.251	0.5920000000000001	4.394	0.7490000000000001	0.622	0.863	1.202	2.852	1.536	0.81	6.165	0.779	0.8740000000000001	1.138	1.253	3.4160000000000004	1.396	0.603	7.029	0.792	0.8759999999999999	1.08	0.8290000000000001	0.8320000000000001	0.693	0.639	1.081	0.629	0.774	1.035	0.763	0.985	0.7659999999999999	0.58	0.848	0.7120000000000001	0.747
10.339	0.345	2.735	1.2819999999999998	0.456	4.897	0.752	0.625	0.8109999999999999	0.956	2.9389999999999996	1.594	0.7020000000000001	6.917999999999999	0.782	0.877	1.28	1.284	3.3110000000000004	1.2890000000000001	0.606	7.6160000000000005	0.9620000000000001	0.768	1.028	0.6940000000000001	0.8079999999999999	0.585	0.5589999999999999	0.9179999999999999	0.521	0.777	0.955	0.738	1.071	0.741	0.6659999999999999	0.9059999999999999	0.715	0.75
10.5056	0.317	3.094	1.317	0.519	5.619	0.733	0.66	0.846	1.151	3.136	1.6840000000000002	0.8759999999999999	7.221	0.735	0.856	1.1740000000000002	1.23	3.552	1.625	0.64	7.835	0.774	0.858	0.975	0.556	0.7829999999999999	0.6459999999999999	0.62	1.031	0.774	0.866	0.9620000000000001	0.883	1.022	0.747	0.672	0.968	0.638	0.838
10.67226	0.34	3.228	1.48	0.655	5.559	0.73	0.685	0.9259999999999999	1.064	3.326	1.598	0.762	7.577000000000001	0.759	0.9079999999999999	1.115	1.226	3.63	1.51	0.5539999999999999	8.606	0.8270000000000001	0.772	0.9990000000000001	0.718	0.7240000000000001	0.643	0.617	1.111	0.7709999999999999	0.752	0.932	0.742	0.9079999999999999	0.7440000000000001	0.7240000000000001	0.91	0.635	0.669
10.83898	0.802	3.636	1.624	0.5479999999999999	6.352	0.8440000000000001	0.634	0.986	1.273	3.588	1.798	0.71	8.068	0.846	0.9690000000000001	1.151	1.351	3.992	1.5490000000000002	0.615	9.072000000000001	0.804	0.805	1.095	0.706	0.847	0.6779999999999999	0.569	1.068	0.726	0.8420000000000001	0.9079999999999999	0.775	0.9420000000000001	0.833	0.703	0.998	0.6679999999999999	0.7040000000000001
11.0057	0.31	3.839	1.63	0.47	6.582000000000001	0.738	0.556	0.825	1.058	3.707	1.9709999999999999	0.66	8.687999999999999	0.7120000000000001	0.892	1.13	1.109	4.197	1.722	0.621	9.582	0.866	0.894	0.963	0.77	0.938	0.767	0.631	0.992	0.622	0.848	0.831	0.753	1.003	0.6729999999999999	0.626	1.005	0.591	0.71
11.17243	0.203	3.9789999999999996	1.695	0.536	6.974	0.7490000000000001	0.7609999999999999	0.9740000000000001	1.1740000000000002	4.0169999999999995	2.035	0.81	9.244	0.779	0.8740000000000001	1.305	1.197	4.803	1.646	0.603	10.08	0.765	0.9309999999999999	1.024	0.579	0.8320000000000001	0.5820000000000001	0.639	0.914	0.629	0.746	0.9520000000000001	0.679	0.902	0.8759999999999999	0.58	1.069	0.6559999999999999	0.774
11.33904	0.14400000000000002	4.538	1.818	0.573	7.362	0.674	0.716	1.011	1.085	4.2330000000000005	2.077	0.735	9.47	0.7879999999999999	0.9129999999999999	1.237	1.33	5.124	1.9140000000000001	0.782	10.978	0.887	0.804	1.072	0.7140000000000001	0.9359999999999999	0.8170000000000001	0.653	1.101	0.6459999999999999	0.9259999999999999	0.935	0.8009999999999999	0.941	0.86	0.7040000000000001	1.026	0.6679999999999999	0.732
11.50568	0.314	4.927	1.966	0.556	7.947	0.741	0.809	0.9109999999999999	1.062	4.572	2.169	0.83	10.748	0.799	0.978	1.133	1.446	5.1739999999999995	1.976	0.708	11.725	0.7859999999999999	0.8140000000000001	1.05	0.635	0.914	0.77	0.634	1.107	0.569	0.852	1.001	0.8390000000000001	0.867	0.703	0.713	0.8690000000000001	0.677	0.713
11.67243	0.27	5.38	2.2319999999999998	0.628	8.374	0.73	0.603	0.872	1.047	4.945	2.461	0.818	11.339	0.843	1.0490000000000002	1.148	1.209	5.486000000000001	2.156	0.612	12.537	0.885	0.802	1.035	0.758	0.732	0.674	0.649	1.0090000000000001	0.611	0.7559999999999999	1.044	0.6609999999999999	0.9109999999999999	0.747	0.672	0.94	0.638	0.784
11.83907	0.27	5.797000000000001	2.287	0.767	9.179	0.841	0.77	0.983	1.297	5.332999999999999	2.489	0.9009999999999999	12.671	0.843	0.966	1.204	1.209	5.93	2.378	0.6679999999999999	13.231	0.718	0.885	1.035	0.758	0.899	0.674	0.5660000000000001	1.147	0.639	0.7829999999999999	0.9890000000000001	0.938	0.9390000000000001	0.83	0.7829999999999999	0.94	0.721	0.7559999999999999
12.00569	0.373	6.141	2.449	0.672	9.379	0.716	0.9	0.8590000000000001	1.115	5.574	2.71	0.778	12.552999999999999	0.746	0.93	1.119	1.052	6.406000000000001	2.498	0.745	14.205	0.765	0.7659999999999999	0.96	0.691	0.907	0.67	0.6459999999999999	1.101	0.642	0.695	0.9790000000000001	0.763	0.9309999999999999	0.6829999999999999	0.584	1.016	0.6579999999999999	0.779
12.17244	0.447	6.876	2.616	0.674	10.868	0.802	0.6779999999999999	0.945	1.08	6.261	2.903	0.8640000000000001	13.925	0.8320000000000001	0.987	1.117	1.325	6.605	2.437	0.745	14.878	0.85	0.8220000000000001	1.0659999999999998	0.7659999999999999	0.958	0.725	0.7559999999999999	1.067	0.6940000000000001	0.8059999999999999	1.008	0.9590000000000001	1.043	0.74	0.723	0.961	0.77	0.7509999999999999
12.33911	0.28300000000000003	7.2829999999999995	2.7689999999999997	0.609	11.248	0.738	0.695	0.963	1.197	6.29	2.9989999999999997	1.077	14.964	0.7959999999999999	0.892	1.158	1.275	7.28	2.556	0.843	16.247	0.894	0.95	0.963	0.77	0.8270000000000001	0.7120000000000001	0.659	1.159	0.622	0.682	0.887	0.753	0.8640000000000001	0.8390000000000001	0.7929999999999999	0.866	0.674	0.765
12.50585	0.47700000000000004	7.8660000000000005	3.0189999999999997	0.637	11.859000000000002	0.8490000000000001	0.64	0.991	1.031	7.2620000000000005	3.415	0.966	15.964	0.768	0.892	1.158	1.275	7.557	2.833	0.7879999999999999	17.358	0.866	0.894	1.102	0.77	0.91	0.7120000000000001	0.631	1.159	0.733	0.765	0.97	0.8640000000000001	1.0590000000000002	0.7	0.626	1.005	0.674	0.7929999999999999
12.6724	0.33899999999999997	8.597999999999999	3.236	0.74	12.869000000000002	0.813	0.7440000000000001	0.9279999999999999	1.141	7.126	3.467	1.097	16.34	0.871	0.9129999999999999	1.237	1.219	7.933	2.9989999999999997	0.893	18.487000000000002	0.748	1.055	1.072	0.575	0.852	0.79	0.653	1.045	0.6459999999999999	0.815	0.99	0.857	0.9690000000000001	0.777	0.732	0.97	0.779	0.815
12.83915	0.324	9.477	3.552	0.805	13.802999999999999	0.821	0.725	0.9359999999999999	1.264	7.445	3.728	1.1059999999999999	17.749000000000002	0.74	1.005	1.274	1.341	8.535	3.205	0.8190000000000001	19.119	0.84	0.897	0.9990000000000001	0.643	0.9470000000000001	0.66	0.746	1.14	0.6559999999999999	0.88	0.9159999999999999	0.81	0.95	0.7859999999999999	0.6579999999999999	0.9520000000000001	0.621	0.741
13.00591	0.311	9.738	3.8760000000000003	0.851	14.425999999999998	0.8690000000000001	0.5770000000000001	0.8440000000000001	1.002	8.683	3.912	1.18	19.649	0.871	1.052	1.181	1.052	9.462	3.388	0.893	20.795	0.72	0.9990000000000001	0.988	0.575	1.0190000000000001	0.6509999999999999	0.653	0.9620000000000001	0.674	0.787	0.935	0.885	0.885	0.721	0.648	0.97	0.612	0.7879999999999999
13.17254	0.39799999999999996	10.788	4.133	0.917	15.864	0.6579999999999999	0.698	0.883	1.2009999999999998	9.072000000000001	4.196000000000001	1.218	21.136999999999997	0.799	0.978	1.411	1.39	9.758	3.698	1.013	23.309	0.813	0.897	1.05	0.718	0.83	0.715	0.7170000000000001	1.162	0.653	0.713	0.973	0.867	0.951	0.703	0.546	1.008	0.594	0.769
13.33915	0.365	11.435	4.466	0.9490000000000001	17.896	0.7190000000000001	0.703	0.971	1.032	9.616	4.417	1.195	21.358	0.7759999999999999	0.871	1.19	1.193	10.482999999999999	3.9160000000000004	0.988	24.58	0.845	0.845	1.0759999999999998	0.659	0.746	0.662	0.6920000000000001	1.16	0.625	0.743	0.866	0.898	0.982	0.735	0.743	0.9279999999999999	0.7090000000000001	0.66
13.5059	0.203	12.050999999999998	5.052	1.063	18.235	0.777	0.622	0.8909999999999999	1.1740000000000002	10.064	4.865	1.364	22.945999999999998	0.779	0.929	1.194	1.28	11.045	4.17	1.0190000000000001	25.919	0.7090000000000001	0.8759999999999999	1.163	0.6629999999999999	0.8320000000000001	0.693	0.695	1.22	0.601	0.774	0.897	0.9009999999999999	1.124	0.682	0.6629999999999999	0.903	0.7390000000000001	0.747
13.67249	0.47700000000000004	12.615	5.435	1.1640000000000001	20.052	0.794	0.779	0.963	1.031	11.15	5.331	1.2429999999999999	24.546	0.7959999999999999	0.892	1.213	1.192	11.695	4.444	1.038	27.660999999999998	0.866	0.95	1.046	0.6859999999999999	0.8270000000000001	0.628	0.659	1.075	0.5660000000000001	0.7929999999999999	0.914	0.919	0.8370000000000001	0.6729999999999999	0.626	1.005	0.813	0.8490000000000001
13.83917	0.44799999999999995	13.681	6.074	1.199	21.28	0.9129999999999999	0.7859999999999999	1.0270000000000001	1.032	12.139000000000001	5.553999999999999	1.389	27.154	0.7759999999999999	1.065	1.19	1.2770000000000001	12.73	4.637	1.127	27.88	0.873	0.956	1.187	0.6859999999999999	0.968	0.773	0.636	1.05	0.625	0.7709999999999999	0.977	0.815	0.927	0.679	0.688	0.8170000000000001	0.7090000000000001	0.8270000000000001
14.00591	0.43700000000000006	14.234000000000002	6.867000000000001	1.239	22.085	0.758	0.7140000000000001	0.899	1.0190000000000001	12.466	6.18	1.484	28.325	0.787	1.133	1.12	1.264	14.34	5.181	1.195	30.745	0.857	0.857	1.202	0.619	0.816	0.619	0.705	1.2309999999999999	0.47200000000000003	0.8390000000000001	0.961	0.772	0.9390000000000001	0.691	0.589	0.912	0.721	0.6729999999999999
14.17262	0.314	14.705	7.355	1.389	23.864	0.852	0.782	0.9109999999999999	1.062	13.072000000000001	6.8629999999999995	1.4680000000000002	30.776	0.7709999999999999	0.95	1.217	1.3630000000000002	14.397	5.6979999999999995	1.235	33.114000000000004	0.7859999999999999	0.953	1.1059999999999999	0.69	0.775	0.5479999999999999	0.662	0.94	0.569	0.768	0.917	0.7559999999999999	1.006	0.703	0.713	0.9520000000000001	0.733	0.713
14.33929	0.345	16.135	8.329	1.455	25.65	0.835	0.708	1.032	1.178	14.786	7.504	1.589	31.443	0.8370000000000001	1.043	1.197	1.284	14.88	6.3660000000000005	1.3	35.027	0.795	1.1840000000000002	1.084	0.667	0.836	0.6679999999999999	0.726	1.057	0.688	0.833	0.983	0.932	0.9329999999999999	0.907	0.611	0.934	0.659	0.75
14.50593	0.302	17.378	9.175	1.464	27.2	0.76	0.7170000000000001	0.902	1.189	14.97	8.572000000000001	1.7369999999999999	34.052	0.846	1.025	1.29	1.296	16.124000000000002	6.851	1.4480000000000002	36.056	0.888	0.888	1.122	0.54	0.8190000000000001	0.539	0.652	0.985	0.5589999999999999	0.759	0.9640000000000001	0.83	0.914	0.778	0.6759999999999999	0.86	0.752	0.6759999999999999
14.67261	0.29	17.939	10.327	1.565	28.951	0.919	0.8190000000000001	0.977	1.0390000000000001	16.894000000000002	9.502	1.673	35.605	0.8370000000000001	0.96	1.225	1.256	17.71	7.4479999999999995	1.5219999999999998	34.666	0.879	0.879	1.084	0.583	0.892	0.696	0.726	1.168	0.715	0.777	0.983	0.8490000000000001	0.9329999999999999	0.685	0.7490000000000001	0.851	0.7979999999999999	0.75
14.83936	0.31	19.086	11.739	1.609	31.410999999999998	0.877	0.89	0.991	1.197	17.176	10.386	1.854	36.599000000000004	0.7959999999999999	0.975	1.2409999999999999	1.275	18.666	8.554	1.621	36.882	0.894	1.033	1.046	0.8809999999999999	0.91	0.767	0.825	1.186	0.622	0.765	0.831	0.836	1.17	0.784	0.71	0.9490000000000001	0.758	0.8490000000000001
15.00587	0.789	20.075	13.100999999999999	1.649	32.669000000000004	0.78	0.792	1.06	1.095	18.67	11.61	2.061	35.078	0.8370000000000001	0.96	1.28	1.34	18.958	9.418	1.633	35.525999999999996	1.0170000000000001	0.935	1.195	0.611	0.836	0.6679999999999999	0.7809999999999999	1.14	0.632	0.777	0.872	0.932	0.8490000000000001	0.769	0.6940000000000001	0.934	0.826	0.833
15.17273	0.252	20.242	14.394	1.788	34.899	0.8859999999999999	0.7609999999999999	1.0290000000000001	1.192	19.042	12.761	2.033	35.06	0.804	1.014	1.368	1.158	19.998	10.595	1.775	36.069	0.85	0.934	1.0659999999999998	0.8220000000000001	0.8740000000000001	0.725	0.7559999999999999	1.151	0.611	0.8340000000000001	0.925	0.875	0.987	0.823	0.667	1.128	0.797	0.8340000000000001
15.33931	0.12	21.538	15.911	1.8619999999999999	34.031	0.7959999999999999	0.8370000000000001	0.966	0.9790000000000001	20.322	14.557	2.274	37.775999999999996	0.8540000000000001	1.061	1.3	1.14	21.035999999999998	11.642999999999999	1.902	36.196999999999996	0.897	0.8690000000000001	1.022	0.69	0.941	0.77	0.745	1.246	0.708	0.7959999999999999	1.056	1.033	1.062	0.8420000000000001	0.685	1.008	0.677	0.88
15.50596	0.23600000000000002	22.631999999999998	17.405	2.026	34.164	0.8740000000000001	0.75	0.9059999999999999	1.093	21.936	15.911	2.299	36.829	0.904	1.114	1.271	1.31	21.634	13.106	1.929	36.696	0.8370000000000001	0.977	1.135	0.667	0.971	0.7120000000000001	0.7709999999999999	1.053	0.68	0.821	0.941	0.946	1.0859999999999999	0.727	0.655	1.06	0.8690000000000001	0.877
15.6727	0.431	23.633000000000003	19.742	2.109	35.416	0.7909999999999999	0.833	1.0170000000000001	1.232	22.549	17.024	2.4659999999999997	36.857	0.877	1.058	1.327	1.254	22.162	14.72	2.096	36.334	0.893	1.061	1.135	0.583	0.804	0.7120000000000001	0.7709999999999999	1.275	0.653	0.821	0.996	1.058	1.0859999999999999	0.867	0.655	1.032	0.841	0.8220000000000001
15.83929	0.835	24.831	20.5	2.267	35.553000000000004	0.894	0.852	1.008	1.304	22.109	19.452	2.568	37.411	0.813	1.077	1.261	1.3259999999999998	23.554000000000002	15.452	2.141	35.97	0.912	1.163	1.207	0.905	0.96	0.731	0.6779999999999999	1.125	0.726	0.784	0.988	0.965	1.077	0.774	0.7290000000000001	1.023	0.8320000000000001	0.868
16.006	0.354	25.447	22.631999999999998	2.377	35.741	0.841	0.909	1.038	1.213	23.651999999999997	20.585	2.761	36.402	0.871	0.966	1.2309999999999999	1.264	23.749000000000002	17.171	2.222	37.266999999999996	0.885	1.135	1.202	0.674	0.927	0.758	0.7879999999999999	1.175	0.639	0.7559999999999999	0.9890000000000001	0.9940000000000001	1.05	0.747	0.672	0.94	0.721	0.7
16.17275	0.40700000000000003	27.204	23.616999999999997	2.5860000000000003	35.843	0.821	0.725	1.02	1.069	25.033	22.901999999999997	2.97	36.45	0.8240000000000001	1.005	1.4140000000000001	1.1740000000000002	25.816999999999997	19.985	2.489	36.177	0.84	0.925	1.139	0.754	0.9470000000000001	0.716	0.746	1.2229999999999999	0.767	0.6579999999999999	0.86	0.81	1.173	0.7859999999999999	0.63	1.035	0.76	0.825
16.33932	0.752	29.67	26.868000000000002	2.739	35.635999999999996	0.81	0.852	0.925	1.081	26.28	24.706999999999997	3.3739999999999997	37.216	0.813	1.16	1.345	1.382	26.334	21.625	2.642	36.582	0.995	0.885	1.1520000000000001	0.655	0.7929999999999999	0.703	0.8170000000000001	1.125	0.642	0.812	0.988	0.937	1.188	0.718	0.7290000000000001	0.9390000000000001	0.693	0.812
16.50609	0.444	29.991	27.392	3.117	33.955	0.902	0.863	0.9620000000000001	1.048	27.085	26.788	3.697	36.43	0.821	1.1440000000000001	1.304	1.264	28.357	22.17	2.8819999999999997	36.018	1.091	1.036	1.2830000000000001	0.7070000000000001	0.98	0.828	0.887	1.229	0.604	0.853	0.97	1.005	1.145	0.841	0.77	1.063	0.816	0.853
16.67275	0.391	32.256	24.755	3.5180000000000002	35.192	0.894	0.935	0.981	1.053	28.838	27.738000000000003	4.013999999999999	36.298	0.9520000000000001	1.16	1.317	1.298	30.644000000000002	24.85	3.003	37.194	0.9670000000000001	1.218	1.207	0.655	0.96	0.8140000000000001	0.7609999999999999	1.264	0.67	0.812	0.988	1.0490000000000002	1.077	0.857	0.784	1.023	0.8320000000000001	0.868
16.83944	0.552	32.535	20.973000000000003	3.823	35.306	1.01	0.995	0.958	1.1059999999999999	30.627	24.479	4.319	36.301	0.9570000000000001	1.136	1.207	1.268	31.253	26.395	3.252	35.723	0.888	1.193	1.206	0.6779999999999999	0.847	0.6779999999999999	0.7909999999999999	1.234	0.615	0.759	0.825	0.941	1.219	0.833	0.8420000000000001	1.082	0.752	0.8420000000000001
17.00607	0.273	32.239000000000004	20.081	4.061	34.531	0.8440000000000001	1.0270000000000001	1.015	1.044	32.177	20.313	4.669	35.834	0.93	1.113	1.301	1.3719999999999999	32.054	28.433000000000003	3.38	36.342	1.1159999999999999	1.2	1.168	0.675	0.892	0.741	0.884	1.253	0.7120000000000001	0.8220000000000001	1.023	0.89	1.197	0.894	0.85	1.004	0.785	0.85
17.17274	0.18	32.286	20.382	4.669	34.192	0.902	0.9440000000000001	1.0170000000000001	1.148	33.316	19.973	5.276	36.662	0.96	1.169	1.327	1.337	33.904	25.654	3.5980000000000003	35.527	0.893	1.228	1.246	0.722	1.054	0.657	0.7709999999999999	1.22	0.68	0.9329999999999999	1.024	1.03	1.197	0.922	0.821	0.976	0.841	0.877
17.33947	0.243	32.763000000000005	22.766	5.095	34.921	0.972	0.929	1.0859999999999999	1.129	33.518	20.967	5.73	36.306	0.946	1.265	1.31	1.624	33.263000000000005	21.526	4.08	35.283	0.9059999999999999	1.045	1.117	0.647	0.8690000000000001	0.7240000000000001	0.755	1.368	0.7190000000000001	0.861	0.843	0.8759999999999999	1.182	0.851	0.778	1.045	0.909	0.889
17.506	0.845	33.601	22.178	5.638	34.835	0.975	1.018	0.9229999999999999	1.172	33.653	21.853	6.775	35.247	0.838	1.215	1.375	1.249	34.361999999999995	20.607	4.539	36.005	1.023	1.079	1.268	0.691	0.8809999999999999	0.732	0.8740000000000001	1.381	0.701	0.8959999999999999	0.875	0.909	1.272	0.968	0.6729999999999999	0.995	0.804	0.813
17.67287	0.37799999999999995	34.031	22.842	6.5089999999999995	34.328	0.941	1.149	1.194	1.07	34.091	23.378	7.6160000000000005	36.518	0.971	1.179	1.307	1.315	34.169000000000004	19.99	4.966	35.773	1.042	1.153	1.113	0.698	0.9209999999999999	0.721	0.807	1.281	0.743	0.941	0.9790000000000001	1.012	1.3459999999999999	0.7929999999999999	0.802	1.097	0.85	0.858
17.83943	0.264	32.37	23.581	7.172999999999999	34.525999999999996	0.902	0.9159999999999999	1.101	1.093	34.485	23.089000000000002	7.947	36.245	0.988	1.169	1.327	1.393	34.21	21.340999999999998	5.657	35.833	1.06	1.228	1.246	0.667	1.138	0.7959999999999999	0.8540000000000001	1.47	0.736	0.9329999999999999	1.1079999999999999	1.058	1.337	0.867	0.821	1.032	0.924	0.905
18.00621	0.46	33.082	23.912	8.484	34.678000000000004	1.005	1.1320000000000001	1.037	1.175	34.945	23.81	9.036	36.316	1.008	1.274	1.266	1.253	34.289	22.23	6.187	34.873000000000005	1.081	1.2770000000000001	1.244	0.7509999999999999	0.996	0.846	0.7929999999999999	1.246	0.76	0.983	0.85	0.912	1.1909999999999998	0.804	0.732	1.053	0.946	0.8440000000000001
18.17285	0.34700000000000003	33.622	23.999000000000002	9.427	34.192	0.958	1.111	1.073	0.981	33.65	24.425	9.95	36.162	0.96	1.253	1.355	1.31	33.125	22.287	6.436	35.082	0.9209999999999999	1.228	1.246	0.722	1.026	0.74	0.993	1.442	0.736	0.794	0.941	0.8909999999999999	1.114	0.8109999999999999	0.738	0.976	0.8690000000000001	0.961
18.3395	0.391	32.534	24.421	10.386	34.246	1.1159999999999999	1.074	1.064	1.053	34.121	24.874000000000002	11.270999999999999	35.937	1.063	1.41	1.345	1.3259999999999998	33.953	23.349	7.757999999999999	35.108000000000004	1.051	1.246	1.235	0.71	1.015	0.8140000000000001	0.8170000000000001	1.348	0.67	0.951	1.015	0.965	1.077	0.774	0.895	0.9670000000000001	0.748	0.868
18.50618	0.419	32.411	24.586	11.422	33.368	0.997	1.0959999999999999	1.196	0.997	34.58	24.316	12.949000000000002	34.196999999999996	1.139	1.209	1.368	1.3530000000000002	34.534	24.574	8.402000000000001	34.454	1.156	1.324	1.15	0.6829999999999999	0.985	0.8370000000000001	0.867	1.374	0.75	0.89	1.008	1.042	1.0979999999999999	0.823	0.8059999999999999	1.044	0.797	0.9179999999999999
18.67288	0.47700000000000004	31.996	25.252	13.504000000000001	34.116	1.0090000000000001	1.138	1.153	1.078	34.497	25.541999999999998	13.917	34.696	1.095	1.308	1.247	1.3230000000000002	33.829	24.27	9.026	34.424	1.115	1.4509999999999998	1.285	0.711	1.0090000000000001	0.8540000000000001	0.885	1.538	0.715	1.074	0.91	1.113	1.337	0.977	0.795	1.031	0.8959999999999999	0.963
18.83952	0.494	34.077	24.64	14.505	32.562	1.048	1.0659999999999998	0.997	1.01	34.146	24.54	15.197000000000001	35.321999999999996	1.023	1.321	1.3159999999999998	1.31	32.868	24.889	10.777999999999999	35.022	1.072	1.157	1.216	0.643	0.968	0.727	0.8420000000000001	1.358	0.645	0.948	0.978	0.929	1.182	0.85	0.7240000000000001	1.1	0.909	0.8640000000000001
19.00622	0.379	33.665	24.603	15.517999999999999	33.821999999999996	0.953	1.196	1.0979999999999999	0.9490000000000001	33.394	25.426	16.547	34.039	1.04	1.255	1.4480000000000002	1.361	32.963	24.967	11.844000000000001	34.102	1.062	1.2590000000000001	1.35	0.779	1.074	0.914	0.9179999999999999	1.324	0.5820000000000001	0.883	0.996	1.0590000000000002	1.256	0.8959999999999999	0.799	1.034	0.871	0.9109999999999999
19.17284	0.251	33.333	25.186	17.328	32.9	1.046	1.262	1.1909999999999998	1.128	33.368	25.646	17.797	34.711999999999996	1.0490000000000002	1.4609999999999999	1.291	1.26	34.144	25.131999999999998	13.036	35.196	1.24	1.325	1.361	0.763	1.085	0.84	1.012	1.391	0.705	0.977	1.033	1.041	1.35	0.738	0.753	1.044	0.937	0.9209999999999999
19.33958	0.262	32.407	24.96	18.851	32.991	1.0979999999999999	1.256	1.075	1.0859999999999999	33.092	25.642	20.13	34.995	1.101	1.3980000000000001	1.338	1.33	33.516	24.621	14.651	34.527	1.122	1.374	1.32	0.579	1.0170000000000001	0.804	1.003	1.3780000000000001	0.75	0.997	0.9159999999999999	1.035	1.2309999999999999	0.7879999999999999	0.8009999999999999	1.01	0.93	0.941
