	MG1655-1	BUT1-2_1	BUT3-6_1	BUT7-7_1	BUT9-7_1	marC-1	rob-1	yobF-1	MG1655-2	BUT1-2_2	BUT3-6_2	BUT7-7_2	BUT9-7_2	marC-2	rob-2	yobF-2	MG1655-3	BUT1-2_3	BUT3-6_3	BUT7-7_3	BUT9-7_3	marC-3	rob-3	yobF-3	cspC-1	marC_rob-1	marC_yobF-1	rob_yobF-1	marC_rob_yobF-1	marC_rob_mppA-1	marC_rob_mppA_yobF-1	ypjA_mprA_nadR_yhjK-1	cspC-2	marC_rob-2	marC_yobF-2	rob_yobF-2	marC_rob_yobF-2	marC_rob_mppA-2	marC_rob_mppA_yobF-2	ypjA_mprA_nadR_yhjK-2	cspC-3	marC_rob-3	marC_yobF-3	rob_yobF-3	marC_rob_yobF-3	marC_rob_mppA-3	marC_rob_mppA_yobF-3	ypjA_mprA_nadR_yhjK-3
32.67351	43.026	73.593	70.449	55.633	68.059	44.839	42.106	43.873000000000005	43.218	71.263	65.236	53.843	66.689	44.586000000000006	44.111000000000004	44.348	43.856	72.47800000000001	65.459	58.178000000000004	71.672	43.934	43.403	44.678000000000004	40.431	51.701	48.04600000000001	46.228	52.821000000000005	60.706	60.325	0.956	41.744	49.763000000000005	54.063	43.983000000000004	49.581	60.492	62.28	0.6859999999999999	44.135	55.349	50.391999999999996	51.383	53.678999999999995	65.36	64.592	1.419
32.84014	44.111999999999995	73.819	70.425	55.254	68.486	43.20399999999999	42.156000000000006	43.782	43.43600000000001	72.446	63.84	54.672	66.976	43.343	44.581	44.65	43.623999999999995	72.51	65.803	59.004	72.405	44.265	41.93600000000001	44.333999999999996	40.311	52.052	47.166000000000004	46.358999999999995	52.471000000000004	60.435	61.821999999999996	0.778	42.408	49.216	54.18899999999999	44.481	49.963	61.121	62.907	0.79	44.68899999999999	55.39	49.847	51.398999999999994	54.143	64.244	64.825	1.493
33.00675	43.812	73.734	72.471	56.223	69.66	44.727	42.078	43.48	44.847	72.38600000000001	63.888000000000005	54.123999999999995	69.189	45.12	43.83	44.769	43.912	72.956	65.346	59.386	73.048	43.597	43.403	45.155	40.852	52.291000000000004	48.608000000000004	45.975	54.001000000000005	60.481	61.925	0.872	43.26	49.706	53.894	44.938	49.918	60.968999999999994	64.639	0.938	45.286	56.922	49.831	51.158	55.138999999999996	67.12899999999999	64.67699999999999	1.475
33.17352	44.533	73.988	73.569	55.956	70.47800000000001	43.821999999999996	42.83	44.483999999999995	43.464	72.923	64.935	55.317	69.278	43.763999999999996	43.992	45.352	43.315	73.211	65.803	59.873999999999995	73.107	44.433	43.788999999999994	45.035	40.535	53.147	48.653	46.949	53.706	62.203	61.205	0.975	42.408	49.721000000000004	54.582	45.744	51.871	62.103	65.265	0.677	44.857	56.933	50.549	52.184	55.461999999999996	65.142	65.751	1.381
33.34011	45.191	74.652	74.373	56.981	70.524	45.68600000000001	42.87	44.131	43.475	73.053	65.625	55.836999999999996	69.85600000000001	44.646	45.407	43.791000000000004	44.253	74.128	65.342	60.028999999999996	72.928	44.781000000000006	44.165	46.17	41.979	53.245	50.098	46.933	54.226000000000006	61.376999999999995	61.838	0.95	43.486999999999995	50.773999999999994	55.466	45.391000000000005	51.913000000000004	63.466	65.87100000000001	0.792	45.458999999999996	57.622	51.433	52.619	55.391999999999996	66.085	66.02	1.581
33.50672	44.655	74.548	76.207	56.42	71.598	44.643	42.19	44.519	44.369	73.762	64.78699999999999	56.371	70.452	45.148	44.56	45.415	44.699	73.517	67.67699999999999	60.144	74.28399999999999	44.721000000000004	42.785	45.43600000000001	41.386	54.986999999999995	49.506	47.745	55.181000000000004	61.885	63.413999999999994	1.321	43.597	51.953	55.298	47.1	51.996	62.513999999999996	67.279	0.7979999999999999	45.736000000000004	57.25899999999999	50.505	53.181000000000004	56.79600000000001	66.96	66.081	1.7
33.67343	43.943999999999996	75.56	78.509	56.994	71.57300000000001	44.411	43.56	44.315	43.295	73.709	66.39399999999999	55.99100000000001	70.821	46.038000000000004	45.535	43.976000000000006	44.494	74.362	67.01	60.8	74.707	45.07899999999999	44.49	45.821000000000005	41.181000000000004	54.101000000000006	50.056999999999995	48.464	54.801	60.94	63.17	0.89	44.316	51.236999999999995	55.508	46.979	53.162	63.506	68.40899999999999	0.958	47.299	59.178999999999995	51.531000000000006	52.746	56.781000000000006	67.809	66.874	1.493
33.8401	43.956	74.961	78.359	58.16	72.096	45.405	43.15	42.53	43.391000000000005	73.839	65.456	57.016000000000005	71.681	45.18	44.088	43.707	43.663999999999994	74.296	68.233	61.516999999999996	75.286	44.838	42.902	44.71	41.979	56.137	50.772	47.888000000000005	55.882	62.809	63.27	0.809	45.003	52.093	56.196000000000005	46.261	53.653	64.617	68.931	0.792	46.582	59.868	51.966	53.93899999999999	58.396	66.422	66.862	1.469
34.00675	43.691	75.447	79.238	57.191	72.275	45.674	42.773999999999994	44.231	44.165	74.551	66.815	57.787	71.523	45.167	45.199	43.891999999999996	43.903999999999996	75.232	67.29	61.923	75.408	46.285	44.321999999999996	46.327	41.883	55.504	49.832	48.464	56.626000000000005	63.635	64.04	0.778	44.568999999999996	52.753	56.126000000000005	46.333	52.994	63.591	70.654	0.846	46.934	60.723	53.692	53.981	58.605	67.668	67.435	1.55
34.17357	45.74	76.205	79.85600000000001	58.733999999999995	73.229	45.674	44.29	44.063	43.857	74.944	66.843	57.226000000000006	72.814	44.831	45.70399999999999	43.443000000000005	45.42	74.278	68.385	61.641999999999996	75.072	45.107	44.49	44.501999999999995	42.276	56.543	50.336999999999996	49.333999999999996	57.103	64.22399999999999	64.71300000000001	1.0590000000000002	46.141000000000005	52.809	56.968	47.287	53.668	64.545	70.991	0.8740000000000001	47.72	60.33	52.177	54.879	57.342	67.668	67.51899999999999	1.55
34.34026	43.531000000000006	76.289	80.84100000000001	58.358000000000004	73.423	44.81100000000001	43.342	44.716	44.51	75.054	67.23	58.73	72.84	44.867	45.486999999999995	45.387	45.401	75.736	69.363	62.559	75.997	46.602	44.18899999999999	45.239	42.931000000000004	55.633	50.012	49.513999999999996	56.303999999999995	63.458	65.942	0.7040000000000001	45.928000000000004	53.358000000000004	56.309	46.931999999999995	53.99	64.227	70.986	0.882	47.168	62.511	53.285	55.034	58.903	68.67399999999999	68.41199999999999	1.334
34.50683	46.036	76.758	81.23100000000001	58.911	73.492	45.316	44.379	43.42	44.50899999999999	75.35	66.672	58.723	72.964	46.275	45.571999999999996	45.946999999999996	45.206	76.117	69.314	62.332	76.46300000000001	46.405	45.37	46.61600000000001	43.666000000000004	57.031000000000006	51.96	49.184	57.755	63.457	67.97	0.81	46.276	54.978	57.114	48.622	55.211999999999996	65.435	72.457	1.127	48.408	61.977	54.226000000000006	56.457	59.851000000000006	69.243	68.7	1.413
34.67348	44.536	76.786	81.48100000000001	58.754	73.888	45.14	44.091	43.32899999999999	45.343999999999994	75.492	67.719	58.847	73.61399999999999	46.378	46.885	46.248999999999995	45.76	75.444	70.218	62.593999999999994	76.829	45.526	45.699	45.568000000000005	43.993	56.901	51.61	49.313	58.32899999999999	65.096	67.469	0.745	47.247	53.865	58.193999999999996	49.848	55.31	66.483	72.714	0.894	49.691	63.503	55.083999999999996	57.228	59.44	70.035	68.958	1.403
34.84016	44.055	76.655	82.22399999999999	60.162	74.768	46.99100000000001	44.367	45.658	45.284	76.035	68.793	58.483000000000004	74.09899999999999	45.813	46.122	45.542	45.475	76.577	69.718	63.244	76.669	46.336999999999996	45.498000000000005	44.748000000000005	43.568000000000005	57.747	51.722	49.621	59.568000000000005	66.084	69.64	0.976	47.95	54.457	58.336999999999996	49.79	55.339	66.431	73.42399999999999	1.209	49.239	63.873000000000005	55.534	56.948	60.903999999999996	69.31	70.173	1.663
35.00689	45.576	76.449	82.774	59.821999999999996	75.069	47.051	45.243	43.32899999999999	45.343999999999994	75.942	68.14	58.79	74.063	47.248999999999995	46.857	45.378	45.535	76.905	71.483	63.887	77.166	47.831	46.06399999999999	46.242	44.161	58.503	53.213	50.578	60.718999999999994	65.714	70.533	1.082	48.231	55.777	58.306999999999995	48.751999999999995	55.479	66.398	73.81	1.062	49.382	63.896	54.773999999999994	57.312	60.873999999999995	69.36	69.998	1.712
35.17354	44.845	77.767	82.875	59.659	74.484	47.305	44.35	44.965	45.32	76.171	69.476	59.861999999999995	74.518	48.117	45.792	46.507	46.265	76.487	71.858	63.49100000000001	77.36399999999999	48.001000000000005	46.964	45.629	44.803999999999995	59.122	52.92	50.992	60.973	65.848	70.377	1.2770000000000001	47.629	55.978	59.266999999999996	49.872	56.951	66.337	74.351	1.092	49.659	64.226	54.618	57.937	63.205	70.35600000000001	70.628	1.8519999999999999
35.34024	45.537	77.345	84.04899999999999	60.567	74.878	47.352	44.623999999999995	43.388000000000005	44.948	76.817	70.574	59.62	75.053	49.003	47.326	45.63	44.966	76.572	73.15100000000001	63.78	77.645	48.497	47.739	46.631	45.606	58.879	52.851000000000006	50.867	62.18899999999999	66.107	72.37100000000001	0.762	48.876999999999995	56.185	58.297	50.534	56.907	67.158	75.139	1.168	50.126000000000005	64.093	55.754	58.032	63.074	71.285	70.352	1.3940000000000001
35.50694	44.81399999999999	77.86399999999999	83.63	60.387	75.38600000000001	47.61	44.367	43.24	44.861999999999995	76.822	71.23899999999999	59.777	74.859	47.978	48.118	46.806999999999995	46.628	77.617	73.768	64.031	77.485	48.108999999999995	46.848	46.773	45.677	59.518	54.253	52.123000000000005	63.477	65.212	73.633	1.145	49.665	57.129	60.193000000000005	50.521	57.813	67.387	75.449	0.899	52.135	65.195	56.715	59.535	65.066	71.279	71.495	1.5219999999999998
35.67352	44.695	77.76899999999999	83.95	61.406000000000006	75.492	48.531000000000006	45.74100000000001	44.193999999999996	46.74100000000001	76.73	71.236	60.79600000000001	75.38600000000001	48.446999999999996	47.409	46.269	46.256	77.15899999999999	75.02600000000001	64.654	77.729	49.03	47.46	47.18899999999999	45.865	59.608999999999995	54.82899999999999	52.505	63.538000000000004	67.51899999999999	74.442	0.96	49.11600000000001	56.208999999999996	60.762	50.876999999999995	59.088	68.288	76.39699999999999	1.194	50.663999999999994	65.477	56.052	58.785	65.491	71.809	71.266	1.4780000000000002
35.84034	45.468999999999994	78.031	84.26700000000001	60.97	75.642	48.266000000000005	46.263000000000005	44.013999999999996	46.785	77.02	72.932	61.398	75.732	48.238	48.408	46.37	47.283	77.702	76.524	64.778	77.96300000000001	48.681000000000004	47.56	46.84	46.02	58.835	53.045	52.463	64.898	66.744	75.182	0.956	50.169	57.318000000000005	61.336999999999996	51.903	59.663000000000004	68.27199999999999	76.77199999999999	1.135	52.869	67.117	57.02	60.735	67.693	71.033	71.81	1.391
36.00697	44.677	77.683	84.587	61.062	75.971	47.641999999999996	45.023999999999994	43.871	46.498999999999995	77.153	73.039	60.816	75.725	49.407	49.692	47.348	47.218999999999994	77.749	76.656	64.557	77.785	49.263999999999996	47.553000000000004	47.677	46.992	60.104	54.351000000000006	53.685	65.462	67.587	75.65100000000001	1.1079999999999999	50.434	57.409	60.248999999999995	51.331	61.103	68.89	76.708	1.2890000000000001	52.83	66.86399999999999	56.133	61.247	68.508	71.53399999999999	72.143	1.5430000000000001
36.17373	46.516000000000005	79.122	83.865	62.281000000000006	75.72800000000001	49.313	46.358000000000004	43.383	46.711000000000006	77.30199999999999	74.564	61.137	75.79	49.983000000000004	49.202	46.354	47.711000000000006	78.095	77.142	65.102	78.55199999999999	48.269	47.736999999999995	47.02	47.147	60.958	54.982	53.615	66.84899999999999	67.178	76.222	0.965	51.598	59.133	61.665	52.271	62.068999999999996	68.705	77.082	1.37	53.293	67.436	57.942	61.316	70.595	72.24600000000001	73.275	1.624
36.34037	45.985	78.959	84.32799999999999	62.28	75.865	48.669	46.018	44.835	47.159	77.694	75.149	61.698	75.59100000000001	49.85	48.137	47.248999999999995	47.883	78.404	78.21	66.175	78.27199999999999	49.589	48.637	47.692	47.943000000000005	61.158	55.278	54.724	68.319	68.086	77.12	0.91	51.533	57.364	61.299	52.81399999999999	62.856	69.61399999999999	78.092	1.3119999999999998	54.09	67.702	58.693999999999996	62.356	71.734	72.51899999999999	73.69	1.653
36.50698	47.28	78.499	84.99	62.501999999999995	76.025	49.571000000000005	47.06100000000001	44.278	46.769	77.825	75.92699999999999	62.229	75.723	50.217	49.46	46.916000000000004	48.053999999999995	78.395	77.414	65.805	78.15	49.367	48.331	49.268	48.309	61.715	55.868	55.623000000000005	69.54899999999999	67.968	78.683	1.465	53.049	59.412	61.605	52.956	64.622	69.917	77.717	1.3630000000000002	54.063	68.623	58.917	63.644	72.935	73.045	74.27199999999999	1.4780000000000002
36.67361	45.155	79.569	85.38799999999999	62.942	76.671	50.256	48.053999999999995	45.213	47.312	77.71300000000001	76.292	61.91	76.396	51.184	49.583	49.2	48.06399999999999	78.45100000000001	79.1	65.798	78.263	49.54600000000001	48.903	48.519	48.603	61.538999999999994	55.376999999999995	55.076	70.304	68.665	78.544	1.307	53.233999999999995	59.206	62.72	53.361999999999995	65.233	68.844	78.36399999999999	1.287	55.425	68.956	60.705	64.705	74.39399999999999	73.071	75.788	1.431
36.84024	47.471000000000004	79.73899999999999	85.197	62.736000000000004	76.642	50.098	47.895	44.68600000000001	47.349	78.218	76.76899999999999	62.97	76.452	50.24100000000001	51.111999999999995	48.479	48.553000000000004	78.733	79.27	65.904	78.628	50.202	48.52	48.528999999999996	49.571999999999996	62.993	56.995	55.456	70.44	68.941	79.585	1.317	53.278999999999996	59.76	62.345	53.544	66.66	70.357	78.42	1.38	55.523	69.346	59.93600000000001	67.257	75.404	73.8	78.347	1.666
37.00698	47.12	79.12899999999999	85.458	63.001999999999995	76.37100000000001	49.916000000000004	47.91	45.376999999999995	47.787	78.39699999999999	77.454	63.207	76.546	49.581	51.69	48.185	48.878	78.82600000000001	79.729	66.309	79.08800000000001	50.527	48.985	50.26	50.008	63.736000000000004	57.373999999999995	55.553999999999995	71.8	69.571	79.707	1.538	53.911	60.053000000000004	63.426	54.964	67.459	71.23899999999999	78.654	1.631	57.0	69.3	61.18600000000001	68.702	76.764	74.485	78.243	1.663
37.17366	47.475	79.40899999999999	85.902	63.038999999999994	76.821	49.793	48.49100000000001	45.593999999999994	47.496	78.818	77.847	63.159	76.91199999999999	51.536	50.104	48.823	49.513000000000005	79.444	79.952	66.4	79.031	50.854	49.508	48.928000000000004	50.05	62.843999999999994	57.527	56.41	72.9	69.969	80.23899999999999	1.079	53.696999999999996	61.86	64.053	55.034	68.842	70.513	78.794	1.537	57.266000000000005	69.97800000000001	60.718	70.421	77.411	73.671	80.126	1.484
37.34031	47.626000000000005	79.973	86.47	63.902	76.961	50.281000000000006	49.907	45.93899999999999	48.376999999999995	78.959	77.819	63.207	76.855	51.465	51.268	49.422	49.974	79.08	80.71300000000001	66.309	78.947	51.427	51.488	49.303000000000004	49.67	63.652	57.571000000000005	56.876000000000005	73.797	70.105	80.46600000000001	1.3419999999999999	55.12	60.981	64.045	56.23	70.58	71.09899999999999	78.851	1.743	56.747	70.622	60.82	72.52600000000001	77.77600000000001	74.035	80.38	1.494
37.50703	47.845	80.079	86.368	63.815	76.569	50.754	48.163000000000004	46.224	48.376000000000005	78.817	79.193	63.878	76.99600000000001	51.931999999999995	52.187	49.141000000000005	50.107	79.078	80.454	67.22800000000001	78.861	51.983000000000004	50.076	50.593	50.949	63.419	58.111999999999995	57.501999999999995	73.382	69.75399999999999	80.46	1.396	55.79600000000001	61.678000000000004	64.686	56.466	70.593	71.92699999999999	79.86	1.604	57.993	71.529	62.113	73.628	78.87100000000001	74.208	81.694	1.55
37.67373	47.358000000000004	79.683	86.51899999999999	64.002	77.149	52.573	48.681999999999995	46.12	48.812	78.809	79.21600000000001	63.533	76.874	52.631	51.983999999999995	49.407	50.606	79.914	81.155	67.535	78.797	52.368	50.038000000000004	49.935	51.091	64.54	58.06399999999999	59.196999999999996	74.096	70.179	81.695	1.401	55.276	62.01	66.396	57.313	71.244	72.803	79.376	1.8019999999999998	58.56100000000001	71.118	61.595	74.063	79.455	75.065	81.3	1.525
37.84039	47.681999999999995	80.086	86.835	64.295	77.355	51.603	48.528999999999996	46.277	48.743	78.734	79.197	64.444	77.08	54.192	52.73	50.885	50.34	79.839	81.191	67.434	78.919	52.973	51.15	51.103	51.778999999999996	65.339	58.33	59.631	74.584	70.443	81.563	1.2570000000000001	56.864	62.162	67.869	58.395	72.998	73.517	79.357	1.7990000000000002	58.04	71.943	62.395	74.77600000000001	79.37899999999999	74.625	83.10799999999999	1.6059999999999999
38.00706	48.788000000000004	80.301	86.36200000000001	64.27199999999999	77.01899999999999	52.37	49.191	46.328	48.815	79.014	79.416	64.84	76.997	52.536	52.568000000000005	50.113	51.246	79.75	80.957	67.59899999999999	79.225	52.982	50.821999999999996	51.508	52.083999999999996	65.221	58.74100000000001	60.628	75.236	70.824	81.243	1.386	56.423	62.387	69.51899999999999	60.068999999999996	73.234	74.428	79.382	1.847	58.567	72.541	62.402	75.117	80.3	75.584	83.037	1.624
38.17369	49.245	80.449	87.729	64.472	77.074	53.418	48.856	45.903	50.25	79.633	79.926	64.593	77.08	53.588	53.757	51.126999999999995	51.817	79.95	81.92	68.171	79.312	53.074	52.233999999999995	50.333	52.467	66.21600000000001	58.791000000000004	62.424	75.654	70.531	81.7	1.5	57.378	63.378	70.854	60.458	74.041	75.516	79.862	2.043	58.755	72.311	63.443999999999996	76.07	80.727	75.835	84.2	1.4280000000000002
38.34047	50.27	80.55199999999999	86.45700000000001	65.079	77.036	53.657	49.318999999999996	45.915	49.589	79.343	79.49600000000001	65.115	77.352	54.586000000000006	52.9	51.027	50.791000000000004	80.166	81.012	67.738	79.218	53.425	51.826	50.74	53.409	66.598	59.453	62.38399999999999	76.403	70.88600000000001	81.355	1.7	57.647	64.125	72.108	59.967	74.34	76.63	79.91	1.962	60.119	72.835	62.813	76.145	80.831	76.078	84.13600000000001	1.516
38.50708	49.695	80.252	86.52	65.343	77.158	53.586999999999996	50.766999999999996	48.011	50.082	79.689	79.983	64.565	77.418	53.446999999999996	53.81399999999999	52.053999999999995	52.407	80.119	82.594	68.76100000000001	79.649	54.114	52.656000000000006	51.681999999999995	54.097	67.059	59.887	64.223	76.722	71.543	82.15	1.528	58.474	64.024	73.271	62.229	75.221	78.12899999999999	79.862	2.0709999999999997	60.357	73.154	63.275	76.267	80.727	76.34100000000001	84.959	1.4280000000000002
38.67379	49.578	80.718	87.052	65.727	77.87100000000001	53.246	52.448	48.73	50.355	79.50399999999999	80.672	65.06	77.765	54.601000000000006	54.205	52.356	52.011	80.694	82.95	68.475	79.88600000000001	54.053999999999995	53.3	51.9	54.891000000000005	68.998	61.501000000000005	65.281	76.956	71.796	82.28	1.893	59.446999999999996	64.721	73.752	62.663000000000004	76.071	79.263	80.26899999999999	2.18	62.026	74.257	64.557	76.839	81.95200000000001	76.91199999999999	85.291	1.538
38.84045	50.298	80.637	87.15899999999999	65.444	77.711	53.769	51.652	47.68600000000001	51.725	79.708	80.002	65.03	77.774	54.867	54.867	52.18	53.68600000000001	80.64399999999999	82.811	68.862	79.949	55.167	54.075	52.31399999999999	55.096000000000004	70.505	62.32	65.84100000000001	77.078	72.094	82.507	1.588	59.98	65.952	74.863	63.172	76.36399999999999	80.453	80.134	2.327	62.143	73.34100000000001	64.921	77.044	81.646	76.275	85.345	1.4880000000000002
39.00714	51.24100000000001	80.578	87.434	65.395	77.486	54.233999999999995	51.893	48.52	51.488	79.595	80.113	66.021	77.83	54.711000000000006	55.556000000000004	53.657	52.885	80.867	82.47	69.513	79.583	55.07	53.022	53.482	55.809	72.222	62.553999999999995	67.084	77.218	71.957	82.363	1.774	61.251000000000005	66.182	75.65100000000001	64.13600000000001	75.943	81.491	79.515	2.205	63.108000000000004	74.494	65.631	77.26899999999999	81.643	76.388	85.536	1.4780000000000002
39.17389	50.86	81.407	87.117	65.954	77.524	55.174	52.578	48.245	52.286	79.999	80.687	65.766	78.12100000000001	54.783	55.851000000000006	52.15	53.714	81.02	83.01899999999999	68.812	80.044	55.87	55.677	52.847	56.419	73.41	63.391000000000005	68.967	77.706	72.242	81.928	1.791	62.00899999999999	68.517	77.149	64.862	76.794	83.275	80.37	2.334	64.508	74.896	65.938	77.251	81.601	77.634	86.17299999999999	1.8030000000000002
39.34044	51.041000000000004	81.461	88.023	66.097	78.04899999999999	54.85	52.391000000000005	47.798	52.099	80.556	80.908	66.642	77.774	54.263000000000005	55.472	53.34	53.672	80.76100000000001	82.708	69.297	79.84	55.883	54.989	53.053000000000004	57.005	75.285	64.15100000000001	69.312	78.007	72.958	82.911	1.618	63.873000000000005	69.514	77.562	66.58	77.82600000000001	82.596	80.758	2.356	64.535	74.97	66.477	76.961	82.38600000000001	77.82300000000001	86.48700000000001	1.629
39.50707	52.604	81.165	87.665	66.212	77.814	56.187	53.055	48.411	52.735	79.869	80.98	65.968	77.961	55.093	55.992	52.428999999999995	54.586000000000006	81.67699999999999	83.28399999999999	69.296	80.11	56.066	56.044	55.123999999999995	57.463	77.244	65.983	70.267	78.081	73.009	83.149	2.108	64.406	71.281	77.97399999999999	66.807	77.507	84.074	80.717	2.593	66.256	75.721	67.35	77.738	82.37100000000001	78.094	86.046	1.585
39.67383	52.941	80.76	87.538	66.601	78.058	56.018	52.494	49.876000000000005	52.708	80.87100000000001	81.78399999999999	67.031	78.092	56.161	57.004	53.247	55.176	81.357	83.075	69.402	80.044	56.938	56.409	55.349	58.416000000000004	78.218	66.878	71.245	78.915	73.592	83.025	1.932	65.862	72.51	78.442	66.55	77.638	84.821	80.848	2.6430000000000002	67.545	75.233	68.047	77.785	82.416	78.646	86.876	1.6059999999999999
39.84046	52.575	81.536	88.199	66.54	78.104	56.074	53.36600000000001	49.681999999999995	52.512	80.242	81.66	66.745	77.352	56.75	57.538000000000004	53.332	54.923	81.403	83.064	70.268	79.893	56.629	55.001999999999995	54.31	59.902	78.685	66.986	72.194	78.399	73.02199999999999	83.435	2.009	66.726	73.991	78.82600000000001	67.866	77.91	85.34299999999999	80.584	2.665	68.748	75.983	68.491	77.831	82.236	78.411	86.63799999999999	1.516
40.0071	52.898999999999994	81.365	87.925	66.768	77.617	56.538999999999994	54.95399999999999	49.54600000000001	53.367	80.01	81.714	66.693	78.131	57.472	57.076	54.748999999999995	54.967	81.145	84.132	70.135	79.943	57.516000000000005	55.045	54.715	61.196999999999996	79.976	68.22800000000001	72.346	78.335	73.4	82.87200000000001	2.0340000000000003	67.667	75.868	79.664	68.405	78.407	85.90700000000001	80.381	2.94	70.217	76.171	69.455	77.964	82.29	78.207	86.445	1.7630000000000001
40.17384	53.479	81.995	88.171	67.002	78.182	57.457	53.556000000000004	50.79	54.195	80.60600000000001	82.061	67.097	78.442	56.478	58.108999999999995	54.675	55.04	81.404	83.35600000000001	70.291	79.975	56.94	57.513000000000005	54.755	61.93600000000001	81.453	69.706	73.35300000000001	79.014	74.013	83.39	1.896	69.295	77.705	79.95100000000001	69.318	79.001	86.286	80.639	2.8569999999999998	71.161	77.611	70.288	78.108	82.891	79.169	86.801	1.6230000000000002
40.34048	54.113	81.355	87.727	66.872	78.304	58.288999999999994	56.221000000000004	50.89	54.097	80.615	81.533	67.25	78.339	58.381	57.531000000000006	54.549	56.125	81.977	84.21	70.07600000000001	80.181	56.418	56.681000000000004	56.405	63.47	82.109	70.873	74.46300000000001	78.741	74.64399999999999	83.20100000000001	2.5980000000000003	70.264	78.108	80.523	70.03399999999999	78.869	86.83	81.381	2.8819999999999997	73.061	77.874	71.257	77.94800000000001	82.955	79.685	86.555	1.6480000000000001
40.50718	54.732	82.105	88.051	67.318	78.35	58.09	54.248000000000005	50.38399999999999	54.323	80.633	81.917	67.301	78.16	58.181000000000004	60.403999999999996	55.873999999999995	56.04	81.318	84.31	70.408	80.143	56.531000000000006	57.019	56.038000000000004	63.578	82.294	71.543	74.229	78.872	74.044	83.414	2.083	70.875	80.267	80.569	70.113	79.085	87.071	80.581	3.017	73.843	78.37100000000001	71.814	77.91	82.71799999999999	79.195	87.359	1.6980000000000002
40.6739	54.716	81.2	88.073	67.635	77.73	58.047	55.897	51.358999999999995	56.591	80.49	82.139	67.56	78.27199999999999	57.93899999999999	58.528	54.79	56.333999999999996	81.71	84.277	70.835	80.226	57.643	58.016999999999996	55.574	64.372	83.163	71.65899999999999	74.37100000000001	79.068	74.468	83.861	2.213	71.58	79.672	80.14399999999999	70.399	78.943	87.009	81.03	3.0069999999999997	74.268	78.538	72.211	78.078	82.82799999999999	79.476	86.76100000000001	1.604
40.84052	54.143	81.22	88.64399999999999	67.283	78.192	59.167	55.855	50.88399999999999	55.451	80.533	81.736	66.87100000000001	77.945	59.06399999999999	59.227	55.251999999999995	57.568000000000005	81.417	83.964	70.942	79.873	58.846000000000004	58.095	57.28	65.999	83.389	73.632	74.968	79.36399999999999	74.273	82.898	2.1959999999999997	72.633	80.23100000000001	80.895	70.73100000000001	78.815	88.223	80.482	3.2119999999999997	75.454	78.949	72.577	78.289	82.539	79.971	87.075	1.47
41.0072	54.846000000000004	81.44	88.319	68.028	78.529	58.232	56.898	51.961000000000006	55.817	80.502	81.984	67.70100000000001	78.085	58.268	59.504	55.788999999999994	59.056999999999995	81.779	84.463	71.12	79.87100000000001	59.068000000000005	58.965	56.348	65.98	84.39299999999999	73.242	75.788	79.164	74.84100000000001	83.539	2.428	72.689	81.294	81.115	70.796	79.377	87.789	80.704	3.1919999999999997	76.36	79.312	72.751	78.597	82.955	80.531	87.119	1.874
41.1739	55.871	81.65	88.439	67.86	78.125	58.497	57.136	52.993	56.281000000000006	80.828	82.53299999999999	68.123	78.01899999999999	58.221000000000004	60.443000000000005	55.72	57.32	82.38600000000001	84.559	70.497	80.085	59.305	58.693000000000005	58.306000000000004	66.766	84.289	74.729	76.37100000000001	79.321	75.285	83.1	2.833	73.664	82.376	80.82	71.329	79.309	88.333	80.608	3.1189999999999998	76.212	79.524	73.64699999999999	78.388	83.194	80.715	86.93	2.252
41.34056	54.928999999999995	81.964	88.277	67.741	78.266	59.049	56.869	51.906000000000006	56.63399999999999	80.943	82.678	67.498	78.301	59.027	60.573	56.803999999999995	58.068999999999996	82.61399999999999	84.59200000000001	70.972	80.368	59.856	59.358000000000004	58.096000000000004	67.58	85.42299999999999	75.348	76.709	79.238	75.086	83.66799999999999	2.647	74.792	82.24	80.71	71.945	79.45100000000001	88.59299999999999	80.638	3.1860000000000004	77.59100000000001	79.86399999999999	74.209	78.47399999999999	83.057	81.704	87.52799999999999	1.754
41.50719	55.695	81.604	87.92399999999999	68.378	78.267	59.222	57.971000000000004	52.946000000000005	56.663999999999994	80.833	82.62799999999999	67.938	78.499	59.824	60.693000000000005	58.413000000000004	58.92100000000001	81.801	85.081	71.077	80.399	59.833	59.166000000000004	57.167	68.50399999999999	85.238	75.063	77.047	79.015	76.805	83.874	2.753	74.90899999999999	82.73	81.50399999999999	72.643	79.623	88.887	80.83800000000001	3.29	78.183	80.378	74.46	78.815	82.781	82.02	87.315	1.7169999999999999
41.67406	56.913000000000004	81.96	88.946	68.057	78.012	59.708	56.967	53.443999999999996	56.957	80.77199999999999	82.618	68.546	78.52600000000001	59.77	61.091	59.156000000000006	58.784	82.04799999999999	84.559	71.258	80.479	60.235	59.903999999999996	59.348	69.301	86.37299999999999	77.433	76.878	79.35	75.792	83.46700000000001	2.748	75.241	83.193	80.905	72.54	79.47800000000001	88.95299999999999	80.833	3.457	78.352	80.031	73.873	78.75399999999999	82.51799999999999	81.954	87.12700000000001	1.632
