	MG1655-1	BUT1-2_1	BUT3-6_1	BUT7-7_1	BUT9-7_1	marC-1	rob-1	yobF-1	MG1655-2	BUT1-2_2	BUT3-6_2	BUT7-7_2	BUT9-7_2	marC-2	rob-2	yobF-2	MG1655-3	BUT1-2_3	BUT3-6_3	BUT7-7_3	BUT9-7_3	marC-3	rob-3	yobF-3	cspC-1	marC_rob-1	marC_yobF-1	rob_yobF-1	marC_rob_yobF-1	marC_rob_mppA-1	marC_rob_mppA_yobF-1	ypjA_mprA_nadR_yhjK-1	cspC-2	marC_rob-2	marC_yobF-2	rob_yobF-2	marC_rob_yobF-2	marC_rob_mppA-2	marC_rob_mppA_yobF-2	ypjA_mprA_nadR_yhjK-2	cspC-3	marC_rob-3	marC_yobF-3	rob_yobF-3	marC_rob_yobF-3	marC_rob_mppA-3	marC_rob_mppA_yobF-3	ypjA_mprA_nadR_yhjK-3
16.83913	3.036	43.403999999999996	45.162	19.158	42.58	10.703	7.997000000000001	4.882	4.561	39.95	42.563	15.932	41.306000000000004	12.241	13.26	8.336	5.5120000000000005	44.32	44.313	28.709	45.994	11.372	10.134	7.544	9.372	32.306	21.985	27.023000000000003	36.779	39.749	42.093	0.409	12.214	23.65	36.671	22.028000000000002	34.574	39.856	39.675	0.382	11.283	28.42	14.46	31.622	34.739000000000004	38.539	37.782	1.1540000000000001
17.00588	3.4810000000000003	44.1	48.393	22.184	46.42	11.515999999999998	8.193999999999999	4.99	4.837	39.914	43.228	17.952	43.78	12.585999999999999	14.579	9.2	6.042000000000001	43.316	46.847	31.971999999999998	47.721000000000004	11.963	10.697000000000001	8.297	10.247	34.298	22.593000000000004	29.421	36.851	38.739000000000004	41.699	0.514	12.677	25.24	38.582	24.891	35.534	39.318000000000005	42.005	0.34600000000000003	12.404000000000002	30.905	16.395	31.744	34.251999999999995	39.7	39.443000000000005	1.176
17.17243	3.8110000000000004	42.528999999999996	47.74	25.545	46.658	12.18	8.802	5.7379999999999995	5.334	40.431999999999995	43.746	19.783	45.856	13.833	15.074000000000002	9.92	6.567	44.808	45.916000000000004	34.885999999999996	46.456	12.597999999999999	11.220999999999998	9.1	10.937000000000001	32.839	24.813000000000002	30.581999999999997	37.62	39.396	41.911	0.177	14.508	26.429000000000002	38.042	25.467	34.772	39.586	41.716	0.48200000000000004	13.345	32.288000000000004	17.614	32.319	34.576	38.631	39.989000000000004	1.006
17.33907	4.047	43.092	47.533	27.326999999999998	44.773	13.849	10.102	6.027	5.707000000000001	40.792	42.915	22.055999999999997	45.308	14.198	16.331	10.494000000000002	6.862	44.368	47.153999999999996	38.779	46.997	13.206	12.89	10.176	11.806	34.28	26.901	32.514	38.144	40.76	43.308	0.375	15.219000000000001	27.467	39.376	26.747	35.625	39.692	41.269	0.342	14.208	33.474000000000004	18.349	33.056	34.674	39.381	39.597	1.12
17.50583	4.2780000000000005	44.986000000000004	48.423	30.971999999999998	45.494	14.557	10.640999999999998	6.398	6.357	41.567	43.413000000000004	24.695	46.365	15.437999999999999	17.237000000000002	11.173	7.205	44.391999999999996	46.481	40.615	47.858999999999995	14.668	13.682	10.492	12.432	34.412	28.118000000000002	33.733000000000004	38.417	40.196	42.16	0.353	16.88	28.909000000000002	40.150999999999996	29.303	35.561	39.853	44.473	0.348	15.782	34.443000000000005	20.483	34.248000000000005	35.81	39.71	39.145	0.987
17.6726	4.676	46.347	50.394	33.016999999999996	47.776	15.394	11.732999999999999	7.159	6.393	41.873999999999995	43.522	26.885	44.714	16.522000000000002	18.265	11.845999999999998	7.685	44.919	47.228	37.688	48.88399999999999	15.254000000000001	14.602	10.859000000000002	13.710999999999999	34.861999999999995	29.552	35.19	38.168	41.257	41.516999999999996	0.282	17.54	30.004	39.594	31.88	36.849000000000004	41.248999999999995	43.411	0.278	16.979	34.754	21.423000000000002	33.39	36.039	40.993	39.76	0.971
17.83921	5.246	44.906000000000006	48.007	35.64	46.501999999999995	16.527	11.859000000000002	7.059	6.99	42.577	43.585	29.365	45.448	17.406	19.288	12.837	8.703	44.675	46.122	37.301	48.336000000000006	16.526	14.787	11.765999999999998	14.26	35.033	30.89	34.439	38.367	41.178999999999995	42.583	0.515	19.627	31.261	41.301	33.051	35.374	40.946999999999996	43.083	0.45399999999999996	19.034000000000002	34.757	23.287	34.005	36.543	39.688	40.434	1.148
18.00583	5.452999999999999	45.854	49.91	38.889	47.312	17.811	13.106	8.074	7.475	42.678999999999995	44.138000000000005	31.905	45.836000000000006	18.779	21.695999999999998	13.972999999999999	9.361	47.772	47.769	35.942	49.12	17.305	16.125	12.481	15.634	35.128	32.538000000000004	34.193000000000005	37.374	41.475	41.961000000000006	0.655	20.816999999999997	32.86	41.599	34.562	36.051	40.599000000000004	43.214	0.479	20.099	35.549	23.999000000000002	33.843	36.161	40.291	39.948	1.008
18.17243	6.027	46.18	52.077	36.65	46.855	18.741	13.454	9.011000000000001	8.133	43.008	43.403999999999996	35.452	46.386	20.323	23.127	14.292	9.821	46.645	47.34	35.8	49.305	18.293	17.699	13.722999999999999	16.479	35.599000000000004	33.878	36.258	39.437	41.777	42.876000000000005	0.39399999999999996	22.301	32.996	41.034	35.259	36.383	40.482	43.012	0.275	21.475	34.763000000000005	26.433000000000003	34.791	37.052	40.201	40.501	1.055
18.33917	6.404	46.478	50.474	36.815	49.693000000000005	19.532	14.860999999999999	9.221	8.929	43.225	45.155	40.251	46.935	21.836	23.719	16.202	10.559000000000001	46.916000000000004	49.145	36.467	50.411	19.502	18.21	14.433	17.797	36.153	35.747	36.758	38.762	42.357	42.534	0.384	24.508000000000003	33.635	41.363	35.731	36.241	41.455	43.033	0.295	23.408	36.128	27.664	34.649	36.518	40.391	39.128	1.046
18.50591	6.976	47.744	50.29	36.343	49.62	21.199	16.61	9.988	9.445	43.092	45.918	39.083	49.513999999999996	22.305999999999997	25.081999999999997	16.945	11.469000000000001	49.187	46.223	36.833	50.646	21.393	19.207	15.957	19.495	35.794000000000004	37.397	35.672	38.376	41.162	44.049	0.534	25.68	33.806	40.643	35.622	37.277	40.845	43.598	0.5539999999999999	25.888	36.3	29.059	35.014	36.773	40.927	40.445	1.055
18.67251	7.625	47.135	51.361999999999995	35.519	47.641000000000005	22.283	17.183	10.832	10.317	44.347	47.262	37.509	47.451	23.142	26.703000000000003	18.022000000000002	12.065999999999999	49.416000000000004	49.526	37.409	49.283	21.86	21.212	16.305999999999997	21.031999999999996	36.793	38.869	35.659	38.842	43.031000000000006	44.077	0.38799999999999996	27.506999999999998	34.663000000000004	42.398999999999994	35.496	37.602	41.257	43.595	0.462	26.195999999999998	38.472	31.135	34.946	36.789	41.286	41.251000000000005	1.104
18.83917	7.872000000000001	46.591	52.159	35.369	49.474	23.338	19.303	11.331	10.982999999999999	43.916000000000004	46.551	36.744	47.663000000000004	25.706999999999997	28.569000000000003	18.882	13.095	48.313	49.541000000000004	37.399	50.221000000000004	23.447	22.044	18.146	23.149	35.579	39.558	36.264	39.251	42.125	44.037	0.385	29.791	34.876	42.611999999999995	36.409	38.095	41.553999999999995	43.416000000000004	0.40299999999999997	28.705	36.559	32.44	35.495	35.856	41.693999999999996	41.071999999999996	1.101
19.00597	9.008	47.013000000000005	51.236999999999995	34.734	49.449	24.805	20.044	12.187000000000001	11.84	44.256	45.743	34.235	49.119	26.976	29.949	20.184	14.369000000000002	50.216	49.823	36.539	52.123999999999995	25.278000000000002	24.881	19.279	25.535999999999998	36.844	38.781	36.076	39.089	42.158	44.013000000000005	0.406	31.951	34.827	42.365	35.215	36.48	42.203	44.735	0.45399999999999996	31.343000000000004	36.622	34.238	35.055	36.674	40.917	40.909	0.983
19.17257	9.497	48.57	52.549	36.102	51.343999999999994	25.679000000000002	21.805999999999997	12.984000000000002	13.197000000000001	44.657	46.288999999999994	35.155	48.382	27.913	32.288000000000004	21.412	15.061	48.332	49.591	38.749	48.927	26.235	25.56	20.590999999999998	25.888	36.427	38.531	37.586	39.316	42.753	43.8	0.488	33.043	34.772	43.269	36.555	38.074	41.70399999999999	44.045	0.336	33.404	37.183	34.57	35.977	36.056999999999995	41.595	41.167	1.092
19.33923	10.505999999999998	47.722	51.556999999999995	36.778	48.843999999999994	27.569000000000003	22.778000000000002	14.161	13.981	46.165	46.927	35.188	49.18600000000001	29.016	32.857	23.504	16.373	49.696000000000005	47.988	38.584	50.038000000000004	29.049	26.945999999999998	21.872	27.605	36.765	38.897	36.499	40.381	43.87	43.629	0.41600000000000004	34.696	34.635	41.364	37.119	37.63	42.431999999999995	44.994	0.37799999999999995	35.23	37.297	35.638000000000005	35.925	35.726	41.902	41.586000000000006	0.992
19.50593	11.082	48.133	53.458999999999996	36.664	51.328	29.205	24.629	14.821	14.725999999999999	45.42100000000001	47.363	35.213	51.586000000000006	30.936999999999998	33.071999999999996	24.066	17.461	49.631	48.873999999999995	39.23	51.935	28.164	28.805999999999997	24.113000000000003	30.678	36.04	39.74	37.814	39.181	43.797	44.004	0.413	35.876999999999995	34.637	42.38	37.258	37.882	42.83	44.669	0.344	37.354	37.356	36.953	36.176	36.535	42.246	42.266000000000005	1.045
19.67254	11.997	48.386	51.224	37.95	50.631	30.384	25.628	16.384	16.037	46.532	46.431000000000004	37.256	49.317	31.845	33.898	27.083000000000002	19.261	48.309	48.086999999999996	40.046	51.941	31.052	29.819000000000003	25.587	31.256999999999998	37.108000000000004	41.317	37.785	40.194	42.349	45.115	0.39799999999999996	36.559	36.012	42.026	37.871	37.655	42.501000000000005	46.086999999999996	0.436	36.646	38.088	37.371	35.834	37.681	42.173	42.136	1.057
19.83936	13.005	50.13399999999999	50.893	38.013000000000005	52.153	31.978	26.221999999999998	17.053	16.398	46.382	47.148	37.374	50.056999999999995	33.123000000000005	35.399	28.096999999999998	20.368	50.006	50.034	40.188	52.312	31.215999999999998	31.776	27.584	33.679	36.913000000000004	40.615	37.566	40.111	43.075	42.861999999999995	0.366	35.912	34.921	43.732	36.868	37.885999999999996	42.192	44.2	0.408	37.273	38.09	37.489000000000004	35.899	37.884	39.59	43.03	1.194
20.00593	13.574000000000002	48.727	50.918	39.368	52.038000000000004	33.493	28.628	19.054000000000002	18.343	47.494	47.308	37.466	49.49	33.8	36.076	29.746	21.703000000000003	50.083	49.13	41.123999999999995	50.68	35.141999999999996	33.291	30.046999999999997	35.736	37.736999999999995	40.71	38.388000000000005	41.608999999999995	43.678999999999995	44.589	0.526	35.643	36.585	43.074	36.874	37.949	43.382	45.982	0.34	36.97	38.493	39.461999999999996	35.512	37.442	41.06	42.37	1.157
20.17266	14.753	49.736999999999995	51.872	39.452	51.701	34.503	31.378	19.503	19.718	48.869	47.196000000000005	37.859	50.07899999999999	35.793	35.852	32.272	22.909000000000002	50.673	47.361999999999995	40.928000000000004	51.158	34.188	34.246	30.468000000000004	34.052	37.148	40.626	38.725	39.391999999999996	42.247	45.655	0.441	34.745	36.501	43.467	37.015	37.978	43.269	44.888000000000005	0.537	35.735	37.735	38.62	35.933	37.919000000000004	40.806999999999995	40.939	1.213
20.33921	16.48	49.177	52.602	38.56	53.582	34.54	32.707	21.51	21.136	47.805	46.608999999999995	38.483000000000004	51.007	36.614000000000004	36.449	33.236	24.296999999999997	52.611000000000004	45.961999999999996	41.495	53.067	35.263000000000005	33.468	32.414	34.648	38.023	41.613	38.478	41.165	43.29	44.761	0.379	35.48	35.525	43.528	37.891999999999996	38.041	42.854	45.706	0.447	35.042	38.695	38.963	36.165	38.486999999999995	40.195	40.355	1.15
20.50605	18.114	49.945	49.863	39.344	51.46	36.835	32.922	22.528000000000002	22.8	48.851000000000006	46.896	38.958	51.43899999999999	37.397	36.611999999999995	34.546	25.825	52.762	47.231	42.843	52.012	36.211	34.809	34.174	34.168	38.108000000000004	41.081	37.943000000000005	40.436	42.675	45.861000000000004	0.31	35.593	36.506	44.205	38.366	37.981	42.967	45.934	0.461	35.934	38.525999999999996	39.383	35.88	38.794000000000004	40.673	41.141000000000005	1.054
20.67267	18.985	50.647	49.217	39.316	52.556000000000004	37.537	34.523	24.381999999999998	24.373	49.721000000000004	46.391000000000005	39.464	53.348	38.352	37.68	36.428000000000004	27.314	51.808	46.894	42.872	52.63	37.39	35.427	35.999	33.354	37.236999999999995	42.176	37.746	42.148999999999994	42.787	46.254	0.732	35.2	37.096	43.166000000000004	38.647	38.683	41.871	45.26	0.349	35.906	38.414	38.849000000000004	36.329	38.372	40.391999999999996	41.001000000000005	1.334
20.83928	20.256	51.446999999999996	48.78	39.832	52.457	36.705	34.083	25.878	25.840999999999998	48.695	45.224	39.559	51.761	37.239000000000004	37.493	37.786	29.795	50.023	48.086999999999996	42.687	53.851000000000006	37.429	36.364000000000004	36.796	34.46	37.95	42.665	38.291	41.037	44.906000000000006	45.086000000000006	0.48200000000000004	35.126999999999995	35.253	44.946999999999996	39.725	38.61	42.135	43.643	0.7170000000000001	37.152	39.155	40.096	37.126	38.72	40.853	41.096000000000004	0.972
21.00593	21.298000000000002	52.81100000000001	48.942	40.653	53.652	36.325	35.503	27.029	26.065	50.373999999999995	45.193999999999996	40.716	51.946999999999996	38.174	38.205999999999996	37.406	30.011	51.924	45.192	43.784	52.82899999999999	37.442	36.628	38.436	33.262	38.209	42.528	38.131	41.294	40.754	43.823	0.684	35.946	36.103	43.544	39.059	38.703	42.983000000000004	44.403	0.444	37.416	38.291	39.232	36.912	38.42	40.773	40.176	1.232
21.17271	23.101	51.506	50.526	41.871	54.367	38.888000000000005	35.148	29.703000000000003	28.094	50.387	44.702	41.485	52.55	39.223	37.852	37.641	32.658	51.685	48.207	44.356	53.431999999999995	38.434	36.358000000000004	40.018	35.405	38.528	41.192	38.871	40.968999999999994	42.785	44.172	0.8	36.238	35.637	44.145	39.07	38.546	42.152	44.078	0.335	37.034	38.555	39.356	37.427	37.926	40.616	40.074	1.038
21.33943	24.51	52.068999999999996	50.278	41.382	54.34	37.816	36.181999999999995	30.799	30.565	49.468	46.675	41.192	52.3	38.12	38.49	38.393	32.768	54.323	47.681999999999995	44.201	52.50899999999999	38.652	37.080999999999996	38.945	33.882	38.993	42.778	38.806	41.013000000000005	41.763000000000005	44.268	0.192	35.721	37.421	44.718	39.005	38.846	42.281000000000006	42.998999999999995	0.431	37.701	39.805	40.747	36.607	38.367	39.147	41.325	1.1320000000000001
21.50617	26.099	52.138999999999996	49.396	42.352	53.708999999999996	38.506	37.46	33.592	32.097	49.371	43.301	42.468999999999994	52.958999999999996	39.342	37.779	38.438	36.82	53.693000000000005	45.623999999999995	45.113	52.636	38.838	38.556	40.195	34.796	37.945	42.766000000000005	40.056	42.263000000000005	42.536	43.668	0.525	36.942	37.578	45.238	39.107	39.003	42.606	43.324	0.4	37.579	39.260999999999996	39.671	37.773	38.356	40.537	40.781	1.381
21.67278	27.92	51.747	48.611999999999995	42.52	54.27	37.834	37.741	33.955999999999996	33.834	50.772	45.233999999999995	43.31	54.22	38.445	38.591	40.315	36.4	53.553000000000004	45.82	45.422	51.458999999999996	38.474000000000004	38.135	40.195	36.169000000000004	38.982	41.926	39.215	41.338	41.976000000000006	43.303999999999995	0.273	38.315	36.654	44.986000000000004	38.771	38.919000000000004	42.83	43.184	0.344	38.475	40.354	40.931	36.82	38.272	41.35	40.696999999999996	1.2690000000000001
21.83937	29.713	50.663000000000004	49.823	42.96	54.536	39.387	37.497	36.541	34.314	49.935	44.192	42.827	51.034	37.87	38.771	39.626	35.709	55.276	46.745	45.784	52.505	39.942	38.035	39.674	36.185	37.961999999999996	41.861000000000004	38.584	41.861999999999995	41.545	44.617	0.61	38.646	35.828	44.562	40.635	39.802	41.417	43.007	0.425	38.823	40.177	41.343	37.084	37.806999999999995	40.639	41.135	1.2409999999999999
22.0062	30.703000000000003	50.891999999999996	48.625	43.483999999999995	53.611000000000004	39.580999999999996	37.919000000000004	37.497	36.729	49.72	45.246	43.238	52.412	38.652	38.742	41.615	36.999	54.407	46.925	45.714	51.696000000000005	38.288000000000004	37.978	41.326	36.012	38.909	42.386	39.675	41.91	43.5	43.063	0.584	37.991	37.169000000000004	45.726000000000006	40.379	39.686	40.992	42.159	0.5710000000000001	38.289	39.525	40.915	37.531	39.376	40.128	40.428000000000004	1.188
22.1728	32.835	53.035	48.467	43.856	54.101000000000006	39.109	37.782	37.387	36.284	51.217	46.152	43.441	52.621	39.919000000000004	39.671	41.284	37.283	52.653999999999996	46.121	46.199	51.428000000000004	38.431	39.187	41.556000000000004	36.466	39.027	42.645	39.091	42.95399999999999	42.666000000000004	44.949	0.51	37.774	37.119	44.277	40.075	41.065	41.306000000000004	43.398	0.579	40.256	40.708	41.622	37.367	38.567	41.227	41.218999999999994	1.225
22.33945	34.784	50.995	47.977	43.715	52.983999999999995	38.953	38.777	36.453	36.805	49.885	45.528	43.663000000000004	52.178000000000004	39.393	39.43	41.601000000000006	37.323	52.605	46.701	47.367	50.905	38.727	38.89	41.004	36.891	38.359	43.596000000000004	38.82	40.828	42.22	43.825	0.304	38.472	37.964	45.14	40.419000000000004	39.588	40.754	41.805	0.462	40.209	40.262	40.365	38.582	39.361999999999995	40.279	39.768	1.188
22.50606	35.984	49.97	48.208999999999996	45.005	54.592	40.882	38.214	37.82	37.501	49.836999999999996	44.805	46.242	53.198	40.876	38.615	41.907	37.292	53.4	48.247	48.661	51.755	40.402	38.159	41.058	37.199	38.919000000000004	44.747	39.882	41.891999999999996	41.941	41.56	0.6	37.859	38.524	44.417	39.885999999999996	41.07	41.648	42.981	0.504	40.095	41.047	42.465	38.552	38.128	40.419000000000004	40.327	1.176
22.67283	36.271	50.586999999999996	47.316	45.00899999999999	52.101000000000006	40.413000000000004	38.808	40.01	37.256	49.391999999999996	46.208999999999996	44.23	49.812	39.174	39.294000000000004	40.766	38.894	52.897	47.298	47.263999999999996	49.685	40.577	38.586	41.372	37.848	38.925	43.24	38.741	42.00899999999999	42.422	42.125	0.509	37.808	38.333	44.309	40.564	40.404	41.122	41.67100000000001	0.498	40.074	40.464	40.455	38.195	37.799	40.537	40.977	1.253
22.83963	35.943000000000005	47.978	47.476000000000006	45.39	53.331	40.478	38.788000000000004	39.598	37.85	48.711999999999996	45.582	44.919	52.973	40.474000000000004	38.602	41.615	38.96	53.146	46.393	48.04	51.22	40.137	39.351	43.20399999999999	37.749	39.329	43.703	39.815	41.854	41.595	44.184	0.78	37.71	36.973	44.465	40.379	40.275	41.497	42.243	0.655	40.559	40.085	41.615	38.82	38.507	41.696999999999996	41.129	1.104
23.00612	36.835	48.723	49.342	46.586000000000006	52.674	40.109	38.868	38.25	38.659	48.562	46.722	46.815	51.586999999999996	40.468	39.354	41.946000000000005	39.123000000000005	52.236999999999995	47.391999999999996	47.806000000000004	50.872	40.021	39.205999999999996	41.742	36.567	39.379	43.527	40.146	42.29600000000001	42.933	42.636	0.659	38.347	37.864000000000004	43.701	40.513000000000005	40.241	41.071000000000005	43.553000000000004	0.39399999999999996	39.63	39.575	42.225	38.815	39.259	41.775	39.975	1.123
23.17289	39.609	48.48	49.099	44.74100000000001	52.966	41.481	38.921	38.779	38.46	49.662	44.037	45.952	49.38399999999999	41.113	39.885	41.833	39.992	53.398	47.006	49.523	50.434	40.551	39.541	42.133	38.389	38.848	45.324	41.295	41.849	42.093999999999994	42.33	0.282	38.743	36.659	45.022	40.653	40.577	41.379	42.54600000000001	0.52	40.918	40.781	41.975	37.777	37.968	42.365	41.376000000000005	1.222
23.33949	38.37	47.489	48.276	46.553999999999995	52.281000000000006	40.719	39.309	38.803000000000004	39.073	48.167	46.326	45.383	52.875	39.93	39.264	40.455999999999996	40.154	49.771	45.792	49.20399999999999	48.461000000000006	40.463	39.564	42.604	38.662	39.205999999999996	43.18600000000001	39.075	40.806	42.032	43.836000000000006	0.441	38.650999999999996	37.046	44.397	41.04	41.104	41.148999999999994	42.903999999999996	0.4	39.063	40.494	42.751999999999995	38.585	39.196999999999996	43.115	41.93	1.213
23.50617	39.406	48.357	47.996	47.787	51.776	41.28	38.525	39.279	39.661	47.13	46.915	45.915	50.578	42.115	41.253	42.725	40.714	52.571999999999996	45.903999999999996	49.903999999999996	48.685	39.874	38.976	43.277	37.738	38.982	44.531000000000006	39.748000000000005	42.067	43.376000000000005	41.707	0.49700000000000005	39.352	38.306999999999995	44.621	41.768	40.46	40.897	42.568000000000005	0.568	41.277	39.625	43.089	38.669000000000004	38.44	42.33	42.098	1.101
23.67283	38.605	48.379	48.213	46.431999999999995	50.623000000000005	41.318000000000005	39.374	39.484	39.53	46.278	45.306999999999995	46.354	50.32	40.334	40.899	42.511	41.316	50.437	46.903	49.983000000000004	47.808	41.537	40.163000000000004	43.093	38.311	38.854	43.846000000000004	40.235	41.042	42.605	43.038000000000004	0.7120000000000001	40.378	37.927	44.105	42.117	39.601	42.056999999999995	41.57	0.529	41.007	39.357	42.711000000000006	38.483000000000004	38.645	42.232	41.998999999999995	1.68
23.8395	40.092	48.211000000000006	49.475	47.75	52.108999999999995	40.645	39.991	40.016999999999996	40.119	47.653	45.193999999999996	47.953	50.489	41.821000000000005	40.31	43.213	39.605	49.119	46.903	49.983000000000004	48.846000000000004	40.78	40.051	42.924	38.676	38.516999999999996	44.379	40.796	41.379	42.269	42.617	0.6	40.518	38.291	44.526	41.92	40.611	41.72	43.646	0.6970000000000001	42.101000000000006	40.563	42.233999999999995	38.539	38.729	42.765	42.588	1.203
24.00629	39.911	46.11600000000001	47.351000000000006	46.806000000000004	52.113	42.148	40.486	40.596	41.006	46.681999999999995	45.402	48.577	49.00899999999999	41.07899999999999	40.917	43.705	40.911	50.723	46.801	50.549	48.376999999999995	40.042	41.301	44.397	38.858000000000004	38.701	43.607	40.756	39.854	43.461000000000006	43.976000000000006	0.665	40.64	38.139	44.621	42.833	39.675	42.913999999999994	42.427	0.428	41.725	39.037	42.023999999999994	38.165	37.852	43.423	42.602	1.101
24.1729	41.806999999999995	47.652	48.972	49.828	50.26	42.081	39.38	40.864000000000004	39.957	46.478	46.236000000000004	47.423	50.098	40.451	40.036	42.516999999999996	40.928000000000004	49.598	46.85	51.218	48.848	39.721	40.645	42.565	38.961	38.915	46.206	41.699	40.879	42.835	42.425	0.622	40.521	37.988	44.193000000000005	40.804	39.411	42.371	41.94	0.439	41.742	40.568000000000005	42.379	38.769	37.894	42.405	41.976000000000006	1.225
24.33957	40.91	48.97	48.552	50.08	50.06399999999999	41.464	38.931999999999995	40.891999999999996	40.574	46.675	46.909	49.18899999999999	49.397	41.012	40.176	42.516999999999996	40.872	49.065	47.57899999999999	48.413999999999994	48.596000000000004	42.188	39.187	44.92	38.736999999999995	39.027	44.748000000000005	41.783	40.795	43.676	44.443999999999996	0.594	41.559	38.577	43.828	41.729	39.467	42.736000000000004	43.034	0.523	43.172	39.755	42.715	38.713	37.979	43.835	42.733000000000004	1.197
24.50626	42.144	46.867	49.785	48.875	51.101000000000006	40.595	39.184	41.425	40.63	46.141999999999996	46.488	48.46	48.611999999999995	39.919000000000004	41.24100000000001	43.106	40.676	49.738	47.271	49.34	47.222	41.067	40.336999999999996	44.388000000000005	40.756	38.27	44.103	39.708	40.935	42.358000000000004	42.762	0.5379999999999999	41.026	38.493	44.025	42.066	39.383	42.063	42.894	0.355	41.349	39.643	42.771	37.9	38.035	43.667	41.976000000000006	1.197
24.67295	40.211	46.228	50.216	50.342	49.343	40.818000000000005	40.753	42.8	40.769	46.652	47.505	48.805	50.528	41.153999999999996	40.315	44.313	41.294	46.912	47.333999999999996	50.078	49.305	41.738	40.364000000000004	44.501999999999995	40.141999999999996	38.214	44.638999999999996	41.531000000000006	40.655	43.593999999999994	44.027	0.526	41.173	38.662	43.748000000000005	44.06	38.399	42.596000000000004	43.343999999999994	0.284	43.06100000000001	40.626	43.167	38.066	38.2	43.53	42.538999999999994	1.2409999999999999
24.83957	41.323	45.343999999999994	50.333999999999996	49.004	49.24	41.151	41.73	42.457	40.372	46.526	46.17100000000001	49.907	49.693999999999996	40.39	41.993	42.372	40.81	46.897	47.542	49.748999999999995	49.286	42.071000000000005	40.275999999999996	44.633	39.766999999999996	39.049	44.291000000000004	41.663999999999994	40.649	42.632	43.512	0.584	42.53	38.038000000000004	43.036	43.013000000000005	39.77	42.87	42.327	0.655	42.857	39.805	41.924	37.335	38.675	43.519	42.754	1.272
25.00622	42.2	45.493	49.449	48.958999999999996	50.428000000000004	41.1	41.483000000000004	41.50899999999999	40.376999999999995	45.217	45.75899999999999	48.881	49.481	42.246	40.905	43.13399999999999	41.489	47.355	47.467	51.05	48.989	41.543	40.056999999999995	43.266000000000005	40.335	38.747	44.327	41.641999999999996	39.73	42.946999999999996	42.873999999999995	0.846	41.363	38.1	44.277	43.075	39.327	43.968999999999994	43.31399999999999	0.523	41.938	39.643	43.781000000000006	37.479	38.147	43.667	44.78	1.281
25.1729	41.415	47.4	49.813	47.809	50.849	41.801	40.418	42.575	42.424	46.058	47.693999999999996	50.983999999999995	47.995	41.405	42.475	43.13399999999999	42.078	46.71	48.56100000000001	50.629	50.11	42.3	41.233999999999995	44.751999999999995	41.20399999999999	38.41	44.43899999999999	41.783	40.515	44.18	44.893	0.5379999999999999	41.923	38.1	44.248999999999995	42.093999999999994	39.158	43.549	43.566	0.495	43.06	40.204	43.472	36.946999999999996	39.409	44.956	43.63	1.365
25.33962	42.011	47.971000000000004	51.2	49.333999999999996	51.674	41.919	40.422	41.262	41.785	46.683	48.433	49.788999999999994	49.52	41.215	40.826	44.318000000000005	42.42100000000001	47.757	49.273	49.126000000000005	50.823	42.641999999999996	40.875	44.254	40.455	39.286	44.615	41.256	41.137	45.114	43.835	0.631	41.20399999999999	37.657	44.285	43.026	38.265	43.611000000000004	44.78	0.503	43.683	39.593	41.937	37.931999999999995	38.066	45.582	42.992	1.122
25.50619	41.515	49.208999999999996	51.062	50.403999999999996	49.35	41.93	40.575	42.563	41.403999999999996	47.952	47.905	50.382	50.056999999999995	42.066	41.763000000000005	44.104	42.486999999999995	47.931000000000004	49.053000000000004	48.148999999999994	49.928999999999995	40.830999999999996	41.138999999999996	44.04	41.725	39.408	44.82	41.042	40.616	43.832	44.096000000000004	0.45	41.995	37.023	44.574	42.783	38.951	43.537	42.854	0.436	42.628	40.024	42.339	37.861	39.201	44.86	43.786	1.222
25.67299	41.282	50.272	49.46	48.968999999999994	51.309	40.796	41.516999999999996	42.272	41.785	48.75899999999999	47.563	49.902	49.772	42.028999999999996	41.583	44.373999999999995	42.028999999999996	49.888999999999996	50.058	45.198	49.756	42.923	41.128	43.637	41.773999999999994	38.781	44.896	40.806999999999995	40.38	44.132	42.431999999999995	0.435	40.867	37.798	44.397	41.96	39.079	43.864	44.864	0.419	43.824	41.388000000000005	43.227	37.427	38.263000000000005	46.17100000000001	46.415	1.291
25.8396	41.354	51.352	51.382	51.004	49.22	42.44	41.225	42.681000000000004	40.988	49.644	47.943000000000005	50.506	51.667	41.933	41.011	45.06399999999999	42.83	48.754	48.867	44.513000000000005	50.417	43.36	41.986000000000004	46.206	41.341	39.611	43.79	40.992	40.369	44.06399999999999	43.879	0.43200000000000005	41.275	38.010999999999996	44.638000000000005	43.828	39.601	44.441	43.309	0.41600000000000004	44.428999999999995	41.236000000000004	42.795	37.641	40.665	47.056999999999995	43.486000000000004	1.203
26.00628	39.902	52.937	51.872	46.104	50.63399999999999	43.176	42.044	44.147	42.481	51.451	49.357	49.563	50.332	41.883	42.223	44.117	41.603	51.431000000000004	48.821999999999996	42.751999999999995	51.326	43.282	41.235	45.316	41.461999999999996	39.59	44.667	40.858000000000004	41.104	45.11	44.504	0.469	42.492	37.512	43.635	43.021	39.184	44.617	44.86	0.45299999999999996	44.38	41.047	42.942	38.01	39.519	47.122	45.121	1.325
