	MG1655-1	23BD2-4_1	23BD4-3_1	23BD6-1_1	23BD7-4_1	metJ-1	relA-1	purT-1	MG1655-2	23BD2-4_2	23BD4-3_2	23BD6-1_2	23BD7-4_2	metJ-2	relA-2	purT-2	MG1655-3	23BD2-4_3	23BD4-3_3	23BD6-1_3	23BD7-4_3	metJ-3	relA-3	purT-3	fabR-1	yfgF-1	metJ_relA-1	metJ_purT-1	relA_purT-1	metJ_acrB-1	fabR_yfgF-1	fabR-2	yfgF-2	metJ_relA-2	metJ_purT-2	relA_purT-2	metJ_acrB-2	fabR_yfgF-2	fabR-3	yfgF-3	metJ_relA-3	metJ_purT-3	relA_purT-3	metJ_acrB-3	fabR_yfgF-3
48.17472	1.819	38.164	51.79600000000001	41.865	54.873999999999995	11.319	1.624	1.6780000000000002	1.895	38.37	56.111000000000004	40.525999999999996	53.083	13.43	1.514	1.521	1.2429999999999999	37.705999999999996	57.03	42.331	48.38399999999999	13.628	1.54	1.4180000000000001	0.943	1.147	2.615	11.647	1.401	23.811	2.064	1.445	1.6969999999999998	1.9140000000000001	10.076	1.578	21.891	2.05	1.527	1.806	2.322	1.598	1.834	16.213	1.649
48.34136	2.1109999999999998	38.664	51.781000000000006	41.79	55.146	11.324000000000002	1.598	1.739	2.101	38.726	56.211999999999996	40.538000000000004	53.498999999999995	12.975999999999999	1.402	1.41	1.365	37.976	57.045	42.027	48.885	13.72	1.056	1.595	1.266	1.411	3.136	12.084000000000001	1.835	23.589000000000002	1.982	2.1959999999999997	1.8159999999999998	2.721	10.196	2.07	21.927	1.5659999999999998	1.3869999999999998	1.436	1.9240000000000002	1.8019999999999998	1.7519999999999998	15.989	1.883
48.50806	1.933	38.981	52.223	42.135	55.247	11.436	1.614	1.8119999999999998	1.58	38.725	56.315	40.625	54.003	12.834000000000001	1.419	1.5430000000000001	1.4609999999999999	37.777	57.121	42.086000000000006	48.578	13.548	1.215	1.5	1.046	1.21	2.783	11.681	1.421	24.116999999999997	1.943	1.642	1.6340000000000001	2.135	10.137	1.7730000000000001	22.366999999999997	1.672	1.923	1.9140000000000001	2.115	2.3080000000000003	2.287	16.252	1.7309999999999999
48.67475	1.379	38.141	52.428999999999995	42.043	55.275	11.252	1.56	1.93	1.742	38.606	56.597	40.675	53.771	12.959000000000001	1.507	1.8869999999999998	1.486	37.654	57.373000000000005	42.25	48.559	14.19	1.5630000000000002	1.496	1.186	1.078	2.8369999999999997	11.809000000000001	1.652	23.107	1.9709999999999999	1.695	1.518	2.28	10.409	1.829	21.818	1.8119999999999998	1.605	1.598	1.942	2.022	1.942	15.940999999999999	1.784
48.8415	1.8419999999999999	38.666	52.177	41.992	55.663999999999994	12.007	1.745	1.9140000000000001	1.891	38.751999999999995	56.563	40.828	53.528999999999996	12.95	1.5219999999999998	1.475	1.1540000000000001	37.923	57.456	42.549	48.183	13.693	1.432	1.636	1.2570000000000001	1.238	3.091	12.14	2.0140000000000002	23.811	2.191	1.518	1.3940000000000001	2.239	10.251	1.8769999999999998	22.175	1.7790000000000001	1.425	1.8459999999999999	2.305	1.749	1.903	16.342	1.925
49.00805	1.679	38.689	52.578	42.246	55.895	11.327	1.751	1.92	1.7280000000000002	38.257	56.823	40.679	53.817	13.22	1.298	1.482	1.5430000000000001	37.832	57.832	42.343	48.325	14.05	1.5830000000000002	1.385	1.215	1.163	2.725	12.036	1.5319999999999998	23.913	1.9680000000000002	1.44	1.92	2.246	10.78	1.626	21.903000000000002	1.874	1.4040000000000001	1.594	1.996	1.814	1.8230000000000002	15.866	1.847
49.17477	1.807	38.824	52.703	42.409	55.911	11.689	1.665	1.919	2.1180000000000003	38.616	56.815	40.9	53.803999999999995	13.13	1.847	1.6880000000000002	1.671	37.969	57.912	42.595	48.586999999999996	13.932	1.4680000000000002	1.653	1.112	1.3880000000000001	2.963	12.029000000000002	1.8219999999999998	23.811	2.145	1.966	1.551	2.19	10.889000000000001	1.8030000000000002	22.316999999999997	1.796	1.554	1.77	2.029	1.7	2.259	15.953	2.0580000000000003
49.34157	1.452	38.714	52.82	42.211999999999996	55.708999999999996	11.362	1.5430000000000001	1.8259999999999998	1.561	38.594	57.217	41.05	53.861999999999995	13.032	1.6669999999999998	1.422	1.655	37.945	58.055	42.6	48.82	13.890999999999998	1.635	1.4140000000000001	1.1540000000000001	1.203	2.926	12.075	1.642	24.055	2.311	1.871	1.774	2.414	10.532	1.796	22.215	1.903	1.345	2.282	2.31	2.01	1.906	15.911	1.876
49.50814	1.663	38.519	53.162	42.566	55.97	11.488	1.6840000000000002	1.88	1.945	38.857	57.223	40.971000000000004	53.95	12.993	1.492	1.624	1.4569999999999999	38.041	58.063	42.696000000000005	48.493	13.794	1.199	1.505	1.158	0.903	2.9010000000000002	11.975999999999999	1.8430000000000002	24.204	2.11	1.5	1.661	2.355	10.519	1.681	22.738000000000003	2.11	1.4909999999999999	1.6480000000000001	2.3680000000000003	1.893	2.108	15.905999999999999	1.679
49.67471	1.913	38.755	53.105	42.571000000000005	55.998999999999995	11.536	1.5619999999999998	2.0180000000000002	2.138	38.777	57.336999999999996	41.178999999999995	54.208999999999996	13.587	1.515	1.617	1.442	38.248000000000005	58.32	42.73	48.756	13.869000000000002	1.3659999999999999	1.5830000000000002	1.114	1.065	2.8930000000000002	12.456	1.923	24.476999999999997	1.929	1.953	1.624	2.175	10.652000000000001	1.645	22.78	1.639	1.656	2.045	2.0140000000000002	1.886	2.274	16.124000000000002	1.931
49.84149	1.754	39.009	53.236000000000004	42.593999999999994	56.301	11.607000000000001	1.5530000000000002	1.922	1.835	38.628	57.464	41.056000000000004	54.309	13.367	1.851	2.0380000000000003	1.5919999999999999	37.981	58.388999999999996	42.809	48.629	14.024000000000001	1.212	1.484	1.004	1.913	2.967	12.294	1.624	24.596999999999998	1.889	1.97	2.161	2.28	10.577	1.72	23.218000000000004	1.916	1.645	2.293	2.234	2.02	2.032	16.364	2.149
50.00812	2.0380000000000003	38.708	53.049	42.668	56.113	11.833	1.9240000000000002	1.804	1.858	38.645	57.42	41.073	53.891000000000005	13.822000000000001	1.415	1.429	1.44	37.94	58.518	42.681999999999995	48.76	14.075999999999999	1.439	1.653	1.198	1.301	2.8480000000000003	12.202	2.255	24.878	2.088	1.879	1.7819999999999998	2.2769999999999997	11.004000000000001	1.889	22.864	2.603	1.381	1.453	2.115	1.8730000000000002	2.0	16.04	2.0
50.17477	1.8940000000000001	38.91	53.251000000000005	42.696999999999996	56.373000000000005	11.545	1.953	1.8330000000000002	1.916	38.818000000000005	57.68	41.246	54.352	13.735999999999999	1.588	1.515	1.757	37.94	58.691	42.941	48.674	14.249	1.3530000000000002	1.48	1.198	1.359	2.8760000000000003	12.345999999999998	2.082	24.761999999999997	2.059	1.649	1.724	2.19	10.658	1.5719999999999998	23.124000000000002	1.479	1.7269999999999999	1.77	2.432	1.7	2.115	16.500999999999998	1.798
50.34164	1.85	38.455	53.351000000000006	42.818999999999996	56.301	11.847999999999999	1.848	1.7269999999999999	1.671	38.939	57.812	41.167	54.07899999999999	13.61	1.511	1.642	1.376	37.889	58.824	42.891000000000005	48.713	14.296	1.449	1.4340000000000002	1.135	1.7519999999999998	2.946	12.392000000000001	1.544	25.046	2.416	1.834	1.9669999999999999	2.287	10.675	1.93	22.974	2.27	1.393	1.781	2.3280000000000003	2.287	2.04	17.069000000000003	2.013
50.5082	1.625	38.8	53.54	42.558	56.083999999999996	12.052999999999999	1.4569999999999999	1.855	2.022	39.113	57.765	41.222	54.178999999999995	13.58	1.494	2.229	1.511	37.657	58.948	43.032	48.647	14.092	1.202	1.2990000000000002	1.413	1.261	3.4739999999999998	12.162	1.729	25.121	1.9069999999999998	2.131	2.322	2.327	10.878	1.7380000000000002	22.734	2.249	1.46	1.619	2.425	2.126	2.166	16.747	1.963
50.67491	1.7209999999999999	38.708	53.713	43.043	55.998000000000005	11.92	1.463	1.631	1.83	38.905	57.968	41.333	54.151	13.360999999999999	1.472	1.6019999999999999	1.671	38.228	58.979	42.941	48.876000000000005	14.249	1.266	1.595	1.3419999999999999	1.734	3.3089999999999997	12.519	1.8219999999999998	24.964000000000002	2.001	1.8219999999999998	1.955	2.2769999999999997	11.437000000000001	1.889	23.384	1.883	1.9580000000000002	1.6840000000000002	2.086	1.757	2.086	16.761	2.0580000000000003
50.84169	1.452	38.973	54.03	42.847	56.257	11.620999999999999	2.004	1.942	1.7619999999999998	38.594	58.11	41.309	54.178999999999995	13.665999999999999	1.581	1.5659999999999998	1.425	38.262	58.948	42.83	48.849	14.409	1.375	1.385	1.413	1.636	3.128	12.421	1.7	24.919	2.138	1.7269999999999999	1.976	2.27	10.905999999999999	1.7380000000000002	22.906999999999996	2.22	1.633	1.936	2.252	1.693	1.849	16.69	1.963
51.00822	2.0380000000000003	38.708	54.145	42.957	56.805	11.775	1.78	1.9480000000000002	1.858	39.078	58.141000000000005	41.506	54.151	13.735999999999999	1.645	1.775	2.276	37.969	59.239	42.883	48.961999999999996	14.537	1.295	1.595	1.256	1.3880000000000001	2.8760000000000003	12.779000000000002	1.88	25.022	2.088	1.706	1.724	2.19	10.716	2.063	22.951	2.142	1.6980000000000002	1.626	2.173	2.219	2.259	16.875999999999998	2.0
51.17485	2.2159999999999997	39.224000000000004	54.303000000000004	43.213	56.736000000000004	11.724	1.6580000000000001	1.855	3.134	38.666	58.50899999999999	41.763000000000005	54.31100000000001	13.981	1.525	1.5119999999999998	1.234	37.937	59.349	43.373000000000005	48.68	14.638	1.4040000000000001	1.624	1.166	1.5730000000000002	3.511	12.905999999999999	2.02	24.934	2.258	1.6769999999999998	1.982	2.474	11.130999999999998	2.031	23.439	1.9980000000000002	1.899	2.084	2.7760000000000002	2.128	1.9680000000000002	16.980999999999998	1.7409999999999999
51.34155	2.7739999999999996	39.119	54.446999999999996	43.165	57.369	11.56	1.5590000000000002	1.8130000000000002	1.642	38.91	58.562	41.542	54.801	13.956	1.511	2.161	1.694	38.178000000000004	59.372	43.468	49.175	14.7	1.6219999999999999	1.579	1.4809999999999999	1.146	2.889	12.71	1.746	24.901999999999997	2.2430000000000003	1.574	1.995	2.46	11.425	1.9869999999999999	23.638	1.751	1.45	2.387	2.271	2.46	2.559	17.329	2.0709999999999997
51.50824	1.6769999999999998	38.773	53.986000000000004	43.165	56.705	11.847999999999999	1.761	1.8130000000000002	2.133	38.939	58.562	41.715	54.57	14.043	1.829	1.786	1.867	38.438	59.458999999999996	43.266000000000005	48.568999999999996	14.7	1.4780000000000002	1.608	1.452	1.492	3.321	12.623	1.9769999999999999	25.566	2.185	2.9019999999999997	1.62	2.258	11.425	2.42	23.551	1.751	1.797	1.781	2.04	1.854	2.444	17.387	2.013
51.67495	1.422	39.102	54.49100000000001	42.831	56.806999999999995	11.623	1.7069999999999999	1.845	2.022	39.123000000000005	58.722	41.727	54.411	14.395	1.515	1.645	1.6440000000000001	38.103	59.648	43.278	48.813	14.735	1.1059999999999999	1.5830000000000002	1.3159999999999998	1.4980000000000002	2.95	13.062000000000001	1.807	25.516	2.449	1.982	1.8259999999999998	2.117	11.690999999999999	1.7309999999999999	23.328000000000003	2.101	2.262	1.871	2.13	1.944	2.217	16.989	1.931
51.84157	2.125	38.981	54.75	43.373999999999995	57.327	12.095	1.569	1.8230000000000002	2.032	39.059	59.013000000000005	42.011	54.614	13.773	1.492	1.739	1.3130000000000002	38.301	59.853	43.505	49.042	15.065	1.401	1.505	1.245	1.307	3.074	12.727	1.9880000000000002	25.359	2.1959999999999997	1.8459999999999999	1.661	2.0380000000000003	11.443	2.114	23.864	2.167	1.375	1.619	2.859	1.6909999999999998	2.137	17.494	2.286
52.00825	1.923	38.926	54.78	43.347	57.177	12.062000000000001	1.675	2.102	2.089	39.01	58.769	41.895	54.61	13.987	1.452	1.493	1.48	38.156	59.75	43.675	48.882	15.392999999999999	1.247	1.5419999999999998	1.21	1.785	3.083	13.032	1.801	25.607	2.123	2.258	1.7590000000000001	2.688	10.884	2.069	23.826	2.4619999999999997	1.5019999999999998	2.008	2.295	2.285	2.324	17.585	2.378
52.17508	1.577	39.17	54.751000000000005	43.562	56.978	12.439	1.694	2.121	2.262	38.963	59.035	41.765	54.928999999999995	13.735999999999999	1.588	1.515	1.699	38.055	60.016999999999996	43.489	49.049	14.854000000000001	1.555	1.653	1.3419999999999999	1.359	3.3089999999999997	13.067	2.457	25.397	2.088	1.8219999999999998	1.811	2.2769999999999997	10.572000000000001	1.9180000000000001	23.874000000000002	1.911	1.6119999999999999	2.2319999999999998	2.75	1.786	1.7690000000000001	17.366	1.827
52.34164	1.8840000000000001	39.146	54.809	43.192	57.352	12.342	1.659	1.942	2.195	39.372	59.235	41.74100000000001	54.986000000000004	14.387	1.4080000000000001	1.681	1.655	38.001999999999995	59.898999999999994	43.32	48.93600000000001	14.927999999999999	1.548	1.472	1.0959999999999999	1.376	3.531	13.286	1.6130000000000002	25.842	2.138	1.6980000000000002	1.889	2.673	11.31	1.824	24.06	1.989	1.431	1.59	2.742	2.097	2.252	17.9	1.905
52.50833	1.778	39.039	55.126000000000005	43.63399999999999	57.01	12.095	2.435	2.025	2.465	38.973	59.18600000000001	41.953	55.018	14.032	1.608	1.653	1.5730000000000002	38.214	60.286	43.736000000000004	49.1	15.065	1.286	1.591	1.5619999999999998	1.682	3.565	13.189	1.67	25.706	2.1959999999999997	1.8459999999999999	1.834	2.2969999999999997	11.529000000000002	2.085	24.037	1.9080000000000001	1.982	1.705	2.455	2.384	2.051	17.523	1.9969999999999999
52.67508	1.6540000000000001	39.434	55.183	44.0	57.15	12.225999999999999	2.293	1.798	1.906	39.228	59.177	42.174	55.361000000000004	14.270999999999999	1.5519999999999998	1.479	1.482	38.55	60.015	43.551	49.022	15.332	1.433	1.472	1.24	1.261	3.128	13.228	1.786	26.159000000000002	2.397	2.131	1.6880000000000002	2.241	11.54	1.969	23.944000000000003	2.9410000000000003	1.979	1.936	2.339	2.097	2.252	17.612000000000002	1.992
52.84165	2.548	39.419000000000004	55.356	43.928000000000004	57.498999999999995	12.517000000000001	1.851	1.7590000000000001	1.705	38.95	59.473	42.18899999999999	55.075	14.222000000000001	1.861	1.53	1.298	38.45	60.369	43.971000000000004	49.102	15.427	1.395	1.3230000000000002	1.5759999999999998	1.238	2.95	13.321	1.807	25.776	2.247	1.8090000000000002	1.74	2.377	11.027000000000001	1.9909999999999999	23.675	1.986	1.829	1.871	2.274	1.857	2.217	18.086	1.844
53.00842	1.7690000000000001	39.188	55.385	43.898999999999994	57.297	12.373	1.764	1.932	1.8780000000000001	39.268	59.473	42.275	55.248000000000005	14.395	1.601	1.79	1.557	38.363	60.254	43.913000000000004	49.015	14.966	1.395	1.6119999999999999	1.662	1.584	3.47	13.35	1.807	25.516	2.276	2.155	1.8259999999999998	2.3480000000000003	11.517999999999999	2.0780000000000003	24.339000000000002	2.188	1.829	2.045	2.274	2.5789999999999997	2.043	17.913	1.902
53.17499	1.462	39.387	55.327	43.865	57.35	12.119000000000002	1.675	2.448	1.973	38.895	59.373999999999995	42.298	55.243	14.505999999999998	1.6540000000000001	1.551	1.7109999999999999	37.724000000000004	60.527	43.79	49.17	15.392999999999999	1.621	1.916	1.382	1.6119999999999999	3.428	13.522	1.859	25.953000000000003	2.123	1.9409999999999998	1.788	2.4859999999999998	11.2	1.81	23.855	1.973	1.8769999999999998	2.037	2.295	2.198	2.0069999999999997	18.102999999999998	1.8880000000000001
53.34175	1.8840000000000001	39.521	55.702	44.028	57.669	12.312999999999999	1.86	2.028	2.281	39.488	59.552	42.347	55.159	14.530999999999999	1.9269999999999998	1.767	1.511	38.262	60.533	43.81	48.82	15.217	1.3459999999999999	1.673	1.5	1.175	3.358	13.372	1.642	26.015	2.311	2.217	1.861	2.356	11.165999999999999	1.709	24.031	1.7009999999999998	1.46	2.282	2.339	2.1830000000000003	2.425	17.9	1.992
53.50845	1.923	39.185	55.673	44.038000000000004	57.608999999999995	12.033	1.646	2.793	2.319	39.5	59.662	42.413000000000004	55.243	14.707	1.6540000000000001	1.868	1.48	38.559	60.614	43.761	49.401	15.969000000000001	1.506	1.57	1.411	1.4969999999999999	3.255	13.55	1.859	25.895	2.238	1.855	2.306	2.4290000000000003	11.287	1.81	24.085	2.405	1.963	1.95	2.381	2.256	2.266	17.757	2.119
53.67512	1.625	39.78	55.788999999999994	44.173	58.073	12.975999999999999	2.004	1.913	1.7619999999999998	39.113	59.638000000000005	42.26	55.361000000000004	15.222999999999999	1.8119999999999998	1.422	1.597	38.637	60.678000000000004	43.983000000000004	49.137	15.332	1.548	1.558	1.413	1.348	3.301	13.718	1.9880000000000002	26.159000000000002	2.34	1.9580000000000002	1.861	2.356	11.482999999999999	1.911	24.55	2.4219999999999997	1.777	2.138	2.339	2.298	2.022	17.987000000000002	2.049
53.84177	2.009	39.602	55.99100000000001	44.283	57.901	12.495999999999999	1.953	2.006	2.378	38.905	59.986999999999995	42.313	55.303999999999995	14.918	1.732	1.775	1.44	38.400999999999996	60.738	44.123000000000005	49.222	15.777000000000001	1.641	1.422	1.3419999999999999	1.561	3.3960000000000004	13.932	1.736	26.175	2.2319999999999998	2.225	2.2430000000000003	2.7960000000000003	11.494000000000002	2.928	24.508000000000003	2.084	1.641	2.2319999999999998	2.231	2.2769999999999997	2.173	18.087	2.144
54.00837	1.8659999999999999	39.646	56.393	44.297	57.638000000000005	12.321	1.675	2.102	1.6569999999999998	39.068000000000005	59.979	42.385	55.243	14.765	1.999	1.695	1.538	38.415	60.815	43.934	48.968999999999994	15.825	1.3619999999999999	1.743	1.67	1.324	4.177	13.435	1.859	26.154	2.1519999999999997	1.797	1.845	2.314	11.719000000000001	1.867	24.546	1.973	1.704	2.037	2.641	2.256	2.237	18.535	2.032
54.1752	1.8259999999999998	39.736999999999995	56.251000000000005	44.101000000000006	58.048	12.806	1.9369999999999998	2.0180000000000002	2.195	39.21	60.136	42.824	55.537	14.857000000000001	1.6880000000000002	2.511	1.702	38.334	61.12	44.317	49.131	16.062	1.452	1.756	1.662	1.642	3.412	13.783	2.4419999999999997	26.238000000000003	2.102	2.04	2.577	2.377	11.604000000000001	2.28	24.511999999999997	2.505	1.57	2.045	2.332	1.857	2.303	18.865	2.017
54.34176	2.115	39.521	56.106	44.461000000000006	58.13	13.034	2.927	2.1719999999999997	2.5980000000000003	39.632	60.157	42.663999999999994	55.476000000000006	15.165	1.8119999999999998	2.7760000000000002	2.2030000000000003	38.637	61.023	44.32899999999999	49.397	15.850999999999999	1.548	1.5	1.2690000000000001	1.607	3.7039999999999997	13.978	2.1319999999999997	26.764	2.253	1.785	1.8030000000000002	2.7889999999999997	12.319	1.911	24.405	2.076	2.123	2.138	2.425	2.471	2.281	18.967	2.165
54.50837	2.533	39.556999999999995	56.294	44.583999999999996	58.20399999999999	13.05	1.755	2.2680000000000002	2.123	39.695	60.176	42.787	55.521	15.155	1.735	1.692	1.361	38.211999999999996	61.071999999999996	44.222	49.754	15.956	1.5290000000000001	2.032	1.725	1.4509999999999998	3.054	14.110999999999999	1.653	26.789	2.4090000000000003	1.97	1.8719999999999999	2.799	11.904000000000002	2.009	24.833000000000002	1.973	1.5290000000000001	2.437	2.407	2.136	2.292	18.642	2.0909999999999997
54.6752	2.101	39.571	56.292	44.424	57.739	12.787	1.9369999999999998	1.817	1.7480000000000002	39.251999999999995	60.167	42.714	55.833999999999996	15.145999999999999	1.83	1.555	1.401	38.744	61.004	44.378	49.443000000000005	16.062	1.7690000000000001	1.632	1.909	1.33	3.5189999999999997	14.161	1.8619999999999999	26.651999999999997	2.386	1.916	2.281	2.49	12.128	2.1590000000000003	24.439	2.035	1.9669999999999999	2.674	3.0189999999999997	2.374	2.414	18.686	2.065
54.8419	2.504	39.673	56.376999999999995	44.236000000000004	57.707	13.302	2.522	2.0	2.467	39.27	60.36	42.898999999999994	55.658	15.366	1.6369999999999998	1.6769999999999998	1.528	38.441	61.081	44.246	48.989	16.137999999999998	1.5759999999999998	1.521	1.6030000000000002	1.814	3.148	14.183	1.87	26.026	2.364	1.777	2.373	2.383	11.862	2.2230000000000003	24.476999999999997	2.556	1.598	2.162	2.478	2.066	2.162	18.903	2.04
55.00859	1.798	39.521	56.711000000000006	44.748999999999995	58.015	12.774000000000001	1.6869999999999998	1.913	2.454	39.199	60.157	42.923	55.879	15.885	2.013	1.681	1.742	38.55	61.225	44.272	49.108000000000004	16.11	1.462	1.587	1.5	1.376	3.4739999999999998	14.093	1.8730000000000002	26.678	2.224	2.015	2.552	2.616	11.713	2.862	24.750999999999998	2.162	1.979	2.772	2.425	2.2119999999999997	2.166	18.88	2.165
55.17511	1.9369999999999998	39.595	56.696000000000005	44.449	58.375	13.315999999999999	2.116	2.025	2.19	39.563	60.66	42.997	55.98	15.591	2.529	1.965	1.82	38.596	61.468	44.605	49.527	16.075	1.6019999999999999	1.8130000000000002	1.694	1.284	3.2680000000000002	14.692	1.956	26.351999999999997	2.307	2.0980000000000003	2.116	2.497	12.169	2.08	24.656999999999996	2.072	2.205	2.1919999999999997	2.508	2.353	2.248	19.075	2.16
55.34193	1.625	39.78	56.913000000000004	44.748999999999995	58.13	13.408	1.9469999999999998	1.942	2.252	39.400999999999996	60.503	43.067	55.995	15.453	2.273	1.883	1.511	38.896	61.542	44.589	49.8	16.629	1.98	1.76	1.932	1.693	3.387	14.352	2.046	26.706	2.484	2.131	1.8030000000000002	2.443	12.261	1.796	24.982	2.076	1.6909999999999998	1.85	2.6839999999999997	2.356	2.166	18.909000000000002	2.251
55.50848	1.87	39.571	56.955	44.424	58.258	13.017000000000001	1.9080000000000001	2.1919999999999997	2.151	39.281	60.57	43.203	56.093999999999994	15.607000000000001	1.801	2.102	1.7469999999999999	38.773	61.43600000000001	44.638000000000005	49.413999999999994	16.695999999999998	1.682	1.9780000000000002	1.505	1.5319999999999998	3.634	14.133	1.805	26.566	2.501	2.003	2.137	2.864	12.300999999999998	1.784	25.217	1.9769999999999999	1.621	2.444	2.472	2.374	2.241	19.752	2.065
55.67533	2.0	39.852	56.824	44.445	57.925	13.289000000000001	1.899	2.009	1.906	39.16	60.608999999999995	43.08	55.99100000000001	15.904000000000002	1.791	1.659	1.724	38.881	61.358999999999995	44.283	49.403	16.676	1.528	1.7919999999999998	1.281	1.514	3.535	14.489	2.14	26.713	2.231	2.1919999999999997	3.0469999999999997	2.6519999999999997	12.139000000000001	1.975	24.76	2.022	1.7819999999999998	2.116	2.633	2.105	2.316	18.924	2.197
55.84185	1.6059999999999999	39.876	56.94	44.527	58.185	13.502	1.9340000000000002	2.275	2.002	39.586	60.81399999999999	43.22	56.453	16.003	1.6540000000000001	1.868	1.3940000000000001	38.387	61.678999999999995	44.625	49.343	16.171	1.535	1.6569999999999998	1.642	1.324	3.198	14.674000000000001	1.8880000000000001	26.73	2.21	2.085	1.672	2.602	12.468	2.04	25.324	1.858	1.761	2.094	2.497	2.083	2.151	19.111	1.8019999999999998
56.00856	1.794	39.869	57.299	44.894	58.37	13.082	2.154	2.2359999999999998	2.246	39.667	60.766000000000005	43.096000000000004	56.148999999999994	15.667	1.874	1.77	1.889	38.696	61.602	44.788999999999994	49.361000000000004	16.871	1.5830000000000002	1.702	1.3880000000000001	1.768	3.502	14.482000000000001	1.8769999999999998	27.079	2.227	2.073	2.208	2.562	12.219000000000001	2.029	25.125999999999998	1.931	2.124	1.9969999999999999	2.543	2.504	2.342	19.55	2.135
56.17524	2.485	39.754	57.24100000000001	44.98	58.485	13.082	1.982	2.064	2.131	39.84	60.93899999999999	43.183	56.43600000000001	15.84	1.8159999999999998	1.9140000000000001	1.515	38.782	61.803999999999995	44.903999999999996	49.908	16.784000000000002	1.6119999999999999	1.558	1.3019999999999998	1.739	3.185	14.914000000000001	1.8769999999999998	27.079	2.285	2.245	1.776	2.505	12.190999999999999	1.77	25.212	2.133	2.095	2.083	2.457	2.188	2.428	19.694000000000003	2.5380000000000003
56.34193	2.254	40.114000000000004	57.042	44.794	58.288000000000004	13.605	2.03	1.939	2.363	39.534	61.178999999999995	43.31399999999999	56.354	16.167	1.895	1.6769999999999998	1.734	38.855	61.93	44.835	49.643	16.824	1.43	1.554	1.665	1.3419999999999999	3.7289999999999996	14.923	1.956	27.101	2.509	1.953	2.231	2.526	12.052999999999999	1.965	25.147	2.072	2.234	2.1919999999999997	2.565	2.18	2.537	19.738	2.3040000000000003
56.50865	1.679	39.580999999999996	57.24100000000001	44.923	58.398999999999994	13.485	2.097	2.006	2.16	39.552	60.852	43.24	56.43600000000001	16.358	1.874	1.9140000000000001	1.515	38.638000000000005	61.803999999999995	44.903999999999996	49.706	17.215999999999998	1.9280000000000002	1.6159999999999999	1.273	1.768	3.444	14.626	2.05	26.964000000000002	2.314	2.102	1.92	2.6489999999999996	12.622	2.2880000000000003	25.125999999999998	2.104	1.8359999999999999	2.4859999999999998	2.485	2.188	2.255	19.953	2.048
56.67533	2.484	40.171	57.29600000000001	44.763000000000005	58.452	13.539000000000001	1.818	2.332	2.217	39.57	60.986999999999995	43.425	56.25899999999999	16.03	1.681	1.7480000000000002	1.555	38.91	61.821999999999996	44.82899999999999	49.137	16.975	1.419	1.6769999999999998	2.031	1.445	3.391	14.675999999999998	2.373	27.171999999999997	2.378	2.048	1.7530000000000001	2.311	12.673	2.006	25.249000000000002	1.935	1.899	1.9169999999999998	2.549	2.484	2.204	19.162	2.282
56.84202	1.751	39.92	57.542	44.713	58.266999999999996	13.699000000000002	2.173	2.0540000000000003	2.8930000000000002	39.546	61.121	43.376000000000005	56.477	16.079	1.864	1.932	1.7790000000000001	38.688	61.928000000000004	44.924	49.091	17.023	1.4	1.689	1.508	1.405	3.1439999999999997	14.637	1.867	26.938000000000002	2.13	1.83	2.455	2.667	12.806	2.305	25.533	2.005	1.594	2.187	2.388	2.609	2.33	19.528	2.525
57.0086	2.053	40.474000000000004	57.5	45.181999999999995	58.398999999999994	13.744000000000002	1.751	2.265	2.074	39.84	61.111000000000004	43.498999999999995	56.608999999999995	16.358	1.989	1.828	1.975	38.552	61.976000000000006	45.135	49.879	16.583	1.3530000000000002	1.6440000000000001	2.338	1.681	3.531	15.345999999999998	2.51	27.079	2.227	2.073	1.92	2.821	12.104000000000001	2.46	24.925	2.0469999999999997	1.663	2.198	2.485	2.533	2.658	19.608	2.02
57.17542	2.086	40.054	57.63	45.021	58.213	13.75	2.244	2.0669999999999997	2.2230000000000003	39.765	61.214	43.425	56.711000000000006	16.307000000000002	1.8769999999999998	1.9180000000000001	1.81	38.909	62.108000000000004	45.147	49.835	16.964000000000002	1.528	1.735	1.712	1.227	3.535	14.978	1.9380000000000002	26.8	2.289	2.278	2.4419999999999997	2.825	12.800999999999998	1.86	25.307	2.367	2.185	1.857	2.575	2.191	2.345	20.047	2.369
57.34204	2.029	40.413000000000004	57.684	45.206	58.467	13.745999999999999	1.9080000000000001	1.962	2.222	39.638000000000005	61.261	43.466	56.85	16.583	1.857	1.9240000000000002	1.649	38.923	62.24	45.158	49.638999999999996	17.269000000000002	1.423	1.94	1.78	2.314	3.7689999999999997	15.487	1.7730000000000001	27.18	2.468	1.966	2.188	2.717	12.449000000000002	2.01	25.229	2.026	1.931	2.0069999999999997	2.524	2.315	2.323	19.658	2.43
57.50871	2.576	40.313	57.888999999999996	45.395	58.413999999999994	13.835999999999999	1.899	1.837	2.2230000000000003	39.592	61.214	43.742	56.451	16.364	1.791	1.9180000000000001	1.724	38.736999999999995	62.367	45.09	49.806000000000004	17.136	1.5859999999999999	1.879	1.396	1.6869999999999998	3.42	15.439	1.9669999999999999	27.49	3.2960000000000003	2.336	2.356	2.5660000000000003	13.147	2.032	25.278000000000002	2.051	1.926	2.6630000000000003	2.374	2.4219999999999997	2.144	19.989	2.1390000000000002
