	MG1655-1	PUTR3-1_1	PUTR4-3_1	PUTR5-6_1	PUTR7-7_1	PUTR8-10_1	proV-1	cspC-1	MG1655-2	PUTR3-1_2	PUTR4-3_2	PUTR5-6_2	PUTR7-7_2	PUTR8-10_2	proV-2	cspC-2	MG1655-3	PUTR3-1_3	PUTR4-3_3	PUTR5-6_3	PUTR7-7_3	PUTR8-10_3	proV-3	cspC-3	ptsP-1	wbbK-1	proV_cspC-1	proV_nagC-1	proV_ptsP-1	proV_wbbK-1	proV_ptsP_wbbK-1	proV_ptsP_nagC-1	ptsP-2	wbbK-2	proV_cspC-2	proV_nagC-2	proV_ptsP-2	proV_wbbK-2	proV_ptsP_wbbK-2	proV_ptsP_nagC-2	ptsP-3	wbbK-3	proV_cspC-3	proV_nagC-3	proV_ptsP-3	proV_wbbK-3	proV_ptsP_wbbK-3	proV_ptsP_nagC-3
15.33992	0.682	2.7539999999999996	9.277000000000001	6.787999999999999	7.848	10.884	0.679	0.753	1.188	2.526	8.677999999999999	7.095	6.875	12.054	0.7070000000000001	0.951	0.82	2.182	7.936	6.396	6.728	10.886	0.863	0.912	0.8109999999999999	0.898	0.8340000000000001	1.091	0.546	0.971	0.737	0.47600000000000003	0.6629999999999999	0.856	0.887	1.016	0.531	0.9790000000000001	0.568	0.33299999999999996	0.8170000000000001	0.993	0.833	0.703	0.506	0.42200000000000004	0.73	0.867
15.50669	0.6890000000000001	2.8139999999999996	9.248	7.138999999999999	8.175	11.616	0.607	0.736	1.2770000000000001	2.695	8.916	7.202000000000001	7.121	12.349	0.715	0.93	0.935	2.27	8.424	6.862	7.031000000000001	11.809000000000001	0.8170000000000001	0.867	0.7609999999999999	0.958	0.759	1.124	0.5820000000000001	0.95	0.728	0.537	0.642	0.917	0.784	1.073	0.5379999999999999	0.823	0.521	0.341	0.716	0.8909999999999999	0.831	0.677	0.45399999999999996	0.39899999999999997	0.765	0.74
15.67339	0.7809999999999999	3.2880000000000003	9.834	7.372000000000001	8.597000000000001	12.175999999999998	0.561	0.826	1.205	2.951	9.342	7.516	7.434	13.672	0.725	0.941	0.8640000000000001	2.444	8.629	6.684	7.4239999999999995	12.287	0.6629999999999999	0.958	0.772	0.887	0.769	1.1340000000000001	0.537	1.015	0.746	0.575	0.5710000000000001	0.8190000000000001	0.794	1.004	0.439	0.7509999999999999	0.47700000000000004	0.405	0.8079999999999999	0.82	0.6829999999999999	0.6629999999999999	0.303	0.32899999999999996	0.639	0.695
15.84005	0.757	3.26	10.141	7.46	8.828	13.104000000000001	0.736	0.757	1.3159999999999998	3.14	10.176	7.6610000000000005	7.909	14.347999999999999	0.6759999999999999	0.807	0.919	2.609	9.262	7.11	7.85	13.322000000000001	0.889	0.8590000000000001	0.905	0.914	0.6920000000000001	1.163	0.625	0.992	0.9009999999999999	0.524	0.574	0.877	0.8220000000000001	1.025	0.469	0.836	0.562	0.276	0.76	0.9309999999999999	0.6920000000000001	0.598	0.324	0.436	0.589	0.65
16.00673	0.9229999999999999	3.6189999999999998	10.784	7.667999999999999	9.331	14.239	0.653	0.701	1.239	3.3369999999999997	10.394	8.112	8.168	15.297	0.6779999999999999	0.838	0.924	2.885	9.661	7.23	8.16	14.132	0.8079999999999999	0.94	0.831	0.9470000000000001	0.831	1.3030000000000002	0.5720000000000001	1.022	0.765	0.609	0.632	0.907	0.9359999999999999	1.143	0.527	0.785	0.5920000000000001	0.304	0.87	0.935	0.708	0.718	0.442	0.38799999999999996	0.51	0.758
16.1734	0.72	3.818	11.184000000000001	7.77	9.981	15.312000000000001	0.619	0.695	1.2790000000000001	3.4539999999999997	10.592	8.162	8.898	15.985999999999999	0.6659999999999999	0.9590000000000001	0.9079999999999999	2.7880000000000003	9.926	6.935	8.543	14.96	0.7709999999999999	0.9309999999999999	0.703	0.903	0.7909999999999999	1.179	0.616	0.9540000000000001	0.855	0.65	0.672	0.84	0.73	1.013	0.45899999999999996	0.772	0.49700000000000005	0.348	0.75	0.813	0.65	0.585	0.312	0.344	0.498	0.722
16.34011	0.8690000000000001	4.109	11.545	7.723	10.690999999999999	15.815999999999999	0.599	0.8909999999999999	1.239	3.826	11.046	8.221	9.038	17.255	0.705	0.892	1.006	3.103	10.395	7.475	9.003	15.764000000000001	0.89	0.9670000000000001	0.858	1.028	0.722	1.3030000000000002	0.599	1.131	0.71	0.69	0.632	0.9890000000000001	0.8540000000000001	1.143	0.364	0.948	0.674	0.386	0.87	1.0170000000000001	0.735	0.718	0.38799999999999996	0.47	0.6729999999999999	0.758
16.50684	0.736	4.221	11.877	8.163	11.130999999999998	16.855999999999998	0.602	0.894	1.27	4.102	11.977	8.58	9.532	18.485	0.6809999999999999	1.005	0.9279999999999999	3.406	10.591	7.778	9.742	16.667	1.001	0.861	0.78	0.95	0.8340000000000001	1.307	0.7390000000000001	1.188	0.879	0.47600000000000003	0.635	0.883	0.804	1.228	0.504	0.897	0.541	0.33399999999999996	0.846	1.02	0.713	0.75	0.446	0.392	0.6759999999999999	0.7340000000000001
16.67355	0.764	4.543	12.595	8.637	11.687999999999999	17.975	0.715	0.899	1.296	4.4510000000000005	12.333	8.675	9.846	19.465	0.818	0.868	0.899	3.5389999999999997	11.335999999999999	8.151	10.112	18.058	0.6779999999999999	0.946	0.804	0.975	0.807	1.4140000000000001	0.5770000000000001	1.025	0.804	0.585	0.662	0.965	0.748	1.1420000000000001	0.5579999999999999	0.87	0.433	0.309	0.848	1.02	0.8370000000000001	0.715	0.359	0.36200000000000004	0.677	0.71
16.84024	0.818	4.978	13.247	8.908999999999999	12.747	18.898	0.66	0.79	1.486	4.668	12.578	9.463	10.661	21.094	0.818	0.868	0.98	3.783	11.933	8.205	10.547	18.791	0.895	0.865	0.885	1.057	0.6990000000000001	1.4140000000000001	0.55	1.08	0.804	0.531	0.743	0.938	0.748	1.196	0.503	0.924	0.514	0.309	0.902	0.993	0.674	0.688	0.332	0.444	0.758	0.71
17.00684	0.9	5.261	13.335999999999999	8.885	13.569	19.928	0.706	0.862	1.27	4.9510000000000005	13.228	9.683	11.588	22.27	0.7340000000000001	0.951	0.9840000000000001	4.0889999999999995	12.376	8.44	11.222999999999999	20.257	0.836	0.9940000000000001	0.9470000000000001	1.1159999999999999	0.861	1.554	0.628	1.1340000000000001	0.655	0.639	0.6629999999999999	1.101	0.8320000000000001	1.3430000000000002	0.47700000000000004	0.925	0.568	0.442	0.953	1.048	0.779	0.703	0.588	0.503	0.621	0.84
17.17363	0.828	5.627000000000001	14.634	9.474	14.158	21.691999999999997	0.687	0.815	1.39	5.318	13.548	9.943999999999999	11.795	23.737	0.8809999999999999	0.9620000000000001	1.077	4.5089999999999995	12.610999999999999	9.026	11.865	21.776999999999997	0.763	0.9209999999999999	0.8220000000000001	1.127	0.8440000000000001	1.483	0.6920000000000001	1.171	1.1640000000000001	0.677	0.564	1.002	0.816	1.355	0.48700000000000004	1.099	0.551	0.506	0.909	1.14	0.7120000000000001	0.879	0.518	0.569	0.713	0.9309999999999999
17.34018	1.046	5.9	15.261	9.501	15.439	22.646	0.687	0.925	1.444	5.372000000000001	14.174000000000001	10.462	12.475999999999999	25.154	0.826	1.043	1.131	4.755	13.210999999999999	9.271	12.628	23.003	0.927	0.976	0.8220000000000001	1.045	0.871	1.51	0.774	1.253	0.782	0.758	0.6729999999999999	1.002	0.898	1.355	0.623	1.071	0.551	0.451	0.909	1.0859999999999999	0.875	0.7979999999999999	0.518	0.433	0.659	0.794
17.50699	0.8759999999999999	6.382000000000001	15.875	10.008	16.49	23.695	0.682	0.8640000000000001	1.464	6.045	15.222999999999999	10.56	13.446	26.581999999999997	0.792	1.036	1.069	4.937	13.935	9.561	13.217	24.351	0.866	1.051	0.8959999999999999	1.2009999999999998	0.674	1.585	0.631	1.246	0.825	0.561	0.721	1.023	0.809	1.374	0.616	1.01	0.5720000000000001	0.581	0.902	1.079	0.865	0.762	0.51	0.507	0.7879999999999999	0.7609999999999999
17.67361	0.893	6.777	16.647000000000002	10.509	17.724	24.489	0.619	0.9109999999999999	1.508	6.522	16.128	11.115	14.192	27.593000000000004	0.782	0.998	1.194	5.17	14.189	9.602	14.127	25.962	0.9109999999999999	0.961	0.858	1.136	0.8270000000000001	1.574	0.54	1.399	0.97	0.66	0.71	1.094	0.88	1.443	0.47	1.0	0.616	0.353	0.9740000000000001	0.878	0.742	0.7759999999999999	0.33399999999999996	0.442	0.642	0.752
17.84032	0.9540000000000001	7.059	17.477	10.765	18.499000000000002	25.839000000000002	0.624	0.943	1.379	6.776	16.796	11.399000000000001	15.13	28.781	0.7340000000000001	0.7879999999999999	1.147	5.505	14.773	10.047	14.874	27.366999999999997	0.863	0.885	0.865	1.143	0.67	1.581	0.601	1.216	0.846	0.47600000000000003	0.6629999999999999	1.0190000000000001	0.805	1.4240000000000002	0.47700000000000004	1.088	0.623	0.33299999999999996	0.981	0.993	0.6970000000000001	0.757	0.397	0.449	0.703	0.7040000000000001
18.00696	1.05	7.513	18.293	11.033	19.916	27.398000000000003	0.581	0.873	1.475	7.312	16.281	12.212	15.725999999999999	29.66	0.802	0.938	1.162	5.931	15.507	10.53	15.96	28.873	0.7659999999999999	0.897	0.826	1.131	0.711	1.65	0.47700000000000004	1.2570000000000001	0.925	0.516	0.513	1.088	0.765	1.4409999999999998	0.49	1.102	0.637	0.345	1.048	1.089	0.6890000000000001	0.775	0.441	0.46399999999999997	0.662	0.6609999999999999
18.17371	0.924	8.072000000000001	18.831	11.677999999999999	21.381999999999998	28.377	0.726	0.9359999999999999	1.54	7.926	17.721	12.257	16.973	29.96	0.757	1.139	1.173	6.216	16.371	10.652999999999999	16.932000000000002	29.962	0.748	0.9059999999999999	0.81	1.169	0.6940000000000001	1.6059999999999999	0.541	1.321	1.107	0.499	0.523	1.125	0.858	1.5619999999999998	0.473	1.167	0.5920000000000001	0.382	0.976	1.099	0.649	0.7879999999999999	0.344	0.475	0.645	0.725
18.34037	1.07	8.932	19.615	12.16	22.659000000000002	29.194000000000003	0.735	0.9440000000000001	1.632	8.213	18.727	12.710999999999999	18.302	30.396	0.767	1.041	1.266	6.8020000000000005	17.373	11.350999999999999	18.07	31.08	0.894	0.997	0.767	1.18	0.7040000000000001	1.754	0.633	1.4140000000000001	1.125	0.619	0.588	1.19	0.787	1.493	0.593	1.041	0.575	0.364	0.986	1.11	0.664	0.746	0.465	0.486	0.764	0.7340000000000001
18.50708	1.129	9.167	20.607	12.487	23.628	29.735	0.7609999999999999	0.997	1.528	8.912	19.48	13.174000000000001	19.238	30.805	0.769	1.155	1.272	7.224	18.281	11.642999999999999	19.084	31.325	1.004	1.024	0.884	1.296	0.7609999999999999	1.814	0.6609999999999999	1.472	0.879	0.731	0.784	1.249	0.8740000000000001	1.6669999999999998	0.597	1.209	0.606	0.502	1.179	1.196	0.68	0.758	0.475	0.52	0.685	0.7609999999999999
18.67369	1.2930000000000001	9.96	22.055999999999997	13.198	23.6	29.680999999999997	0.6509999999999999	1.079	1.6640000000000001	9.76	20.738000000000003	14.186	20.851	31.296999999999997	0.851	1.1	1.436	7.662000000000001	18.609	12.6	20.67	31.325	0.894	1.1059999999999999	0.884	1.35	0.7340000000000001	1.814	0.607	1.472	1.125	0.731	0.7020000000000001	1.167	0.9009999999999999	1.6669999999999998	0.679	1.318	0.634	0.33799999999999997	1.097	1.141	0.789	0.84	0.475	0.493	0.794	0.7609999999999999
18.8405	1.026	10.913	22.776999999999997	13.625	23.801	30.339000000000002	0.716	1.062	1.67	10.357999999999999	21.180999999999997	14.886	22.583000000000002	31.57	0.777	1.133	1.3319999999999999	7.962000000000001	19.523	12.841	21.558000000000003	31.462	0.985	1.006	0.9159999999999999	1.355	0.741	1.929	0.669	1.5330000000000001	0.898	0.711	0.6809999999999999	1.228	0.934	1.669	0.522	1.3519999999999999	0.586	0.319	0.996	1.175	0.8420000000000001	0.841	0.395	0.607	0.774	0.797
19.00721	1.091	11.804	23.073	14.245	22.73	30.857	0.807	1.207	1.681	10.811	22.517	15.78	23.016	31.898000000000003	0.9229999999999999	1.062	1.3430000000000002	8.496	20.583000000000002	13.048	23.054000000000002	31.489	1.0759999999999998	1.015	0.7909999999999999	1.3659999999999999	0.7240000000000001	1.858	0.652	1.517	0.861	0.639	0.691	1.129	0.863	1.818	0.5870000000000001	1.389	0.6779999999999999	0.41100000000000003	0.9229999999999999	1.0490000000000002	0.8290000000000001	0.8270000000000001	0.408	0.509	0.784	0.752
19.17372	1.057	11.804	23.679000000000002	14.809000000000001	22.793000000000003	31.205	0.6409999999999999	1.042	1.7	11.331	22.732	15.850999999999999	23.103	32.187	0.809	1.218	1.469	9.185	21.601	13.731	23.499000000000002	31.508000000000003	0.8540000000000001	1.012	0.8340000000000001	1.329	0.69	1.903	0.62	1.564	0.773	0.605	0.602	1.285	0.99	1.558	0.47	1.327	0.507	0.35200000000000004	0.973	1.178	0.726	0.8109999999999999	0.36700000000000005	0.444	0.723	0.64
19.34048	1.3230000000000002	12.519	24.625999999999998	15.749	22.838	31.668000000000003	0.659	1.0590000000000002	1.749	12.565	23.985	17.174	23.066999999999997	32.762	0.91	1.157	1.4369999999999998	9.732999999999999	22.656999999999996	14.392000000000001	24.116999999999997	31.971999999999998	0.9	1.084	0.83	1.433	0.792	1.952	0.6659999999999999	1.694	0.728	0.598	0.705	1.2790000000000001	0.8490000000000001	1.7469999999999999	0.573	1.375	0.61	0.48	1.156	1.117	0.81	0.755	0.528	0.5489999999999999	0.743	0.794
19.50723	1.258	13.867	24.302	16.275	22.951999999999998	32.078	0.868	1.1320000000000001	1.7380000000000002	13.694	24.368000000000002	17.836	22.526	33.17	0.764	1.146	1.426	10.509	22.688000000000002	15.139000000000001	24.068	32.436	0.863	1.103	0.845	1.504	0.728	2.023	0.7390000000000001	1.656	0.9009999999999999	0.615	0.7490000000000001	1.296	0.838	1.871	0.562	1.4469999999999998	0.5720000000000001	0.47	1.146	1.2429999999999999	0.632	0.878	0.5429999999999999	0.537	0.733	0.785
19.67388	1.2690000000000001	14.807	25.564	16.952	23.033	32.452	0.654	1.136	1.777	13.977	24.877	18.65	22.363000000000003	33.685	0.855	1.24	1.4669999999999999	10.757	23.949	15.532	23.74	33.221	1.062	1.136	0.943	1.518	0.846	2.146	0.61	1.722	0.885	0.57	0.65	1.334	0.905	1.835	0.628	1.376	0.7190000000000001	0.396	1.1	1.2	0.8490000000000001	0.845	0.506	0.524	0.77	0.8190000000000001
19.84061	1.18	15.811	25.811999999999998	17.701	23.287	32.933	0.789	1.19	1.7690000000000001	14.982999999999999	25.741999999999997	19.344	22.642	34.135	0.8490000000000001	1.287	1.6480000000000001	11.661	24.634	16.564	23.092	33.946	0.894	1.078	0.904	1.59	0.813	2.109	0.633	1.7690000000000001	0.9890000000000001	0.6729999999999999	0.698	1.436	0.9229999999999999	1.875	0.648	1.505	0.821	0.446	1.068	1.246	0.8270000000000001	0.965	0.43799999999999994	0.596	0.818	0.816
20.00725	1.297	16.639	25.893	19.577	23.526	33.464	0.818	1.1640000000000001	2.024	16.794	26.135	20.756	23.183000000000003	34.725	0.937	1.24	1.795	12.234000000000002	25.289	16.980999999999998	23.576	34.452	0.925	1.054	0.888	1.6269999999999998	0.8190000000000001	2.201	0.747	1.859	1.186	0.735	0.705	1.4709999999999999	0.96	1.999	0.628	1.54	0.774	0.478	1.183	1.227	0.794	0.872	0.506	0.715	0.77	0.9009999999999999
20.17385	1.548	16.741	25.588	20.073	23.53	33.986999999999995	0.696	1.042	1.973	17.631	25.787	21.906	22.857	35.16	0.89	1.2990000000000002	1.66	13.249	25.938000000000002	18.367	23.39	34.89	0.8	0.985	0.807	1.629	0.718	2.312	0.7020000000000001	1.9180000000000001	1.128	0.687	0.738	1.367	0.9359999999999999	1.885	0.6609999999999999	1.518	0.725	0.461	1.082	1.232	0.8079999999999999	0.9740000000000001	0.449	0.69	0.805	0.64
20.34064	1.55	18.977999999999998	25.389	21.234	23.869	34.604	0.934	1.1420000000000001	1.976	18.34	25.77	22.823	22.898000000000003	35.812	1.053	1.3840000000000001	1.7209999999999999	14.187999999999999	26.619	19.319000000000003	23.618000000000002	35.374	0.904	1.197	0.951	1.7169999999999999	0.7709999999999999	2.291	0.835	1.8659999999999999	0.9520000000000001	0.7140000000000001	0.7390000000000001	1.505	0.912	2.008	0.607	1.63	0.617	0.485	0.943	1.3159999999999998	0.777	0.9359999999999999	0.514	0.6679999999999999	0.695	0.77
20.50733	1.433	19.566	26.385	22.039	24.1	35.159	0.764	1.219	2.051	19.83	27.065	23.874000000000002	23.183000000000003	36.475	0.9640000000000001	1.3769999999999998	1.713	14.477	27.066999999999997	19.908	23.658	35.902	1.0070000000000001	1.136	0.888	1.71	0.737	2.283	0.61	1.886	1.104	0.653	0.815	1.4980000000000002	0.96	1.944	0.6	1.6219999999999999	0.528	0.396	1.046	1.2819999999999998	0.8490000000000001	0.872	0.424	0.6609999999999999	0.715	0.983
20.6739	1.528	21.068	26.133000000000003	22.69	24.151999999999997	35.64	0.807	1.125	2.036	20.649	25.633000000000003	25.180999999999997	23.535	36.954	0.951	1.335	1.835	15.382	26.35	21.191999999999997	24.148000000000003	36.6	0.9670000000000001	1.097	0.845	1.749	0.833	2.295	0.7340000000000001	1.926	0.998	0.721	0.637	1.5659999999999998	0.863	2.092	0.614	1.7719999999999998	0.705	0.493	1.033	1.295	0.747	0.909	0.544	0.6459999999999999	0.757	0.889
20.84067	1.5390000000000001	22.594	26.131	24.846999999999998	24.01	36.271	0.815	1.298	2.184	21.819000000000003	25.961	25.48	23.695	37.504	0.9329999999999999	1.4280000000000002	1.955	16.959	26.84	22.307	24.58	37.286	0.977	1.215	0.966	1.788	0.898	2.525	0.7709999999999999	2.101	1.0979999999999999	0.813	0.7290000000000001	1.4669999999999999	1.065	2.104	0.706	1.7280000000000002	0.688	0.557	1.042	1.36	0.871	1.0859999999999999	0.584	0.657	0.767	0.898
21.00739	1.432	23.741999999999997	26.319000000000003	25.17	24.394000000000002	36.911	0.9590000000000001	1.3869999999999998	2.186	23.023000000000003	25.815	26.458000000000002	24.241	38.169000000000004	1.0190000000000001	1.485	1.901	17.57	26.151999999999997	23.430999999999997	24.39	37.705999999999996	0.955	1.248	0.857	1.8969999999999998	0.983	2.444	0.6659999999999999	2.103	0.8370000000000001	0.762	0.759	1.5519999999999998	0.93	2.129	0.682	1.84	0.664	0.45299999999999996	1.02	1.281	0.728	0.919	0.528	0.63	0.7709999999999999	0.904
21.174	1.6869999999999998	24.423000000000002	26.319000000000003	25.584	24.581	37.45	0.8240000000000001	1.334	2.2769999999999997	24.496	26.070999999999998	26.599	24.046999999999997	38.711999999999996	0.943	1.521	1.9669999999999999	19.578	26.975	24.518	24.713	38.33	1.15	1.443	0.951	1.881	0.853	2.4819999999999998	0.78	2.057	0.87	0.8240000000000001	0.7120000000000001	1.642	0.83	2.254	0.635	1.9580000000000002	0.7809999999999999	0.5670000000000001	1.271	1.371	0.804	0.853	0.569	0.723	0.777	0.907
21.34074	1.672	27.426	26.368000000000002	25.878	24.878	37.955999999999996	0.894	1.4040000000000001	2.29	26.186	26.636	26.92	24.453000000000003	39.353	0.875	1.589	1.952	20.726	26.831	25.28	24.737	38.889	0.973	1.2670000000000001	0.88	1.9480000000000002	0.812	2.6039999999999996	0.768	2.262	1.01	0.782	0.698	1.5730000000000002	0.898	2.155	0.6759999999999999	1.9709999999999999	0.7120000000000001	0.499	1.176	1.357	0.867	0.945	0.5529999999999999	0.8170000000000001	0.763	0.84
21.50745	1.785	29.485	26.295	26.68	24.995	38.513000000000005	0.897	1.4069999999999998	2.293	27.808000000000003	26.153000000000002	27.53	24.57	39.637	0.851	1.62	2.092	20.596	27.223000000000003	26.136	25.1	39.228	1.168	1.27	0.966	1.9240000000000002	0.925	2.69	0.825	2.375	1.344	0.731	0.7020000000000001	1.659	1.038	2.1590000000000003	0.679	1.9469999999999998	0.716	0.475	1.261	1.278	0.8440000000000001	0.95	0.502	0.7390000000000001	0.794	0.843
21.67414	1.76	30.596999999999998	25.746	27.355	25.022	38.876999999999995	0.795	1.469	2.322	29.604	26.224	27.769000000000002	24.678	40.108000000000004	0.992	1.594	2.092	22.976999999999997	26.725	25.805999999999997	24.964000000000002	39.754	1.064	1.412	0.9390000000000001	2.0069999999999997	0.983	2.608	0.8029999999999999	2.349	0.973	0.789	0.677	1.689	0.958	2.266	0.818	2.003	0.691	0.45299999999999996	1.238	1.499	0.892	1.055	0.61	0.794	0.907	0.8759999999999999
21.84076	1.771	32.154	26.098000000000003	27.71	25.128	39.400999999999996	0.995	1.4769999999999999	2.443	31.570999999999998	26.416	28.397	25.085	40.577	1.111	1.6869999999999998	2.077	24.175	27.079	26.459	25.643	40.251	1.374	1.339	0.8690000000000001	1.9909999999999999	0.966	2.701	0.758	2.36	1.0190000000000001	0.799	0.688	1.617	0.887	2.443	0.665	2.178	0.838	0.49	1.111	1.51	0.852	0.987	0.54	0.7240000000000001	0.835	0.831
22.00745	1.88	31.908	25.934	27.546	25.128	39.865	0.8859999999999999	1.641	2.525	33.293	26.334	28.588	25.358	40.986999999999995	0.9470000000000001	1.7690000000000001	2.241	25.24	27.406999999999996	27.195999999999998	25.752	40.606	1.046	1.5030000000000001	0.9229999999999999	2.0180000000000002	0.912	2.7560000000000002	0.758	2.497	1.265	0.9359999999999999	0.797	1.645	0.941	2.388	0.747	2.124	0.784	0.626	1.111	1.3730000000000002	0.743	0.987	0.65	0.8059999999999999	0.7809999999999999	1.077
22.17421	2.044	33.52	25.879	27.928	25.619	40.357	0.968	1.723	2.5789999999999997	33.894	25.924	29.162	25.03	41.425	1.193	1.824	2.2680000000000002	27.59	27.188000000000002	27.415	25.534000000000002	41.207	1.128	1.449	0.9229999999999999	2.155	0.966	2.7560000000000002	0.731	2.4419999999999997	1.156	0.9359999999999999	0.715	1.7269999999999999	0.9690000000000001	2.443	0.6920000000000001	2.178	0.7559999999999999	0.5720000000000001	1.193	1.455	0.9059999999999999	0.987	0.65	0.696	0.917	0.885
22.34085	1.946	32.21	25.958000000000002	28.201999999999998	25.671	40.799	1.0590000000000002	1.5959999999999999	2.7	32.748000000000005	26.143	29.271	25.546	41.895	1.094	1.835	2.334	27.67	26.284000000000002	28.151	25.912	41.869	1.247	1.4580000000000002	1.0170000000000001	2.249	0.976	2.9589999999999996	0.768	2.508	1.01	1.056	0.78	1.7919999999999998	0.98	2.565	0.785	2.353	0.8490000000000001	0.581	1.258	1.3840000000000001	1.003	1.1640000000000001	0.7170000000000001	0.8170000000000001	0.927	0.895
22.50756	2.011	32.26	26.543000000000003	28.391	25.820999999999998	41.269	0.9690000000000001	1.86	2.7089999999999996	32.577	26.25	30.198	25.694000000000003	42.278999999999996	1.054	2.063	2.397	30.785999999999998	26.92	27.968000000000004	25.680999999999997	42.281000000000006	1.182	1.585	0.97	2.283	1.045	2.885	0.784	2.573	0.882	1.069	0.7659999999999999	1.695	1.1	2.431	0.879	2.309	0.889	0.679	1.055	1.587	1.026	1.056	0.6940000000000001	0.9079999999999999	0.914	1.022
22.67431	2.095	31.685	27.006999999999998	28.796	26.498	41.604	1.036	1.71	2.741	32.251999999999995	26.465	30.414	25.993000000000002	42.513000000000005	1.0759999999999998	2.0669999999999997	2.377	33.573	27.09	28.545	26.164	42.54	1.2819999999999998	1.7109999999999999	0.978	2.374	0.9590000000000001	2.975	0.8029999999999999	2.658	1.159	1.067	0.737	1.777	0.993	2.585	0.8240000000000001	2.394	0.8320000000000001	0.617	1.294	1.423	0.92	1.0759999999999998	0.762	0.8590000000000001	0.965	0.846
22.84091	2.082	31.741	26.191	29.754	26.478	41.918	0.96	1.933	2.807	33.176	26.386	30.796	25.697	42.926	1.071	2.052	2.385	33.021	26.976	28.733	26.639	42.902	1.3630000000000002	1.63	0.9590000000000001	2.272	1.035	3.0639999999999996	0.8009999999999999	2.698	0.8640000000000001	1.058	0.728	1.902	1.0070000000000001	2.5540000000000003	0.787	2.543	0.96	0.669	1.127	1.413	0.7120000000000001	0.961	0.573	0.8420000000000001	0.8220000000000001	0.767
23.00759	2.044	31.225	26.289	29.840999999999998	26.465999999999998	42.324	1.05	2.106	2.852	32.227	26.58	31.211	26.068	43.283	1.193	2.124	2.5140000000000002	33.027	27.351999999999997	28.863000000000003	26.872	43.31100000000001	1.374	1.6130000000000002	1.005	2.483	1.157	3.139	0.867	2.77	0.855	1.018	0.797	1.945	1.105	2.634	0.774	2.5340000000000003	0.838	0.708	1.166	1.537	0.9059999999999999	1.014	0.622	0.9420000000000001	0.945	0.831
23.17435	2.274	31.663	25.875999999999998	30.088	26.518	42.713	1.0859999999999999	2.006	2.864	31.846	26.362	31.294	26.476	43.7	1.094	2.272	2.526	33.412	26.749000000000002	29.135	26.596	43.51	1.411	1.595	1.044	2.44	1.0859999999999999	3.0410000000000004	0.85	2.8360000000000003	1.037	1.028	0.78	1.874	1.1159999999999999	2.702	0.922	2.682	0.767	0.6629999999999999	1.176	1.521	0.867	1.082	0.58	0.872	1.037	0.977
23.3409	2.144	31.299	25.975	30.6	26.589000000000002	43.036	1.1740000000000002	2.039	2.926	31.865	26.818	31.15	26.493000000000002	44.133	1.21	2.198	2.698	33.266999999999996	27.011999999999997	29.508000000000003	27.076999999999998	43.998000000000005	1.253	1.82	0.943	2.448	1.011	2.9939999999999998	0.8290000000000001	2.843	0.885	1.227	0.732	1.881	1.124	2.738	0.847	2.6889999999999996	0.856	0.67	1.1	1.61	0.8759999999999999	1.036	0.67	0.9620000000000001	0.879	0.9009999999999999
23.50762	2.3819999999999997	31.401	26.809	31.059	26.958000000000002	43.476000000000006	1.189	2.136	3.0269999999999997	32.898	27.276	31.526	26.37	44.356	1.227	2.381	2.608	32.658	26.645	29.853	27.145	44.411	1.433	1.8359999999999999	0.99	2.44	1.1640000000000001	3.26	0.845	2.944	1.053	1.08	0.8320000000000001	2.063	1.087	2.677	0.8640000000000001	2.79	0.9009999999999999	0.741	1.281	1.71	0.956	1.113	0.773	1.008	0.951	0.998
23.67431	2.391	30.67	26.057	31.037	26.863000000000003	43.748000000000005	1.146	2.094	3.008	30.743000000000002	26.545	31.915	26.903000000000002	44.653	1.2919999999999998	2.444	2.67	33.021	27.313000000000002	29.836	27.541999999999998	44.708999999999996	1.4169999999999998	1.902	1.107	2.53	1.175	3.213	0.883	3.035	0.9670000000000001	1.035	0.787	1.963	1.151	2.792	0.8740000000000001	2.798	0.883	0.7240000000000001	1.183	1.692	0.794	1.091	0.67	0.9620000000000001	0.879	0.9279999999999999
23.84094	2.404	30.388	26.256	31.145	27.445999999999998	44.066	1.207	2.155	3.188	30.873	26.566	32.681	26.776999999999997	44.948	1.329	2.513	2.714	32.469	26.559	30.426	27.441	45.167	1.535	1.992	1.068	2.574	1.212	3.339	0.919	3.159	1.172	1.32	0.7709999999999999	2.003	1.274	2.841	0.831	2.923	1.004	0.76	1.219	1.649	0.738	1.167	0.6890000000000001	1.032	0.9990000000000001	1.0170000000000001
24.0077	2.682	30.89	26.264	31.813000000000002	27.756	44.406000000000006	1.319	2.322	3.1639999999999997	31.375999999999998	27.041	32.553000000000004	27.114	45.535	1.3330000000000002	2.682	2.8	32.149	27.91	30.929000000000002	27.723000000000003	45.645	1.511	1.94	1.099	2.715	1.271	3.343	1.0590000000000002	3.1630000000000003	1.0959999999999999	1.2690000000000001	0.912	2.062	1.25	2.955	0.971	3.1460000000000004	1.062	0.9279999999999999	1.222	1.653	0.853	1.1440000000000001	0.61	1.035	1.14	0.855
