	MG1655-1	PUTR3-1_1	PUTR4-3_1	PUTR5-6_1	PUTR7-7_1	PUTR8-10_1	proV-1	cspC-1	MG1655-2	PUTR3-1_2	PUTR4-3_2	PUTR5-6_2	PUTR7-7_2	PUTR8-10_2	proV-2	cspC-2	MG1655-3	PUTR3-1_3	PUTR4-3_3	PUTR5-6_3	PUTR7-7_3	PUTR8-10_3	proV-3	cspC-3	ptsP-1	wbbK-1	proV_cspC-1	proV_nagC-1	proV_ptsP-1	proV_wbbK-1	proV_ptsP_wbbK-1	proV_ptsP_nagC-1	ptsP-2	wbbK-2	proV_cspC-2	proV_nagC-2	proV_ptsP-2	proV_wbbK-2	proV_ptsP_wbbK-2	proV_ptsP_nagC-2	ptsP-3	wbbK-3	proV_cspC-3	proV_nagC-3	proV_ptsP-3	proV_wbbK-3	proV_ptsP_wbbK-3	proV_ptsP_nagC-3
6.67241	0.336	0.585	0.5710000000000001	1.34	0.8320000000000001	0.9540000000000001	0.53	0.524	0.76	0.221	0.42	1.133	0.9179999999999999	1.0590000000000002	0.309	0.63	0.499	0.23199999999999998	0.507	1.0959999999999999	0.858	1.119	0.738	0.599	0.5670000000000001	0.494	0.8959999999999999	0.606	0.502	0.679	0.897	0.212	0.37	0.483	0.755	0.389	0.34700000000000003	0.38799999999999996	0.331	0.207	0.5820000000000001	0.5379999999999999	0.63	0.371	0.259	0.207	0.358	0.363
6.83902	0.42	0.586	0.7070000000000001	1.456	1.0490000000000002	0.953	0.556	0.467	0.872	0.249	0.594	1.165	0.866	1.169	0.364	0.41600000000000004	0.449	0.205	0.6459999999999999	1.151	0.884	1.227	0.82	0.652	0.519	0.499	0.8170000000000001	0.583	0.585	0.7090000000000001	0.789	0.45899999999999996	0.401	0.513	0.787	0.451	0.29600000000000004	0.499	0.27899999999999997	0.18100000000000002	0.502	0.486	0.6459999999999999	0.409	0.295	0.10400000000000001	0.36	0.444
7.00563	0.344	0.45899999999999996	0.8540000000000001	1.558	0.953	0.805	0.409	0.513	0.848	0.285	0.336	1.11	0.9	1.2329999999999999	0.34600000000000003	0.42	0.368	0.217	0.57	1.163	0.872	1.212	0.858	0.47700000000000004	0.46	0.525	0.6859999999999999	0.47700000000000004	0.377	0.687	0.732	0.247	0.32299999999999995	0.43700000000000006	0.569	0.41600000000000004	0.354	0.342	0.23	0.08199999999999999	0.349	0.41	0.48100000000000004	0.33799999999999997	0.067	0.10099999999999999	0.312	0.24
7.1724	0.34600000000000003	0.35	1.151	1.46	0.95	1.126	0.376	0.5589999999999999	0.851	0.17600000000000002	0.514	1.253	0.955	1.232	0.318	0.45	0.428	0.268	0.5720000000000001	1.214	0.9209999999999999	1.182	0.747	0.58	0.442	0.504	0.634	0.48100000000000004	0.43	0.6890000000000001	0.617	0.222	0.462	0.41100000000000003	0.63	0.401	0.33	0.452	0.259	0.21600000000000003	0.456	0.521	0.562	0.38299999999999995	0.21600000000000003	0.299	0.34	0.371
7.33909	0.335	0.42	1.112	1.452	0.8290000000000001	0.95	0.498	0.46399999999999997	0.705	0.11	0.45399999999999996	1.271	1.026	1.3019999999999998	0.361	0.386	0.391	0.257	0.67	1.202	1.0170000000000001	1.36	0.708	0.649	0.461	0.495	0.841	0.498	0.446	0.6779999999999999	0.619	0.32	0.452	0.48200000000000004	0.8109999999999999	0.502	0.266	0.414	0.221	0.096	0.499	0.401	0.586	0.35	0.155	0.182	0.35700000000000004	0.305
7.50578	0.415	0.498	1.054	1.5959999999999999	0.986	1.133	0.38	0.45299999999999996	0.9229999999999999	0.215	0.602	1.328	1.024	1.571	0.467	0.44	0.392	0.22399999999999998	0.777	1.278	0.846	1.273	0.6759999999999999	0.642	0.522	0.498	0.7859999999999999	0.607	0.469	0.895	0.743	0.264	0.452	0.562	0.841	0.5920000000000001	0.32	0.46799999999999997	0.35700000000000004	0.201	0.467	0.537	0.418	0.337	0.138	0.24100000000000002	0.354	0.406
7.67247	0.39799999999999996	0.39799999999999996	1.063	1.444	1.022	1.087	0.44299999999999995	0.516	0.8240000000000001	0.14300000000000002	0.778	1.339	1.088	1.444	0.47600000000000003	0.451	0.45799999999999996	0.151	0.8690000000000001	1.288	1.018	1.364	0.767	0.6779999999999999	0.451	0.563	0.7959999999999999	0.536	0.424	0.659	0.652	0.27399999999999997	0.435	0.49	0.7979999999999999	0.522	0.41200000000000003	0.45	0.203	0.237	0.47700000000000004	0.547	0.514	0.40399999999999997	0.204	0.225	0.337	0.415
7.83908	0.34299999999999997	0.39799999999999996	1.173	1.69	1.022	1.196	0.552	0.598	0.8240000000000001	0.225	0.696	1.5030000000000001	1.2790000000000001	1.5530000000000002	0.42200000000000004	0.56	0.512	0.233	0.787	1.4240000000000002	1.155	1.4180000000000001	0.821	0.596	0.451	0.48100000000000004	0.632	0.563	0.342	0.687	0.7340000000000001	0.301	0.298	0.545	0.7979999999999999	0.44	0.41200000000000003	0.396	0.258	0.155	0.47700000000000004	0.519	0.6509999999999999	0.40399999999999997	0.28600000000000003	0.17	0.282	0.36
8.00582	0.474	0.257	1.631	1.732	1.046	1.167	0.606	0.679	0.953	0.193	0.545	1.358	1.246	1.521	0.444	0.635	0.368	0.23	0.863	1.339	1.044	1.469	0.9540000000000001	0.73	0.46799999999999997	0.445	0.626	0.583	0.447	0.8170000000000001	0.51	0.322	0.48200000000000004	0.43	0.652	0.455	0.32299999999999995	0.363	0.33299999999999996	0.179	0.445	0.486	0.5479999999999999	0.389	0.191	0.188	0.413	0.385
8.17254	0.365	0.39399999999999996	1.55	1.5959999999999999	0.992	1.249	0.442	0.597	0.8170000000000001	0.139	0.7909999999999999	1.548	1.328	1.521	0.47200000000000003	0.607	0.504	0.20199999999999999	1.1079999999999999	1.475	1.071	1.66	0.763	0.894	0.46799999999999997	0.445	0.762	0.611	0.447	0.708	0.701	0.35	0.428	0.457	0.68	0.537	0.32299999999999995	0.444	0.33299999999999996	0.124	0.445	0.595	0.5479999999999999	0.44299999999999995	0.273	0.26899999999999996	0.386	0.495
8.33919	0.415	0.389	1.6	1.815	1.068	1.2690000000000001	0.462	0.507	0.841	0.215	0.684	1.601	1.297	1.7890000000000001	0.467	0.522	0.502	0.22399999999999998	0.968	1.524	1.092	1.5730000000000002	0.812	0.7509999999999999	0.522	0.552	0.7859999999999999	0.5529999999999999	0.414	1.004	0.797	0.34600000000000003	0.34299999999999997	0.562	0.787	0.483	0.265	0.386	0.41200000000000003	0.11900000000000001	0.385	0.455	0.664	0.419	0.21899999999999997	0.24100000000000002	0.409	0.324
8.50591	0.47700000000000004	0.47700000000000004	1.77	1.768	1.101	1.357	0.467	0.595	0.848	0.249	0.856	1.581	1.4669999999999999	1.659	0.337	0.529	0.45399999999999996	0.14800000000000002	1.057	1.6119999999999999	1.261	1.661	0.627	0.7020000000000001	0.502	0.5870000000000001	0.6559999999999999	0.614	0.502	0.6829999999999999	0.728	0.38	0.43200000000000005	0.624	0.794	0.491	0.327	0.474	0.282	0.07	0.555	0.462	0.728	0.318	0.2	0.303	0.361	0.439
8.67264	0.382	0.384	1.8940000000000001	1.857	1.146	1.431	0.488	0.48	0.861	0.129	1.05	1.646	1.4809999999999999	1.92	0.353	0.542	0.5479999999999999	0.193	1.071	1.656	1.3619999999999999	1.705	0.836	0.83	0.5379999999999999	0.516	0.8340000000000001	0.573	0.38299999999999995	0.807	0.519	0.231	0.39	0.529	0.642	0.389	0.204	0.516	0.214	0.087	0.354	0.585	0.506	0.349	0.179	0.28600000000000003	0.158	0.24
8.83922	0.375	0.514	1.915	1.985	1.14	1.479	0.6729999999999999	0.72	0.882	0.177	1.124	1.7209999999999999	1.311	1.859	0.428	0.536	0.45899999999999996	0.214	1.227	1.705	1.3559999999999999	1.808	0.83	0.743	0.531	0.591	0.773	0.5660000000000001	0.431	0.855	0.752	0.251	0.41100000000000003	0.495	0.635	0.436	0.225	0.509	0.289	0.10800000000000001	0.402	0.578	0.524	0.449	0.171	0.196	0.315	0.39799999999999996
9.00592	0.385	0.469	1.979	1.943	1.286	1.597	0.518	0.5920000000000001	0.9470000000000001	0.214	1.136	1.786	1.5119999999999998	1.869	0.52	0.546	0.552	0.305	1.238	1.8230000000000002	1.365	1.899	0.866	0.8059999999999999	0.542	0.602	0.701	0.5760000000000001	0.522	0.81	0.607	0.316	0.33899999999999997	0.423	0.727	0.39299999999999996	0.317	0.43799999999999994	0.327	0.2	0.33	0.588	0.593	0.435	0.23800000000000002	0.289	0.298	0.489
9.17268	0.509	0.431	2.184	2.0580000000000003	1.276	1.479	0.647	0.6409999999999999	0.851	0.23	1.085	1.932	1.607	1.911	0.48100000000000004	0.505	0.591	0.16	1.469	1.839	1.4380000000000002	2.079	0.747	0.7979999999999999	0.49700000000000005	0.613	0.634	0.535	0.43	0.77	0.589	0.303	0.435	0.574	0.684	0.401	0.249	0.452	0.259	0.08	0.23800000000000002	0.521	0.45399999999999996	0.302	0.10800000000000001	0.326	0.28600000000000003	0.371
9.33941	0.447	0.47600000000000003	2.177	2.005	1.482	1.685	0.606	0.652	0.953	0.275	1.3359999999999999	1.9569999999999999	1.682	2.039	0.47200000000000003	0.635	0.64	0.23	1.435	1.8019999999999998	1.371	2.069	0.872	0.8390000000000001	0.5770000000000001	0.609	0.762	0.611	0.447	0.735	0.701	0.35	0.51	0.512	0.7340000000000001	0.564	0.32299999999999995	0.499	0.306	0.124	0.418	0.568	0.385	0.389	0.16399999999999998	0.215	0.222	0.249
9.50601	0.522	0.442	2.252	2.242	1.476	1.706	0.682	0.5920000000000001	0.9470000000000001	0.377	1.463	2.031	1.5659999999999998	2.1959999999999997	0.43799999999999994	0.682	0.47	0.142	1.4280000000000002	1.959	1.528	2.117	0.757	0.67	0.569	0.602	0.701	0.604	0.46799999999999997	0.7290000000000001	0.525	0.179	0.42100000000000004	0.5870000000000001	0.727	0.557	0.39799999999999996	0.574	0.163	0.11800000000000001	0.494	0.588	0.593	0.435	0.265	0.289	0.379	0.38
9.6727	0.515	0.519	2.381	2.229	1.5	1.893	0.5710000000000001	0.565	0.9940000000000001	0.264	1.5290000000000001	2.076	1.641	2.1630000000000003	0.569	0.5660000000000001	0.5429999999999999	0.166	1.3940000000000001	1.954	1.444	2.031	0.618	0.695	0.586	0.593	0.6679999999999999	0.624	0.518	0.831	0.765	0.31	0.36	0.499	0.691	0.49	0.201	0.54	0.293	0.087	0.381	0.527	0.545	0.33799999999999997	0.14300000000000002	0.252	0.21100000000000002	0.35
9.8394	0.6	0.441	2.303	2.397	1.53	1.9780000000000002	0.547	0.703	1.079	0.267	1.751	2.406	1.808	2.248	0.627	0.76	0.601	0.332	1.5330000000000001	2.039	1.6909999999999998	2.306	0.7020000000000001	0.78	0.59	0.76	0.725	0.545	0.575	0.9440000000000001	0.444	0.231	0.445	0.584	0.858	0.603	0.28600000000000003	0.625	0.35100000000000003	0.14400000000000002	0.465	0.612	0.631	0.478	0.201	0.392	0.43200000000000005	0.435
10.00612	0.522	0.442	2.415	2.351	1.558	2.006	0.7909999999999999	0.674	0.9740000000000001	0.35	1.8719999999999999	2.358	2.057	2.441	0.465	0.7090000000000001	0.715	0.196	1.6740000000000002	2.3680000000000003	1.855	2.471	0.784	0.888	0.542	0.6559999999999999	0.8640000000000001	0.74	0.604	0.9470000000000001	0.6609999999999999	0.397	0.47600000000000003	0.614	0.754	0.638	0.289	0.601	0.381	0.2	0.575	0.643	0.62	0.516	0.319	0.371	0.325	0.461
10.17277	0.56	0.591	2.615	2.571	1.68	2.156	0.672	0.91	1.093	0.336	1.8419999999999999	2.499	1.876	2.588	0.505	0.7190000000000001	0.5870000000000001	0.32	1.71	2.244	1.9240000000000002	2.347	0.799	0.6859999999999999	0.6829999999999999	0.691	0.875	0.695	0.48100000000000004	0.767	0.6920000000000001	0.13699999999999998	0.45799999999999996	0.652	0.8440000000000001	0.506	0.327	0.612	0.28300000000000003	0.077	0.534	0.544	0.5579999999999999	0.406	0.212	0.32299999999999995	0.337	0.287
10.33942	0.589	0.589	2.593	2.673	1.76	2.234	0.716	0.7609999999999999	1.07	0.307	1.953	2.705	1.962	2.6460000000000004	0.586	0.642	0.621	0.315	1.9609999999999999	2.244	1.892	2.593	0.767	0.924	0.615	0.645	0.7959999999999999	0.7	0.478	0.823	0.7340000000000001	0.35600000000000004	0.435	0.7090000000000001	0.7979999999999999	0.5770000000000001	0.358	0.56	0.36700000000000005	0.292	0.47700000000000004	0.6829999999999999	0.6509999999999999	0.596	0.204	0.307	0.337	0.579
10.50611	0.6509999999999999	0.57	2.654	2.6210000000000004	1.9040000000000001	2.406	0.8079999999999999	0.69	1.0490000000000002	0.451	2.09	2.763	2.023	2.7889999999999997	0.539	0.73	0.682	0.37799999999999995	2.022	2.551	2.119	2.846	0.8029999999999999	0.851	0.647	0.8140000000000001	0.9390000000000001	0.706	0.541	0.9670000000000001	0.807	0.41700000000000004	0.496	0.634	0.83	0.635	0.337	0.6759999999999999	0.34700000000000003	0.218	0.512	0.6629999999999999	0.622	0.542	0.262	0.475	0.345	0.725
10.67276	0.777	0.561	2.235	3.1	2.004	2.451	0.69	0.682	1.0659999999999998	0.442	2.267	2.7239999999999998	2.149	2.887	0.44799999999999995	0.611	0.644	0.369	2.066	2.487	2.028	2.8360000000000003	0.794	0.897	0.635	0.64	0.8740000000000001	0.614	0.5589999999999999	0.875	0.843	0.271	0.40399999999999997	0.515	0.738	0.48700000000000004	0.3	0.584	0.309	0.209	0.44799999999999995	0.5710000000000001	0.526	0.475	0.195	0.21899999999999997	0.335	0.47
10.83954	0.5589999999999999	0.5329999999999999	2.425	2.963	2.14	2.533	0.636	0.6	1.0659999999999998	0.387	2.158	2.997	2.204	3.187	0.529	0.638	0.589	0.315	2.229	2.623	2.219	2.9989999999999997	0.794	0.897	0.7170000000000001	0.7490000000000001	0.929	0.5870000000000001	0.47700000000000004	0.82	0.7070000000000001	0.326	0.513	0.706	0.929	0.541	0.409	0.529	0.473	0.209	0.585	0.68	0.6890000000000001	0.44799999999999995	0.27699999999999997	0.3	0.307	0.47
11.00613	0.794	0.605	2.497	3.114	2.157	2.714	0.627	0.6459999999999999	0.9740000000000001	0.43200000000000005	2.3080000000000003	3.1210000000000004	2.3569999999999998	3.095	0.52	0.628	0.633	0.305	2.3	2.804	2.318	3.125	0.757	0.752	0.706	0.7929999999999999	0.7829999999999999	0.685	0.5489999999999999	0.9470000000000001	0.58	0.316	0.47600000000000003	0.5870000000000001	0.836	0.529	0.289	0.519	0.408	0.2	0.521	0.67	0.62	0.38	0.183	0.289	0.40700000000000003	0.40700000000000003
11.17279	0.637	0.612	2.667	3.2039999999999997	2.273	2.775	0.633	0.679	1.1440000000000001	0.466	2.6710000000000003	3.157	2.445	3.293	0.47200000000000003	0.716	0.6679999999999999	0.311	2.471	2.892	2.407	3.214	0.845	0.757	0.659	0.8	0.789	0.665	0.529	0.79	0.919	0.24100000000000002	0.48200000000000004	0.675	0.7340000000000001	0.564	0.29600000000000004	0.499	0.551	0.20600000000000002	0.445	0.649	0.63	0.47100000000000003	0.24600000000000002	0.46	0.331	0.413
11.33951	0.716	0.58	2.855	3.261	2.46	3.0980000000000003	0.653	0.617	1.087	0.57	2.622	3.321	2.634	3.591	0.6579999999999999	0.713	0.693	0.415	2.497	2.943	2.484	3.4019999999999997	0.785	0.86	0.767	0.825	0.867	0.7709999999999999	0.496	0.895	0.797	0.34600000000000003	0.507	0.726	0.841	0.7290000000000001	0.511	0.6859999999999999	0.493	0.228	0.467	0.7	0.882	0.637	0.35600000000000004	0.32299999999999995	0.436	0.488
11.50628	0.794	0.631	2.9610000000000003	3.503	2.347	3.095	0.595	0.696	1.056	0.485	2.945	3.4810000000000003	2.767	3.805	0.46399999999999997	0.71	0.826	0.466	2.793	3.158	2.59	3.617	0.8909999999999999	0.9390000000000001	0.818	0.767	0.809	0.768	0.5479999999999999	0.892	0.737	0.5329999999999999	0.667	0.777	1.0290000000000001	0.588	0.39899999999999997	0.601	0.435	0.14300000000000002	0.46399999999999997	0.752	0.659	0.469	0.35200000000000004	0.237	0.488	0.512
11.67285	0.6709999999999999	0.726	3.057	3.6839999999999997	2.634	3.327	0.6609999999999999	0.679	1.07	0.58	2.8810000000000002	3.4419999999999997	2.891	3.847	0.586	0.642	0.6759999999999999	0.561	2.8080000000000003	3.2	2.739	3.795	0.767	0.8690000000000001	0.67	0.782	0.877	0.727	0.506	0.932	0.597	0.301	0.462	0.818	0.88	0.604	0.41200000000000003	0.614	0.36700000000000005	0.21	0.5589999999999999	0.629	0.569	0.43200000000000005	0.28600000000000003	0.307	0.337	0.579
11.83956	0.695	0.6970000000000001	3.2430000000000003	3.781	2.822	3.542	0.608	0.682	1.12	0.632	3.0580000000000003	4.06	2.8310000000000004	3.951	0.638	0.638	0.8079999999999999	0.5329999999999999	3.02	3.468	2.955	3.8989999999999996	0.7390000000000001	0.8420000000000001	0.7170000000000001	0.885	0.7929999999999999	0.696	0.5589999999999999	0.9840000000000001	0.925	0.40700000000000003	0.431	0.706	0.6559999999999999	0.65	0.381	0.6659999999999999	0.473	0.345	0.503	0.762	0.607	0.529	0.195	0.273	0.47100000000000003	0.49700000000000005
12.00626	0.924	0.8140000000000001	3.966	3.7739999999999996	2.859	3.716	0.5579999999999999	0.7120000000000001	0.94	0.6679999999999999	3.137	3.806	2.898	4.21	0.565	0.758	0.6829999999999999	0.485	2.98	3.534	3.0189999999999997	4.129	0.909	0.875	0.759	0.871	0.748	0.789	0.485	0.9940000000000001	0.828	0.444	0.606	0.7979999999999999	0.8590000000000001	0.6940000000000001	0.364	0.648	0.5379999999999999	0.21600000000000003	0.565	0.718	0.688	0.522	0.322	0.314	0.425	0.612
12.17302	0.77	0.8240000000000001	4.223	3.924	3.0060000000000002	3.863	0.758	0.693	1.087	0.6509999999999999	3.424	4.146	3.0460000000000003	4.5489999999999995	0.711	0.6859999999999999	0.639	0.604	3.4010000000000002	3.682	3.1660000000000004	4.386	0.782	0.884	0.7709999999999999	0.8	0.84	0.799	0.521	0.922	1.037	0.45399999999999996	0.534	0.726	0.816	0.7879999999999999	0.457	0.713	0.521	0.335	0.629	0.728	0.62	0.535	0.498	0.40700000000000003	0.517	0.758
12.33954	0.624	0.897	3.963	3.985	3.432	3.989	0.59	0.6629999999999999	1.131	0.642	3.536	4.1819999999999995	3.196	4.888999999999999	0.648	0.621	0.736	0.706	3.4130000000000003	3.7239999999999998	3.32	4.4830000000000005	1.021	0.769	0.81	0.8140000000000001	0.966	0.7609999999999999	0.48700000000000004	0.9670000000000001	0.861	0.445	0.496	0.7709999999999999	0.912	0.7440000000000001	0.337	0.6759999999999999	0.429	0.218	0.54	0.745	0.7040000000000001	0.542	0.262	0.284	0.426	0.506
12.50636	0.705	0.9520000000000001	4.1	4.231	3.4589999999999996	4.507	0.617	0.745	1.213	0.6970000000000001	3.945	4.427	3.469	4.944	0.757	0.648	0.736	0.706	3.6860000000000004	3.888	3.483	4.837	0.775	0.9059999999999999	0.7559999999999999	0.732	0.966	0.7879999999999999	0.569	0.83	0.6970000000000001	0.363	0.523	0.716	0.858	0.662	0.392	0.758	0.483	0.191	0.6759999999999999	0.772	0.7859999999999999	0.57	0.289	0.311	0.48100000000000004	0.67
12.67311	0.797	0.9890000000000001	4.111000000000001	4.599	3.47	4.463	0.653	0.617	1.141	0.789	3.932	4.5489999999999995	3.4530000000000003	5.2010000000000005	0.685	0.659	0.747	0.715	3.752	4.063	3.4939999999999998	5.04	0.812	0.833	0.74	0.853	0.731	0.7709999999999999	0.496	1.004	0.797	0.373	0.534	0.863	0.787	0.674	0.402	0.6859999999999999	0.493	0.201	0.604	0.8370000000000001	0.746	0.637	0.38299999999999995	0.377	0.573	0.597
12.83969	0.815	1.143	4.127	4.312	3.65	4.888999999999999	0.535	0.8540000000000001	1.158	0.888	4.19	4.864	3.715	5.653	0.675	0.73	0.9	0.76	4.095	4.297	3.62	5.165	0.885	0.9329999999999999	0.9740000000000001	0.76	0.857	0.87	0.541	0.912	0.888	0.445	0.687	0.7709999999999999	0.858	0.7170000000000001	0.392	0.703	0.5920000000000001	0.191	0.6759999999999999	0.772	0.7859999999999999	0.624	0.289	0.23	0.508	0.643
13.00637	0.716	1.153	4.63	4.79	3.9610000000000003	5.0360000000000005	0.735	0.6990000000000001	1.168	0.9520000000000001	4.26	4.877	3.8080000000000003	5.8839999999999995	0.631	0.659	0.775	0.742	4.107	4.336	3.739	5.449	0.867	0.915	0.6859999999999999	0.853	0.895	0.853	0.496	0.977	0.879	0.509	0.452	0.7809999999999999	0.787	0.7290000000000001	0.429	0.6859999999999999	0.439	0.31	0.604	0.782	0.636	0.501	0.301	0.295	0.491	0.488
13.17306	0.7390000000000001	1.2309999999999999	4.871	4.758	4.121	5.36	0.595	0.6679999999999999	1.165	1.031	4.773	4.6	3.886	6.18	0.682	0.737	0.7709999999999999	0.848	4.158	4.659	4.0089999999999995	5.582000000000001	0.782	0.775	0.764	0.8220000000000001	0.782	0.85	0.575	0.919	1.037	0.451	0.53	0.8590000000000001	0.838	0.752	0.344	0.628	0.435	0.11599999999999999	0.655	0.6970000000000001	0.659	0.496	0.35200000000000004	0.319	0.488	0.5670000000000001
13.33979	0.774	1.321	5.3660000000000005	5.058	4.372	5.6370000000000005	0.633	0.597	1.117	1.1740000000000002	4.825	5.065	4.135	6.4	0.662	0.716	0.6679999999999999	0.884	4.5969999999999995	4.582	4.206	6.212000000000001	0.872	0.812	0.741	0.8	0.871	0.856	0.529	0.953	0.6729999999999999	0.40399999999999997	0.51	0.866	0.843	0.7829999999999999	0.48700000000000004	0.7709999999999999	0.579	0.28800000000000003	0.6629999999999999	0.813	0.684	0.6890000000000001	0.518	0.37799999999999995	0.495	0.5760000000000001
13.50647	0.883	1.321	5.393	5.14	4.454	5.937	0.606	0.679	1.062	1.229	5.0969999999999995	5.337000000000001	4.217	6.564	0.662	0.716	0.7490000000000001	0.966	4.761	4.91	4.315	6.403	0.872	0.894	0.795	0.8270000000000001	0.8440000000000001	0.856	0.638	0.899	0.8640000000000001	0.568	0.564	0.784	0.7340000000000001	0.7829999999999999	0.37799999999999995	0.69	0.49700000000000005	0.26	0.636	0.813	0.684	0.607	0.273	0.297	0.55	0.767
13.67313	0.743	1.399	5.749	5.281000000000001	4.8069999999999995	6.319	0.653	0.753	1.168	1.225	5.215	5.641	4.627	6.9479999999999995	0.685	0.741	0.856	1.015	4.953	4.909	4.64	6.705	0.812	0.833	0.8220000000000001	0.825	0.9490000000000001	0.7709999999999999	0.578	1.004	0.579	0.373	0.507	0.7809999999999999	0.9229999999999999	0.7559999999999999	0.429	0.768	0.603	0.282	0.604	0.946	0.746	0.555	0.38299999999999995	0.486	0.518	0.652
13.83986	0.6920000000000001	1.6480000000000001	5.966	5.44	4.917	6.482	0.578	0.679	1.199	1.365	5.587999999999999	5.582999999999999	4.599	7.6	0.7440000000000001	0.716	0.8859999999999999	1.156	5.388	4.9910000000000005	4.6419999999999995	7.166	0.927	0.894	0.741	0.8	0.708	0.91	0.474	1.035	0.782	0.40399999999999997	0.564	0.948	0.7340000000000001	0.81	0.46	0.7709999999999999	0.551	0.26	0.636	0.895	0.848	0.634	0.327	0.37799999999999995	0.46799999999999997	0.5760000000000001
14.00656	0.665	1.621	6.013999999999999	5.537999999999999	5.295	7.0489999999999995	0.664	0.7120000000000001	1.089	1.4469999999999998	5.792000000000001	5.737	4.8389999999999995	7.837000000000001	0.691	0.77	0.721	1.185	5.599	5.3420000000000005	4.8580000000000005	7.296	0.902	0.87	0.6829999999999999	0.7709999999999999	0.98	0.882	0.449	0.845	0.9520000000000001	0.45899999999999996	0.48200000000000004	0.812	0.8690000000000001	0.696	0.37799999999999995	0.7440000000000001	0.47	0.344	0.638	0.894	0.809	0.654	0.377	0.43	0.632	0.743
14.17311	0.7979999999999999	1.7530000000000001	6.69	5.697	5.563	7.045	0.6890000000000001	0.818	1.168	1.579	6.303999999999999	5.733	5.189	8.295	0.579	0.685	0.799	1.291	5.785	5.12	5.126	7.428	0.899	0.976	0.7609999999999999	0.794	0.841	0.96	0.5	1.005	0.946	0.456	0.56	0.836	0.7290000000000001	0.856	0.429	0.7140000000000001	0.439	0.17800000000000002	0.716	0.782	0.6409999999999999	0.568	0.29100000000000004	0.345	0.547	0.5489999999999999
14.33991	0.7090000000000001	1.964	7.07	5.834	5.559	7.587000000000001	0.706	0.753	1.1340000000000001	1.6269999999999998	6.417000000000001	5.978	5.212999999999999	8.513	0.7070000000000001	0.706	0.7929999999999999	1.31	6.138	5.606	5.285	8.08	0.836	0.912	0.784	0.871	0.779	0.9	0.601	0.889	0.6829999999999999	0.42100000000000004	0.5539999999999999	0.91	0.723	0.7709999999999999	0.449	0.652	0.48700000000000004	0.278	0.627	0.8029999999999999	0.779	0.594	0.261	0.258	0.54	0.622
14.50654	0.8590000000000001	2.033	7.013	6.164	6.016	8.211	0.659	0.7040000000000001	1.175	1.8330000000000002	6.836	6.278	5.591	8.759	0.774	0.748	0.8640000000000001	1.568	6.3	5.763	5.685	8.706	0.9	1.03	0.748	0.8320000000000001	0.792	1.051	0.557	1.011	0.8909999999999999	0.516	0.623	0.897	0.767	0.818	0.491	0.72	0.446	0.371	0.856	0.762	0.728	0.564	0.446	0.467	0.607	0.603
14.67326	0.753	2.09	7.457000000000001	6.136	6.223	8.465	0.539	0.831	1.232	1.8880000000000001	6.928999999999999	6.39	5.848	9.224	0.835	0.6679999999999999	0.7809999999999999	1.5730000000000002	6.579	5.917000000000001	5.651	8.875	0.802	1.042	0.823	0.831	0.797	0.943	0.675	0.988	0.753	0.385	0.598	0.8190000000000001	0.7659999999999999	0.809	0.439	0.7240000000000001	0.531	0.243	0.755	0.792	0.726	0.546	0.35200000000000004	0.381	0.531	0.752
14.84006	0.8009999999999999	2.274	7.919	6.382000000000001	6.737	9.172	0.61	0.7929999999999999	1.171	2.182	7.153	6.8260000000000005	6.0089999999999995	10.286	0.637	0.852	0.8029999999999999	1.838	7.1770000000000005	5.696000000000001	6.082000000000001	9.472999999999999	0.7659999999999999	0.7879999999999999	0.9279999999999999	0.88	0.8170000000000001	1.127	0.503	0.872	0.789	0.45899999999999996	0.6459999999999999	0.8390000000000001	0.8690000000000001	0.941	0.514	0.799	0.47	0.235	0.72	0.867	0.6729999999999999	0.6809999999999999	0.40399999999999997	0.349	0.55	0.634
15.00661	0.7190000000000001	2.4930000000000003	8.01	6.502999999999999	6.961	9.453	0.633	0.7609999999999999	1.281	2.1830000000000003	7.932	6.917999999999999	6.044	10.815999999999999	0.7170000000000001	0.88	0.9129999999999999	1.811	7.377999999999999	6.136	6.305	10.138	1.008	1.003	0.741	0.909	0.871	1.074	0.61	0.981	1.001	0.568	0.5920000000000001	0.9209999999999999	0.898	0.973	0.46	0.7709999999999999	0.551	0.342	0.6629999999999999	0.895	0.7120000000000001	0.607	0.273	0.433	0.74	0.767
15.17327	0.631	2.6489999999999996	8.682	6.656000000000001	7.28	10.152999999999999	0.627	0.755	1.219	2.312	8.248	7.181	6.553	11.079	0.71	0.764	0.797	1.94	7.968	6.292000000000001	6.433	10.4	0.784	0.833	0.787	0.8740000000000001	0.701	0.985	0.46799999999999997	0.9470000000000001	0.934	0.479	0.557	0.914	0.754	0.938	0.45299999999999996	0.737	0.408	0.336	0.7929999999999999	0.888	0.7020000000000001	0.625	0.428	0.371	0.5429999999999999	0.652
