	MG1655-1	23BD2-4_1	23BD4-3_1	23BD6-1_1	23BD7-4_1	metJ-1	acrB-1	metJ_acrB-1	MG1655-2	23BD2-4_2	23BD4-3_2	23BD6-1_2	23BD7-4_2	metJ-2	acrB-2	metJ_acrB-2	MG1655-3	23BD2-4_3	23BD4-3_3	23BD6-1_3	23BD7-4_3	metJ-3	acrB-3	metJ_acrB-3	metJ_relA_acrB-1	metJ_relA_purT-1	metJ_relA_clsA-1	metJ_relA_rnb-1	metJ_relA_yeaR-1	metJ_relA_treR-1	metJ_relA_treA-1	metJ_relA_acrB-2	metJ_relA_purT-2	metJ_relA_clsA-2	metJ_relA_rnb-2	metJ_relA_yeaR-2	metJ_relA_treR-2	metJ_relA_treA-2	metJ_relA_acrB-3	metJ_relA_purT-3	metJ_relA_clsA-3	metJ_relA_rnb-3	metJ_relA_yeaR-3	metJ_relA_treR-3	metJ_relA_treA-3
46.34126	1.1520000000000001	52.626000000000005	57.192	39.972	51.407	11.975999999999999	6.847	26.846999999999998	0.8909999999999999	52.995	57.736000000000004	38.59	51.285	13.175999999999998	3.96	26.203000000000003	1.183	53.647	58.239	40.326	51.964	13.827	4.979	27.93	4.766	37.913000000000004	4.355	5.479	6.224	10.029	8.106	3.968	34.67	3.5439999999999996	4.668	5.277	7.271	5.922000000000001	3.3789999999999996	23.658	1.15	4.935	3.636	5.581	4.678
46.50795	1.056	52.838	57.178000000000004	40.053000000000004	51.586000000000006	12.03	7.207000000000001	27.085	0.77	53.068000000000005	57.92100000000001	38.473	51.633	13.035	3.8960000000000004	26.441999999999997	1.177	53.605	58.313	40.215	51.974	14.027000000000001	5.169	27.013	4.931	37.628	4.46	5.585	6.3020000000000005	9.809	8.022	4.073	34.805	3.6189999999999998	4.716	4.854	7.468	5.78	3.228	24.09	0.91	4.812	3.484	5.745	4.811
46.67463	1.033	52.243	57.236999999999995	40.245	51.718	11.714	6.9079999999999995	27.166999999999998	0.696	52.903999999999996	57.982	38.522	51.284	13.288	4.107	26.496	1.165	53.662	58.632	40.248000000000005	51.713	14.402000000000001	4.673	27.351	5.008	38.16	4.3580000000000005	6.022	6.175	9.734	8.447000000000001	4.284	35.133	3.654	4.671	5.083	7.44	5.977	3.4610000000000003	24.136999999999997	0.995	4.82	3.517	5.45	4.51
46.84135	1.266	52.27	57.464	40.266999999999996	51.801	11.98	7.341	27.467	0.732	53.103	58.011	38.628	51.395	13.610999999999999	4.002	26.796	1.514	53.548	58.492	40.271	52.646	14.103	5.191	27.906	4.65	38.154	4.4510000000000005	5.861000000000001	6.382000000000001	9.861	8.629	4.463	35.012	3.945	4.651	5.01	7.507999999999999	5.847	3.44	24.151999999999997	1.199	5.195	3.864	5.542999999999999	4.574
47.00808	0.992	52.567	57.50899999999999	40.271	51.777	11.98	7.558	27.559	0.945	53.323	58.343	38.659	51.398	14.042	3.991	26.689	0.968	53.534	58.74100000000001	40.06	52.115	14.088	5.096	28.085	4.874	38.274	4.552	5.3389999999999995	6.1739999999999995	9.68	8.154	4.083	34.954	3.616	4.723	5.189	7.656000000000001	6.164	3.565	24.434	0.975	4.952	3.4760000000000004	5.7620000000000005	5.042
47.17475	1.199	52.551	57.896	40.419000000000004	51.98	12.038	7.291	27.48	0.875	53.06	58.306000000000004	38.662	51.942	13.252	4.093	27.066	1.245	53.662	58.85	40.246	52.065	14.243	4.886	28.009	4.871	38.338	4.454	5.612	6.3629999999999995	9.839	8.302	4.357	35.407	3.7689999999999997	4.853	5.226	7.5489999999999995	6.055	3.207	24.261999999999997	1.262	5.078	3.855	5.584	4.687
47.34146	1.117	52.565	57.967	40.344	51.566	12.214	7.296	27.944000000000003	0.8220000000000001	53.075	58.691	38.787	51.955	13.741	4.041	27.131	1.335	53.505	58.95	40.372	52.221000000000004	14.449000000000002	4.805	28.416	5.218	38.32	4.513999999999999	5.986000000000001	6.367000000000001	9.76	8.479	4.303999999999999	35.247	3.574	5.17	5.346	7.64	5.976	3.865	24.326	1.321	5.025	3.432	5.816	4.776
47.508	0.972	52.763000000000005	57.943999999999996	40.46	51.693999999999996	11.927	7.22	27.936999999999998	0.8859999999999999	52.998000000000005	58.786	38.844	51.656000000000006	13.69	3.9930000000000003	26.839000000000002	1.151	53.648	59.163999999999994	40.39	52.096000000000004	14.295	4.843999999999999	28.669	5.098	38.525	4.664	5.797000000000001	6.551	9.783	8.316	4.629	35.383	3.8310000000000004	4.837	4.9	7.646	6.037000000000001	3.325	24.476999999999997	1.139	5.341	3.6010000000000004	5.888999999999999	4.896
47.67459	1.137	52.592	58.286	40.353	51.867	12.117	7.069	28.148000000000003	0.6779999999999999	53.283	58.898999999999994	38.936	51.971000000000004	13.822000000000001	4.27	27.535999999999998	1.171	53.648	59.218999999999994	41.166000000000004	52.068999999999996	14.624	4.835	28.595	4.86	38.474000000000004	4.599	5.787999999999999	6.457000000000001	10.14	8.418	4.535	35.562	3.5389999999999997	5.0569999999999995	5.316	7.5489999999999995	6.112	3.403	24.633000000000003	1.276	5.59	3.508	5.88	4.831
47.84128	1.297	52.891999999999996	58.669	40.549	51.798	12.100999999999999	7.57	28.037	1.208	53.095	59.282	39.075	52.045	13.833	4.258	27.339000000000002	0.815	53.776	59.516000000000005	40.501999999999995	52.599	14.377	4.937	28.739	5.33	38.983000000000004	4.587	5.917999999999999	6.33	9.72	8.686	3.98	35.446	3.784	4.987	5.2410000000000005	7.702999999999999	5.8660000000000005	3.221	24.866	1.2109999999999999	5.55	3.7539999999999996	5.781000000000001	4.791
48.00808	1.229	52.592	58.658	40.66	51.894	12.013	7.334	28.622	0.715	53.398	59.214	39.015	52.455	13.89	4.165	27.638	1.18	53.762	59.678000000000004	40.361999999999995	52.43899999999999	14.552	4.928999999999999	28.755	5.44	39.125	4.607	6.025	6.437	10.238999999999999	8.515	4.515	35.726	3.6310000000000002	5.008	5.414	7.817	6.3229999999999995	3.4389999999999996	24.819000000000003	1.682	5.341	3.772	5.832000000000001	4.896
48.17472	1.117	52.577	58.762	40.586999999999996	51.9	12.232000000000001	7.257999999999999	28.385	0.807	53.446999999999996	59.32	39.14	51.89	13.799000000000001	3.9739999999999998	27.201	1.278	53.977	59.73	41.012	52.333999999999996	14.324000000000002	4.881	28.662	5.171	39.025	4.615	6.178	6.476	10.187000000000001	8.568	4.41	35.905	3.9210000000000003	5.188	5.4110000000000005	7.812	6.002000000000001	3.472	25.118000000000002	1.709	5.746	3.86	5.843999999999999	4.96
48.34136	1.229	52.706	58.8	40.746	51.808	12.47	7.22	28.308000000000003	0.857	53.427	59.357	39.101	52.169	13.975999999999999	4.165	27.752	1.4080000000000001	53.905	60.02	40.476	52.353	14.752	4.958	28.926	5.126	39.096	4.579	6.111000000000001	6.551	10.296	8.601	4.515	35.897	3.7460000000000004	5.065	5.242999999999999	7.76	6.465	3.353	24.905	1.396	5.655	3.572	5.803	4.753
48.50806	0.981	52.433	58.963	40.695	52.38399999999999	12.243	7.295	28.717	1.073	53.333999999999996	59.465	39.334	52.174	14.097000000000001	4.3260000000000005	28.105	1.1440000000000001	53.92	60.303999999999995	40.693000000000005	52.533	14.623	5.061	29.71	5.096	38.961999999999996	4.3660000000000005	5.928999999999999	6.485	10.315	8.551	4.734	35.755	3.7569999999999997	5.625	5.395	8.082	5.928	3.4789999999999996	24.905	1.1420000000000001	5.64	3.5239999999999996	5.681	4.882
48.67475	1.085	52.705	59.119	40.834	52.516000000000005	12.17	7.311	28.834	1.261	53.431999999999995	59.677	39.187	52.391000000000005	13.879000000000001	4.284	28.25	0.9590000000000001	53.961999999999996	60.086000000000006	41.0	52.549	14.604000000000001	5.0489999999999995	28.910999999999998	5.052	39.357	4.64	6.002000000000001	6.472	10.209	8.362	4.32	36.067	3.832	5.3839999999999995	5.319	7.864	6.367999999999999	3.554	25.11	1.162	5.685	3.457	5.696000000000001	4.87
48.8415	1.192	52.248000000000005	59.118	40.84	52.288000000000004	12.159	7.388	29.074	0.7959999999999999	53.431000000000004	59.876000000000005	39.365	52.25	14.267999999999999	4.218999999999999	28.147	1.207	54.077	60.313	40.948	52.806999999999995	14.390999999999998	4.9830000000000005	29.265	5.414	39.106	4.632	5.879	6.835	10.280999999999999	8.636000000000001	4.455	36.046	3.767	5.004	5.393	7.766	6.242999999999999	3.347	25.351999999999997	1.328	5.735	3.678	5.945	4.777
49.00805	0.9940000000000001	52.92	59.251999999999995	40.939	52.238	12.55	7.77	29.066999999999997	0.831	53.537	60.041000000000004	39.348	52.31399999999999	13.919	4.257	28.226	1.0759999999999998	54.063	60.71	40.97	52.702	14.993	4.907	29.889	5.1160000000000005	39.465	4.754	6.117999999999999	6.6739999999999995	10.199	8.775	4.522	36.083	3.886	5.556	5.534	8.105	5.865	3.7230000000000003	25.365	1.4969999999999999	6.142	3.71	5.957000000000001	5.07
49.17477	1.107	52.791000000000004	59.347	40.983000000000004	52.574	12.559000000000001	7.531000000000001	29.36	0.996	53.402	59.876000000000005	39.365	52.07899999999999	14.095999999999998	4.133	28.69	1.036	53.848	60.456	41.262	52.75	14.790999999999999	4.9830000000000005	29.493000000000002	5.156000000000001	39.963	5.06	6.222	6.749	10.195	8.808	4.312	36.330999999999996	3.682	5.175	5.479	7.709	6.157	3.432	25.78	1.7	5.935	3.678	6.002000000000001	5.091
49.34157	1.003	52.748000000000005	59.677	40.93	52.013999999999996	12.318	7.457999999999999	29.215	0.807	53.56100000000001	60.06399999999999	39.569	52.433	14.285	4.288	28.459	1.278	53.948	60.702	41.27	52.848	15.154000000000002	4.824	29.635	5.343	39.569	4.815	6.149	6.676	10.444	8.568	4.239	36.363	3.6639999999999997	5.359	5.582999999999999	7.727	6.431	3.472	25.575	1.423	6.004	3.6319999999999997	6.044	4.931
49.50814	0.905	52.733000000000004	59.667	40.985	52.425	12.602	7.737	29.144000000000002	1.2	53.608000000000004	60.455	39.452	52.215	14.629000000000001	4.252	28.217	1.043	53.963	60.78	41.071999999999996	52.832	15.072000000000001	4.988	30.109	5.34	39.768	4.8069999999999995	6.371	6.8420000000000005	10.307	8.798	4.518	36.559	3.7110000000000003	5.409	5.699	8.013	6.202000000000001	3.404	25.701	1.5230000000000001	6.0520000000000005	3.821	6.124	4.98
49.67471	1.213	52.762	59.693999999999996	41.221000000000004	52.512	12.448	7.671	29.613000000000003	0.848	53.492	60.424	39.745	52.474	14.475	4.044	28.715	1.12	54.106	60.92100000000001	40.963	52.89	14.744000000000002	4.894	30.005	5.7589999999999995	40.032	4.914	6.362	6.861000000000001	10.122	8.729	4.48	36.881	3.761	5.801	5.428999999999999	8.231	6.191	3.7119999999999997	25.741999999999997	1.317	6.044	3.556	5.886	5.115
49.84149	1.038	52.576	59.821999999999996	41.21	52.38399999999999	12.357000000000001	7.381	29.346999999999998	0.758	53.677	60.523999999999994	39.677	52.174	14.725999999999999	4.3260000000000005	28.991999999999997	1.23	54.148999999999994	61.106	41.036	52.99100000000001	14.909	5.147	30.081999999999997	5.697	39.677	4.652	6.1	6.571000000000001	10.286	9.009	4.648	36.842	3.7569999999999997	5.882999999999999	5.337999999999999	7.996	6.529	3.622	25.791999999999998	1.4280000000000002	5.869	3.8960000000000004	5.9670000000000005	5.197
50.00812	1.064	53.106	60.258	41.196000000000005	52.63399999999999	12.623	7.6	29.953000000000003	0.865	53.771	60.443000000000005	39.493	52.225	14.644	4.2589999999999995	29.255	1.075	54.019	60.879	41.3	52.952	14.993	5.1370000000000005	30.115	5.279	40.232	4.7010000000000005	6.233	6.474	10.482000000000001	8.698	4.609	36.746	3.8960000000000004	5.7010000000000005	5.455	8.0	6.477	3.7030000000000003	25.834	1.117	6.4910000000000005	3.665	5.755	5.275
50.17477	1.45	52.534	60.233000000000004	41.183	52.516999999999996	12.759	7.817	29.903000000000002	0.8809999999999999	53.431000000000004	60.333	39.365	52.364	14.495999999999999	4.019	29.205	1.35	54.019	61.027	41.062	53.178999999999995	15.134	4.869	30.208000000000002	5.2139999999999995	39.935	4.86	6.365	6.635	10.280999999999999	8.636000000000001	4.312	36.732	3.653	6.204	5.393	7.9670000000000005	6.242999999999999	3.804	25.752	1.214	6.335	3.85	5.945	5.12
50.34164	1.001	52.792	60.313	41.117	52.778999999999996	12.698	7.505	29.964000000000002	0.943	53.74100000000001	60.583999999999996	39.643	52.111999999999995	14.832	4.25	29.094	1.4080000000000001	54.019	61.248000000000005	41.70399999999999	53.324	14.837	5.015	30.325	5.355	40.238	4.607	6.51	6.894	10.211	8.515	4.686	36.896	3.8310000000000004	6.007000000000001	5.528	7.989	6.294	3.782	25.647	1.311	6.169	3.943	5.974	5.01
50.5082	1.068	52.863	60.387	41.236000000000004	52.961999999999996	13.0	7.917999999999999	29.991	1.755	53.81399999999999	60.916000000000004	39.647	52.751999999999995	14.764000000000001	4.377	29.206999999999997	1.2790000000000001	54.405	61.323	41.568999999999996	53.137	15.085	4.97	31.009	5.712999999999999	40.244	4.848	6.837999999999999	7.05	10.687999999999999	8.732999999999999	4.699	36.928000000000004	3.728	5.877000000000001	5.689	7.8629999999999995	6.568	3.793	26.070999999999998	1.291	6.837000000000001	3.668	6.074	5.193
50.67491	1.075	53.12	60.532	41.428999999999995	52.332	12.497	7.9270000000000005	30.066	0.82	53.644	60.918	39.754	52.294	14.662	4.3	29.396	1.117	54.091	61.326	41.163999999999994	53.222	14.841	4.979	31.028000000000002	5.58	40.181	4.7989999999999995	6.417999999999999	6.916	10.274000000000001	8.687999999999999	4.793	36.95	3.764	5.8	5.473	8.017999999999999	6.523	4.086	26.087	1.5819999999999999	6.502999999999999	3.7030000000000003	6.254	4.944
50.84169	1.103	53.32	60.589	41.343999999999994	52.646	12.411	7.6979999999999995	29.923000000000002	0.82	53.75899999999999	60.918	39.754	52.894	14.805	4.2139999999999995	29.71	1.203	54.233999999999995	61.355	41.393	53.251000000000005	15.299000000000001	4.8069999999999995	30.941999999999997	5.209	40.638000000000005	4.885	6.761	6.8020000000000005	10.702	8.43	4.622	37.15	3.735	5.771	5.73	8.361	6.58	3.457	26.03	1.1540000000000001	6.6739999999999995	3.761	5.997000000000001	5.001
51.00822	1.325	52.863	60.358999999999995	41.321999999999996	53.019	12.4	8.261000000000001	30.305	0.955	54.071000000000005	61.086999999999996	39.847	52.751999999999995	14.964	4.377	29.892	1.2790000000000001	54.291000000000004	61.723	41.653999999999996	53.394	15.742	5.199	30.781	5.399	40.501	4.934	6.438	6.792999999999999	11.003	8.704	4.899	37.442	3.842	6.191	5.689	7.749	6.511	3.9360000000000004	26.528000000000002	1.548	6.8660000000000005	3.697	6.074	5.1080000000000005
51.17485	1.172	52.763000000000005	60.713	41.403	52.836000000000006	12.527000000000001	7.905	29.935	1.057	53.769	61.126999999999995	39.814	52.455	15.26	4.365	29.750999999999998	1.4369999999999998	54.19	61.676	41.19	53.41	15.522	5.129	31.039	5.382999999999999	40.723	4.836	6.31	6.6370000000000005	10.495999999999999	8.601	4.629	37.580999999999996	3.66	6.178	5.585	8.017000000000001	6.837000000000001	3.525	26.331999999999997	1.453	6.654	3.6010000000000004	6.0889999999999995	5.096
51.34155	1.143	52.906000000000006	60.856	41.46	52.95	12.613	7.6770000000000005	30.363000000000003	1.057	53.883	61.155	39.757	52.826	14.661	4.621	29.979	1.3230000000000002	54.276	61.961999999999996	41.161	53.324	15.437000000000001	5.129	31.638	5.44	40.836999999999996	4.95	6.567	6.722	10.552999999999999	8.687000000000001	4.772	37.153	3.7460000000000004	6.207000000000001	5.327999999999999	7.932	6.722	3.667	26.247	1.453	6.854	3.658	5.832000000000001	5.096
51.50824	1.15	52.934	60.801	41.567	53.348	12.937999999999999	7.857	30.066999999999997	0.951	53.971000000000004	61.272	39.922	52.996	15.558	4.173	29.769000000000002	1.275	54.133	61.793	41.614	53.608999999999995	15.536	4.938	31.428	5.194	41.117	5.101	6.662000000000001	6.96	10.567	8.727	4.809	37.46	4.238	6.216	5.94	8.286	6.934	3.989	26.32	1.117	7.0329999999999995	3.75	5.898	5.247000000000001
51.67495	1.117	52.821000000000005	60.983000000000004	41.623999999999995	53.273999999999994	12.725999999999999	8.007	30.362	1.306	53.985	61.422	40.096	53.378	15.192	4.496	30.233	1.364	54.416000000000004	62.193999999999996	41.595	53.7	15.672	5.118	31.318	5.36	40.995	4.8839999999999995	6.582999999999999	6.9079999999999995	10.557	9.019	4.532	37.779	3.83	6.194	6.171	8.152000000000001	6.63	4.007	26.375	1.6340000000000001	7.329	3.859	6.215	5.175
51.84157	0.9790000000000001	52.792	61.058	41.853	53.49100000000001	12.709000000000001	8.057	30.61	1.3219999999999998	53.971000000000004	61.443000000000005	40.036	52.825	15.444	4.373	30.055	1.189	54.448	62.05	42.071000000000005	53.894	15.593	5.1370000000000005	31.485	5.4510000000000005	40.946	4.787	6.662000000000001	7.074	11.024000000000001	8.67	4.695	37.632	3.9810000000000003	6.3870000000000005	5.94	8.172	6.591	4.103	26.491	1.4880000000000002	7.29	3.864	6.155	5.361000000000001
52.00825	1.094	53.092	61.218	41.661	53.15	12.717	8.232000000000001	30.526999999999997	0.965	53.88	61.542	40.19	53.027	15.491	4.352	30.368000000000002	1.218	54.315	61.998999999999995	41.653	53.518	15.710999999999999	5.032	31.366999999999997	5.524	40.998999999999995	5.111000000000001	6.666	7.019	10.735999999999999	8.921	4.758	37.931	3.833	6.192	5.6160000000000005	8.31	6.702999999999999	3.839	26.745	1.244	7.414	3.6919999999999997	5.955	5.175
52.17508	1.1440000000000001	52.808	61.216	41.751999999999995	53.492	13.387	8.224	30.736	0.872	53.935	61.538999999999994	39.998000000000005	53.085	15.195	4.2589999999999995	30.406	1.237	54.258	61.996	41.458999999999996	53.773999999999994	15.868	4.938	31.433000000000003	5.627000000000001	41.033	5.103	6.8	6.952999999999999	10.722000000000001	8.881	4.7780000000000005	37.853	3.7969999999999997	6.496	5.803	8.525	6.692	4.655	26.729	1.608	7.235	3.9130000000000003	6.372000000000001	5.082
52.34164	1.073	53.177	61.211999999999996	41.878	53.29600000000001	13.167	8.093	30.643	1.026	53.961000000000006	61.648	40.181	52.691	15.54	4.412	30.511999999999997	1.361	54.485	62.273	41.581	53.577	15.529000000000002	5.234	31.480999999999998	5.465	41.271	5.087	6.612	6.907	10.722999999999999	8.801	4.902	37.809	3.8680000000000003	6.223	5.665	8.417	6.412999999999999	3.9019999999999997	26.98	1.1420000000000001	7.474	3.8989999999999996	6.24	5.122999999999999
52.50833	1.133	52.93600000000001	61.397	41.718999999999994	53.309	13.087	8.125	30.88	1.172	54.06100000000001	61.663999999999994	40.306	53.045	15.489	4.331	30.663	1.4509999999999998	54.32899999999999	62.119	41.848	53.903	15.933	5.2379999999999995	31.945	5.782	41.595	5.431	6.9	6.827000000000001	10.644	8.863	5.077	37.792	4.042	6.767	5.785	8.195	6.5889999999999995	4.0760000000000005	26.705	1.4	7.535	3.7319999999999998	6.103	5.297000000000001
52.67508	1.1440000000000001	53.403999999999996	61.443000000000005	41.894	54.032	12.933	8.052999999999999	31.049	0.787	54.106	61.823	40.168	53.795	15.934000000000001	4.458	30.435	1.124	54.372	62.28	41.657	54.115	15.953	5.194	31.802	5.23	41.402	5.16	7.084	7.039	10.722000000000001	9.25	5.005	37.654	3.7969999999999997	6.4110000000000005	6.03	8.468	6.777	3.888	26.928	1.466	7.292000000000001	3.998	6.087999999999999	5.138999999999999
52.84165	1.169	53.218999999999994	61.343	42.082	53.848	13.212	8.191	31.068	0.754	54.318000000000005	61.865	40.413000000000004	53.185	15.729000000000001	4.595	30.680999999999997	1.545	54.357	62.49100000000001	41.816	54.016000000000005	15.889000000000001	5.275	31.963	5.565	41.391000000000005	4.985	6.824	7.034	10.658	9.301	5.256	38.154	3.964	6.776	5.769	8.122	6.601	3.97	27.033	1.2930000000000001	7.372999999999999	3.9939999999999998	6.537999999999999	5.22
53.00842	1.198	53.303999999999995	61.448	41.794	53.313	12.969000000000001	8.071	30.881999999999998	0.893	54.113	61.94	40.297	53.049	15.68	4.391	30.863000000000003	1.452	54.498000000000005	62.365	41.606	54.103	15.722000000000001	5.127000000000001	32.144	5.95	41.95	4.953	6.959	7.225	10.745	9.111	5.391	38.153	3.708	6.797000000000001	5.662999999999999	8.472000000000001	6.725	4.734	26.883000000000003	1.581	7.68	3.825	6.2170000000000005	5.103
53.17499	1.158	53.233999999999995	61.608999999999995	42.13399999999999	53.551	13.252	8.405	31.721999999999998	1.197	54.188	61.818000000000005	40.351	53.57	16.221	4.412	30.994	1.1340000000000001	54.541000000000004	62.556999999999995	42.12	54.173	16.21	5.007	31.935	5.805	41.583	5.058	6.64	7.077000000000001	11.148	9.056000000000001	5.242999999999999	38.122	3.7260000000000004	6.847	5.864	8.331	6.499	4.2139999999999995	27.15	1.284	7.559	3.842	6.155	5.066
53.34175	1.182	53.163000000000004	61.631	42.126000000000005	53.56100000000001	13.319	8.237	31.389	0.941	54.208	61.927	40.457	53.41	16.009	4.385	30.803	1.393	54.585	62.412	41.949	54.498000000000005	16.172	5.377000000000001	32.342	5.671	41.75	5.03	6.983	7.0520000000000005	10.856	9.012	5.274	38.226	3.9219999999999997	6.9639999999999995	5.877999999999999	8.145	6.51	4.013	27.151	1.247	7.816	3.838	6.301	5.35
53.50845	1.1540000000000001	53.361999999999995	61.688	42.126000000000005	53.533	13.687999999999999	8.606	31.73	1.026	54.236000000000004	62.125	40.371	52.955	16.492	4.357	30.974	1.08	54.556999999999995	62.497	41.864	54.526	16.428	5.093	32.058	5.898	41.949	5.002	6.898	7.1370000000000005	10.828	9.41	5.359	38.311	4.178	6.707999999999999	5.907	8.287	7.022	3.928	27.122	1.5030000000000001	7.388999999999999	4.178999999999999	6.301	5.35
53.67512	1.3619999999999999	53.318999999999996	62.056000000000004	42.306000000000004	53.797	13.75	8.712	31.49	1.013	54.373000000000005	62.268	40.492	53.817	16.162	4.5169999999999995	31.445999999999998	1.187	54.887	62.643	41.968999999999994	54.397	16.588	5.567	32.532	5.812	41.878	5.303999999999999	7.202999999999999	7.0729999999999995	11.245999999999999	9.59	5.436	38.516999999999996	3.8480000000000003	6.729	5.946000000000001	8.551	6.83	4.311	27.583000000000002	1.364	7.635	3.905	6.352	5.394
53.84177	1.0959999999999999	53.277	61.924	42.102	53.756	13.648	8.101	31.775	0.887	54.271	62.335	40.516	53.605	16.343	4.391	31.247	1.202	54.53	62.538999999999994	42.18899999999999	54.44	15.885	5.497000000000001	32.475	5.541	41.872	5.12	7.388999999999999	6.832000000000001	10.655999999999999	9.487	5.309	38.37	3.6660000000000004	6.715	5.785	8.334	6.641	4.2139999999999995	27.386999999999997	1.327	8.021	3.78	6.48	5.382000000000001
54.00837	1.189	53.361999999999995	61.974	42.206	53.75899999999999	14.040999999999999	8.302	31.35	0.892	54.152	61.986000000000004	40.535	53.266999999999996	16.305999999999997	4.45	31.447	1.061	54.67100000000001	62.842	42.286	54.1	16.328	5.386	32.503	5.766	42.056999999999995	5.095	7.162999999999999	7.146	10.615	9.252	5.396	38.56	3.73	6.8020000000000005	5.89	8.64	6.778	4.532	27.423000000000002	1.395	7.995	4.101	6.395	5.273
54.1752	1.075	53.305	61.803999999999995	42.12	53.816	13.614	8.7	31.406999999999996	1.148	54.323	62.242	40.649	53.693000000000005	16.817	4.649	31.191	1.175	54.67100000000001	62.756	42.229	54.441	16.015	5.3	32.446	5.851	42.228	5.4079999999999995	6.935	6.976	11.040999999999999	9.252	5.055	38.475	3.844	6.774	5.662999999999999	8.896	6.692	4.788	27.224	1.31	7.938	4.044	6.225	5.358
54.34176	1.401	53.647	61.846000000000004	42.169	54.152	13.824000000000002	8.469	31.46	1.111	54.504	62.258	40.782	53.772	16.922	4.673	31.645	1.229	54.75899999999999	62.718999999999994	42.091	54.553000000000004	16.666	5.181	32.874	5.999	42.427	5.2589999999999995	7.388	7.172000000000001	10.755	9.152999999999999	5.193	38.778	3.802	7.084	6.164	8.541	6.847	4.294	27.75	1.43	8.218	4.058	6.3660000000000005	5.6339999999999995
54.50837	0.85	53.405	61.857	42.506	54.196000000000005	13.807	8.456	31.717	1.2409999999999999	54.486999999999995	62.183	40.663000000000004	53.532	16.618	4.4319999999999995	31.816	1.5290000000000001	54.63	62.985	42.226000000000006	54.681000000000004	16.845	5.595	32.703	5.983	42.248999999999995	5.047	7.317	7.357	10.905	9.476	5.18	38.916	3.763	6.985	5.888999999999999	8.637	6.83	4.225	27.64	1.5919999999999999	8.033999999999999	3.9619999999999997	6.181	5.309
54.6752	1.148	53.605	62.032	42.294	54.622	14.142999999999999	8.588	31.669	1.001	54.376999999999995	62.159	40.736	53.757	17.070999999999998	4.677	31.569000000000003	1.5759999999999998	54.802	62.992	42.36	54.538000000000004	16.873	5.27	33.34	6.175	42.096000000000004	5.263	7.164	7.347	10.960999999999999	9.443999999999999	5.426	38.446999999999996	3.863	7.0889999999999995	6.17	8.461	7.0520000000000005	3.955	27.844	1.433	7.566	4.061	6.598	5.41
54.8419	1.26	53.788999999999994	62.235	42.364	54.24100000000001	14.005999999999998	8.889	32.013000000000005	1.5619999999999998	54.468999999999994	62.475	40.608000000000004	53.946999999999996	17.184	4.496	31.741	1.278	54.729	62.82	42.25	54.44	16.44	5.317	32.797	5.672999999999999	42.019	5.367999999999999	7.38	7.42	10.898	9.475	5.414	38.889	3.944	7.388999999999999	5.915	8.493	7.085	4.0360000000000005	27.456	1.179	8.041	3.944	6.414	5.5729999999999995
55.00859	1.212	53.405	62.233999999999995	42.574	54.393	14.069	8.738999999999999	32.229	0.9229999999999999	54.464	62.618	40.729	53.3	17.027	4.428999999999999	31.701999999999998	1.4709999999999999	54.831	63.023999999999994	42.413000000000004	54.338	16.942999999999998	5.5360000000000005	33.103	5.586	42.576	5.329	7.43	7.47	11.317	9.256	5.434	38.982	3.87	7.525	5.983	8.844	6.865	4.305	27.718000000000004	1.695	8.259	4.0969999999999995	6.551	5.303999999999999
55.17511	1.3659999999999999	53.448	62.385	42.631	54.666000000000004	14.297	8.745	31.811999999999998	1.0170000000000001	54.75899999999999	62.455	40.845	53.802	17.308	4.351	31.655	1.4480000000000002	54.93	63.2	42.238	54.86600000000001	17.535	5.656000000000001	33.254	6.045	42.574	5.393	7.577999999999999	7.247999999999999	10.769	9.511000000000001	5.412000000000001	38.927	3.852	7.531000000000001	5.952000000000001	8.529	6.864	4.314	27.933000000000003	1.4240000000000002	8.38	3.908	6.356	5.37
55.34193	1.1340000000000001	53.69	62.198	42.62	54.736999999999995	14.262	8.798	32.344	1.099	54.63	62.467	40.861999999999995	53.646	17.215999999999998	4.5169999999999995	31.645	1.301	54.887	63.184	42.169	54.596000000000004	17.13	5.681	33.244	5.955	42.648	5.502999999999999	7.232	7.187	11.104000000000001	9.419	5.664	39.086	3.7910000000000004	7.27	6.145	8.466000000000001	7.029	4.197	27.725	1.364	8.148	3.905	6.2379999999999995	5.394
55.50848	1.3090000000000002	53.875	62.299	42.688	54.666000000000004	14.895	8.66	32.125	1.33	54.588	62.711000000000006	41.016000000000005	53.916000000000004	17.337	4.522	31.712	1.192	54.93	63.172	42.238	54.923	17.137	5.4	33.51	5.9879999999999995	42.488	5.393	7.236000000000001	7.277	11.110999999999999	9.312000000000001	5.726	38.955	4.051	7.445	5.8660000000000005	8.386000000000001	7.434	4.2010000000000005	27.819000000000003	1.367	8.152000000000001	3.9939999999999998	6.412999999999999	5.597
55.67533	0.9670000000000001	53.96	62.385	42.631	54.693999999999996	14.809000000000001	8.916	32.553000000000004	0.9890000000000001	54.501999999999995	62.625	40.93	53.716	17.707	4.607	32.196	1.391	55.071999999999996	63.457	42.523	55.408	17.535	5.513999999999999	33.681	5.702999999999999	43.001000000000005	5.507000000000001	7.5489999999999995	7.504	11.110999999999999	9.397	5.582999999999999	39.411	4.023	7.36	6.151	9.042	7.348	4.314	28.075	1.538	8.152000000000001	4.3919999999999995	6.442	5.54
