	MG1655-1	PUTR3-1_1	ygaC-1	ygaC_ybeX-1	ygaC_mpl-1	ygaC_ybeX_mpl-1	PUTR8-10_1	rpsG1_mreB-1	MG1655-2	PUTR3-1_2	ygaC-2	ygaC_ybeX-2	ygaC_mpl-2	ygaC_ybeX_mpl-2	PUTR8-10_2	rpsG1_mreB-2	MG1655-3	PUTR3-1_3	ygaC-3	ygaC_ybeX-3	ygaC_mpl-3	ygaC_ybeX_mpl-3	PUTR8-10_3	rpsG1_mreB-3	rpsG1_mreB_ybeX-1	rpsG1_mreB_mpl-1	rpsG1_mreB_ybeX_mpl-1	proV_cspC-1	proV_cspC_ybeX-1	proV_cspC_mpl-1	proV_cspC_ybeX_mpl-1	rpsG1_mreB_ybeX-2	rpsG1_mreB_mpl-2	rpsG1_mreB_ybeX_mpl-2	proV_cspC-2	proV_cspC_ybeX-2	proV_cspC_mpl-2	proV_cspC_ybeX_mpl-2	rpsG1_mreB_ybeX-3	rpsG1_mreB_mpl-3	rpsG1_mreB_ybeX_mpl-3	proV_cspC-3	proV_cspC_ybeX-3	proV_cspC_mpl-3	proV_cspC_ybeX_mpl-3
8.83919	0.927	0.504	1.122	1.025	1.3159999999999998	1.153	1.74	2.356	0.9279999999999999	0.47200000000000003	1.284	1.143	1.176	1.284	2.033	2.294	0.7	0.6990000000000001	1.284	1.125	1.22	0.96	2.1959999999999997	2.62	1.6740000000000002	1.804	2.065	0.9940000000000001	0.632	0.8959999999999999	0.523	1.87	1.9680000000000002	2.164	0.93	0.83	0.7490000000000001	0.75	1.999	1.7719999999999998	1.935	0.977	1.126	0.7	0.879
9.00589	0.857	0.565	1.15	1.1179999999999999	1.214	1.1159999999999999	1.8969999999999998	2.189	1.0859999999999999	0.5329999999999999	1.3119999999999998	1.041	1.237	1.247	2.06	2.289	0.7609999999999999	0.662	1.247	1.1520000000000001	1.1179999999999999	0.9229999999999999	2.093	2.8089999999999997	1.8319999999999999	1.702	2.32	0.956	0.66	0.8909999999999999	0.519	1.962	2.19	2.061	0.7290000000000001	0.826	0.841	0.648	1.994	1.93	1.8969999999999998	0.9390000000000001	0.958	0.826	0.809
9.17251	0.816	0.45899999999999996	1.3030000000000002	1.205	1.335	0.9129999999999999	1.92	2.439	0.9790000000000001	0.556	1.27	1.193	1.162	1.238	2.115	2.537	0.8490000000000001	0.75	1.238	1.141	1.173	0.946	2.31	2.992	1.725	1.757	2.147	0.978	0.748	0.914	0.607	1.8869999999999998	2.18	2.18	0.8170000000000001	0.8809999999999999	0.733	0.833	2.146	1.855	1.984	0.8640000000000001	1.044	0.7509999999999999	0.669
9.33931	0.79	0.4	1.245	1.18	1.212	1.146	1.96	2.381	0.986	0.53	1.375	0.941	1.364	1.212	2.35	2.383	0.6609999999999999	0.6920000000000001	1.18	1.117	1.278	0.9209999999999999	2.415	2.9360000000000004	1.8619999999999999	1.764	2.155	1.083	0.6579999999999999	0.8240000000000001	0.484	2.057	2.285	1.993	0.922	0.888	0.8059999999999999	0.743	2.089	1.96	1.895	1.034	0.955	0.758	0.904
9.50595	0.8290000000000001	0.374	1.122	1.187	1.1540000000000001	1.121	1.935	2.551	1.123	0.635	1.284	1.045	1.2409999999999999	1.284	2.423	2.6519999999999997	0.765	0.764	1.187	1.158	1.318	0.96	2.488	3.14	1.869	1.902	2.325	1.091	0.73	0.929	0.588	2.0	2.293	2.261	1.0270000000000001	0.9279999999999999	0.846	0.7829999999999999	2.292	1.7719999999999998	1.935	0.88	1.061	0.7	0.7170000000000001
9.6727	0.72	0.461	1.208	1.11	1.045	1.012	2.312	2.474	0.981	0.526	1.272	1.0659999999999998	1.229	1.207	2.5069999999999997	2.637	0.6890000000000001	0.655	1.24	1.112	1.273	0.8190000000000001	2.5069999999999997	2.995	2.019	1.954	2.247	1.078	0.75	0.884	0.609	2.052	2.345	2.15	0.884	0.981	0.833	0.738	2.084	2.02	1.922	1.061	0.917	0.6559999999999999	0.866
9.83931	0.818	0.396	1.24	1.078	1.11	1.012	2.215	2.571	0.981	0.461	1.305	1.2930000000000001	1.229	1.143	2.637	2.767	0.754	0.753	1.175	1.047	1.208	0.948	2.702	3.222	2.052	2.084	2.344	1.078	0.62	0.981	0.609	2.15	2.345	2.345	0.884	0.818	0.898	0.836	2.181	2.02	2.084	0.932	1.21	0.6890000000000001	0.769
10.00585	0.816	0.589	1.4	1.1079999999999999	1.205	1.043	2.309	2.763	1.1079999999999999	0.621	1.27	1.161	1.2919999999999998	1.238	2.667	2.7969999999999997	0.8490000000000001	0.685	1.368	1.141	1.3030000000000002	0.914	2.764	3.219	1.919	2.082	2.406	1.173	0.748	0.9790000000000001	0.6709999999999999	2.342	2.2769999999999997	2.537	1.0759999999999998	0.978	0.895	0.833	2.374	2.082	2.147	1.026	1.1420000000000001	0.816	0.799
10.17268	0.816	0.653	1.141	1.173	1.14	1.1079999999999999	2.439	2.6010000000000004	0.9790000000000001	0.45899999999999996	1.205	1.063	1.13	1.27	2.764	2.992	0.7509999999999999	0.685	1.27	1.206	1.173	0.914	2.764	3.187	2.114	2.147	2.504	1.141	0.748	0.882	0.574	2.147	2.472	2.342	0.9790000000000001	1.011	0.895	0.768	2.438	2.309	2.049	0.961	1.044	0.914	0.799
10.33934	0.8220000000000001	0.498	1.212	1.115	1.244	1.0490000000000002	2.447	2.673	1.018	0.563	1.4069999999999998	1.136	1.137	1.2770000000000001	2.74	2.903	0.693	0.659	1.2770000000000001	1.052	1.311	0.888	3.065	3.5210000000000004	2.122	2.154	2.545	1.051	0.6579999999999999	0.9209999999999999	0.516	2.35	2.545	2.285	0.922	0.986	0.708	0.7759999999999999	2.4459999999999997	2.187	1.992	1.034	1.02	0.856	0.8059999999999999
10.50606	0.945	0.556	1.335	1.173	1.238	1.1079999999999999	2.504	2.861	1.1079999999999999	0.556	1.205	1.161	1.227	1.238	2.667	2.9589999999999996	0.7509999999999999	0.75	1.368	1.141	1.206	0.8809999999999999	3.089	3.9010000000000002	2.114	2.082	2.504	1.173	0.748	1.011	0.6709999999999999	2.439	2.472	2.472	0.882	0.9129999999999999	0.83	0.736	2.276	2.309	2.147	0.929	1.012	0.816	0.8640000000000001
10.67272	0.9129999999999999	0.45899999999999996	1.206	0.978	1.238	1.1079999999999999	2.602	2.8930000000000002	1.011	0.621	1.205	1.031	1.227	1.238	2.861	3.2510000000000003	0.8490000000000001	0.685	1.335	1.206	1.1079999999999999	1.011	3.154	3.674	2.017	2.3409999999999997	2.6010000000000004	1.0759999999999998	0.65	1.0759999999999998	0.574	2.244	2.926	2.342	0.8170000000000001	0.9129999999999999	0.895	0.833	2.536	2.2769999999999997	2.1790000000000003	1.026	1.044	0.914	0.8640000000000001
10.83927	1.0170000000000001	0.465	1.245	1.083	1.244	1.0490000000000002	2.8369999999999997	2.966	0.986	0.66	1.31	1.266	1.2990000000000002	1.2770000000000001	3.162	3.585	0.888	1.082	1.3419999999999999	1.15	1.311	0.888	3.3569999999999998	3.813	2.3169999999999997	2.187	2.61	1.148	0.56	1.084	0.711	2.35	2.5780000000000003	2.545	0.987	0.986	0.903	0.873	2.641	2.3819999999999997	2.35	1.067	1.215	0.953	0.774
11.00604	1.013	0.5579999999999999	1.208	1.013	1.305	1.1420000000000001	2.929	3.156	0.981	0.6559999999999999	1.4669999999999999	1.131	1.1640000000000001	1.272	3.0269999999999997	3.4819999999999998	0.884	0.753	1.337	1.047	1.371	1.046	3.5460000000000003	4.196000000000001	2.247	2.441	2.701	1.176	0.75	1.111	0.706	2.4419999999999997	2.702	2.637	0.982	1.078	1.028	0.7709999999999999	2.733	2.5069999999999997	2.182	0.9640000000000001	1.112	0.948	0.866
11.17281	0.9129999999999999	0.6859999999999999	1.206	1.205	1.335	1.1079999999999999	3.0239999999999996	3.056	1.0759999999999998	0.556	1.368	1.128	1.2919999999999998	1.53	3.64	3.543	0.784	0.88	1.335	1.206	1.206	1.011	3.7710000000000004	3.998	2.309	2.374	2.8930000000000002	1.173	0.748	1.0759999999999998	0.7040000000000001	2.504	3.089	2.8289999999999997	1.011	0.9129999999999999	1.187	0.833	2.925	2.407	2.2769999999999997	1.0590000000000002	1.044	0.914	0.7659999999999999
11.33934	1.031	0.545	1.194	1.0959999999999999	1.324	1.226	3.1069999999999998	3.237	1.0959999999999999	0.74	1.291	1.246	1.28	1.42	3.528	3.755	0.772	0.772	1.3230000000000002	1.128	1.258	0.9990000000000001	3.7880000000000003	4.013999999999999	2.49	2.523	2.782	1.128	0.703	1.064	0.595	2.523	2.815	2.8139999999999996	0.8690000000000001	0.966	0.914	0.821	2.75	2.458	2.3280000000000003	1.013	0.998	0.934	0.948
11.5061	1.038	0.682	1.2009999999999998	1.168	1.298	1.2329999999999999	3.375	3.375	1.006	0.747	1.46	1.156	1.3519999999999999	1.3630000000000002	3.764	4.0889999999999995	0.747	0.843	1.4280000000000002	1.2009999999999998	1.2009999999999998	0.8759999999999999	3.7969999999999997	4.316	2.4330000000000003	2.563	2.92	1.168	0.8079999999999999	1.104	0.667	2.499	2.888	2.823	1.006	1.071	0.7929999999999999	0.828	2.952	2.596	2.434	1.021	1.2009999999999998	1.103	0.858
11.67288	0.895	0.7659999999999999	1.285	1.089	1.187	1.155	3.52	3.488	1.056	0.733	1.284	1.1420000000000001	1.338	1.251	3.908	3.778	0.863	0.927	1.4140000000000001	1.12	1.348	0.927	3.9410000000000003	4.393	2.515	2.6439999999999997	2.903	1.023	0.696	1.153	0.75	2.7739999999999996	3.1630000000000003	2.741	1.055	0.894	1.004	1.105	2.839	2.677	2.5140000000000002	1.005	1.119	0.927	0.875
11.8394	0.8370000000000001	0.675	1.227	1.193	1.194	1.097	3.658	3.5610000000000004	0.9009999999999999	0.805	1.3559999999999999	1.246	1.15	1.3230000000000002	3.917	4.176	0.8370000000000001	0.934	1.3230000000000002	1.193	1.3880000000000001	0.9990000000000001	4.145	4.987	2.685	2.815	2.8139999999999996	1.128	0.833	1.0959999999999999	0.757	2.912	3.2039999999999997	2.912	1.16	0.9009999999999999	0.882	0.95	3.042	2.88	2.3280000000000003	1.143	1.03	0.934	0.98
12.00617	0.8370000000000001	0.74	1.227	1.193	1.421	1.162	3.853	3.853	1.161	0.708	1.453	1.051	1.345	1.3230000000000002	4.047	4.338	0.772	1.031	1.421	1.3219999999999998	1.55	1.031	4.177	4.987	2.588	2.944	3.2680000000000002	1.16	0.735	1.193	0.6920000000000001	2.782	3.2689999999999997	2.944	1.063	0.966	1.077	0.95	3.236	2.783	2.458	1.013	0.998	0.934	0.948
12.17281	0.925	0.763	1.315	1.1840000000000002	1.314	1.218	3.906	3.875	0.9890000000000001	0.7959999999999999	1.3459999999999999	1.107	1.433	1.3459999999999999	4.3260000000000005	4.6819999999999995	0.86	1.022	1.3459999999999999	1.085	1.3780000000000001	1.022	4.4239999999999995	4.94	2.7710000000000004	2.804	3.159	1.15	0.726	1.054	0.747	2.9010000000000002	3.2889999999999997	2.932	0.955	0.9890000000000001	0.9690000000000001	0.9079999999999999	3.128	2.966	2.609	1.1	1.0190000000000001	0.925	0.873
12.33946	0.92	0.8240000000000001	1.278	1.147	1.375	1.213	4.159	4.063	0.951	0.727	1.374	1.167	1.4280000000000002	1.406	4.513999999999999	4.675	0.759	1.115	1.504	1.273	1.4380000000000002	1.0170000000000001	4.45	5.29	2.895	2.928	3.3480000000000003	1.1440000000000001	0.624	1.146	0.8390000000000001	2.992	3.543	3.088	0.95	1.081	1.06	0.935	3.3810000000000002	3.155	2.701	1.094	1.272	0.985	1.126
12.50629	0.8809999999999999	0.882	1.206	1.075	1.465	1.207	4.2139999999999995	4.346	1.073	0.882	1.528	1.321	1.3559999999999999	1.399	4.633	4.8260000000000005	0.8490000000000001	1.1079999999999999	1.5930000000000002	1.265	1.463	1.01	4.926	5.635	2.984	3.178	3.4360000000000004	1.137	0.7140000000000001	1.235	0.929	3.178	3.437	3.273	0.878	0.879	0.988	1.025	3.3080000000000003	3.2110000000000003	2.628	1.087	1.004	0.977	0.9570000000000001
12.6729	0.983	0.8540000000000001	1.3730000000000002	1.08	1.469	1.0170000000000001	4.415	4.3839999999999995	0.9490000000000001	0.8859999999999999	1.469	1.1640000000000001	1.4580000000000002	1.4040000000000001	4.996	5.157	0.7559999999999999	1.048	1.534	1.1740000000000002	1.436	1.177	5.03	5.869	2.99	3.1839999999999997	3.377	1.1420000000000001	0.7829999999999999	1.079	0.8370000000000001	3.1519999999999997	3.928	3.247	0.98	0.9490000000000001	1.058	0.9	3.3139999999999996	3.217	2.698	1.0270000000000001	1.107	0.885	0.93
12.83958	0.92	0.856	1.472	1.147	1.569	1.149	4.645	4.678	1.178	0.888	1.633	1.167	1.557	1.4380000000000002	5.0969999999999995	5.257999999999999	0.823	1.212	1.536	1.176	1.632	1.0170000000000001	5.098	5.97	3.252	3.4139999999999997	3.477	1.112	0.7859999999999999	1.178	0.8390000000000001	3.3489999999999998	3.64	3.38	1.047	1.0490000000000002	1.093	1.097	3.3810000000000002	3.3169999999999997	2.798	0.9329999999999999	0.9159999999999999	0.887	1.062
13.00625	0.893	0.958	1.38	1.216	1.671	1.088	4.845	5.106	1.053	0.925	1.67	1.236	1.6269999999999998	1.508	5.103	5.167000000000001	0.958	1.249	1.6059999999999999	1.214	1.735	0.892	5.3629999999999995	6.56	3.095	3.5810000000000004	3.548	1.247	0.888	1.3780000000000001	0.78	3.452	3.937	3.451	0.988	1.054	1.0979999999999999	0.94	3.5810000000000004	3.517	2.8360000000000003	1.003	1.181	1.022	1.067
13.17288	0.997	0.965	1.516	1.1909999999999998	1.71	1.2570000000000001	4.985	4.92	1.061	0.9	1.6769999999999998	1.276	1.732	1.3530000000000002	5.535	5.9879999999999995	0.835	1.321	1.6130000000000002	1.287	1.645	1.224	5.827000000000001	6.7989999999999995	3.363	3.622	3.8810000000000002	1.222	0.7979999999999999	1.1909999999999998	0.884	3.655	4.0760000000000005	3.589	1.093	0.996	1.171	1.013	3.784	3.72	2.747	1.043	1.092	0.997	0.978
13.33965	0.9179999999999999	1.145	1.5019999999999998	1.177	1.599	1.244	5.4510000000000005	5.096	1.143	1.016	1.5330000000000001	1.1320000000000001	1.652	1.5330000000000001	5.707999999999999	5.966	0.951	1.307	1.7280000000000002	1.3030000000000002	1.7590000000000001	1.112	5.742000000000001	6.872000000000001	3.378	3.605	3.766	1.1420000000000001	0.718	1.337	1.064	3.572	4.155	3.83	0.98	0.981	1.187	0.9329999999999999	3.832	3.67	2.989	1.189	1.075	1.209	1.0590000000000002
13.50631	0.8809999999999999	1.0759999999999998	1.465	1.204	1.724	1.11	5.541	5.284	1.138	1.0759999999999998	1.6580000000000001	1.224	1.8090000000000002	1.334	5.992000000000001	6.444	1.011	1.528	1.723	1.298	1.722	1.172	5.897	7.058	3.6310000000000002	3.89	4.18	1.104	0.8109999999999999	1.3319999999999999	0.9620000000000001	3.728	4.148	3.6289999999999996	0.845	1.074	1.182	1.025	3.858	3.891	2.983	1.022	1.102	1.107	1.054
13.67294	0.9059999999999999	1.166	1.5230000000000001	1.198	1.75	1.133	5.903	5.546	1.004	1.036	1.685	1.251	1.8359999999999999	1.4580000000000002	6.584	6.519	0.8740000000000001	1.5219999999999998	1.847	1.328	1.588	1.1340000000000001	6.26	7.492000000000001	3.858	4.215	4.215	1.068	0.805	1.361	0.9890000000000001	3.858	4.572	3.988	1.068	1.101	1.212	1.02	4.15	4.021	3.307	1.1159999999999999	1.133	1.133	1.083
13.83968	1.031	1.2590000000000001	1.5190000000000001	1.226	1.81	1.162	5.896	5.7989999999999995	1.161	1.226	1.712	1.3430000000000002	1.9609999999999999	1.55	6.672999999999999	6.9	0.9670000000000001	1.615	1.9069999999999998	1.29	1.8419999999999999	1.129	6.35	7.6129999999999995	3.593	4.371	4.144	1.16	0.833	1.3559999999999999	0.951	3.885	4.468999999999999	4.144	0.9009999999999999	1.193	1.109	1.145	4.2410000000000005	4.112	3.301	1.046	1.095	1.031	0.948
14.00632	0.925	1.347	1.6059999999999999	1.3780000000000001	1.93	1.25	6.172999999999999	5.818	1.151	1.087	1.864	1.236	2.016	1.411	6.82	7.079	0.958	1.702	1.8	1.409	1.864	1.281	6.659	8.05	3.6460000000000004	4.585	4.293	1.247	0.92	1.54	1.0390000000000001	4.132	4.812	4.066	1.053	1.151	1.0979999999999999	1.037	4.359	4.456	3.2889999999999997	1.1	1.1159999999999999	1.087	1.035
14.17294	0.895	1.446	1.6740000000000002	1.3159999999999998	2.03	1.155	6.566	6.242999999999999	1.153	1.284	1.8019999999999998	1.3359999999999999	1.953	1.5430000000000001	7.343	7.374	0.96	1.834	1.932	1.411	2.029	1.284	7.1160000000000005	8.541	3.779	4.4910000000000005	4.263999999999999	1.217	0.89	1.5419999999999998	0.9440000000000001	4.232	4.815	4.231	1.055	1.088	1.198	1.008	4.524	4.459	3.5839999999999996	1.135	1.022	1.089	1.07
14.33972	1.0959999999999999	1.5830000000000002	1.81	1.3230000000000002	1.94	1.226	6.867999999999999	6.447	1.258	1.291	1.972	1.376	2.026	1.6469999999999998	7.354	7.614	0.87	2.004	2.004	1.42	2.069	1.3230000000000002	7.225	8.846	4.177	4.663	4.501	1.16	0.8	1.485	0.9840000000000001	4.468999999999999	4.922	4.436	1.0959999999999999	0.998	1.368	1.048	4.63	4.599	3.333	1.046	1.095	1.129	1.045
14.50647	0.9129999999999999	1.4980000000000002	1.725	1.433	2.211	1.432	7.341	6.756	1.0759999999999998	1.3359999999999999	1.919	1.3880000000000001	2.0709999999999997	1.5619999999999998	7.861000000000001	8.413	0.946	1.854	2.049	1.6280000000000001	2.05	1.206	7.763999999999999	9.322000000000001	4.354	4.971	4.809	1.27	0.975	1.661	0.9640000000000001	4.387	5.231	4.582	1.011	1.1079999999999999	1.22	1.125	4.808	4.678999999999999	3.77	1.0590000000000002	1.109	1.141	0.993
14.67303	0.8859999999999999	1.631	1.761	1.403	2.117	1.244	7.555	6.683	1.143	1.3719999999999999	2.051	1.52	2.235	1.598	8.201	8.459	0.951	1.922	2.019	1.4969999999999999	2.115	1.371	8.202	9.527000000000001	4.317	5.062	4.737	1.207	1.01	1.661	1.031	4.6080000000000005	5.223	4.542	0.883	1.046	1.187	1.095	4.9	4.771	3.6689999999999996	1.092	1.172	1.112	1.0590000000000002
14.83979	1.006	1.7519999999999998	1.882	1.493	2.434	1.3630000000000002	7.95	7.399	1.168	1.4280000000000002	2.077	1.545	2.358	1.72	8.696	8.794	0.9740000000000001	2.109	2.142	1.525	2.142	1.396	8.47	9.703	4.38	5.093999999999999	4.997	1.168	0.84	1.493	1.056	4.867	5.517	4.835	0.909	1.071	1.182	1.217	5.191	4.997	3.861	1.1179999999999999	1.104	1.0390000000000001	0.956
15.00644	1.038	1.817	2.012	1.59	2.336	1.33	8.34	7.6579999999999995	1.071	1.525	2.271	1.4480000000000002	2.39	1.6219999999999999	9.183	9.021	0.9740000000000001	2.206	2.174	1.59	2.272	1.396	8.827	10.06	4.543	5.678	5.062	1.168	0.8079999999999999	1.558	1.056	4.9319999999999995	5.841	4.835	1.006	1.071	1.2790000000000001	1.055	5.419	5.354	3.861	1.1179999999999999	1.104	1.0390000000000001	1.15
15.17317	0.945	2.017	1.952	1.4980000000000002	2.439	1.53	8.543	8.088	1.173	1.595	2.309	1.453	2.461	1.757	9.613999999999999	9.03	0.8809999999999999	2.244	2.1790000000000003	1.531	2.472	1.3359999999999999	8.965	10.978	4.841	5.587999999999999	5.263	1.238	0.9420000000000001	1.5959999999999999	0.9640000000000001	5.1339999999999995	5.978	5.069	0.9790000000000001	1.0759999999999998	1.317	1.158	5.295	5.426	3.965	0.929	1.207	1.141	1.091
15.33975	0.9520000000000001	2.089	2.025	1.44	2.544	1.374	9.042	7.871	1.083	1.635	2.2840000000000003	1.46	2.404	1.732	9.985	9.953	0.986	2.4459999999999997	2.447	1.6369999999999998	2.448	1.44	9.79	11.383	5.046	5.955	5.501	1.148	0.95	1.7009999999999998	1.166	5.306	6.281000000000001	5.079	1.182	1.18	1.3259999999999998	1.23	5.63	5.858	4.007	1.229	1.15	1.246	1.196
15.50648	1.11	2.4090000000000003	2.052	1.5330000000000001	2.636	1.4669999999999999	9.456	8.318999999999999	1.338	1.7930000000000001	2.377	1.5530000000000002	2.6910000000000003	1.7269999999999999	10.885	10.527999999999999	1.078	2.571	2.4419999999999997	1.794	2.637	1.436	10.333	11.99	4.877	6.143	5.689	1.143	0.945	1.761	1.291	5.397	6.468999999999999	5.332000000000001	1.014	1.078	1.32	1.355	5.7860000000000005	5.949	4.293	1.126	1.112	1.208	1.093
15.67315	1.101	2.399	2.1069999999999998	1.62	2.7230000000000003	1.653	9.99	8.985	1.198	1.847	2.496	1.575	2.7769999999999997	1.944	11.158	10.963	0.972	2.625	2.528	1.685	2.6260000000000003	1.5230000000000001	10.735999999999999	12.456	5.513	6.162000000000001	5.74	1.23	0.838	1.847	1.151	5.61	6.584	5.513	0.971	1.198	1.374	1.215	5.999	6.422000000000001	4.377	1.213	1.198	1.296	1.18
15.83988	1.036	2.593	2.204	1.685	2.82	1.425	10.672	9.113999999999999	1.004	1.847	2.399	1.575	2.7769999999999997	1.847	11.870999999999999	11.158	0.972	2.852	2.5610000000000004	1.62	2.6260000000000003	1.426	11.027999999999999	12.748	5.902	6.81	5.9670000000000005	1.133	0.935	1.9769999999999999	1.183	5.773	6.778	5.643	1.068	1.166	1.374	1.3119999999999998	6.452999999999999	6.519	4.442	1.148	1.198	1.2309999999999999	1.148
16.00648	0.925	2.5780000000000003	2.384	1.702	2.9339999999999997	1.347	11.195	9.77	1.151	1.994	2.577	1.528	2.955	1.8319999999999999	12.295	11.485	1.022	3.031	2.804	1.8619999999999999	2.8680000000000003	1.605	12.102	12.942	5.817	6.983	6.399	1.214	0.823	1.864	1.168	5.978	6.95	5.977	0.955	0.9890000000000001	1.2930000000000001	1.199	6.432	6.756	4.52	1.003	1.1159999999999999	1.281	1.1320000000000001
16.17329	0.9390000000000001	2.983	2.399	1.685	2.95	1.653	12.099	10.12	1.101	2.1390000000000002	2.658	1.673	2.8739999999999997	1.814	13.331	12.130999999999998	0.972	3.1439999999999997	2.755	1.815	2.885	1.685	12.552999999999999	13.850999999999999	5.805	7.297000000000001	6.452999999999999	1.165	0.838	2.042	1.248	6.097	7.362	6.032	1.068	1.003	1.406	1.442	7.102	7.037999999999999	4.7669999999999995	1.213	1.101	1.2309999999999999	1.18
16.33991	0.927	2.969	2.419	1.8019999999999998	3.034	1.544	12.722000000000001	10.423	1.153	2.191	2.8710000000000004	1.5630000000000002	3.055	1.834	14.115	12.753	0.9279999999999999	3.228	2.839	1.703	2.8710000000000004	1.608	13.175999999999998	15.151	6.079	7.31	6.629	1.217	0.89	2.028	1.268	6.63	7.732	5.8839999999999995	0.99	1.186	1.36	1.396	7.019	7.246	4.815	1.102	1.0859999999999999	1.3159999999999998	1.1340000000000001
16.50667	1.036	3.177	2.6260000000000003	1.7819999999999998	3.21	1.653	13.299000000000001	10.963	1.166	2.431	2.885	1.673	3.361	1.944	15.017999999999999	13.267000000000001	1.1340000000000001	3.4360000000000004	3.015	1.815	3.08	1.588	13.915999999999999	15.7	6.421	7.5889999999999995	7.232	1.327	0.838	2.1390000000000002	1.3459999999999999	6.973	7.946000000000001	6.6160000000000005	1.295	1.166	1.666	1.215	7.4910000000000005	7.817	5.122999999999999	1.1159999999999999	1.23	1.2309999999999999	1.245
16.67325	1.1909999999999998	3.3960000000000004	2.6180000000000003	1.807	3.266	1.7109999999999999	14.159	11.209000000000001	1.255	2.423	2.9419999999999997	1.665	3.352	1.9369999999999998	16.102999999999998	13.315	1.127	3.72	3.136	2.0	3.266	1.71	14.969000000000001	15.13	6.767	8.291	7.026	1.319	0.83	2.131	1.338	6.928999999999999	8.323	6.669	0.996	1.093	1.463	1.337	7.415	7.902	5.242999999999999	1.14	1.0270000000000001	1.288	1.2690000000000001
16.83994	0.992	3.65	2.71	1.899	3.358	1.8030000000000002	15.12	12.01	1.088	2.613	3.0010000000000003	1.757	3.444	1.996	17.128	14.244000000000002	1.057	3.8110000000000004	3.228	1.962	3.4219999999999997	1.672	15.865	16.868	6.565	8.671	7.472	1.249	0.955	1.963	1.43	7.212999999999999	8.671	6.597	0.99	1.153	1.49	1.396	8.315	8.542	5.462999999999999	1.102	1.1840000000000002	1.575	1.264
17.00661	0.888	3.673	2.605	1.859	3.7060000000000004	1.7309999999999999	16.139	11.64	1.146	2.767	3.187	1.75	3.662	2.021	17.66	15.133	1.018	4.061	3.4789999999999996	1.953	3.608	1.859	16.787	17.918	6.943	8.658999999999999	7.752000000000001	1.306	0.948	2.052	1.422	7.526	8.982000000000001	6.941	1.1440000000000001	1.146	1.578	1.421	7.914	8.821	5.55	1.094	1.207	1.276	1.256
17.17328	1.022	3.971	2.935	1.994	3.7439999999999998	1.801	17.253	13.172	1.151	2.9989999999999997	3.2569999999999997	1.819	3.5380000000000003	2.026	18.936	16.214000000000002	0.958	4.262	3.387	1.992	3.549	1.7990000000000002	17.836	18.417	7.436	9.25	8.084	1.214	0.92	2.026	1.33	7.857	8.797	6.982	1.15	1.151	1.584	1.4909999999999999	8.732000000000001	8.959	5.557	1.003	1.181	1.3130000000000002	1.359
17.33993	1.0290000000000001	4.271	2.845	2.002	3.915	1.743	18.114	13.544	1.288	3.0069999999999997	3.46	1.827	3.968	2.131	19.831	16.557000000000002	1.127	4.498	3.59	2.13	3.8169999999999997	1.775	18.86	18.08	7.934	9.425	8.062999999999999	1.157	0.9279999999999999	2.1630000000000003	1.5319999999999998	8.161	10.203	7.609	1.158	1.158	1.5930000000000002	1.5959999999999999	8.517000000000001	9.264	5.989	1.043	1.222	1.386	1.334
17.50674	0.99	4.489	3.097	2.026	4.003	1.704	19.067	13.852	1.248	3.193	3.5810000000000004	1.8519999999999999	4.024	2.123	21.041999999999998	17.154	1.12	4.78	3.679	2.089	3.8080000000000003	1.9609999999999999	20.070999999999998	18.838	8.149	10.481	8.568999999999999	1.3119999999999998	0.92	2.414	1.557	8.635	9.833	7.921	0.8909999999999999	1.151	1.649	1.5230000000000001	9.283	9.899	6.334	1.1320000000000001	1.31	1.41	1.359
17.6734	1.025	4.46	3.034	2.029	4.071000000000001	1.9	20.305	13.89	1.186	3.228	3.552	2.049	4.124	2.191	22.118000000000002	18.553	1.122	5.042	3.8760000000000003	2.221	3.908	1.996	20.888	20.433	8.412	10.68	8.833	1.249	0.825	2.2230000000000003	1.6569999999999998	8.769	10.517999999999999	7.925	1.088	1.153	1.587	1.591	9.546	10.292	6.176	1.038	1.216	1.413	1.329
17.83996	0.99	4.78	3.2910000000000004	2.188	4.262	1.93	21.625999999999998	14.921	1.248	3.582	3.7760000000000002	1.8519999999999999	4.316	2.35	23.535999999999998	18.676	1.12	5.297999999999999	3.97	2.316	4.1	1.994	21.853	20.651999999999997	8.441	11.290999999999999	9.412	1.3119999999999998	0.9520000000000001	2.3169999999999997	1.6219999999999999	9.25	11.097000000000001	8.472000000000001	0.988	1.248	1.8430000000000002	1.588	9.769	10.287	6.432	1.1320000000000001	1.181	1.41	1.3259999999999998
18.00685	1.069	5.079	3.495	2.103	4.433	1.912	22.604	16.236	1.163	3.656	3.8489999999999998	2.122	4.323	2.2969999999999997	25.090999999999998	18.235	1.004	5.531000000000001	4.238	2.195	4.398	1.844	23.25	22.729	8.892999999999999	11.157	9.668	1.226	0.9329999999999999	2.489	1.601	9.41	11.059000000000001	8.373	1.064	1.26	1.756	1.599	10.349	11.027999999999999	6.8870000000000005	1.111	1.255	1.649	1.499
