	MG1655-1	rzpD-1	sspA-1	MG1655-2	rzpD-2	sspA-2	MG1655-3	rzpD-3	sspA-3
44.34261	3.015	5.66	11.377	2.878	1.984	6.409	1.706	1.226	6.537000000000001
44.50925	2.925	5.705	11.322000000000001	2.983	1.9580000000000002	6.385	1.777	1.297	6.61
44.67601	3.0269999999999997	5.417999999999999	11.197000000000001	2.888	2.06	6.52	1.682	1.3	6.5489999999999995
44.84269	3.06	5.32	11.392999999999999	2.823	2.19	6.586	1.714	1.235	6.417999999999999
45.00935	3.04	5.5329999999999995	11.115	2.833	2.201	6.502000000000001	1.723	1.244	6.462999999999999
45.17603	3.138	5.501	11.703	2.801	2.07	6.599	1.69	1.212	6.528
45.34273	3.1460000000000004	5.546	11.255999999999998	3.036	2.208	6.542999999999999	1.631	1.25	6.438
45.5094	3.065	5.864	11.472999999999999	2.7560000000000002	1.993	6.529	1.74	1.1320000000000001	6.846
45.67605	3.15	5.5520000000000005	11.652999999999999	2.9419999999999997	2.211	6.711	1.732	1.449	6.671
45.84275	3.0810000000000004	5.513	11.55	2.742	2.273	6.445	1.696	1.218	6.471
46.00952	3.052	5.454	11.457	2.9419999999999997	2.1790000000000003	6.547999999999999	1.601	1.515	6.867000000000001
46.17612	2.967	5.733	11.637	2.821	1.895	6.431	1.642	1.328	6.683
46.34278	3.06	5.825	11.37	2.752	2.088	6.525	1.8030000000000002	1.423	6.8420000000000005
46.50958	3.072	5.599	11.605	2.833	1.972	6.599	1.5919999999999999	1.244	7.018
46.67618	3.1630000000000003	5.537000000000001	11.637	2.8539999999999996	2.0909999999999997	6.757999999999999	1.74	1.426	6.747999999999999
46.84289	3.1630000000000003	5.537000000000001	11.472999999999999	2.821	1.993	6.954	1.9040000000000001	1.262	6.781000000000001
47.00956	3.2	5.395	11.685	2.885	2.122	6.8660000000000005	1.766	1.29	6.686
47.17618	3.122	5.704	11.767000000000001	2.842	2.0469999999999997	6.754	1.8230000000000002	1.3459999999999999	6.903
47.34296	3.093	5.531000000000001	11.630999999999998	2.85	2.022	6.622999999999999	1.607	1.325	6.777
47.50958	3.0069999999999997	5.582000000000001	12.04	2.9589999999999996	2.131	6.375	1.713	1.367	6.854
47.6763	3.2039999999999997	5.582000000000001	11.844000000000001	3.0239999999999996	2.033	6.6370000000000005	1.713	1.268	6.854
47.84296	3.1630000000000003	5.733	11.931	2.658	2.124	6.529	1.642	1.459	7.337000000000001
48.00968	3.036	5.593	11.991	2.928	2.165	6.627000000000001	1.72	1.339	6.72
48.17623	2.975	5.5489999999999995	11.582	2.9589999999999996	2.131	6.8660000000000005	1.746	1.17	6.6579999999999995
48.34299	3.1830000000000003	5.617000000000001	11.652999999999999	3.04	2.113	6.711	1.6340000000000001	1.253	6.932
48.50967	3.175	5.653	11.882	2.93	2.036	6.837999999999999	1.814	1.37	6.957000000000001
48.67641	3.073	5.68	11.648	3.221	2.0980000000000003	6.735	1.811	1.53	7.051
48.84306	3.2460000000000004	5.643	11.8	2.9610000000000003	2.035	6.52	1.84	1.2990000000000002	6.928
49.00973	3.1310000000000002	5.586	12.106	2.783	2.021	6.403	1.829	1.3519999999999999	6.879
49.17645	3.196	5.586	11.909	2.8489999999999998	2.119	6.501	1.7309999999999999	1.287	7.075
49.34316	3.2	5.492999999999999	11.915	2.885	2.122	6.8	1.733	1.2570000000000001	6.817
49.50978	3.147	5.806	12.029000000000002	2.895	2.0669999999999997	6.88	1.742	1.3969999999999998	6.895
49.67649	3.11	5.899	11.991	3.056	2.228	6.712000000000001	1.838	1.263	7.022
49.84313	3.23	5.962000000000001	12.347000000000001	2.975	2.147	6.832999999999999	1.655	1.278	7.141
50.00991	3.0239999999999996	5.77	11.964	2.94	2.3080000000000003	6.688	1.659	1.4769999999999999	7.656000000000001
50.17649	3.418	5.752999999999999	12.139000000000001	3.0010000000000003	2.074	6.89	1.65	1.6980000000000002	6.936
50.34317	3.221	6.016	12.335	2.968	2.074	6.824	1.879	1.37	7.034
50.50995	3.3310000000000004	5.624	12.373	3.0810000000000004	2.122	6.8660000000000005	1.635	1.3880000000000001	6.718999999999999
50.67654	3.045	5.931	12.417	3.056	2.162	6.712000000000001	1.7719999999999998	1.3940000000000001	6.989
50.84331	3.057	5.72	12.401	3.0010000000000003	2.14	6.922000000000001	1.65	1.403	7.1
51.01	3.029	5.825	12.407	3.103	2.045	6.829	1.784	1.472	7.104
51.17673	3.09	5.867999999999999	12.290999999999999	2.94	2.2430000000000003	6.688	1.6269999999999998	1.3459999999999999	6.707000000000001
51.34328	3.221	5.917000000000001	12.696	3.0660000000000003	2.238	7.021	1.7480000000000002	1.469	7.231
51.51001	3.1430000000000002	5.931	12.482999999999999	2.892	2.064	7.105	1.739	1.46	7.186
51.6766	3.16	6.12	12.538	3.0039999999999996	2.242	6.992999999999999	1.587	1.406	7.334
51.84346	3.405	5.899	12.81	2.957	2.064	7.17	1.7719999999999998	1.263	7.186
52.01001	3.11	5.751	12.831	2.93	2.003	7.165	1.651	1.271	7.186
52.17672	3.1180000000000003	5.895	12.286	3.0669999999999997	2.239	6.945	1.722	1.245	7.1610000000000005
52.34338	3.2089999999999996	6.127999999999999	12.876	2.957	2.129	7.17	1.739	1.3940000000000001	6.9239999999999995
52.51012	3.213	6.102	12.914000000000001	3.0589999999999997	2.166	6.978	1.6769999999999998	1.266	7.485
52.67674	3.1439999999999997	6.178	12.823	2.92	2.19	7.143	1.8940000000000001	1.419	7.121
52.84344	3.3569999999999998	5.956	12.932	2.873	2.242	6.992999999999999	1.652	1.275	7.039
53.01	3.32	5.852	13.09	3.0010000000000003	2.074	7.316	1.7480000000000002	1.5019999999999998	7.1
53.17679	3.451	6.147	13.024000000000001	3.0989999999999998	2.042	7.185	1.7480000000000002	1.403	7.231
53.34351	3.34	6.127999999999999	13.335	2.99	2.064	7.006	1.6740000000000002	1.3940000000000001	7.12
53.5102	3.4419999999999997	5.806	13.110999999999999	3.158	2.2640000000000002	7.207999999999999	1.84	1.3969999999999998	7.125
53.67678	3.417	6.359	13.175	3.0380000000000003	2.21	7.146	1.758	1.281	7.165
53.84349	3.3110000000000004	5.938	13.341	3.158	2.2640000000000002	7.077000000000001	1.84	1.463	7.584
54.01017	3.286	6.162999999999999	13.306	3.071	2.112	7.245	1.725	1.444	7.067
54.17682	3.057	6.016	13.155	3.165	2.042	7.2829999999999995	2.043	1.403	7.33
54.34352	3.2939999999999996	5.912999999999999	13.219000000000001	3.1430000000000002	2.217	7.352	1.829	1.3519999999999999	7.272
54.51033	3.233	6.181	13.618	3.18	2.221	7.1610000000000005	1.8319999999999999	1.3880000000000001	7.178
54.67696	3.4130000000000003	6.287000000000001	13.3	2.8710000000000004	2.108	7.1739999999999995	1.8530000000000002	1.3430000000000002	7.358
54.84363	3.233	6.181	13.29	2.983	2.155	7.39	1.635	1.29	7.276
55.01027	3.3310000000000004	6.4110000000000005	13.585	3.0810000000000004	2.155	7.292000000000001	1.865	1.355	7.178
