	MG1655-1	GLUT1-3_1	GLUT1-10_1	GLUT4-1_1	GLUT8-6_1	kgtP-1	proV-1	ybjL-1	MG1655-2	GLUT1-3_2	GLUT1-10_2	GLUT4-1_2	GLUT8-6_2	kgtP-2	proV-2	ybjL-2	MG1655-3	GLUT1-3_3	GLUT1-10_3	GLUT4-1_3	GLUT8-6_3	kgtP-3	proV-3	ybjL-3	kgtP_proV-1	kgtP_sspA-1	kgtP_ybjL-1	kgtP_proV_ybjL-1	kgtP_proV-2	kgtP_sspA-1dup	kgtP_ybjL-2	kgtP_proV_ybjL-2	kgtP_proV-3	kgtP_sspA-3	kgtP_ybjL-3	kgtP_proV_ybjL-3
34.17373	5.879	16.27	22.656	20.73	26.495	17.66	13.902000000000001	13.915	7.3839999999999995	16.112000000000002	22.921999999999997	20.243	26.058000000000003	17.207	15.929	14.999	8.163	16.902	23.322	20.767	25.811999999999998	17.678	13.999	14.262	20.921999999999997	14.222999999999999	21.513	20.789	20.885	14.012	21.814	21.739	20.621	14.485	22.109	22.238000000000003
34.34033	6.261	16.336	22.521	20.54	26.555	16.766	14.196	13.757	7.34	15.894	22.899	20.053	25.92	17.413	15.374	15.093	8.515	16.826	23.298000000000002	20.773000000000003	25.845	16.812	14.687000000000001	14.835999999999999	20.588	13.979000000000001	21.35	20.569000000000003	20.89	13.825	22.046	21.463	20.74	14.128	22.115	22.131
34.50708	6.0489999999999995	16.232	22.244	20.434	26.614	17.283	14.095	14.615	7.523	16.156	22.875999999999998	20.258	25.980999999999998	17.250999999999998	15.073	14.708	8.246	16.948	23.36	20.666999999999998	25.933000000000003	17.215999999999998	14.499	14.365	20.706	14.385	21.752	20.802	20.67	14.09	21.855	21.666999999999998	20.747	14.224	22.403000000000002	21.855
34.67376	6.157	16.508	22.434	20.625	26.662	17.362000000000002	14.258	14.495999999999999	7.405	16.065	22.869	20.336	26.142	17.329	15.517999999999999	14.448	8.41	16.855999999999998	23.409000000000002	20.66	25.756	17.294	14.944	14.359000000000002	20.698	14.21	21.744	20.71	21.029	14.253	21.932	21.745	20.739	14.331	21.888	22.215
34.84032	5.959	16.377	22.535999999999998	20.976999999999997	26.570999999999998	16.75	14.377	15.011	7.803	16.303	23.055999999999997	20.208	26.021	17.426	15.725	15.614	8.582	16.924	23.314	20.929000000000002	26.03	17.474	15.235999999999999	15.075	21.112	14.415	21.788	21.12	20.906	13.752	21.948	21.647	20.755	14.79	22.44	22.005
35.00719	6.4110000000000005	16.48	22.519000000000002	20.709	26.578000000000003	16.713	14.174000000000001	15.117	7.8	16.347	22.756	20.336	26.057	16.793	15.772	15.943	8.805	16.8	23.098000000000003	20.745	25.897	17.378	15.283	14.81	20.613000000000003	14.181	21.378	20.625	20.86	13.745	22.271	21.519000000000002	20.457	14.331	22.226999999999997	22.017
35.17381	6.199	16.489	22.581	20.941999999999997	26.468000000000004	16.863	14.495	15.099	7.756	16.016	22.761	20.259	26.116999999999997	17.308	15.754000000000001	16.065	8.564	17.034000000000002	23.16	20.976999999999997	25.788	16.767	15.347999999999999	15.495999999999999	21.013	14.615	21.891	20.604	21.176	14.235999999999999	22.221	21.723000000000003	20.605	14.314	22.570999999999998	22.108
35.34037	6.397	16.375999999999998	22.75	20.773000000000003	26.666	17.061	15.255999999999998	15.212	8.292	16.129	22.818	20.146	26.23	17.026	16.487000000000002	15.981	8.564	17.09	22.991	20.441	25.958000000000002	17.5	16.222	15.919	21.125999999999998	13.937999999999999	21.779	20.631999999999998	21.006999999999998	14.460999999999999	22.249000000000002	21.807	20.548000000000002	14.116	21.979	21.995
35.50701	6.806	16.593	22.688000000000002	20.85	26.747	16.628	15.357999999999999	15.738	8.054	16.149	22.784000000000002	20.364	26.255	17.244	16.308	16.366	8.72	17.11	23.155	20.914	25.982	17.266	15.198	16.165	20.951999999999998	13.870999999999999	21.829	20.795	21.029	14.084000000000001	22.355999999999998	21.773000000000003	20.965	14.359000000000002	22.424	22.271
35.67384	6.524	16.602999999999998	22.903000000000002	21.09	26.712	17.399	15.507	15.915	7.831	16.105	22.999000000000002	20.406	26.276	17.003	16.092	16.659000000000002	9.119	16.924	23.455	21.127	26.058000000000003	17.22	15.038	15.272	20.914	14.556	21.76	20.697	21.215999999999998	13.921	22.372	21.816999999999997	20.868000000000002	14.535	22.525	22.4
35.84056	6.256	16.612000000000002	22.598000000000003	21.011999999999997	26.546	16.759	15.404000000000002	16.320999999999998	8.38	16.0	22.891	20.526	26.166	17.067	15.932	16.922	8.595	17.243	23.263	21.105	26.006	17.398	15.217	16.043	20.975	14.058	21.823	20.929000000000002	21.109	14.017000000000001	22.011	21.625	20.818	14.065999999999999	22.362	22.237
36.00708	6.854	16.730999999999998	22.521	20.878	26.809	17.133	15.297	16.778	8.639	16.29	22.785999999999998	20.307000000000002	26.429000000000002	17.441	16.418	17.183	8.939	16.967	23.383000000000003	21.169	26.127	17.405	16.494	16.417	20.729	14.232999999999999	21.915	20.851999999999997	21.116	13.937999999999999	22.188000000000002	21.548000000000002	20.684	14.607999999999999	22.764	22.046
36.17383	6.614	16.666	22.656	21.182	26.862	17.293	15.513	16.769000000000002	8.26	16.621	22.752	20.666999999999998	26.226999999999997	17.207	16.211	16.863	9.265	16.987000000000002	23.066999999999997	21.021	26.095	17.339000000000002	16.683	16.861	20.921999999999997	14.505	22.022	20.93	20.744	14.012	22.379	21.965	20.706	14.174000000000001	22.391	22.182
36.34044	6.624	16.762999999999998	22.643	21.14	26.85	17.164	16.062	16.555	8.355	16.324	22.994	20.596	26.385	17.589000000000002	16.28	17.583	9.361	17.085	23.337	21.149	26.195999999999998	17.183	15.876	17.27	20.965999999999998	14.263	21.951999999999998	20.859	21.351999999999997	14.024000000000001	22.423000000000002	21.669	21.031	14.468	22.943	21.999000000000002
36.50726	6.905	16.725	22.851999999999997	21.011999999999997	26.97	17.125999999999998	15.32	17.026	8.38	16.509	22.976	20.441	26.449	17.265	16.158	17.543	9.752	17.3	23.517	20.906999999999996	26.373	17.454	15.81	16.552	20.975	13.945	22.246	20.76	21.052	14.073	22.575	21.795	20.846	13.953	22.7	22.237
36.67391	7.1370000000000005	16.910999999999998	22.934	21.203000000000003	26.886999999999997	17.227	16.435	16.816	8.361	16.472	23.03	20.943	26.421999999999997	17.369	16.117	17.024	9.734	17.403	23.429000000000002	21.381999999999998	26.373	17.246	16.561	17.362000000000002	20.776	14.155999999999999	22.241999999999997	20.98	21.19	14.03	22.741	22.101	21.378	14.587	22.555	22.176
36.84056	7.063	16.73	22.791	21.125	26.987	16.992	16.597	17.23	8.873	16.707	23.055999999999997	20.498	26.355	17.351	16.897000000000002	17.659000000000002	9.568	17.246	23.229	21.385	26.252	17.064	15.956	17.005	20.941	14.011	21.933000000000003	20.701999999999998	21.245	13.942	22.6	21.651999999999997	20.759	14.302	22.697	22.149
37.00726	6.8660000000000005	17.096	22.96	21.379	26.930999999999997	16.936	16.005	16.807000000000002	8.704	16.651	23.141	20.921	26.496	17.351	16.531	18.025	9.482999999999999	17.444000000000003	23.229	21.357	26.392	17.177	16.209	17.372	21.081999999999997	13.645	22.271	20.674	21.386	14.308	22.544	21.877	20.956	14.245999999999999	23.006999999999998	22.488000000000003
37.17383	7.277	16.957	23.142	21.415	27.090999999999998	16.935	15.834000000000001	17.541	8.724	16.6	22.814	20.787	26.541999999999998	17.102	16.785	18.594	9.982999999999999	17.305999999999997	23.383000000000003	21.423000000000002	26.465999999999998	17.037	16.409000000000002	17.801	21.068	14.064	22.366999999999997	20.936	21.37	14.164000000000001	22.695999999999998	21.886999999999997	21.191999999999997	14.524000000000001	22.99	22.329
37.34053	7.5089999999999995	16.893	22.980999999999998	20.921	27.064	17.239	15.859000000000002	17.054000000000002	9.065	16.56	23.160999999999998	20.548000000000002	26.628	16.949	16.834	18.16	9.45	17.521	23.391	21.546999999999997	26.497	17.311	16.738	18.464000000000002	20.849	14.062000000000001	22.601999999999997	20.921	21.322	14.133	22.677	21.898000000000003	20.949	14.155	23.028000000000002	22.649
37.50726	7.539	17.129	22.829	21.245	27.142	16.967	16.12	17.177	8.787	16.601	22.953000000000003	20.872	26.593000000000004	16.793	17.437	18.708	9.933	17.675	23.578000000000003	21.253	26.433000000000003	17.209	16.073	17.942	21.206	14.04	22.337	20.879	21.34	13.970999999999998	23.004	21.829	21.163	14.359000000000002	22.875999999999998	22.44
37.67396	7.362	17.239	23.114	21.358	27.26	17.274	16.653	17.484	9.035	16.685	23.153000000000002	20.815	26.711	17.102	16.757	19.187	10.04	17.419	23.524	21.508000000000003	26.551	16.980999999999998	16.691	17.885	21.266	14.318	22.593000000000004	21.021	21.37	14.249	22.752	21.802	21.249000000000002	13.987	23.075	22.555
37.84062	7.638999999999999	17.148	22.88	21.576999999999998	27.252	17.296	16.308	17.619	9.283	16.847	23.287	20.724	26.703000000000003	17.406	17.033	18.672	10.147	17.441	23.346999999999998	21.444000000000003	26.541999999999998	17.285	17.192999999999998	18.189	21.173000000000002	14.453	22.529	21.07	21.476	14.61	22.999000000000002	22.19	21.185	14.349	23.151999999999997	22.546999999999997
38.00737	7.412000000000001	17.25	23.201	21.45	27.342	17.061	16.158	18.144000000000002	8.996	16.665	23.353	20.851	26.991	17.111	16.402	18.602999999999998	10.537	17.739	23.555	21.4	26.605999999999998	17.021	16.645	18.062	21.267	14.360999999999999	22.653000000000002	21.055	21.316999999999997	13.897	23.066	21.892	21.055999999999997	14.314	23.191	22.531
38.17389	7.644	17.07	23.226999999999997	21.443	27.316999999999997	17.217	16.822	17.484	9.797	16.883	23.294	21.098000000000003	26.993000000000002	17.102	17.322	19.046	10.294	17.447	23.721999999999998	21.366	26.748	17.602	17.538	19.269000000000002	21.435	13.979000000000001	22.761999999999997	21.021	21.54	14.107000000000001	23.261	22.113000000000003	21.164	14.241	23.583000000000002	22.724
38.34061	7.6160000000000005	17.211	23.255	21.697	27.401999999999997	17.302	16.624000000000002	18.642	9.458	16.967	23.406999999999996	20.844	26.993000000000002	17.355999999999998	17.322	18.651	9.786	17.617	23.807	21.366	26.635	17.15	16.776	18.14	21.406999999999996	13.979000000000001	22.677	20.993000000000002	21.568	13.91	23.374000000000002	22.141	21.164	14.354000000000001	23.414	22.555
38.50732	7.814	17.155	23.142	21.584	27.43	17.274	16.907	18.19	9.176	17.052	23.153000000000002	20.928	26.909000000000002	17.017	16.955	18.764	10.152999999999999	17.617	23.524	21.451	26.748	17.292	17.454	19.58	21.660999999999998	14.232999999999999	22.706	20.823	21.455	13.937999999999999	23.261	22.141	21.503	14.524000000000001	23.526999999999997	22.414
38.67389	8.267999999999999	17.448	23.358	21.570999999999998	27.65	17.312	16.180999999999997	17.975	9.746	17.15	23.454	20.886	26.93	17.369	17.248	19.314	9.875	17.657	23.825	21.41	26.881999999999998	17.331	16.788	18.634	21.482	14.241	22.638	21.206	21.36	14.199000000000002	23.391	21.930999999999997	21.435	14.502	23.403000000000002	22.628
38.8406	7.614	17.623	23.180999999999997	21.57	27.746	16.729	16.531	18.32	9.735	16.982	23.445999999999998	21.224	26.859	17.399	16.493	20.133	10.345	17.887	23.76	21.548000000000002	26.953000000000003	17.535	16.144000000000002	19.197	21.529	14.283	22.829	21.061999999999998	21.324	14.157	23.384	22.153000000000002	21.543000000000003	14.177999999999999	23.311999999999998	22.623
39.00732	8.25	17.502	23.288	21.732	27.574	16.747	16.352	18.875999999999998	9.667	17.2	23.355999999999998	20.964000000000002	27.194000000000003	17.307000000000002	16.004	19.957	10.221	17.907	23.84	21.655	26.724	17.526	16.840999999999998	18.993	21.410999999999998	14.216	22.683000000000003	21.31	21.601	14.09	23.435	22.344	21.537	14.422	23.56	22.616999999999997
39.17405	7.609	17.476	23.427	21.816	27.737	16.807000000000002	16.694000000000003	19.385	9.899	17.003	23.607	20.879	27.160999999999998	17.364	17.276	19.561	10.086	17.88	23.837	21.625	26.916	17.979	16.814	18.852	21.549	14.277000000000001	22.963	20.971	21.486	14.065999999999999	23.63	22.315	21.506999999999998	14.511	23.558000000000003	22.925
39.34074	7.877999999999999	17.467	23.309	21.753	27.678	17.531	16.430999999999997	18.531	9.436	17.109	23.574	21.295	27.214000000000002	17.244	16.477999999999998	19.244	10.3	17.675	24.000999999999998	21.732	27.054000000000002	17.576	16.665	19.465999999999998	21.573	14.21	23.183000000000003	21.303	21.453000000000003	14.31	23.428	22.168000000000003	21.726999999999997	14.218	23.383000000000003	22.721999999999998
39.50734	7.992999999999999	17.422	23.666	21.965999999999998	27.899	16.778	16.157	18.627	10.204	17.151	23.479	21.366	27.18	17.37	16.6	20.077	10.644	17.941	23.991999999999997	21.861	27.16	17.418	17.044	19.368	21.366	14.386	23.342	21.12	21.668000000000003	14.26	23.558000000000003	22.212	21.518	14.62	23.456999999999997	22.909000000000002
39.67394	8.322000000000001	17.522000000000002	23.735	21.866999999999997	27.965999999999998	17.133	16.680999999999997	18.868	9.628	17.391	23.660999999999998	21.324	27.389	17.355999999999998	16.955	20.599	10.745999999999999	18.012	23.807	21.959	27.087	17.546	17.397000000000002	18.817	21.746	14.402999999999999	23.073	21.078000000000003	21.653000000000002	13.769	23.684	22.197	21.644000000000002	14.298	23.695999999999998	22.95
39.8408	7.809	17.6	23.558000000000003	21.775	27.958000000000002	17.296	17.098	19.087	9.677999999999999	17.017	23.596999999999998	21.345	27.296	17.547	17.061	19.745	10.485999999999999	18.09	24.221999999999998	22.008000000000003	27.079	17.539	16.967	19.77	21.568	14.312000000000001	23.319000000000003	21.07	21.645	13.932	23.451	22.134	21.58	14.433	23.745	22.941999999999997
40.00755	7.7139999999999995	17.587	23.655	22.041999999999998	28.195	17.368	16.183	18.283	10.006	17.172	23.638	21.386999999999997	27.392	17.589000000000002	16.569000000000003	19.618	10.362	18.246	24.178	21.824	27.203000000000003	17.47	16.305	19.699	21.665	14.187000000000001	23.275	21.253	21.884	14.259	23.576	22.26	21.904	14.422	23.645	23.011999999999997
40.17418	8.386000000000001	17.665	23.788	21.921999999999997	28.101	17.362000000000002	16.543	18.249000000000002	9.916	17.25	23.8	21.295	27.468000000000004	17.215999999999998	15.913	20.401	10.103	18.154	24.114	21.986	27.138	17.886	17.088	19.776	21.714000000000002	14.21	23.296	20.991999999999997	21.875999999999998	14.14	23.906999999999996	22.281	21.811	14.444	23.807	22.721999999999998
40.34077	8.386000000000001	17.805999999999997	23.788	22.176	28.186	17.418	17.333	18.615	9.831	17.25	23.715	21.069000000000003	27.44	17.526	16.562	19.695	10.440999999999999	18.098	24.114	22.155	27.138	17.971	17.257	19.945	21.883000000000003	14.181	23.465	21.160999999999998	21.96	14.056	23.569000000000003	22.337	22.122	13.795	23.976	22.92
40.5075	7.906000000000001	17.665	23.732	22.006999999999998	28.271	17.587	17.277	19.067	10.282	17.334	23.743000000000002	21.295	27.581	17.498	16.76	19.808	10.61	18.098	24.029	21.647	27.308000000000003	17.802	17.173	18.986	21.656999999999996	14.379000000000001	23.465	21.160999999999998	21.96	13.999	23.906999999999996	22.365	21.951999999999998	14.359000000000002	24.089000000000002	23.004
40.67413	8.191	17.715999999999998	23.665	21.999000000000002	28.311999999999998	16.992	17.386	18.750999999999998	10.197000000000001	17.44	23.93	21.456999999999997	27.454	17.717	16.812	19.745	10.244000000000002	18.205	24.244	22.259	27.238000000000003	17.881	17.506	19.542	21.871	14.49	23.427	21.21	21.978	14.28	23.980999999999998	22.413	22.026999999999997	14.189	23.796	22.91
40.84072	8.391	17.897000000000002	23.881	22.041999999999998	28.476999999999997	17.424	16.916	18.875999999999998	9.695	17.539	24.09	21.584	27.589000000000002	17.872	16.851	19.449	10.644	18.160999999999998	24.348000000000003	21.936999999999998	27.456999999999997	17.554000000000002	16.333	19.416	21.891	14.187000000000001	23.642	21.338	22.109	14.145999999999999	24.0	22.373	21.96	14.139000000000001	24.238000000000003	23.125
41.00742	8.217	17.805999999999997	23.873	22.12	28.355	17.615	16.515	19.236	10.226	17.701	24.138	21.634	27.805999999999997	17.752	16.139	20.683000000000003	10.554	18.323	24.480999999999998	22.296	27.505	17.802	17.37	19.070999999999998	21.826999999999998	14.294	23.635	21.133000000000003	22.017	13.887	23.851	22.506	21.868000000000002	14.415999999999999	24.314	23.004
41.17422	8.482999999999999	17.73	23.991	21.985	28.414	17.596	17.033	19.047	10.293	17.398	24.03	21.526999999999997	27.695999999999998	18.069000000000003	15.867	19.872	10.453	18.303	24.401	22.33	27.537	18.12	16.899	20.064	21.803	14.192	23.358	21.055	21.936999999999998	13.785	24.166	22.315	21.845	14.257	23.953000000000003	23.066
41.34086	8.265	17.861	24.271	22.121	28.503	17.302	17.02	19.602	10.249	17.56	24.198	21.351999999999997	27.925	17.639	16.983	19.724	10.379000000000001	18.21	24.513	22.213	27.623	17.687	16.663	20.624000000000002	21.943	14.232999999999999	23.581	21.36	22.302	14.192	24.108	22.649	22.096	14.241	24.204	23.232
41.50742	8.661	18.002	24.101999999999997	22.29	28.644000000000002	17.274	16.737000000000002	19.433	10.023	17.504	24.283	21.521	27.84	18.147000000000002	17.378	20.345	10.718	18.379	24.569000000000003	22.298000000000002	27.539	18.167	16.974	19.805	22.197	14.29	23.75	21.36	21.991999999999997	14.079	23.938000000000002	22.48	22.151999999999997	14.439	24.346	23.148000000000003
41.67428	8.753	17.805999999999997	24.268	22.458000000000002	28.721999999999998	17.615	16.967	19.208	10.226	17.447	24.166	21.576999999999998	27.835	17.921	16.224	19.949	10.357000000000001	18.239	24.706999999999997	22.522	27.59	18.14	17.54	20.03	22.221999999999998	14.689	23.776	21.415	21.763	13.970999999999998	24.33	22.590999999999998	22.235	14.19	24.314	23.287
41.84085	8.77	17.99	24.055	22.162	28.592	17.434	16.729	19.11	10.44	17.715	24.291999999999998	21.816999999999997	27.959	17.766	16.239	20.725	10.684000000000001	18.338	24.521	22.338	27.714000000000002	17.817	17.018	20.664	22.064	14.620999999999999	24.127	21.232	22.058000000000003	14.072000000000001	24.399	22.576	22.191	14.207	24.468000000000004	23.355999999999998
42.00755	8.222000000000001	17.727999999999998	24.361	22.465999999999998	28.646	17.622	17.17	19.299	10.315999999999999	17.624000000000002	24.344	21.838	27.984	17.674	16.343	20.408	10.39	18.5	24.658	22.389	27.851999999999997	18.006	17.377	19.953	22.06	14.554	24.037	21.31	22.194000000000003	14.175	24.423000000000002	22.429000000000002	22.326999999999998	14.110999999999999	24.548000000000002	23.435
42.17418	8.165	17.756	24.331999999999997	22.268	28.618000000000002	17.594	16.437	19.243	10.373	17.708	24.513	21.669	28.069000000000003	18.012999999999998	16.851	20.436	10.87	18.669	24.489	22.36	27.824	18.09	17.18	19.868	22.399	14.272	24.15	21.506999999999998	22.363000000000003	13.892000000000001	24.366999999999997	22.627	22.299	14.110999999999999	24.548000000000002	23.464000000000002
42.34094	8.576	17.776	24.355999999999998	22.318	28.813000000000002	17.359	16.54	18.868	10.136000000000001	17.814	24.509	21.747	28.038	17.864	15.741	20.881999999999998	10.718	18.351	24.738000000000003	22.383000000000003	27.849	18.026	16.522000000000002	19.975	22.197	14.064	24.004	21.445	22.528000000000002	13.825	24.475	22.48	22.406	14.383	24.656	23.570999999999998
42.50748	8.98	17.886	24.285	22.506	28.791	17.584	17.189	18.836	10.141	17.694000000000003	24.578000000000003	21.682	28.13	17.914	16.7	20.956	10.413	18.543	24.666999999999998	22.315	27.886	18.304000000000002	17.139	19.993	22.125	14.152000000000001	24.441	21.435	22.456999999999997	14.055	24.573	22.581999999999997	22.421999999999997	14.33	24.529	23.559
42.67422	8.555	17.975	24.522	22.374000000000002	28.778000000000002	17.531	16.205	19.152	10.198	17.616	24.42	21.634	28.145	18.006	15.998	20.119	10.722999999999999	18.408	24.875999999999998	22.296	27.9	17.886	17.032	19.578	22.391	14.181	24.058000000000003	21.386999999999997	22.609	14.14	24.754	22.676	22.404	14.359000000000002	24.879	23.596999999999998
42.84083	8.774	17.945	24.554000000000002	22.656999999999996	28.955	17.81	16.032	19.489	10.644	17.814	24.593000000000004	21.831999999999997	28.264	17.695	16.334	20.881999999999998	10.915	18.549	24.851	22.665	28.103	17.941	16.804000000000002	20.144000000000002	22.338	14.149000000000001	24.4	21.529	22.386999999999997	14.107000000000001	24.701	22.96	22.66	14.467	24.684	23.741
43.00756	9.038	17.93	24.456999999999997	22.502	29.029	17.908	15.931	18.881	9.724	17.602999999999998	24.609	21.903000000000002	28.14	17.878	16.261	20.19	10.644	18.619	24.866999999999997	22.398000000000003	28.035999999999998	18.435	16.705	20.159000000000002	22.355	14.302	24.274	21.629	22.798000000000002	14.204	24.715999999999998	22.918000000000003	22.337	14.705	24.87	23.558000000000003
43.17424	8.982000000000001	17.846	24.57	22.587	28.886999999999997	17.541	17.258	18.825	10.232000000000001	17.687	24.721999999999998	21.875	28.394000000000002	18.048	16.177	19.908	10.842	18.449	24.951999999999998	22.483	28.12	18.35	16.337	19.82	22.439	13.905999999999999	24.19	21.430999999999997	22.798000000000002	14.034	24.914	22.721	22.590999999999998	14.564	24.954	23.587
43.34102	8.818	17.88	24.549	22.791999999999998	29.037	17.745	16.954	18.887999999999998	10.577	17.750999999999998	24.616999999999997	22.136	28.375	18.309	16.125999999999998	20.169	10.847000000000001	18.569000000000003	25.101	22.688000000000002	28.072	18.272000000000002	16.625999999999998	19.969	22.476	13.969000000000001	24.281999999999996	21.523000000000003	22.75	14.265999999999998	24.894000000000002	22.728	22.345	14.372	24.878	23.736
43.50761	8.922	17.89	24.494	22.741	29.004	17.954	16.826	18.362000000000002	10.649000000000001	17.701	24.674	21.916	28.511999999999997	18.119	16.252	20.203	10.977	18.605999999999998	25.158	22.776	28.098000000000003	18.084	16.778	20.086	22.729	14.125	24.453000000000003	21.585	22.609	14.056	25.035999999999998	23.014	22.517	14.415999999999999	24.963	23.879
43.6742	8.802	18.086	24.808000000000003	22.826999999999998	29.096	17.98	16.314	19.32	10.305	17.758	25.045	22.199	28.546	18.147000000000002	16.249000000000002	19.922	10.633	18.549	25.19	23.004	28.188000000000002	18.336	16.861	19.41	22.535999999999998	14.459000000000001	24.484	21.529	22.866999999999997	14.277000000000001	24.785	23.186	22.406	14.524000000000001	25.023000000000003	23.825
43.84093	8.742	18.075	24.76	22.81	29.296999999999997	17.715999999999998	16.08	18.32	10.779000000000002	17.884	24.855999999999998	22.099	28.607	18.189	16.155	20.471	10.627	18.592	25.114	22.761	28.335	18.296	16.708	20.889	22.487	13.831	24.38	21.401	22.734	14.129000000000001	25.160999999999998	22.971	22.586	14.404000000000002	24.976	23.750999999999998
44.00766	8.686	18.159000000000002	24.675	22.866999999999997	29.24	17.659000000000002	15.572000000000001	19.448	10.355	17.715	24.912	21.929000000000002	28.664	18.302	16.832	20.386	10.880999999999998	18.592	25.142	22.845	28.165	18.127	16.624000000000002	18.887	22.656999999999996	14.198	24.605999999999998	21.655	22.734	14.044	25.076	23.168000000000003	22.699	14.404000000000002	25.201	23.92
44.17439	8.504	18.066	24.980999999999998	22.804000000000002	29.493000000000002	17.989	16.55	18.848	10.401	17.962	24.767	22.177	28.605	18.549	16.766	19.9	11.068	18.669	25.392	22.868000000000002	28.36	18.316	16.672	20.037	22.822	14.47	24.489	21.648000000000003	22.787	14.062000000000001	24.761999999999997	23.022	23.031999999999996	14.505999999999998	25.338	24.028000000000002
44.34093	8.46	17.962	24.929000000000002	22.781999999999996	29.494	18.054000000000002	16.503	18.941	10.638	17.715	25.081	22.183000000000003	28.691999999999997	18.274	15.873	19.935	10.515	18.507	25.311	22.93	28.25	18.324	16.285	19.677	22.628	14.339	24.38	21.796	22.819000000000003	13.96	25.076	23.168000000000003	22.868000000000002	14.347999999999999	25.314	24.033
44.50772	8.827	17.877	24.929000000000002	22.698	29.579	17.969	16.108	18.659000000000002	10.638	17.969	24.826999999999998	22.099	28.664	18.189	15.422	20.809	10.204	18.648	25.366999999999997	23.099	28.56	18.719	16.567	20.184	22.91	14.536	24.691	21.655	23.073	14.157	25.274	23.168000000000003	22.783	14.995999999999999	25.314	24.174
44.67437	9.093	18.167	25.018	23.155	29.496	18.119	16.851	19.033	10.789000000000001	18.032	25.000999999999998	22.133000000000003	28.807	18.168	16.840999999999998	20.026	11.005	18.458	25.625	22.823	28.393	18.614	17.139	19.373	23.026999999999997	14.237	24.750999999999998	21.689	22.964000000000002	14.196	25.136999999999997	23.285999999999998	22.929000000000002	14.415	25.375	24.235
44.84108	8.895	17.942	25.018	22.704	29.552	18.204	16.766	18.667	10.056000000000001	17.947	25.085	22.076999999999998	28.891	18.253	16.474	20.561999999999998	10.695	18.627	25.625	22.851	28.619	18.22	16.35	19.625999999999998	22.801	14.011	24.695	21.773000000000003	23.162	14.055	25.334	23.201999999999998	22.845	14.302	25.261999999999997	24.46
45.00772	9.277999999999999	17.99	25.098000000000003	22.951	29.833000000000002	18.195	16.503	19.505	10.384	18.054000000000002	25.25	22.522	28.861	18.246	15.675	19.963	11.05	18.563	25.451999999999998	22.845	28.476	18.381	16.398	19.817999999999998	22.741	14.620999999999999	24.55	21.796	23.101	14.157	25.358	23.337	22.953000000000003	14.404000000000002	25.455	24.258000000000003
45.17436	8.329	18.06	25.226999999999997	22.796999999999997	29.794	18.067	16.628	19.067	10.113	17.983	25.21	22.281999999999996	28.935	18.26	15.885	20.598000000000003	10.61	18.605999999999998	25.553	22.945	28.576999999999998	18.817	16.157	19.663	22.673000000000002	14.097000000000001	25.045	21.923000000000002	22.948	14.14	25.459	23.409000000000002	23.194000000000003	14.218	25.415	24.189
45.34106	8.738999999999999	17.838	25.247	23.131999999999998	29.807	17.987000000000002	16.044	19.436	10.349	17.757	25.201999999999998	22.224	29.034000000000002	18.428	16.455	20.625	10.904000000000002	18.691	25.656999999999996	22.8	28.593000000000004	18.96	17.148	19.52	22.776999999999997	14.05	25.15	21.92	23.278000000000002	13.755999999999998	25.648000000000003	23.601	22.962	14.088	25.66	24.381
45.50778	9.075	18.180999999999997	25.259	22.944000000000003	29.908	18.273	16.779	18.342	10.942	17.764	25.355	22.514	29.021	18.436	16.487000000000002	19.702	10.876	18.585	25.641	23.035	28.749000000000002	18.570999999999998	16.927	20.402	23.128	14.079	25.021	21.901	23.008000000000003	14.235999999999999	25.576	23.245	22.916999999999998	14.398	25.447	24.589000000000002
45.67446	9.012	18.01	25.32	23.171	30.029	18.158	16.296	19.074	10.74	17.878	25.471999999999998	22.205	29.113000000000003	18.549	15.890999999999998	20.916	10.898	18.612000000000002	25.759	23.038	28.755	18.909000000000002	16.502	19.558	22.85	14.3	25.053	21.818	23.436	14.175	25.693	23.614	23.145	14.958	25.733	24.79
45.84109	8.98	17.886	25.355999999999998	23.041999999999998	29.89	18.317	16.344	18.921	10.338	18.004	25.564	22.415	29.285999999999998	18.365	16.474	20.477	11.09	18.712	25.71	23.189	28.732	18.389	17.337	19.598	23.309	14.068	25.005	21.886	23.076999999999998	14.224	25.671999999999997	23.54	22.929000000000002	14.753	25.741	24.741999999999997
46.00784	8.624	17.983	25.4	23.113000000000003	30.19	18.217	16.525	18.201	10.293	17.877	25.44	22.43	29.303	18.605	15.613	20.21	10.763	18.754	25.895	23.12	28.805	18.91	16.73	19.895	23.325	14.418	25.388	21.986	23.234	14.207	25.604	23.64	23.086	14.652000000000001	25.756999999999998	24.476
46.17452	9.177	17.942	25.44	23.014	30.088	18.119	15.977	18.723	10.592	17.863	25.339000000000002	22.584	29.342	18.703	16.192	20.477	11.343	18.458	25.794	23.076	28.788	18.699	16.998	20.585	23.309	14.659	25.287	21.943	23.218000000000004	14.196	25.756999999999998	23.653000000000002	23.07	14.584000000000001	25.741	24.714000000000002
