	MG1655-1	GLUT1-3_1	GLUT1-10_1	GLUT4-1_1	GLUT8-6_1	kgtP-1	proV-1	ybjL-1	MG1655-2	GLUT1-3_2	GLUT1-10_2	GLUT4-1_2	GLUT8-6_2	kgtP-2	proV-2	ybjL-2	MG1655-3	GLUT1-3_3	GLUT1-10_3	GLUT4-1_3	GLUT8-6_3	kgtP-3	proV-3	ybjL-3	kgtP_proV-1	kgtP_sspA-1	kgtP_ybjL-1	kgtP_proV_ybjL-1	kgtP_proV-2	kgtP_sspA-1dup	kgtP_ybjL-2	kgtP_proV_ybjL-2	kgtP_proV-3	kgtP_sspA-3	kgtP_ybjL-3	kgtP_proV_ybjL-3
10.1722	0.324	4.959	1.077	2.952	2.616	2.2159999999999997	1.037	1.229	1.034	3.779	1.261	2.779	2.659	2.092	0.8170000000000001	1.288	1.005	4.466	1.291	2.6319999999999997	3.3510000000000004	2.224	1.3159999999999998	1.5959999999999999	2.924	4.258	2.7	3.516	2.985	3.0069999999999997	2.915	3.415	2.61	3.681	2.9539999999999997	3.4610000000000003
10.339	0.331	5.194	1.115	3.19	2.8539999999999996	2.254	1.0190000000000001	1.21	1.01	4.184	1.385	2.9589999999999996	2.7239999999999998	2.069	0.884	1.296	1.069	4.6419999999999995	1.3869999999999998	2.698	3.617	2.375	1.18	1.7169999999999999	3.043	4.321000000000001	2.823	3.236	3.0189999999999997	3.043	2.951	3.4789999999999996	2.7319999999999998	3.802	3.076	3.6689999999999996
10.50559	0.414	5.62	1.14	3.445	2.9939999999999998	2.3080000000000003	0.902	1.15	1.064	4.266	1.238	3.157	3.065	2.266	0.8809999999999999	1.121	1.094	4.696000000000001	1.3840000000000001	2.924	3.642	2.171	1.119	1.828	3.125	4.4319999999999995	2.905	3.5189999999999997	2.958	3.2119999999999997	2.977	3.648	2.9	3.885	3.3310000000000004	3.694
10.67221	0.313	5.837999999999999	1.239	3.373	3.0660000000000003	2.407	1.0	1.22	1.079	4.485	1.337	3.4010000000000002	3.252	2.253	0.894	1.364	1.1079999999999999	5.172000000000001	1.454	3.139	3.915	2.386	1.305	1.757	3.2569999999999997	4.735	3.092	3.7060000000000004	3.3760000000000003	3.255	3.2489999999999997	3.863	3.03	4.043	3.345	4.025
10.83896	0.42100000000000004	6.207999999999999	1.374	3.7680000000000002	3.345	2.513	1.018	1.238	1.1320000000000001	4.9430000000000005	1.443	3.508	3.4739999999999998	2.362	0.9420000000000001	1.298	1.102	5.284	1.675	3.218	4.253	2.378	1.297	1.751	3.3680000000000003	4.817	3.056	4.045	3.4	3.45	3.443	3.972	3.11	4.181	3.28	4.047
11.00555	0.47100000000000003	6.395	1.3130000000000002	3.99	3.597	2.5660000000000003	1.016	1.265	1.064	5.156000000000001	1.554	3.7310000000000003	3.668	2.41	0.9670000000000001	1.35	1.008	5.557	1.642	3.469	4.417	2.515	1.262	1.713	3.498	5.063	3.364	3.7489999999999997	3.446	3.7569999999999997	3.321	3.935	3.302	4.459	3.36	4.125
11.17223	0.55	6.7589999999999995	1.4780000000000002	4.27	4.0489999999999995	2.6460000000000004	1.068	1.43	1.085	5.319	1.5759999999999998	3.9530000000000003	4.12	2.603	1.047	1.344	1.1440000000000001	5.72	1.808	3.6910000000000003	4.812	2.623	1.3419999999999999	1.7630000000000001	3.719	5.113	3.3569999999999998	4.172	3.5810000000000004	3.807	3.543	4.2139999999999995	3.467	4.623	3.668	4.519
11.339	0.654	7.291	1.5830000000000002	4.345	4.181	2.7510000000000003	1.0590000000000002	1.278	1.159	5.419	1.624	4.258	4.224	2.7060000000000004	1.123	1.248	1.161	5.879	1.9409999999999998	3.909	5.058	2.67	1.36	1.8090000000000002	4.05	5.3870000000000005	3.49	4.418	3.741	3.8810000000000002	3.705	4.518	3.398	4.956	3.7439999999999998	4.45
11.50572	0.381	7.3870000000000005	1.656	4.502	4.395	2.7089999999999996	1.133	1.179	1.115	5.744	1.811	4.329	4.61	2.747	0.9670000000000001	1.263	1.1179999999999999	6.349	1.9280000000000002	4.038	5.272	2.742	1.3459999999999999	1.7369999999999999	3.9760000000000004	5.8	3.647	4.689	3.7239999999999998	4.067	3.633	4.5889999999999995	3.555	4.854	3.786	4.607
11.67229	0.603	7.808	1.7069999999999999	4.8389999999999995	4.817	2.931	0.9840000000000001	1.23	0.9640000000000001	6.165	1.89	4.579	4.86	2.682	1.047	1.3419999999999999	1.139	6.684	2.0069999999999997	4.1160000000000005	5.58	2.8489999999999998	1.396	1.8159999999999998	4.11	6.193	3.7539999999999996	4.825	4.317	4.145	3.94	4.925	3.719	5.047	3.722	4.8
11.83905	0.385	8.423	1.889	5.1080000000000005	5.087	2.912	1.05	1.412	1.205	6.265	2.187	4.877	5.416	2.923	1.056	1.266	1.236	6.7829999999999995	2.103	4.5	6.021	2.946	1.349	1.827	4.152	6.12	4.109	5.008	4.273	4.5	3.866	5.051	3.9019999999999997	5.46	4.1339999999999995	5.27
12.00573	0.514	8.691	1.99	5.292999999999999	5.329	3.0989999999999998	1.1520000000000001	1.3130000000000002	1.103	6.704	2.259	5.205	5.515	3.0789999999999997	1.044	1.568	1.135	7.337999999999999	2.29	4.713	6.462999999999999	2.96	1.335	1.869	4.65	6.647	3.8930000000000002	5.507999999999999	4.256	4.485	3.88	5.265	3.9730000000000003	5.501	4.148	5.511
12.17238	0.457	9.378	2.104	5.494	5.872999999999999	3.0989999999999998	1.124	1.3130000000000002	1.275	6.961	2.316	5.205	6.059	3.0789999999999997	1.13	1.339	1.307	7.5089999999999995	2.376	4.971	6.721	3.017	1.421	1.984	4.65	6.532	4.266	5.336	4.485	4.771	4.137	5.379	4.202	5.7010000000000005	4.5489999999999995	5.597
12.33913	0.45	9.408	2.211	5.832000000000001	6.2410000000000005	3.292	1.171	1.275	1.127	7.593	2.3369999999999997	5.659	6.485	3.361	1.063	1.445	1.416	7.968	2.54	5.081	7.176	3.2110000000000003	1.528	1.92	4.849	6.9879999999999995	4.375	5.905	4.711	4.824	4.475	5.718999999999999	4.398	6.127000000000001	4.428	5.794
12.50577	0.622	9.866	2.469	6.234	6.471	3.435	1.1420000000000001	1.4180000000000001	1.155	7.707999999999999	2.71	5.974	6.972	3.304	1.178	1.359	1.244	8.254	2.655	5.252999999999999	7.778	3.2969999999999997	1.5	1.92	4.935	7.16	4.346	6.077000000000001	4.941	5.138999999999999	4.647	6.1770000000000005	4.312	6.127000000000001	4.6	6.109
12.67238	0.718	10.442	2.623	6.471	7.051	3.361	1.27	1.402	1.193	7.9110000000000005	2.864	6.011	7.351	3.427	1.133	1.4280000000000002	1.196	8.602	2.694	5.72	8.415	3.3930000000000002	1.396	1.901	5.255	7.337999999999999	4.413	6.371	5.1770000000000005	5.205	4.771	6.2139999999999995	4.635	6.45	4.8389999999999995	6.69
12.83913	0.521	10.692	2.77	7.042999999999999	7.65	3.508	1.163	1.409	1.252	8.504	3.096	6.44	7.664	3.5989999999999998	1.196	1.462	1.285	9.054	2.927	5.776	8.812000000000001	3.5389999999999997	1.486	1.847	5.3660000000000005	7.792999999999999	4.5569999999999995	6.712999999999999	5.232	5.605	4.916	6.47	4.779	6.649	4.726	6.746
13.00577	0.556	11.175	2.863	7.2170000000000005	7.622999999999999	3.687	1.145	1.3619999999999999	1.085	8.416	3.075	6.957999999999999	8.437000000000001	3.745	1.205	1.527	1.263	9.052	3.1630000000000003	5.894	9.099	3.488	1.551	1.824	5.4239999999999995	7.5360000000000005	4.877	6.715	5.376	5.751	4.978	6.874	5.0969999999999995	6.995	5.046	7.12
13.17233	0.875	11.795	3.239	7.857	8.493	3.69	1.258	1.476	1.263	9.321	3.451	7.254	8.736	3.783	1.206	1.472	1.3530000000000002	9.698	3.424	6.447	9.97	3.6069999999999998	1.5819999999999999	1.944	5.809	8.522	4.998	7.098	5.76	5.904	5.2989999999999995	6.97	5.535	7.1770000000000005	5.138	7.273
13.3392	0.5820000000000001	12.07	3.432	8.134	8.999	4.055	1.2229999999999999	1.412	1.17	9.482000000000001	3.7289999999999996	7.6739999999999995	9.385	3.803	1.228	1.465	1.546	10.432	3.4739999999999998	6.867000000000001	10.561	3.8569999999999998	1.7469999999999999	1.879	6.143	8.655	5.105	7.604	6.18	6.2379999999999995	5.291	7.332999999999999	5.468999999999999	7.426	5.216	7.751
13.5057	0.507	12.43	3.7569999999999997	8.433	9.557	3.951	1.4040000000000001	1.421	1.2670000000000001	9.585	3.9410000000000003	8.145	9.943	3.958	1.3230000000000002	1.59	1.386	10.619000000000002	3.6860000000000004	7.281000000000001	11.292	4.069	1.729	1.976	6.1	8.956	5.431	8.104	5.936	6.5089999999999995	5.475	7.747000000000001	5.682	7.638999999999999	5.542999999999999	7.763999999999999
13.67236	0.614	12.808	4.152	8.804	10.187000000000001	4.288	1.3359999999999999	1.584	1.319	10.390999999999998	4.021	8.344	10.630999999999998	4.2410000000000005	1.4	1.524	1.4080000000000001	11.225	4.052	7.279	11.724	4.063	1.693	2.056	6.559	9.501	5.656000000000001	8.246	6.193	6.879	5.814	8.117	5.822	8.383	5.91	8.622
13.83919	0.617	13.455	4.24	9.23	10.868	4.405	1.4869999999999999	1.504	1.464	10.752	4.7669999999999995	8.799	11.082	4.355	1.32	1.558	1.4680000000000002	11.501	4.512	7.706	12.689	4.0360000000000005	1.811	2.03	6.496	9.809	5.7989999999999995	9.158	6.417999999999999	7.247999999999999	5.871	8.457	6.136	8.551	5.968	8.761000000000001
14.00576	0.631	13.5	4.794	9.773	11.206	4.361000000000001	1.2790000000000001	1.524	1.331	11.197000000000001	5.033	9.142999999999999	11.790999999999999	4.388999999999999	1.367	1.517	1.508	12.12	4.465	8.336	13.280999999999999	4.105	1.7109999999999999	2.0980000000000003	7.122999999999999	9.806000000000001	5.579	9.157	7.132999999999999	7.394	6.079	8.801	6.14	8.722999999999999	6.119	8.876
14.17244	0.635	14.219000000000001	4.94	9.978	12.239	4.565	1.396	1.555	1.506	11.602	5.209	9.718	12.51	4.736000000000001	1.456	1.6059999999999999	1.484	12.468	5.154	8.855	14.142999999999999	4.3660000000000005	1.715	2.1590000000000003	7.242000000000001	10.41	6.011	9.19	6.995	7.541	6.2829999999999995	9.206	6.659	9.07	6.351	9.509
14.33915	0.8270000000000001	14.464	5.5889999999999995	10.652999999999999	12.713	4.7	1.475	1.635	1.4980000000000002	12.133	5.6	9.937000000000001	13.47	4.6419999999999995	1.449	1.6280000000000001	1.676	12.799000000000001	5.0889999999999995	8.931000000000001	14.445	4.7	1.879	1.9809999999999999	7.8020000000000005	10.685	6.087999999999999	9.693999999999999	7.242000000000001	7.675	6.275	9.738	7.162999999999999	9.631	6.657	9.671
14.50585	0.82	14.908	5.666	11.014000000000001	13.33	4.835	1.469	1.6280000000000001	1.49	12.206	6.1339999999999995	10.412	13.886	4.633	1.357	1.5919999999999999	1.5830000000000002	13.187000000000001	5.367000000000001	9.463	15.689	4.607	1.929	2.002	8.02	10.475	6.336	10.169	7.546	8.522	6.58	9.9	7.297000000000001	9.707	6.7620000000000005	10.630999999999998
14.67246	1.103	15.122	6.409	11.592	14.140999999999998	5.033	1.4909999999999999	1.565	1.432	12.62	6.278	10.732999999999999	15.012	5.092	1.466	1.6159999999999999	1.5230000000000001	13.370999999999999	5.995	9.926	16.302	4.749	1.983	2.199	8.171	11.225999999999999	6.395	11.575999999999999	8.009	8.384	6.952999999999999	10.191	7.242999999999999	10.027000000000001	7.0489999999999995	11.038
14.83913	0.845	15.265	6.695	12.192	14.883	5.09	1.548	1.479	1.432	13.02	7.42	11.504000000000001	15.412	5.092	1.551	1.645	1.609	13.999	6.5089999999999995	10.24	16.988	4.977	1.954	2.114	8.228	11.626	6.88	11.347000000000001	8.266	8.669	7.2379999999999995	10.534	7.529	10.341	7.3629999999999995	11.295
15.00589	0.8270000000000001	15.634	7.272	12.651	15.624	5.242000000000001	1.618	1.635	1.5830000000000002	13.302999999999999	7.369	12.106	16.637	5.327000000000001	1.62	1.6280000000000001	1.6469999999999998	14.112	6.716	10.585999999999999	18.069000000000003	5.043	1.965	2.095	8.459	11.456	7.287000000000001	12.177	8.583	9.302	7.2170000000000005	11.107999999999999	7.848	10.716	7.513	12.068
15.17261	0.9620000000000001	15.85	7.5489999999999995	13.239	16.582	5.406000000000001	1.6969999999999998	1.6	1.604	13.69	7.874	12.38	17.309	5.346	1.585	1.6780000000000002	1.6680000000000001	14.640999999999998	7.3629999999999995	11.345999999999998	18.883	5.291	2.0140000000000002	2.173	9.161	12.472000000000001	7.135	12.708	8.887	8.978	7.693	11.355	8.238	11.048	7.789	12.485
15.33922	0.78	16.03	8.162	13.65	17.361	5.622000000000001	1.7169999999999999	1.59	1.564	14.155	8.202	13.162	18.031	5.561	1.661	1.724	1.6280000000000001	15.136	7.664	11.672	19.604	5.45	2.1180000000000003	2.218	9.202	12.683	7.806	12.405999999999999	9.384	9.904	7.765	12.707	8.566	10.975	8.09	14.093
15.506	0.883	16.182000000000002	8.718	14.089	17.968	5.867000000000001	1.7930000000000001	1.723	1.58	14.734000000000002	8.986	14.029000000000002	18.637999999999998	5.832000000000001	1.85	1.771	1.702	15.259	8.533	11.998	20.41	5.466	2.05	2.122	9.527999999999999	12.011	7.792999999999999	13.585999999999999	9.539	9.861	8.037	12.862	8.892999999999999	11.045	8.304	13.706
15.67249	0.9359999999999999	16.119	9.539	14.995	19.301	5.834	1.704	1.578	1.5759999999999998	14.727	9.863999999999999	14.593	19.515	6.1129999999999995	1.7619999999999998	1.796	1.87	15.453	9.127	12.475999999999999	20.715999999999998	5.747000000000001	2.189	2.061	10.149	12.661	8.187000000000001	14.093	10.132	10.14	8.317	13.369000000000002	9.031	11.382	8.727	14.498
15.83923	0.9590000000000001	16.214000000000002	10.481	15.429	20.169	6.229	1.8940000000000001	1.882	1.771	15.366	10.55	14.827	20.581999999999997	6.369	2.0380000000000003	1.817	1.807	15.747	9.868	13.28	21.272	5.915	2.296	2.34	10.780999999999999	13.037	8.129	14.812999999999999	10.279000000000002	10.255999999999998	8.772	14.144	9.631	12.155	8.669	15.788
16.00591	0.958	15.822000000000001	10.953	16.464000000000002	20.625	6.31	1.7830000000000001	1.7990000000000002	1.625	15.425999999999998	11.249	15.663	21.038	6.7010000000000005	1.84	1.8459999999999999	1.6909999999999998	15.981	10.255999999999998	13.917	21.585	6.1370000000000005	2.295	2.224	11.134	12.735	8.69	15.704	11.061	10.927	8.849	15.009	10.103	12.083	9.173	15.824000000000002
16.17256	1.328	16.192	11.494000000000002	16.948	21.109	6.537999999999999	1.8969999999999998	1.7990000000000002	1.7109999999999999	15.825	11.819	15.919	21.151999999999997	6.587999999999999	2.04	1.8459999999999999	1.777	16.835	11.366	14.259	21.726999999999997	6.394	2.438	2.366	11.248	13.360999999999999	8.804	16.644000000000002	11.317	11.040999999999999	9.333	15.55	10.501	12.539000000000001	9.628	17.561
16.33917	1.25	16.119	12.103	17.387999999999998	21.636	6.632000000000001	1.9609999999999999	1.805	1.719	15.753	13.110999999999999	16.814	21.508000000000003	6.882000000000001	2.103	1.939	1.87	16.477999999999998	11.747	15.04	21.685	6.5729999999999995	2.4730000000000003	2.2319999999999998	11.573	13.373	9.155	17.653	11.215	11.222999999999999	9.599	16.074	11.052999999999999	12.179	9.923	17.602
16.50588	1.214	15.735999999999999	13.715	17.887	21.906	6.851	2.04	1.771	1.881	15.853	13.698	17.314	21.408	7.042999999999999	2.097	1.932	1.89	16.835	12.42	15.369000000000002	22.041	6.735	2.381	2.309	12.102	13.76	9.743	18.238	12.228	11.297	9.845	17.315	11.042	12.595999999999998	10.226	18.813
16.67268	1.157	16.105999999999998	13.772	18.000999999999998	22.248	7.164	2.154	1.8559999999999999	1.796	16.28	14.523	17.399	21.778000000000002	7.499	2.182	1.875	1.919	16.636	13.957	15.654000000000002	22.011999999999997	6.849	2.637	2.309	12.671	13.504000000000001	9.8	18.977999999999998	12.427999999999999	11.610999999999999	10.557	17.941	11.782	12.681	10.568	18.899
16.83932	0.951	15.774000000000001	14.519	18.125999999999998	22.206999999999997	7.417999999999999	2.23	1.9040000000000001	1.9340000000000002	16.379	16.497	17.894000000000002	21.737	7.614	2.2880000000000003	1.953	1.942	16.533	14.277000000000001	16.803	22.340999999999998	7.075	2.574	2.475	12.908	13.738	10.258	19.191	13.375	12.071	10.415999999999999	18.38	11.815999999999999	12.914000000000001	10.969000000000001	20.365
17.00589	1.094	16.144000000000002	15.773	18.468	22.008000000000003	7.817	2.173	1.79	1.82	16.407	16.982	17.866	21.794	7.671	2.2880000000000003	2.0669999999999997	1.999	17.017	15.075	17.687	22.084	7.417000000000001	2.6310000000000002	2.3890000000000002	13.335	13.225	10.115	20.844	13.774000000000001	12.327	11.072000000000001	19.149	13.127	13.455	11.453	21.334
17.17271	1.147	15.825	16.537	18.660999999999998	22.256999999999998	7.9270000000000005	2.3409999999999997	1.986	1.902	16.657	18.03	17.973	22.043000000000003	7.894	2.456	2.063	2.024	17.125	16.180999999999997	17.709	22.134	7.726	2.713	2.557	14.099	13.647	10.850999999999999	21.521	14.31	12.436	11.437000000000001	19.912	13.207	13.165	11.876	23.094
17.33923	1.567	15.727	18.176	18.619	22.299	8.089	2.334	1.9509999999999998	1.837	17.099	19.185	18.215999999999998	21.943	8.14	2.449	2.199	2.272	17.197	17.308	17.354	22.148000000000003	7.7170000000000005	2.648	2.634	14.171	13.806	11.267999999999999	21.848000000000003	14.552999999999999	12.937000000000001	11.854000000000001	20.496	13.537	13.21	12.007	22.736
17.50604	1.305	15.699000000000002	19.424	18.759	22.459	8.418	2.419	1.9509999999999998	2.056	16.523	20.061	18.697	22.104	8.493	2.588	2.167	2.1519999999999997	17.051	17.932000000000002	17.807000000000002	22.423000000000002	7.96	2.9560000000000004	2.628	14.880999999999998	14.578	11.647	20.842	15.008	12.602	11.636	22.622	13.995999999999999	13.642999999999999	12.557	21.133000000000003
17.67267	1.3730000000000002	15.86	20.583000000000002	18.692999999999998	22.396	8.517000000000001	2.571	2.046	2.04	16.402	21.135	18.348	22.212	8.508	2.6839999999999997	2.206	2.0780000000000003	16.531	19.403	18.652	22.36	8.23	2.9389999999999996	2.611	15.925	14.34	12.033	20.494	15.824000000000002	13.046	12.277000000000001	21.875999999999998	15.749	13.915999999999999	13.057	21.24
17.83936	1.21	16.072	21.394000000000002	19.133	22.525	8.896	2.6060000000000003	2.052	2.077	16.359	21.719	18.56	21.941999999999997	9.145	2.9760000000000004	2.213	2.228	16.658	20.384	18.494	22.289	8.496	2.975	2.647	16.337	14.265999999999998	12.470999999999998	20.594	15.950999999999999	13.142000000000001	12.886	21.151	15.277999999999999	13.273	13.495	21.568
18.00607	1.715	16.23	22.66	18.835	22.566999999999997	9.2	2.5989999999999998	2.102	2.154	16.402	23.24	18.433	22.354	9.248	2.6839999999999997	2.263	2.22	17.213	21.394000000000002	18.822	22.331999999999997	8.742	3.0239999999999996	2.526	17.205	13.913	13.029000000000002	21.261999999999997	16.678	12.875	13.558	22.131999999999998	15.01	13.262	13.683	21.325
18.17265	1.7380000000000002	15.556	22.592	19.046	22.897	9.342	2.761	2.207	2.093	16.101	24.455	18.33	22.313000000000002	9.621	2.904	2.369	2.101	17.111	22.464000000000002	19.148	22.404	9.027000000000001	2.99	2.577	17.134	14.119000000000002	13.148	20.737	16.462	13.479000000000001	14.19	21.237	15.218	14.122	14.059000000000001	21.881999999999998
18.33931	1.413	15.793	24.22	18.628	22.789	9.755	2.7510000000000003	2.141	2.166	16.366	25.057	18.823	22.149	9.634	2.8080000000000003	2.359	2.2319999999999998	16.92	24.006999999999998	19.156	22.439	9.269	3.1210000000000004	2.6510000000000002	16.686	14.472000000000001	13.558	20.886	16.812	13.29	14.200999999999999	21.5	15.284	13.45	14.867	21.831
18.50607	1.47	16.105999999999998	24.704	19.055	22.76	9.869	2.865	2.226	2.3080000000000003	16.081	24.944000000000003	18.652	22.319000000000003	10.146	3.008	2.302	2.261	16.892	24.548000000000002	19.241	22.525	9.725	3.2060000000000004	2.765	17.625	14.557	14.27	21.569000000000003	17.637999999999998	13.376	14.77	21.073	16.281	13.620999999999999	15.209000000000001	21.29
18.67282	1.521	16.03	24.724	19.437	22.805999999999997	10.411	2.8569999999999998	2.36	2.333	16.322	25.705	18.578	22.45	10.35	3.0860000000000003	2.608	2.455	16.704	24.853	19.454	22.484	9.926	3.514	2.931	17.782	14.508	14.79	21.328000000000003	17.252	13.581	15.005999999999998	21.886	16.662	14.481	16.128	21.647
18.8395	1.5919999999999999	15.72	25.261999999999997	19.438	22.718000000000004	10.562000000000001	2.957	2.347	2.3169999999999997	16.095	25.729	19.207	22.505	10.613	3.1	2.451	2.354	16.592	25.504	19.227	22.454	10.333	3.3280000000000003	2.7439999999999998	17.924	14.995999999999999	15.507	21.241999999999997	18.136	13.216	15.550999999999998	21.828000000000003	17.632	14.287	16.787	22.017
19.00606	1.618	15.415	25.537	19.1	22.941999999999997	10.892000000000001	2.9589999999999996	2.377	2.398	16.04	25.406999999999996	19.124000000000002	22.445	10.796	3.214	2.48	2.55	16.596	25.78	19.171	22.565	10.377	3.4960000000000004	2.827	18.435	15.09	15.6	21.013	18.364	12.857999999999999	16.185	21.796999999999997	17.436	14.07	17.135	22.070999999999998
19.17276	1.421	15.834000000000001	25.233	19.352999999999998	23.003	11.132	3.128	2.261	2.545	16.095	25.471999999999998	18.893	22.505	11.552999999999999	3.5269999999999997	2.565	2.696	16.506	25.874000000000002	19.398	22.796	10.874	3.5269999999999997	3.029	18.152	15.052999999999999	16.019000000000002	21.384	18.392	13.927999999999999	16.89	21.913	18.230999999999998	14.8	17.642	22.045
19.33941	1.7109999999999999	16.137999999999998	25.611	19.113	22.929000000000002	11.386	3.193	2.497	2.491	15.968	25.991999999999997	18.597	22.688000000000002	12.03	3.42	2.572	2.6719999999999997	16.979	25.625	19.441	22.865	10.899000000000001	3.5610000000000004	3.005	18.905	15.015999999999998	16.636	21.71	19.288	13.552	17.535	22.465999999999998	17.933	14.28	18.285	22.598000000000003
19.50614	1.7890000000000001	15.841	25.822	18.986	22.743000000000002	11.689	3.215	2.548	2.454	15.982999999999999	25.691	18.925	22.445	12.047	3.327	2.707	2.635	16.596	26.405	19.285	22.820999999999998	11.344000000000001	3.8369999999999997	2.969	18.89	15.004000000000001	16.965	21.496	19.359	14.392999999999999	17.778	21.683000000000003	18.489	14.667	18.840999999999998	22.128
19.67273	1.8	16.059	25.278000000000002	19.291	23.051	12.159	3.3960000000000004	2.6719999999999997	2.467	16.345	25.346	18.887999999999998	22.695	12.321	3.765	2.661	2.676	16.701	26.174	19.817999999999998	23.1	11.559000000000001	3.735	3.0660000000000003	19.766	15.136	17.61	21.291	19.750999999999998	14.297	18.224	22.645	19.164	14.116	19.715	22.52
19.83947	1.739	15.710999999999999	25.44	19.113	23.128	12.581	3.478	2.64	2.52	16.338	25.793000000000003	18.882	22.601999999999997	12.514000000000001	3.676	2.714	2.6719999999999997	16.865	25.967	19.128	23.121	12.35	4.016	3.176	20.271	15.386	18.115	21.625	20.455	13.808	19.213	21.555999999999997	19.157	14.565	19.935	22.000999999999998
20.00625	1.893	15.815999999999999	26.119	19.418	23.294	12.597000000000001	3.602	2.5639999999999996	2.617	16.359	25.105999999999998	19.101	22.625	12.76	3.773	2.839	2.826	17.085	26.076999999999998	19.462	23.143	11.968	3.8569999999999998	3.017	20.607	15.12	18.79	21.818	20.904	14.48	19.234	21.976999999999997	19.861	14.27	20.526	21.909000000000002
20.173	1.8359999999999999	16.072	25.294	19.304000000000002	23.066	13.081	3.602	2.764	2.589	15.989	25.96	18.532	22.967	13.470999999999998	3.687	2.8960000000000004	2.826	16.658	26.248	19.633	23.4	12.623	4.113	3.33	20.465	14.978	19.331	21.105999999999998	21.416999999999998	14.224	20.116	21.976999999999997	19.945999999999998	15.18	20.781999999999996	21.824
20.33949	1.882	16.024	25.213	19.625	23.271	13.292	3.677	2.867	2.7760000000000002	15.825999999999999	25.622	18.967	22.971999999999998	13.652000000000001	3.875	2.8280000000000003	2.7289999999999996	16.979	26.337	19.555	23.377	13.118	4.016	3.176	21.693	15.300999999999998	20.249000000000002	21.084	21.250999999999998	14.661	20.863000000000003	22.068	20.038	14.679	21.471999999999998	21.631
20.50615	2.019	15.749	25.575	19.752	23.316999999999997	13.695	3.5839999999999996	2.859	2.602	16.294	25.558000000000003	19.007	23.018	14.002	3.898	2.9360000000000004	2.952	16.905	25.504	19.255	23.508000000000003	13.637	4.04	3.2	21.314	15.167	20.89	21.983	21.639	14.071	21.305	22.17	20.651999999999997	14.629000000000001	20.831999999999997	22.101999999999997
20.6729	1.95	16.1	25.721	19.133	23.664	14.077	3.773	3.02	2.7880000000000003	16.017	25.647	19.272000000000002	23.194000000000003	14.183	4.114	3.0669999999999997	2.94	16.999000000000002	26.191	19.660999999999998	23.656	13.904000000000002	4.426	3.5869999999999997	21.916	15.462	20.868000000000002	21.276999999999997	21.673000000000002	14.423	21.625	22.061999999999998	20.886	14.867	20.781999999999996	21.851999999999997
20.83957	2.101	15.925999999999998	24.741	19.384	23.454	14.645999999999999	3.812	3.003	2.909	15.955	25.691	19.209	23.298000000000002	14.834000000000001	4.209	2.878	3.005	16.680999999999997	26.235	19.257	23.646	13.96	4.434	3.509	21.848000000000003	15.687000000000001	19.78	21.439	21.662	14.45	20.735	21.854	20.906	14.809000000000001	20.405	21.787
21.00619	2.158	15.585	25.168000000000003	19.725	23.454	14.56	3.926	2.917	2.852	16.125	25.179000000000002	19.01	23.326999999999998	15.374	4.379	3.247	3.005	16.71	25.893	19.086	23.646	14.642000000000001	4.4910000000000005	3.424	22.445	15.687000000000001	20.576	21.013	22.373	14.45	21.104	21.968000000000004	20.934	14.582	21.03	21.901
21.1729	2.194	15.939	25.041999999999998	19.398	23.384	15.312000000000001	4.018	3.095	2.861	15.883	25.195999999999998	18.938	23.513	15.387	4.416	3.056	3.2689999999999997	16.695	26.223000000000003	19.64	23.916999999999998	14.683	4.5280000000000005	3.489	22.461	16.154	20.05	21.283	22.104	14.718	20.408	22.21	21.518	14.565	21.215	21.802
21.33958	2.414	15.955	25.338	19.526	23.824	15.385	4.381	3.287	2.995	16.067999999999998	25.406999999999996	18.84	23.668000000000003	15.488	4.465	3.2760000000000002	3.261	16.34	25.979	19.257	23.816999999999997	15.012	4.633	3.595	21.933000000000003	16.199	20.718000000000004	21.269000000000002	22.458000000000002	14.392999999999999	20.65	21.854	21.759	15.179	20.775	21.73
21.50632	2.194	15.584000000000001	25.326999999999998	19.189	23.723000000000003	15.866	4.129	3.319	2.9760000000000004	15.93	25.509	19.185	23.538	15.86	4.585	3.31	3.0980000000000003	16.598	25.883000000000003	19.832	23.971	15.352	4.842	3.688	22.261999999999997	16.028	20.698	20.879	22.331	14.789000000000001	20.999000000000002	21.921	22.14	15.148	21.095	21.625
21.67296	2.23	15.425999999999998	25.714000000000002	19.174	24.081	16.22	4.393	3.383	3.156	16.4	25.326	19.113	23.980999999999998	15.902000000000001	4.678999999999999	3.3739999999999997	3.278	16.754	26.64	19.875	24.072	16.02	4.765	3.725	22.905	15.243	20.484	21.008000000000003	23.316	15.229000000000001	21.156	22.05	21.899	15.046	21.024	21.982
21.83957	2.061	15.850999999999999	25.484	19.449	23.886	16.419	4.341	3.248	2.9819999999999998	15.934000000000001	25.07	19.132	23.815	16.320999999999998	4.481	3.52	3.248	16.662	26.039	19.918	24.049	15.932	4.678	3.7239999999999998	23.101999999999997	15.753	21.123	21.247	22.974	14.859000000000002	20.656999999999996	22.287	22.418000000000003	15.075	20.924	21.31
