	MG1655-1	proV-1	HMDA7-1_1	proV_rpsG1-1	proV_sspA-1	proV_sspA_nusA-1	rpsG1-1	MG1655-2	proV-2	HMDA7-1_2	proV_rpsG1-2	proV_sspA-2	proV_sspA_nusA-2	rpsG1-2	MG1655-3	proV-3	HMDA7-1_3	proV_rpsG1-3	proV_sspA-3	proV_sspA_nusA-3	rpsG1-3
40.34083	8.968	31.622	48.473	33.672	26.46	54.513999999999996	25.074	32.529	26.886	51.169	32.529	28.464000000000002	55.05	26.426	19.948	33.589	51.876000000000005	32.29	30.761999999999997	58.29	28.125
40.50752	9.68	31.774	48.915	33.661	26.646	53.943999999999996	25.358	32.714	27.627	51.577	32.225	28.878	56.795	27.135	20.886	33.35	51.763000000000005	32.736	30.976999999999997	58.176	28.311999999999998
40.67426	10.690999999999999	31.677	48.556000000000004	34.216	26.353	53.846000000000004	25.163	32.844	28.214000000000002	51.577	31.801	28.487	56.012	26.613000000000003	22.679000000000002	33.676	51.828	32.931999999999995	31.075	57.589	28.149
40.84087	11.585	32.004	48.251999999999995	33.727	26.391	54.841	25.756	32.974000000000004	27.599	51.498000000000005	32.616	28.849	56.062	26.846999999999998	24.445	33.903	52.011	32.933	30.936999999999998	58.681000000000004	28.023000000000003
41.00753	12.777999999999999	31.885	48.711999999999996	33.736999999999995	26.406	55.199	25.51	33.18	27.026	51.174	32.269	29.254	56.714	26.406	25.697	33.619	52.372	33.336	31.888	58.159	27.971999999999998
41.17415	13.860999999999999	32.099000000000004	49.165	33.955999999999996	27.026999999999997	55.15	24.627	33.269	26.541	51.246	33.236	29.23	56.599	26.666999999999998	27.697	33.94	52.441	33.321	31.351	59.222	28.205
41.34088	14.827	32.371	48.842	34.162	27.27	54.824	25.165	33.541	27.045	52.129	32.692	29.21	58.035	26.453000000000003	28.46	34.504	52.378	32.711999999999996	32.662	59.188	27.99
41.50776	16.146	32.489000000000004	48.968999999999994	34.055	27.109	55.035	25.294	33.467	26.133000000000003	51.909	32.385	29.71	57.662	27.075	27.395	34.533	52.25	33.448	31.831999999999997	58.718	27.962
41.67434	17.266	32.925	49.213	33.869	28.002	55.443999999999996	24.91	33.871	25.619	52.187	32.985	29.72	57.58	27.379	26.881	34.872	52.56	33.001	31.386999999999997	59.45399999999999	27.808000000000003
41.84091	18.516	32.717	49.089	34.449	27.326999999999998	55.297	24.921	33.829	25.303	52.102	32.744	29.866999999999997	57.20399999999999	26.54	27.226	34.799	53.357	33.249	32.306999999999995	60.03	28.313000000000002
42.00759	19.689	32.891999999999996	49.115	34.459	27.38	55.477	25.63	33.904	25.061999999999998	52.513999999999996	32.592	30.113000000000003	57.318000000000005	26.659000000000002	26.685	34.97	52.953	33.328	32.173	59.847	28.168000000000003
42.17419	21.488000000000003	33.045	49.58	34.446999999999996	27.343000000000004	55.575	25.3	34.186	24.699	51.861999999999995	32.059	30.171	58.004	27.081	25.435	34.989000000000004	52.434	33.482	32.478	60.238	27.967
42.34097	23.078000000000003	33.11	49.865	34.186	27.889	55.608000000000004	25.026	34.549	25.178	52.513000000000005	33.138000000000005	29.936	58.464	26.971	24.838	35.255	53.278	33.873000000000005	33.019	60.077	28.480999999999998
42.50769	24.609	33.351	48.928999999999995	34.425	27.553	55.869	24.662	34.36	24.976	52.092	32.724000000000004	30.346999999999998	58.102	26.964000000000002	24.468000000000004	35.455999999999996	52.403	33.69	32.974000000000004	60.629	28.733
42.67436	25.781999999999996	33.547	49.464	34.36	28.072	57.063	25.406999999999996	34.754	24.805999999999997	52.663000000000004	33.28	30.704	58.479	26.239	24.267	35.622	53.397	33.427	32.623000000000005	61.17100000000001	28.565
42.84104	25.778000000000002	33.874	49.638999999999996	34.459	27.805	56.95	24.877	34.984	24.636	52.285	33.738	30.538	58.104	26.756999999999998	23.935	35.527	53.051	33.95	32.467	60.338	28.364
43.00762	25.034000000000002	33.71	49.975	34.098	27.455	55.738	25.479	35.21	25.27	52.615	33.181	30.706999999999997	58.788999999999994	26.801	23.781999999999996	36.077	53.482	33.363	33.366	60.792	28.504
43.17437	24.894000000000002	34.202	49.802	34.688	27.183000000000003	56.066	25.107	35.279	25.357	52.711000000000006	32.985	30.538	59.02	26.855	23.541999999999998	36.149	53.148999999999994	34.015	32.991	60.43600000000001	28.593000000000004
43.34111	24.623	34.485	50.115	34.382	27.796	56.343999999999994	25.425	35.366	25.511	52.302	32.909	30.528000000000002	59.102	26.781	23.795	36.3	53.232	33.448	32.454	61.891999999999996	28.584
43.50777	24.631999999999998	34.824	49.802	34.59	27.609	57.114	25.171999999999997	35.606	25.52	52.809	33.443000000000005	31.651	58.693000000000005	26.495	24.033	36.607	53.836999999999996	34.015	33.482	61.058	28.888
43.67444	23.671	34.793	49.989	34.722	27.861	56.887	25.125999999999998	35.808	25.378	53.13399999999999	33.247	31.221	59.515	26.549	24.154	36.711999999999996	53.733000000000004	34.111999999999995	33.632	60.998000000000005	28.355
43.84112	23.051	34.838	50.213	34.603	28.128	56.461999999999996	25.49	36.15	25.315	53.165	33.291	31.721999999999998	59.353	27.274	24.487	36.826	53.894	34.516	33.622	61.066	28.984
44.00777	23.006999999999998	35.077	50.433	34.449	28.179000000000002	56.772	25.314	36.091	25.369	53.413000000000004	33.891999999999996	32.129	59.596000000000004	26.933000000000003	24.636999999999997	37.028	53.849	34.003	33.454	62.095	28.837
44.17441	22.261	35.187	50.218999999999994	35.345	28.353	56.985	25.061	36.398	25.214000000000002	53.33	33.87	31.385	58.531000000000006	26.254	24.449	37.007	54.45399999999999	34.014	34.418	61.522	28.814
44.34106	22.432	35.283	50.174	34.59	28.259	57.426	25.329	36.853	25.186999999999998	53.872	33.968	31.879	59.661	26.98	24.421	37.495	54.145	34.571999999999996	34.638000000000005	62.681999999999995	29.113000000000003
44.5078	22.625999999999998	35.598	50.049	34.84	28.319000000000003	57.817	25.326999999999998	36.773	25.413	53.382	34.086999999999996	32.132	59.428999999999995	26.486	24.678	37.641999999999996	53.723	34.725	34.025	61.729	28.747
44.67439	22.576	35.902	50.38	34.818000000000005	28.399	57.227	25.406999999999996	37.109	25.199	53.18600000000001	34.49	31.750999999999998	59.983999999999995	26.468000000000004	24.66	37.977	54.15	34.605	34.193000000000005	62.185	28.826999999999998
44.84112	22.668000000000003	36.133	49.802	35.179	28.131999999999998	57.9	25.303	37.309	25.128	53.398	34.0	32.339	60.133	26.855	24.983	38.015	54.196999999999996	34.931999999999995	34.333	61.942	28.953000000000003
45.00787	22.908	36.093	50.532	35.431999999999995	28.441	58.083	25.544	37.402	24.91	53.708	33.793	32.129	59.891000000000005	26.9	24.833000000000002	38.273	54.34	35.085	34.863	62.586000000000006	29.131999999999998
45.17445	22.881999999999998	36.385999999999996	50.486999999999995	35.333	28.741	57.606	24.829	37.431	25.276	53.626999999999995	34.382	32.391999999999996	61.478	26.316	24.805	38.662	53.998999999999995	35.314	35.213	63.778	28.579
45.34117	23.194000000000003	36.603	50.353	35.284	28.996	57.728	25.337	38.082	25.754	54.066	34.726	32.529	61.607	26.826999999999998	24.566	39.088	54.596000000000004	35.26	35.499	63.091	28.933000000000003
45.50778	23.285999999999998	36.573	51.153999999999996	35.614000000000004	29.288	58.766000000000005	25.363000000000003	38.25	25.88	54.082	35.023	33.153	61.692	26.721999999999998	24.891	39.06	54.643	35.326	35.839	63.835	28.83
45.67443	23.274	36.777	50.946999999999996	35.655	28.714000000000002	57.431000000000004	25.451	38.188	25.572	53.903	35.196	33.001	60.455	27.070999999999998	24.712	39.259	54.794	35.764	35.766	64.074	28.781999999999996
45.84114	23.291999999999998	37.03	50.55	36.598	28.996	58.582	25.337	38.41	25.951	53.968	35.186	32.825	61.211999999999996	26.695	24.730999999999998	39.285	54.793	35.819	35.795	63.81399999999999	28.636999999999997
46.00789	23.552	37.409	50.983999999999995	36.384	29.557	58.933	25.596	38.563	26.311999999999998	54.18	35.825	33.228	61.433	27.055	24.929000000000002	39.769	54.838	36.16	36.455999999999996	63.643	29.099
46.17454	23.403000000000002	37.121	51.086999999999996	35.961	29.348000000000003	58.1	25.281	38.906	26.23	54.393	35.468	33.094	62.119	26.971999999999998	24.980999999999998	39.786	54.784	36.361	35.699	64.266	29.186
46.34138	23.309	37.415	51.208999999999996	36.484	29.822	59.097	25.121	38.973	26.304000000000002	54.425	35.594	33.478	62.823	26.913	25.289	39.988	55.273999999999994	36.452	35.915	64.708	29.264
46.50792	23.508000000000003	37.25	50.746	36.748000000000005	29.426	60.221000000000004	25.022	39.304	26.568	54.425	35.792	33.412	62.36	26.945999999999998	25.653000000000002	40.154	54.713	36.385999999999996	35.849000000000004	64.708	29.33
46.6745	23.258000000000003	37.325	50.98	36.824	28.746	59.855	25.037	39.477	26.715	55.119	36.198	33.654	62.523	26.829	25.831	40.194	55.242	36.759	36.711	65.332	28.616999999999997
46.84124	23.502	37.253	51.255	36.717	29.025	60.075	25.18	39.54	26.729	54.475	36.753	33.907	62.181999999999995	26.842	26.011999999999997	40.391	55.553999999999995	37.775	37.181999999999995	65.42399999999999	29.061
47.00785	23.385	37.13	51.059	37.52	29.502	59.941	25.163	39.647	26.743000000000002	54.475	36.498000000000005	34.315	63.27	26.823	26.026	40.365	55.125	36.893	37.053000000000004	65.288	28.844
47.17463	23.418000000000003	37.328	51.323	37.586	29.535	60.37	25.163	39.614000000000004	26.743000000000002	54.541000000000004	36.498000000000005	34.117	63.7	26.823	26.224	40.332	55.29	37.653	36.821999999999996	65.586	29.372
47.3414	23.381999999999998	37.148	50.998000000000005	38.0	29.76	60.498000000000005	25.391	39.86	26.805	54.574	36.979	34.04	63.495	26.886	26.482	40.214	55.126999999999995	37.342	37.621	65.908	29.3
47.50799	23.726999999999997	36.926	51.166000000000004	37.943000000000005	29.839000000000002	60.263999999999996	25.076999999999998	39.373000000000005	26.686999999999998	55.103	36.823	34.051	64.28399999999999	26.802	26.528000000000002	40.287	55.227	37.516999999999996	37.69	66.169	29.314
47.67465	23.888	37.11	51.6	37.895	29.8	61.31399999999999	25.272	39.718	26.913	54.674	37.006	35.359	63.42	27.029	26.488000000000003	40.597	55.757	37.766999999999996	37.399	66.42399999999999	28.682
47.8413	23.921	36.879	51.798	38.324	29.8	60.985	25.14	39.915	27.144000000000002	55.036	37.138000000000005	34.534	64.442	27.160999999999998	26.521	40.4	55.262	37.965	38.421	66.688	29.176
48.008	24.046	36.718	51.576	38.227	29.853	60.678000000000004	25.399	39.616	27.069000000000003	55.102	37.306	35.236	64.82300000000001	26.89	26.64	40.296	55.398	37.97	37.608000000000004	67.066	29.099
48.17477	24.441	36.718	51.675	38.523	30.05	61.467	25.465	39.813	27.430999999999997	54.903999999999996	37.635	35.664	63.967	27.186	26.837	40.493	55.727	38.299	38.497	66.013	28.967
48.3413	24.737	36.784	51.576	38.72	29.853	61.17100000000001	25.004	39.583	27.660999999999998	55.102	37.899	35.729	64.296	27.154	27.035	40.23	55.727	38.365	38.793	67.658	29.428
48.50805	24.765	36.424	52.05	39.613	29.685	61.949	24.997	39.654	27.92	55.316	38.594	36.422	65.471	27.115	27.164	40.17	55.973	38.335	39.266999999999996	66.891	29.622
48.67474	24.901999999999997	36.422	51.905	39.51	30.38	61.698	25.53	39.583	28.451	54.97	38.228	36.848	64.56	27.581	27.232	40.131	56.122	38.76	39.418	66.868	29.526999999999997
48.84145	25.085	36.347	52.167	39.535	29.906	62.261	25.548000000000002	39.608000000000004	28.799	55.102	38.482	36.411	64.036	27.6	27.746	40.256	55.726000000000006	38.718	40.009	66.971	29.184
49.00803	25.264	36.291	52.004	39.641999999999996	30.38	61.994	25.629	39.385999999999996	29.043000000000003	55.365	38.754	37.605	64.56	27.811999999999998	28.022	39.769	55.793	39.056	39.879	67.987	29.198
49.17472	25.212	36.134	52.09	40.088	30.499000000000002	62.013000000000005	26.199	39.67	29.789	55.696999999999996	39.496	37.615	65.44	27.594	28.541	39.924	56.118	39.233000000000004	40.726	67.58800000000001	29.743000000000002
49.34134	25.33	36.157	52.121	40.048	31.014	63.073	25.523000000000003	39.398	29.809	55.73	39.125	38.365	65.642	28.041999999999998	29.19	39.751	56.448	39.257	40.857	68.418	29.433000000000003
49.50816	25.052	36.066	52.341	41.007	31.721999999999998	62.553000000000004	25.281	39.335	30.254	55.218	39.260999999999996	37.778	65.285	27.863000000000003	29.533	39.786	55.938	39.989000000000004	40.976000000000006	67.92699999999999	29.483
49.67491	25.805999999999997	36.035	52.387	40.815	31.918000000000003	62.937	25.473000000000003	39.34	30.845	55.268	39.265	38.671	65.605	28.32	29.829	39.825	56.415	40.454	41.683	67.95100000000001	29.644000000000002
49.84141	25.623	36.06	52.498000000000005	40.978	31.805	63.525	25.649	39.205	30.633000000000003	56.111000000000004	39.691	39.227	65.433	28.366999999999997	30.609	39.525999999999996	56.596000000000004	40.582	42.49100000000001	68.112	29.561
50.00819	26.026999999999997	35.99	52.47	41.231	33.03	62.622	25.893	39.096	31.528000000000002	55.581	39.781	39.847	66.11399999999999	28.409000000000002	30.840999999999998	39.548	56.696000000000005	40.244	42.426	68.39399999999999	29.436
50.17479	26.359	35.907	52.48	41.751000000000005	32.806999999999995	63.643	25.758000000000003	39.019	31.304000000000002	56.128	40.365	39.934	66.014	29.070999999999998	31.083000000000002	39.539	56.611999999999995	40.628	43.233999999999995	68.494	29.505
50.34149	26.958000000000002	35.773	52.665	41.81100000000001	33.006	63.092	25.4	38.981	31.735	55.747	40.36	40.425	66.09	28.646	31.578000000000003	39.302	56.563	40.062	43.548	68.173	29.773000000000003
50.50824	27.086	35.874	51.983999999999995	42.147	33.534	63.477	25.559	38.887	31.601999999999997	56.326	40.266	40.76	65.815	28.971999999999998	31.875999999999998	39.208	56.381	40.495	44.06	68.329	30.1
50.6749	27.555999999999997	35.854	52.244	42.167	33.411	63.452	25.496	38.838	31.809	55.566	40.515	40.711	65.791	28.746	31.954	39.358000000000004	56.281000000000006	40.677	43.994	69.001	30.205
50.84157	28.031999999999996	35.897	52.809	42.868	33.885999999999996	63.68	25.875	38.713	32.317	56.26	40.721	40.851	66.316	28.925	32.13	39.234	56.413999999999994	41.115	44.457	69.062	30.186
51.00829	28.378	36.169000000000004	52.333999999999996	43.132	34.162	63.718999999999994	25.83	38.75	32.198	55.549	40.459	41.251000000000005	66.717	29.305999999999997	32.668	39.071	56.695	41.383	44.01	68.767	30.631
51.17492	28.680999999999997	35.854	52.675	43.027	34.139	63.882	25.926	38.772	32.736	56.559	40.714	41.836000000000006	66.452	29.109	32.549	39.259	57.108000000000004	41.372	45.218999999999994	69.29899999999999	30.933000000000003
51.34163	29.104	35.872	53.06100000000001	43.231	35.351	63.718999999999994	26.127	38.684	32.792	55.714	41.681000000000004	41.911	66.717	29.24	32.8	39.302	56.762	41.482	44.77	69.626	30.631
51.50827	29.663	35.909	52.824	43.41	35.584	64.227	26.081999999999997	38.66	33.32	56.145	41.361999999999995	41.888999999999996	67.095	29.430999999999997	33.034	39.080999999999996	56.992	41.657	45.863	68.883	30.956
51.6749	29.654	35.664	52.861000000000004	43.786	35.506	64.186	26.276999999999997	38.874	33.309	56.408	41.806000000000004	41.97	67.01899999999999	29.491	33.681999999999995	39.195	57.29	41.474	45.795	69.40100000000001	31.213
51.84161	29.983	35.93	53.007	43.628	35.571999999999996	64.672	26.601999999999997	38.813	33.508	56.426	41.713	42.637	67.241	29.718000000000004	33.453	39.234	56.976000000000006	41.611000000000004	45.35	69.657	31.145
52.00834	30.25	35.728	52.81399999999999	44.43899999999999	36.529	63.998000000000005	26.646	38.736999999999995	33.805	56.159	41.766999999999996	43.153	67.491	29.594	33.779	39.256	57.075	41.998000000000005	45.777	69.607	31.348000000000003
