	MG1655-1	HMDA1-10_1	HMDA3-5_1	HMDA5-4_1	HMDA7-1_1	proV-1	ptsP-1	wbbK-1	MG1655-2	HMDA1-10_2	HMDA3-5_2	HMDA5-4_2	HMDA7-1_2	proV-2	ptsP-2	wbbK-2	MG1655-3	HMDA1-10_3	HMDA3-5_3	HMDA5-4_3	HMDA7-1_3	proV-3	ptsP-3	wbbK-3	proV_nagC-1	proV_ptsP-1	proV_wbbK-1	proV_ptsP_wbbK-1	proV_ptsP_nagC-1	proV_nagC-2	proV_ptsP-2	proV_wbbK-2	proV_ptsP_wbbK-2	proV_ptsP_nagC-2	proV_nagC-3	proV_ptsP-3	proV_wbbK-3	proV_ptsP_wbbK-3	proV_ptsP_nagC-3
43.67434	2.611	37.061	46.088	38.503	37.552	26.649	30.963	9.552	2.924	37.823	42.748000000000005	39.606	34.648	28.309	31.099	12.526	2.971	37.561	44.163999999999994	41.628	36.385999999999996	27.133000000000003	25.43	9.162	6.047000000000001	27.197	18.496	24.936999999999998	31.671999999999997	3.983	27.662	5.109	29.236	31.218000000000004	1.489	7.912000000000001	1.5290000000000001	24.274	20.886
43.84099	2.595	37.913000000000004	46.295	39.302	37.617	27.303	30.996	9.758	2.827	37.211	42.79	39.727	34.739000000000004	28.53	31.621	12.49	3.199	37.41	44.071999999999996	42.103	36.343	26.947	26.11	10.078	6.061	26.713	18.682000000000002	25.129	32.357	4.023	28.453000000000003	5.556	29.295	31.496	1.446	7.711	1.4580000000000002	24.9	22.078000000000003
44.00771	2.655	37.498000000000005	46.607	39.150999999999996	37.527	26.219	30.849	10.173	3.02	37.365	42.871	39.629	35.442	28.199	31.199	12.84	3.255	37.994	44.335	42.24	36.010999999999996	26.728	25.491999999999997	9.576	6.268	26.522	19.305999999999997	25.916	32.147	4.399	27.392	5.416	28.638	31.29	1.557	8.017999999999999	1.5719999999999998	25.741	21.633000000000003
44.17436	2.9389999999999996	37.803000000000004	46.994	39.461999999999996	37.426	26.980999999999998	30.104	9.936	2.9810000000000003	38.023	43.165	40.022	34.82	28.072	31.921	13.479000000000001	3.218	38.059	44.446000000000005	42.614	36.884	26.761	25.275	9.736	6.484	26.717	19.37	24.863000000000003	33.063	4.149	27.589000000000002	5.357	28.864	31.416	1.5190000000000001	8.702	1.531	25.854	22.736
44.34103	2.937	38.173	46.82	39.885	37.579	26.566999999999997	31.072	10.501	2.897	37.525	43.426	40.365	35.028	28.878	31.695	13.312000000000001	3.188	37.561	44.435	42.711999999999996	36.658	26.401	25.403000000000002	10.382	6.155	26.52	19.309	24.991	32.024	4.254	27.066	5.435	28.857	31.245	1.489	8.562000000000001	1.61	27.635	22.729
44.50771	2.872	37.878	47.078	39.593	37.446999999999996	25.771	30.823	10.689	2.833	37.391999999999996	43.327	40.507	35.082	29.713	31.583000000000002	13.693	3.4219999999999997	37.836	44.691	42.667	36.931999999999995	26.935	25.772	10.251	6.502000000000001	26.429000000000002	20.703000000000003	25.605	32.293	4.572	27.355999999999998	5.644	28.226	31.105999999999998	1.5330000000000001	8.994	1.599	27.52	23.964000000000002
44.67438	2.802	38.812	47.26	40.067	37.485	26.125999999999998	30.529	10.460999999999999	2.9530000000000003	37.594	43.858999999999995	41.308	35.309	29.500999999999998	31.318	13.93	3.217	38.635999999999996	44.735	42.9	36.644	26.395	25.557	10.599	6.652	26.785999999999998	21.081	25.255	32.029	4.503	27.006999999999998	5.875	28.826999999999998	30.840999999999998	1.7069999999999999	9.011000000000001	1.6380000000000001	28.801	25.025
44.84101	2.83	38.168	47.475	39.849000000000004	37.818000000000005	26.256	31.756	10.707	2.9530000000000003	38.007	43.6	41.438	35.217	31.105999999999998	31.322	14.135	3.378	37.853	44.769	42.913999999999994	36.653	26.468000000000004	25.203000000000003	10.333	6.582999999999999	26.046	22.259	25.71	31.46	4.415	25.969	5.649	28.785	31.386	1.653	8.904	1.585	27.889	24.831999999999997
45.00771	2.912	38.481	47.536	40.573	37.48	25.544	30.131	11.183	2.927	38.239000000000004	43.545	42.137	35.173	30.566999999999997	31.433000000000003	14.401	3.272	37.977	44.852	43.672	36.965	26.706999999999997	25.6	10.74	6.728	26.31	22.054000000000002	24.51	31.625999999999998	4.556	26.613000000000003	5.872000000000001	28.430999999999997	31.416	1.681	9.19	1.6130000000000002	28.836	25.203000000000003
45.1744	3.0410000000000004	38.391999999999996	47.398	40.695	37.799	26.404	30.522	11.402000000000001	3.11	38.556	44.553000000000004	41.63399999999999	35.037	30.980999999999998	31.521	14.775	3.318	38.672	45.126000000000005	43.813	36.607	26.156	24.999000000000002	11.404000000000002	6.819	25.976999999999997	22.895	25.235	31.903000000000002	4.678999999999999	26.603	5.886	30.284000000000002	31.613000000000003	1.5390000000000001	9.517000000000001	1.58	28.711	24.899
45.34109	2.9819999999999998	37.765	47.896	41.047	37.469	25.624000000000002	30.668000000000003	11.437000000000001	3.404	37.903	43.99	41.472	35.543	29.531	31.914	15.167	3.3680000000000003	38.264	45.376999999999995	44.143	37.008	26.053	25.463	11.043	7.011	26.334	23.355	24.833000000000002	31.592	4.76	26.636999999999997	6.102	30.701999999999998	31.464000000000002	1.5619999999999998	9.335	1.493	27.909000000000002	25.416999999999998
45.50769	2.847	38.876	48.005	40.775999999999996	37.957	25.949	30.18	11.409	3.322	38.553000000000004	44.83	41.933	35.624	30.723000000000003	31.318	15.167	3.45	38.914	45.458	44.658	36.792	26.676	25.165	11.882	7.12	26.903000000000002	24.655	25.565	31.836	4.678	26.826	6.481	29.781	31.789	1.507	9.877	1.6019999999999999	27.421999999999997	25.986
45.67441	3.0389999999999997	38.734	47.792	41.361000000000004	37.979	25.909000000000002	31.623	12.344000000000001	3.215	38.492	44.298	41.92100000000001	35.542	30.701999999999998	32.080999999999996	15.932	3.531	39.284	45.708999999999996	44.045	37.274	26.715999999999998	25.56	11.857999999999999	7.059	26.294	24.267	24.254	31.894000000000002	4.92	26.839000000000002	6.261	29.465	31.144000000000002	1.617	10.0	1.631	27.459	26.406
45.84109	3.0639999999999996	38.821	48.303000000000004	41.562	38.282	25.866999999999997	30.18	12.114	3.458	38.878	44.288000000000004	42.258	35.38	30.127	31.561999999999998	16.82	3.639	39.049	46.136	44.793	37.09	26.053	24.759	12.045	7.282	26.361	24.764	25.619	31.401999999999997	5.03	26.393	6.6979999999999995	29.971	31.381999999999998	1.67	9.796	1.52	28.261999999999997	27.016
46.00771	3.156	39.674	48.376000000000005	41.658	38.185	26.06	30.7	12.213	3.253	38.944	45.036	42.678999999999995	35.823	30.35	32.951	16.840999999999998	3.6239999999999997	38.954	45.91	45.108999999999995	37.074	26.408	24.787	12.8	7.297000000000001	25.985	25.118000000000002	25.160999999999998	31.87	5.178999999999999	26.125	6.6579999999999995	29.271	31.714000000000002	1.5190000000000001	10.166	1.857	28.185	27.372
46.17439	3.248	39.262	48.55	41.92100000000001	38.1	24.932	31.085	12.105	3.398	38.452	44.943000000000005	42.833	35.821999999999996	29.434	32.032	17.35	3.687	38.461	46.167	44.934	37.179	26.660999999999998	24.474	12.061	7.031000000000001	26.156999999999996	25.643	25.523000000000003	31.304000000000002	5.078	26.784000000000002	6.6370000000000005	29.223000000000003	30.796999999999997	1.6640000000000001	10.464	1.7590000000000001	27.406	26.865
46.34111	3.162	39.422	48.751999999999995	42.38399999999999	38.584	25.206999999999997	30.798000000000002	12.302999999999999	3.313	38.964	44.81399999999999	42.918	35.76	29.77	31.612	17.395	3.657	38.865	46.285	45.049	37.229	26.83	25.208000000000002	12.731	7.44	25.973000000000003	26.840999999999998	25.121	31.372	5.132000000000001	26.546	7.153	30.155	31.243000000000002	1.524	10.69	1.754	27.956999999999997	27.305999999999997
46.50789	3.091	39.824	48.843999999999994	42.456	38.147	25.109	31.101	12.954	3.214	39.041	44.748000000000005	42.908	35.976	30.208000000000002	32.997	17.741	3.883	39.727	46.434	45.416000000000004	37.198	26.351	25.3	12.640999999999998	7.526	25.791999999999998	28.34	25.809	31.646	5.085	26.311	6.644	30.025	30.868000000000002	1.778	10.663	1.6019999999999999	27.53	27.421999999999997
46.67451	3.116	39.56	49.195	42.795	38.234	24.74	30.904	13.511	3.5660000000000003	38.804	44.847	43.248000000000005	35.625	30.31	32.316	19.148	3.992	39.41	46.645	45.652	37.692	25.958000000000002	25.474	12.83	7.805	25.941	28.654	25.116	30.991	5.115	26.623	6.974	29.963	30.4	1.5330000000000001	11.274000000000001	1.681	27.574	27.899
46.84112	3.363	39.733000000000004	49.016999999999996	42.913999999999994	38.623000000000005	25.506999999999998	31.455	13.841	3.65	39.166	45.265	42.933	35.986999999999995	28.88	32.352	18.557000000000002	3.968	39.393	46.9	45.691	37.104	25.721	24.612	13.433	7.781000000000001	26.003	28.988000000000003	25.991999999999997	30.971999999999998	5.199	25.381999999999998	7.222	30.215	31.44	1.672	11.36	1.874	27.609	27.744
47.00782	3.4419999999999997	39.805	49.248999999999995	42.415	38.451	24.685	31.256999999999998	13.972000000000001	3.674	39.400999999999996	44.983000000000004	43.111999999999995	35.461999999999996	29.93	32.398	19.148	3.8289999999999997	39.085	46.672	45.516999999999996	37.339	26.663	24.904	13.128	7.479	26.104	29.197	25.713	30.719	5.115	25.511	7.381	30.125	31.459	1.587	11.517999999999999	1.7080000000000002	27.9	28.686
47.17458	3.235	39.826	48.798	42.894	38.582	25.7	32.4	13.51	3.467	38.664	45.188	43.861999999999995	35.57	29.23	32.671	19.276	3.865	39.919000000000004	46.739	45.693999999999996	37.471	25.723000000000003	25.186	13.743	7.836	25.896	28.499000000000002	25.425	30.75	5.3389999999999995	26.116999999999997	7.224	29.724	31.408	1.57	11.49	1.746	27.364	28.096
47.34127	3.407	39.875	49.784	43.047	38.713	24.898000000000003	31.51	14.564	3.639	39.119	45.717	43.986999999999995	35.759	29.182	33.134	20.025	4.118	39.534	47.401	46.006	37.738	26.572	24.521	13.923	7.8389999999999995	25.256	28.939	25.976	30.320999999999998	5.345	26.235	7.581	31.246	31.410999999999998	1.715	11.543	1.81	26.559	27.588
47.50788	3.616	39.838	49.641000000000005	43.513999999999996	38.677	24.569000000000003	31.735	14.505	3.819	39.407	45.368	44.425	36.135	28.572	32.948	20.304000000000002	4.053	39.738	46.966	46.06	37.648	26.076	24.274	14.957	7.766	25.761999999999997	29.087	25.345	30.357	5.521	26.307	7.564	30.092	31.013	1.735	12.431	1.777	26.656	27.495
47.67469	3.628	40.111999999999995	49.446000000000005	43.407	38.548	25.316	31.046	14.912	3.6689999999999996	39.195	45.852	43.453	36.251	29.235	32.797	21.541	4.119	39.094	47.123999999999995	46.49	37.654	26.363000000000003	24.024	14.520999999999999	8.017000000000001	25.294	29.721999999999998	25.686	29.991999999999997	5.422999999999999	25.865	7.8420000000000005	30.861	31.053	1.6669999999999998	12.325999999999999	1.871	26.483	28.374000000000002
47.84131	3.5439999999999996	40.11	49.946999999999996	44.222	38.788000000000004	24.482	31.76	14.682	3.855	39.679	45.67100000000001	44.295	36.028	29.541999999999998	32.731	21.726999999999997	4.495	39.363	47.568000000000005	46.418	38.137	25.612	24.079	14.652000000000001	8.129	25.595	30.354	26.366999999999997	31.085	5.72	25.735	7.872000000000001	30.980999999999998	30.768	1.636	12.472999999999999	1.6230000000000002	26.22	27.41
48.00788	3.781	40.145	49.923	44.173	39.335	24.765	30.987	15.618	3.8760000000000003	39.524	45.891999999999996	44.489	36.577	29.660999999999998	32.984	22.201	4.327	40.315	47.43600000000001	46.801	38.063	26.03	24.795	15.530999999999999	8.04	24.392	31.122	26.19	30.149	5.551	25.748	7.973	30.991999999999997	30.265	1.9	12.922	1.725	26.393	27.179000000000002
48.17451	3.609	40.484	50.075	44.363	38.751999999999995	24.249000000000002	31.95	15.939	3.8939999999999997	39.565	45.816	44.68	36.446	29.133000000000003	33.44	21.404	4.537	39.736999999999995	47.148999999999994	46.891000000000005	38.346	25.465	25.389	16.034000000000002	8.152999999999999	25.311999999999998	30.109	26.9	30.191999999999997	5.684	25.614	8.084	31.361	30.714000000000002	1.564	12.998	1.821	26.698	27.43
48.34123	3.634	40.942	49.713	44.61600000000001	38.972	25.249000000000002	31.899	15.786	3.81	39.782	46.091	44.527	36.35	30.384	33.650999999999996	23.741	4.53	40.113	47.821999999999996	47.349	37.835	25.514	24.793000000000003	16.342	8.482999999999999	24.984	30.386	26.889	30.089000000000002	5.781000000000001	25.718000000000004	8.119	30.607	30.636999999999997	1.834	13.091	1.768	26.741	27.229
48.50793	3.715	40.654	50.091	44.633	38.655	24.449	31.785	16.401	3.945	39.736	46.435	45.085	36.272	29.891	34.352	22.666	4.64	40.285	47.846000000000004	47.615	38.409	25.391	24.695	16.077	8.357000000000001	25.482	31.677	27.229	30.081999999999997	5.704	25.379	8.478	31.087	30.739	1.6440000000000001	13.812999999999999	1.902	26.891	27.461
48.67461	3.841	40.291	50.108999999999995	44.61	39.077	24.796	32.36	16.526	3.909	39.374	46.056999999999995	45.115	36.404	31.628	34.245	23.801	4.44	39.786	47.14	47.315	37.914	26.14	24.179000000000002	16.673	8.39	24.666	30.848000000000003	27.271	30.469	5.986000000000001	24.671	8.162	31.824	30.478	1.7180000000000002	13.535	1.706	25.747	27.664
48.84125	3.9219999999999997	40.453	50.352	45.123000000000005	39.104	24.471999999999998	32.387	16.715	3.99	39.347	45.81399999999999	44.926	36.510999999999996	30.548000000000002	33.409	24.098000000000003	4.6819999999999995	40.352	47.922	47.477	38.211	24.71	24.745	17.428	8.39	25.232	30.74	27.459	29.768	5.932	24.886999999999997	8.971	31.796999999999997	30.235	1.745	14.263	1.625	25.747	26.774
49.00799	3.833	40.423	50.638999999999996	45.736999999999995	39.156	24.505	32.010999999999996	17.292	4.251	39.722	46.563	44.677	36.564	30.281	34.488	25.534000000000002	4.43	40.052	47.833999999999996	47.496	38.613	24.958000000000002	24.239	17.651	8.486	25.695999999999998	30.741999999999997	27.517	30.066999999999997	6.002999999999999	25.485	8.744	31.529	30.776999999999997	1.655	13.815999999999999	1.6980000000000002	26.048000000000002	27.101999999999997
49.17472	3.835	40.532	50.43600000000001	45.435	39.073	24.531999999999996	31.521	17.396	4.039	40.399	46.155	45.263999999999996	36.823	31.25	33.874	24.127	4.815	39.676	48.271	47.336999999999996	38.232	25.230999999999998	24.967	18.105999999999998	8.481	24.835	31.116	28.206999999999997	29.546999999999997	5.8260000000000005	25.435	8.818999999999999	31.635	30.122	1.656	14.564	1.9669999999999999	26.11	27.735
49.34133	3.97	40.415	50.328	45.713	39.443000000000005	24.738000000000003	31.987	18.076	4.335	40.335	46.297	44.922	36.388000000000005	29.85	34.145	25.065	4.705	40.585	48.004	47.638000000000005	39.063	25.084	25.146	17.395	8.661	25.121	30.554000000000002	28.0	29.069000000000003	6.281000000000001	25.125999999999998	9.242	31.478	30.697	1.6840000000000002	14.922	1.725	26.285	26.746
49.50796	4.069	40.745	50.508	46.159	39.556999999999995	24.862	32.632	17.758	4.3	40.044000000000004	46.391999999999996	45.772	36.524	30.17	34.442	25.486	4.724	39.889	47.93899999999999	48.411	38.582	26.21	24.54	18.058	8.686	25.3	30.712	28.183000000000003	29.766	6.221	25.548000000000002	9.294	31.447	29.746	1.7009999999999998	14.873	1.742	26.25	27.144000000000002
49.67467	4.313	40.313	50.698	46.023999999999994	39.422	23.941999999999997	32.983000000000004	19.057000000000002	4.192	41.071999999999996	46.581	45.772	36.821999999999996	30.629	34.334	26.973000000000003	4.914	40.566	47.83	47.87	38.527	25.723000000000003	24.323	18.896	8.875	25.49	31.009	28.048000000000002	29.225	6.194	25.386	9.591000000000001	32.475	30.098000000000003	1.7009999999999998	15.575999999999999	1.8769999999999998	26.358	27.36
49.84128	4.1530000000000005	40.574	50.735	46.184	39.631	24.848000000000003	32.839	19.066	4.302	40.117	46.848	45.799	36.582	31.108	34.128	26.254	5.236000000000001	40.365	47.983999999999995	48.078	38.657	25.355	24.663	19.612000000000002	8.86	25.688000000000002	31.138	28.776	29.789	6.377000000000001	24.695999999999998	9.818	31.844	29.96	1.733	16.291	1.857	26.444000000000003	27.148000000000003
50.00801	4.252	41.137	50.672	46.043	40.06	24.234	32.571	19.56	4.373	40.221	47.407	45.927	36.446	30.41	34.748000000000005	25.559	5.145	40.523	47.949	48.474	38.169000000000004	25.683000000000003	25.180999999999997	18.755	8.605	25.261999999999997	30.278000000000002	29.291	29.226	6.204	25.807	9.967	31.764	30.151	1.778	16.651	1.849	26.421999999999997	27.044
50.17477	4.636	41.086999999999996	50.832	46.409	39.387	24.555	32.988	19.787	4.434	39.792	46.48	45.456	36.387	30.581999999999997	35.442	26.34	5.181	40.231	48.185	48.522	38.034	24.739	24.018	19.94	8.595	25.261999999999997	29.234	29.3	29.774	6.242999999999999	25.186	9.878	32.938	29.674	1.837	16.66	1.933	25.858	27.804000000000002
50.34142	4.255	40.878	50.684	46.97	39.8	24.322	32.983000000000004	20.213	4.484	40.231	46.663999999999994	46.181000000000004	36.644	30.822	35.188	25.054000000000002	5.417999999999999	40.615	48.391999999999996	48.728	38.501999999999995	24.748	24.703000000000003	21.079	8.798	25.997	30.851999999999997	29.38	29.45	6.531000000000001	25.086	9.81	32.77	29.430999999999997	1.943	17.142	1.824	25.701999999999998	27.320999999999998
50.50811	4.297	40.659	51.5	46.595	39.661	24.410999999999998	32.54	20.756	4.473	40.686	46.747	46.263999999999996	36.475	30.296999999999997	34.883	26.114	5.084	40.504	48.342	48.787	38.875	24.703000000000003	24.334	20.631	8.656	25.063000000000002	29.464000000000002	28.962	29.274	6.226	24.555999999999997	10.019	32.193000000000005	29.391	1.715	17.657	1.865	25.766	27.171
50.67476	4.599	41.553999999999995	51.056000000000004	47.0	39.796	23.95	32.62	20.601999999999997	4.776	40.635999999999996	46.963	46.477	36.679	30.373	34.839	25.656999999999996	5.715	40.102	48.349	48.903	38.955999999999996	25.381	23.979	22.127	9.112	24.471	29.535	29.739	29.644000000000002	6.455	25.206	10.152999999999999	33.655	29.57	1.959	18.23	1.9180000000000001	26.206999999999997	27.155
50.84143	4.593999999999999	40.928000000000004	51.176	47.216	39.525999999999996	24.680999999999997	32.513000000000005	21.754	4.6610000000000005	40.497	46.638999999999996	46.426	36.394	30.701999999999998	35.260999999999996	25.872	5.192	40.477	48.18	48.787	38.363	25.404	24.388	21.575	8.71	24.659000000000002	29.598000000000003	30.311	29.193	6.522	24.906999999999996	10.478	33.407	29.31	1.796	18.195999999999998	2.0	26.386	27.252
51.00815	4.453	41.313	51.25899999999999	47.031000000000006	39.506	23.939	33.71	21.418000000000003	4.628	41.123999999999995	47.048	46.24100000000001	36.888000000000005	30.443	35.485	26.019000000000002	5.751	40.942	48.912	49.222	39.098	24.311	24.293000000000003	22.261	8.729	24.86	30.014	30.131999999999998	28.746	6.461	24.38	10.901	33.2	28.97	1.709	18.831	1.9409999999999998	26.209	27.587
51.17483	4.393	40.898	51.641999999999996	47.705	39.846	23.988000000000003	33.015	23.324	4.812	40.062	47.208999999999996	46.293	37.116	29.934	35.631	27.42	5.37	41.122	48.482	49.386	38.493	25.36	24.045	22.478	9.216000000000001	24.749000000000002	29.476999999999997	29.624000000000002	28.64	6.54	25.186	10.661	33.451	29.62	1.837	19.117	1.96	25.534000000000002	27.21
51.34138	4.789	41.538000000000004	51.166000000000004	47.619	39.885999999999996	24.284000000000002	33.944	23.098000000000003	4.723	40.374	47.364	47.148999999999994	36.845	30.502	36.359	27.078000000000003	5.827000000000001	40.384	49.187	49.036	38.91	25.528000000000002	24.34	24.258000000000003	9.068	25.322	29.662	30.844	28.85	6.4879999999999995	25.0	11.032	33.952	29.29	1.9040000000000001	20.373	2.025	25.95	27.74
51.50817	4.717	41.33	51.21	47.84	39.711	24.204	33.96	23.243000000000002	4.8389999999999995	40.116	47.263000000000005	47.157	36.522	29.853	36.792	26.745	5.6129999999999995	40.446999999999996	48.644	49.17	38.763000000000005	24.901	24.558000000000003	23.747	9.0	25.721	29.396	30.92	29.234	6.648	24.375999999999998	10.85	34.18	29.107	1.756	20.521	1.879	25.939	27.318
