	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	relA-1	purT-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	relA-2	purT-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	relA-3	purT-3	fabR-1	yfgF-1	metJ_relA-1	metJ_purT-1	relA_purT-1	metJ_acrB-1	fabR_yfgF-1	fabR-2	yfgF-2	metJ_relA-2	metJ_purT-2	relA_purT-2	metJ_acrB-2	fabR_yfgF-2	fabR-3	yfgF-3	metJ_relA-3	metJ_purT-3	relA_purT-3	metJ_acrB-3	fabR_yfgF-3
8.5055	2.178	7.523	0.467	17.886	21.86	2.465	1.128	2.04	1.321	0.727	0.3	20.027	15.088	2.4219999999999997	0.846	1.6230000000000002	1.395	0.509	0.231	16.558	17.517	4.669	0.892	2.2359999999999998	1.1640000000000001	1.389	1.0070000000000001	1.23	1.123	1.767	2.625	1.232	1.369	0.884	3.3160000000000003	0.718	2.213	2.839	1.045	0.8490000000000001	0.7709999999999999	3.634	0.5820000000000001	1.609	2.074
8.67224	2.199	8.137	0.49	18.27	22.724	2.714	1.121	2.1109999999999998	1.422	0.8290000000000001	0.23600000000000002	19.531	15.671	2.443	0.809	1.786	1.442	0.53	0.16699999999999998	17.905	18.297	5.027	0.9129999999999999	2.369	0.9540000000000001	1.466	0.9990000000000001	1.3940000000000001	1.202	1.676	2.73	1.111	1.217	0.735	3.5060000000000002	0.768	2.176	3.0010000000000003	0.953	1.011	0.935	3.542	0.434	1.6880000000000002	2.209
8.83878	2.384	9.324	0.49	18.741	23.144000000000002	2.775	1.242	2.244	1.403	1.031	0.335	20.403	16.588	2.852	1.0290000000000001	1.913	1.526	0.569	0.293	18.519000000000002	19.055999999999997	5.678999999999999	0.8420000000000001	2.528	1.3630000000000002	1.594	1.071	1.29	1.095	1.995	3.174	1.1840000000000002	1.357	0.775	3.7769999999999997	0.8029999999999999	2.2230000000000003	3.0439999999999996	1.073	1.056	0.7709999999999999	4.01	0.467	1.722	2.417
9.00552	2.292	10.187000000000001	0.552	18.85	23.021	2.918	1.213	2.352	1.406	0.897	0.3	20.905	17.326	2.592	1.073	1.935	1.65	0.622	0.175	18.202	19.274	5.718	0.892	2.491	1.1640000000000001	1.389	1.092	1.315	1.038	1.966	2.88	1.204	1.3119999999999998	0.912	3.7689999999999997	0.831	2.269	3.292	1.158	1.0190000000000001	0.6859999999999999	4.06	0.44	1.609	2.556
9.17221	2.256	10.97	0.462	20.168	23.29	2.9410000000000003	1.206	2.225	1.564	1.141	0.207	21.599	18.475	3.0380000000000003	1.0070000000000001	1.871	1.6969999999999998	0.7	0.08199999999999999	18.528	20.365	5.962000000000001	0.998	2.596	1.294	1.58	0.9990000000000001	1.252	1.202	2.016	3.2119999999999997	1.281	1.358	0.735	3.931	0.825	2.289	3.284	1.463	0.87	0.935	3.74	0.491	1.7730000000000001	2.634
9.33889	2.412	12.76	0.405	20.871	23.883000000000003	3.145	1.27	2.187	1.5730000000000002	1.286	0.249	22.391	19.882	3.022	0.9440000000000001	2.055	1.6680000000000001	0.711	0.265	19.428	21.072	5.962999999999999	0.956	2.641	1.391	1.6219999999999999	1.156	1.261	1.266	2.166	3.486	1.355	1.357	0.775	3.9760000000000004	0.888	2.478	3.583	1.413	1.056	0.941	4.039	0.467	1.8359999999999999	2.9
9.5055	2.551	13.084000000000001	0.555	22.003	23.879	3.375	1.301	2.189	1.4969999999999999	1.4409999999999998	0.247	23.18	20.167	3.1630000000000003	0.9359999999999999	2.137	1.5419999999999998	0.7959999999999999	0.349	20.675	21.918000000000003	6.346	0.981	2.665	1.256	1.761	1.124	1.347	1.41	2.1390000000000002	3.622	1.321	1.544	0.718	4.198	0.835	2.614	3.778	1.331	0.938	0.774	4.064	0.44299999999999995	1.7819999999999998	3.042
9.67226	2.503	14.527999999999999	0.542	22.447	24.04	3.3310000000000004	1.3130000000000002	2.4659999999999997	1.581	1.47	0.228	24.840999999999998	21.549	3.3139999999999996	0.998	2.175	1.771	0.778	0.217	21.090999999999998	22.756999999999998	6.518	1.047	2.8989999999999996	1.4509999999999998	1.6280000000000001	1.104	1.3019999999999998	1.3090000000000002	2.377	3.742	1.357	1.49	0.87	4.263	0.932	2.5069999999999997	3.8710000000000004	1.315	1.003	0.9	4.157	0.513	1.795	2.8819999999999997
9.8389	2.6719999999999997	15.265	0.521	24.456999999999997	24.855999999999998	3.772	1.33	2.563	1.806	1.746	0.33799999999999997	25.579	22.388	3.367	1.147	2.1719999999999997	1.8719999999999999	0.97	0.26899999999999996	22.331999999999997	23.408	6.649	1.045	2.9010000000000002	1.5390000000000001	1.768	1.1320000000000001	1.3780000000000001	1.411	2.396	3.9160000000000004	1.501	1.675	0.92	4.321000000000001	0.948	2.653	3.985	1.246	1.145	0.945	4.27	0.612	2.066	3.074
10.00557	2.23	16.715999999999998	0.511	24.964000000000002	24.115	3.6460000000000004	1.402	2.479	1.6969999999999998	1.639	0.32299999999999995	26.284000000000002	22.5	3.408	1.271	2.156	1.652	0.9840000000000001	0.36700000000000005	22.301	23.915	6.656000000000001	1.0290000000000001	3.0260000000000002	1.883	1.923	1.286	1.5919999999999999	1.256	2.496	4.126	1.314	1.541	0.8490000000000001	4.388999999999999	0.9640000000000001	2.721	4.337	1.148	1.072	0.847	4.254	0.515	2.053	3.088
10.17223	2.62	16.998	0.573	25.174	24.246	3.957	1.3730000000000002	2.388	1.955	1.9280000000000002	0.317	27.086	23.369	3.6860000000000004	1.087	2.292	1.805	1.206	0.33399999999999996	23.761	24.406999999999996	7.0329999999999995	1.1640000000000001	2.988	1.571	1.916	1.1640000000000001	1.4180000000000001	1.567	2.6069999999999998	4.114	1.475	1.608	0.873	4.579	0.992	2.965	4.3	1.715	1.177	0.903	4.387	0.601	2.167	3.056
10.33902	2.62	18.262999999999998	0.591	26.451	24.469	3.923	1.396	3.3160000000000003	1.6280000000000001	2.138	0.23	27.316	23.336	3.713	1.006	2.347	1.926	1.147	0.19	24.781	24.579	7.127999999999999	0.993	3.0180000000000002	1.501	1.745	1.1079999999999999	1.499	1.391	2.66	4.315	1.504	1.4169999999999998	0.927	4.636	0.958	2.825	4.329	1.1420000000000001	1.234	0.8690000000000001	4.444	0.537	2.075	3.3360000000000003
10.50566	2.822	20.135	0.441	26.717	24.445	4.205	1.422	2.435	1.761	2.2119999999999997	0.17600000000000002	27.868000000000002	24.022	3.8289999999999997	1.157	2.293	1.939	1.432	0.276	25.899	24.788	7.2	1.025	3.165	1.6369999999999998	1.805	1.253	1.4709999999999999	1.531	2.687	4.522	1.68	1.6	0.927	4.727	1.068	3.088	4.277	1.338	1.068	0.9790000000000001	4.449	0.561	2.157	3.4219999999999997
10.67228	2.753	18.325	0.49	26.976	24.081	4.138	1.526	2.755	1.829	2.5069999999999997	0.193	27.104	24.254	4.044	1.058	2.424	2.037	1.421	0.265	26.498	24.877	7.553	1.013	3.2089999999999996	1.874	1.935	1.3259999999999998	1.545	1.663	2.932	4.593	1.5819999999999999	1.556	0.917	4.828	1.03	3.0180000000000002	4.605	1.328	1.084	0.97	4.55	0.552	2.375	3.44
10.83891	2.628	20.149	0.568	26.695	24.371	4.27	1.3459999999999999	2.7060000000000004	1.9240000000000002	2.7739999999999996	0.096	27.249000000000002	24.401	4.146	1.271	2.355	1.993	1.466	0.282	27.068	24.936999999999998	7.507999999999999	1.0290000000000001	3.111	1.6840000000000002	1.8659999999999999	1.229	1.535	1.597	2.8939999999999997	4.665	1.484	1.569	0.821	5.07	1.0490000000000002	3.0039999999999996	4.678	1.262	1.2990000000000002	0.932	4.765	0.5429999999999999	2.28	3.485
11.00556	2.745	19.646	0.655	25.908	25.003	4.529	1.406	2.656	1.93	3.234	0.327	25.951999999999998	24.92	4.15	1.19	2.416	1.9409999999999998	1.669	0.258	28.296999999999997	24.916999999999998	7.513	1.005	3.201	1.804	2.097	1.2329999999999999	1.6230000000000002	1.912	2.9819999999999998	4.925	1.659	1.631	0.938	5.245	1.2790000000000001	3.236	5.023	1.464	1.3030000000000002	1.02	4.769	0.546	2.397	3.688
11.17231	2.83	20.070999999999998	0.513	25.965	25.088	4.5569999999999995	1.321	2.571	2.072	3.3760000000000003	0.1	25.724	25.005	4.15	1.219	2.444	1.828	1.9240000000000002	0.371	28.212	25.229	7.627000000000001	1.033	3.3710000000000004	1.889	2.097	1.2329999999999999	1.6230000000000002	1.742	3.011	5.18	1.7719999999999998	1.716	0.909	5.16	1.194	3.406	5.023	2.656	1.161	1.0490000000000002	4.769	0.603	2.283	3.688
11.33899	2.7739999999999996	20.22	0.552	25.566999999999997	24.864	4.505	1.5530000000000002	3.117	2.0580000000000003	3.3339999999999996	0.243	25.978	25.829	4.4910000000000005	1.2429999999999999	2.728	2.075	2.237	0.231	27.355999999999998	24.943	8.097999999999999	1.091	3.426	1.986	2.069	1.29	1.571	1.974	3.213	5.063	1.714	1.709	0.912	5.186	1.2570000000000001	3.233	5.1339999999999995	1.47	1.3030000000000002	0.941	4.881	0.525	2.431	3.747
11.50568	2.8710000000000004	21.239	0.542	25.166	25.881	4.747	1.483	3.372	2.0340000000000003	3.82	0.285	25.86	25.4	4.6160000000000005	1.224	2.656	2.1109999999999998	2.25	0.302	26.273000000000003	25.05	7.9910000000000005	1.1320000000000001	3.4939999999999998	1.9609999999999999	2.166	1.415	1.755	1.96	3.4819999999999998	5.271	1.726	1.858	0.955	5.112	1.102	3.47	5.032	1.4569999999999999	1.3430000000000002	1.013	4.893	0.598	2.503	3.7880000000000003
11.67233	2.85	21.783	0.612	25.098000000000003	25.496	4.66	1.621	3.06	2.102	4.2010000000000005	0.34600000000000003	26.249000000000002	26.011	4.539	1.3840000000000001	2.6910000000000003	2.138	2.398	0.21899999999999997	26.325	25.328000000000003	7.91	1.11	3.5060000000000002	1.9780000000000002	2.146	1.396	1.726	2.099	3.54	5.459	1.8780000000000001	1.912	1.041	5.3229999999999995	1.324	3.542	5.612	1.423	1.238	1.036	4.9319999999999995	0.647	2.64	3.9619999999999997
11.83892	2.968	23.296999999999997	0.586	25.305	26.499000000000002	5.0889999999999995	1.5959999999999999	2.6689999999999996	2.109	4.832	0.20800000000000002	25.291	25.393	4.771	1.5019999999999998	2.78	2.0580000000000003	2.885	0.28	26.078000000000003	25.109	8.484	1.284	3.6239999999999997	2.0980000000000003	2.292	1.314	1.5590000000000002	1.875	3.373	5.691	1.7690000000000001	1.7469999999999999	0.8740000000000001	5.356	1.3840000000000001	3.5469999999999997	5.276	1.369	1.242	1.0390000000000001	5.135	0.536	2.6439999999999997	3.852
12.00572	2.968	23.723000000000003	0.6709999999999999	25.333000000000002	26.47	5.004	1.653	2.783	2.109	5.088	0.293	25.462	25.393	4.97	1.389	2.7239999999999998	2.1430000000000002	3.255	0.195	25.737	25.28	8.399	1.228	3.681	2.326	2.121	1.229	1.7009999999999998	1.96	3.6289999999999996	5.521	1.854	1.662	1.016	5.356	1.2990000000000002	3.6889999999999996	5.39	1.511	1.328	1.0390000000000001	5.22	0.706	2.5869999999999997	4.1080000000000005
12.17246	3.0210000000000004	24.71	0.583	25.666	27.258000000000003	5.029	1.7919999999999998	3.145	2.273	6.047999999999999	0.34600000000000003	26.647	25.385	4.937	1.412	2.862	2.365	3.307	0.276	25.728	25.584	8.336	1.224	3.677	2.177	2.146	1.396	1.6130000000000002	2.355	3.682	5.886	1.7930000000000001	1.855	0.956	5.608	1.296	3.6839999999999997	5.6979999999999995	1.9909999999999999	1.324	1.15	5.102	0.561	2.5839999999999996	4.104
12.33914	3.3369999999999997	25.171999999999997	0.568	25.276	27.691	5.235	1.601	2.819	2.406	6.349	0.18100000000000002	26.284000000000002	25.48	5.026	1.3559999999999999	2.923	2.1630000000000003	3.6510000000000002	0.282	25.479	25.646	8.529	1.2	3.679	2.138	2.292	1.485	1.705	2.334	4.029	5.772	1.9380000000000002	1.739	0.991	5.468	1.446	3.7710000000000004	5.784	1.546	1.3840000000000001	1.045	5.162000000000001	0.685	2.819	4.109
12.50571	3.0660000000000003	27.017	0.594	25.5	28.171999999999997	5.356	1.72	2.975	2.2969999999999997	7.041	0.21899999999999997	26.112	25.105	5.124	1.5730000000000002	2.991	2.215	4.092	0.32	25.99	25.789	8.672	1.24	3.8080000000000003	2.175	2.247	1.4969999999999999	1.911	2.454	3.924	6.075	2.0380000000000003	1.848	0.97	5.54	1.565	3.8160000000000003	5.886	2.033	1.369	1.1340000000000001	5.29	0.545	2.767	4.205
12.67246	3.085	27.504	0.58	25.737	28.236	5.412000000000001	1.694	3.3160000000000003	2.313	7.954	0.498	26.148000000000003	25.234	5.426	1.5830000000000002	3.267	2.33	4.023	0.26	25.854	26.275	8.777999999999999	1.3459999999999999	3.8789999999999996	2.411	2.324	1.46	1.939	2.512	4.205	5.941	1.969	1.935	0.997	5.81	1.597	3.8	5.757999999999999	1.555	1.3880000000000001	1.026	5.505	0.61	2.8	4.143
12.83917	3.188	26.753	0.6459999999999999	25.945	29.245	5.473	1.7790000000000001	3.694	2.296	8.639	0.33899999999999997	26.843000000000004	25.233	5.39	1.445	3.142	2.434	4.501	0.268	25.839000000000002	26.636	8.838	1.446	3.905	2.5180000000000002	2.511	1.4769999999999999	1.915	2.713	4.2139999999999995	6.233	2.105	2.008	1.003	5.836	1.6230000000000002	4.285	6.0120000000000005	2.119	1.662	1.192	5.356	0.6859999999999999	2.8819999999999997	4.268
13.00588	3.22	25.561999999999998	0.526	25.95	29.673000000000002	5.484	1.905	3.685	2.557	9.343	0.204	26.874000000000002	25.584	5.335	1.5830000000000002	3.2310000000000003	2.535	5.211	0.276	26.381999999999998	26.976	9.103	1.28	4.188	2.404	2.401	1.4809999999999999	1.7830000000000001	2.838	4.335	6.255	1.964	2.1109999999999998	0.927	5.835	1.58	4.053999999999999	5.952999999999999	1.6780000000000002	1.324	1.065	5.699	0.647	2.839	4.274
13.17249	3.347	27.553	0.609	26.261	30.13	5.5760000000000005	1.996	3.273	2.6189999999999998	10.44	0.413	26.732	25.522	5.519	1.63	3.386	2.617	5.855	0.39899999999999997	26.695999999999998	27.406999999999996	9.076	1.4340000000000002	4.148	2.641	2.67	1.4369999999999998	2.075	2.873	4.288	6.303999999999999	2.149	2.135	1.0490000000000002	6.164	1.699	4.157	6.34	1.625	1.536	1.239	5.912999999999999	0.677	3.015	4.427
13.33914	3.5869999999999997	26.296999999999997	0.56	26.401	30.840999999999998	5.53	2.035	3.409	2.552	11.089	0.225	27.013	25.631999999999998	5.646	1.6440000000000001	3.6260000000000003	2.519	6.324	0.268	25.925	27.548000000000002	9.379	1.4180000000000001	4.417	2.319	2.7110000000000003	1.6480000000000001	1.7719999999999998	2.969	4.442	6.575	2.162	2.065	1.06	6.32	1.766	4.199	6.183	1.692	1.463	1.306	5.955	0.743	3.11	4.439
13.50582	3.497	27.029	0.643	26.649	30.945999999999998	5.6979999999999995	1.8319999999999999	3.7430000000000003	2.717	11.709000000000001	0.392	27.631999999999998	26.193	5.699	1.7819999999999998	3.537	2.713	6.861000000000001	0.264	26.429000000000002	28.108	9.515	1.528	4.527	2.654	2.707	1.5590000000000002	1.8259999999999998	2.88	4.637	6.7410000000000005	2.158	2.174	1.057	6.23	1.7619999999999998	4.337	6.606	1.7169999999999999	1.629	1.246	5.865	0.598	3.05	4.492
13.6726	3.77	26.548000000000002	0.753	26.991999999999997	31.419	5.756	2.123	3.5210000000000004	2.971	12.468	0.21899999999999997	28.368000000000002	26.715	5.77	1.73	3.696	2.846	7.599	0.349	26.287	28.863000000000003	9.805	1.492	4.649	2.503	2.839	1.436	1.999	3.196	4.6339999999999995	6.881	2.229	2.1390000000000002	1.0859999999999999	6.211	1.883	4.343	6.584	1.7280000000000002	1.4480000000000002	1.256	6.0760000000000005	0.67	3.1430000000000002	4.742
13.83917	3.728	26.693	0.627	26.967	31.973000000000003	5.761	1.8969999999999998	3.785	2.992	13.341	0.369	28.234	26.429000000000002	5.957000000000001	1.867	3.8810000000000002	2.852	8.709	0.299	26.206	29.703000000000003	9.935	1.589	4.812	2.614	3.023	1.449	2.004	3.3710000000000004	4.671	6.9670000000000005	2.217	2.142	1.12	6.459	1.9409999999999998	4.423	6.747999999999999	1.84	1.604	1.141	6.322	0.636	3.115	4.724
14.00588	3.909	26.884	0.8220000000000001	27.386999999999997	32.54	6.165	2.042	3.965	2.878	14.552999999999999	0.40399999999999997	28.684	27.358	5.9110000000000005	1.825	4.034	3.157	9.213	0.361	27.509	29.703000000000003	10.502	1.7109999999999999	5.082	2.7880000000000003	3.0610000000000004	1.714	2.008	3.3760000000000003	4.877	7.013	2.285	2.332	1.2670000000000001	6.928	2.1430000000000002	4.551	6.648	1.87	1.785	1.484	6.534	0.664	3.4589999999999996	4.931
14.1725	3.885	26.949	0.711	28.165	32.835	5.968999999999999	2.103	4.114	3.1689999999999996	15.445	0.493	28.978	27.765	6.229	1.829	4.465	2.991	10.045	0.27899999999999997	27.518	30.169	10.765	1.601	5.172000000000001	2.7939999999999996	3.037	1.7180000000000002	1.954	3.6639999999999997	4.91	6.989	2.431	2.366	1.071	6.733	2.061	4.698	6.909	1.8730000000000002	1.646	1.202	6.595	0.838	3.2910000000000004	4.9639999999999995
14.3393	4.119	27.444000000000003	0.6729999999999999	28.427	33.253	6.132000000000001	2.2430000000000003	3.9610000000000003	3.267	16.85	0.311	29.066	28.206999999999997	6.063	1.824	4.272	3.1689999999999996	11.380999999999998	0.413	27.893	30.866	11.206	1.585	5.311	2.9410000000000003	3.215	1.642	2.035	3.657	5.207999999999999	6.977	2.407	2.376	1.178	7.071000000000001	1.975	4.6930000000000005	6.877000000000001	1.905	1.6840000000000002	1.348	6.851	0.619	3.292	5.147
14.50595	4.038	27.084	0.733	28.521	33.773	6.334	2.133	4.308	3.302	17.114	0.344	29.359	28.697	6.351	1.9140000000000001	4.787	3.5989999999999998	12.408	0.41700000000000004	28.27	31.415	11.695	1.589	5.627000000000001	2.863	3.2760000000000002	1.732	1.925	3.9160000000000004	5.156000000000001	7.122999999999999	2.497	2.552	1.1540000000000001	7.2170000000000005	2.121	4.697	6.9670000000000005	1.8230000000000002	1.801	1.3230000000000002	6.855	0.792	3.4939999999999998	4.953
14.67262	4.223	26.974	0.7809999999999999	28.863000000000003	34.282	6.55	2.123	4.315	3.4530000000000003	17.882	0.332	29.615	29.096999999999998	6.224	1.871	4.632	3.4130000000000003	13.155	0.349	28.158	31.839000000000002	12.243	1.662	5.811	2.701	3.4619999999999997	1.6909999999999998	1.943	3.905	5.229	7.307	2.569	2.6210000000000004	1.228	7.402	2.365	4.853	7.35	1.955	1.874	1.426	7.0120000000000005	0.613	3.398	5.252999999999999
14.83925	4.4719999999999995	26.846	0.795	28.766	34.927	6.654	2.481	4.805	3.825	18.551	0.493	30.000999999999998	29.480999999999998	6.586	2.1790000000000003	4.909	3.667	14.065	0.282	29.111	32.399	12.644	1.625	6.091	2.905	3.569	1.712	1.875	4.235	5.391	7.73	2.364	2.591	1.161	7.596	2.411	4.934	7.544	2.0	1.895	1.358	7.801	0.685	3.5860000000000003	5.33
15.00596	4.457	27.98	0.8370000000000001	29.052	35.312	6.801	2.395	4.754	3.7289999999999996	18.953	0.47	30.205	30.248	6.857	2.171	5.236000000000001	3.841	14.850999999999999	0.342	28.86	32.617	13.632	1.861	6.254	3.068	3.8089999999999997	1.636	1.99	4.069	5.484	7.841	2.576	2.733	1.305	7.843999999999999	2.3819999999999997	5.125	7.5360000000000005	2.109	2.02	1.4669999999999999	7.593	0.677	3.556	5.337999999999999
15.17262	4.698	28.546999999999997	0.7879999999999999	29.392	35.912	7.097	2.4619999999999997	4.947	3.92	19.18	0.425	30.774	30.987	6.757000000000001	2.0140000000000002	5.392	4.086	15.469000000000001	0.581	29.884	33.016999999999996	13.823	1.617	6.382999999999999	3.002	3.8789999999999996	1.819	1.943	4.223	5.638	7.601	2.7030000000000003	2.8339999999999996	1.26	8.001	2.45	5.138999999999999	7.636	2.062	1.9469999999999998	1.505	7.8629999999999995	0.8290000000000001	3.7089999999999996	5.664
15.33938	4.72	29.276	0.83	29.266	36.076	7.231	2.423	5.355	4.066	19.455	0.444	30.991999999999997	31.29	6.865	2.21	5.872000000000001	4.285	17.1	0.287	29.504	33.524	14.57	1.8090000000000002	6.636	3.321	4.072	1.84	2.19	4.356	5.773	8.026	2.725	3.0610000000000004	1.193	8.283	2.7239999999999998	5.42	8.259	2.051	1.9969999999999999	1.494	8.486	0.787	3.812	5.7989999999999995
15.50603	4.784	28.861	0.8170000000000001	29.791	36.567	7.354	2.4619999999999997	5.403	4.375	20.405	0.51	31.059	31.443	6.871	2.185	5.962000000000001	4.428	17.065	0.41100000000000003	29.656999999999996	33.9	15.304	1.76	7.037999999999999	3.202	4.135	1.62	2.114	4.593	5.922999999999999	8.341000000000001	2.589	3.1189999999999998	1.2309999999999999	8.457	2.478	5.31	8.062999999999999	2.119	2.146	1.4769999999999999	8.376	0.743	3.8789999999999996	5.8629999999999995
15.67259	5.252999999999999	29.543000000000003	0.758	29.59	37.336	7.465	2.385	6.087999999999999	4.288	20.282	0.311	30.938000000000002	32.177	7.396	2.164	6.172000000000001	4.303	17.421	0.18600000000000003	30.048000000000002	34.184	15.857000000000001	1.755	7.324	3.31	4.123	1.784	2.177	4.593	6.059	8.423	2.6060000000000003	3.0	1.349	8.772	2.4859999999999998	5.43	8.465	2.046	2.109	1.6030000000000002	8.581	0.7609999999999999	3.887	6.167999999999999
15.83924	4.899	30.4	0.772	29.878	37.815	7.7	2.5269999999999997	6.154	4.621	21.201999999999998	0.402	30.889	32.27	7.612	2.128	6.388999999999999	4.678	17.961	0.41600000000000004	30.283	34.721	16.997	1.9340000000000002	7.462999999999999	3.332	4.45	1.709	1.979	4.456	6.4670000000000005	8.765	2.847	3.0580000000000003	1.465	8.854	2.798	5.678999999999999	8.658999999999999	2.213	2.377	1.486	8.83	0.6679999999999999	3.858	6.066
16.00597	5.524	30.143	0.845	30.046999999999997	37.82	7.922999999999999	2.576	6.172000000000001	4.974	21.374000000000002	0.653	31.857	33.152	7.726	2.499	6.731	5.026	19.828	0.24	30.682	35.211	17.726	1.874	7.779	3.5439999999999996	4.563	1.933	2.2	4.65	6.577999999999999	9.054	2.7889999999999997	3.4330000000000003	1.26	9.482999999999999	2.7910000000000004	5.652	8.861	2.29	2.2030000000000003	1.591	9.06	0.772	4.136	6.376
16.17273	5.335	30.191	0.835	30.409000000000002	38.405	8.249	2.6189999999999998	6.34	4.975	23.697	0.381	31.676	33.484	8.162	2.251	6.882999999999999	5.172999999999999	20.31	0.225	30.217	35.823	17.781	1.7719999999999998	8.271	3.659	4.658	1.916	2.0709999999999997	4.919	6.59	9.402000000000001	2.8560000000000003	3.411	1.473	9.604	2.805	5.803	9.238999999999999	2.362	2.3569999999999998	1.663	9.552	0.845	4.207	6.843
16.3394	5.734	31.386999999999997	0.977	31.064	38.946	8.448	2.648	6.34	5.146	26.031999999999996	0.552	31.961	33.997	8.191	2.6210000000000004	7.337999999999999	5.287000000000001	19.883	0.424	30.929000000000002	36.222	18.777	1.9709999999999999	8.271	3.516	4.914	1.8880000000000001	2.242	5.005	6.789	9.658	2.9419999999999997	3.4389999999999996	1.33	9.86	2.7769999999999997	6.145	9.437999999999999	2.305	2.385	1.663	9.437999999999999	0.76	4.435	6.843
16.50611	5.862	31.131	0.8270000000000001	30.665	39.397	8.777000000000001	2.779	6.687	5.4670000000000005	26.284000000000002	0.455	32.444	34.593	8.262	2.464	7.523	5.44	20.287	0.327	30.785999999999998	37.014	19.009	2.044	8.681000000000001	3.667	4.872	1.705	2.146	5.306	7.032	10.125	2.985	3.593	1.4609999999999999	10.270999999999999	2.937	6.044	9.935	2.352	2.685	1.653	9.821	0.836	4.367	7.171
16.67268	6.1370000000000005	33.019	0.98	30.816999999999997	39.924	9.306000000000001	2.8789999999999996	7.06	5.495	27.465999999999998	0.6409999999999999	32.426	35.003	8.793	2.569	7.912999999999999	5.692	21.171999999999997	0.257	31.28	37.172	20.066	1.9469999999999998	8.817	3.58	5.346	2.006	2.16	5.178999999999999	7.107	10.261	3.06	3.701	1.334	10.293	2.951	6.4910000000000005	10.297	2.48	2.5610000000000004	1.666	10.383	0.763	4.438	7.445
16.83937	6.051	33.304	1.008	30.703000000000003	40.266	9.619	2.7939999999999996	7.402	5.751	27.323	0.584	32.853	35.885	9.078	2.6830000000000003	8.14	5.777	21.285999999999998	0.342	31.365	37.798	19.980999999999998	1.975	9.301	3.8360000000000003	5.602	2.177	2.274	5.407	7.391	10.517999999999999	3.06	3.701	1.5619999999999998	10.805	2.98	6.547999999999999	10.525	2.451	2.6460000000000004	1.666	10.780999999999999	0.82	4.638	7.7010000000000005
17.00613	6.545	33.209	0.985	31.206	40.914	10.112	2.915	7.417999999999999	5.9639999999999995	27.488000000000003	0.5920000000000001	32.701	36.418	9.601	2.8930000000000002	8.407	5.903	22.64	0.321	31.385	38.419000000000004	20.509	2.154	9.454	4.021	5.582999999999999	1.929	2.1109999999999998	5.615	7.457000000000001	10.899000000000001	3.24	4.196000000000001	1.598	11.329	3.2430000000000003	6.757999999999999	10.707	2.4859999999999998	2.7969999999999997	1.588	10.992	0.8540000000000001	4.787	8.024
17.17281	6.692	34.327	0.915	31.386	41.058	10.573	2.8680000000000003	7.462999999999999	5.901	27.746	0.629	32.994	36.538000000000004	9.746	2.7539999999999996	8.58	6.271	23.823	0.41600000000000004	31.421999999999997	38.505	20.581999999999997	2.02	9.597000000000001	3.9010000000000002	5.816	1.965	2.263	5.337999999999999	7.776	11.866	3.3310000000000004	4.253	1.6640000000000001	11.414000000000001	3.31	6.789	11.448	2.555	2.775	1.7990000000000002	11.505	0.81	4.968	8.113999999999999
17.3394	7.06	35.289	1.126	31.869	41.75899999999999	10.800999999999998	3.1310000000000002	7.983	6.542000000000001	27.366999999999997	0.5489999999999999	33.617	37.045	10.312000000000001	2.7239999999999998	8.72	6.349	25.193	0.365	32.159	38.778	20.789	2.194	9.99	4.1160000000000005	5.986000000000001	2.025	2.412	5.371	7.778	11.943	3.304	4.218999999999999	1.642	11.864	3.2030000000000003	6.872000000000001	11.755	2.676	2.948	1.693	11.187999999999999	0.877	5.257999999999999	8.399
17.50614	7.19	36.35	0.98	32.468	42.25899999999999	11.270999999999999	2.8789999999999996	7.686	6.349	27.066999999999997	0.584	33.052	37.878	10.559000000000001	2.7689999999999997	8.966000000000001	6.603	25.869	0.513	32.419000000000004	39.791	20.835	2.032	10.183	4.349	6.2860000000000005	2.0909999999999997	2.274	5.749	8.075	12.567	3.259	4.356	1.5619999999999998	12.513	3.464	6.975	12.091	2.65	3.13	1.837	11.892000000000001	0.82	5.292000000000001	8.726
17.67274	7.41	38.258	1.058	32.086	42.765	11.577	2.946	8.207	6.769	27.011	0.675	33.606	37.968	11.029000000000002	2.818	9.437000000000001	6.495	26.351	0.265	32.431999999999995	39.982	21.351999999999997	2.404	10.592	4.513999999999999	6.449	2.122	2.397	6.121	8.526	12.940999999999999	3.6260000000000003	4.537	1.541	12.693	3.5010000000000003	7.247999999999999	12.925	2.833	3.157	1.8780000000000001	12.415	0.893	5.356	9.061
17.83942	7.398	38.015	1.168	32.372	43.152	12.275	2.978	8.365	6.917999999999999	28.247	0.654	33.895	38.633	11.789000000000001	2.7769999999999997	9.628	6.977	28.508000000000003	0.469	32.635	40.542	20.886999999999997	2.215	10.9	4.236000000000001	6.664	2.131	2.6010000000000004	6.017	8.482999999999999	13.424000000000001	3.668	4.504	1.7169999999999999	13.315	3.534	7.609	12.892999999999999	2.95	3.112	1.71	12.524000000000001	0.892	5.391	9.39
