	MG1655-1	12PD3-8_1	12PD4-6_1	12PD6-3_1	12PD7-6_1	metJ-1	relA-1	purT-1	MG1655-2	12PD3-8_2	12PD4-6_2	12PD6-3_2	12PD7-6_2	metJ-2	relA-2	purT-2	MG1655-3	12PD3-8_3	12PD4-6_3	12PD6-3_3	12PD7-6_3	metJ-3	relA-3	purT-3	fabR-1	yfgF-1	metJ_relA-1	metJ_purT-1	relA_purT-1	metJ_acrB-1	fabR_yfgF-1	fabR-2	yfgF-2	metJ_relA-2	metJ_purT-2	relA_purT-2	metJ_acrB-2	fabR_yfgF-2	fabR-3	yfgF-3	metJ_relA-3	metJ_purT-3	relA_purT-3	metJ_acrB-3	fabR_yfgF-3
18.00604	7.726	40.181999999999995	1.176	32.658	43.358000000000004	12.802999999999999	3.16	8.675	7.252999999999999	26.914	0.665	34.181	39.149	12.232999999999999	3.02	9.9	7.166	26.601	0.48100000000000004	32.323	40.975	20.912	2.227	11.06	4.684	6.792999999999999	2.258	2.8680000000000003	6.456	8.725	14.040999999999999	3.739	4.862	1.672	13.589	3.574	7.568	13.679	2.846	3.2110000000000003	1.7480000000000002	12.484000000000002	0.845	5.5729999999999995	9.974
18.1728	8.065	40.364000000000004	1.1909999999999998	33.328	43.915	13.255999999999998	3.162	8.978	7.311	27.316999999999997	0.643	35.228	39.922	12.695	3.272	10.017000000000001	7.438	27.715999999999998	0.39899999999999997	32.882	40.993	21.215999999999998	2.523	11.325999999999999	5.053	6.93	2.469	2.6430000000000002	6.782	9.058	15.030999999999999	3.928	4.784	1.933	14.115	3.7769999999999997	7.997000000000001	14.292	2.988	3.3689999999999998	1.859	12.890999999999998	0.723	5.807	10.312000000000001
18.33944	7.871	41.105	1.278	33.258	44.623999999999995	13.375	3.182	9.152000000000001	7.695	26.552	0.775	34.669000000000004	40.582	13.378	2.965	10.304	7.631	27.566999999999997	0.361	33.779	41.901	21.133000000000003	2.395	11.523	5.182	7.251	2.455	2.7769999999999997	6.767	9.437000000000001	15.192	4.052	5.154	1.98	14.31	3.9960000000000004	8.085	15.113	3.0669999999999997	3.495	2.025	13.174000000000001	0.8640000000000001	5.91	10.517000000000001
18.50617	8.267000000000001	43.114	1.176	33.568000000000005	44.809	13.97	3.245	9.187000000000001	7.566	26.743000000000002	0.7509999999999999	34.75	40.714	13.798	3.219	10.27	7.849	27.825	0.595	33.974000000000004	42.114	20.826	2.37	11.515	5.281000000000001	7.305	2.5140000000000002	2.783	6.797999999999999	9.664	15.749	4.08	5.118	1.871	14.557	3.83	8.137	14.902999999999999	3.102	3.609	1.919	13.537	0.76	5.972	10.885
18.67278	8.459	44.558	1.273	33.494	45.056000000000004	14.333	3.032	9.334	7.851	26.359	0.6809999999999999	35.702	41.215	14.079	3.1260000000000003	10.975999999999999	7.903	26.978	0.268	33.673	42.418	20.803	2.33	11.824000000000002	5.31	7.3260000000000005	2.617	3.0260000000000002	6.445	9.798	16.176	4.2989999999999995	5.313	1.801	15.009	3.9019999999999997	8.416	15.954	3.202	3.713	1.819	13.845999999999998	0.8290000000000001	6.244	11.19
18.83961	8.552	45.391000000000005	1.347	34.251999999999995	45.492	14.767000000000001	3.188	9.443	8.078	26.999000000000002	0.7509999999999999	35.86	41.483000000000004	14.765999999999998	3.1910000000000003	11.095999999999998	7.877999999999999	27.398000000000003	0.48100000000000004	34.316	43.138999999999996	20.997	2.455	12.142000000000001	5.537000000000001	7.476	2.4290000000000003	3.181	6.912000000000001	9.863	16.887999999999998	4.336	5.46	1.956	15.382	3.802	8.735	16.412	3.472	3.638	1.919	13.879000000000001	0.93	6.171	11.824000000000002
19.00615	8.561	46.358999999999995	1.379	34.36	45.924	15.087	3.07	10.021	8.04	27.781999999999996	0.8290000000000001	36.108000000000004	42.29	15.534	3.06	10.987	8.218	28.423000000000002	0.447	34.309	43.028999999999996	20.752	2.36	12.229000000000001	5.729	7.601	2.362	3.26	7.468999999999999	10.5	17.506	4.5489999999999995	5.322	1.865	15.58	4.052	9.026	17.574	3.326	3.597	2.116	14.505999999999998	0.789	6.362	12.116
19.17284	8.712	47.643	1.4269999999999998	34.573	46.663000000000004	15.467	3.409	10.166	8.262	27.945	0.857	36.437	42.655	16.062	3.2089999999999996	11.255	8.121	26.839000000000002	0.502	34.637	44.081	20.383	2.475	12.470999999999998	5.95	7.779	2.676	3.373	7.5	10.479000000000001	18.352999999999998	4.754	5.619	1.892	15.625	3.9930000000000003	9.236	17.764	3.2939999999999996	3.799	1.8840000000000001	14.208	0.8390000000000001	6.704	12.78
19.33955	8.658	48.773999999999994	1.415	35.175	46.538000000000004	15.843	3.26	10.331	8.649	27.584	0.8809999999999999	36.813	42.867	16.215	3.325	11.603	8.558	27.976	0.581	34.756	44.242	20.29	2.501	12.594000000000001	6.364	7.981	2.7880000000000003	3.3680000000000003	7.528	11.08	18.597	4.954	5.8260000000000005	2.1430000000000002	16.291	4.073	9.555	18.262	3.658	3.97	2.104	14.672	0.772	6.728	13.384
19.50626	9.167	49.407	1.4269999999999998	35.313	47.288999999999994	16.093	3.437	10.28	8.604	28.570999999999998	0.914	36.949	43.48	16.688	3.2939999999999996	11.652999999999999	8.377	29.513	0.331	35.348	44.622	20.127	2.617	12.727	6.462000000000001	8.234	2.818	3.458	7.557	11.247	18.865	4.953	5.875	2.063	16.82	4.306	9.606	18.447	3.721	4.055	2.055	14.975999999999999	0.753	6.9879999999999995	13.492
19.67286	8.968	51.199	1.5119999999999998	35.739000000000004	47.688	16.804000000000002	3.522	10.593	8.775	28.799	0.9990000000000001	36.778	43.623000000000005	16.717	3.2089999999999996	11.682	8.775	28.432	0.331	35.661	44.85	19.586	2.6460000000000004	12.784	6.32	8.376	2.847	3.6010000000000004	8.07	11.333	19.918	5.294	5.932	2.205	16.877	4.249	9.777000000000001	18.533	3.807	3.9419999999999997	2.14	14.862	0.924	7.0729999999999995	13.862
19.83952	9.594	52.36600000000001	1.626	36.195	47.887	16.634	3.551	10.536	8.718	29.566999999999997	0.914	37.404	44.361999999999995	17.172	3.38	11.937999999999999	8.775	28.574	0.38799999999999996	35.576	45.56100000000001	19.985	2.7880000000000003	13.011	6.917000000000001	8.462	3.16	3.6010000000000004	8.24	11.845	20.146	5.522	6.216	2.29	16.621	4.477	10.459000000000001	18.732	3.892	4.112	2.14	15.289000000000001	0.924	7.813	14.431
20.0062	9.261000000000001	54.31399999999999	1.6569999999999998	36.015	48.427	17.66	3.404	10.629000000000001	8.821	30.373	0.992	37.933	44.88	17.425	3.2489999999999997	11.97	9.0	26.871	0.5529999999999999	36.106	45.872	20.253	2.6069999999999998	13.011	6.935	8.499	3.148	3.906	8.056000000000001	12.024000000000001	20.899	5.4479999999999995	6.218999999999999	2.369	17.072	4.3	10.575999999999999	19.832	4.001	4.2410000000000005	2.109	15.488	0.8109999999999999	7.632000000000001	14.661
20.17296	9.476	55.295	1.751	36.388000000000005	48.891999999999996	17.82	3.386	10.683	8.9	30.635	1.089	38.022	45.001000000000005	18.098	3.321	12.357000000000001	9.02	29.2	0.451	36.649	46.536	20.249000000000002	2.62	13.229000000000001	7.2139999999999995	8.6	3.247	4.117	8.468	12.751	20.639	5.803999999999999	6.351	2.352	17.348	4.652	10.735999999999999	19.882	4.154	4.425	2.233	15.081	0.877	7.73	15.276
20.33964	9.919	55.992	1.845	36.959	48.901	17.753	3.483	11.022	9.349	30.243000000000002	1.2429999999999999	38.396	45.748000000000005	18.517	3.478	12.46	9.04	28.66	0.377	36.738	46.831	19.904	2.633	13.475999999999999	7.407	8.872	3.3169999999999997	4.3	8.994	12.966	21.43	6.104	6.596	2.392	17.54	4.579	11.265999999999998	20.559	4.194	4.525	2.329	15.725	0.915	7.999	16.346
20.5062	9.613999999999999	57.733999999999995	1.933	37.403	49.61	18.067	3.478	11.029000000000002	9.309	31.389	1.207	38.951	46.15	18.852	3.773	12.463	9.434	28.802	0.456	37.294000000000004	47.253	19.945	2.5660000000000003	13.589	7.566	9.164	3.958	4.32	9.064	13.228	21.811999999999998	6.2	6.484	2.3569999999999998	17.165	4.628	11.495	20.093	4.33	4.397	2.354	15.554	0.773	8.215	16.034000000000002
20.67297	9.832	59.339	2.03	37.81	49.42100000000001	18.325	3.615	10.98	9.33	32.123000000000005	1.263	39.162	46.236000000000004	18.666	3.5039999999999996	12.832	9.244	28.963	0.48100000000000004	37.02	47.437	20.314	2.654	13.935	8.042	9.013	3.6239999999999997	4.377	9.189	13.592	21.926	6.528	6.656000000000001	2.583	17.659000000000002	4.912	11.752	20.965999999999998	4.638999999999999	4.72	2.488	15.501	0.93	8.59	16.663
20.8396	10.208	59.753	2.147	37.849000000000004	50.088	18.246	3.363	11.187999999999999	9.566	32.961	1.296	39.515	46.818000000000005	18.843	3.5660000000000003	12.923	9.535	29.941	0.513	37.116	48.105	20.322	2.915	14.055	8.363	9.275	3.8	4.666	8.767000000000001	14.025	21.763	6.647	7.002999999999999	2.501	17.154	5.115	12.328	20.718000000000004	4.615	4.81	2.435	15.65	0.9329999999999999	8.794	17.239
21.00645	10.186	61.199	2.1919999999999997	38.375	50.662	18.505	3.803	11.324000000000002	9.621	33.851	1.365	39.868	47.023999999999994	18.645	3.489	12.899000000000001	9.679	30.129	0.413	37.841	48.336000000000006	20.489	2.784	14.228	8.446	9.253	3.952	4.45	8.691	14.4	21.901999999999997	6.598	6.893	2.827	17.468	5.184	12.472999999999999	20.601999999999997	4.7989999999999995	4.79	2.563	15.397	0.978	8.89	17.241
21.173	10.221	62.193999999999996	2.3930000000000002	38.759	50.544	18.506	3.5989999999999998	11.33	9.722000000000001	33.769	1.555	40.279	47.253	19.803	3.528	13.213	9.618	29.985	0.435	38.083	48.67100000000001	20.131	2.773	14.311	8.291	9.374	4.223	4.8389999999999995	9.5	14.800999999999998	21.658	6.664	6.809	2.7910000000000004	17.236	5.289	12.529000000000002	20.25	4.934	4.803999999999999	2.475	15.056	0.978	9.302999999999999	17.778
21.33965	10.288	63.466	2.571	39.119	51.185	18.325	3.53	11.549000000000001	9.757	34.685	1.5190000000000001	40.385999999999996	47.943999999999996	19.292	3.5039999999999996	13.487	9.87	31.183000000000003	0.33799999999999997	38.272	49.23	20.229	2.7969999999999997	14.59	8.982000000000001	9.497	4.1080000000000005	5.287999999999999	9.9	15.015	21.726999999999997	7.126	7.167999999999999	2.81	17.147000000000002	5.196000000000001	12.520999999999999	20.796	5.066	4.862	2.403	15.558	0.902	9.331	18.029
21.50637	10.168	64.27199999999999	2.782	39.277	51.266999999999996	18.379	3.83	11.812999999999999	10.216000000000001	35.532	1.7919999999999998	41.258	48.166000000000004	19.463	3.866	13.767999999999999	9.982999999999999	32.22	0.581	38.944	49.398	20.204	2.728	14.844000000000001	9.498	9.633	4.2410000000000005	5.305	9.465	15.380999999999998	21.674	7.689	7.165	3.168	17.203	5.7829999999999995	13.714	20.712	5.167999999999999	4.995	2.759	15.356	1.028	9.691	18.797
21.67306	10.55	65.048	2.83	39.785	51.93899999999999	18.189	3.562	11.870999999999999	9.907	36.178000000000004	1.723	41.365	48.498000000000005	19.043	3.908	13.749	9.934	32.161	0.513	39.080999999999996	49.528	20.265	2.886	15.165999999999999	9.474	9.531	4.056	5.178	10.133	15.932	21.735	7.501	7.1739999999999995	2.8139999999999996	16.67	5.855	13.353	21.23	5.44	5.038	2.577	15.165999999999999	0.9329999999999999	10.189	18.776
21.8397	10.908	66.695	3.093	40.218	51.931000000000004	18.486	3.8489999999999998	11.752	10.308	37.68	1.864	41.398	48.721000000000004	19.136	3.8710000000000004	13.79	10.142000000000001	32.602	0.45799999999999996	39.03	49.86	20.038	2.799	15.261	9.759	9.635	4.535	5.518	9.87	16.145	21.791999999999998	7.691	7.415	3.127	17.135	5.94	13.904000000000002	20.636	5.497999999999999	5.003	2.865	14.780999999999999	0.912	10.099	19.125999999999998
22.00633	10.698	67.20100000000001	3.301	40.821	52.511	18.05	3.775	12.12	10.332	37.435	2.076	42.286	49.3	19.157	3.6310000000000002	14.35	10.163	33.685	0.327	40.174	50.583	20.233	2.983	15.508	10.067	10.078	4.635	5.587999999999999	9.8	16.334	21.788	8.105	7.377000000000001	3.253	16.956	6.122999999999999	14.18	20.488000000000003	5.88	4.876	2.592	14.942	0.978	10.454	19.261
22.17308	10.765999999999998	67.918	3.333	41.269	52.82899999999999	18.171	3.773	12.247	10.213	39.291	2.355	42.221000000000004	49.651	18.873	3.76	14.27	10.448	34.624	0.524	40.251999999999995	50.501999999999995	20.65	3.005	15.567	10.4	9.891	5.023	5.837000000000001	10.527000000000001	16.965	21.212	8.26	7.382999999999999	3.1919999999999997	17.101	5.975	14.495	20.371	6.017	5.178	2.7910000000000004	15.005	0.8109999999999999	11.04	19.347
22.33969	10.612	69.248	3.7689999999999997	41.275	52.983999999999995	18.048	3.8689999999999998	12.445	10.548	39.416	2.311	42.768	49.605	19.065	3.804	14.574000000000002	10.412	34.912	0.451	40.486	50.968999999999994	19.823	2.9610000000000003	15.815	10.339	10.22	5.35	5.907	10.315	17.24	21.008000000000003	8.532	7.601	3.2039999999999997	16.581	6.244	15.198	20.11	6.257000000000001	5.192	2.801	14.767999999999999	0.877	10.657	19.794
22.50633	10.692	69.628	3.964	41.946000000000005	53.254	17.928	3.78	12.975999999999999	10.710999999999999	40.71	2.562	42.955	50.18899999999999	18.347	3.969	14.624	10.802999999999999	36.293	0.532	40.73	51.467	20.012999999999998	2.8710000000000004	16.064	10.587	10.47	5.26	6.016	10.083	18.058	21.569000000000003	8.782	7.822	3.3710000000000004	16.915	6.495	14.935	20.983	6.196000000000001	5.33	2.855	14.705	0.987	10.850999999999999	19.702
22.67308	11.015999999999998	70.547	4.272	42.227	53.52	18.085	3.807	12.869000000000002	10.795	42.001000000000005	2.6489999999999996	43.43600000000001	50.451	18.709	3.892	14.925	10.539000000000001	36.541	0.38799999999999996	41.152	51.849	20.298	2.873	16.113	10.901	10.283	5.379	6.56	10.317	18.048	21.198	8.822000000000001	7.696000000000001	3.343	16.65	6.382999999999999	15.638	20.439	6.68	5.279	2.965	14.975999999999999	0.924	11.085	20.178
22.8398	11.323	70.726	4.564	42.81	53.666000000000004	17.65	3.784	12.814	10.889000000000001	43.138999999999996	2.8789999999999996	43.791000000000004	50.656000000000006	18.667	3.861	15.027999999999999	10.753	38.634	0.536	41.678999999999995	51.765	20.021	2.847	16.185	11.192	10.561	5.6339999999999995	6.532	10.798	18.15	21.008000000000003	8.959	7.827999999999999	3.46	16.666	6.6129999999999995	15.795	20.024	6.768	5.164	3.029	15.194	0.905	11.395999999999999	20.135
23.00647	11.306	71.38600000000001	4.968999999999999	43.175	54.403999999999996	18.003	3.9619999999999997	13.117	11.104000000000001	44.105	3.1719999999999997	44.44	50.93899999999999	18.34	3.985	15.638	11.165	39.254	0.828	41.703	52.191	20.009	3.14	16.312	11.55	10.942	5.615	6.769	10.665999999999999	18.618	20.996	9.567	7.955	3.554	16.936	6.849	15.552999999999999	20.465999999999998	6.862	5.343999999999999	3.0639999999999996	15.093	0.912	11.662	19.752
23.17307	11.523	72.122	5.292999999999999	43.836000000000006	54.474	17.623	3.889	13.23	11.242	45.428999999999995	3.385	44.847	51.148999999999994	18.474	3.915	15.402000000000001	11.044	39.972	0.498	42.108000000000004	52.66	19.607	3.04	16.561	11.915999999999999	10.704	5.716	7.124	10.853	18.923	21.39	9.67	7.888999999999999	3.68	16.558	6.9479999999999995	16.086	20.430999999999997	7.131	5.445	2.99	14.856	0.9209999999999999	11.847999999999999	19.83
23.33975	11.465	72.516	5.388	44.117	54.632	18.048	3.7560000000000002	13.495999999999999	11.344000000000001	46.435	3.59	45.07	51.878	18.439	3.861	15.284	11.435	40.68	0.564	42.56	52.873000000000005	19.908	3.075	16.611	11.703	11.015999999999998	6.06	7.044	11.139000000000001	18.803	20.923000000000002	9.868	7.942	3.886	16.439	6.869	16.363	20.024	7.28	5.4479999999999995	3.029	14.540999999999999	0.877	12.334000000000001	19.396
23.5064	11.831	72.678	6.047000000000001	44.853	54.957	17.961	3.9610000000000003	13.892999999999999	11.445	48.278	4.0	45.494	52.141999999999996	18.246	4.2780000000000005	15.884	11.585	41.927	0.598	43.01	53.343	19.952	3.0	16.618	12.235	11.467	6.106	7.4270000000000005	11.699000000000002	19.207	20.824	10.263	8.085	4.124	16.983	7.051	16.712	20.205	7.32	5.465	3.175	15.137	0.905	12.495	19.942999999999998
23.67329	12.105	73.074	6.315	45.345	55.825	17.837	4.001	13.835	11.64	48.979	4.2989999999999995	46.071999999999996	52.382	18.608	4.093999999999999	15.819	11.520999999999999	42.846000000000004	0.496	43.61600000000001	53.386	19.578	3.127	16.639	12.489	11.599	6.605	7.185	11.487	19.398	21.076	10.338	8.105	4.365	16.519000000000002	7.406000000000001	17.247	20.456	7.5889999999999995	5.565	3.1860000000000004	15.242	1.0	12.255	19.965
23.83983	11.831	73.105	6.6739999999999995	45.821000000000005	55.668	18.102999999999998	3.989	14.235	11.758	50.95399999999999	4.712	46.575	52.968	18.387999999999998	4.107	16.027	11.585	44.516999999999996	0.428	44.291000000000004	53.941	19.61	3.0860000000000003	16.76	12.577	11.809000000000001	6.59	7.769	11.357999999999999	19.377	20.909000000000002	10.519	8.142000000000001	4.209	17.012	7.478	17.367	20.291	7.718	5.635	3.2319999999999998	14.995	0.905	12.467	19.374000000000002
24.00659	12.18	73.551	7.305	46.283	56.023999999999994	17.654	4.081	14.113	12.107000000000001	51.486999999999995	5.048	47.036	53.216	18.468	4.209	16.223	12.032	45.233000000000004	0.606	44.301	54.00899999999999	19.45	3.199	16.753	12.635	11.844000000000001	6.806	7.792000000000001	11.743	19.429000000000002	21.459	10.838	8.257	4.239	16.554000000000002	7.504	17.355999999999998	20.705	7.83	5.599	2.957	15.169	1.063	12.937000000000001	19.51
24.1732	12.435	73.722	8.043	46.623999999999995	56.45	18.165	3.9389999999999996	14.453	11.994000000000002	52.168	5.445	47.376999999999995	52.96	18.383	4.294	15.967	11.946	46.17	0.691	44.84	54.293	19.45	3.057	16.782	12.947000000000001	12.157	7.204	8.019	11.743	19.514	21.374000000000002	10.610999999999999	8.427	4.295	16.668	7.617999999999999	17.726	20.194000000000003	8.086	5.599	3.213	15.140999999999998	0.865	12.994000000000002	18.942999999999998
24.3398	12.923	73.59100000000001	8.511000000000001	47.376999999999995	56.992	17.971	4.12	14.349	12.559000000000001	54.49100000000001	6.064	48.387	53.553000000000004	19.022000000000002	3.977	15.835999999999999	12.019	47.78	0.24600000000000002	45.391999999999996	54.808	19.273	3.158	16.767	13.547	12.075	6.944	7.925	11.540999999999999	19.357	20.686	10.985	8.635	4.3389999999999995	16.735	7.577999999999999	17.772000000000002	19.898	8.103	5.706	3.42	14.890999999999998	1.0090000000000001	13.305	19.495
24.50658	12.780999999999999	73.762	9.193999999999999	47.917	56.878	18.055999999999997	3.978	14.377	12.445	55.004	6.462000000000001	48.528999999999996	53.894	18.652	3.977	16.206	12.36	49.25899999999999	0.5870000000000001	45.933	55.036	19.33	3.0439999999999996	16.767	13.575	12.388	6.916	7.897	12.138	19.442	21.142	11.269	8.407	4.453	16.308	7.834	17.516	20.012	8.274	5.706	3.307	14.975999999999999	1.0090000000000001	13.475	19.352999999999998
24.67329	13.065999999999999	73.85300000000001	9.609	48.341	57.089	17.66	3.915	14.832	12.485	56.358999999999995	7.069	49.207	53.911	18.788	4.215	15.974	12.181	50.244	0.46799999999999997	46.386	55.016999999999996	19.429000000000002	3.2039999999999997	16.845	13.24	12.617	7.2379999999999995	8.024	12.401	19.351	20.587	11.554	8.576	4.3	16.76	8.048	18.159000000000002	19.945	8.346	5.519	3.6430000000000002	14.890999999999998	0.981	13.595999999999998	19.262
24.83995	12.868	74.309	10.555	48.808	57.577	18.002	3.969	15.079	12.743	57.992	7.684	49.42100000000001	54.22	18.886	4.1739999999999995	16.211	12.824000000000002	51.806000000000004	0.35	46.821999999999996	55.622	19.114	3.094	16.887999999999998	13.62	12.675	7.711	8.347999999999999	12.337	19.105999999999998	20.697	11.785	8.839	4.56	16.484	7.687	18.094	20.192	8.639	5.959	3.5810000000000004	14.751	0.94	14.015999999999998	18.961
25.00657	13.212	74.206	10.783	49.282	57.855	17.948	4.212	14.907	12.764000000000001	59.071999999999996	8.212	49.836000000000006	54.253	18.391	4.3069999999999995	15.862	12.776	53.138999999999996	0.452	47.244	55.81	19.142	3.214	16.987000000000002	14.056	12.819	7.642	8.203	12.152000000000001	19.323	20.47	11.87	8.72	4.878	16.364	7.945	18.044	20.000999999999998	8.867	6.066	3.457	15.065	1.025	13.46	18.922
25.17325	13.322000000000001	74.535	11.824000000000002	50.016000000000005	58.055	17.83	3.943	14.802999999999999	12.882	59.681999999999995	8.943	50.713	55.246	18.646	3.9589999999999996	16.116	13.203	54.135	0.5529999999999999	47.551	56.153	18.861	3.1180000000000003	16.789	14.149000000000001	13.128	7.664	8.109	12.315999999999999	19.351	20.417	11.895	8.775	4.584	16.249000000000002	8.276	18.415	20.116	8.914	6.001	3.728	14.607000000000001	0.981	14.107000000000001	18.949
25.34005	13.437999999999999	73.916	12.844000000000001	50.367	58.441	18.003	4.247	14.993	13.265	61.163000000000004	9.767999999999999	50.922	55.26	18.368	4.3260000000000005	16.065	13.269	55.82899999999999	0.401	48.553999999999995	56.285	18.445999999999998	3.055	16.654	13.880999999999998	13.302	7.947	8.219	12.429	18.959	20.541	12.353	9.234	5.032	16.195999999999998	8.072000000000001	18.339000000000002	19.555999999999997	9.107999999999999	5.771	3.747	14.525	1.082	14.022	18.813
25.50659	13.4	74.057	12.831	50.948	58.713	18.164	4.173	15.534	13.29	62.525	10.468	51.674	55.388000000000005	18.474	4.285	16.17	13.120999999999999	57.097	0.8109999999999999	49.22	56.528999999999996	18.298	3.324	16.76	14.477	13.093	7.877999999999999	8.575	13.043	19.008	20.678	12.6	9.083	5.0169999999999995	16.444000000000003	8.712	17.793	19.663	9.122	5.843	3.673	14.543	0.892	14.38	19.005
25.67333	13.912	74.0	13.4	51.602	59.082	18.05	4.258	15.193	13.575	63.948	11.235999999999999	52.328	56.099	18.531	4.086	15.914000000000001	13.377	57.894	0.64	49.788999999999994	57.012	18.298	3.239	16.589000000000002	14.59	13.577	8.19	8.916	12.958	19.15	20.508000000000003	12.515	9.311	5.131	16.131	8.712	18.049	19.834	9.435	6.127000000000001	3.986	14.23	0.9209999999999999	14.323	19.005
25.83997	13.843	74.12899999999999	14.32	51.983000000000004	59.129	18.094	4.257	15.63	13.52	64.163	11.392999999999999	52.653	56.0	18.180999999999997	4.407	16.076	13.345	59.028	0.61	49.997	57.147	18.495	3.0989999999999998	16.553	14.796	13.622	8.172	8.781	12.741	18.714000000000002	20.563000000000002	12.731	9.102	5.162999999999999	16.035	8.916	18.016	20.028	9.669	6.22	3.7560000000000002	14.415999999999999	0.943	14.705	18.711
26.0067	14.032	73.484	14.550999999999998	52.402	59.532	17.915	4.312	15.542	13.507	65.248	12.664000000000001	53.269	56.552	18.759	4.328	16.116	13.743	60.013000000000005	0.5529999999999999	50.845	57.516000000000005	18.066	3.2889999999999997	16.505	14.687999999999999	13.610999999999999	8.175	8.791	13.083	18.555999999999997	20.104	13.315	9.286	5.237	15.936	8.418	17.648	19.660999999999998	9.567	6.257000000000001	3.728	14.437000000000001	0.981	15.015999999999998	18.58
26.17337	14.061	73.904	15.312000000000001	52.953	59.581	17.230999999999998	4.063	15.288	13.583	66.584	12.978	53.452	56.284	18.453	4.433	16.177	13.725999999999999	61.665	0.5870000000000001	51.111000000000004	57.995	18.363	3.2430000000000003	16.511	14.940999999999999	13.782	8.111	9.12	13.39	18.674	20.885	13.261	9.432	5.3629999999999995	16.081	9.058	17.629	19.415	9.725	6.189	3.591	14.635	1.0659999999999998	14.5	18.926
26.34002	14.436	73.44800000000001	16.048	53.378	60.218999999999994	17.801	4.289	15.850999999999999	13.702	68.25	14.152999999999999	54.361999999999995	57.0	18.807000000000002	4.763999999999999	15.815999999999999	13.662	63.035	0.555	52.018	58.41	18.386	3.248	16.838	14.955	14.272	8.359	8.992	13.67	18.712	20.369	13.610999999999999	9.697000000000001	5.284	16.173	8.984	17.449	19.403	9.794	6.604	3.986	14.323	1.053	14.837	19.08
26.50666	14.472000000000001	73.685	15.892000000000001	53.835	60.294	17.471	3.985	15.762	13.770999999999999	68.72800000000001	14.613	54.56100000000001	57.11	18.067999999999998	4.6419999999999995	15.792	13.997	64.08800000000001	0.5660000000000001	52.021	58.138999999999996	18.065	3.508	16.410999999999998	15.215	13.966	8.805	8.76	13.145	17.805	20.445999999999998	13.274000000000001	9.758	5.287000000000001	16.322	9.011000000000001	17.787	19.685	9.905	6.228	3.997	14.249	0.902	14.682	18.94
26.67335	14.061	72.937	17.019000000000002	54.291000000000004	60.52	17.516	4.405	15.43	14.038	69.429	15.197000000000001	55.216	57.138000000000005	18.367	4.774	15.722000000000001	14.21	64.82300000000001	0.502	52.79	58.507	17.879	3.272	16.511	15.425	14.124	8.623	8.921	12.707	18.759	20.345	13.546	9.83	5.932	15.825	9.399	17.971	19.813	10.066	6.531000000000001	4.075	14.549000000000001	1.0090000000000001	15.069	18.983
26.84004	14.597000000000001	73.025	17.096	54.433	60.926	17.223	4.265	15.422	14.107000000000001	69.729	15.452	55.531000000000006	57.511	18.337	4.732	15.89	13.958	66.07	0.618	53.416000000000004	58.83	18.197	3.279	16.539	15.328	14.319	8.839	9.674	13.123	17.987000000000002	20.294	13.77	10.141	5.742000000000001	15.792	9.382	17.660999999999998	19.302	10.249	6.402	4.277	14.257	0.9490000000000001	14.859000000000002	18.811
27.00684	14.68	72.578	18.577	55.158	60.988	17.51	4.258	15.534	14.2	70.86	16.214000000000002	55.827	57.55	17.962	4.854	15.829	14.030999999999999	66.94	0.64	54.027	59.203	18.014	3.438	16.333	15.273	14.26	8.617	9.514	13.299000000000001	17.927	19.967	13.624	9.937000000000001	5.785	15.562000000000001	9.48	17.594	19.464000000000002	10.374	6.526	4.156000000000001	14.145	0.978	14.835	18.749000000000002
27.17341	14.453	72.435	19.061	55.357	61.415	17.396	4.401	15.449000000000002	14.001	71.258	17.039	56.254	57.748999999999995	18.019000000000002	4.797	15.829	14.145	68.476	0.555	54.255	59.573	17.587	3.324	16.476	15.501	14.174000000000001	8.56	9.172	13.328	17.956	19.711	13.595999999999998	10.25	5.871	15.277999999999999	9.821	17.508	19.379	10.515999999999998	6.526	4.071000000000001	13.889000000000001	1.006	15.062999999999999	18.55
27.34	14.600999999999999	72.425	19.949	55.912	61.68600000000001	17.459	4.405	15.657	14.124	72.161	17.132	56.86600000000001	58.19	17.94	4.802	15.835999999999999	14.238	68.437	0.5589999999999999	54.867	60.1	18.05	3.4989999999999997	16.511	15.282	14.522	9.249	9.462	13.39	18.133	20.089000000000002	13.972000000000001	10.484000000000002	5.847	15.654000000000002	10.111	17.516	18.618	10.607000000000001	6.73	4.331	13.81	1.237	15.012	18.555999999999997
27.50678	14.575	71.983	20.776	56.224	61.881	16.98	4.218	15.619000000000002	14.145999999999999	72.67699999999999	18.069000000000003	57.006	58.586000000000006	17.913	4.781000000000001	15.923	13.923	69.67399999999999	0.5720000000000001	55.548	59.696000000000005	18.36	3.3960000000000004	16.483	15.331	14.695	9.055	9.839	13.794	17.936	19.602999999999998	13.945	10.201	5.942	15.599	9.55	17.514	18.959	10.757	6.595	4.315	13.786	1.054	15.045	18.7
27.67351	14.707	71.819	21.133000000000003	56.391999999999996	62.356	17.285	4.195	15.873	14.265	72.839	18.819000000000003	57.599	58.724	17.702	4.891	15.712	14.388	70.702	0.606	56.198	60.482	18.115	3.313	16.526	15.872	14.57	8.993	9.325	13.787	17.811	19.415	13.876	10.527999999999999	6.084	15.333	10.116	17.64	18.802	11.01	6.82	4.292	13.977	1.12	14.953	18.573
