	MG1655-1	IBUA2-9_1	IBUA5-6_1	IBUA7-9_1	IBUA8-3_1	pykF-1	rpoS-1	yobF-1	MG1655-2	IBUA2-9_2	IBUA5-6_2	IBUA7-9_2	IBUA8-3_2	pykF-2	rpoS-2	yobF-2	MG1655-3	IBUA2-9_3	IBUA5-6_1dup	IBUA7-9_3	IBUA8-3_3	pykF-3	rpoS-3	yobF-3	pykF_rpoS-1	pykF_yobF-1	pykF_rpoS_yobF-1	pykF_rpoS-2	pykF_yobF-2	pykF_rpoS_yobF-2	pykF_rpoS-3	pykF_yobF-3	pykF_rpoS_yobF-3
11.33915	0.44799999999999995	0.19	0.485	2.362	0.87	1.268	1.851	0.5920000000000001	4.407	0.42100000000000004	0.46299999999999997	2.066	0.7340000000000001	0.22699999999999998	1.4609999999999999	0.449	0.40700000000000003	0.292	0.271	2.548	1.202	1.51	0.423	0.65	2.94	0.561	1.8630000000000002	1.419	0.47200000000000003	1.554	1.0759999999999998	0.512	0.894
11.50574	0.672	0.161	0.45399999999999996	2.635	0.893	1.216	1.9340000000000002	0.5920000000000001	4.459	0.449	0.57	2.34	1.005	0.225	1.548	0.4	0.447	0.161	0.298	3.1260000000000003	1.5030000000000001	1.734	0.316	0.72	2.9819999999999998	0.519	1.8980000000000001	1.535	0.419	1.834	1.321	0.65	0.895
11.67244	0.42700000000000005	0.157	0.5579999999999999	2.9339999999999997	0.968	1.435	2.013	0.616	4.615	0.474	0.5660000000000001	2.7230000000000003	1.054	0.19399999999999998	1.578	0.34700000000000003	0.401	0.135	0.267	3.318	1.5819999999999999	1.6269999999999998	0.48100000000000004	0.594	3.048	0.555	1.929	1.5930000000000002	0.583	1.8090000000000002	1.263	0.731	1.031
11.83926	0.655	0.16899999999999998	0.462	3.2460000000000004	1.064	1.307	1.9969999999999999	0.627	4.638999999999999	0.457	0.633	2.8689999999999998	1.286	0.233	1.6680000000000001	0.41	0.377	0.198	0.33299999999999996	3.5460000000000003	1.6480000000000001	1.744	0.408	0.705	3.159	0.531	1.963	1.709	0.51	2.008	1.247	0.5760000000000001	1.068
12.00582	0.508	0.161	0.509	3.511	1.139	1.3259999999999998	1.9880000000000002	0.619	4.5680000000000005	0.42100000000000004	0.5429999999999999	3.1889999999999996	1.278	0.171	1.685	0.42700000000000005	0.42	0.161	0.243	3.92	1.804	1.734	0.371	0.72	3.092	0.491	2.062	1.726	0.474	1.916	1.349	0.568	0.978
12.17255	0.511	0.08199999999999999	0.457	3.815	1.306	1.301	2.073	0.512	4.573	0.452	0.545	3.3560000000000003	1.445	0.31	1.771	0.65	0.424	0.16399999999999998	0.465	4.416	1.889	1.7380000000000002	0.374	0.6970000000000001	3.343	0.687	2.2030000000000003	1.949	0.504	2.1109999999999998	1.406	0.5710000000000001	1.008
12.33919	0.46399999999999997	0.203	0.579	4.099	1.319	1.2830000000000001	2.1390000000000002	0.578	4.5969999999999995	0.517	0.47600000000000003	3.803	1.5119999999999998	0.294	1.587	0.493	0.48200000000000004	0.254	0.36700000000000005	4.56	2.282	1.663	0.43799999999999994	0.753	3.2889999999999997	0.581	2.291	1.955	0.541	2.309	1.444	0.636	1.045
12.50591	0.5429999999999999	0.2	0.604	4.314	1.453	1.226	2.1630000000000003	0.6579999999999999	4.537	0.48700000000000004	0.637	4.101	1.7280000000000002	0.319	1.912	0.38	0.395	0.141	0.391	4.857	2.498	1.879	0.462	0.7759999999999999	3.367	0.46799999999999997	2.424	1.87	0.5660000000000001	2.333	1.469	0.687	1.124
12.67262	0.6	0.142	0.599	4.89	1.6669999999999998	1.39	2.2430000000000003	0.6	4.556	0.457	0.496	4.541	1.861	0.261	1.859	0.49200000000000005	0.514	0.335	0.33299999999999996	5.381	2.497	1.909	0.49	0.787	3.516	0.586	2.648	2.202	0.5920000000000001	2.419	1.494	0.631	1.0959999999999999
12.83926	0.491	0.121	0.44299999999999995	5.247000000000001	1.729	1.5290000000000001	2.303	0.606	4.5969999999999995	0.353	0.5579999999999999	4.897	2.032	0.24	1.8330000000000002	0.41100000000000003	0.345	0.172	0.36700000000000005	5.736000000000001	2.911	2.073	0.52	0.753	3.4530000000000003	0.581	2.7560000000000002	2.366	0.569	2.501	1.526	0.608	1.209
13.00588	0.675	0.21899999999999997	0.594	5.541	1.935	1.411	2.265	0.6759999999999999	4.628	0.452	0.655	5.164	2.376	0.337	1.9080000000000001	0.5670000000000001	0.588	0.191	0.41	6.771	3.148	1.929	0.484	0.888	3.5069999999999997	0.523	2.778	2.36	0.723	2.741	1.7069999999999999	0.625	1.145
13.17264	0.625	0.2	0.522	6.01	2.055	1.444	2.245	0.603	4.619	0.48700000000000004	0.7190000000000001	5.55	2.33	0.374	2.076	0.544	0.395	0.33299999999999996	0.364	6.689	2.99	1.9880000000000002	0.517	0.858	3.64	0.55	3.0260000000000002	2.335	0.5660000000000001	2.7710000000000004	1.551	0.687	1.234
13.3392	0.57	0.2	0.522	6.638999999999999	2.137	1.226	2.3	0.685	4.591	0.43200000000000005	0.774	6.152	2.63	0.374	2.048	0.5720000000000001	0.423	0.305	0.364	7.346	3.537	2.043	0.462	0.7490000000000001	3.722	0.55	3.0260000000000002	2.499	0.703	2.853	1.551	0.605	1.288
13.50598	0.493	0.172	0.46399999999999997	6.756	2.4090000000000003	1.557	2.3280000000000003	0.547	4.644	0.46	0.8	6.242999999999999	2.878	0.345	1.8630000000000002	0.5770000000000001	0.46299999999999997	0.44799999999999995	0.254	7.851	3.87	2.1590000000000003	0.63	0.7090000000000001	3.904	0.672	3.364	2.7260000000000004	0.76	3.08	1.496	0.716	1.4
13.67254	0.56	0.193	0.57	7.475	2.5660000000000003	1.463	2.455	0.677	4.658	0.423	0.848	6.797000000000001	3.032	0.39299999999999996	1.956	0.562	0.493	0.295	0.35600000000000004	8.181000000000001	3.965	2.197	0.535	0.736	4.037	0.62	3.343	2.734	0.721	3.033	1.679	0.706	1.389
13.8392	0.71	0.121	0.579	8.256	2.741	1.393	2.467	0.77	4.706	0.489	0.8859999999999999	7.386	3.4539999999999997	0.45799999999999996	1.97	0.63	0.48200000000000004	0.336	0.449	8.744	4.552	2.238	0.629	0.7809999999999999	4.0280000000000005	0.6629999999999999	3.659	2.8310000000000004	0.733	3.3489999999999998	1.6909999999999998	0.718	1.401
14.0059	0.7170000000000001	0.154	0.529	8.154	2.992	1.7269999999999999	2.4730000000000003	0.693	4.717	0.413	0.8640000000000001	7.75	3.542	0.382	1.8940000000000001	0.664	0.353	0.397	0.37200000000000005	8.917	4.723	2.299	0.526	0.789	4.146	0.589	3.83	2.838	0.821	3.438	1.696	0.778	1.379
14.17267	0.757	0.185	0.613	9.16	3.3	1.518	2.7260000000000004	0.835	4.752	0.474	0.84	8.537	4.016	0.496	2.017	0.703	0.5379999999999999	0.272	0.48700000000000004	9.599	5.285	2.4219999999999997	0.645	0.813	4.255	0.802	3.822	3.0460000000000003	0.912	3.4819999999999998	1.8940000000000001	0.758	1.415
14.33937	0.645	0.21600000000000003	0.591	10.0	3.5210000000000004	1.545	2.591	0.728	4.65	0.449	0.899	8.692	4.1530000000000005	0.335	2.233	0.6459999999999999	0.447	0.188	0.38	9.97	5.582000000000001	2.3369999999999997	0.7	0.857	4.2139999999999995	0.6829999999999999	3.678	3.15	0.912	3.695	1.896	0.8690000000000001	1.416
14.50604	0.613	0.18	0.608	10.357999999999999	3.815	1.347	2.803	0.747	4.66	0.46799999999999997	1.081	9.16	4.476	0.408	2.174	0.669	0.53	0.266	0.42700000000000005	11.126	6.457000000000001	2.525	0.721	1.161	4.41	0.629	4.225	3.532	0.9329999999999999	4.078	2.135	0.889	1.546
14.67269	0.7040000000000001	0.18100000000000002	0.552	10.515	4.177	1.463	2.45	0.86	4.635	0.555	1.11	9.728	4.7860000000000005	0.52	2.322	0.7879999999999999	0.493	0.32899999999999996	0.457	10.958	6.388	2.6180000000000003	0.755	0.934	4.543	0.7559999999999999	4.132	3.327	1.104	3.928	2.167	0.9490000000000001	1.662
14.8394	0.593	0.21899999999999997	0.594	11.017000000000001	4.646	1.493	3.0039999999999996	0.7859999999999999	4.573	0.506	0.9840000000000001	10.530999999999999	5.224	0.502	2.181	0.732	0.424	0.24600000000000002	0.38299999999999995	12.110999999999999	6.845	2.313	0.757	0.9159999999999999	4.63	0.742	4.393	3.5639999999999996	1.079	4.0280000000000005	2.145	0.899	1.555
15.006	0.562	0.243	0.591	11.588	4.999	1.4080000000000001	2.9189999999999996	0.865	4.65	0.503	1.09	10.663	5.686	0.47200000000000003	2.233	0.674	0.529	0.188	0.544	12.434000000000001	7.197	2.474	0.645	1.0759999999999998	4.543	0.82	4.526	3.67	1.0759999999999998	4.216	2.225	1.061	1.7169999999999999
15.17284	0.737	0.251	0.544	12.478	5.146	1.499	2.7910000000000004	0.9009999999999999	4.666	0.512	1.0979999999999999	11.499	6.381	0.48	2.435	0.684	0.43200000000000005	0.253	0.41600000000000004	12.888	7.8660000000000005	2.758	0.818	1.089	4.666	0.86	4.703	3.983	1.14	4.145	2.452	0.987	1.5619999999999998
15.33936	0.662	0.20800000000000002	0.529	13.161	5.346	1.7269999999999999	3.074	0.884	4.771	0.495	1.329	11.443	6.442	0.628	2.305	0.828	0.5720000000000001	0.17800000000000002	0.536	13.595999999999998	8.006	2.573	0.882	1.035	5.0489999999999995	0.726	4.87	4.151	1.204	4.751	2.353	0.9420000000000001	1.68
15.50611	0.6779999999999999	0.242	0.615	13.69	5.7989999999999995	1.767	2.949	0.838	4.84	0.5589999999999999	1.281	12.958	6.982	0.608	2.431	0.899	0.542	0.275	0.49	13.690999999999999	8.635	2.673	0.84	1.119	5.083	0.8059999999999999	4.813	4.367	1.244	4.72	2.5	1.145	1.7469999999999999
15.6728	0.74	0.309	0.711	14.51	6.2170000000000005	1.584	3.095	0.986	4.753	0.624	1.32	12.927999999999999	7.316	0.647	2.411	0.7959999999999999	0.518	0.28300000000000003	0.555	13.960999999999999	9.35	2.8160000000000003	0.904	1.148	5.356	1.001	5.2	4.562	1.253	4.9430000000000005	2.455	1.127	1.729
15.83945	0.7170000000000001	0.20800000000000002	0.612	14.584000000000001	6.796	1.59	2.992	1.0490000000000002	4.853	0.5770000000000001	1.411	13.933	7.947	0.628	2.4419999999999997	0.91	0.49	0.397	0.7	14.526	9.593	2.819	0.882	1.063	5.569	0.89	5.0889999999999995	4.726	1.286	4.834	2.736	1.1340000000000001	1.8719999999999999
16.00612	0.685	0.22699999999999998	0.519	15.579	6.957000000000001	1.858	3.095	0.904	4.726	0.597	1.43	13.942	8.221	0.7020000000000001	2.548	0.7959999999999999	0.46299999999999997	0.502	0.638	15.715	10.802	2.761	0.904	1.148	5.767	0.9179999999999999	5.227	5.055	1.39	4.888999999999999	2.62	1.072	1.9480000000000002
16.17275	0.685	0.22699999999999998	0.601	15.550999999999998	7.834	1.6119999999999999	3.0410000000000004	0.958	4.973	0.679	1.567	14.463	9.18	0.5920000000000001	2.7119999999999997	0.851	0.6	0.33799999999999997	0.72	15.715	11.405	2.844	0.986	1.175	5.959	1.028	5.392	5.466	1.527	5.272	2.839	1.209	2.113
16.33965	0.649	0.225	0.7659999999999999	15.849	7.821000000000001	1.824	3.008	0.956	4.7780000000000005	0.5660000000000001	1.7830000000000001	14.842	9.517000000000001	0.672	2.5639999999999996	0.9790000000000001	0.391	0.22	0.7170000000000001	16.145	11.818	2.9960000000000004	1.061	1.182	6.124	1.12	5.565	5.9670000000000005	1.52	5.31	2.806	1.177	2.105
16.50616	0.71	0.203	0.6890000000000001	16.379	8.485	1.584	3.178	1.016	4.87	0.599	1.788	16.084	10.647	0.759	2.517	0.903	0.564	0.336	0.777	16.157	11.855	2.9210000000000003	0.958	1.109	6.407	1.073	5.655	6.14	1.608	5.482	2.8939999999999997	1.2919999999999998	2.276
16.67287	0.802	0.293	0.5870000000000001	17.517	8.934	1.8940000000000001	3.4330000000000003	1.024	4.859	0.662	2.18	16.703	10.633	0.8220000000000001	2.855	1.105	0.5760000000000001	0.23600000000000002	0.785	17.597	13.265	3.26	0.9940000000000001	1.2309999999999999	6.832999999999999	1.25	5.914	6.18	1.7819999999999998	5.604	2.985	1.4380000000000002	2.504
16.83957	0.769	0.185	0.59	17.352	9.769	1.808	3.321	1.078	4.888	0.633	2.1519999999999997	16.727999999999998	10.862	0.904	2.7110000000000003	0.9890000000000001	0.645	0.449	0.9209999999999999	17.974	13.133	3.06	1.1	1.324	7.165	1.209	6.445	6.218999999999999	1.805	6.027	3.0639999999999996	1.489	2.254
17.00622	0.8740000000000001	0.23	0.6609999999999999	17.801	10.372	1.7209999999999999	3.287	1.207	4.952	0.736	2.3080000000000003	17.697	11.659	0.8959999999999999	2.681	1.149	0.618	0.5	0.968	17.497	14.453	3.085	1.122	1.4369999999999998	7.31	1.32	6.64	6.961	1.909	5.892	3.332	1.538	2.44
17.17292	0.731	0.28	0.684	18.583	10.855	1.906	3.445	1.12	4.86	0.593	2.713	16.674	13.099	1.0	2.838	1.143	0.665	0.466	1.0170000000000001	17.594	15.837	3.215	1.143	1.3459999999999999	7.763999999999999	1.393	6.5760000000000005	7.28	1.766	5.829	3.2430000000000003	1.5319999999999998	2.4330000000000003
17.33946	0.8029999999999999	0.299	0.731	19.057000000000002	10.679	1.979	3.573	1.248	5.008	0.639	2.6489999999999996	18.16	13.302999999999999	0.992	2.991	1.16	0.68	0.374	1.337	18.15	15.93	3.2319999999999998	1.215	1.415	7.831	1.436	6.946000000000001	7.621	2.221	6.281000000000001	3.535	1.6869999999999998	2.7239999999999998
17.50627	0.95	0.204	0.665	18.891	11.94	2.099	3.503	1.1520000000000001	4.954	0.7340000000000001	3.153	18.048	14.452	0.951	2.946	1.143	0.823	0.44	1.3219999999999998	18.311	16.775	3.432	1.254	1.475	8.132	1.415	7.114	7.735	2.041	6.56	3.5460000000000003	1.726	2.9539999999999997
17.67279	0.848	0.29100000000000004	0.642	19.749000000000002	12.878	2.106	3.7	1.103	4.965	0.713	3.378	18.988	15.145	1.12	2.9530000000000003	1.204	0.8859999999999999	0.282	1.5190000000000001	19.579	16.732	3.466	1.26	1.484	8.498	1.341	7.4510000000000005	7.962999999999999	2.293	6.8420000000000005	3.6069999999999998	1.869	2.8789999999999996
17.83956	0.973	0.38	0.7559999999999999	19.719	12.693	1.983	3.905	1.2209999999999999	4.9510000000000005	0.75	3.6910000000000003	19.096	15.488	1.156	2.945	1.331	0.885	0.27	1.64	19.442999999999998	18.395	3.432	1.22	1.4040000000000001	8.732000000000001	1.4769999999999999	7.894	8.597999999999999	2.336	6.871	3.813	1.9369999999999998	3.0580000000000003
18.00624	0.8809999999999999	0.318	0.7759999999999999	19.454	13.828	2.001	3.8680000000000003	1.213	5.045	0.741	3.928	18.667	16.046	1.3940000000000001	3.18	1.32	0.873	0.397	1.795	19.643	19.389	3.995	1.32	1.6369999999999998	9.263	1.574	7.989	9.186	2.435	7.269	4.022	2.009	3.13
18.17291	0.851	0.267	0.754	20.656	14.467	2.218	3.867	1.27	4.997	0.797	4.337	19.623	16.461	1.232	3.1210000000000004	1.508	0.754	0.449	2.123	19.749000000000002	20.671	3.6069999999999998	1.4269999999999998	1.652	9.705	1.755	8.521	9.388	2.6510000000000002	7.912000000000001	4.02	2.1180000000000003	3.428
18.33957	0.7859999999999999	0.389	0.7390000000000001	20.36	15.503	2.234	4.129	1.311	5.16	0.757	4.654	19.654	17.337	1.1640000000000001	3.0839999999999996	1.525	0.938	0.41100000000000003	2.22	19.426	20.184	3.8160000000000003	1.444	1.702	10.061	1.8030000000000002	8.845	9.576	2.805	7.852	4.255	2.2430000000000003	3.3080000000000003
18.50632	0.868	0.444	0.7659999999999999	21.754	16.023	2.316	4.047	1.475	5.16	0.8390000000000001	5.146	20.666	18.43	1.465	3.193	1.58	0.774	0.384	2.603	20.273	21.469	4.035	1.5530000000000002	1.784	10.389000000000001	2.022	8.955	10.505999999999998	2.887	8.481	4.692	2.38	3.5269999999999997
18.67299	0.665	0.375	0.696	20.802	16.87	2.2230000000000003	3.898	1.4069999999999998	5.105	0.7440000000000001	5.437	19.686	19.719	1.3969999999999998	3.2110000000000003	1.4880000000000002	0.8490000000000001	0.48200000000000004	3.029	20.552	22.159000000000002	3.9989999999999997	1.624	1.943	10.992	1.989	9.28	10.614	3.2319999999999998	8.587	4.627	2.505	3.654
18.83957	0.8909999999999999	0.736	0.865	21.553	17.675	2.366	4.151	1.632	5.1160000000000005	0.8320000000000001	6.292000000000001	20.328	20.387999999999998	1.567	3.301	1.604	0.9670000000000001	0.517	3.227	21.88	24.5	3.596	1.63	1.815	10.949000000000002	2.079	9.537	11.280999999999999	3.102	8.76	4.689	2.594	3.5780000000000003
19.00628	0.8809999999999999	0.537	0.748	22.628	18.424	2.521	4.306	1.705	5.209	0.905	6.555	21.075	21.737	1.5859999999999999	3.7	1.676	1.01	0.507	3.628	21.449	23.656999999999996	4.078	1.867	1.966	11.725	2.285	10.26	11.675999999999998	3.338	9.157	5.252999999999999	2.639	3.8960000000000004
19.173	0.99	0.564	0.748	22.026	19.601	2.603	4.415	1.705	5.1	0.823	7.102	21.184	22.394000000000002	1.558	3.427	1.786	0.873	0.479	3.82	22.379	24.369	4.078	1.867	2.048	12.382	2.3680000000000003	10.698	12.332	3.557	9.567	5.252999999999999	2.5839999999999996	3.8139999999999996
19.33978	0.94	0.551	0.7390000000000001	22.774	19.374000000000002	2.772	4.585	1.58	5.184	0.971	8.0	21.522	22.539	1.706	3.645	1.869	1.138	0.43	4.342	22.248	25.215	4.185	1.926	2.144	12.780999999999999	2.548	10.784	13.232000000000001	3.695	9.958	5.61	2.863	4.226
19.50627	1.042	0.5670000000000001	0.863	22.978	21.076	2.737	4.523	1.679	5.216	1.016	7.996	21.289	23.206999999999997	1.751	3.5580000000000003	2.082	1.0	0.531	4.609	23.245	27.444000000000003	4.481	1.974	2.171	13.173	2.738	11.360999999999999	13.239	3.853	10.315	5.768	3.0189999999999997	4.166
19.67311	0.971	0.669	0.8859999999999999	22.535999999999998	22.874000000000002	2.694	4.725	1.642	5.255	1.032	9.062000000000001	22.266	24.426	1.768	3.674	2.008	1.028	0.679	5.216	23.235	28.078000000000003	4.431	2.0669999999999997	2.303	13.555	2.872	11.455	13.764000000000001	4.106	10.74	6.212000000000001	3.302	4.446000000000001
19.8397	1.0490000000000002	0.627	0.868	22.8	21.69	2.826	4.912	1.986	5.336	1.022	9.89	22.996	26.336	1.975	3.8110000000000004	2.144	1.172	0.62	5.381	23.423000000000002	28.58	4.324	2.144	2.371	14.388	3.102	12.465	14.343	4.6530000000000005	10.844000000000001	6.486000000000001	3.326	4.419
20.0063	1.088	0.495	1.014	23.366999999999997	23.324	3.056	4.788	1.955	5.207999999999999	1.0190000000000001	10.144	21.872	27.451	2.053	3.867	2.149	1.1059999999999999	0.469	5.98	23.625	28.021	4.269	2.2640000000000002	2.3209999999999997	14.933	3.054	12.63	15.095999999999998	4.707	11.890999999999998	6.785	3.418	4.559
20.17305	0.9990000000000001	0.653	0.9279999999999999	23.272	23.201999999999998	2.805	4.781000000000001	1.976	5.279	1.067	10.814	22.755	26.701999999999998	2.292	3.968	2.2230000000000003	1.206	0.544	6.733	22.85	29.444000000000003	4.587	2.366	2.3930000000000002	16.006	3.263	12.700999999999999	15.491	4.727	11.880999999999998	7.1579999999999995	3.466	4.851
20.33975	1.053	0.7559999999999999	0.948	23.245	24.805999999999997	2.995	5.08	2.245	5.376	1.1179999999999999	11.802	23.0	28.694000000000003	2.234	3.753	2.524	1.0759999999999998	0.5710000000000001	7.2	22.933000000000003	29.726999999999997	4.4	2.3930000000000002	2.675	15.325999999999999	3.6519999999999997	13.724	16.302	5.165	12.114	7.434	3.928	4.88
20.50646	1.013	0.718	1.0190000000000001	22.919	26.055	3.2260000000000004	4.822	2.151	5.436	1.242	13.115	24.467	28.39	2.3040000000000003	4.337	2.5639999999999996	0.978	0.53	7.401	22.824	26.324	5.2	2.461	2.9010000000000002	16.767	3.716	13.946	17.282	5.122999999999999	12.636	7.934	4.077	5.218999999999999
20.67314	1.084	0.71	0.93	23.576999999999998	27.038	3.134	4.975	2.305	5.502000000000001	1.315	13.235999999999999	22.3	29.805999999999997	2.43	4.135	2.553	1.21	0.765	8.367	22.531	25.948	5.026	2.8310000000000004	2.7239999999999998	17.887	3.946	14.662	17.697	5.682	13.353	8.248	4.42	5.289
20.83974	1.2	0.883	1.024	23.428	26.668000000000003	3.2769999999999997	4.955	2.369	5.659	1.297	14.752	22.043000000000003	28.753	2.385	4.302	2.694	1.185	0.935	8.829	23.548000000000002	25.415	4.8389999999999995	2.593	2.832	18.387	4.136	15.467	18.987000000000002	5.848	13.807	8.224	4.398	5.511
21.00647	1.251	0.7609999999999999	1.143	24.483	27.813000000000002	3.545	5.412999999999999	2.523	5.3870000000000005	1.423	15.648	23.232	29.715999999999998	2.839	4.2780000000000005	2.858	1.2209999999999999	0.8220000000000001	9.602	23.41	27.594	4.898	2.972	2.9560000000000004	18.17	4.614	15.613	18.79	6.37	14.356	8.802	4.724	5.704
21.17316	1.081	0.7340000000000001	1.0090000000000001	24.331	28.307	3.647	5.379	2.5469999999999997	5.605	1.42	16.408	23.298000000000002	25.018	2.835	4.321000000000001	2.9019999999999997	1.423	0.68	10.128	24.697	28.031999999999996	5.239	3.0180000000000002	3.045	18.613	4.675	16.312	19.999000000000002	6.492000000000001	15.384	9.168	4.742	6.046
21.33977	1.101	0.7020000000000001	1.0859999999999999	24.996	26.745	3.7489999999999997	5.6160000000000005	2.812	5.485	1.469	17.645	23.42	24.678	3.0460000000000003	4.232	3.139	1.198	0.836	11.014000000000001	23.65	29.563000000000002	5.0680000000000005	3.092	3.199	19.956	4.882	17.277	19.985	6.728	15.589	9.865	5.169	6.2010000000000005
21.50648	1.251	0.772	1.1840000000000002	24.859	26.037	3.952	5.521	2.8539999999999996	5.572	1.538	17.839000000000002	23.663	26.06	2.9789999999999996	4.516	3.205	1.425	0.9309999999999999	11.185	23.785	29.883000000000003	5.215	3.322	3.261	19.871	5.351	17.414	20.635	7.336	16.595	10.092	5.371	6.511
21.67322	1.298	0.7559999999999999	1.22	23.706999999999997	23.854	4.001	5.4879999999999995	2.952	5.648	1.58	19.826	23.761999999999997	28.938000000000002	3.295	4.569	3.4219999999999997	1.4569999999999999	0.9790000000000001	12.232000000000001	24.32	29.401	5.189	3.373	3.4360000000000004	20.549	5.692	18.320999999999998	21.441999999999997	7.559	17.118	10.860999999999999	5.805	6.92
21.83991	1.38	0.919	1.274	24.224	24.725	4.273	5.977	3.033	5.621	1.662	20.805	23.408	27.823	3.431	4.76	3.449	1.5390000000000001	0.897	12.720999999999998	23.586	29.51	5.407	3.8080000000000003	3.735	21.528000000000002	5.9910000000000005	18.729	22.095	7.722	17.581	11.296	6.24	7.274
22.00656	1.4340000000000002	0.777	1.321	25.096999999999998	26.987	4.329	5.706	3.358	5.691	1.713	20.965999999999998	23.982	28.811999999999998	3.62	4.9	3.697	1.4909999999999999	0.9790000000000001	13.362	24.324	28.759	5.412000000000001	4.055	3.72	21.891	5.95	19.192	22.209	8.192	17.714000000000002	11.306	6.435	7.47
22.17318	1.3419999999999999	0.889	1.355	25.558000000000003	28.881	4.505	5.857	3.298	5.724	1.7369999999999999	23.203000000000003	24.526	28.199	3.667	4.717	3.678	1.5190000000000001	1.023	14.13	24.186	28.741	5.444	3.984	3.7910000000000004	22.336	6.587000000000001	20.608	22.719	8.57	18.677	12.357000000000001	6.685	7.635
22.33993	1.4240000000000002	0.943	1.246	24.011	28.447	4.586	6.237	3.569	5.806	1.8730000000000002	24.072	24.499000000000002	29.013	4.1819999999999995	4.8260000000000005	3.841	1.655	1.159	14.565	25.299	30.423000000000002	5.742999999999999	4.337	4.117	22.879	6.669	20.039	19.598	9.384	18.975	12.574000000000002	6.821000000000001	8.042
22.50661	1.4040000000000001	1.1340000000000001	1.38	24.596999999999998	27.682	4.732	6.191	3.71	5.968999999999999	1.9040000000000001	25.230999999999998	24.897	29.855	4.271	5.082	3.9619999999999997	1.806	1.193	15.707	24.421999999999997	29.502	5.7829999999999995	4.62	4.111000000000001	24.945999999999998	7.21	20.517	18.063	9.594	20.320999999999998	12.95	7.269	8.248
22.67323	1.475	0.99	1.3730000000000002	25.636	28.746	5.047	6.018	3.782	5.871	2.112	26.595	24.739	27.711	4.423	5.07	4.113	1.766	1.02	16.669	25.134	29.314	5.527	4.6080000000000005	4.178	25.491	7.602	22.153000000000002	19.456	9.906	19.892	13.397	7.474	8.533999999999999
22.83996	1.52	1.107	1.297	25.05	29.011	5.095	6.117999999999999	3.906	5.832999999999999	2.044	26.858	24.643	28.574	4.795	5.122000000000001	4.164	1.849	1.091	17.727	24.877	30.674	5.525	4.985	4.215	21.408	7.917000000000001	22.714000000000002	21.671	10.267999999999999	20.636	13.981	7.693	9.246
23.00661	1.625	1.082	1.464	24.386999999999997	27.336	5.388	6.494	4.013	5.974	2.206	27.441999999999997	24.986	28.910999999999998	4.763999999999999	5.004	4.292	1.811	1.4409999999999998	17.942999999999998	24.674	29.401	6.114	5.059	4.579	20.277	8.276	22.51	21.116	10.877	20.926	14.805	8.008	9.368
23.17331	1.4680000000000002	1.088	1.551	24.619	28.194000000000003	5.477	6.257000000000001	4.046	5.985	2.185	30.124000000000002	24.864	28.764	5.206	5.257000000000001	4.572	1.819	1.4480000000000002	18.201	24.934	30.098000000000003	5.877000000000001	5.067	4.453	20.726999999999997	8.559	21.028000000000002	21.538	10.751	21.729	14.652000000000001	8.615	9.704
23.33993	1.567	1.161	1.5430000000000001	25.44	29.232	5.7379999999999995	6.599	4.308	5.968999999999999	2.42	29.473000000000003	23.971999999999998	29.447	5.277	5.0280000000000005	4.723	1.7790000000000001	1.3559999999999999	18.998	25.129	29.991	6.1370000000000005	5.462999999999999	4.655	21.275	9.494	18.695	21.598000000000003	11.144	22.197	16.24	8.602	10.097999999999999
23.5066	1.4680000000000002	1.1420000000000001	1.633	25.408	28.058000000000003	6.022	6.365	4.455	6.121	2.375	28.872	25.708000000000002	28.002	5.478	5.611000000000001	4.79	1.955	1.4480000000000002	19.371	25.151	28.71	6.149	5.584	4.6160000000000005	22.768	9.702	19.314	20.994	11.812000000000001	20.668000000000003	16.339000000000002	9.295	10.574000000000002
23.67332	1.635	1.254	1.663	24.98	29.073	6.4879999999999995	6.723	4.485	6.154	2.76	27.656	24.436	28.962	5.754	5.452000000000001	4.821000000000001	2.041	1.642	20.302	25.159000000000002	30.840999999999998	5.99	6.05	5.274	22.939	9.871	20.137	21.355	12.661	19.233	17.46	9.817	10.905999999999999
23.84001	1.571	1.295	1.6480000000000001	24.961	27.914	6.59	6.7410000000000005	4.857	6.318	2.858	28.594	25.399	28.320999999999998	6.263	5.581	5.141	1.9269999999999998	1.796	20.635	24.57	29.058000000000003	6.229	6.343999999999999	5.218	23.144000000000002	10.607999999999999	20.99	21.881999999999998	12.524000000000001	19.839000000000002	18.171	9.704	11.802
24.00664	1.723	1.4	1.81	24.964000000000002	28.455	6.899	7.027	4.872	6.257000000000001	2.8489999999999998	28.614	25.997	30.436999999999998	6.466	5.617999999999999	5.313	2.26	1.703	21.649	25.033	30.165	6.346	6.814	5.27	23.135	10.815	20.747	22.236	13.118	19.762999999999998	18.54	10.36	11.855
24.1734	1.795	1.4140000000000001	1.8230000000000002	24.918000000000003	29.391	7.082999999999999	6.801	5.08	6.393	3.273	28.274	25.191	28.465	6.593999999999999	5.529	5.307	2.064	1.9380000000000002	23.153000000000002	24.934	29.69	6.476	6.808	5.867000000000001	23.475	11.225999999999999	20.701999999999998	22.491	13.39	20.75	19.25	10.738	12.615
