	MG1655-1	IBUA2-9_1	IBUA5-6_1	IBUA7-9_1	IBUA8-3_1	pykF-1	rpoS-1	yobF-1	MG1655-2	IBUA2-9_2	IBUA5-6_2	IBUA7-9_2	IBUA8-3_2	pykF-2	rpoS-2	yobF-2	MG1655-3	IBUA2-9_3	IBUA5-6_1dup	IBUA7-9_3	IBUA8-3_3	pykF-3	rpoS-3	yobF-3	pykF_rpoS-1	pykF_yobF-1	pykF_rpoS_yobF-1	pykF_rpoS-2	pykF_yobF-2	pykF_rpoS_yobF-2	pykF_rpoS-3	pykF_yobF-3	pykF_rpoS_yobF-3
24.3401	1.9469999999999998	1.433	1.979	25.223000000000003	29.803	7.4510000000000005	7.1160000000000005	4.988	6.54	3.4539999999999997	28.766	25.822	28.195999999999998	6.745	5.925	5.566	2.269	2.199	23.539	25.075	29.828000000000003	6.518	7.202999999999999	5.825	22.471999999999998	11.642999999999999	21.17	20.456	14.026	21.326999999999998	19.667	10.995	13.306
24.50675	1.9069999999999998	1.526	2.044	25.006999999999998	27.794	7.441	7.294	5.166	6.5889999999999995	3.7119999999999997	29.206999999999997	25.035	29.479	7.223	5.86	5.665	2.3680000000000003	2.1590000000000003	23.921999999999997	25.24	30.868000000000002	6.834	7.138999999999999	5.9270000000000005	23.429000000000002	12.484000000000002	21.199	22.035999999999998	15.027999999999999	20.92	20.563000000000002	11.695	13.627
24.67337	1.9140000000000001	1.5319999999999998	2.2119999999999997	25.484	28.49	7.912000000000001	7.465	5.69	6.5729999999999995	3.637	29.904	25.458000000000002	27.726	7.476	5.895	5.836	2.377	2.303	24.046	25.092	31.43	6.625	8.019	5.856	23.419	13.286	21.54	22.35	14.877	21.261	20.903000000000002	11.868	13.992
24.84005	2.108	1.671	2.242	24.919	28.497	8.216000000000001	7.197	5.747999999999999	6.497000000000001	3.968	29.230999999999998	25.410999999999998	28.496	8.025	6.117000000000001	6.004	2.299	2.415	24.788	24.8	29.859	6.492999999999999	8.105	6.1339999999999995	22.801	13.32	21.629	22.276	15.863	22.358	21.345	12.309000000000001	14.923
25.00674	2.059	1.6569999999999998	2.476	25.689	28.823	8.752	7.171	5.561	6.772	4.217	29.497	25.525	27.706999999999997	8.212	5.815	6.215	2.401	2.418	24.9	25.593000000000004	30.285999999999998	6.841	8.531	6.114	23.500999999999998	13.772	21.689	22.09	16.268	22.226999999999997	23.044	12.889000000000001	15.440999999999999
25.17351	2.076	1.672	2.653	25.1	29.46	8.72	7.435	6.15	6.936	4.67	29.62	25.236	28.344	8.749	6.08	6.372999999999999	2.695	2.5180000000000002	25.128	24.734	29.539	7.053	8.69	6.602	23.434	14.865	21.889	21.638	17.25	20.905	22.916	12.942	15.606
25.34013	2.169	1.735	2.824	25.529	27.336	9.222999999999999	7.473	6.242999999999999	7.035	4.763	29.209	25.584	28.910999999999998	9.333	5.848	6.332000000000001	2.763	2.883	25.804000000000002	25.326999999999998	30.761	7.066	9.302	6.7	23.377	15.402000000000001	22.238000000000003	22.068	17.541	22.041	23.78	13.339	16.494
25.50672	2.29	1.8319999999999999	2.949	25.011	28.256999999999998	9.693999999999999	7.893	6.146	7.284	5.4	29.258000000000003	25.581999999999997	29.26	9.343	6.864	6.912000000000001	2.853	3.167	24.468000000000004	25.188000000000002	29.965999999999998	7.211	9.391	6.814	23.996	16.027	21.881999999999998	23.125	18.548	22.528000000000002	23.154	14.459000000000001	17.53
25.67346	2.322	1.984	2.9360000000000004	25.811	28.088	9.916	7.687	6.263999999999999	7.477	5.71	29.429000000000002	25.515	28.935	9.94	6.449	6.8020000000000005	2.852	3.423	25.986	25.395	30.932	7.289	10.325999999999999	6.973	23.653000000000002	16.032	21.186999999999998	21.425	18.022000000000002	21.888	21.93	14.648	18.58
25.84013	2.37	2.142	3.449	25.114	28.535999999999998	10.589	8.198	6.747999999999999	7.7379999999999995	6.275	30.504	25.063000000000002	28.919	10.259	6.386	6.711	3.0069999999999997	3.661	24.851999999999997	24.862	32.17	6.899	10.315999999999999	6.962000000000001	23.881999999999998	16.482	22.373	22.693	18.746	21.436999999999998	19.869	15.183	18.076
26.00672	2.343	2.125	3.677	25.17	28.719	10.625	8.41	6.39	7.896	6.624	30.486	25.634	28.881	10.054	6.622000000000001	7.189	3.157	3.8739999999999997	25.581999999999997	25.349	29.535	7.0520000000000005	10.35	7.125	24.000999999999998	17.055999999999997	21.961	22.743000000000002	19.055999999999997	21.9	20.89	15.668	19.152
26.17352	2.56	2.37	3.785	25.469	28.392	11.36	7.811	6.935	7.896	7.06	29.833000000000002	25.47	29.643	11.061	7.112	7.189	3.2110000000000003	4.146	25.664	26.491999999999997	29.78	7.541	10.975999999999999	7.315	22.994	17.927	22.015	22.660999999999998	19.083	22.798000000000002	21.406999999999996	15.587	20.268
26.34015	2.8289999999999997	2.421	4.163	25.326	28.194000000000003	11.79	8.161	6.985	8.052999999999999	7.518	30.151	25.273000000000003	29.879	11.300999999999998	6.645	7.483	3.397	4.224	25.465999999999998	25.423000000000002	31.159000000000002	7.455	11.052999999999999	7.473	24.291999999999998	17.593	22.416	22.000999999999998	21.063000000000002	21.675	23.005	15.989	20.941
26.50674	2.6060000000000003	2.4659999999999997	4.427	25.451	26.906	11.984000000000002	8.24	6.954	8.089	7.571000000000001	31.209	24.908	29.683000000000003	11.629000000000001	6.97	7.457000000000001	3.425	4.793	26.438000000000002	25.523000000000003	30.256999999999998	7.482	11.792	8.133	23.689	19.108	22.57	22.209	20.233	22.264	22.748	17.278	20.982
26.67367	2.818	2.6839999999999997	4.915	25.305	28.089000000000002	12.482000000000001	8.231	7.055	8.525	8.457	29.337	26.094	28.25	12.129000000000001	6.957999999999999	7.66	3.6830000000000003	4.946000000000001	25.796	25.291999999999998	30.399	7.877000000000001	12.207	7.864	23.858	19.937	22.747	22.305	20.417	21.816	22.141	16.678	22.171
26.8402	2.795	3.0610000000000004	5.268	26.238000000000003	28.049	12.374	8.459	6.982	8.485	9.291	28.842	26.131999999999998	29.221999999999998	12.645	7.4639999999999995	7.898	3.7030000000000003	5.476	25.238000000000003	26.285	29.607	7.622000000000001	12.729000000000001	8.118	23.529	19.68	21.886999999999997	21.688000000000002	21.318	21.77	22.633000000000003	17.184	22.558000000000003
27.00687	2.905	3.0389999999999997	5.571000000000001	26.214000000000002	29.521	13.537	8.675	7.581	8.579	9.26	29.410999999999998	25.48	28.975	12.91	7.678	7.865	3.97	5.882000000000001	26.22	25.904	29.820999999999998	7.591	13.699000000000002	8.378	23.116999999999997	20.47	22.87	22.291	22.358	22.127	22.639	17.959	23.706999999999997
27.1735	3.1689999999999996	3.241	5.912000000000001	25.866	29.561999999999998	14.012	8.834	7.875	8.979	10.325	28.801	25.733	29.263	13.763	7.377000000000001	8.714	4.053999999999999	6.099	26.805999999999997	25.805	30.166999999999998	7.945	13.931	8.147	23.160999999999998	20.292	22.250999999999998	22.326	22.991999999999997	23.171999999999997	22.421999999999997	18.908	22.976999999999997
27.34031	3.2430000000000003	3.5069999999999997	6.042000000000001	25.414	28.837	14.027999999999999	8.635	7.812	8.967	10.452	28.839000000000002	25.8	29.083000000000002	14.052999999999999	7.314	8.54	4.099	6.609	26.462	26.063000000000002	30.505	7.69	14.411	8.736	23.363000000000003	21.095	22.291	22.448	22.158	22.829	22.954	20.096	20.86
27.50692	3.332	3.728	6.648	26.109	28.689	14.324000000000002	8.562000000000001	7.685	9.049	11.261	28.776	26.386999999999997	28.061999999999998	14.620999999999999	7.517	8.584	4.251	6.95	26.424	25.831	32.168	7.5120000000000005	14.655	8.433	23.849	22.316999999999997	21.866999999999997	21.859	23.044	22.514	22.388	19.282	19.391
27.67364	3.6489999999999996	3.937	7.211	25.730999999999998	28.146	14.880999999999998	8.55	8.247	9.14	12.557	29.243000000000002	25.709	29.869	15.369000000000002	7.559	8.979	4.373	7.537999999999999	26.482	26.573	31.048000000000002	7.744	15.047	8.744	23.166999999999998	22.729	22.855999999999998	21.781999999999996	24.142	21.918000000000003	22.613000000000003	19.672	19.316
27.84019	3.48	4.227	7.725	26.183000000000003	28.603	15.312000000000001	8.877	8.027999999999999	9.357000000000001	13.145999999999999	28.939	26.299	29.236	15.443	7.562	8.962	4.683	7.928	27.079	26.182	30.229	8.214	15.7	9.149	24.096999999999998	23.249000000000002	22.435	21.331	23.529	23.247	22.54	20.691	20.909000000000002
28.00686	3.594	4.4830000000000005	7.8389999999999995	25.758000000000003	28.31	16.192999999999998	9.206	8.274	9.55	12.831	28.750999999999998	26.283	28.776	15.397	7.914	8.788	4.783	8.275	26.264	26.683000000000003	30.611	8.646	15.210999999999999	9.072000000000001	23.195	24.013	22.61	21.673000000000002	24.250999999999998	22.628	22.695	20.028	21.011
28.17367	3.813	4.948	8.331	25.649	30.086	15.783	9.37	8.684	9.714	14.033	28.750999999999998	26.447	28.967	16.463	7.914	9.225	4.947	9.041	25.963	26.601	30.119	8.346	17.288	9.017000000000001	23.495	23.959	22.828000000000003	22.274	24.250999999999998	22.791999999999998	23.105	21.476	22.295
28.34035	3.8560000000000003	5.071000000000001	8.949	25.842	29.215999999999998	17.092	9.359	8.373	9.902999999999999	15.149000000000001	28.701999999999998	26.066999999999997	29.929000000000002	16.896	8.096	9.136000000000001	4.748	9.854	25.666	26.304000000000002	30.480999999999998	8.2	17.177	9.123	23.775	25.197	22.531	22.113000000000003	26.853	22.44	22.805	21.695999999999998	20.846999999999998
28.50701	4.125	5.422999999999999	9.71	26.765	28.005	17.059	9.273	8.615	9.787	15.937000000000001	28.994	25.868000000000002	29.21	17.0	8.092	9.924	5.318	10.45	26.123	27.8	30.581999999999997	8.578	18.182000000000002	9.718	22.891	24.45	21.648000000000003	22.516	25.559	22.076999999999998	22.771	21.689	21.578000000000003
28.67366	4.305	6.04	10.247	26.111	28.611	17.795	9.044	8.714	10.332	16.754	29.383000000000003	27.075	29.708000000000002	18.227999999999998	8.63	9.37	5.42	11.155999999999999	26.127	27.066	31.436999999999998	8.843	18.017	9.742	23.171	25.47	22.635	22.217	25.263	22.27	23.155	21.799	21.853
28.8403	4.425	6.162000000000001	10.690999999999999	26.193	28.279	19.064	9.79	9.158999999999999	10.235	18.38	28.581999999999997	25.979	28.662	18.242	8.224	9.724	5.501	12.243	26.123	26.57	31.314	8.218	18.518	10.14	23.052	26.026999999999997	22.552	22.135	25.449	22.625999999999998	22.749000000000002	21.967	22.403000000000002
29.00699	4.293	6.685	11.219000000000001	26.006999999999998	29.381	18.706	9.769	9.302999999999999	10.587	18.596	28.784000000000002	26.204	29.765	19.057000000000002	8.014	10.175	5.624	12.179	25.912	26.522	31.712	8.665	19.255	10.435	23.474	26.209	22.476	22.058000000000003	26.47	21.838	22.941999999999997	21.449	22.131999999999998
29.17367	4.426	6.955	11.761	26.519000000000002	28.662	19.465	9.628	9.381	11.072000000000001	18.48	28.502	25.868000000000002	29.811999999999998	19.351	8.83	10.334000000000001	5.865	12.993	25.768	28.046	30.418000000000003	8.524	19.659000000000002	10.265	24.013	25.761999999999997	22.796	21.34	26.27	21.83	22.798000000000002	23.603	22.399
29.34029	4.646	7.558	12.915999999999999	26.927	28.963	19.84	9.932	9.22	11.008	19.976	28.366999999999997	27.399	30.253	19.862000000000002	8.781	10.042	6.119	13.225999999999999	25.822	26.925	30.011999999999997	8.447000000000001	20.255	10.418	23.579	27.468000000000004	23.069000000000003	22.076	27.805999999999997	22.375	23.149	23.491	22.504
29.50699	4.975	7.803999999999999	12.889000000000001	26.406999999999996	27.621	20.278	9.741	9.905	11.2	20.222	28.366999999999997	27.125	28.336	20.683000000000003	9.164	10.727	6.256	14.294	25.000999999999998	26.98	30.97	8.857000000000001	20.419	9.98	23.908	26.975	22.658	22.514	26.19	22.156	23.505	23.491	22.586
29.67369	5.052	8.676	13.842	25.796999999999997	28.654	20.6	9.818	9.681000000000001	11.604000000000001	22.379	28.469	26.926	30.491	20.622	9.324	10.475	6.361000000000001	16.067	25.732	26.644000000000002	31.098000000000003	9.017000000000001	20.74	10.247	24.063000000000002	27.568	22.651	22.671	26.729	22.039	23.250999999999998	23.483	22.195999999999998
29.84049	5.438	8.871	14.315999999999999	27.136999999999997	28.27	21.333000000000002	10.342	10.014	11.623	22.703000000000003	28.195999999999998	27.337	29.754	21.299	8.562000000000001	10.675999999999998	7.028	16.496	25.43	26.945	30.994	8.804	21.776999999999997	10.62	22.56	26.811999999999998	22.896	22.724	25.909000000000002	23.516	22.78	23.316	22.136
30.00712	5.375	9.413	15.142999999999999	26.506999999999998	29.703000000000003	21.274	10.419	9.735	11.889000000000001	22.674	29.054000000000002	26.324	30.366999999999997	22.061999999999998	9.328	10.652000000000001	6.867000000000001	16.403	25.516	26.565	31.776	8.718	21.968000000000004	11.21	23.392	27.381	23.695	22.451	27.206999999999997	22.006999999999998	23.462	24.085	22.901999999999997
30.17375	5.862	9.789	14.99	27.517	28.705	21.739	11.261	10.767999999999999	12.192	24.59	28.467	26.839000000000002	28.846	22.855999999999998	9.591000000000001	10.665	7.209	17.942	27.072	26.639	30.855999999999998	9.229	22.896	11.077	23.353	26.921999999999997	22.974	21.924	26.592	22.715999999999998	23.377	23.229	23.365
30.34048	5.959	10.79	16.153	26.973000000000003	28.353	22.238000000000003	10.808	10.288	12.555	24.458000000000002	29.183000000000003	26.734	29.919	22.451	9.412	10.95	7.686	18.744	26.088	27.026999999999997	29.925	9.215	23.366999999999997	11.058	22.505	28.456999999999997	22.869	22.531999999999996	28.377	23.078000000000003	23.767	23.535	22.575
30.5071	5.9670000000000005	11.377	17.433	27.445	29.459	23.065	10.597999999999999	10.765	12.61	25.561999999999998	28.426	26.438000000000002	30.506999999999998	23.688000000000002	9.369	11.323	7.922000000000001	19.212	24.998	27.035999999999998	31.475	9.72	23.428	10.999	24.054000000000002	29.247	22.601	22.758000000000003	27.209	22.919	22.644000000000002	23.513	22.386
30.67371	6.254	12.298	17.066	26.039	29.345	23.005	10.749	10.696	12.658	25.641	28.368000000000002	26.736	29.708000000000002	23.188000000000002	9.631	10.927	7.746	20.497	25.68	27.059	31.859	9.543	24.99	11.045	23.64	29.469	23.613000000000003	22.616	26.822	22.53	23.434	24.166999999999998	22.791999999999998
30.84057	6.584	12.847999999999999	17.863	26.891	29.4	23.169	10.309000000000001	10.724	13.4	26.74	28.285	27.011	29.076	24.287	9.218	10.927	8.516	21.267	25.543000000000003	27.389	31.419	9.543	24.248	11.347999999999999	23.173000000000002	29.194000000000003	22.953000000000003	22.726	27.399	22.749000000000002	22.857	24.414	22.819000000000003
31.00714	6.638999999999999	13.484000000000002	19.769000000000002	26.662	28.816	24.424	10.418	10.89	13.305	28.88	28.499000000000002	27.278000000000002	28.822	24.58	9.275	11.124	8.11	22.247	26.25	27.189	31.305999999999997	10.012	24.35	11.716	23.553	29.858	23.081999999999997	23.267	26.706	23.316999999999997	22.899	24.405	22.753
31.17376	6.877000000000001	14.491	18.820999999999998	26.124000000000002	28.525	24.381999999999998	10.602	10.687999999999999	13.675999999999998	28.697	28.785	27.015	30.428	24.4	9.43	11.415999999999999	8.703	23.139	25.959	26.899	32.664	9.892000000000001	25.131999999999998	11.482999999999999	24.168000000000003	29.316	23.066999999999997	22.811	28.01	22.476999999999997	22.968000000000004	24.885	23.316
31.3404	6.987	14.607000000000001	19.436	26.719	30.169	25.500999999999998	10.987	11.155999999999999	14.130999999999998	29.601999999999997	28.284000000000002	27.75	28.991999999999997	26.234	10.037	10.870999999999999	8.738	23.104	26.006	27.304000000000002	32.277	9.591000000000001	26.006	11.99	24.413	29.237	23.03	23.188000000000002	29.19	22.908	23.340999999999998	25.096999999999998	22.948
31.50723	7.409	16.408	20.054000000000002	27.203000000000003	29.441999999999997	24.746	10.968	11.359000000000002	14.062999999999999	29.289	28.465	27.435	30.468000000000004	25.396	10.213	11.487	9.273	24.634	25.802	27.375	33.727	9.601	25.499000000000002	11.425	23.741	30.715999999999998	23.129	22.79	28.987	23.336	23.024	25.965999999999998	22.301
31.67384	7.496	16.461	21.123	26.916999999999998	29.842	24.955	10.89	11.445	14.275	30.787	29.25	27.203000000000003	30.398000000000003	24.862	10.27	11.515	9.051	25.804000000000002	26.093000000000004	27.197	30.6	9.824	26.752	11.585	23.891	30.088	22.87	22.779	28.283	23.16	22.934	26.037	22.953000000000003
31.84057	7.354	17.675	22.038	27.12	28.781	24.994	10.913	11.110999999999999	14.449000000000002	29.564	29.291	27.766	29.449	26.166999999999998	10.488	11.405	9.767999999999999	26.865	25.691	27.623	31.138	9.408	26.27	12.306	24.182	28.816	23.074	23.203000000000003	28.298000000000002	23.364	23.436999999999998	26.131999999999998	23.348000000000003
32.00726	7.891	17.987000000000002	21.191999999999997	26.326999999999998	29.198	25.549	11.23	11.675	14.647	31.961	28.165	27.494	29.230999999999998	26.144000000000002	9.895	11.526	9.806000000000001	27.335	26.108	27.929000000000002	32.378	9.311	26.246	11.901	24.789	31.264	22.968000000000004	22.712	27.557	24.055999999999997	22.7	25.97	22.775
32.17387	8.208	18.97	21.872	26.9	30.075	26.123	11.519	11.001	14.779000000000002	31.85	28.685	28.179000000000002	31.432	27.269000000000002	10.681	11.927999999999999	9.851	28.188000000000002	26.711	28.090999999999998	32.323	10.29	26.849	11.948	24.401999999999997	30.991999999999997	23.541999999999998	23.864	29.427	23.997	23.603	26.076999999999998	22.88
32.34057	8.301	19.919	22.656999999999996	27.494	28.824	27.324	11.142999999999999	11.312999999999999	14.931	31.840999999999998	28.647	27.258000000000003	30.125999999999998	27.313000000000002	10.388	11.415999999999999	10.083	27.875	26.148000000000003	27.721999999999998	31.211	9.501	27.224	11.767999999999999	23.703000000000003	30.24	23.392	22.75	29.528000000000002	23.048000000000002	22.983	25.514	22.509
32.50727	8.132	21.138	22.967	26.595	29.719	26.041	12.075999999999999	11.503	15.216	31.115	28.522	27.987	29.340999999999998	26.139	10.331	11.967	10.527000000000001	29.133000000000003	26.188000000000002	27.21	32.964	10.573	26.935	12.077	24.241999999999997	31.807	24.259	24.168000000000003	29.046999999999997	23.418000000000003	23.819000000000003	26.133000000000003	23.179000000000002
32.67392	8.867	21.814	22.926	27.021	29.069000000000003	26.935	11.35	11.493	15.477	31.703000000000003	29.03	27.668000000000003	30.592	26.399	10.347999999999999	12.287	10.597999999999999	28.866	25.979	28.766	32.367	10.232000000000001	26.064	11.87	24.114	30.629	23.416	23.930999999999997	28.340999999999998	23.623	23.666	25.675	24.13
32.84069	8.797	22.84	22.905	26.557	28.465999999999998	27.848000000000003	11.529000000000002	11.450999999999999	15.731	33.219	28.619	28.057	30.125999999999998	25.439	10.305	12.27	10.993	31.815	26.837	28.08	32.561	9.611	25.267	12.374	24.502	30.654	23.585	23.246	28.756	23.627	23.561999999999998	26.258000000000003	22.426
33.00731	9.433	24.096999999999998	22.423000000000002	26.656999999999996	28.679000000000002	26.408	12.44	12.115	15.995999999999999	31.124000000000002	28.089000000000002	27.333000000000002	28.714000000000002	24.271	10.446	12.055	11.470999999999998	31.128	26.968000000000004	28.074	31.705	10.082	25.674	12.249	24.83	30.328000000000003	23.963	23.679000000000002	29.029	24.031999999999996	24.019000000000002	26.195999999999998	23.739
33.17396	9.402999999999999	23.97	23.401	26.281	29.568	26.194000000000003	11.942	11.617	16.061	32.64	29.06	27.781999999999996	30.374000000000002	25.108	10.664000000000001	12.16	11.709000000000001	31.511999999999997	26.506	28.19	32.313	10.989	26.535	12.54	23.675	31.48	23.668000000000003	23.963	29.087	23.765	23.479	26.065	23.528000000000002
33.34066	9.623	25.044	23.401	25.785	29.899	25.505	11.694	12.057	16.392	30.353	28.564	27.506	30.566999999999997	26.183000000000003	10.636	12.38	11.460999999999999	31.346999999999998	26.837	28.438000000000002	33.994	10.465	26.976	12.209000000000001	24.281999999999996	30.516	24.246	23.825	30.272	23.71	23.865	26.396	23.39
33.50726	9.902000000000001	25.642	22.809	25.636999999999997	29.12	26.656	11.557	12.115	16.272000000000002	29.358	29.026999999999997	27.774	31.638	26.561	10.363	11.697000000000001	12.325999999999999	32.038000000000004	26.609	26.721999999999998	30.711	10.992	27.274	12.056	24.968000000000004	32.783	24.129	23.514	30.767	23.425	23.357	26.305999999999997	23.131999999999998
33.67397	10.261	25.863000000000003	23.223000000000003	24.974	29.726999999999997	26.85	11.612	12.446	16.576	29.772	28.779	29.180999999999997	31.886999999999997	26.34	10.86	12.055	11.913	30.465999999999998	26.554000000000002	26.529	32.311	10.054	26.226	12.442	24.636999999999997	32.535	23.631999999999998	24.176	29.829	24.639	23.909000000000002	25.479	23.104
33.84065	10.24	26.135	23.553	24.863000000000003	29.584	26.569000000000003	12.117	12.619000000000002	16.545	30.068	29.27	27.219	30.941999999999997	26.612	10.784	11.923	11.887	32.275	26.439	25.311999999999998	31.916999999999998	10.779000000000002	27.323	12.333	25.180999999999997	32.851	24.235	23.978	29.104	24.331999999999997	24.459	26.164	22.909000000000002
34.00729	10.229	27.8	23.401	24.930999999999997	28.439	26.993000000000002	12.135	12.25	16.942999999999998	31.538	28.95	26.266	30.484	27.395	11.242	11.745999999999999	12.755999999999998	30.575	26.285999999999998	26.041	31.789	10.135	28.409000000000002	12.622	24.833000000000002	32.555	24.329	24.1	29.638	23.627	23.645	26.478	22.976999999999997
34.17393	10.78	27.276	23.677	25.455	31.055999999999997	27.489	11.529000000000002	11.92	17.053	30.987	28.371	25.853	30.566999999999997	26.789	11.545	12.793	13.004000000000001	30.906	26.754	25.71	32.836999999999996	10.465	27.665	12.485	24.778000000000002	31.811	23.833000000000002	23.963	31.016	24.564	23.948	26.258000000000003	23.087
34.34072	10.972999999999999	29.109	24.125999999999998	24.609	30.023000000000003	27.779	12.324000000000002	12.882	16.927	30.453000000000003	28.743000000000002	25.863000000000003	30.72	27.877	11.103	12.298	12.815999999999999	31.063000000000002	26.794	25.169	32.523	10.491	28.755	12.904000000000002	25.069000000000003	32.442	23.845	23.671	29.046999999999997	24.521	23.819000000000003	26.601999999999997	23.483
34.50729	11.110999999999999	28.378	24.283	24.325	30.808000000000003	28.206	12.493	12.305	17.714000000000002	33.632	29.886999999999997	25.743000000000002	31.835	27.616	11.710999999999999	12.463	13.335	33.578	26.809	25.572	31.375999999999998	10.603	28.326	12.815	24.171	32.251999999999995	24.576999999999998	23.88	30.601999999999997	24.095	24.278000000000002	26.589000000000002	23.39
34.67406	11.376	29.809	24.029	24.511999999999997	29.840999999999998	28.479	12.37	11.879000000000001	17.159000000000002	32.199	28.975	25.489	31.888	27.226999999999997	11.865	12.342	13.465	30.824	26.861	25.237	32.092	10.232000000000001	28.159000000000002	12.753	24.859	32.669000000000004	24.656	24.151999999999997	29.802	24.284000000000002	24.218000000000004	26.889	22.916
34.84073	11.425	29.084	23.718000000000004	25.166	30.081	28.057	11.786	12.591	17.813	31.500999999999998	29.49	25.316999999999997	30.694000000000003	28.183000000000003	11.005	12.447000000000001	13.128	33.102	26.576999999999998	24.706	31.89	10.944	29.694000000000003	12.498	25.346	31.583000000000002	23.987	25.053	31.226999999999997	25.351999999999997	24.706999999999997	27.377	23.46
35.00735	11.585	29.502	24.006	24.572	30.636999999999997	27.787	11.923	12.753	17.793	32.328	29.523000000000003	25.189	30.478	28.051	10.890999999999998	12.44	13.720999999999998	32.052	26.886999999999997	25.596999999999998	33.186	10.665	29.2	13.036	24.908	32.954	24.462	24.179000000000002	30.016	24.064	24.029	28.153000000000002	23.664
35.17416	11.925999999999998	30.824	23.958000000000002	24.11	31.383000000000003	28.394000000000002	11.825999999999999	11.747	18.292	31.281999999999996	29.276999999999997	26.02	30.701	27.090999999999998	11.645999999999999	12.12	13.811	32.903	27.771	24.638	33.516	10.32	28.843000000000004	12.933	25.185	32.344	24.438000000000002	24.815	30.897	24.921	24.97	27.081999999999997	23.971
35.34082	11.761	29.531	24.095	24.963	29.511999999999997	28.89	12.431	12.298	17.824	30.429000000000002	28.92	25.441999999999997	30.15	28.77	11.425999999999998	12.505999999999998	13.866	32.821	27.111	25.601999999999997	32.251	10.65	28.788	12.933	24.854	30.693	24.521	25.063000000000002	30.456999999999997	24.535999999999998	24.281999999999996	26.587	23.559
35.50731	11.985999999999999	31.037	23.351999999999997	24.66	31.184	28.938000000000002	12.687000000000001	12.415	18.672	32.346	29.877	24.587	30.805	27.884	11.652000000000001	12.482999999999999	13.975999999999999	34.486	27.656	24.965999999999998	31.94	10.794	29.000999999999998	13.154000000000002	25.974	31.89	25.066	24.206	30.366	25.136	23.813000000000002	27.296999999999997	23.611
35.67416	12.698	30.345	23.525	24.724	29.717	29.897	12.895999999999999	12.213	18.222	30.418000000000003	29.374000000000002	25.066	30.357	29.445	11.617	12.754000000000001	13.817	34.633	26.738000000000003	24.896	33.397	11.116	28.997	13.298	25.394000000000002	32.203	24.781	24.58	30.612	24.741	24.346	27.619	24.174
35.84081	12.773	30.073	23.208000000000002	24.543000000000003	29.861	29.046	12.151	13.09	18.532	31.603	29.956999999999997	24.334	31.38	27.771	11.722999999999999	12.665	14.327	31.986	27.653000000000002	24.686	32.159	10.92	30.54	13.064	24.213	31.839000000000002	24.65	24.366999999999997	30.613000000000003	25.491	25.018	28.009	23.414
36.00748	12.597999999999999	30.869	23.229	24.261999999999997	30.381	29.21	12.165999999999999	11.977	18.692999999999998	31.052	29.845	25.264	33.333	28.566	12.152000000000001	12.407	14.182	33.116	28.283	24.158	34.278	11.293	30.21	12.534	25.366999999999997	32.916	25.197	24.666	31.245	25.212	24.627	27.264	24.234
36.17406	13.14	31.624000000000002	23.234	24.046999999999997	31.774	28.401	12.277999999999999	12.335	18.769000000000002	31.695	29.862	24.715999999999998	32.245	29.656	11.350999999999999	12.537	14.245	31.826	27.423000000000002	25.011	33.407	11.318	28.929000000000002	13.12	24.941	32.251	24.174	24.825	30.953000000000003	25.92	24.711	26.926	24.068
36.34077	13.487	31.459	23.668000000000003	24.233	30.508000000000003	29.195999999999998	12.32	12.432	18.959	33.069	30.381999999999998	24.903000000000002	32.492	28.802	12.054	12.636	14.54	32.35	28.574	25.061	34.121	11.140999999999998	30.081999999999997	12.892999999999999	25.627	32.667	24.636999999999997	25.261999999999997	31.145	24.983	25.173000000000002	26.483	24.448
36.5074	13.398	31.175	23.578000000000003	24.555999999999997	31.324	30.285999999999998	12.48	12.537	18.730999999999998	31.136	30.648000000000003	24.895	31.961	29.343000000000004	11.609000000000002	12.548	14.780999999999999	33.384	26.944000000000003	24.971	32.381	10.807	29.908	13.134	25.371	32.354	24.959	25.143	30.394000000000002	24.975	25.055	27.409000000000002	24.276
36.67411	12.865	30.855	23.482	24.267	31.526999999999997	29.801	12.277999999999999	12.664000000000001	19.703	31.366	30.136999999999997	24.771	31.888	28.776999999999997	12.175	12.509	14.492	32.732	27.916999999999998	25.258000000000003	33.461	11.208	29.753	13.12	25.215999999999998	32.004	25.491999999999997	25.237	30.294	24.601999999999997	24.051	26.926	24.315
36.84082	14.049000000000001	31.89	23.371	23.854	30.971	30.59	12.368	12.809000000000001	18.765	33.415	29.938000000000002	25.098000000000003	32.018	28.991	11.905999999999999	12.24	14.629000000000001	34.724000000000004	27.884	24.158	33.315	10.665999999999999	29.58	13.175999999999998	25.070999999999998	32.868	25.13	24.711	30.752	25.558000000000003	24.791	27.717	23.544
37.00747	13.024000000000001	30.078000000000003	23.584	24.974	30.996	29.160999999999998	12.987	12.055	18.789	32.894	29.771	24.516	31.276	29.785	12.032	12.174000000000001	14.073	34.315	27.826	24.784000000000002	34.330999999999996	11.312999999999999	30.513	13.388	25.701	31.17	24.99	25.311	29.791	25.775	24.730999999999998	28.675	24.143
