	MG1655-1	ADIP1-9_1	ADIP4-8_1	ADIP6-3_1	ADIP8-3_1	kgtP-1	proV-1	ybjL-1	MG1655-2	ADIP1-9_2	ADIP4-8_2	ADIP6-3_2	ADIP8-3_2	kgtP-2	proV-2	ybjL-2	MG1655-3	ADIP1-9_3	ADIP4-8_3	ADIP6-3_3	ADIP8-3_3	kgtP-3	proV-3	ybjL-3	kgtP_proV-1	kgtP_ybjL-1	kgtP_sspA-1	kgtP_proV_ybjL-1	ADIP3-2_4	ADIP4-1_4	ADIP3-2_5	ADIP4-1_5	kgtP_proV-2	kgtP_ybjL-2	kgtP_sspA-2	kgtP_proV_ybjL-2	ADIP3-4_4	ADIP7-2_4	ADIP3-4_5	ADIP7-2_5	kgtP_proV-3	kgtP_ybjL-3	kgtP_sspA-3	kgtP_proV_ybjL-3	ADIP3-8_4	ADIP7-5_4	ADIP3-8_5	ADIP7-5_5
8.839	0.8270000000000001	4.328	2.698	1.8130000000000002	3.4410000000000003	0.8490000000000001	0.659	1.024	0.7909999999999999	0.8290000000000001	2.5340000000000003	1.817	1.3359999999999999	0.823	0.39299999999999996	0.7559999999999999	0.57	4.928999999999999	2.415	1.906	1.6369999999999998	0.799	0.722	1.032	0.937	0.56	0.499	1.4909999999999999	0.624	0.6729999999999999	0.9229999999999999	0.488	0.835	0.449	0.614	0.8059999999999999	0.473	1.4480000000000002	0.588	0.807	1.311	0.795	0.387	1.7630000000000001	2.104	4.315	0.738	1.1
9.00566	0.713	4.414	2.985	2.0709999999999997	3.7569999999999997	0.821	0.516	1.197	0.7909999999999999	0.858	2.907	2.0469999999999997	1.5659999999999998	0.995	0.508	1.014	0.57	5.187	2.673	1.992	1.58	0.8270000000000001	0.49200000000000005	0.86	0.966	0.56	0.442	1.749	0.624	0.5870000000000001	0.9229999999999999	0.402	0.9209999999999999	0.449	0.557	1.035	0.616	1.505	0.531	0.807	1.254	0.8240000000000001	0.301	1.82	2.162	4.515	0.8240000000000001	1.043
9.17225	0.664	4.8260000000000005	2.995	1.994	3.911	0.8290000000000001	0.61	1.004	0.8859999999999999	0.752	3.0610000000000004	2.1430000000000002	1.6030000000000002	0.946	0.43	0.907	0.664	5.515	2.9130000000000003	2.174	1.6469999999999998	0.836	0.674	1.041	1.06	0.657	0.42200000000000004	1.73	0.606	0.51	0.846	0.47	0.9590000000000001	0.46	0.5670000000000001	0.902	0.45299999999999996	1.5130000000000001	0.6829999999999999	0.845	1.4340000000000002	0.805	0.395	1.7730000000000001	2.345	5.013999999999999	0.746	1.2819999999999998
9.33888	0.647	5.205	3.463	2.148	3.804	0.755	0.507	0.9309999999999999	0.81	0.7340000000000001	3.327	2.295	1.729	0.7290000000000001	0.499	0.977	0.705	5.6610000000000005	2.978	2.354	1.742	0.9620000000000001	0.856	1.024	1.043	0.6920000000000001	0.40399999999999997	1.74	0.528	0.665	1.028	0.478	0.912	0.5529999999999999	0.69	0.8540000000000001	0.436	1.5830000000000002	0.608	0.9129999999999999	1.3880000000000001	0.815	0.321	1.84	2.58	4.82	0.701	1.177
9.50563	0.684	5.494	3.582	2.269	4.0360000000000005	0.794	0.48700000000000004	1.055	0.789	0.828	3.56	2.215	1.6219999999999999	0.882	0.5379999999999999	0.987	0.628	6.261	3.068	2.502	1.891	0.8859999999999999	0.69	1.004	1.079	0.667	0.325	1.804	0.59	0.5870000000000001	0.835	0.54	0.976	0.528	0.581	1.004	0.41600000000000004	1.734	0.588	0.892	1.368	0.85	0.302	1.817	2.983	5.539	0.795	1.183
9.67225	0.644	5.947	3.832	2.488	4.258	0.924	0.47600000000000003	1.014	0.721	0.846	3.839	2.492	1.811	0.841	0.46799999999999997	1.06	0.616	6.345	3.404	2.523	1.825	0.9590000000000001	0.48	1.107	1.04	0.6890000000000001	0.429	2.023	0.5820000000000001	0.662	0.9390000000000001	0.389	1.023	0.521	0.63	1.023	0.433	1.58	0.7490000000000001	0.91	1.3	0.897	0.29	1.8940000000000001	3.178	5.848	0.784	1.2590000000000001
9.83884	0.607	6.221	4.022	2.737	4.419	0.802	0.639	1.006	0.941	0.7509999999999999	3.8569999999999998	2.654	1.8019999999999998	0.89	0.46	1.224	0.693	6.732	3.7939999999999996	2.827	2.044	0.951	0.585	1.1840000000000002	1.088	0.706	0.478	2.0140000000000002	0.6	0.596	0.902	0.522	0.985	0.51	0.792	1.042	0.511	1.743	0.597	0.958	1.3769999999999998	0.888	0.31	1.8840000000000001	3.395	5.837000000000001	0.775	1.2790000000000001
10.00557	0.65	6.337999999999999	4.332	2.9	4.647	0.785	0.625	1.1320000000000001	0.728	0.8809999999999999	4.399	2.906	1.876	1.0170000000000001	0.44299999999999995	1.0070000000000001	0.764	7.1160000000000005	3.9930000000000003	3.139	1.95	1.079	0.632	1.113	1.162	0.8190000000000001	0.552	2.148	0.7090000000000001	0.61	0.948	0.601	1.061	0.506	0.727	1.09	0.5529999999999999	1.729	0.6970000000000001	1.175	1.506	1.079	0.41	2.0469999999999997	3.5410000000000004	6.295	0.818	1.47
10.17222	0.787	6.892	4.4910000000000005	3.147	5.0889999999999995	0.81	0.59	1.014	0.95	0.76	4.383	3.008	1.926	0.841	0.41100000000000003	1.06	0.5579999999999999	7.777	4.12	3.2960000000000003	2.0540000000000003	1.074	0.7090000000000001	1.021	1.126	0.8029999999999999	0.48700000000000004	2.281	0.696	0.691	0.997	0.532	0.937	0.635	0.773	1.137	0.462	1.666	0.606	1.139	1.328	0.983	0.318	1.98	3.694	6.421	0.726	1.46
10.33896	0.653	7.621	4.817	3.301	5.244	1.0190000000000001	0.599	1.28	0.8740000000000001	0.769	4.7669999999999995	3.362	2.1069999999999998	0.993	0.47600000000000003	1.183	0.7390000000000001	7.763	4.476	3.3930000000000002	2.2359999999999998	1.083	1.034	1.1159999999999999	1.1059999999999999	0.872	0.439	2.434	0.764	0.585	1.121	0.657	1.09	0.732	0.812	1.2329999999999999	0.442	1.76	0.7	1.091	1.48	1.165	0.298	2.104	4.1930000000000005	6.977	0.878	1.7280000000000002
10.50563	0.647	7.555	5.096	3.409	5.695	0.841	0.593	1.074	0.868	0.9059999999999999	4.9030000000000005	3.642	2.2159999999999997	0.93	0.557	1.063	0.647	8.47	4.755	3.472	2.401	1.077	0.598	1.253	1.215	0.807	0.5760000000000001	2.5140000000000002	0.757	0.579	0.914	0.478	1.112	0.696	0.805	1.198	0.522	1.7830000000000001	0.6940000000000001	1.1420000000000001	1.5030000000000001	1.158	0.321	2.097	4.357	7.227	0.787	1.5490000000000002
10.67228	0.718	8.207	5.372000000000001	3.569	5.8	0.998	0.607	1.2590000000000001	0.9690000000000001	0.8640000000000001	5.381	3.803	2.289	1.0290000000000001	0.484	1.0190000000000001	0.833	9.211	5.0889999999999995	3.805	2.504	1.177	0.871	1.296	1.287	0.9109999999999999	0.534	2.645	0.7170000000000001	0.708	1.015	0.581	1.099	0.743	0.8220000000000001	1.329	0.45	1.7109999999999999	0.623	1.329	1.518	1.175	0.307	2.171	4.7219999999999995	7.506	0.8290000000000001	1.7369999999999999
10.83903	0.8190000000000001	8.701	5.87	3.924	5.781000000000001	1.07	0.507	1.189	0.982	0.8490000000000001	5.676	4.072	2.302	1.102	0.557	1.092	0.733	9.272	5.27	4.073	2.659	1.1340000000000001	0.684	1.2819999999999998	1.444	0.95	0.5760000000000001	2.8	0.6709999999999999	0.665	1.0	0.621	1.17	0.696	0.862	1.37	0.522	1.7830000000000001	0.752	1.314	1.589	1.216	0.321	2.241	4.672	8.115	0.9009999999999999	1.807
11.00567	0.7959999999999999	8.968	5.992000000000001	4.103	6.075	1.0190000000000001	0.685	1.194	1.074	0.855	5.914	4.251	2.451	1.021	0.47600000000000003	1.155	0.7959999999999999	9.425	5.622000000000001	4.425	2.6660000000000004	1.169	0.604	1.173	1.393	0.958	0.439	2.8930000000000002	0.764	0.6990000000000001	1.035	0.542	1.119	0.732	0.7829999999999999	1.405	0.442	1.9609999999999999	0.672	1.32	1.652	1.337	0.384	2.247	5.111000000000001	8.468	0.878	1.871
11.1724	0.741	9.862	6.541	4.652	6.537999999999999	0.993	0.573	1.254	1.0490000000000002	0.772	6.348	4.369	2.54	1.225	0.479	1.186	0.799	10.119	6.142	4.859	2.841	1.401	0.722	1.262	1.453	0.99	0.442	3.068	0.7959999999999999	0.7020000000000001	1.124	0.718	1.265	0.8220000000000001	0.9009999999999999	1.494	0.444	1.935	0.617	1.409	1.6840000000000002	1.254	0.387	2.3369999999999997	5.832000000000001	8.472000000000001	1.053	1.989
11.33901	0.73	9.499	6.867999999999999	4.551	6.436	1.0959999999999999	0.59	1.329	1.065	0.76	6.502999999999999	4.698	2.614	1.07	0.49700000000000005	1.146	0.7879999999999999	10.699000000000002	6.412000000000001	4.928999999999999	2.8280000000000003	1.475	0.7090000000000001	1.25	1.555	0.975	0.429	3.112	0.782	0.691	1.197	0.561	1.281	0.865	0.945	1.653	0.462	1.9240000000000002	0.5770000000000001	1.5119999999999998	1.844	1.2409999999999999	0.29	2.323	5.9	9.057	0.87	1.976
11.50571	0.8009999999999999	9.818999999999999	7.106	4.963	6.902	1.083	0.633	1.258	1.193	0.831	7.082999999999999	5.194	2.7689999999999997	1.2	0.483	1.219	0.888	11.015999999999998	6.62	5.195	2.925	1.232	0.8370000000000001	1.35	1.454	1.043	0.5	3.123	0.736	0.8190000000000001	1.0959999999999999	0.544	1.4080000000000001	0.932	0.8420000000000001	1.551	0.505	1.909	0.591	1.496	1.743	1.3969999999999998	0.36200000000000004	2.4219999999999997	6.5360000000000005	9.836	0.941	2.074
11.67243	0.905	11.022	7.704	5.185	7.127999999999999	1.185	0.679	1.246	1.0390000000000001	0.8490000000000001	7.281000000000001	5.218	2.875	1.36	0.614	1.264	0.8759999999999999	11.708	7.018	5.449	3.06	1.421	0.7979999999999999	1.368	1.53	1.151	0.49	3.373	0.757	0.607	1.172	0.564	1.3419999999999999	0.782	0.948	1.656	0.522	1.926	0.6659999999999999	1.5719999999999998	1.818	1.416	0.379	2.499	6.735	10.322000000000001	0.958	2.351
11.83906	0.885	11.238	8.261000000000001	5.655	7.341	1.251	0.602	1.34	0.963	0.8290000000000001	7.925	5.574	2.9130000000000003	1.311	0.508	1.2429999999999999	0.799	11.724	7.347	5.862	3.3289999999999997	1.429	0.951	1.348	1.7109999999999999	1.133	0.614	3.412	0.853	0.845	1.21	0.804	1.38	1.051	0.987	1.838	0.473	1.964	0.76	1.581	1.8559999999999999	1.5119999999999998	0.387	2.537	7.065	10.422	1.053	2.3040000000000003
