	MG1655-1	ADIP1-9_1	ADIP4-8_1	ADIP6-3_1	ADIP8-3_1	kgtP-1	proV-1	ybjL-1	MG1655-2	ADIP1-9_2	ADIP4-8_2	ADIP6-3_2	ADIP8-3_2	kgtP-2	proV-2	ybjL-2	MG1655-3	ADIP1-9_3	ADIP4-8_3	ADIP6-3_3	ADIP8-3_3	kgtP-3	proV-3	ybjL-3	kgtP_proV-1	kgtP_ybjL-1	kgtP_sspA-1	kgtP_proV_ybjL-1	ADIP3-2_4	ADIP4-1_4	ADIP3-2_5	ADIP4-1_5	kgtP_proV-2	kgtP_ybjL-2	kgtP_sspA-2	kgtP_proV_ybjL-2	ADIP3-4_4	ADIP7-2_4	ADIP3-4_5	ADIP7-2_5	kgtP_proV-3	kgtP_ybjL-3	kgtP_sspA-3	kgtP_proV_ybjL-3	ADIP3-8_4	ADIP7-5_4	ADIP3-8_5	ADIP7-5_5
19.33963	2.966	23.305	15.302	16.592	16.156	5.707999999999999	1.368	5.855	3.3	1.6230000000000002	13.534	16.680999999999997	14.0	5.796	1.3619999999999999	5.3	2.767	25.301	13.872	16.538	15.213	6.228	1.37	5.803	9.339	7.152	1.6640000000000001	17.957	10.25	3.242	12.440999999999999	2.421	8.863999999999999	6.642	4.322	13.696	1.183	7.5920000000000005	0.983	7.093	8.427	8.337	0.382	14.652999999999999	23.425	19.632	7.625	7.468999999999999
19.50617	3.158	23.98	14.449000000000002	16.257	16.078	5.672999999999999	1.415	5.791	3.35	1.642	13.74	16.174	14.062000000000001	6.0760000000000005	1.2930000000000001	5.436	3.0439999999999996	25.065	14.079	16.576	14.847999999999999	6.567	1.304	6.1129999999999995	10.283	7.497000000000001	1.798	18.569000000000003	10.999	3.52	13.104000000000001	2.53	9.093	6.728	4.289	14.675999999999998	1.287	7.6739999999999995	1.0290000000000001	7.261	8.883	8.107999999999999	0.39899999999999997	14.831	22.185	19.987000000000002	8.281	7.754
19.67282	3.175	23.589000000000002	14.764000000000001	16.487000000000002	16.223	5.8629999999999995	1.23	6.153	3.425	1.715	14.17	16.492	14.979000000000001	5.981	1.3940000000000001	5.655	3.176	25.535999999999998	13.764000000000001	17.01	15.939	6.845	1.3780000000000001	5.96	10.079	8.124	1.786	17.914	11.457	3.48	14.135	2.8360000000000003	9.517999999999999	6.9239999999999995	4.739	15.136	1.244	8.238999999999999	1.044	7.541	8.962	8.389	0.384	15.52	21.996	19.963	8.818999999999999	8.12
19.83958	3.3739999999999997	23.892	14.856	16.404	15.51	6.03	1.26	6.206	3.593	1.544	13.431	16.436	15.07	6.233	1.253	6.051	2.945	24.945	13.798	16.723	15.683	7.0089999999999995	1.463	6.355	10.693	8.249	1.699	17.484	11.892000000000001	3.62	14.197000000000001	2.6010000000000004	10.161	7.252000000000001	4.702	15.94	1.3030000000000002	8.373	1.018	7.359	9.351	8.862	0.445	16.61	21.666999999999998	19.703	8.921	7.992999999999999
20.00616	3.319	23.703000000000003	15.079	16.573	15.593	6.322	1.287	6.44	3.6260000000000003	1.83	13.195	16.205	15.294	6.267	1.365	5.912999999999999	3.147	24.39	13.448	16.666	16.254	7.045	1.579	6.218	10.853	8.238999999999999	1.815	18.287	12.489	3.623	14.709000000000001	2.75	9.891	7.784	4.739	16.627	1.33	8.468	1.044	7.712999999999999	9.536	9.134	0.413	17.24	22.139	20.279	9.564	8.033999999999999
20.17297	3.319	23.416999999999998	14.936	16.487000000000002	15.363	6.465	1.43	6.612	3.798	1.8869999999999998	13.482000000000001	16.377	15.294	6.64	1.308	6.171	3.147	25.02	13.390999999999998	16.522000000000002	16.598	7.017	1.636	6.505	11.655	8.468	1.8719999999999999	18.0	13.263	3.824	15.626	2.8360000000000003	10.149	7.784	4.825	17.028	1.474	8.898	1.102	8.172	10.224	9.134	0.413	17.641	21.48	20.192999999999998	9.822000000000001	8.033999999999999
20.33955	3.384	23.629	14.53	16.508	15.614	6.7	1.298	6.961	3.948	2.04	13.248	16.597	15.001	6.473	1.376	6.435	3.241	24.77	13.329	16.828	15.700999999999999	7.279	1.702	6.882000000000001	11.739	8.609	2.052	17.933	13.599	3.946	16.477	2.87	10.577	7.782	5.144	17.160999999999998	1.541	9.33	1.084	7.973	10.31	9.105	0.396	18.061	22.034000000000002	19.665	10.395	7.978
20.50627	3.6439999999999997	23.497	14.752	16.477	15.582	6.792000000000001	1.525	7.167999999999999	3.8939999999999997	1.925	13.04	16.424	15.857000000000001	6.91	1.517	6.6129999999999995	3.1860000000000004	25.303	13.379000000000001	16.542	16.617	7.832000000000001	1.675	7.119	12.13	9.087	2.083	18.278	14.4	4.15	17.739	3.077	10.91	8.0	5.239	18.511	1.683	9.857999999999999	1.139	8.529	10.754000000000001	9.493	0.565	18.923	21.846999999999998	20.213	10.783	8.277999999999999
20.6729	3.5589999999999997	23.493000000000002	14.163	16.428	15.448	6.933	1.558	6.965	3.923	2.072	13.081	16.289	15.722999999999999	7.193	1.494	6.84	3.4739999999999998	24.635	13.334000000000001	16.491	16.051	7.827000000000001	1.8769999999999998	7.144	12.489	9.502	1.97	17.852999999999998	15.037	4.121	18.316	2.8160000000000003	11.269	8.675	5.462999999999999	19.287	1.63	10.107999999999999	1.087	8.665	10.887	9.797	0.39899999999999997	20.559	22.615	19.987000000000002	11.488	8.24
20.83967	3.7460000000000004	24.174	14.725	16.355999999999998	15.92	6.885	1.5219999999999998	7.376	4.165	2.119	13.044	16.442999999999998	15.824000000000002	7.345	1.3730000000000002	6.821000000000001	3.3760000000000003	24.708000000000002	13.124	16.557000000000002	16.005	8.09	1.665	7.007999999999999	12.280999999999999	9.579	2.072	17.432000000000002	15.159	4.249	18.407	3.113	11.635	8.384	5.497000000000001	20.146	1.765	10.453	1.2229999999999999	9.01	11.001	9.908999999999999	0.42200000000000004	19.474	22.090999999999998	19.907	12.17	8.527999999999999
21.00621	3.702	23.665	14.735999999999999	16.085	15.562999999999999	7.4479999999999995	1.673	7.422999999999999	4.324	2.272	13.825999999999999	16.375	16.180999999999997	7.48	1.723	7.297999999999999	3.6460000000000004	24.778000000000002	13.620999999999999	16.748	17.053	8.228	1.6480000000000001	7.63	12.345	9.559	2.285	17.71	16.583	4.207	19.605	3.217	12.128	8.532	5.577000000000001	19.487000000000002	1.9169999999999998	10.853	1.287	9.266	11.116	9.826	0.485	19.9	22.041999999999998	20.016	12.405	8.812999999999999
21.17298	3.8819999999999997	23.705	14.93	16.135	15.155	7.537999999999999	1.797	7.8	4.101	2.396	13.22	16.137	16.031	7.426	1.476	7.2170000000000005	3.4819999999999998	24.843000000000004	13.3	16.624000000000002	17.415	8.459	1.8	7.862	11.942	9.869	2.2640000000000002	17.471	17.257	4.042	20.078	3.2510000000000003	12.181	9.016	5.695	19.445	1.955	11.253	1.2409999999999999	9.295	11.515999999999998	9.967	0.525	18.829	22.138	20.033	12.831	8.812999999999999
21.33958	4.075	24.266	14.449000000000002	16.314	15.276	7.534	1.73	7.853	4.209	2.501	13.54	16.26	16.267	7.8229999999999995	1.6369999999999998	7.412000000000001	3.503	25.436999999999998	13.363	16.375999999999998	16.852999999999998	7.999	1.705	7.602	12.259	10.332	2.313	18.311	17.557000000000002	4.493	20.979	3.074	12.3	9.105	5.806	19.029	2.088	11.74	1.344	9.696	11.745999999999999	10.37	0.456	18.468	21.842	19.472	13.693	8.756
21.50646	3.968	24.134	14.845	16.278	15.699000000000002	8.024	1.712	8.0	4.473	2.5669999999999997	13.048	16.223	15.974	8.056000000000001	1.619	7.789	3.7110000000000003	25.015	13.329	16.424	16.929000000000002	8.402000000000001	1.9140000000000001	7.862	12.571	10.327	2.436	17.414	18.373	4.7	21.708000000000002	3.2510000000000003	11.838	9.359	6.066	19.502	2.298	12.110999999999999	1.412	10.238999999999999	11.716	10.425	0.525	18.457	21.995	19.804000000000002	14.517999999999999	8.899
21.67305	4.138999999999999	23.705	15.216	16.305999999999997	15.613	8.396	1.6540000000000001	8.629	4.6160000000000005	2.653	13.42	16.337	16.488	7.997999999999999	1.705	7.789	3.7969999999999997	25.73	13.672	16.680999999999997	16.557000000000002	8.488	2.057	8.091000000000001	12.8	10.640999999999998	2.55	17.814	19.403	4.729	21.908	3.3939999999999997	12.01	9.33	6.324	19.016	2.384	12.482999999999999	1.412	10.238999999999999	12.374	10.597000000000001	0.46799999999999997	18.114	22.566999999999997	20.719	15.033	8.871
21.83969	4.263999999999999	24.215	14.69	16.439	15.545	8.266	1.6640000000000001	8.585	4.627	2.863	13.408	16.27	16.335	8.469	1.8	8.173	3.75	25.383000000000003	13.632	16.7	16.748	8.873	2.01	8.19	12.988	10.859000000000002	2.7039999999999997	17.977	19.539	4.769	23.676	3.52	12.455	9.862	6.309	18.865	2.7089999999999996	13.013	1.507	10.168	11.617	10.784	0.44799999999999995	18.706	22.963	20.482	16.052	9.085
22.00631	4.311	23.963	14.787	16.105999999999998	15.298	8.024	1.712	8.83	4.559	3.082	13.534	16.023	16.059	8.427	1.82	8.418	3.968	25.558000000000003	13.243	16.281	16.529	9.203	1.9140000000000001	8.435	13.057	11.155999999999999	2.636	17.471	20.575	4.7	23.824	3.594	12.61	10.017000000000001	6.553	18.816	2.613	13.57	1.4980000000000002	10.696	12.002	10.767999999999999	0.46799999999999997	18.028	22.653000000000002	20.404	16.406	8.985
22.17308	4.601	24.29	14.437000000000001	16.332	15.839	8.263	1.739	9.327	4.65	3.0269999999999997	13.385	16.25	16.085	8.408999999999999	1.9040000000000001	8.485	4.086	25.634	13.523	16.252	16.5	9.158	1.944	8.474	13.277999999999999	11.065	2.496	17.3	21.475	5.0489999999999995	25.099	3.688	12.402000000000001	10.009	6.278	18.362000000000002	3.015	13.675	1.525	10.484000000000002	11.991	10.901	0.465	18.259	22.983	20.208	17.149	8.856
22.33979	4.62	25.218000000000004	14.38	16.104	15.380999999999998	8.829	1.956	9.205	4.87	3.216	13.47	16.137999999999998	15.398	8.86	1.8319999999999999	8.334	4.0169999999999995	25.074	13.465	16.512999999999998	16.043	9.266	2.105	8.898	13.593	11.525	2.685	17.934	21.169	4.982	25.254	3.7939999999999996	12.86	10.209	6.731	18.941	3.089	14.218	1.541	10.824000000000002	12.102	10.956	0.507	18.090999999999998	22.765	20.729	18.27	9.138
22.50645	4.566	24.078000000000003	14.700999999999999	16.195999999999998	15.415999999999999	8.374	1.7009999999999998	9.783	4.931	3.5060000000000002	13.562000000000001	15.972000000000001	15.719000000000001	8.865	1.864	8.683	4.308	25.340999999999998	13.585999999999999	16.175	16.192999999999998	9.099	2.051	9.161	13.484000000000002	11.789000000000001	2.7460000000000004	17.654	23.013	5.215	26.123	3.74	12.607999999999999	10.444	6.477	18.660999999999998	3.178	14.912	1.8019999999999998	11.345999999999998	11.677	11.134	0.424	18.442	22.256999999999998	20.392	18.621	9.2
22.67303	4.623	24.25	14.414000000000001	16.139	15.588	8.833	1.8730000000000002	9.525	5.218	3.678	13.389000000000001	16.115	15.719000000000001	9.008	2.036	8.855	4.394	26.0	13.844000000000001	16.118	16.107	9.529	2.309	9.161	13.425999999999998	12.105	2.947	17.596	23.358	5.244	26.008000000000003	3.9130000000000003	12.923	10.789000000000001	6.707000000000001	18.575	3.3789999999999996	15.255999999999998	1.745	11.890999999999998	12.194	11.105	0.51	17.782	22.199	21.224	19.395	9.057
22.83973	4.695	24.764	14.562999999999999	15.742	15.478	8.845	1.9180000000000001	9.307	5.202000000000001	4.123	13.654000000000002	15.860999999999999	15.581	9.249	2.1959999999999997	9.095	4.294	25.479	13.677999999999999	16.322	15.565999999999999	9.425	1.923	9.286	13.49	11.735999999999999	3.076	17.542	23.811999999999998	5.401	27.208000000000002	3.9539999999999997	12.987	10.622	6.631	18.977999999999998	3.6239999999999997	15.777999999999999	1.9040000000000001	11.698	12.058	11.026	0.499	18.070999999999998	22.139	20.365	19.942	8.751
23.00645	4.773	24.261	14.352	15.931	15.008	9.408999999999999	1.9969999999999999	9.871	5.252000000000001	4.1160000000000005	13.184000000000001	15.905999999999999	14.308	9.354	2.076	9.087	4.2860000000000005	26.322	13.752	16.08	15.64	9.845	2.2880000000000003	9.706	13.565	12.068	3.069	18.016	24.77	5.5360000000000005	26.13	3.888	13.004000000000001	10.783	6.707999999999999	18.219	4.046	16.111	1.984	12.174000000000001	12.249	11.159	0.493	17.8	22.983	20.552	20.701999999999998	8.77
23.17298	5.239	24.046999999999997	15.251	16.086	15.019	9.447000000000001	2.405	9.937000000000001	4.8580000000000005	4.352	13.367	15.860999999999999	14.95	9.363	2.311	9.841000000000001	4.523	26.052	13.562999999999999	16.264	14.935	9.683	2.267	10.117	13.805	12.280999999999999	3.162	17.198	25.131	5.659	27.15	4.126	12.901	10.937999999999999	7.032	18.49	4.197	16.896	2.048	12.3	12.745999999999999	11.255999999999998	0.585	18.500999999999998	22.741	19.935	21.232	8.837
23.33966	4.809	24.592	14.477	16.086	15.019	9.475	2.061	10.224	5.287999999999999	4.381	13.367	16.004	14.577	9.449	2.282	9.554	4.552	25.221	13.133	16.064	15.05	9.769	2.353	9.859	14.092	12.252	3.105	17.456	25.475	5.401	26.576999999999998	4.212	13.073	11.253	6.888999999999999	18.404	4.312	17.04	2.076	12.700999999999999	12.603	11.198	0.585	17.842	22.397	20.451	22.149	8.923
23.50651	4.803	24.524	14.856	15.72	14.71	9.675	2.252	10.883	5.4270000000000005	4.69	13.142000000000001	15.898	14.439	9.649	2.214	9.925	4.832	25.329	13.425	16.302	15.89	10.026	2.374	10.031	13.839	12.460999999999999	3.27	18.069000000000003	25.01	5.854	27.087	4.323	12.790999999999999	11.231	7.002999999999999	18.503	4.678	17.679000000000002	2.239	12.675999999999998	12.433	11.058	0.602	17.852999999999998	22.732	20.491999999999997	22.279	9.296
23.67301	5.06	24.404	14.552	16.102999999999998	15.208	9.552	2.2840000000000003	10.673	5.481	5.2620000000000005	13.527999999999999	15.905999999999999	14.681	9.727	2.391	10.261	4.802	25.949	13.466	16.338	14.78	10.161	2.718	10.709000000000001	13.995	12.584000000000001	3.355	17.729	26.002	5.88	27.105	4.49	13.347999999999999	11.27	7.252000000000001	17.904	4.906000000000001	18.088	2.385	13.062999999999999	12.65	11.159	0.636	18.173	22.668000000000003	21.354	22.593000000000004	9.429
23.83972	5.205	25.122	14.540999999999999	16.118	15.31	9.921	2.204	10.898	5.539	5.292000000000001	13.231	15.806	14.297	9.695	2.627	10.572000000000001	5.005	26.776999999999997	13.482999999999999	16.208	14.825	10.128	2.665	10.475	14.097999999999999	12.627	3.4160000000000004	17.340999999999998	26.284000000000002	6.196000000000001	27.302	4.375	13.194	11.544	7.306	18.515	5.195	18.988	2.62	13.625	13.043	11.122	0.616	17.784000000000002	22.354	20.475	23.285	8.995
24.00652	5.228	24.654	14.460999999999999	16.067999999999998	15.26	9.777000000000001	2.309	10.927	5.9639999999999995	5.43	13.177999999999999	15.843	14.474	9.866	2.388	10.228	5.0280000000000005	26.456	13.288	16.074	14.774000000000001	10.099	2.801	10.532	14.475999999999999	12.779000000000002	3.5239999999999996	17.723	26.079	5.9910000000000005	26.236	4.486000000000001	13.255999999999998	11.522	7.19	18.527	5.417999999999999	18.855	2.668	14.06	12.645	11.097000000000001	0.5479999999999999	17.88	22.831	20.774	23.502	9.081
24.17325	5.415	24.944000000000003	14.368	15.834000000000001	14.652999999999999	9.738	2.494	11.289000000000001	5.579	5.99	13.545	15.753	14.239	9.741	2.457	10.648	5.129	26.176	13.311	16.271	14.769	10.633	2.528	11.011	14.527999999999999	12.717	3.6239999999999997	17.805999999999997	27.29	5.978	27.015	4.56	13.279000000000002	11.632	7.524	18.755	5.864	19.368	2.825	14.083	12.952	11.175	0.5589999999999999	18.336	22.691999999999997	20.572	24.221	8.555
24.33993	5.197	24.537	14.414000000000001	15.708	15.445	9.981	2.5610000000000004	11.591	5.82	6.261	13.302999999999999	16.029	14.084000000000001	9.812000000000001	2.639	11.005999999999998	5.083	26.373	13.040999999999999	16.261	14.615	10.189	2.7110000000000003	10.796	14.459000000000001	12.735999999999999	3.779	17.998	25.71	6.191	26.811999999999998	4.659	13.64	11.649000000000001	7.625	18.660999999999998	6.22	19.817999999999998	3.0069999999999997	14.703	12.194	11.277000000000001	0.654	18.27	22.026999999999997	20.65	24.56	8.568999999999999
24.50647	5.358	24.858	14.597999999999999	15.748	15.110999999999999	10.254000000000001	2.494	12.120999999999999	5.665	6.678	13.029000000000002	15.953	13.924000000000001	9.655	2.6289999999999996	10.905999999999999	5.301	26.147	13.482999999999999	16.156	14.683	10.318	2.557	10.982000000000001	14.356	12.603	3.71	17.663	25.77	6.265	25.725	4.732	13.967	11.860999999999999	7.524	18.211	6.609	20.573	3.112	14.857000000000001	12.866	10.946	0.588	18.164	22.605999999999998	21.146	23.963	9.1
24.67319	5.565	24.986	14.907	16.06	14.532	10.037	2.437	12.079	5.845	6.8020000000000005	13.165	15.549000000000001	13.887	10.097999999999999	2.6860000000000004	11.323	5.249	26.339000000000002	13.16	15.954	14.679	10.302999999999999	2.6460000000000004	11.199000000000002	14.235	12.658	4.002	18.037	25.849	6.359	25.541	5.029	13.56	11.685	7.422999999999999	18.214000000000002	6.818	20.548000000000002	3.315	15.255	12.914000000000001	10.964	0.6709999999999999	18.137	23.281	20.519000000000002	24.031999999999996	8.885
24.83981	5.702000000000001	25.288	14.311	16.092	14.681	10.197000000000001	2.551	12.035	5.922999999999999	7.051	13.287	15.839	13.838	10.085	2.7439999999999998	11.450999999999999	5.473	26.434	13.368	16.242	14.940999999999999	10.289000000000001	2.786	10.982000000000001	14.585	12.630999999999998	4.112	18.007	25.254	6.666	25.41	4.8180000000000005	13.164000000000001	11.775	7.4670000000000005	18.239	7.3260000000000005	20.429000000000002	3.5989999999999998	15.287	12.952	11.003	0.5589999999999999	17.849	22.52	20.63	24.191999999999997	8.756
25.0065	5.537999999999999	25.304000000000002	14.294	16.018	14.693	10.378	2.673	11.873	5.816	7.632999999999999	13.24	16.052	13.905999999999999	10.094	2.722	11.719000000000001	5.222	25.82	13.58	16.169	15.154000000000002	10.385	2.822	11.193	14.023	12.615	4.119	18.02	25.243000000000002	6.76	25.426	4.511	13.606	11.815999999999999	7.735	18.654	7.564	21.303	3.6919999999999997	15.844000000000001	12.847999999999999	11.014000000000001	0.565	18.005	23.281	20.844	24.122	8.622
25.17315	5.962000000000001	24.487	14.769	16.125	14.767999999999999	10.123	2.716	12.397	6.3	7.949	13.227	15.959000000000001	14.265999999999998	10.356	2.792	11.582	5.53	25.873	12.935	16.107	14.283	10.332	2.955	11.862	14.011	12.637	4.169	17.732	24.923000000000002	6.815	25.849	4.738	13.71	11.807	7.768	18.428	8.224	21.365	3.91	16.067	12.831	10.937999999999999	0.631	17.745	23.386999999999997	21.021	23.733	8.597000000000001
25.33988	5.968	23.353	14.523	15.932	14.520999999999999	10.206	2.845	12.647	6.075	8.236	13.585	15.620999999999999	14.508	10.237	2.98	11.890999999999998	5.595	25.82	13.15	16.083	14.867	10.012	2.908	11.709000000000001	14.023	12.557	4.378	18.221	23.951999999999998	6.76	25.598000000000003	4.913	13.29	11.873	7.792000000000001	18.109	8.597000000000001	21.389	3.9789999999999996	16.188	13.106	10.841	0.593	18.090999999999998	23.224	20.5	22.544	8.564
25.50651	5.882000000000001	24.329	14.58	15.960999999999999	14.405999999999999	10.206	2.96	12.302999999999999	6.017	8.722999999999999	13.499	16.052	14.335999999999999	10.265999999999998	3.123	11.92	5.796	25.504	13.550999999999998	16.283	14.466	10.470999999999998	3.138	11.937999999999999	14.167	12.700999999999999	4.55	17.647000000000002	24.669	6.702999999999999	25.053	4.999	13.463	11.902000000000001	8.136000000000001	18.31	9.056000000000001	21.619	4.581	16.819000000000003	12.705	10.956	0.737	18.005	23.023000000000003	20.93	22.63	8.564
25.67327	5.853	23.726	14.064	16.104	14.492	10.435	2.931	12.418	6.361000000000001	9.154	13.154000000000002	15.593	14.422	10.352	3.2089999999999996	12.149000000000001	5.595	25.504	13.235999999999999	16.37	14.953	10.213	3.051	12.052999999999999	14.023	12.615	4.492	17.647000000000002	24.325	6.961	25.053	5.113	13.262	11.700999999999999	7.792000000000001	18.597	9.801	21.963	4.667	16.791	12.619000000000002	10.669	0.6509999999999999	18.005	22.449	20.643	21.999000000000002	8.622
25.83993	5.992000000000001	23.686	14.442	15.882	14.354000000000001	10.405999999999999	3.0660000000000003	12.62	6.358	9.498	13.446	15.800999999999998	13.939	10.552999999999999	3.1430000000000002	12.294	5.905	25.296	13.27	16.293	14.845999999999998	10.299000000000001	2.93	12.458	13.713	12.392999999999999	4.401	17.428	23.801	7.0729999999999995	24.7	5.369	13.239	11.735999999999999	7.763	18.15	10.175	21.345	4.747	17.202	12.794	11.16	0.611	18.131	23.704	20.971999999999998	21.87	8.65
26.00653	5.965	23.721999999999998	14.421	15.999	14.187999999999999	10.255	3.076	13.179	6.386	10.147	12.824000000000002	15.802	14.32	10.572000000000001	3.1830000000000003	12.195	5.564	23.919	13.449000000000002	16.29	14.39	10.232000000000001	3.3089999999999997	12.814	13.462	12.394	4.461	17.595	23.340999999999998	6.641	25.189	5.165	13.073	11.825	8.012	18.514	10.794	21.849	4.895	17.428	12.548	10.57	0.7140000000000001	17.980999999999998	23.159000000000002	20.932	21.798000000000002	8.355
26.17326	6.095	23.462	14.339	15.892000000000001	14.194	10.65	3.0269999999999997	13.495	6.287999999999999	10.718	13.056	16.041	14.095	10.452	3.477	13.054	5.693	25.357	13.339	16.215999999999998	14.311	10.399000000000001	3.177	12.527999999999999	13.437000000000001	12.318	4.734	17.437	23.718000000000004	6.716	24.934	5.356	13.365	11.719000000000001	7.662999999999999	18.761	11.366	21.755	5.626	17.671	12.433	10.857000000000001	0.774	17.795	22.703000000000003	21.238000000000003	21.963	8.492
26.33988	6.185	23.986	14.402000000000001	16.3	14.084000000000001	10.397	3.2310000000000003	13.155999999999999	6.636	11.01	13.004000000000001	15.875	14.129000000000001	10.4	3.366	13.174000000000001	5.7829999999999995	24.648000000000003	13.345	16.223	14.317	10.519	3.353	13.020999999999999	13.443	12.380999999999998	4.766	17.759	24.244	6.8629999999999995	25.373	5.388999999999999	13.312999999999999	11.753	7.84	17.849	11.629000000000001	21.503	5.63	17.878	12.697000000000001	10.776	0.662	17.887999999999998	23.658	21.274	20.822	8.325
26.50657	6.341	24.041999999999998	14.609000000000002	16.104	14.405999999999999	10.091000000000001	3.0460000000000003	13.479000000000001	6.877999999999999	11.362	13.154000000000002	15.765	13.849	10.725	3.467	13.038	5.767	24.959	13.465	16.37	14.208	10.041	3.596	13.258	13.421	12.213	4.75	17.217	24.325	6.76	25.397	5.113	13.118	11.700999999999999	7.907	18.482	11.695	21.734	5.93	18.254	12.015999999999998	10.784	0.6509999999999999	17.747	23.625999999999998	20.93	20.708000000000002	8.478
26.67325	6.615	23.9	14.89	16.070999999999998	14.716	10.569	3.432	13.931	6.522	12.158	13.062000000000001	15.789000000000001	13.699000000000002	10.370999999999999	3.5380000000000003	13.174000000000001	5.7829999999999995	24.791999999999998	13.488	16.567	14.719000000000001	10.433	3.3819999999999997	12.591	13.357000000000001	12.324000000000002	4.852	17.788	24.416	7.122000000000001	25.459	5.131	13.227	11.552	8.012	18.538	12.577	21.302	6.462000000000001	18.395	12.610999999999999	10.776	0.691	18.031	23.486	21.36	20.909000000000002	8.468
26.84009	6.431	23.991999999999997	14.414000000000001	16.225	13.953	10.125	3.3930000000000002	13.829	7.053999999999999	12.659	12.873	16.029	13.854000000000001	10.270999999999999	3.471	13.13	5.857	24.853	13.069	16.204	14.615	10.132	3.543	13.177	13.398	12.133	5.07	17.654	23.156999999999996	7.023	24.66	5.405	12.866	11.620999999999999	8.055	18.575	13.134	21.109	6.737	18.863	12.165	10.875	0.768	18.04	23.548000000000002	21.138	20.801	8.627
27.00671	6.492000000000001	23.373	14.437000000000001	16.275	14.119000000000002	10.498	3.373	13.825	6.77	13.343	13.127	15.905999999999999	14.337	10.329	3.795	13.385	6.0920000000000005	25.004	13.58	16.338	15.009	10.475999999999999	3.52	12.83	13.192	12.440999999999999	4.9030000000000005	17.873	24.168000000000003	7.026	25.013	5.377999999999999	13.09	11.786	7.854	18.534000000000002	13.875	20.982	7.228	19.109	12.679	10.672	0.7509999999999999	18.087	23.326999999999998	21.383000000000003	20.845	8.197000000000001
27.17327	6.419	23.424	14.482999999999999	15.92	14.251	10.34	3.498	13.755	6.726	14.133	13.229000000000001	16.211	14.01	10.429	3.719	13.372	5.932	25.631	13.311	16.586	14.54	10.175	3.79	13.878	13.467	12.459000000000001	5.316	17.375999999999998	23.993000000000002	7.182	25.151999999999997	5.965	13.164000000000001	11.689	7.524	18.840999999999998	14.665999999999999	21.089000000000002	7.556	19.215	12.177999999999999	10.745	0.731	18.078	23.781	21.375	21.296	8.526
27.33999	6.452000000000001	23.612	14.296	16.329	14.005999999999998	10.051	3.424	13.857999999999999	6.843	14.345	13.214	15.931	13.68	10.368	3.818	13.532	6.224	24.634	13.123	16.675	14.035	10.228	3.826	13.405999999999999	13.050999999999998	12.208	5.178	17.379	24.256	7.47	25.131999999999998	5.563	12.748	11.555	7.978	18.38	15.306	21.199	7.872000000000001	19.727999999999998	12.425999999999998	10.792	0.722	17.993	23.846	21.284000000000002	20.945999999999998	8.323
27.50661	6.648	23.743000000000002	14.53	16.250999999999998	13.81	10.25	3.7030000000000003	13.947000000000001	6.867999999999999	14.722999999999999	13.075999999999999	16.139	13.942	10.11	4.039	13.965	5.847	24.884	13.185	16.541	14.155	9.999	3.906	13.41	12.998	12.216	5.316	17.789	23.763	7.525	25.238000000000003	5.532	12.552	11.648	7.4910000000000005	18.049	16.2	21.04	8.299	19.826	12.543	11.138	0.74	17.803	24.066999999999997	21.756	21.017	8.408
27.67338	6.664	23.115	15.011	16.074	14.005	10.24	3.487	14.542	6.885	15.549000000000001	12.925999999999998	16.192999999999998	14.079	10.214	3.995	14.187000000000001	5.9479999999999995	25.004	13.350999999999999	16.768	14.092	10.189	3.864	13.288	13.02	12.325999999999999	5.332000000000001	17.644000000000002	24.369	7.255	25.557	5.607	12.718	11.7	7.94	18.477	16.282	21.584	8.661	20.14	12.735999999999999	10.729000000000001	0.8079999999999999	17.743	23.814	21.096	20.874000000000002	8.369
27.83994	6.546	23.221999999999998	14.289000000000001	16.154	13.942	10.264000000000001	3.885	14.193	7.282	16.317	13.092	16.158	13.73	10.324000000000002	4.25	14.01	6.087999999999999	25.253	13.03	16.675	14.001	10.07	4.004	13.684000000000001	12.872	12.32	5.386	17.866	23.816	7.71	25.348000000000003	5.546	12.798	11.694	7.763	18.441	17.565	20.831999999999997	9.544	20.477	12.415	10.839	0.748	18.596	23.662	21.605	20.953000000000003	8.679
28.0067	6.957999999999999	24.029	14.445	16.418	13.925999999999998	10.095	3.9360000000000004	14.724	7.0329999999999995	16.634	13.193	16.076	13.231	10.068999999999999	4.188	13.884	6.188	25.103	13.472999999999999	16.389	14.125	10.270999999999999	4.021	13.585	13.202	12.297	5.513	17.492	24.066999999999997	7.546	25.287	5.638	12.725999999999999	11.674000000000001	7.763	18.262	17.764	20.624000000000002	9.859	20.522	12.494000000000002	10.915999999999999	0.8390000000000001	17.934	23.915	21.25	20.312	8.338
28.17329	6.718	24.339000000000002	14.345999999999998	16.441	14.228	10.092	3.9139999999999997	14.049000000000001	7.11	17.205	13.379000000000001	16.158	13.73	10.353	4.221	13.350999999999999	6.287999999999999	25.253	13.116	16.732	13.972000000000001	10.07	3.946	14.027999999999999	13.015	12.349	5.414	17.694000000000003	23.616	7.824	25.033	5.718	12.569	11.579	7.706	18.183	18.167	20.374000000000002	10.203	20.563000000000002	12.300999999999998	10.925	0.8340000000000001	18.052	23.92	21.691	20.781	8.594
