	MG1655-1	HEXA1-1_1	HEXA2-9_1	HEXA4-10_1	ptrA-1	mdtK_ptrA-1	ompR-1	ompR_proQ-1	MG1655-2	HEXA1-1_2	HEXA2-9_2	HEXA4-10_2	ptrA-2	mdtK_ptrA-2	ompR-2	ompR_proQ-2	MG1655-3	HEXA1-1_3	HEXA2-9_3	HEXA4-10_3	ptrA-3	mdtK_ptrA-3	ompR-3	ompR_proQ-3	ompR_ptrA-1	ompR_proQ_mdtK-1	ompR_proQ_ptrA-1	bioAB-1	bioAB_ptrA-1	proQ-1	bioAB_ptrA_mdtK-1	bioAB_ptrA_ompR-1	ompR_ptrA-2	ompR_proQ_mdtK-2	ompR_proQ_ptrA-2	bioAB-2	bioAB_ptrA-2	proQ-2	bioAB_ptrA_mdtK-2	bioAB_ptrA_ompR-2	ompR_ptrA-3	ompR_proQ_mdtK-3	ompR_proQ_ptrA-3	bioAB-3	bioAB_ptrA-3	proQ-3	bioAB_ptrA_mdtK-3	bioAB_ptrA_ompR-3
35.17376	8.945	22.136999999999997	13.058	23.316999999999997	10.148	7.664	6.6	12.07	9.368	20.410999999999998	12.357999999999999	24.328000000000003	10.222000000000001	7.756	6.394	12.922	10.029	23.229	15.142999999999999	23.845	10.249	8.562999999999999	6.678999999999999	12.172	5.797999999999999	9.017999999999999	9.619	7.059	8.272	6.263999999999999	9.416	9.951	5.577000000000001	7.425	8.505	6.18	8.215	5.596	9.847999999999999	9.466000000000001	6.0329999999999995	7.769	8.611	6.077000000000001	8.208	6.156000000000001	9.104	10.26
35.34047	9.891	22.154	12.982999999999999	23.715999999999998	10.205	7.709	6.984	11.835999999999999	10.057	20.35	12.087	24.019000000000002	9.668	7.706	6.557	13.183	9.062000000000001	23.271	14.815999999999999	24.178	10.401	8.029	6.47	12.227	5.742000000000001	9.127	9.277999999999999	6.972	8.253	6.432	9.463	9.807	5.711	7.595	8.484	6.09	8.838	5.861000000000001	9.991	9.743	6.1770000000000005	7.747999999999999	8.205	6.1160000000000005	8.059	6.292999999999999	8.892999999999999	10.277000000000001
35.50717	8.713	22.118000000000002	12.991	23.232	10.18	7.752999999999999	6.281000000000001	12.261	10.165	20.898000000000003	12.321	24.788	9.964	7.877999999999999	6.431	12.96	9.421	23.463	14.950999999999999	24.08	9.894	8.202	6.3839999999999995	12.042	5.981	8.85	9.193999999999999	6.954	8.49	6.2860000000000005	9.442	10.074	6.047999999999999	7.544	8.625	6.2010000000000005	8.625	5.747000000000001	9.392000000000001	9.591000000000001	6.059	7.921	8.121	5.809	8.2	6.403	8.841000000000001	10.255
35.67389	9.185	22.71	13.235999999999999	24.05	10.231	8.161	6.685	12.088	10.026	20.979	12.503	24.45	9.727	7.803	6.287000000000001	12.88	9.568	23.831999999999997	14.937999999999999	24.256	9.882	8.61	6.438	11.998	6.1	8.872	8.96	7.041	8.48	6.084	9.624	10.385	6.457000000000001	7.535	7.781000000000001	6.193	8.551	5.449	9.863	9.676	5.888	7.815	8.433	6.09	8.19	6.202000000000001	8.927	10.373
35.84058	9.474	22.486	13.460999999999999	23.921	9.91	7.872000000000001	6.428	12.377	10.026	21.204	12.599	24.835	10.016	8.157	6.3839999999999995	13.844000000000001	9.311	23.735	14.97	24.449	10.171	8.706	6.181	12.094000000000001	5.779	8.936	9.088	6.591	8.48	6.117000000000001	9.527999999999999	9.935	6.039	7.728	7.973	6.1610000000000005	8.357999999999999	5.834	9.574	9.708	5.7589999999999995	7.976	8.272	5.928999999999999	8.126	6.394	9.28	10.565
36.0072	9.345	22.71	13.654000000000002	23.568	10.07	7.936	6.621	12.602	9.736	21.461	12.407	24.643	10.048	7.867999999999999	6.287000000000001	13.651	9.664	23.735	15.227	24.834	9.914	8.706	6.792000000000001	12.48	6.004	8.647	9.088	6.977	8.801	6.277	9.271	10.064	6.039	7.631	7.973	6.386	8.743	5.641	9.671	10.158	5.984	7.237	8.465	6.09	8.318999999999999	6.202000000000001	9.055	10.533
36.1739	9.517000000000001	22.256999999999998	13.116	24.079	9.884	8.205	6.721	12.255999999999998	9.844	20.885	12.577	24.608	10.216000000000001	8.328	6.386	12.946	9.059	23.766	15.49	24.8	9.986	8.654	6.6739999999999995	12.165999999999999	6.178	9.077	8.972000000000001	6.957999999999999	8.459	6.099	9.603	10.106	5.926	7.067	8.212	6.336	8.788	5.527	9.843	9.781	6.059	7.7	8.285	6.007999999999999	8.203	5.7989999999999995	9.484	10.222000000000001
36.34063	9.195	22.471999999999998	13.28	23.939	9.568999999999999	8.332	6.859	12.583	9.875	21.83	12.804	24.756	9.868	8.296	6.655	13.442	9.421	24.201999999999998	15.465	24.916	10.023	8.812999999999999	6.545	12.01	6.11	8.882	9.387	7.082000000000001	8.972000000000001	6.093	9.538	10.267000000000001	6.047999999999999	7.641	8.529	6.266	8.721	5.457999999999999	10.131	10.17	5.962000000000001	7.728	8.443	6.131	8.392999999999999	5.825	9.419	9.998
36.50731	9.675	23.096999999999998	13.642999999999999	24.14	9.999	8.135	6.7829999999999995	12.690999999999999	10.1	21.668000000000003	12.937000000000001	25.182	9.847000000000001	8.457	6.3260000000000005	13.47	9.309	24.625	15.319	25.019000000000002	9.452	8.744	6.35	12.889000000000001	5.972	9.103	10.027000000000001	7.042000000000001	8.777999999999999	6.337999999999999	9.634	10.237	6.035	7.311	8.199	6.414	8.621	5.511	9.937000000000001	9.886000000000001	6.218999999999999	8.044	8.502	5.99	8.291	5.749	9.353	10.739
36.67392	8.89	22.779	14.087	24.175	9.927999999999999	8.22	6.585	12.780999999999999	9.831	21.538	13.057	24.991	9.936	8.349	6.162000000000001	13.114	9.238999999999999	24.724	16.248	25.151	10.186	8.571	6.565	12.300999999999998	5.99	9.058	9.08	6.931	8.702	6.291	9.461	10.259	6.3420000000000005	7.749	8.121	6.431	8.931000000000001	5.53	9.958	10.199	6.047000000000001	8.386000000000001	8.361	6.266	8.505	6.057	9.406	10.470999999999998
36.84069	9.277000000000001	22.973000000000003	13.668	24.4	9.573	8.22	6.875	12.394	9.573	21.506	13.38	25.023000000000003	9.743	8.349	6.324	13.017000000000001	9.626	23.95	15.797	24.86	9.379	8.861	6.3389999999999995	12.043	6.055	9.252	9.177	7.125	8.992	6.098	9.816	10.388	6.0520000000000005	7.749	8.057	6.528	8.931000000000001	5.497000000000001	10.022	10.167	5.982	7.709	8.2	5.782	8.602	6.0889999999999995	9.6	10.470999999999998
37.00726	9.488999999999999	23.509	13.800999999999998	24.750999999999998	9.767999999999999	8.08	6.641	12.364	9.495	22.031	13.163	25.086	9.552999999999999	8.107999999999999	6.245	13.385	9.427999999999999	24.531999999999996	15.985999999999999	24.86	8.936	8.721	6.678999999999999	12.434000000000001	6.114	9.08	9.007	6.894	8.881	5.744	9.736	10.948	5.602	7.485	8.084	6.399	8.855	5.269	10.072000000000001	9.982999999999999	6.064	7.83	8.544	6.263999999999999	8.141	5.733	9.424	10.775
37.17404	9.112	23.295	14.14	24.339000000000002	9.626	8.281	6.697	12.93	9.247	22.063000000000002	13.015999999999998	25.381	9.28	8.73	6.401	13.220999999999998	9.836	24.278000000000002	15.75	25.09	9.369	9.051	6.206	12.677	6.151	8.732999999999999	9.302999999999999	6.8020000000000005	8.73	6.261	9.586	10.349	5.797000000000001	7.973	8.121	6.53	8.896	5.273	9.792	9.772	5.945	7.772	8.713	6.332000000000001	8.663	5.832000000000001	9.273	10.884
37.34067	9.078	23.156999999999996	14.274000000000001	24.392	9.437999999999999	8.215	6.867999999999999	12.968	9.729	21.82	13.535	25.401999999999997	9.575	8.57	6.638999999999999	13.558	9.297	24.651	16.274	25.625999999999998	9.18	8.953	6.752999999999999	12.714	6.372999999999999	8.763	9.72	6.83	8.761000000000001	6.061	9.327	10.318	5.919	7.744	8.439	6.556	9.184	5.492999999999999	10.049	10.064	6.042000000000001	7.704	8.388	6.2620000000000005	8.564	5.891	9.304	10.466
37.50739	9.617	23.694000000000003	14.739	24.611	9.999	8.432	6.715	12.82	9.623	21.725	13.198	25.331	9.526	8.526	6.676	13.527999999999999	9.629	24.357	16.477	25.394000000000002	9.068	8.847999999999999	6.195	12.439	6.303	9.013	9.422	6.922000000000001	9.041	6.059	9.865	10.209	6.1739999999999995	7.609	8.208	6.811	8.789	5.36	9.814	10.017999999999999	6.096	7.859	9.057	5.968999999999999	8.46	5.63	9.327	10.905
37.67396	9.037	23.566	14.642000000000001	24.804000000000002	9.259	8.4	6.683	13.464	9.783999999999999	22.079	13.745	25.331	9.783	8.913	6.772	13.399000000000001	9.436	24.872	16.863	25.266	8.681000000000001	8.623	6.711	12.696	6.206	8.82	9.293	7.018	9.009	5.93	9.575	10.530999999999999	5.917000000000001	7.77	8.594	6.7139999999999995	8.692	5.65	9.975	9.953	5.837999999999999	8.245	8.703	6.58	8.524	5.8229999999999995	9.617	10.905
37.84065	9.373	23.424	14.087	25.433000000000003	9.476	8.22	6.778	13.232999999999999	9.96	22.409000000000002	13.477	25.41	9.582	8.769	6.452999999999999	13.790999999999999	9.336	24.563000000000002	16.958	25.538	9.411	9.055	6.757999999999999	12.914000000000001	6.087000000000001	9.123	9.564	7.028	9.057	5.904	9.816	10.743	5.922999999999999	7.62	8.508	6.657	9.125	5.303999999999999	10.312999999999999	10.264000000000001	6.176	7.709	8.103	6.524	8.602	5.7989999999999995	9.955	11.052
38.00724	9.052999999999999	23.884	14.307	24.863000000000003	8.988	8.447000000000001	6.769	12.839	9.927999999999999	22.393	13.409	25.358	9.641	8.961	6.537000000000001	13.937999999999999	9.65	24.576	16.691	25.291999999999998	9.182	8.863	6.63	12.683	6.414	9.318	9.147	7.097	9.025	5.846	9.591000000000001	10.838	5.736000000000001	7.688	8.287	6.824	8.965	5.309	10.184	10.55	6.047000000000001	7.841	8.621	6.4	8.539	6.03	10.245	10.985999999999999
38.17402	9.117	23.304000000000002	14.662	25.25	8.891	8.512	6.64	12.582	9.123	22.264	13.924000000000001	25.744	9.351	8.543	6.537000000000001	14.421	9.488	25.188000000000002	16.82	25.517	8.988999999999999	9.25	6.34	13.005	6.51	9.222000000000001	9.501	7.193	9.025	5.877999999999999	9.783999999999999	10.902000000000001	5.832999999999999	8.107000000000001	8.48	6.888	9.191	5.374	10.216000000000001	10.615	5.9510000000000005	7.97	8.138	6.626	8.475	5.547000000000001	9.761000000000001	11.179
38.3407	9.224	23.484	15.222000000000001	25.041999999999998	9.193	8.425	6.654	13.497	9.068999999999999	22.215	13.872	25.504	9.427999999999999	8.779	7.002999999999999	13.889000000000001	9.405	24.98	16.544	25.761	8.711	8.937999999999999	6.544	13.017999999999999	6.132999999999999	8.652000000000001	9.737	7.0089999999999995	9.261000000000001	5.9510000000000005	9.924	10.334000000000001	6.002999999999999	7.922999999999999	8.683	6.704	8.975	5.8020000000000005	10.677999999999999	10.047	6.218999999999999	8.431000000000001	7.89	6.506	8.485	5.297999999999999	9.837	10.835999999999999
38.50744	9.402999999999999	23.945999999999998	14.970999999999998	24.769000000000002	8.977	8.797	6.687	12.988	9.602	22.304000000000002	14.204	25.329	9.244	8.698	6.774	13.787	8.476	24.741999999999997	17.157	25.778000000000002	8.722000000000001	8.988999999999999	6.496	12.639000000000001	6.091	9.058	9.177	6.968	9.277000000000001	5.72	9.94	10.605	5.867999999999999	7.751	8.767999999999999	6.857	9.026	5.278	10.468	10.509	5.817	8.225	8.972000000000001	6.9479999999999995	8.504	5.452000000000001	10.078	10.786
38.67402	9.391	23.598000000000003	15.093	25.094	9.097999999999999	8.4	6.909	13.11	9.397	22.755	14.485999999999999	26.104	9.267999999999999	8.913	6.997000000000001	14.107000000000001	9.854	25.066	17.475	25.394000000000002	8.552999999999999	8.912	6.711	13.244000000000002	6.045	8.917	9.132	7.082999999999999	9.299	5.672999999999999	9.767999999999999	10.821	5.981	7.899	8.755	7.1	8.982000000000001	5.392	10.458	10.113999999999999	5.935	8.02	8.478	6.612	8.46	5.534	10.132	11.097999999999999
38.84076	9.386000000000001	24.361	14.925999999999998	25.214000000000002	8.802	8.781	6.515	13.329	9.875	22.747	14.479000000000001	25.838	9.391	8.811	6.765	14.132	9.622	24.864	17.275	26.094	8.772	9.422	6.5120000000000005	12.98	6.297999999999999	9.105	9.514	6.627999999999999	9.133	5.861000000000001	10.085	11.105	5.88	7.797999999999999	8.751	6.903	8.977	5.356	10.292	10.398	6.026	8.015	8.762	6.704	8.905	5.465	9.708	11.35
39.00742	9.531	24.066999999999997	15.46	25.176	8.402000000000001	8.506	6.632999999999999	13.026	9.697000000000001	22.449	14.208	26.122	8.991	8.763	6.593999999999999	14.349	9.578	25.244	17.392	26.314	8.596	9.245	6.689	13.353	6.247999999999999	8.927	9.302999999999999	7.124	9.213	6.132000000000001	9.908	11.283	5.925	8.199	8.411	7.013	9.346	5.305	10.469000000000001	10.802	6.3	8.158	8.359	6.782	8.921	5.446000000000001	10.142999999999999	11.174000000000001
39.17406	9.022	24.245	15.331	25.131	8.693	8.963	6.984	13.509	9.897	22.988000000000003	14.982000000000001	26.013	9.314	8.735	6.653	14.405999999999999	9.351	24.943	17.84	25.947	8.825	9.187000000000001	6.662999999999999	13.16	6.192	9.062999999999999	9.793	7.165	9.315	6.046	10.46	10.965	6.097	7.756	8.773	7.247999999999999	9.256	5.54	10.345	10.322000000000001	6.08	7.9079999999999995	8.398	6.888	8.735	5.649	10.18	10.984000000000002
39.34087	9.73	24.342	15.588	25.003	9.079	8.77	6.8229999999999995	13.702	9.704	22.698	14.402999999999999	25.980999999999998	8.606	8.832	6.653	14.309000000000001	9.126	24.943	17.421	26.14	8.277999999999999	9.315	6.502000000000001	13.707	6.289	9.191	9.182	7.39	9.476	5.853	10.364	10.901	5.904	7.885	8.484	7.055	9.256	5.667999999999999	10.86	10.515	6.112	8.327	8.141	6.952999999999999	8.542	5.263	9.987	11.37
39.50754	9.595	24.39	15.943	25.369	8.788	8.603	6.858	13.477	9.052999999999999	23.285999999999998	14.917	25.864	8.797	8.859	6.8839999999999995	14.252	10.512	25.276	17.908	26.796999999999997	8.79	9.502	6.624	13.45	6.247999999999999	9.12	9.496	7.189	9.213	5.939	10.165	11.219000000000001	6.376	8.102	8.411	7.206	8.96	5.562	10.662	10.640999999999998	6.492999999999999	8.029	8.359	6.976	8.663	5.542000000000001	10.11	11.56
39.67414	9.407	24.721	15.725	25.539	8.891	8.737	7.059	12.936	9.542	23.456	15.245	26.131	9.029	9.058	6.795	14.357000000000001	9.488	25.253	17.785999999999998	26.613000000000003	8.86	9.152999999999999	6.8229999999999995	13.585	5.93	8.738	9.63	7.29	9.218	5.877999999999999	10.493	10.838	5.801	8.203	8.318999999999999	7.114	9.094	5.792000000000001	10.86	10.55	6.112	8.033999999999999	8.782	7.077000000000001	8.539	5.386	10.019	11.597999999999999
39.84085	9.52	24.338	15.512	25.899	8.583	8.527999999999999	6.747999999999999	13.979000000000001	9.623	23.238000000000003	15.033	26.233	8.785	9.041	6.869	14.526	9.243	25.162	17.958	26.199	8.777999999999999	9.234	6.678	13.372	6.239	8.885	9.036	7.405	9.395	6.155	10.187000000000001	10.789000000000001	5.981	7.6739999999999995	8.658999999999999	7.261	9.142999999999999	5.779	10.651	10.725999999999999	6.192	8.437999999999999	8.703	7.353	8.75	5.18	10.196	10.808
40.00736	9.326	23.912	15.777000000000001	26.081999999999997	8.297	9.204	6.79	13.761	9.041	23.416	14.942	26.416	8.918	8.946	7.011	14.703	9.702	25.182	17.775	26.156	8.426	9.781	7.322	13.959000000000001	6.234	8.624	9.355	7.433	9.427999999999999	6.085	10.38	11.5	6.233	8.025	8.591000000000001	7.385	9.174	5.6770000000000005	10.587	10.536	6.063	8.339	8.604	7.122999999999999	8.844	5.56	10.035	11.325
40.1741	9.175	24.156999999999996	15.693	25.488000000000003	8.502	8.86	6.867999999999999	14.032	9.535	23.594	15.47	26.595	8.672	8.763	6.832000000000001	15.009	9.716000000000001	25.554000000000002	18.209	26.529	8.889	9.533999999999999	6.85	13.585	6.534	8.731	9.462	7.83	9.245	6.1579999999999995	10.101	10.866	6.306	7.615	8.439	7.394	9.571	5.912000000000001	10.790999999999999	10.58	6.138	7.898	8.453	7.487	8.693	5.665	10.046	11.53
40.34091	9.127	24.515	15.931	25.750999999999998	9.0	8.554	7.04	13.465	9.616	23.408	15.225	26.568	8.912	8.779	6.712999999999999	14.276	9.18	25.399	18.509	26.534000000000002	8.775	9.517999999999999	6.769	14.113	6.23	8.329	9.415	7.686	9.357999999999999	6.08	10.375	11.333	6.132000000000001	7.8260000000000005	8.812000000000001	7.574	9.201	5.672999999999999	10.42	10.852	6.251	8.463	8.502	7.473	8.646	5.781000000000001	10.062000000000001	10.933
40.50751	9.407	24.979	15.757	25.926	8.537	8.544	7.316	13.806	9.703	23.585	15.245	26.775	8.707	9.155	6.795	15.13	9.36	25.51	18.301	26.129	8.377	9.636000000000001	6.8229999999999995	14.004000000000001	6.349	8.706	8.954	7.29	9.701	6.167999999999999	10.59	11.128	6.284	8.365	8.609	7.21	9.384	5.792000000000001	10.957	10.937000000000001	6.2410000000000005	8.228	8.686	7.3020000000000005	8.732999999999999	5.45	10.116	11.276
40.67424	8.827	25.011	16.014	25.765	8.827	8.705	6.704	14.482000000000001	9.896	23.456	15.793	26.355999999999998	8.802999999999999	9.026	6.505	14.969000000000001	9.166	25.768	18.881	26.386999999999997	8.763	9.25	6.501	13.649000000000001	6.317	8.448	9.051	7.322	9.25	6.233	10.59	11.418	6.412999999999999	8.267999999999999	8.415	7.757999999999999	9.094	5.888999999999999	10.957	11.097999999999999	6.047000000000001	7.97	8.525	7.496	8.861	5.386	10.019	11.597999999999999
40.84088	8.908999999999999	25.046	16.896	25.705	8.679	8.979	7.295	14.43	9.494	23.366999999999997	15.998	26.748	8.624	9.041	6.997000000000001	15.105	9.436	26.031	18.634	26.296	8.875	9.395	6.936	13.727	6.335	8.724	9.036	7.984	9.492	6.155	10.347999999999999	11.4	6.207000000000001	7.9639999999999995	8.852	7.551	9.175	5.843	10.554	10.629000000000001	6.127999999999999	8.148	8.027000000000001	7.192	8.621	5.437	10.196	11.452
41.00754	9.037	25.046	16.735	26.253	8.808	9.076	6.843999999999999	14.075999999999999	9.59	23.753	15.87	26.555	8.592	9.041	7.062	15.202	8.599	25.838	18.73	26.585	8.777999999999999	9.427	6.742999999999999	13.855	6.496	8.788	9.132	7.501	9.621	6.412999999999999	10.67	11.465	6.207000000000001	8.253	8.594	7.712000000000001	9.336	5.94	10.587	10.919	6.127999999999999	8.052	8.252	7.642	8.846	6.017	10.389000000000001	11.87
41.17424	9.158999999999999	25.095	16.769000000000002	25.944000000000003	8.902999999999999	8.715	7.0729999999999995	14.012	9.262	23.859	15.805	26.664	8.429	9.133	6.5520000000000005	15.243	9.309	25.915	18.799	26.888	8.711	9.615	7.156000000000001	13.597999999999999	6.5520000000000005	8.619	9.415	7.912000000000001	9.261000000000001	6.532	10.214	11.429	6.388999999999999	7.9879999999999995	8.618	7.671	9.104	6.059	10.968	11.014000000000001	6.251	8.334	8.277000000000001	7.57	9.162	5.781000000000001	10.546	11.222999999999999
41.34098	9.47	25.263	16.313	26.142	9.025	8.865	7.004	14.394	9.541	23.601999999999997	16.250999999999998	26.894000000000002	8.388	9.381	6.872000000000001	15.210999999999999	9.594	25.95	18.732	26.666999999999998	8.831	9.571	6.952000000000001	14.300999999999998	6.732	8.381	9.241	7.7379999999999995	9.347000000000001	6.485	10.752	11.42	6.246	7.846	8.605	7.625	9.125	6.303999999999999	11.087	11.425	6.273	8.16	8.167	7.4270000000000005	8.795	5.8629999999999995	10.632	11.536
41.50756	8.455	24.944000000000003	16.454	26.373	8.426	8.656	6.854	14.599	9.654	23.513	16.167	26.899	8.241	8.849	6.624	15.057	9.412	25.73	18.581	26.801	8.91	9.781	6.71	14.088	6.621	8.527999999999999	9.065	7.723	9.621	6.632999999999999	10.606	11.402999999999999	6.2	8.283	8.687000000000001	7.675	9.302999999999999	6.193	10.78	11.02	6.515	7.888	8.443	7.187	8.651	5.657	10.454	12.067
41.67434	9.209	25.066	17.135	26.046	8.917	8.988999999999999	7.148	14.475	8.731	23.930999999999997	15.818	27.12	8.443	9.246	7.013	15.862	8.87	25.951999999999998	19.132	27.28	8.854	9.953	7.204	14.19	6.6339999999999995	8.605	8.917	7.479	9.342	6.551	10.874	11.412	6.119	8.199	8.572000000000001	7.85	9.346	6.239	10.855	11.189	5.945	8.222999999999999	8.681000000000001	7.652	8.533999999999999	6.026	10.432	11.882
41.84086	9.373	25.134	16.602999999999998	25.884	8.347000000000001	8.767999999999999	7.391	14.425999999999998	8.895	23.893	16.348	26.604	8.84	9.156	7.13	15.597999999999999	8.658	26.208000000000002	19.215999999999998	27.215	9.218	9.571	6.726	14.204	6.635	8.478	9.37	7.641	9.443999999999999	6.742999999999999	10.752	11.356	6.504	8.104	8.702	7.754	9.189	6.401	11.377	11.135	6.466	7.9670000000000005	8.361	7.33	8.698	6.347	10.181000000000001	11.825999999999999
42.0075	8.852	25.156999999999996	17.015	25.778000000000002	8.825	9.118	6.997000000000001	14.515999999999998	9.052	24.4	16.340999999999998	26.788	8.576	9.182	7.026	16.009	8.942	25.941	19.112000000000002	26.755	9.017999999999999	9.437000000000001	6.752999999999999	14.488	6.727	8.441	8.978	8.088	9.826	6.835	10.682	11.157	6.337999999999999	8.131	8.439	7.685	9.216000000000001	6.202000000000001	11.177999999999999	11.064	6.461	7.769	8.001	7.584	8.855	6.0520000000000005	10.755999999999998	11.82
42.17432	9.142999999999999	25.253	17.08	25.875	9.309	9.118	7.062	14.484000000000002	9.181000000000001	24.206999999999997	16.825	26.982	8.285	8.957	6.671	15.783	8.748	26.101999999999997	19.08	27.109	9.083	9.953	6.85	14.617	7.018	8.472999999999999	8.978	8.184	9.471	6.771	10.424000000000001	11.931	6.337999999999999	8.033999999999999	8.697000000000001	7.523	9.474	6.202000000000001	11.081	11.064	6.461	7.898	7.872000000000001	7.487	8.661	5.7620000000000005	10.627	11.208
42.34093	9.292	25.195999999999998	17.14	26.331	9.172	9.236	6.896	14.737	9.104	24.112	16.4	27.018	8.47	8.785	6.9910000000000005	16.01	9.162	26.041	19.336	27.178	9.139	9.78	7.194	14.418	6.779	8.202	9.45	8.01	9.654	6.659	10.767999999999999	11.276	6.355	8.506	8.652000000000001	7.897	9.495	6.5120000000000005	10.845	11.089	6.289	7.917000000000001	8.182	7.635	8.972000000000001	6.167000000000001	10.455	11.65
42.50765	9.25	25.499000000000002	17.416	26.215999999999998	9.128	9.161	7.011	15.433	9.158999999999999	24.416999999999998	16.967	26.936	8.684	9.29	6.847	16.025	8.536	26.314	19.224	27.224	9.127	9.77	6.667000000000001	14.727	6.672000000000001	8.386000000000001	9.085	8.097000000000001	9.353	6.747000000000001	10.854000000000001	11.652000000000001	6.4110000000000005	7.947	8.642000000000001	7.694	9.42	6.696000000000001	10.705	11.367	6.149	7.875	7.979	7.335	8.671	6.255	10.347000000000001	11.735
42.67432	8.602	25.526999999999997	16.980999999999998	26.474	9.084	8.93	7.059	14.675999999999998	8.318	24.325	16.823	27.065	8.513	9.316	7.212999999999999	16.032	9.102	26.09	18.849	27.353	9.246	9.958	6.8229999999999995	14.745	6.897	8.61	8.825	7.999	9.218	6.845	10.718	11.128	6.574	8.171	8.383	7.8229999999999995	9.448	6.5329999999999995	11.054	10.744000000000002	6.659	8.131	8.718	7.496	9.151	6.127000000000001	10.535	12.049000000000001
42.84103	8.766	24.95	17.384	26.441999999999997	9.062999999999999	8.967	7.011	14.755999999999998	8.9	24.385	16.677	27.194000000000003	8.846	8.902999999999999	7.0729999999999995	16.187	8.729	26.249000000000002	19.385	27.256999999999998	8.933	9.802	6.763	14.727	6.769	8.45	8.762	8.097000000000001	9.837	7.1339999999999995	10.530999999999999	11.845999999999998	6.347	8.302	8.802999999999999	7.532	9.388	6.599	11.673	11.173	6.5360000000000005	8.165	8.366	7.626	8.897	6.352	10.38	11.606
43.00767	8.567	25.296999999999997	17.415	26.666	9.138	9.215	7.3629999999999995	14.564	9.28	24.266	16.969	27.323	8.375	9.277000000000001	6.935	16.07	8.766	26.221	18.926	27.031999999999996	8.948	9.793	7.011	14.408	6.606	8.093	9.081	8.254	9.502	6.91	10.615	11.57	6.447	8.073	8.767999999999999	7.372000000000001	9.443999999999999	6.597	10.822000000000001	11.248	6.525	8.482999999999999	7.943	7.622999999999999	8.826	6.287999999999999	10.367	11.654000000000002
43.17429	8.731	25.397	17.168	26.561999999999998	9.359	8.805	7.506	14.991	8.478	24.081	16.782	27.087	8.591000000000001	9.195	7.022	16.399	8.769	26.303	18.977999999999998	26.989	9.163	9.834	6.925	15.22	7.056	8.383	8.824	8.062000000000001	9.676	6.968	10.888	11.59	6.372999999999999	8.073	8.639	7.722	9.452	6.724	11.126	11.081	6.632999999999999	8.13	7.846	7.525	9.025	6.314	10.606	11.867
43.34106	8.6	25.682	17.307000000000002	26.554000000000002	9.137	9.095	6.999	15.0	8.54	24.229	18.116	27.304000000000002	8.466000000000001	9.131	7.52	17.291	8.744	26.454	18.991	27.561999999999998	9.296	9.607000000000001	6.957000000000001	14.808	7.085	8.541	9.047	8.35	9.547	7.027	10.889000000000001	11.626	6.593	7.876	8.667	7.847	9.451	6.85	11.58	11.214	6.601	8.71	8.07	7.942	9.023	6.5360000000000005	10.607000000000001	11.805
43.50769	8.453	25.324	17.49	26.679000000000002	9.221	9.144	7.506	15.020999999999999	8.426	24.254	17.587	27.331999999999997	8.84	9.277000000000001	6.766	16.41	8.084	26.643	19.143	27.201	9.573	9.752	6.973	14.99	7.197	8.621	8.835	8.074	9.66	7.202999999999999	10.937999999999999	11.999	6.412999999999999	8.472999999999999	8.682	7.861000000000001	9.499	6.832999999999999	11.402000000000001	11.071	7.006	7.981	8.052	7.892	9.038	6.42	10.365	11.530999999999999
43.67429	8.595	25.252	17.979	26.544	9.39	9.316	7.575	14.734000000000002	8.73	24.706	17.236	27.328000000000003	8.557	9.027999999999999	7.221	16.441	8.349	26.445	19.371	27.455	9.257	9.764	6.79	14.866	7.275	8.342	9.139	8.346	9.639	7.087999999999999	11.11	11.717	6.5889999999999995	7.871	8.662	7.745	9.672	6.91	11.38	10.95	6.952000000000001	8.252	7.676	7.775	9.115	6.337000000000001	10.602	11.864
43.84105	8.192	25.772	17.085	26.807	9.5	9.106	7.553	15.392000000000001	8.585	25.003	17.28	27.623	8.991	9.4	7.102	16.771	8.524	25.997	19.155	27.621	9.272	9.586	7.614	14.943	7.292000000000001	8.586	8.898	8.266	9.234	7.3	11.06	11.699000000000002	6.672999999999999	8.18	8.583	8.022	9.236	6.992999999999999	11.331	11.027999999999999	6.676	8.043	7.921	7.955	9.196	6.614	10.585	11.943
44.00783	8.485	25.583000000000002	17.237000000000002	27.138	9.237	8.978	7.607	15.254000000000001	8.588	24.66	17.368	27.535	9.277999999999999	9.463	6.959	17.043	8.097000000000001	26.654	19.012999999999998	27.63	9.559	9.877	7.484	15.192	7.521	8.008	9.095	8.527000000000001	9.847999999999999	7.273	11.155999999999999	11.664000000000001	7.066	7.86	8.232000000000001	7.897	9.689	6.962999999999999	11.491	11.379000000000001	6.902	7.885	8.279	7.441	9.359	6.845	10.842	12.037
44.17434	8.336	25.447	18.015	26.81	9.533999999999999	9.15	7.9	15.967	8.084	24.691	17.308	27.788	8.672	9.15	7.477	16.525	8.555	26.973000000000003	19.499000000000002	27.529	9.533999999999999	9.663	7.3660000000000005	15.390999999999998	7.242999999999999	8.731	8.946	8.12	9.826	7.1579999999999995	10.907	11.544	6.627999999999999	8.228	9.02	7.685	9.184	6.944	11.307	11.612	7.0089999999999995	7.511	7.776	7.6160000000000005	9.435	6.568	10.949000000000002	12.078
