	MG1655-1	HMDA7-1_1	rpsG1-1	nusA_sspA-1	ybeX-1	mpl-1	rpsG1_ybeX-1	rpsG1_mpl-1	MG1655-2	HMDA7-1_2	rpsG1-2	nusA_sspA-2	ybeX-2	mpl-2	rpsG1_ybeX-2	rpsG1_mpl-2	MG1655-3	HMDA7-1_3	rpsG1-3	nusA_sspA-3	ybeX-3	mpl-3	rpsG1_ybeX-3	rpsG1_mpl-3	rpsG1_ybeX_mpl-1	nusA_sspA_ybeX-1	nusA_sspA_mpl-1	nusA_sspA_ybeX_mpl-1	proV_ptsP-1	proV_ptsP_ybeX-1	proV_ptsP_mpl-1	proV_ptsP_ybeX_mpl-1	rpsG1_ybeX_mpl-2	nusA_sspA_ybeX-2	nusA_sspA_mpl-2	nusA_sspA_ybeX_mpl-2	proV_ptsP-2	proV_ptsP_ybeX-2	proV_ptsP_mpl-2	proV_ptsP_ybeX_mpl-2	rpsG1_ybeX_mpl-3	nusA_sspA_ybeX-3	nusA_sspA_mpl-3	nusA_sspA_ybeX_mpl-3	proV_ptsP-3	proV_ptsP_ybeX-3	proV_ptsP_mpl-3	proV_ptsP_ybeX_mpl-3
8.33896	0.309	1.885	0.413	1.3230000000000002	0.6659999999999999	0.778	1.1079999999999999	1.775	0.374	2.5180000000000002	0.478	0.885	0.517	0.424	1.001	1.2109999999999999	0.342	1.9909999999999999	1.024	0.93	0.6729999999999999	0.585	0.914	0.915	1.375	1.01	1.554	4.3660000000000005	0.799	0.815	0.57	0.7190000000000001	1.393	2.177	1.232	3.694	0.622	0.61	0.542	0.542	1.281	0.831	1.094	1.926	0.47700000000000004	0.442	0.6859999999999999	0.6409999999999999
8.50557	0.3	1.9080000000000001	0.43799999999999994	1.218	0.755	0.835	1.197	1.8630000000000002	0.366	2.699	0.534	0.973	0.54	0.6729999999999999	1.122	1.234	0.298	2.076	1.047	1.016	0.759	0.5760000000000001	0.938	1.002	1.524	1.192	1.48	4.643	0.982	0.74	0.529	0.773	1.479	2.359	1.318	3.779	0.5820000000000001	0.6	0.629	0.501	1.368	0.8220000000000001	1.182	2.269	0.565	0.401	0.581	0.569
8.67227	0.332	2.1	0.503	1.121	0.883	0.7390000000000001	1.2930000000000001	1.767	0.23800000000000002	2.7960000000000003	0.47	0.877	0.636	0.6729999999999999	1.122	1.2990000000000002	0.33	2.1719999999999997	1.143	0.9840000000000001	0.759	0.48	0.938	1.002	1.62	1.16	1.544	4.868	0.789	0.805	0.529	0.677	1.575	2.648	1.222	4.26	0.486	0.6	0.565	0.501	1.561	0.8220000000000001	1.085	2.43	0.565	0.49700000000000005	0.773	0.569
8.83891	0.341	2.334	0.413	1.034	0.762	0.843	1.365	1.775	0.278	3.385	0.574	0.982	0.614	0.585	1.194	1.307	0.24600000000000002	2.4090000000000003	1.1520000000000001	0.93	0.8340000000000001	0.521	1.043	1.043	1.7280000000000002	1.171	1.4569999999999999	4.88	0.799	0.75	0.5379999999999999	0.7829999999999999	1.7790000000000001	2.9810000000000003	1.296	4.433	0.622	0.643	0.574	0.606	1.57	0.799	1.1909999999999998	2.441	0.47700000000000004	0.442	0.589	0.5770000000000001
9.00572	0.335	2.617	0.505	1.06	0.789	0.934	1.392	1.7369999999999999	0.272	3.699	0.633	0.976	0.607	0.611	1.318	1.43	0.302	2.69	1.242	1.084	0.9229999999999999	0.611	1.101	1.23	1.913	1.453	1.6440000000000001	5.643	0.728	0.84	0.628	0.873	1.9969999999999999	3.23	1.386	4.7139999999999995	0.6809999999999999	0.732	0.536	0.536	1.757	0.889	1.281	2.819	0.568	0.5	0.68	0.5720000000000001
9.17236	0.345	2.82	0.44799999999999995	1.068	0.893	0.877	1.367	1.9380000000000002	0.377	3.807	0.6729999999999999	0.92	0.713	0.684	1.39	1.632	0.314	2.798	1.252	1.126	0.8370000000000001	0.588	1.1420000000000001	1.24	1.925	1.496	1.686	5.752000000000001	0.8340000000000001	0.818	0.47700000000000004	0.7859999999999999	2.0069999999999997	3.467	1.396	4.919	0.624	0.6459999999999999	0.6409999999999999	0.44799999999999995	1.83	0.93	1.258	2.862	0.545	0.348	0.6890000000000001	0.579
9.33896	0.345	3.141	0.544	1.133	0.861	0.877	1.5919999999999999	1.777	0.248	4.1930000000000005	0.6729999999999999	1.113	0.81	0.716	1.486	1.632	0.314	3.28	1.252	1.2229999999999999	0.9329999999999999	0.588	1.3030000000000002	1.207	2.1180000000000003	1.7530000000000001	1.6540000000000001	5.848	0.802	0.818	0.541	0.818	2.104	3.917	1.3319999999999999	5.433	0.6890000000000001	0.614	0.5770000000000001	0.545	1.83	0.93	1.258	3.1510000000000002	0.545	0.413	0.6890000000000001	0.579
9.50557	0.239	3.228	0.537	1.06	0.8859999999999999	0.87	1.52	1.93	0.272	4.406000000000001	0.633	1.104	0.8320000000000001	0.708	1.4780000000000002	1.719	0.302	3.4610000000000003	1.242	1.1159999999999999	1.052	0.419	1.3259999999999998	1.23	2.202	1.742	1.676	6.478	0.792	0.8079999999999999	0.46799999999999997	0.777	2.189	4.0969999999999995	1.29	5.774	0.52	0.54	0.568	0.504	2.0140000000000002	1.082	1.185	3.429	0.568	0.436	0.7120000000000001	0.54
9.67233	0.361	3.512	0.555	1.051	1.002	0.889	1.798	1.9509999999999998	0.293	4.825	0.654	0.998	0.826	0.6970000000000001	1.5959999999999999	1.7109999999999999	0.23600000000000002	3.784	1.3319999999999999	1.143	1.079	0.636	1.413	1.32	2.46	1.9969999999999999	1.5090000000000001	7.125	0.818	0.77	0.556	0.898	2.38	4.774	1.413	6.42	0.637	0.727	0.5920000000000001	0.43	2.296	1.202	1.209	3.6210000000000004	0.46299999999999997	0.363	0.735	0.5920000000000001
9.83906	0.341	3.815	0.629	1.062	1.0759999999999998	0.867	1.744	1.8980000000000001	0.304	5.196000000000001	0.794	1.235	0.935	0.643	1.736	1.723	0.284	4.058	1.3769999999999998	1.318	1.254	0.455	1.554	1.3659999999999999	2.542	2.076	1.8119999999999998	7.336	0.863	0.848	0.6	0.846	2.62	5.082	1.3619999999999999	6.695	0.615	0.74	0.603	0.474	2.244	1.311	1.285	4.023	0.667	0.536	0.747	0.603
10.0057	0.32799999999999996	4.155	0.652	1.051	1.163	0.986	2.0869999999999997	2.08	0.358	5.694	0.6859999999999999	1.32	0.922	0.6	1.757	1.9040000000000001	0.23600000000000002	4.524	1.4280000000000002	1.401	1.337	0.54	1.5419999999999998	1.4169999999999998	2.718	2.286	1.6059999999999999	8.09	0.818	0.835	0.556	0.898	2.766	5.45	1.5090000000000001	7.224	0.637	0.5660000000000001	0.46299999999999997	0.43	2.489	1.202	1.305	4.039	0.495	0.46	0.639	0.657
10.17244	0.293	4.542	0.6409999999999999	1.3659999999999999	1.218	0.879	2.1430000000000002	2.008	0.285	6.121	0.807	1.314	0.9840000000000001	0.6559999999999999	1.975	2.029	0.4	4.725	1.392	1.5290000000000001	1.304	0.664	1.633	1.672	2.885	2.611	1.893	9.068999999999999	0.9440000000000001	0.897	0.518	0.862	2.929	5.7170000000000005	1.2819999999999998	7.879	0.6609999999999999	0.693	0.682	0.585	2.7110000000000003	1.3259999999999998	1.3969999999999998	4.397	0.585	0.455	0.826	0.616
10.33899	0.27399999999999997	4.842	0.627	1.188	1.235	0.897	2.256	2.056	0.26899999999999996	6.8660000000000005	0.7909999999999999	1.425	1.0290000000000001	0.64	2.2159999999999997	1.946	0.28	5.246	1.535	1.508	1.25	0.517	1.9369999999999998	1.556	3.053	2.7489999999999997	1.776	9.425	0.925	0.845	0.5	1.004	3.228	6.172000000000001	1.423	8.494	0.613	0.6729999999999999	0.6	0.632	2.7239999999999998	1.34	1.411	4.953	0.568	0.43700000000000006	0.615	0.665
10.50579	0.348	5.433	0.6659999999999999	1.068	1.21	0.904	2.426	2.193	0.406	6.816	0.799	1.4340000000000002	0.9740000000000001	0.648	2.2569999999999997	2.084	0.35600000000000004	6.0329999999999995	1.48	1.551	1.39	0.623	1.979	1.7269999999999999	3.517	3.051	1.722	9.376	0.934	0.887	0.509	0.9490000000000001	3.3360000000000003	6.831	1.53	9.315	0.7170000000000001	0.6829999999999999	0.609	0.38299999999999995	2.927	1.639	1.42	4.901	0.512	0.446	0.753	0.5760000000000001
10.67243	0.461	5.775	0.774	1.179	1.32	0.884	2.536	2.0780000000000003	0.419	8.033	0.877	1.642	1.248	0.629	2.336	2.293	0.408	6.282	1.56	1.633	1.472	0.638	2.0909999999999997	1.776	3.5389999999999997	3.264	1.932	10.24	0.8859999999999999	0.968	0.588	1.03	3.3560000000000003	7.178	1.482	9.824	0.6659999999999999	0.603	0.5920000000000001	0.5589999999999999	3.04	1.655	1.435	5.502000000000001	0.624	0.493	0.768	0.589
10.83903	0.38299999999999995	6.275	0.8290000000000001	1.07	1.245	0.9059999999999999	2.718	2.3569999999999998	0.409	8.432	0.9309999999999999	1.824	1.138	0.6509999999999999	2.55	2.248	0.36	6.521	1.676	1.8119999999999998	1.587	0.722	2.1430000000000002	1.956	3.8110000000000004	3.635	1.919	11.412	0.938	0.955	0.5760000000000001	1.0170000000000001	3.5660000000000003	8.061	1.4680000000000002	10.061	0.72	0.589	0.677	0.741	3.285	1.642	1.4880000000000002	6.0329999999999995	0.612	0.545	0.7559999999999999	0.578
11.00583	0.364	6.582000000000001	0.871	1.114	1.416	0.9159999999999999	2.826	2.271	0.387	9.001	0.877	1.868	1.1840000000000002	0.726	2.658	2.455	0.214	7.057	1.689	1.7619999999999998	1.666	0.638	2.478	1.841	3.926	3.9419999999999997	1.932	12.499	0.8859999999999999	1.001	0.49200000000000005	0.965	3.937	8.307	1.385	11.179	0.634	0.764	0.624	0.753	3.395	1.913	1.5319999999999998	6.728	0.494	0.493	0.768	0.685
11.17246	0.444	6.787000000000001	0.763	1.003	1.5	0.807	2.9730000000000003	2.419	0.27699999999999997	9.491	0.8959999999999999	1.95	1.232	0.648	2.772	2.535	0.259	7.4510000000000005	1.641	1.8090000000000002	1.68	0.623	2.4619999999999997	1.92	4.129	4.243	1.786	12.792	0.87	0.9840000000000001	0.509	1.014	4.335	9.055	1.53	11.828	0.556	0.747	0.512	0.544	3.733	2.026	1.6130000000000002	6.705	0.48	0.478	0.624	0.608
11.33907	0.544	7.662000000000001	0.8290000000000001	1.199	1.535	0.9059999999999999	3.17	2.4859999999999998	0.28	10.27	0.995	2.146	1.3319999999999999	0.748	2.969	2.635	0.263	8.326	1.676	1.845	1.8119999999999998	0.561	2.6260000000000003	2.117	4.327	4.505	1.919	14.7	0.873	0.858	0.512	1.0490000000000002	4.211	9.221	1.5330000000000001	12.382	0.5589999999999999	0.654	0.612	0.58	3.736	2.19	1.6159999999999999	7.193	0.612	0.48100000000000004	0.659	0.772
11.50578	0.332	8.022	0.847	1.053	1.584	0.956	3.345	2.5660000000000003	0.19899999999999998	11.138	0.914	2.3209999999999997	1.4080000000000001	0.6990000000000001	3.1439999999999997	2.7119999999999997	0.272	8.937999999999999	1.625	1.92	1.855	0.639	2.897	2.161	4.75	4.898	1.995	14.501	0.9179999999999999	0.9670000000000001	0.494	1.127	4.604	10.475999999999999	1.4480000000000002	13.12	0.511	0.73	0.594	0.626	4.198	2.074	1.662	8.067	0.498	0.527	0.642	0.595
11.67251	0.361	8.352	0.8370000000000001	1.111	1.64	0.914	3.469	2.591	0.384	11.867	1.1	2.4130000000000003	1.439	0.659	3.4619999999999997	2.839	0.307	9.6	1.75	2.146	1.8880000000000001	0.635	2.958	2.16	4.793	5.228	1.993	16.105999999999998	0.851	0.965	0.585	1.0590000000000002	4.803999999999999	10.947000000000001	1.5430000000000001	14.495999999999999	0.5660000000000001	0.7609999999999999	0.589	0.556	4.263	2.3930000000000002	1.787	8.498	0.49200000000000005	0.45799999999999996	0.765	0.618
11.83922	0.39	9.251	0.995	1.0759999999999998	1.734	0.9109999999999999	3.659	2.717	0.317	13.183	1.097	2.636	1.564	0.6559999999999999	3.6519999999999997	2.932	0.303	9.498	1.876	2.11	2.0780000000000003	0.632	3.052	2.156	5.272	5.611000000000001	2.086	17.293	0.88	0.9620000000000001	0.5820000000000001	1.12	4.896	11.360999999999999	1.5719999999999998	14.684000000000001	0.628	0.596	0.618	0.747	4.646	2.455	1.719	8.622	0.521	0.48700000000000004	0.665	0.7120000000000001
12.00581	0.37	9.883	0.8759999999999999	1.088	1.8090000000000002	0.9209999999999999	4.059	2.793	0.231	13.66	1.109	2.778	1.61	0.667	3.762	3.1069999999999998	0.28600000000000003	11.102	1.954	2.222	2.028	0.677	3.162	2.461	5.614	5.8870000000000005	2.003	19.322	0.9570000000000001	1.104	0.53	1.23	5.591	11.642999999999999	1.5859999999999999	16.0	0.542	0.609	0.63	0.6940000000000001	4.629	2.597	1.893	9.384	0.5329999999999999	0.467	0.773	0.723
12.1725	0.374	10.534	1.072	1.09	1.844	0.9229999999999999	4.159	2.99	0.395	14.7	1.305	3.0389999999999997	1.775	0.669	4.088	3.272	0.387	11.205	1.9569999999999999	2.516	2.29	0.648	3.585	2.5610000000000004	5.425	6.602	2.103	20.912	0.8640000000000001	0.9790000000000001	0.597	1.136	5.596	13.198	1.6540000000000001	16.847	0.738	0.71	0.73	0.665	5.084	2.7939999999999996	1.8969999999999998	10.455	0.632	0.502	0.7440000000000001	0.629
12.33921	0.38	11.75	0.956	1.003	1.79	0.775	4.488	2.9989999999999997	0.213	15.517000000000001	1.121	3.207	1.683	0.616	4.319	3.341	0.38799999999999996	12.382	1.963	2.5180000000000002	2.26	0.623	3.8160000000000003	2.6289999999999996	6.127000000000001	7.337000000000001	2.109	22.364	0.934	0.9840000000000001	0.573	1.143	5.85	13.437999999999999	1.5619999999999998	18.435	0.556	0.65	0.5770000000000001	0.6409999999999999	5.247000000000001	3.025	1.903	10.669	0.512	0.446	0.721	0.8009999999999999
12.50595	0.35100000000000003	11.949000000000002	1.1520000000000001	1.07	2.051	0.9059999999999999	4.781000000000001	3.002	0.28	16.91	1.382	3.435	1.848	0.715	4.645	3.634	0.19899999999999998	13.033	1.9340000000000002	2.522	2.199	0.6579999999999999	3.9160000000000004	2.633	6.455	7.245	2.305	23.660999999999998	0.873	1.084	0.5760000000000001	1.339	6.306	14.282	1.7590000000000001	19.087	0.623	0.6859999999999999	0.773	0.741	5.477	3.0610000000000004	1.9069999999999998	11.448	0.418	0.48100000000000004	0.7559999999999999	0.675
12.67255	0.361	13.578	1.062	1.015	1.93	0.978	4.888	3.139	0.28800000000000003	17.641	1.3259999999999998	3.833	1.89	0.7559999999999999	4.784	3.7739999999999996	0.46799999999999997	13.6	2.138	2.759	2.469	0.667	3.958	3.031	6.728	7.938	2.187	26.331999999999997	0.7859999999999999	1.062	0.489	1.252	6.513	15.367	1.8659999999999999	20.367	0.728	0.664	0.718	0.685	5.779	3.3289999999999997	2.077	12.304	0.42700000000000005	0.5539999999999999	0.732	0.586
12.83931	0.306	14.175999999999998	1.102	1.023	2.0669999999999997	0.9209999999999999	5.027	3.148	0.295	19.019000000000002	1.399	4.23	1.9969999999999999	0.764	4.956	4.075	0.38299999999999995	15.331	2.051	2.77	2.609	0.774	4.421	3.1710000000000003	7.228	8.147	2.229	27.78	0.893	1.104	0.594	1.327	7.141	15.193	1.7790000000000001	20.971999999999998	0.639	0.706	0.6940000000000001	0.6940000000000001	6.5329999999999995	3.63	2.119	13.515999999999998	0.5	0.499	0.838	0.723
13.00591	0.42200000000000004	15.343	1.278	1.04	2.181	0.9359999999999999	5.5	3.6510000000000002	0.311	21.101	1.416	4.284	2.083	0.747	5.107	3.935	0.342	16.213	2.168	3.085	2.6319999999999997	0.6629999999999999	4.345	3.096	7.745	8.987	2.314	30.035	0.88	1.093	0.5479999999999999	1.443	7.461	17.012999999999998	1.8	22.506	0.654	0.823	0.809	0.7120000000000001	7.14	3.91	2.1390000000000002	14.394	0.518	0.5820000000000001	0.759	0.706
13.17257	0.293	14.955	1.213	1.105	2.148	0.903	5.757999999999999	3.522	0.344	22.976	1.5130000000000001	4.8660000000000005	2.116	0.78	5.688	4.129	0.342	17.797	2.168	3.052	2.6	0.696	4.992	3.355	7.971	9.148	2.411	30.680999999999997	0.88	1.19	0.645	1.476	7.364	17.11	1.8969999999999998	24.898000000000003	0.687	0.726	0.615	0.7759999999999999	6.946000000000001	4.136	2.2359999999999998	15.267000000000001	0.55	0.517	0.662	0.8029999999999999
13.33937	0.41200000000000003	16.358	1.206	1.193	2.528	0.993	6.037999999999999	3.8680000000000003	0.239	23.855	1.601	4.92	2.299	0.772	5.968	4.377	0.395	18.291	2.255	3.363	2.8139999999999996	0.589	5.336	3.4730000000000003	8.633	10.101	2.401	34.818000000000005	0.87	1.018	0.539	1.466	8.448	17.637	1.886	26.584	0.55	0.716	0.639	0.8	7.321000000000001	4.2219999999999995	2.323	15.409	0.541	0.379	0.653	0.795
13.50593	0.325	18.447	1.31	1.04	2.665	1.032	6.34	3.78	0.344	26.241	1.642	5.382999999999999	2.2769999999999997	0.8440000000000001	6.27	4.711	0.40700000000000003	19.769000000000002	2.168	3.375	2.891	0.6629999999999999	5.38	3.678	8.941	10.894	2.411	38.407	0.88	1.093	0.612	1.54	8.592	18.241	2.0909999999999997	27.614	0.59	0.629	0.809	0.7120000000000001	7.528	4.395	2.5269999999999997	16.785999999999998	0.615	0.5820000000000001	0.7909999999999999	0.7390000000000001
13.67266	0.4	18.985	1.383	1.113	2.48	1.008	6.642	3.951	0.319	26.98	1.554	5.395	2.417	0.691	6.832000000000001	4.7219999999999995	0.321	21.281	2.275	3.582	3.032	0.511	5.843999999999999	3.9810000000000003	9.605	11.332	2.648	40.675	0.89	1.2	0.621	1.615	9.158	19.59	2.101	28.289	0.597	0.736	0.5589999999999999	0.882	8.253	4.794	2.537	17.163	0.6559999999999999	0.591	0.8	0.8109999999999999
13.83935	0.41200000000000003	20.267	1.368	1.128	2.6239999999999997	0.993	6.943	4.159	0.433	29.476	1.6340000000000001	5.856	2.4930000000000003	0.772	7.002000000000001	5.023	0.33	22.749000000000002	2.384	3.719	3.105	0.557	6.2410000000000005	3.99	9.763	11.651	2.627	42.732	1.0	1.179	0.636	1.5630000000000002	9.998	20.317999999999998	2.08	29.943	0.679	0.91	0.639	0.897	8.613	5.159	2.7110000000000003	18.574	0.541	0.67	0.685	0.731
14.00606	0.32799999999999996	22.01	1.41	0.946	2.733	0.9059999999999999	7.475	4.495	0.314	31.035999999999998	1.742	6.454	2.636	0.685	7.47	5.329	0.41	23.301	2.397	3.864	3.088	0.602	6.386	4.102	10.498	12.095999999999998	2.835	41.168	0.883	1.193	0.615	1.673	10.117	21.191	2.256	31.568	0.6890000000000001	0.633	0.521	0.812	8.923	5.433	2.886	20.188	0.5529999999999999	0.585	0.762	0.838
14.17273	0.425	23.886	1.604	1.043	2.798	1.003	7.766	4.883	0.41100000000000003	32.038000000000004	1.839	6.68	2.636	0.75	7.632000000000001	5.7170000000000005	0.507	26.276	2.559	4.155	3.3789999999999996	0.602	6.742000000000001	4.296	11.048	13.454	2.997	38.580999999999996	1.013	1.3219999999999998	0.7120000000000001	1.8019999999999998	10.699000000000002	21.773000000000003	2.2880000000000003	32.732	0.657	0.924	0.715	1.006	9.602	5.854	2.853	21.643	0.521	0.488	0.762	0.838
14.33947	0.701	25.221999999999998	1.584	1.122	2.9739999999999998	0.95	8.11	4.705	0.424	34.325	2.113	7.284	2.719	0.763	7.847	5.931	0.365	28.169	2.512	4.176	3.529	0.682	7.053999999999999	4.575	10.885	14.555	2.918	37.864000000000004	0.997	1.405	0.63	1.916	11.99	23.595	2.371	34.63	0.605	0.8109999999999999	0.762	0.794	10.273	6.069	3.065	22.752	0.632	0.536	0.873	0.9159999999999999
14.50618	0.526	26.699	1.6	1.042	3.1860000000000004	1.03	8.847999999999999	5.114	0.34299999999999997	36.11	2.0340000000000003	7.796	2.969	0.715	8.942	6.474	0.45299999999999996	28.521	2.63	4.688	3.877	0.733	7.468	4.632	11.83	14.562999999999999	3.069	37.774	0.919	1.361	0.6809999999999999	1.9369999999999998	12.415	23.649	2.425	35.735	0.7829999999999999	0.8320000000000001	0.6829999999999999	0.845	10.887	6.742000000000001	3.1180000000000003	24.975	0.488	0.5539999999999999	0.826	0.835
14.67275	0.425	28.412	1.604	1.043	3.153	1.035	9.157	5.1739999999999995	0.249	38.149	2.0980000000000003	8.652999999999999	3.089	0.75	8.926	6.331	0.313	31.546999999999997	2.688	4.834	3.7030000000000003	0.6659999999999999	7.744	4.814	13.376	14.877	3.2230000000000003	39.001	0.9159999999999999	1.3219999999999998	0.648	1.899	12.122	26.009	2.5789999999999997	38.486999999999995	0.754	0.794	0.65	1.006	11.120999999999999	6.63	3.241	24.489	0.618	0.617	0.762	0.903
14.83952	0.48	29.483	1.693	1.196	3.241	1.124	9.855	5.357	0.306	37.821999999999996	2.315	8.865	3.4010000000000002	0.677	9.72	6.901	0.39899999999999997	32.419000000000004	2.84	5.112	4.078	0.6890000000000001	8.345	5.092	13.42	15.729000000000001	3.2769999999999997	38.965	0.97	1.3119999999999998	0.606	1.954	12.879000000000001	29.276	2.633	37.417	0.649	0.8809999999999999	0.609	0.9640000000000001	11.655	7.1339999999999995	3.425	26.11	0.609	0.511	0.753	0.83
15.00618	0.435	31.644000000000002	1.806	1.213	3.4539999999999997	0.9129999999999999	10.011000000000001	5.605	0.419	38.38	2.1069999999999998	9.799	3.424	0.79	9.942	6.862	0.42200000000000004	33.747	2.861	5.462000000000001	4.006	0.708	8.728	5.085	14.140999999999998	16.483	3.59	38.067	0.9259999999999999	1.3330000000000002	0.818	2.168	14.729000000000001	32.476	2.784	39.721	0.794	0.934	0.627	1.015	12.658	7.29	3.478	28.43	0.529	0.594	0.868	0.846
15.17283	0.4	34.157	1.8359999999999999	1.0490000000000002	3.677	1.008	10.718	5.925	0.41600000000000004	38.497	2.363	10.927	3.323	0.755	11.199000000000002	7.472	0.321	37.003	2.889	5.652	3.937	0.6729999999999999	9.273	5.792999999999999	15.137	16.734	3.716	37.538000000000004	0.987	1.3940000000000001	0.7509999999999999	2.165	14.56	34.665	2.975	39.288000000000004	0.597	0.898	0.721	0.9790000000000001	13.395999999999999	7.965	3.928	28.906	0.526	0.591	0.67	0.941
15.33956	0.345	35.095	1.94	1.122	3.719	1.112	10.959000000000001	6.227	0.262	38.63	2.437	11.071	3.594	0.763	10.728	7.744	0.462	37.492	3.094	6.313	4.4030000000000005	0.682	9.773	6.129	16.906	18.148	3.824	38.641	0.932	1.34	0.5660000000000001	2.208	15.907	35.67	3.083	43.177	0.767	0.8440000000000001	0.633	1.3769999999999998	13.867	8.14	4.0680000000000005	29.324	0.632	0.6	0.7759999999999999	0.9490000000000001
15.50631	0.345	37.102	2.102	1.122	4.01	0.95	11.639000000000001	6.324	0.36	39.31	2.469	11.751	3.6260000000000003	0.893	11.635	8.23	0.365	39.597	3.094	6.443	4.5969999999999995	0.617	10.129	6.0	17.003	18.893	4.018	38.253	0.9	1.405	0.727	2.4019999999999997	16.781	35.509	3.245	41.04	0.799	0.9079999999999999	0.762	1.0859999999999999	14.773	8.238	4.133	30.456999999999997	0.665	0.6	0.7759999999999999	0.852
15.6729	0.42200000000000004	40.161	2.113	1.069	3.8930000000000002	1.057	12.177	6.728	0.435	38.809	2.5789999999999997	12.712	3.8360000000000003	0.8059999999999999	12.238	8.345	0.284	39.064	3.076	7.1739999999999995	4.42	0.727	10.797	6.601	17.811	19.215999999999998	4.196000000000001	37.717	0.9129999999999999	1.419	0.74	2.5780000000000003	17.49	34.583	3.293	41.382	0.778	0.922	0.742	1.13	15.705	8.807	4.537	31.146	0.644	0.515	0.7879999999999999	1.121
15.83955	0.348	37.243	2.202	1.06	4.11	1.0170000000000001	13.100999999999999	6.9110000000000005	0.524	38.546	2.764	13.667	3.9539999999999997	0.7659999999999999	13.290999999999999	8.979	0.369	38.929	3.292	7.354	4.828	0.782	11.073	6.879	18.662	20.26	4.281000000000001	40.629	1.0	1.505	0.6659999999999999	2.697	18.796	36.006	3.573	41.343999999999994	0.6729999999999999	1.0090000000000001	0.6679999999999999	1.186	16.463	9.116	4.784	34.676	0.5710000000000001	0.539	0.715	0.951
16.00621	0.36700000000000005	39.225	2.4130000000000003	1.1420000000000001	4.13	1.032	12.776	6.772	0.37799999999999995	38.911	2.945	14.187999999999999	3.945	0.782	13.519	9.397	0.392	40.95	3.508	7.837999999999999	5.114	0.7040000000000001	12.11	7.004	20.948	20.925	4.5969999999999995	38.92	1.02	1.5590000000000002	0.846	2.8160000000000003	19.523	36.531	3.758	41.745	0.688	0.965	0.848	1.399	17.442	9.502	5.197	35.036	0.588	0.557	0.797	1.032
16.17286	0.354	38.562	2.3369999999999997	1.0659999999999998	4.279	0.958	13.468	7.372000000000001	0.43200000000000005	38.084	2.77	15.265999999999998	4.156000000000001	0.804	14.047	9.41	0.474	39.149	3.429	8.238	5.129	0.789	12.379000000000001	7.309	20.978	21.184	4.872	37.155	0.9420000000000001	1.5119999999999998	0.672	2.963	21.014	36.58	3.937	41.758	0.71	0.919	0.7390000000000001	1.3219999999999998	18.29	9.807	5.212999999999999	38.975	0.5760000000000001	0.61	0.72	1.022
16.33962	0.42200000000000004	39.254	2.405	1.1340000000000001	4.541	1.057	14.315	7.473	0.24100000000000002	37.967	2.935	15.888	4.322	0.774	14.182	9.48	0.381	38.87	3.627	8.535	5.36	0.727	12.870999999999999	7.605	22.055999999999997	22.131999999999998	5.071000000000001	37.134	0.945	1.516	0.675	3.097	21.346	35.458	3.9410000000000003	41.415	0.713	0.857	0.645	1.227	20.015	10.46	5.768	38.825	0.579	0.5479999999999999	0.723	1.057
16.50634	0.439	38.016	2.516	1.051	4.8180000000000005	1.037	15.575999999999999	7.752000000000001	0.28600000000000003	39.26	3.0810000000000004	17.055	4.44	0.723	15.898	10.931	0.368	39.711	3.6460000000000004	9.048	5.285	0.743	13.515	7.856	23.074	23.926	5.675	36.349000000000004	0.929	1.5330000000000001	0.755	3.2769999999999997	22.88	37.333	4.35	42.321999999999996	0.7909999999999999	1.037	0.789	1.535	20.051	10.777999999999999	5.886	39.632	0.562	0.66	0.835	1.135
16.67295	0.474	38.125	2.519	0.956	4.9510000000000005	1.072	16.717	8.568	0.289	38.429	3.182	18.425	4.736000000000001	0.823	15.904000000000002	10.937000000000001	0.469	39.302	3.6489999999999996	9.573	5.646	0.8109999999999999	14.495	8.51	25.906	26.174	6.004	38.080999999999996	0.965	1.764	0.758	3.3139999999999996	24.381	36.664	4.354	40.648	0.9229999999999999	1.04	0.857	1.4080000000000001	21.486	11.075	6.02	39.742	0.662	0.728	0.741	1.138
16.8397	0.28600000000000003	38.148	2.8810000000000002	1.092	4.86	1.045	16.892	8.706	0.262	39.005	3.4810000000000003	18.958	4.809	0.893	17.247	11.532	0.41200000000000003	39.522	3.852	9.972999999999999	5.882999999999999	0.8170000000000001	14.409	8.748	26.12	30.479	6.175	36.449	0.9390000000000001	1.642	0.667	3.5810000000000004	25.308000000000003	35.909	4.849	40.835	0.701	0.852	0.701	1.544	22.215999999999998	11.703	6.45	40.936	0.7	0.735	0.8440000000000001	1.143
17.00631	0.44799999999999995	38.245	2.719	1.092	5.2170000000000005	0.98	17.930999999999997	9.031	0.359	38.161	3.5780000000000003	19.932000000000002	5.069	0.7959999999999999	17.669	12.148	0.47700000000000004	38.061	4.046	10.363	6.4670000000000005	0.8170000000000001	15.187999999999999	9.137	29.171999999999997	33.563	6.37	36.741	0.9390000000000001	1.8359999999999999	0.7959999999999999	3.7760000000000002	25.6	37.532	5.109	41.095	0.7340000000000001	1.047	0.7659999999999999	1.7069999999999999	22.605999999999998	12.675999999999998	7.132000000000001	39.897	0.6679999999999999	0.54	0.747	1.2409999999999999
