	MG1655-1	HMDA7-1_1	rpsG1-1	nusA_sspA-1	ybeX-1	mpl-1	rpsG1_ybeX-1	rpsG1_mpl-1	MG1655-2	HMDA7-1_2	rpsG1-2	nusA_sspA-2	ybeX-2	mpl-2	rpsG1_ybeX-2	rpsG1_mpl-2	MG1655-3	HMDA7-1_3	rpsG1-3	nusA_sspA-3	ybeX-3	mpl-3	rpsG1_ybeX-3	rpsG1_mpl-3	rpsG1_ybeX_mpl-1	nusA_sspA_ybeX-1	nusA_sspA_mpl-1	nusA_sspA_ybeX_mpl-1	proV_ptsP-1	proV_ptsP_ybeX-1	proV_ptsP_mpl-1	proV_ptsP_ybeX_mpl-1	rpsG1_ybeX_mpl-2	nusA_sspA_ybeX-2	nusA_sspA_mpl-2	nusA_sspA_ybeX_mpl-2	proV_ptsP-2	proV_ptsP_ybeX-2	proV_ptsP_mpl-2	proV_ptsP_ybeX_mpl-2	rpsG1_ybeX_mpl-3	nusA_sspA_ybeX-3	nusA_sspA_mpl-3	nusA_sspA_ybeX_mpl-3	proV_ptsP-3	proV_ptsP_ybeX-3	proV_ptsP_mpl-3	proV_ptsP_ybeX_mpl-3
6.6724	0.545	0.575	0.8029999999999999	0.387	0.768	1.122	0.639	1.6059999999999999	0.807	0.29	0.703	0.5479999999999999	0.677	1.189	0.838	1.5130000000000001	0.899	0.574	0.71	0.387	0.867	1.189	0.872	1.3230000000000002	1.065	0.865	0.7659999999999999	0.929	0.41200000000000003	0.773	0.642	0.614	1.065	0.639	0.996	0.961	0.871	0.637	0.767	0.546	1.058	0.897	0.638	0.938	0.645	0.484	0.7340000000000001	0.625
6.83901	0.637	0.313	0.7659999999999999	0.317	0.763	0.9570000000000001	0.635	1.569	0.64	0.479	0.731	0.5760000000000001	0.6729999999999999	1.1520000000000001	0.833	1.347	0.894	0.506	0.802	0.479	0.894	1.1840000000000002	0.77	1.479	1.125	0.7959999999999999	0.825	1.02	0.601	0.865	0.444	0.609	1.028	0.763	0.894	1.117	0.769	0.631	0.73	0.638	1.247	0.731	0.665	0.932	0.64	0.512	0.632	0.618
7.00575	0.7040000000000001	0.47600000000000003	0.8009999999999999	0.41700000000000004	0.7659999999999999	1.12	0.637	1.571	0.74	0.32	0.83	0.578	0.868	1.1540000000000001	0.7709999999999999	1.446	0.929	0.5720000000000001	0.708	0.611	0.768	1.025	0.8370000000000001	1.579	0.934	0.7020000000000001	0.828	1.055	0.5710000000000001	0.7709999999999999	0.478	0.611	1.03	0.733	0.9940000000000001	1.1520000000000001	0.772	0.441	0.6679999999999999	0.705	1.217	0.7979999999999999	0.732	1.032	0.643	0.41700000000000004	0.732	0.654
7.1724	0.654	0.489	0.815	0.431	0.779	1.133	0.521	1.585	0.7559999999999999	0.43200000000000005	1.037	0.657	0.818	1.265	0.98	1.429	0.7170000000000001	0.618	0.915	0.625	0.975	1.104	0.9490000000000001	1.79	1.0759999999999998	0.715	0.748	1.038	0.586	0.6890000000000001	0.654	0.66	1.238	0.748	0.976	1.0390000000000001	0.5920000000000001	0.49	0.682	0.5579999999999999	1.166	0.715	0.747	0.9520000000000001	0.691	0.431	0.6829999999999999	0.675
7.33901	0.718	0.489	0.815	0.496	0.7140000000000001	1.036	0.489	1.811	0.659	0.302	0.843	0.657	0.818	1.3619999999999999	0.948	1.72	0.846	0.488	0.883	0.593	0.975	1.136	0.852	1.435	1.238	1.006	0.9420000000000001	1.071	0.586	0.7859999999999999	0.557	0.563	1.077	0.6829999999999999	0.9109999999999999	1.0390000000000001	0.7859999999999999	0.49	0.65	0.5579999999999999	1.36	0.65	0.6829999999999999	0.887	0.6579999999999999	0.302	0.6509999999999999	0.772
7.50569	0.753	0.426	0.8170000000000001	0.498	0.748	1.071	0.652	1.814	0.758	0.628	0.91	0.595	0.7879999999999999	1.203	0.8859999999999999	1.723	0.816	0.7170000000000001	0.9179999999999999	0.596	0.978	1.139	0.887	1.696	1.078	0.782	0.977	1.041	0.589	0.7240000000000001	0.494	0.5329999999999999	1.273	0.75	1.107	1.171	0.7240000000000001	0.46	0.685	0.625	1.136	0.7170000000000001	0.75	0.987	0.758	0.433	0.7509999999999999	0.5489999999999999
7.67249	0.721	0.491	0.914	0.434	0.716	1.136	0.7170000000000001	2.0069999999999997	0.6609999999999999	0.596	1.0070000000000001	0.821	0.885	1.074	0.983	1.561	0.848	0.684	0.982	0.6920000000000001	0.8809999999999999	1.203	0.8540000000000001	1.696	1.175	0.8140000000000001	1.074	1.17	0.653	0.7240000000000001	0.753	0.9209999999999999	1.4340000000000002	0.75	1.01	1.171	0.627	0.395	0.782	0.722	1.33	0.8140000000000001	0.685	0.987	0.6609999999999999	0.433	0.7829999999999999	0.872
7.83905	0.649	0.42	1.036	0.588	0.774	1.161	0.614	1.903	0.847	0.39399999999999996	0.935	0.878	0.878	1.067	1.0390000000000001	1.9080000000000001	1.003	0.484	1.008	0.782	0.777	1.1320000000000001	1.041	1.59	1.265	0.711	0.871	1.13	0.581	0.7809999999999999	0.584	0.654	1.33	0.775	1.068	1.163	0.684	0.645	0.742	0.521	1.42	0.742	0.6779999999999999	0.882	0.589	0.426	0.6459999999999999	0.765
8.00574	0.76	0.433	0.9540000000000001	0.5379999999999999	0.755	1.175	0.627	2.015	0.7340000000000001	0.635	1.046	0.6990000000000001	0.795	1.178	1.055	1.7630000000000001	0.758	0.626	0.892	0.991	0.823	1.146	1.056	1.705	1.182	0.9179999999999999	0.986	1.0490000000000002	0.596	0.635	0.469	0.768	1.3769999999999998	0.6920000000000001	1.115	1.05	0.505	0.40399999999999997	0.8540000000000001	0.7290000000000001	1.337	0.7240000000000001	0.757	0.963	0.7979999999999999	0.505	0.662	0.657
8.17239	0.857	0.53	1.148	0.5379999999999999	0.787	1.175	0.627	2.112	0.7340000000000001	0.6679999999999999	1.143	0.6990000000000001	0.924	1.3719999999999999	0.958	1.7630000000000001	1.0170000000000001	0.529	0.925	0.8290000000000001	0.823	1.2429999999999999	0.9590000000000001	1.834	1.2790000000000001	0.8859999999999999	1.147	1.081	0.434	0.732	0.501	0.735	1.474	0.757	1.212	1.05	0.6990000000000001	0.565	0.6920000000000001	0.665	1.369	0.659	0.8540000000000001	0.963	0.701	0.311	0.759	0.851
8.33922	0.8079999999999999	0.418	1.001	0.585	0.772	1.127	0.741	2.095	0.845	0.521	1.095	0.9079999999999999	0.9079999999999999	1.258	0.94	1.906	0.8390000000000001	0.6759999999999999	1.102	0.8759999999999999	0.872	1.291	0.941	1.91	1.425	0.773	0.965	1.127	0.611	0.7140000000000001	0.5820000000000001	0.7490000000000001	1.651	0.741	1.162	1.128	0.682	0.578	0.772	0.7120000000000001	1.45	0.643	0.8370000000000001	1.137	0.78	0.392	0.74	0.826
8.5057	0.753	0.491	1.14	0.6920000000000001	0.845	1.265	0.7170000000000001	2.104	0.855	0.66	1.136	1.015	1.014	1.203	1.047	1.9169999999999998	0.816	0.62	1.079	0.8859999999999999	0.8809999999999999	1.203	0.951	1.89	1.466	0.976	1.139	1.2670000000000001	0.621	0.595	0.591	0.8240000000000001	1.4669999999999999	0.75	1.204	0.977	0.53	0.6859999999999999	0.782	0.56	1.524	0.652	0.847	0.987	0.6609999999999999	0.498	0.557	0.6459999999999999
8.6725	0.8220000000000001	0.431	1.113	0.6970000000000001	0.85	1.2690000000000001	0.851	2.174	0.828	0.762	1.1079999999999999	0.987	0.89	1.369	1.15	2.051	0.853	0.5920000000000001	1.181	0.988	0.9179999999999999	1.2409999999999999	1.053	2.025	1.4709999999999999	0.9159999999999999	1.08	1.175	0.593	0.7290000000000001	0.564	0.862	1.7619999999999998	0.852	1.274	1.176	0.7290000000000001	0.466	0.754	0.8240000000000001	1.561	0.851	0.9490000000000001	0.8959999999999999	0.602	0.502	0.7879999999999999	0.75
8.83923	0.85	0.523	1.205	0.8220000000000001	0.748	1.136	0.7170000000000001	2.298	0.92	0.725	1.136	0.821	0.885	1.268	0.95	1.9169999999999998	0.848	0.7170000000000001	1.208	1.016	0.978	1.203	1.048	2.181	1.4340000000000002	0.8140000000000001	1.074	1.235	0.589	0.6920000000000001	0.6559999999999999	0.6629999999999999	1.6280000000000001	0.879	1.2690000000000001	1.138	0.6920000000000001	0.654	0.75	0.56	1.524	0.846	0.782	0.987	0.6609999999999999	0.336	0.654	0.6779999999999999
9.00581	0.76	0.498	1.31	0.797	0.787	1.3359999999999999	0.7240000000000001	2.5	0.7659999999999999	0.765	1.24	0.925	0.924	1.3719999999999999	1.185	2.0540000000000003	0.855	0.723	1.3769999999999998	1.088	0.92	1.308	1.088	2.19	1.4409999999999998	0.821	1.341	1.34	0.596	0.8290000000000001	0.598	0.735	1.733	0.951	1.212	1.179	0.634	0.40399999999999997	0.757	0.7290000000000001	1.66	0.7559999999999999	0.887	0.963	0.863	0.634	0.662	0.754
9.17274	0.847	0.489	1.3	0.787	0.7140000000000001	1.23	0.909	2.425	0.659	0.8190000000000001	1.2309999999999999	1.109	0.883	1.459	1.1740000000000002	2.1719999999999997	1.0070000000000001	0.618	1.271	1.11	0.9109999999999999	1.395	1.175	2.307	1.528	0.877	1.168	1.168	0.6509999999999999	0.722	0.654	0.757	1.755	0.941	1.2990000000000002	1.071	0.818	0.748	0.779	0.7190000000000001	1.844	0.8440000000000001	0.8759999999999999	0.9840000000000001	0.691	0.5920000000000001	0.78	0.643
9.33926	0.8170000000000001	0.426	1.399	0.919	0.845	1.329	0.9109999999999999	2.6210000000000004	0.9520000000000001	0.8220000000000001	1.297	1.079	0.7879999999999999	1.3969999999999998	1.2409999999999999	2.369	1.01	0.7170000000000001	1.305	1.177	1.01	1.3969999999999998	1.081	2.375	1.5630000000000002	0.976	1.235	1.235	0.589	0.821	0.688	0.727	1.8219999999999998	1.041	1.2690000000000001	1.268	0.7240000000000001	0.557	0.846	0.56	1.847	0.8140000000000001	0.9440000000000001	1.052	0.693	0.433	0.6859999999999999	0.743
9.506	0.815	0.521	1.429	0.8190000000000001	1.037	1.36	1.038	2.909	0.7559999999999999	0.948	1.295	1.1740000000000002	1.012	1.4909999999999999	1.239	2.431	0.846	0.7140000000000001	1.368	1.207	0.9109999999999999	1.395	1.175	2.307	1.561	1.006	1.3619999999999999	1.264	0.6509999999999999	0.7859999999999999	0.654	0.7240000000000001	1.8519999999999999	0.9740000000000001	1.2990000000000002	1.168	0.722	0.49	0.8759999999999999	0.752	1.7469999999999999	0.812	1.038	0.9520000000000001	0.6579999999999999	0.496	0.748	0.546
9.6725	0.8079999999999999	0.6759999999999999	1.2919999999999998	0.8440000000000001	0.8370000000000001	1.4169999999999998	0.934	2.805	0.812	1.038	1.482	1.102	0.94	1.3869999999999998	1.36	2.261	0.9359999999999999	0.772	1.393	1.36	1.033	1.614	1.232	2.556	1.8119999999999998	1.0959999999999999	1.3530000000000002	1.45	0.579	0.8109999999999999	0.647	0.716	2.0380000000000003	0.966	1.3880000000000001	1.2570000000000001	0.779	0.546	0.8370000000000001	0.615	1.805	0.708	0.9329999999999999	1.04	0.6829999999999999	0.489	0.578	0.47
9.83929	0.825	0.595	1.4069999999999998	0.862	0.884	1.3359999999999999	1.047	2.694	0.96	0.9259999999999999	1.401	1.1840000000000002	0.8270000000000001	1.469	1.249	2.539	0.92	0.7879999999999999	1.3769999999999998	1.411	0.92	1.5019999999999998	1.25	2.8369999999999997	1.764	1.08	1.4380000000000002	1.275	0.531	0.8290000000000001	0.6629999999999999	0.768	1.959	0.8859999999999999	1.6	1.244	0.6990000000000001	0.598	0.66	0.665	1.919	0.7559999999999999	0.9840000000000001	0.963	0.701	0.505	0.6940000000000001	0.754
10.00593	0.75	0.521	1.429	1.013	0.94	1.327	0.941	3.0060000000000002	0.95	1.045	1.5859999999999999	1.206	0.9470000000000001	1.459	1.368	2.463	1.04	0.8109999999999999	1.4969999999999999	1.465	0.879	1.492	1.272	2.695	1.754	0.9740000000000001	1.3619999999999999	1.232	0.521	0.6890000000000001	0.654	0.757	2.046	1.038	1.589	1.3619999999999999	0.818	0.49	0.747	0.816	1.9409999999999998	0.8440000000000001	0.973	0.887	0.755	0.33399999999999996	0.586	0.48100000000000004
10.1726	0.8290000000000001	0.631	1.5090000000000001	1.126	0.953	1.47	1.1159999999999999	2.958	0.8690000000000001	1.125	1.6	1.286	0.929	1.506	1.3519999999999999	2.577	0.924	0.825	1.673	1.578	1.216	1.442	1.3519999999999999	2.7460000000000004	1.736	1.02	1.6380000000000001	1.442	0.633	0.802	0.5710000000000001	0.773	2.126	1.053	1.605	1.249	0.833	0.5710000000000001	0.6970000000000001	0.8640000000000001	2.1180000000000003	0.9229999999999999	1.053	1.0659999999999998	0.7709999999999999	0.444	0.667	0.858
10.33931	0.961	0.601	1.544	1.161	0.956	1.699	1.021	3.3480000000000003	0.9359999999999999	1.16	1.699	1.483	0.899	1.476	1.3869999999999998	2.742	0.862	0.892	1.7080000000000002	1.581	1.219	1.541	1.29	2.943	1.771	1.087	1.544	1.38	0.442	0.74	0.67	0.6459999999999999	2.161	1.1520000000000001	1.607	1.446	0.7390000000000001	0.606	0.894	0.769	2.185	0.9570000000000001	1.121	0.972	0.8059999999999999	0.608	0.7020000000000001	0.797
10.50591	1.056	0.631	1.671	1.158	0.953	1.4380000000000002	1.148	3.313	0.772	1.255	1.6	1.48	1.058	1.57	1.3840000000000001	2.8680000000000003	0.9570000000000001	0.986	1.673	1.675	1.216	1.733	1.3519999999999999	2.908	1.8659999999999999	1.085	1.735	1.507	0.763	0.8340000000000001	0.765	0.773	2.2880000000000003	1.247	1.605	1.443	0.736	0.6679999999999999	0.8909999999999999	0.831	2.279	1.117	1.053	1.0979999999999999	0.7070000000000001	0.444	0.7959999999999999	0.696
10.67271	0.9520000000000001	0.625	1.663	1.15	0.9470000000000001	1.6569999999999998	1.045	3.4989999999999997	0.861	1.344	1.819	1.4080000000000001	1.0190000000000001	1.757	1.376	2.9560000000000004	1.111	0.915	1.666	1.797	1.015	1.6280000000000001	1.28	3.092	1.8259999999999998	1.11	1.662	1.466	0.82	0.826	0.693	0.862	2.28	1.433	1.8559999999999999	1.273	0.7290000000000001	0.498	1.045	0.63	2.3040000000000003	1.045	1.143	1.09	0.893	0.43799999999999994	0.853	0.6859999999999999
10.83946	0.855	0.754	1.663	1.3119999999999998	0.9470000000000001	1.528	1.109	3.338	0.861	1.4409999999999998	1.722	1.6019999999999999	1.0190000000000001	1.692	1.4409999999999998	2.9560000000000004	1.047	0.98	1.666	1.9909999999999999	1.209	1.919	1.3769999999999998	3.1239999999999997	2.02	1.369	1.8230000000000002	1.4340000000000002	0.593	0.9229999999999999	0.693	0.765	2.28	1.239	1.8559999999999999	1.37	0.632	0.498	0.884	0.856	2.369	1.013	1.143	0.993	0.6990000000000001	0.502	0.7879999999999999	0.847
11.00607	0.937	0.6759999999999999	1.712	1.296	0.966	1.514	1.354	3.483	1.006	1.5219999999999998	1.7719999999999998	1.683	1.1340000000000001	1.6780000000000002	1.36	3.1319999999999997	1.033	0.966	1.715	1.942	1.097	1.6780000000000002	1.4580000000000002	3.266	2.199	1.29	1.9340000000000002	1.45	0.611	0.875	0.7759999999999999	0.652	2.5540000000000003	1.2570000000000001	1.8719999999999999	1.321	0.617	0.384	0.8690000000000001	0.615	2.386	1.031	1.192	1.169	0.6829999999999999	0.424	0.74	0.7290000000000001
11.17269	0.914	0.75	1.851	1.403	1.072	1.556	1.266	3.5260000000000002	0.855	1.694	1.879	1.693	0.95	1.849	1.4669999999999999	2.886	1.042	0.975	1.8219999999999998	2.147	1.107	1.9140000000000001	1.662	3.312	2.145	1.2990000000000002	2.14	1.558	0.589	0.9179999999999999	0.753	0.727	2.501	1.364	1.9469999999999998	1.3319999999999999	0.7240000000000001	0.557	0.782	0.851	2.461	1.04	1.331	1.149	0.6609999999999999	0.433	0.7509999999999999	0.6459999999999999
11.33942	0.855	0.722	1.921	1.4409999999999998	1.173	1.56	1.206	3.532	0.828	1.635	1.819	1.893	1.148	1.692	1.4409999999999998	3.28	1.014	1.1740000000000002	1.9240000000000002	2.281	1.1440000000000001	1.693	1.409	3.318	2.053	1.401	2.082	1.66	0.626	0.826	0.758	0.765	2.571	1.466	2.147	1.564	0.6970000000000001	0.66	0.884	0.759	2.401	1.207	1.337	1.1540000000000001	0.7959999999999999	0.502	0.7879999999999999	0.653
11.50614	1.044	0.75	1.819	1.436	0.975	1.556	1.331	4.011	1.0170000000000001	1.8230000000000002	2.041	1.984	1.046	1.946	1.5	3.338	0.945	1.072	2.016	2.34	1.107	1.72	1.4680000000000002	3.861	2.5	1.59	2.14	1.6869999999999998	0.589	0.821	0.591	0.8240000000000001	2.694	1.558	2.238	1.462	0.7240000000000001	0.6859999999999999	0.879	0.9159999999999999	2.687	1.137	1.2990000000000002	1.084	0.887	0.498	0.7509999999999999	0.775
11.67278	1.016	0.9159999999999999	2.051	1.6030000000000002	0.9470000000000001	1.6569999999999998	1.271	3.952	0.861	2.023	2.013	2.0869999999999997	1.051	1.692	1.57	3.571	1.014	1.109	2.021	2.508	1.047	1.8869999999999998	1.571	3.7710000000000004	2.246	1.4980000000000002	2.373	1.66	0.723	0.826	0.79	0.927	2.7969999999999997	1.433	2.47	1.564	0.6970000000000001	0.595	1.078	0.727	2.7889999999999997	1.11	1.595	1.1540000000000001	0.7959999999999999	0.43799999999999994	0.885	0.782
11.83952	0.919	0.851	2.051	1.635	0.9790000000000001	1.69	1.3359999999999999	4.016	0.925	2.12	1.949	2.184	1.148	1.886	1.6019999999999999	3.7319999999999998	1.014	1.3030000000000002	2.086	2.572	1.209	1.919	1.474	3.965	2.343	1.659	2.5340000000000003	1.66	0.626	0.8909999999999999	0.855	0.733	2.862	1.6269999999999998	2.535	1.564	0.826	0.789	0.948	0.8240000000000001	2.6919999999999997	1.239	1.4980000000000002	1.251	0.86	0.632	0.853	0.6859999999999999
12.0062	1.023	0.955	2.059	1.7730000000000001	1.083	1.794	1.569	4.252	0.966	2.161	2.053	2.1919999999999997	1.058	1.797	1.514	3.742	0.9570000000000001	1.213	2.126	2.678	1.151	2.121	1.579	3.911	2.513	1.6669999999999998	2.641	1.6680000000000001	0.763	0.802	0.797	0.87	2.9019999999999997	1.732	2.6719999999999997	1.767	0.833	0.5710000000000001	0.956	0.7340000000000001	2.862	1.246	1.6030000000000002	1.195	0.804	0.606	0.764	0.7929999999999999
12.17285	0.912	0.8440000000000001	2.204	1.756	1.1340000000000001	1.65	1.361	4.5569999999999995	1.046	2.305	2.0380000000000003	2.272	1.109	1.944	1.4969999999999999	3.658	1.104	1.264	2.1109999999999998	2.7569999999999997	1.202	2.009	1.756	4.277	2.497	1.749	2.815	1.6840000000000002	0.586	0.98	0.75	1.047	2.95	1.652	2.559	1.749	0.722	0.845	0.973	0.7190000000000001	2.975	1.328	1.619	1.34	0.691	0.5920000000000001	0.6829999999999999	0.772
12.33952	0.9540000000000001	0.9179999999999999	2.344	1.864	0.981	1.6269999999999998	1.564	4.4719999999999995	1.057	2.511	2.21	2.316	1.151	1.954	1.67	3.897	1.114	1.305	2.186	2.963	1.244	2.019	1.6059999999999999	4.486000000000001	2.508	1.791	2.861	1.76	0.725	0.894	0.9540000000000001	0.865	3.0580000000000003	1.662	2.764	1.761	0.634	0.598	0.8540000000000001	0.7290000000000001	2.9530000000000003	1.306	1.7919999999999998	1.19	0.669	0.44	0.759	0.754
12.50617	0.961	1.119	2.353	2.0669999999999997	1.15	1.861	1.5390000000000001	4.675	0.9359999999999999	2.552	2.249	2.4859999999999998	1.255	2.0580000000000003	1.8719999999999999	3.8739999999999997	1.056	1.409	2.323	3.005	1.348	2.188	1.6780000000000002	4.691	2.612	1.993	3.13	1.8980000000000001	0.765	0.934	0.7020000000000001	0.841	3.358	1.735	2.9339999999999997	1.834	0.836	0.703	0.894	0.866	3.091	1.443	1.8330000000000002	1.393	0.871	0.608	0.8640000000000001	0.991
12.67291	0.9590000000000001	1.149	2.544	2.225	1.083	1.858	1.7630000000000001	4.737	1.03	2.7430000000000003	2.312	2.612	1.058	2.185	1.902	4.195	1.215	1.472	2.4819999999999998	3.196	1.216	2.186	1.805	4.59	2.707	1.893	3.2560000000000002	1.798	0.8270000000000001	0.705	0.862	0.838	3.484	1.959	2.866	1.9609999999999999	0.7040000000000001	0.797	0.8909999999999999	1.025	3.088	1.6019999999999999	1.895	1.2930000000000001	0.7070000000000001	0.541	0.6990000000000001	0.7929999999999999
12.83951	0.973	1.13	2.5610000000000004	2.2430000000000003	1.064	1.8730000000000002	1.681	4.95	1.047	2.923	2.359	2.694	1.138	2.168	1.919	4.117	1.035	1.5830000000000002	2.595	3.214	1.263	2.234	1.984	4.742	2.82	2.103	3.341	1.976	0.68	0.915	0.8109999999999999	0.887	3.372	1.8769999999999998	3.0780000000000003	1.946	0.816	0.879	0.8740000000000001	0.7490000000000001	3.3960000000000004	1.423	1.847	1.4069999999999998	0.625	0.555	0.878	0.912
13.00632	0.9440000000000001	1.135	2.5269999999999997	2.305	1.2309999999999999	1.9409999999999998	1.716	4.815	1.111	2.984	2.426	2.7889999999999997	1.206	2.137	1.788	4.369	1.104	1.587	2.498	3.565	1.234	2.106	1.886	4.891	2.7880000000000003	2.137	3.4939999999999998	2.04	0.618	1.012	0.847	0.9179999999999999	3.435	2.0069999999999997	3.205	2.008	0.818	0.78	1.038	0.816	3.427	1.425	1.975	1.469	0.852	0.625	0.845	0.9329999999999999
13.17295	0.9520000000000001	1.239	2.665	2.54	1.238	1.8840000000000001	1.821	5.245	1.055	3.219	2.4330000000000003	2.862	1.213	2.177	1.9580000000000002	4.7669999999999995	1.047	1.756	2.603	3.542	1.306	2.113	1.8619999999999999	4.967	2.925	2.144	3.7310000000000003	2.048	0.723	1.085	0.758	0.862	3.637	2.112	3.343	2.211	0.7290000000000001	0.595	0.948	1.05	3.468	1.4969999999999999	2.112	1.4780000000000002	0.7959999999999999	0.535	0.7879999999999999	0.782
13.33958	0.966	1.253	2.844	2.59	1.284	1.963	1.835	5.102	1.136	3.3989999999999996	2.6430000000000002	3.009	1.26	2.225	1.781	4.593	1.125	1.8030000000000002	2.717	3.755	1.3530000000000002	2.42	1.91	5.313	3.233	2.386	3.9139999999999997	2.292	0.6409999999999999	1.004	0.9009999999999999	0.943	3.655	2.225	3.8139999999999996	2.0669999999999997	0.841	0.612	0.996	0.9359999999999999	3.388	1.545	2.227	1.463	0.715	0.451	0.902	0.8690000000000001
13.50631	0.9590000000000001	1.3430000000000002	2.964	2.5810000000000004	1.147	2.247	1.7309999999999999	5.546	1.063	3.6489999999999996	2.603	3.227	1.123	2.315	1.966	4.906000000000001	1.054	1.892	2.87	3.94	1.248	2.283	2.064	4.914	3.1919999999999997	2.443	4.129	2.3480000000000003	0.633	0.996	0.765	1.0	3.937	2.314	3.804	2.22	0.8009999999999999	0.6679999999999999	0.988	0.831	3.3789999999999996	1.6019999999999999	2.315	1.584	0.7070000000000001	0.768	0.764	0.7929999999999999
13.673	1.063	1.4469999999999998	2.9410000000000003	2.784	1.251	2.254	1.868	5.587999999999999	0.941	3.755	2.708	3.301	1.163	2.322	2.072	5.078	1.061	1.964	2.8139999999999996	3.9819999999999998	1.3530000000000002	2.388	2.072	5.507000000000001	3.33	2.484	4.496	2.292	0.835	1.036	0.8690000000000001	1.008	3.946	2.323	4.073	2.326	0.905	0.579	0.899	0.8390000000000001	3.8080000000000003	1.642	2.291	1.5930000000000002	0.779	0.451	0.805	0.7070000000000001
13.83963	1.044	1.59	3.0469999999999997	2.76	1.168	2.137	1.913	5.949	1.0170000000000001	3.988	2.784	3.406	1.305	2.301	1.984	5.051	1.107	2.074	2.986	4.021	1.236	2.5610000000000004	2.082	5.767	3.372	2.559	4.596	2.463	0.718	0.9179999999999999	0.9470000000000001	0.856	3.9219999999999997	2.495	4.177	2.399	0.982	0.654	1.04	0.948	3.688	1.6219999999999999	2.559	1.666	0.693	0.627	0.88	0.872
14.00629	1.0090000000000001	1.587	3.302	2.951	1.328	2.135	1.942	5.752000000000001	1.111	4.211	2.781	3.597	1.3019999999999998	2.46	2.1430000000000002	5.4670000000000005	1.104	2.136	2.886	4.243	1.202	2.59	2.144	5.699	3.4019999999999997	2.718	4.689	2.363	0.715	0.98	0.88	0.983	4.048	2.589	4.1739999999999995	2.525	0.722	0.6509999999999999	0.941	0.816	3.718	1.781	2.556	1.5659999999999998	0.7879999999999999	0.496	0.9420000000000001	0.8690000000000001
14.17295	0.922	1.629	3.3139999999999996	3.125	1.078	2.274	2.049	6.153	1.025	4.321000000000001	2.889	3.674	1.248	2.6	2.0580000000000003	5.3839999999999995	1.0490000000000002	2.275	3.091	4.386	1.405	2.504	2.285	5.811	3.3810000000000002	2.761	4.8660000000000005	2.536	0.628	0.991	0.9540000000000001	0.9940000000000001	4.255	2.6	4.638999999999999	2.634	0.828	0.792	1.048	0.826	3.988	1.953	2.503	1.739	0.7659999999999999	0.6990000000000001	0.856	0.7859999999999999
14.33978	1.023	1.764	3.45	3.1639999999999997	1.244	2.344	2.022	6.257000000000001	1.063	4.684	3.088	3.971	1.4469999999999998	2.7030000000000003	2.193	5.715	1.215	2.4419999999999997	3.355	4.684	1.3459999999999999	2.639	2.193	5.981	3.516	2.929	5.1	2.639	0.8270000000000001	1.125	1.056	1.0	4.164	2.7030000000000003	4.743	2.802	0.833	0.7	1.085	0.9279999999999999	3.9939999999999998	1.9580000000000002	2.7030000000000003	1.8419999999999999	0.804	0.606	0.893	0.858
14.50641	0.9440000000000001	1.91	3.528	3.306	1.2309999999999999	2.329	1.942	6.269	1.111	4.825	3.201	4.0489999999999995	1.3019999999999998	2.687	2.272	5.757999999999999	1.298	2.427	3.177	5.019	1.331	2.59	2.241	6.474	3.563	3.0410000000000004	5.367000000000001	2.654	0.715	0.8190000000000001	0.9440000000000001	1.177	4.436	2.75	5.013999999999999	2.8160000000000003	0.98	0.6509999999999999	0.973	0.816	4.17	1.845	2.847	1.7269999999999999	0.755	0.6890000000000001	1.071	0.7390000000000001
14.67308	0.9470000000000001	1.913	3.661	3.3739999999999997	1.265	2.363	2.074	6.596	1.114	5.313	3.398	4.084	1.305	2.786	2.2430000000000003	5.955	1.203	2.5580000000000003	3.5669999999999997	4.958	1.3980000000000001	2.884	2.276	6.381	3.696	3.109	5.662000000000001	3.012	0.75	1.015	1.044	0.986	4.504	2.947	5.0169999999999995	2.98	0.789	0.6859999999999999	1.04	0.9159999999999999	4.173	2.042	2.915	1.73	0.693	0.595	0.88	0.775
14.83985	1.011	1.945	3.952	3.536	1.2329999999999999	2.4930000000000003	2.526	6.693	1.114	5.507000000000001	3.398	4.408	1.305	2.657	2.372	6.0520000000000005	1.107	2.688	3.535	5.151	1.3980000000000001	2.9810000000000003	2.373	6.446000000000001	3.986	3.238	5.824	2.85	0.653	1.08	0.9790000000000001	0.986	4.504	3.076	5.146	2.98	0.789	0.7509999999999999	1.073	0.722	4.0760000000000005	2.042	3.0439999999999996	1.7630000000000001	0.79	0.6920000000000001	0.977	0.84
15.0064	1.13	2.227	3.948	3.662	1.156	2.418	2.161	6.983	1.041	5.734	3.455	4.437	1.262	2.875	2.302	6.117999999999999	1.3219999999999998	2.906	3.853	5.183	1.355	2.9410000000000003	2.399	6.612	3.818	3.425	6.151	3.1689999999999996	0.8370000000000001	0.9420000000000001	0.904	1.1079999999999999	4.629	3.102	5.371	3.009	0.94	0.5820000000000001	1.063	0.971	4.038	1.9680000000000002	3.071	1.984	0.782	0.648	0.872	0.8079999999999999
