	MG1655-1	HMDA7-1_1	rpsG1-1	nusA_sspA-1	ybeX-1	mpl-1	rpsG1_ybeX-1	rpsG1_mpl-1	MG1655-2	HMDA7-1_2	rpsG1-2	nusA_sspA-2	ybeX-2	mpl-2	rpsG1_ybeX-2	rpsG1_mpl-2	MG1655-3	HMDA7-1_3	rpsG1-3	nusA_sspA-3	ybeX-3	mpl-3	rpsG1_ybeX-3	rpsG1_mpl-3	rpsG1_ybeX_mpl-1	nusA_sspA_ybeX-1	nusA_sspA_mpl-1	nusA_sspA_ybeX_mpl-1	proV_ptsP-1	proV_ptsP_ybeX-1	proV_ptsP_mpl-1	proV_ptsP_ybeX_mpl-1	rpsG1_ybeX_mpl-2	nusA_sspA_ybeX-2	nusA_sspA_mpl-2	nusA_sspA_ybeX_mpl-2	proV_ptsP-2	proV_ptsP_ybeX-2	proV_ptsP_mpl-2	proV_ptsP_ybeX_mpl-2	rpsG1_ybeX_mpl-3	nusA_sspA_ybeX-3	nusA_sspA_mpl-3	nusA_sspA_ybeX_mpl-3	proV_ptsP-3	proV_ptsP_ybeX-3	proV_ptsP_mpl-3	proV_ptsP_ybeX_mpl-3
15.17316	1.016	2.306	4.216	3.736	1.335	2.659	2.338	6.763999999999999	1.055	6.127999999999999	3.4360000000000004	4.673	1.213	3.083	2.443	6.254	1.1440000000000001	2.952	3.832	5.352	1.403	2.9219999999999997	2.476	6.907	4.0569999999999995	3.437	6.511	3.147	0.626	1.085	1.081	1.153	4.736000000000001	3.2439999999999998	5.735	3.213	0.794	0.6920000000000001	1.078	1.147	4.502	2.144	3.115	1.963	0.86	0.535	0.982	0.879
15.33982	1.0490000000000002	2.241	4.475	3.833	1.27	2.498	2.532	7.2170000000000005	1.055	6.484	3.7260000000000004	4.705	1.4069999999999998	2.986	2.378	6.382999999999999	1.208	3.0810000000000004	4.058	5.417000000000001	1.5319999999999998	3.0189999999999997	2.54	7.068	3.992	3.728	6.705	3.341	0.6579999999999999	1.117	1.081	1.056	5.06	3.535	5.897	3.3739999999999997	0.6970000000000001	0.66	1.1420000000000001	1.018	4.405	2.273	3.147	2.124	0.6659999999999999	0.599	0.982	0.879
15.5064	1.0490000000000002	2.435	4.346	4.124	1.238	2.595	2.37	7.4110000000000005	1.119	6.581	3.694	4.867	1.4069999999999998	3.083	2.5069999999999997	6.867999999999999	1.2409999999999999	3.2430000000000003	4.09	5.707999999999999	1.403	3.115	2.67	7.359	4.186	3.793	6.8020000000000005	3.3089999999999997	0.82	1.085	0.79	1.056	4.801	3.438	5.832000000000001	3.471	0.89	0.789	0.981	0.8240000000000001	4.47	2.176	3.406	1.963	0.7959999999999999	0.632	0.7879999999999999	0.976
15.67318	1.036	2.648	4.846	4.172	1.3230000000000002	2.679	2.551	7.553999999999999	1.1059999999999999	7.046	4.1	4.947	1.2329999999999999	3.036	2.557	6.945	1.1320000000000001	3.4219999999999997	4.43	5.722	1.423	3.069	2.72	7.337999999999999	4.43	3.778	7.4910000000000005	3.487	0.743	0.975	1.23	0.977	5.172000000000001	3.552	6.202000000000001	3.552	0.91	0.645	1.065	0.8440000000000001	4.649	2.26	3.4219999999999997	2.205	0.75	0.523	0.872	0.8290000000000001
15.8399	1.045	2.693	4.968	4.3260000000000005	1.2	2.593	2.693	7.5520000000000005	1.1520000000000001	7.308	4.053	5.1339999999999995	1.274	3.181	2.543	7.0120000000000005	1.172	3.503	4.581	6.0760000000000005	1.465	3.15	2.705	7.443	4.221	4.056	7.566	3.638	0.785	1.214	1.11	1.09	5.034	3.798	6.555	3.641	0.953	0.629	1.206	0.8540000000000001	4.7330000000000005	2.305	3.573	2.227	0.828	0.7240000000000001	1.015	0.9229999999999999
16.00664	1.128	2.9360000000000004	5.175	4.4030000000000005	1.348	2.8689999999999998	2.58	8.242	1.168	7.705	4.132	5.211	1.422	3.488	2.687	7.021	1.158	3.7769999999999997	4.853	6.021	1.6119999999999999	3.23	2.752	8.0	4.463	4.199	8.122	3.91	0.738	1.23	1.193	1.202	5.209	3.8760000000000003	6.727	3.88	0.841	0.8059999999999999	1.19	1.033	4.877	2.386	3.716	2.24	0.8759999999999999	0.613	0.9990000000000001	0.966
16.17317	1.148	3.02	5.254	4.58	1.272	2.888	2.793	8.384	1.251	8.072000000000001	4.376	5.517	1.442	3.279	2.6069999999999998	7.098	1.308	4.053999999999999	4.966	6.197	1.405	3.312	2.673	7.751	4.6419999999999995	4.475	8.357999999999999	3.991	0.8220000000000001	1.023	1.083	1.0590000000000002	5.4510000000000005	3.8289999999999997	7.064	3.863	0.828	0.792	1.242	0.9229999999999999	5.346	2.3409999999999997	3.7969999999999997	2.3209999999999997	0.7979999999999999	0.6990000000000001	0.985	0.948
16.33987	1.023	3.219	5.682	4.652	1.439	2.958	2.798	8.101	1.3219999999999998	8.404	4.738	5.4910000000000005	1.4469999999999998	3.576	2.905	7.428999999999999	1.248	4.157	5.426	6.431	1.507	3.286	2.873	8.181000000000001	4.842	4.513999999999999	8.691	4.192	0.8270000000000001	1.028	1.153	1.161	5.49	4.061	7.3629999999999995	4.031000000000001	0.833	0.765	1.247	0.961	5.1579999999999995	2.572	3.997	2.3280000000000003	0.7070000000000001	0.606	0.958	0.89
16.50662	1.026	3.3510000000000004	5.782	4.882	1.376	2.9610000000000003	2.801	8.849	1.26	8.894	4.709	5.721	1.3519999999999999	3.417	2.908	8.242	1.121	4.419	5.428999999999999	6.532	1.5419999999999998	3.677	3.07	8.606	5.039	4.776	8.987	4.292	0.765	0.934	1.188	1.1640000000000001	5.785	3.935	7.4639999999999995	4.229	0.9329999999999999	0.703	1.185	1.028	5.065	2.543	4.033	2.622	0.612	0.511	1.058	0.862
16.67327	1.153	3.575	6.07	5.04	1.374	3.088	2.96	8.716000000000001	1.16	9.277999999999999	4.997	5.7829999999999995	1.4469999999999998	3.608	2.807	7.688	1.151	4.545	5.749	6.851	1.507	3.577	3.0669999999999997	8.957	4.939	4.772	8.982000000000001	4.386	0.763	0.996	1.153	1.161	5.781000000000001	4.223	7.718999999999999	4.258	0.8009999999999999	0.9590000000000001	1.15	1.219	5.547000000000001	2.475	4.127	2.522	0.7709999999999999	0.865	0.958	0.955
16.83991	1.051	3.569	6.354	5.0969999999999995	1.24	3.179	3.181	9.354	1.057	9.786	5.314	6.196000000000001	1.506	3.4730000000000003	2.963	7.874	1.114	4.894	5.645	7.102	1.535	3.571	3.093	8.786	4.6739999999999995	4.798	9.425	4.508	0.758	1.023	1.245	1.35	5.6770000000000005	4.314	8.099	4.638999999999999	0.7959999999999999	0.856	1.145	1.02	5.54	2.535	4.282	2.612	0.7659999999999999	0.602	0.953	0.883
17.0066	1.121	3.866	6.685	5.3629999999999995	1.536	3.185	2.992	9.33	1.16	10.054	5.32	6.268	1.511	3.576	3.196	8.302999999999999	1.248	4.998	6.138	7.24	1.507	3.8680000000000003	3.1639999999999997	9.41	5.165	5.1610000000000005	9.564	4.9030000000000005	1.151	1.093	1.25	1.194	5.943	4.417	8.139	4.711	0.93	0.862	1.344	1.122	5.611000000000001	2.67	4.418	2.6839999999999997	0.7709999999999999	0.639	0.991	0.955
17.17327	1.123	3.966	6.947	5.367000000000001	1.2790000000000001	3.09	3.1889999999999996	9.788	1.26	10.673	5.615	6.466	1.4169999999999998	3.806	3.102	8.533999999999999	1.218	5.26	6.27	7.438	1.607	3.7739999999999996	3.2960000000000003	9.609	5.4270000000000005	5.196000000000001	9.763	5.069	0.927	1.0959999999999999	1.252	1.294	6.367000000000001	4.55	8.629	4.908	0.836	0.703	1.25	1.028	5.841	2.6719999999999997	4.486000000000001	2.719	0.903	0.6409999999999999	0.961	1.088
17.33989	1.153	4.319	7.267	5.557	1.2770000000000001	3.217	3.3480000000000003	10.139	1.127	11.089	5.935	6.494	1.4140000000000001	3.7060000000000004	3.196	9.5	1.215	5.4510000000000005	6.655	7.627999999999999	1.443	3.9	3.39	10.284	5.327000000000001	5.3870000000000005	10.34	5.292000000000001	0.763	1.125	1.379	1.194	6.17	4.611000000000001	8.689	4.905	0.93	0.765	1.2790000000000001	0.961	6.0	2.734	4.644	2.781	0.965	0.606	1.055	0.696
17.50662	1.058	4.419	7.497000000000001	5.6579999999999995	1.4409999999999998	3.3169999999999997	3.5780000000000003	10.564	1.163	11.547	6.229	6.692	1.449	3.806	3.264	9.019	1.412	5.907	6.562	7.599	1.5419999999999998	4.195	3.2960000000000003	10.353	5.46	5.649	10.700999999999999	5.166	0.862	1.031	1.285	1.1640000000000001	6.367000000000001	4.841	8.92	5.297000000000001	0.836	0.865	1.2819999999999998	1.028	5.906000000000001	2.8339999999999996	4.777	2.9130000000000003	0.968	0.8029999999999999	1.058	0.9590000000000001
17.67336	1.016	4.666	7.675	5.773	1.432	3.403	3.469	10.32	1.1520000000000001	11.785	6.571000000000001	6.968	1.536	3.988	3.477	9.325	1.2409999999999999	6.087000000000001	7.097	7.874	1.629	4.085	3.7689999999999997	10.883	5.608	5.83	10.777999999999999	5.475	0.852	0.988	1.3719999999999999	1.379	6.45	4.989	9.388	5.507999999999999	0.9229999999999999	0.8859999999999999	1.369	1.115	6.022	2.92	4.925	3.062	0.86	0.89	0.95	1.041
17.84008	1.026	4.968999999999999	8.08	5.787999999999999	1.344	3.4139999999999997	3.513	11.276	1.163	12.290999999999999	6.294	7.178	1.449	4.0969999999999995	3.49	9.925	1.25	6.425	7.403	7.9879999999999995	1.445	4.195	3.685	11.162	5.4270000000000005	5.779	11.187000000000001	5.78	0.83	1.193	1.382	1.261	6.6579999999999995	4.938	9.502	5.4910000000000005	0.9329999999999999	0.8	1.185	1.06	6.1	2.7689999999999997	4.939	2.8810000000000002	0.903	0.9	1.187	0.9590000000000001
18.00678	1.16	5.17	8.509	6.184	1.5430000000000001	3.678	3.81	11.091	1.168	12.658	6.916	7.2829999999999995	1.422	4.07	3.6910000000000003	10.128	1.255	6.626	7.54	8.19	1.515	4.298	3.7880000000000003	11.788	6.0489999999999995	6.045	11.23	5.982	0.835	1.133	1.2570000000000001	1.364	6.439	5.107	9.705	5.984	1.002	0.7090000000000001	1.255	1.227	5.815	2.969	5.075	3.017	0.909	0.71	1.064	0.966
18.17339	1.1159999999999999	5.477	8.682	6.358	1.531	3.503	3.795	11.456	1.251	13.375	7.221	7.489	1.5390000000000001	4.055	3.7710000000000004	10.526	1.146	7.093	7.973	8.589	1.599	4.315	3.8369999999999997	11.987	5.806	5.93	11.818	6.157	1.016	1.023	1.374	1.4469999999999998	6.712000000000001	5.122000000000001	10.039	6.061	0.7959999999999999	0.856	1.339	1.053	6.218999999999999	2.923	5.316	3.065	0.863	0.763	1.147	1.045
18.34011	1.168	5.666	9.234	6.325	1.3880000000000001	3.8160000000000003	4.013	11.915	1.338	13.808	7.251	7.521	1.526	4.209	3.83	10.725	1.23	7.382000000000001	8.459	8.624	1.652	4.404	3.992	12.322000000000001	6.027	6.282	11.764000000000001	6.447	0.8420000000000001	1.044	1.459	1.308	7.162999999999999	5.246	10.367	6.093	0.848	0.8140000000000001	1.4569999999999999	1.17	6.797000000000001	2.978	5.28	3.1239999999999997	0.82	0.62	1.0070000000000001	1.268
18.50667	1.033	5.983	9.485	6.511	1.383	3.714	4.104	12.747	1.236	14.088	7.697	7.837000000000001	1.521	4.592	4.083	10.651	1.3219999999999998	7.731	8.904	8.648	1.614	4.5280000000000005	4.147	12.603	6.247000000000001	6.534	12.207	6.632999999999999	0.773	1.104	1.26	1.399	7.706	5.499	10.455	6.279	0.8109999999999999	0.9059999999999999	1.3869999999999998	1.068	6.6610000000000005	3.069	5.37	3.215	0.782	0.648	1.0659999999999998	1.002
18.67345	1.071	6.249	10.012	6.519	1.485	3.784	4.175	12.919	1.176	14.682	8.126	8.104	1.656	4.436	3.992	11.470999999999998	1.262	7.9	9.01	8.948	1.555	4.728	4.251	13.1	6.351	6.638	12.735999999999999	6.867999999999999	0.778	1.109	1.556	1.405	7.26	5.441	10.464	6.3839999999999995	0.945	0.879	1.392	1.235	6.667999999999999	3.042	5.6370000000000005	3.222	0.723	0.62	1.169	0.977
18.84017	1.155	6.457999999999999	10.183	6.888	1.473	3.867	4.322	13.444	1.26	15.333	8.009	8.213	1.546	4.873	4.17	11.931	1.347	8.366	9.571	9.023	1.639	4.809	4.364	13.977	6.398	6.652	12.902000000000001	7.204	0.862	1.225	1.382	1.4880000000000002	7.694	5.4879999999999995	11.023	6.688	0.836	0.8	1.347	1.157	7.135	3.125	5.617999999999999	3.3989999999999996	0.7090000000000001	0.608	1.058	1.088
19.00695	1.163	6.598	11.33	7.126	1.545	4.102	4.525	13.751	1.138	15.901	8.798	8.096	1.521	4.624	4.212	12.27	1.354	8.702	9.972999999999999	9.392999999999999	1.517	4.787	4.601	14.189	6.732	6.922000000000001	13.21	7.443	0.773	1.298	1.389	1.496	7.997000000000001	5.855	11.425999999999998	6.894	0.94	0.809	1.452	1.035	6.985	3.1660000000000004	5.7589999999999995	3.312	0.782	0.615	1.196	1.067
19.17354	1.195	7.181	11.104000000000001	7.287999999999999	1.545	4.102	4.59	14.042	1.171	16.257	9.024	8.613999999999999	1.651	4.721	4.406000000000001	12.238	1.2570000000000001	8.993	9.908	9.717	1.744	4.916	4.601	15.161	6.829	6.955	13.664000000000001	7.734	0.8370000000000001	1.2009999999999998	1.4869999999999999	1.464	7.867000000000001	5.8870000000000005	11.556	6.9910000000000005	0.9079999999999999	0.809	1.3869999999999998	1.262	7.372999999999999	3.1660000000000004	5.921	3.5060000000000002	0.879	0.551	1.002	1.261
19.34014	1.13	7.4079999999999995	11.525	7.287999999999999	1.4480000000000002	4.135	4.784	14.69	1.268	16.775	9.607000000000001	8.517000000000001	1.618	4.883	4.439	13.047	1.225	9.447000000000001	10.814	9.814	1.712	5.175	4.601	15.582	6.829	7.311	14.149000000000001	7.928999999999999	0.8370000000000001	1.2329999999999999	1.551	1.3019999999999998	7.997000000000001	5.984	11.718	7.0889999999999995	0.9079999999999999	0.8740000000000001	1.3869999999999998	1.133	7.146	3.1660000000000004	6.05	3.571	0.8140000000000001	0.648	1.099	0.872
19.50688	1.21	7.917000000000001	12.138	7.443	1.5590000000000002	4.217	5.063	15.63	1.285	17.397000000000002	9.925	8.932	1.666	5.032	4.654	13.825	1.369	9.959	11.134	10.004	1.63	5.13	4.913	15.780999999999999	7.046	7.431	14.51	8.084	0.853	1.249	1.6640000000000001	1.611	8.312999999999999	5.909	12.136	7.502999999999999	1.02	0.8909999999999999	1.4680000000000002	1.245	7.492999999999999	3.1510000000000002	6.138	3.6239999999999997	0.831	0.629	1.18	1.186
19.67351	1.175	8.075	12.23	7.632999999999999	1.557	4.2139999999999995	4.93	16.208	1.2819999999999998	17.877	10.212	9.122	1.5659999999999998	4.996	4.813	14.273	1.367	10.277999999999999	11.324000000000002	10.193999999999999	1.6269999999999998	5.192	5.072	16.974	7.138999999999999	7.557	14.665999999999999	8.436	0.882	1.214	1.597	1.4140000000000001	8.6	6.197	12.390999999999998	7.563	0.855	0.888	1.465	1.178	7.684	3.343	6.296	3.815	0.795	0.659	1.307	1.085
19.84019	1.16	8.31	13.040999999999999	7.608	1.607	4.391	5.396	16.918	1.33	18.938	11.027000000000001	9.29	1.551	5.236000000000001	5.018	15.373	1.3519999999999999	10.64	11.845999999999998	10.585999999999999	1.7409999999999999	5.496	5.083	17.291	7.311	7.792999999999999	14.823	8.831	0.932	1.23	1.6780000000000002	1.494	8.932	6.337000000000001	12.780999999999999	7.829	0.938	0.903	1.449	1.324	7.984	3.39	6.306	3.7939999999999996	0.9740000000000001	0.71	1.161	1.16
20.00697	1.168	8.711	12.96	7.912000000000001	1.453	4.14	5.5360000000000005	17.227	1.2409999999999999	19.282	11.3	9.335	1.656	5.246	5.093999999999999	15.261	1.4240000000000002	11.043	12.184000000000001	10.536	1.652	5.474	5.353	18.477	7.517	7.74	15.263	8.844	1.069	1.206	1.7830000000000001	1.599	8.75	6.2829999999999995	12.764000000000001	8.134	1.01	1.0090000000000001	1.489	1.2670000000000001	8.093	3.3339999999999996	6.609	3.8689999999999998	0.82	0.782	1.2009999999999998	1.074
20.1736	1.21	8.922	14.116	8.156	1.624	4.541	5.841	18.257	1.35	19.796	11.449000000000002	9.613	1.6340000000000001	5.227	5.367000000000001	15.998	1.337	11.645	12.561	10.75	1.662	5.811	5.659	18.602	7.532	8.047	15.58	9.154	0.885	1.347	1.761	1.514	8.863999999999999	6.46	13.369000000000002	8.346	0.858	0.8909999999999999	1.5	1.18	8.238999999999999	3.346	6.819	3.884	0.9279999999999999	0.629	1.18	1.089
20.3403	1.203	9.493	14.294	8.305	1.585	4.5969999999999995	6.122000000000001	19.048	1.276	20.585	12.212	9.923	1.626	5.541	5.324	16.595	1.329	11.857000000000001	13.161	11.027000000000001	1.6540000000000001	5.704	5.68	19.78	7.715	8.23	15.82	9.497	0.877	1.209	1.786	1.57	9.24	6.546	13.385	8.656	1.045	0.882	1.557	1.173	8.616	3.4019999999999997	6.71	4.035	1.082	0.72	1.172	1.013
20.50699	1.155	9.985	14.972000000000001	8.441	1.57	4.708	6.231	19.527	1.13	20.898000000000003	12.571	10.219	1.902	5.682	5.69	17.367	1.25	12.217	14.100999999999999	11.288	1.801	5.683	6.047000000000001	20.222	8.048	8.497	16.396	9.663	0.9590000000000001	1.193	1.7380000000000002	1.5519999999999998	9.118	6.718	13.741	8.629	0.9	0.865	1.6380000000000001	1.222	8.753	3.287	6.977	3.884	0.871	0.6409999999999999	1.382	1.153
20.67376	1.168	10.493	15.550999999999998	8.657	1.5819999999999999	4.821000000000001	6.377999999999999	20.660999999999998	1.2409999999999999	21.583000000000002	13.017000000000001	10.307	1.656	5.699	5.742000000000001	17.982	1.262	12.695	13.869000000000002	11.475	1.652	5.7	6.26	21.49	8.165	8.613999999999999	16.590999999999998	10.01	0.972	1.109	1.945	1.47	9.852	6.672000000000001	13.833	8.749	0.848	0.879	1.554	1.2670000000000001	8.774	3.4960000000000004	7.192	4.129	0.917	0.782	1.266	1.171
20.84028	1.2	10.622	16.005	8.657	1.5819999999999999	4.821000000000001	6.54	21.374000000000002	1.371	22.263	13.503	10.728	1.7530000000000001	5.829	5.936	18.533	1.262	13.31	14.905999999999999	11.864	1.749	5.83	6.357	22.656	8.586	8.776	16.98	10.172	1.037	1.239	1.848	1.761	9.949	7.1579999999999995	14.157	9.3	1.107	0.976	1.6840000000000002	1.2670000000000001	9.13	3.4960000000000004	7.159	4.226	0.82	0.782	1.2009999999999998	1.0090000000000001
21.00705	1.19	11.02	17.163	8.957	1.7009999999999998	4.784	6.702000000000001	22.865	1.364	23.208000000000002	14.329	10.869000000000002	1.679	6.12	6.165	19.891	1.284	13.649000000000001	15.508	12.105	1.837	5.829	6.619	24.059	8.492	8.911	17.43	10.507	0.865	1.133	1.9040000000000001	1.626	10.411	7.16	14.661	9.439	1.032	0.84	1.611	1.355	9.557	3.62	7.3260000000000005	4.356	0.8440000000000001	0.738	1.389	1.3019999999999998
21.17366	1.26	11.39	16.802	9.102	1.61	4.912	6.857	23.4	1.462	23.51	14.626	10.815999999999999	1.7480000000000002	5.725	6.349	20.236	1.419	14.077	15.735999999999999	12.469000000000001	1.8090000000000002	6.211	6.641	25.069000000000003	8.74	9.189	17.873	10.875	0.87	1.2329999999999999	1.972	1.6909999999999998	10.749	7.053	15.085	9.841000000000001	1.005	0.971	1.743	1.4240000000000002	9.607000000000001	3.5869999999999997	7.54	4.316	0.976	0.648	1.261	1.099
21.34037	1.2670000000000001	11.890999999999998	18.182000000000002	9.472000000000001	1.714	5.245	7.159	24.589000000000002	1.4709999999999999	24.279	14.999	11.446	1.82	5.994	6.653	21.811999999999998	1.4269999999999998	14.774000000000001	15.948	12.485	1.849	6.125	6.976	25.191999999999997	9.076	9.299	18.445	11.245999999999999	1.0390000000000001	1.338	2.175	1.8619999999999999	11.282	7.421	15.135	10.05	1.012	0.915	1.751	1.432	10.009	3.7260000000000004	7.649	4.4239999999999995	0.9840000000000001	0.8170000000000001	1.2690000000000001	1.013
21.50713	1.222	12.092	18.590999999999998	9.476	1.636	5.172999999999999	7.481	25.851999999999997	1.493	25.090999999999998	15.270999999999999	11.583	1.841	6.12	6.749	22.391	1.381	15.045	16.872	12.754000000000001	1.7719999999999998	6.446000000000001	7.202999999999999	26.721	9.401	9.593	18.305999999999997	11.415999999999999	0.995	1.133	2.0669999999999997	1.886	11.872	7.582000000000001	15.57	10.186	1.032	0.938	1.7730000000000001	1.453	10.076	3.718	7.877999999999999	4.486000000000001	0.8440000000000001	0.8029999999999999	1.324	1.204
21.67369	1.26	12.685	19.101	9.62	1.7719999999999998	5.138	7.569	25.796	1.462	25.615	16.083	11.722999999999999	1.8130000000000002	6.405	7.126	23.409000000000002	1.354	15.567	17.485	12.987	1.841	6.017	7.353	26.201999999999998	9.517000000000001	9.577	18.65	11.555	1.032	1.2329999999999999	2.231	1.788	11.85	7.441	15.7	9.97	1.102	0.8740000000000001	1.776	1.4240000000000002	10.093	3.6839999999999997	7.734	4.542	0.879	0.81	1.358	1.1640000000000001
21.84044	1.272	13.067	19.750999999999998	9.87	1.719	5.349	7.912000000000001	26.840999999999998	1.444	26.468000000000004	16.988	12.007	1.8259999999999998	6.422999999999999	7.632999999999999	25.004	1.431	16.081	17.646	13.402999999999999	1.757	6.391	7.665	26.666999999999998	9.538	9.794	19.237000000000002	11.97	1.077	1.149	2.2769999999999997	1.77	12.167	7.72	15.989	10.189	1.0170000000000001	0.888	1.886	1.3719999999999999	10.958	3.8289999999999997	8.014	4.4639999999999995	0.925	1.016	1.3719999999999999	1.085
22.00714	1.3119999999999998	13.472000000000001	20.453	10.176	1.694	5.4879999999999995	8.086	26.476999999999997	1.485	27.11	17.135	12.347000000000001	1.931	6.531000000000001	7.289	24.639	1.4709999999999999	16.521	18.248	13.679	1.8619999999999999	6.921	7.872000000000001	26.986	10.167	10.099	19.777	12.082	0.955	1.255	2.253	1.8769999999999998	12.376	7.83	16.299	10.788	1.057	0.8320000000000001	1.959	1.348	10.809000000000001	3.806	8.157	4.637	0.9329999999999999	0.731	1.381	1.193
22.17377	1.3119999999999998	14.186	20.875	10.370999999999999	1.791	5.65	8.54	27.061	1.55	27.791	18.433	12.735999999999999	1.963	6.627999999999999	7.872999999999999	25.936999999999998	1.4709999999999999	17.072	19.287	14.198	1.959	6.824	7.807	27.505	10.459000000000001	10.294	20.134	12.569	0.955	1.222	2.253	1.974	12.571	7.9270000000000005	16.98	11.047	1.22	0.8320000000000001	1.895	1.348	11.458	3.838	8.222000000000001	4.669	0.9009999999999999	0.731	1.413	0.9990000000000001
22.34043	1.305	14.559000000000001	22.182	10.193999999999999	1.6219999999999999	5.672999999999999	8.982000000000001	26.549	1.379	28.478	18.284000000000002	12.85	1.955	6.65	8.022	26.625	1.464	17.475	19.299	14.181	1.8219999999999998	7.202000000000001	8.378	27.964000000000002	10.251	10.475	20.533	13.234000000000002	0.9470000000000001	1.149	2.245	1.965	12.652999999999999	8.045	16.962	11.162	1.05	0.985	1.854	1.4369999999999998	11.282	3.8289999999999997	8.306000000000001	4.82	0.99	0.789	1.469	1.182
22.50721	1.2670000000000001	14.872	22.718000000000004	10.833	1.7790000000000001	5.569	8.682	28.153000000000002	1.4709999999999999	29.334	19.114	13.099	2.015	6.902	8.273	26.608	1.524	17.819000000000003	19.965999999999998	14.494000000000002	1.8159999999999998	7.292000000000001	8.693999999999999	28.335	11.182	10.725	21.004	13.288	1.0390000000000001	1.2409999999999999	2.3369999999999997	1.959	13.842	8.296	17.403	11.443	1.11	0.915	1.881	1.335	11.759	3.92	8.492	4.845	1.0170000000000001	0.72	1.3659999999999999	1.078
22.67378	1.347	15.383	23.086	10.83	1.891	5.837000000000001	9.204	27.058000000000003	1.516	29.787	19.748	13.288	1.899	6.7139999999999995	8.727	26.548000000000002	1.409	18.488	20.63	14.939	1.798	6.941	9.019	29.079	10.6	10.984000000000002	21.113000000000003	13.508	1.021	1.19	2.3169999999999997	2.035	13.901	8.363999999999999	17.779	11.892000000000001	1.0270000000000001	0.894	1.8619999999999999	1.349	12.565999999999999	3.963	8.591000000000001	4.7860000000000005	0.804	0.768	1.379	1.084
22.84049	1.315	15.911	23.381	11.089	1.599	6.172999999999999	9.615	28.01	1.5530000000000002	30.558000000000003	21.035	13.682	1.8359999999999999	6.729	8.753	26.432	1.474	19.058	21.401999999999997	15.112	1.8319999999999999	7.022	9.109	29.136999999999997	11.502	11.174000000000001	21.764	13.645	0.99	1.16	2.353	2.074	14.198	8.613	18.317	11.960999999999999	1.0270000000000001	0.932	2.092	1.545	12.696	4.101	8.648	5.03	1.001	0.7979999999999999	1.4809999999999999	1.1320000000000001
23.00725	1.405	16.477	24.363000000000003	11.366	1.7209999999999999	6.162999999999999	9.829	27.756999999999998	1.479	30.820999999999998	20.430999999999997	13.763	1.9580000000000002	7.205	9.161	27.995	1.466	19.524	21.543000000000003	15.289000000000001	1.921	7.335	9.388	29.076	11.974	11.452	22.13	14.147	1.047	1.347	2.572	2.0	14.96	8.632	18.686	12.204	1.15	1.02	2.051	1.3419999999999999	13.362	4.092	8.894	5.051	0.993	0.727	1.505	1.2830000000000001
23.17385	1.475	16.781	25.319000000000003	11.474	1.791	5.975	9.741	27.385	1.485	31.587	20.801	14.261	1.931	7.05	9.365	27.331999999999997	1.4709999999999999	20.445999999999998	22.465999999999998	15.853	1.959	7.44	9.851	29.03	12.308	11.624	22.438000000000002	14.418	1.052	1.255	2.642	2.104	15.652999999999999	8.835	18.894000000000002	12.604000000000001	1.057	1.091	2.154	1.5419999999999998	13.859000000000002	4.13	9.0	5.124	0.9009999999999999	0.731	1.413	1.193
23.34053	1.482	17.611	25.831	11.845999999999998	1.798	5.985	10.273	28.026999999999997	1.591	31.908	22.153000000000002	14.342	1.9380000000000002	7.287999999999999	9.574	27.975	1.544	20.629	23.397	16.195	2.064	7.452000000000001	9.995	29.026	12.615	12.125	22.819000000000003	14.663	1.157	1.23	2.6510000000000002	2.275	15.897	9.043	19.239	12.652999999999999	1.162	0.905	2.0980000000000003	1.55	13.972000000000001	4.204	9.241	5.33	1.0390000000000001	0.738	1.389	1.237
23.50733	1.3769999999999998	17.819000000000003	26.616999999999997	11.83	1.8230000000000002	6.267	11.135	28.294	1.55	32.138000000000005	22.65	14.845	1.963	7.439	9.754	28.662	1.569	21.354	23.828000000000003	16.404	2.024	8.024	10.402999999999999	28.803	12.795	12.208	23.119	15.197000000000001	1.15	1.32	2.74	2.201	16.204	8.933	19.77	13.091	1.122	0.929	2.057	1.4769999999999999	14.216	4.325	9.422	5.252999999999999	0.9329999999999999	0.7959999999999999	1.4780000000000002	1.031
23.67384	1.272	18.384	27.401999999999997	12.399000000000001	1.881	6.547999999999999	11.251	28.592	1.671	32.368	24.022	14.827	1.955	7.622000000000001	10.064	28.246	1.626	22.079	24.421	16.839000000000002	1.9509999999999998	7.785	10.874	30.266	13.752	12.322000000000001	23.289	15.017000000000001	1.077	1.247	2.7310000000000003	2.386	17.224	9.244	20.041	13.269	1.115	0.888	2.178	1.6640000000000001	14.751	4.38	9.57	5.144	0.99	0.8859999999999999	1.5019999999999998	1.2790000000000001
23.8406	1.3940000000000001	18.98	26.89	12.545	1.8090000000000002	6.117000000000001	11.205	28.921999999999997	1.63	32.597	24.971	15.231	1.9469999999999998	7.643	10.568	29.094	1.618	22.673000000000002	25.11	16.95	2.041	8.0	10.925	29.524	13.899000000000001	12.793	23.524	15.55	1.037	1.3359999999999999	2.917	2.345	17.918	9.458	20.085	13.673	1.107	0.976	2.234	1.429	14.960999999999999	4.4030000000000005	9.459	5.295	0.917	0.7170000000000001	1.558	1.3659999999999999
