	MG1655-1	HEXA1-1_1	HEXA2-9_1	HEXA4-10_1	HEXA6-9_1	mdtK-1	ompR-1	proQ-1	MG1655-2	HEXA1-1_2	HEXA2-9_2	HEXA4-10_2	HEXA6-9_2	mdtK-2	ompR-2	proQ-2	MG1655-3	HEXA1-1_3	HEXA2-9_3	HEXA4-10_3	HEXA6-9_3	mdtK-3	ompR-3	proQ-3	ptrA-1	mdtK_ompR-1	mdtK_proQ-1	mdtK_ptrA-1	ompR_ptrA-1	bioAB-1	ptrA-2	mdtK_ompR-2	mdtK_proQ-2	mdtK_ptrA-2	ompR_ptrA-2	bioAB-2	ptrA-3	mdtK_ompR-3	mdtK_proQ-3	mdtK_ptrA-3	ompR_ptrA-3	bioAB-3
41.17424	7.629	28.357	19.868	27.009	18.137	7.987	10.905	8.204	8.818999999999999	28.844	26.979	27.323	17.162	7.252999999999999	8.781	8.843	8.812999999999999	29.788	25.733	26.741999999999997	17.977999999999998	7.781000000000001	9.21	9.023	10.63	11.625	12.902999999999999	9.578	8.962	8.124	11.16	12.559000000000001	12.732999999999999	9.915	9.429	8.261000000000001	10.603	12.442	11.095	10.031	9.177	8.427999999999999
41.34098	8.064	28.323	20.192	27.0	18.173	8.021	11.222999999999999	8.262	8.974	29.246	26.941999999999997	27.315	17.112000000000002	7.568	8.464	8.613	8.507	29.987	25.928	27.081	18.160999999999998	7.807	9.328	8.769	10.788	11.742	13.05	9.866	9.133	8.064	10.908	12.735999999999999	12.880999999999998	9.943	9.543	8.809	10.462	12.04	10.982000000000001	9.513	9.586	8.543
41.50756	8.047	28.590999999999998	20.442	27.245	18.436	7.796	10.89	8.477	8.886000000000001	29.046999999999997	26.839000000000002	27.443	17.201	7.615	8.594	9.203	9.081	29.645	26.718000000000004	27.237	18.045	7.537999999999999	9.136000000000001	9.092	10.436	12.388	12.915999999999999	9.506	9.209	8.168	10.853	12.716	12.659	10.333	9.531	8.941	10.443	12.254000000000001	10.762	9.929	8.842	8.934
41.67434	7.5120000000000005	28.392	20.497	27.134	18.533	8.125	11.077	8.376	9.126	28.846	26.469	27.764	17.211	7.487	8.666	8.986	8.714	29.877	25.566999999999997	26.951999999999998	18.314	7.67	9.005	8.958	10.155	11.968	13.217	9.55	9.282	8.183	10.950999999999999	12.786	12.902999999999999	9.943999999999999	9.661	8.639	10.888	12.382	10.890999999999998	10.173	9.316	8.689
41.84086	7.651	28.037	20.889	26.809	18.325	7.687	10.870999999999999	8.687999999999999	8.686	29.039	26.98	27.669	17.292	7.482	8.43	8.952	8.187999999999999	29.261999999999997	25.645	27.549	18.134	7.896	9.49	9.212	10.782	11.847999999999999	12.375	9.488	9.363999999999999	7.89	11.118	12.694	13.042	9.737	9.599	8.721	11.171	12.06	10.915	10.341	9.743	8.482999999999999
42.0075	7.671	28.505	20.269000000000002	26.898000000000003	18.378	7.968999999999999	10.977	8.939	8.828	28.989	27.359	28.02	17.345	7.557	9.084	9.347999999999999	8.994	30.105999999999998	25.794	27.179000000000002	18.218	7.8839999999999995	9.597999999999999	8.832	10.550999999999998	11.609000000000002	12.887	9.564	9.642000000000001	8.081	10.853	12.773	12.63	9.641	9.589	9.085	10.904000000000002	12.34	11.282	9.929	9.247	8.501
42.17432	7.928999999999999	28.424	20.551	27.195999999999998	18.63	7.906000000000001	11.062999999999999	8.533999999999999	8.616	29.366	27.482	27.653000000000002	17.712	7.3870000000000005	8.68	9.086	8.52	30.368000000000002	25.398000000000003	27.041999999999998	18.266	8.032	9.537	9.056000000000001	10.940999999999999	12.356	13.287	9.623	9.384	8.054	11.106	12.77	13.117	9.641	9.936	8.711	10.872	12.222000000000001	11.394	10.071	9.155	8.589
42.34093	7.352	28.775	20.486	27.061	18.737000000000002	7.9	10.947000000000001	8.504	8.98	29.714000000000002	27.029	27.603	17.588	7.851	8.823	9.027000000000001	8.451	29.795	26.125	27.309	18.486	7.747000000000001	9.419	8.934	10.294	11.921	12.937999999999999	10.026	9.156	8.4	11.357000000000001	12.564	12.998	10.016	9.707	8.972000000000001	10.868	12.364	11.449000000000002	10.039	9.007	8.648
42.50765	7.569	28.427	20.979	27.46	18.698	7.745	11.134	8.777999999999999	9.172	29.31	26.795	27.685	17.52	7.691	8.838	9.215	8.759	29.476	25.805	27.276999999999997	18.275	7.76	9.32	9.038	10.488	12.023	12.868	9.378	9.342	8.068999999999999	11.375	12.724	12.87	10.03	9.836	8.871	11.057	11.89	11.12	9.969	9.83	9.036
42.67432	8.029	28.311	20.749000000000002	27.114	18.755	8.177	11.394	9.038	9.172	29.31	26.679000000000002	27.886999999999997	17.808	7.835	9.126	9.791	8.845	29.908	26.064	27.593000000000004	18.534000000000002	7.846	9.32	9.297	10.632	12.455	13.097999999999999	9.551	9.429	8.386000000000001	11.174000000000001	12.84	12.784	9.915	9.836	9.332	10.769	12.466	11.148	9.853	9.628	8.719
42.84103	8.04	28.588	20.482	27.563000000000002	18.797	8.187999999999999	11.202	8.817	9.272	29.184	26.148000000000003	27.99	17.994	7.6129999999999995	8.761000000000001	9.168	8.773	29.754	25.908	27.351	18.605	8.056000000000001	9.388	9.511000000000001	10.329	12.350999999999999	13.743	9.791	9.639	8.251	11.186	12.677999999999999	13.342	9.925	9.73	9.139	10.895	12.130999999999998	11.475999999999999	10.123	9.582	8.325
43.00767	7.85	28.424	21.019000000000002	27.345	18.625999999999998	7.848	11.474	8.916	9.385	29.445999999999998	27.888	27.973000000000003	17.995	7.172000000000001	8.833	9.208	8.999	30.017	26.408	27.189	18.632	7.817	9.657	9.371	10.525	12.332	12.888	9.921	9.11	8.468	11.102	13.118	12.373	9.882	9.947000000000001	8.753	10.845999999999998	13.034	11.285	10.45	9.704	8.716000000000001
43.17429	7.843	28.596999999999998	21.127	27.656999999999996	18.774	7.906000000000001	11.409	8.765	9.365	29.193	26.877	27.999000000000002	17.798	7.7620000000000005	8.766	9.49	8.78	29.878	26.522	27.531999999999996	18.554000000000002	8.118	9.566	9.431000000000001	10.767999999999999	12.183	13.287	9.392000000000001	9.471	8.486	11.25	13.460999999999999	12.887	10.102	9.821	8.567	11.333	12.309000000000001	11.077	10.157	9.934	8.647
43.34106	7.564	28.965	20.680999999999997	27.337	19.037	7.882999999999999	11.475	9.205	9.079	29.243000000000002	27.391	27.533	18.119	7.773	9.294	9.325	9.011000000000001	30.072	25.941	27.671	18.844	7.928999999999999	9.458	9.407	10.710999999999999	12.421	12.661	9.892000000000001	9.453	8.151	11.628	12.92	13.182	10.458	10.061	8.981	10.879000000000001	12.690999999999999	11.23	10.222999999999999	9.795	8.945
43.50769	8.158	28.775	20.889	27.551	18.852	7.957999999999999	11.206	8.936	9.238999999999999	29.741999999999997	27.288	28.121	18.049	7.822	9.198	9.142000000000001	9.372	29.996	25.750999999999998	27.51	18.831	7.8629999999999995	9.592	9.222000000000001	10.87	12.411	12.823	10.142000000000001	9.443999999999999	8.487	11.357000000000001	13.052999999999999	13.085	10.245999999999999	9.908	8.972000000000001	11.127	12.508	11.277000000000001	10.097000000000001	9.467	9.051
43.67429	7.885	28.801	20.749000000000002	27.633000000000003	18.928	8.119	11.682	9.038	9.259	29.684	27.659000000000002	28.118000000000002	18.039	7.691	8.953	9.302	9.047	30.024	26.122	27.766	19.11	8.019	9.55	9.384	10.632	12.196	13.79	9.897	9.774	8.818	11.087	12.925999999999998	12.87	9.943999999999999	10.008	9.158999999999999	11.23	12.697000000000001	11.321	10.401	9.542	8.633
43.84105	8.275	28.51	20.753	27.83	19.149	7.935	11.899000000000001	9.052999999999999	9.365	29.885	26.616999999999997	27.883000000000003	18.087	7.7620000000000005	9.054	9.663	9.587	30.195	26.234	27.475	18.727	7.945	9.912	9.69	10.940999999999999	12.356	13.374	9.824	9.788	8.515	11.509	13.26	13.867	9.872	10.195	9.086	11.477	12.712	11.654000000000002	10.157	9.732000000000001	9.165
44.00783	7.767	28.845	21.12	27.674	19.305	8.206	11.534	8.89	9.321	29.441999999999997	27.239	28.333000000000002	18.157	7.771	9.555	9.673	9.168	30.156	26.366	27.491	18.999000000000002	7.983	9.548	9.587	10.927	12.309000000000001	13.24	9.747	9.826	8.957	11.204	12.925	13.705	10.4	9.859	8.98	11.575	13.069	11.232000000000001	10.831	10.089	8.656
44.17434	8.087	28.599	20.432000000000002	27.46	19.188	8.004	11.192	9.412	9.201	29.741999999999997	27.774	27.974	18.067999999999998	8.008	8.838	9.59	9.392999999999999	30.195999999999998	25.43	27.853	18.937	8.192	9.693999999999999	9.845	10.718	12.715	13.905	9.781	9.458	8.328	11.663	13.243	13.274000000000001	9.915	9.807	9.13	10.769	12.812000000000001	11.552	10.545	9.628	8.95
44.3411	8.04	28.79	20.396	27.563000000000002	19.229	8.102	11.432	9.394	9.272	30.049	27.214000000000002	28.076999999999998	18.34	7.757000000000001	9.222000000000001	9.427	9.58	30.041999999999998	25.879	27.783	19.124000000000002	8.056000000000001	9.618	9.597999999999999	10.645999999999999	12.812000000000001	13.311	9.964	9.611	8.337	11.589	13.081	13.860999999999999	10.04	10.191	8.966000000000001	12.394	13.139000000000001	11.043	10.382	9.985	9.247
44.50775	8.346	28.656999999999996	20.749000000000002	28.006999999999998	19.389	8.061	11.652999999999999	9.038	9.259	29.598000000000003	27.226999999999997	28.031	18.269000000000002	7.605	9.357000000000001	9.763	9.277999999999999	30.340999999999998	26.151	27.622	19.312	7.818	10.068999999999999	9.816	11.15	12.686	13.127	9.724	9.63	8.645	11.087	13.012	13.36	10.434000000000001	9.98	9.158999999999999	11.200999999999999	12.783	10.975	10.630999999999998	9.715	8.978
44.6745	7.64	28.948	20.688000000000002	27.81	19.313	8.044	12.040999999999999	9.281	9.238999999999999	29.915	27.576	27.862	18.308	7.851	9.342	9.661	8.854	30.601	26.384	27.77	19.205	7.949	9.937000000000001	9.654	10.956	12.67	13.284	10.113	9.876	8.544	11.53	13.572000000000001	13.488	10.505	10.397	8.713	11.040999999999999	13.228	11.507	10.557	9.812999999999999	8.82
44.84113	8.026	28.787	20.861	27.674	19.219	8.119	11.332	9.062999999999999	9.667	29.615	28.393	27.987	18.532	8.059	9.497	9.961	9.427999999999999	30.386999999999997	25.674	27.549	19.086	7.867000000000001	9.836	9.76	10.609000000000002	13.001	13.673	10.151	9.826	8.495	11.665999999999999	13.876	13.474	10.370999999999999	10.262	8.922	11.517000000000001	13.011	11.578	11.004000000000001	10.003	9.146
45.00776	8.082	28.791999999999998	21.314	28.057	19.555999999999997	8.113	11.475	9.407	9.454	29.675	27.679000000000002	28.138	18.436	8.292	9.812000000000001	10.045	9.299	30.36	26.026999999999997	28.075	19.219	7.928999999999999	9.718	9.493	10.825999999999999	13.055	13.179	10.151	9.799	8.812999999999999	11.888	13.755999999999998	13.844000000000001	10.602	10.148	8.953	11.484000000000002	12.807	11.719000000000001	10.77	9.882	8.887
45.17445	8.375	29.118000000000002	21.095	27.834	19.735	7.888999999999999	11.682	9.152999999999999	9.633	30.059	27.198	27.974	18.586	8.037	9.558	9.59	9.22	31.003	26.208000000000002	28.429000000000002	19.053	8.192	9.867	9.816	11.15	12.800999999999998	13.3	9.982999999999999	9.89	8.731	11.835999999999999	13.155999999999999	14.052	10.434000000000001	10.844000000000001	9.245	11.662	13.244000000000002	11.868	10.689	9.888	9.209
45.34121	8.456	28.561999999999998	20.910999999999998	27.884	19.727999999999998	8.257	11.648	9.321	9.54	29.3	26.499000000000002	28.109	18.407	7.687	9.582	9.671	9.299	30.186999999999998	25.71	27.844	19.363	8.187999999999999	10.121	9.722999999999999	10.625	12.681	13.352	10.151	9.972000000000001	8.727	12.003	13.842	13.239	10.515	10.148	9.125	11.743	13.123	11.114	10.568	10.055	9.147
45.50779	8.362	29.173000000000002	20.925	28.291	19.581	7.992000000000001	11.697000000000001	9.399	9.711	29.683000000000003	27.309	28.46	18.519000000000002	7.935	9.285	10.124	9.644	30.368000000000002	25.801	27.906999999999996	19.707	7.974	10.431	9.921	11.200999999999999	12.529000000000002	13.921	10.43	9.961	8.745	12.287	13.288	13.520999999999999	10.189	10.512	9.144	11.735999999999999	13.347000000000001	11.798	10.878	10.107000000000001	8.906
45.67461	8.446	29.12	21.408	28.04	19.629	7.957999999999999	11.667	9.281	9.527000000000001	29.829	27.201999999999998	27.948	18.682000000000002	8.196	9.514	9.948	9.717	30.428	25.866	28.144000000000002	19.465	8.208	9.88	9.97	11.474	12.67	12.995999999999999	10.142000000000001	9.962	8.919	11.962	13.687000000000001	13.401	10.677999999999999	10.599	9.145	11.818	13.372	11.046	10.700999999999999	9.986	8.792
45.84122	8.417	29.188000000000002	21.095	27.785	19.613	8.396	11.722000000000001	9.482000000000001	9.399	30.019000000000002	27.465999999999998	28.358	18.637999999999998	7.986000000000001	9.425	9.718	9.593	30.241	25.959	28.381999999999998	19.539	8.427999999999999	9.997	10.24	11.323	12.845	13.228	10.252	10.099	8.509	11.972999999999999	13.402999999999999	13.635	10.588	10.219	9.369	11.764000000000001	13.777999999999999	11.738	10.905	10.222000000000001	9.103
46.00796	8.401	29.018	20.861	27.789	19.594	8.119	11.793	9.408999999999999	9.811	29.789	26.98	28.275	18.82	8.117	9.237	9.961	9.687000000000001	30.589000000000002	25.846999999999998	28.53	19.49	8.127	10.152999999999999	10.192	11.1	13.318	13.298	10.353	9.999	8.697000000000001	12.3	13.472000000000001	13.445	10.630999999999998	10.290999999999999	9.267999999999999	11.776	13.329	12.068	11.148	10.089	8.857999999999999
46.17452	8.55	29.43	20.9	27.796999999999997	19.802	8.125	11.856	9.559	9.472000000000001	30.115	27.42	28.428	18.74	7.977	9.588	9.765	9.839	30.425	26.173000000000002	28.365	19.439	8.045	10.072000000000001	10.199	11.309000000000001	13.093	13.995999999999999	10.357999999999999	9.571	9.394	12.017999999999999	14.17	13.624	10.578	10.786	9.1	12.244000000000002	14.026	11.640999999999998	10.923	10.124	8.574
46.34127	8.477	29.519000000000002	20.753	28.205	19.695999999999998	8.193999999999999	12.244000000000002	9.629	9.625	29.971999999999998	26.733	28.143	18.865	8.222999999999999	9.458	10.325999999999999	9.817	30.311	25.888	28.281999999999996	19.505	8.032	9.998	10.007	11.604000000000001	12.558	13.748	10.084	9.99	8.745	12.200999999999999	13.98	13.78	10.477	10.455	9.432	11.823	13.26	11.74	10.964	10.279000000000002	9.252
46.50796	8.632	29.248	21.38	28.135	19.623	8.292	12.052999999999999	9.552999999999999	10.042	30.163	27.585	28.361	18.878	7.857	10.016	9.788	9.918	30.386999999999997	25.933000000000003	28.443	19.951	8.329	10.182	10.308	11.215	13.405	13.759	10.18	10.345	8.408999999999999	11.954	14.165	13.82	10.804	10.464	9.095	12.411	13.502	12.068	11.09	10.089	9.232999999999999
46.67463	8.663	29.475	20.955	27.925	19.921	8.067	11.795	9.902000000000001	9.707	30.076	26.885	28.585	19.003	7.97	9.613999999999999	10.166	9.441	30.385	25.897	28.322	19.761	8.066	10.533	10.46	11.575999999999999	13.265	13.677	10.44	9.911	9.072000000000001	11.992	14.113	13.767000000000001	10.314	10.464	9.21	12.040999999999999	12.87	11.783	10.921	10.644	9.377
46.84128	8.275	29.519000000000002	20.868000000000002	28.291	19.783	8.021	11.754000000000001	9.773	9.797	30.0	26.79	28.345	18.778	7.9639999999999995	9.746	9.807	9.99	30.829	26.061	28.195	19.563	8.147	10.402000000000001	10.18	11.604000000000001	13.769	13.806	10.401	9.874	8.399	11.999	13.807	13.29	10.880999999999998	10.800999999999998	8.971	12.082	13.837	12.144	11.165999999999999	10.02	9.05
47.00799	8.954	29.43	20.612	28.171999999999997	19.773	8.212	11.914000000000001	9.328	9.904	29.971	27.334	28.37	19.0	8.035	9.762	10.226	9.781	30.915	25.394000000000002	28.566999999999997	19.814	8.247	10.101	10.515999999999998	12.145	13.353	13.823	10.502	9.802	8.673	12.190999999999999	13.709000000000001	13.797	10.809000000000001	10.7	9.158	11.984000000000002	13.824000000000002	11.814	11.355	10.355	9.237
47.17461	8.763	29.217	20.921999999999997	28.333000000000002	19.988	8.396	11.982000000000001	9.829	9.601	30.48	27.436999999999998	28.589000000000002	19.157	8.217	9.599	10.237	10.055	31.136	26.103	28.671	19.827	8.312999999999999	10.17	10.297	11.467	13.537	13.776	10.338	10.099	8.711	12.492	14.065999999999999	13.548	10.588	10.709000000000001	9.34	12.342	13.950999999999999	11.854000000000001	11.164000000000001	10.453	9.333
47.34126	8.755	29.57	20.763	28.28	20.072	8.333	11.829	9.907	10.783	30.055999999999997	27.037	28.680999999999997	19.125	7.917000000000001	9.619	10.113999999999999	9.997	30.914	25.79	28.879	19.826	8.099	10.654000000000002	10.437999999999999	11.612	13.645999999999999	13.942	10.357999999999999	10.290999999999999	8.788	12.229000000000001	14.032	13.599	10.665999999999999	10.729000000000001	9.561	12.22	13.886	12.308	11.562000000000001	10.707	9.122
47.50804	9.23	29.544	20.789	28.340999999999998	19.965999999999998	8.229	11.929	9.574	9.982000000000001	30.057	26.608	28.511	19.077	8.25	9.892000000000001	10.270999999999999	9.773	30.539	25.159000000000002	28.593000000000004	19.719	8.317	10.377	10.39	11.763	13.543	13.780999999999999	10.776	10.248	9.235	11.95	14.245	13.669	11.199000000000002	10.800999999999998	9.517999999999999	12.694	14.043	12.436	11.199000000000002	10.372	9.252
47.67463	8.766	29.415	21.392	28.555999999999997	20.229	8.345	11.579	9.774	9.872	30.335	26.967	28.409000000000002	19.195999999999998	7.81	9.658	10.095	9.838	30.99	25.663	28.434	19.955	8.425	10.203	10.335	11.424000000000001	13.628	13.636	10.83	10.472999999999999	9.231	12.068	14.448	13.957	10.849	10.392000000000001	9.368	11.885	14.418	12.145999999999999	11.312999999999999	10.401	9.102
47.84132	8.607999999999999	29.557	21.078000000000003	28.119	19.96	8.16	12.027999999999999	9.529	10.008	30.133000000000003	27.454	28.723000000000003	19.303	8.112	9.731	10.052999999999999	9.859	31.046999999999997	26.295	28.836	19.976	8.467	10.219	10.498	11.822000000000001	12.98	14.404000000000002	10.642000000000001	10.112	8.667	12.982999999999999	14.407	14.032	10.979000000000001	10.579	9.642000000000001	12.392999999999999	14.405999999999999	12.48	11.589	10.534	9.405
48.00809	8.849	29.621	20.835	28.766	20.160999999999998	8.339	11.78	9.713	10.293	30.191999999999997	26.658	28.733	19.186	8.043	9.512	9.92	9.882	30.846999999999998	25.699	28.642	20.174	8.486	10.199	10.932	11.9	13.797	14.036	10.54	10.359000000000002	8.884	13.357999999999999	14.24	14.097000000000001	11.597999999999999	10.738	9.369	12.255	14.297	12.46	11.511	10.568	9.535
48.17461	9.169	29.519000000000002	20.753	28.147	20.012999999999998	8.136000000000001	12.302	10.235	10.172	30.0	26.963	28.95	19.412	8.107999999999999	9.689	10.238999999999999	10.277999999999999	30.974	25.974	28.886999999999997	20.053	8.205	10.69	10.468	12.123	13.855	13.72	10.776	10.48	8.861	12.979000000000001	14.47	13.55	11.054	10.945	9.346	12.427999999999999	14.24	12.432	11.597999999999999	10.654000000000002	9.482999999999999
48.34135	8.855	29.63	20.644000000000002	28.197	20.254	8.488999999999999	12.333	9.892000000000001	9.838	30.576	26.695	28.828000000000003	19.192	7.817	9.719	10.502	9.773	30.943	25.246	28.564	19.977999999999998	8.259	10.347999999999999	10.448	11.994000000000002	13.774000000000001	13.868	10.603	10.594000000000001	8.514	12.729000000000001	14.765	14.16	11.026	10.800999999999998	9.547	12.607000000000001	14.216	12.378	11.372	10.141	9.857999999999999
48.50806	9.035	29.594	20.861	28.395	20.257	8.321	11.88	10.015	10.272	30.451999999999998	27.008000000000003	28.333000000000002	19.224	8.232000000000001	9.872	10.682	10.033	30.502	25.818	28.558000000000003	19.778	8.415	10.615	10.827	11.907	13.52	14.192	10.497	10.142999999999999	9.13	13.079	14.136	13.532	11.005999999999998	10.695	9.413	12.497	14.453	12.587	11.436	10.435	9.607000000000001
48.67466	8.702	29.625	20.396	28.456	20.382	8.304	12.038	10.575	10.338	30.25	26.811	29.201	19.435	8.478	9.741	10.493	9.753	30.993000000000002	25.303	28.445999999999998	20.19	8.546	10.482999999999999	10.75	12.202	13.821	14.752	10.944	10.763	8.942	12.944	14.724	13.947000000000001	11.308	10.709000000000001	9.6	12.912	14.148	12.311	11.477	10.533	9.564
48.84136	9.111	29.576999999999998	20.636999999999997	28.464000000000002	20.244	8.482000000000001	12.389000000000001	10.436	9.913	30.605999999999998	27.05	28.719	19.412	7.7620000000000005	9.746	10.47	10.019	30.974	25.801	28.945	20.312	8.291	10.229	10.728	12.152000000000001	13.567	14.267000000000001	10.862	10.307	8.861	13.065999999999999	14.384	14.645	11.225999999999999	10.772	9.402999999999999	13.034	14.845	12.402999999999999	11.425	10.597000000000001	9.482999999999999
49.00807	8.849	29.679000000000002	21.095	28.679000000000002	20.506999999999998	8.252	12.357000000000001	10.347999999999999	10.466	30.48	26.686999999999998	28.675	19.619	8.332	10.205	10.612	9.853	31.338	25.497	28.410999999999998	20.347	8.226	10.515999999999998	10.759	12.448	14.489	14.642000000000001	11.06	10.763	9.288	13.329	14.73	14.097000000000001	11.338	10.738	9.802	13.265	14.384	12.373	11.626	10.972000000000001	9.68
49.17469	9.472000000000001	29.706	20.926	28.474	20.643	8.587	12.17	10.48	10.602	30.307	26.625	28.788	19.494	8.057	10.162	10.83	10.249	31.078000000000003	25.811	28.956999999999997	20.454	8.238999999999999	10.533	10.690999999999999	12.038	13.987	14.457	10.901	10.69	8.985	13.118	14.863	14.517999999999999	11.354000000000001	11.013	9.642999999999999	12.907	14.487	12.909	12.047	10.817	9.896
49.34137	8.731	29.568	20.943	28.541999999999998	20.497	8.448	12.297	10.633	10.252	30.769000000000002	27.416	28.941	19.579	7.872999999999999	10.029	10.839	10.07	31.252	25.965999999999998	28.705	20.305	8.027999999999999	10.597999999999999	10.549000000000001	12.49	14.368	14.607000000000001	10.770999999999999	10.331	9.288	12.454	14.982999999999999	14.034	11.481	11.199000000000002	9.687000000000001	12.825999999999999	14.35	12.513	11.765999999999998	10.908	9.42
49.5081	8.981	29.677	21.128	28.618000000000002	20.555999999999997	8.356	11.997	10.277999999999999	10.429	30.682	26.711	28.961	19.581	8.142999999999999	10.162	10.628	10.163	30.904	25.609	28.840999999999998	20.281	8.412	10.764000000000001	10.894	12.298	13.987	14.485	11.161	10.892000000000001	9.043	13.435	15.354000000000001	14.171	11.382	11.128	9.613999999999999	12.965	15.122	12.562999999999999	11.787	10.817	9.55
49.67477	8.708	29.616999999999997	20.669	28.903000000000002	20.662	8.517999999999999	12.677	10.149	10.421	30.624000000000002	26.996	29.131	19.745	8.33	10.177999999999999	11.164000000000001	9.838	31.221	25.634	29.07	20.533	8.079	10.867	10.913	12.550999999999998	14.697000000000001	14.387	10.974	10.704	9.259	13.368	15.228	14.477	11.629000000000001	11.23	9.744	13.069	14.562000000000001	12.55	11.745999999999999	10.979000000000001	9.709
49.84136	9.369	30.025	20.633000000000003	28.535	20.709	8.31	12.184000000000001	10.752	10.755	30.566999999999997	26.658	29.166	19.705	8.245	10.407	10.958	10.401	31.309	26.045	29.075	20.404	8.486	10.833	11.019	12.333	14.027999999999999	14.44	11.377	10.878	9.231	13.675	15.105	13.981	11.367	11.229000000000001	10.033	13.265	15.047	12.286	12.203	11.203	10.113
50.00804	9.057	30.005	20.558000000000003	28.515	20.715999999999998	8.662	12.564	10.469000000000001	10.242	30.721	26.06	28.568	19.539	8.25	9.95	10.617	10.206	30.712	25.794	28.939	20.410999999999998	8.577	10.637	10.967	12.456	14.466	14.272	11.065	10.71	9.12	13.162	15.025	14.275	11.603	11.234000000000002	9.863999999999999	12.982000000000001	14.966	12.552	12.064	10.978	9.685
50.17479	9.357999999999999	29.892	20.785	28.605	20.754	8.154	12.173	10.51	10.625	30.259	27.160999999999998	28.803	19.605	8.41	10.482999999999999	10.802999999999999	10.04	31.002	26.0	28.625	20.592	8.477	10.88	11.093	12.578	14.362	14.515	11.136	10.58	9.74	13.315999999999999	15.497	14.23	11.674000000000001	10.873	10.109	13.282	14.776	12.765999999999998	11.874	10.874	10.305
50.34142	9.051	29.737	20.921999999999997	28.91	20.535999999999998	8.512	12.559000000000001	10.607999999999999	10.495	30.566999999999997	27.177	29.281	19.792	8.302999999999999	10.378	10.727	9.968	31.771	25.93	28.844	20.317999999999998	8.658999999999999	10.92	11.192	12.505999999999998	14.142999999999999	14.613	11.06	10.763	9.231	13.762	15.249	14.616	11.944	11.806	10.061	13.149000000000001	14.614	12.892000000000001	12.203	11.232000000000001	9.853
50.50814	8.943999999999999	30.146	20.709	28.68	20.842	8.698	12.595	10.472000000000001	10.427999999999999	30.605	26.513	29.053	19.752	8.45	10.183	10.91	10.249	31.0	26.018	29.165	20.8	8.863	10.959000000000001	11.092	12.501	14.241	14.595	11.008	10.969000000000001	9.582	13.057	15.32	14.454	11.894	11.09	9.806000000000001	13.48	14.914000000000001	12.902999999999999	12.185	11.274000000000001	10.176
