	MG1655-1	HEXA4-10_1	HEXA7-2_1	ompR-1	proQ-1	ompC-1	ompR_proQ-1	ompR_ompC-1	MG1655-2	HEXA4-10_2	HEXA7-2_2	ompR-2	proQ-2	ompC-2	ompR_proQ-2	ompR_ompC-2	MG1655-3	HEXA4-10_3	HEXA7-2_3	ompR-3	proQ-3	ompC-3	ompR_proQ-3	ompR_ompC-3	proQ_ompC-1	ompR_proQ_ompC-1	MG1655-1dup	IBUA8-3_1	phoU-1	cheR-1	rph-1	proQ_ompC-2	ompR_proQ_ompC-2	MG1655-2dup	IBUA8-3_2	phoU-2	cheR-2	rph-2	proQ_ompC-3	ompR_proQ_ompC-3	MG1655-3dup	IBUA8-3_3	phoU-3	cheR-3	rph-3
38.00869	8.193	28.17	3.2680000000000002	6.292000000000001	7.704	10.015	15.439	6.518	9.378	28.51	3.173	6.297000000000001	7.483	9.561	14.857999999999999	7.359	9.396	29.253	6.312	6.797999999999999	7.515	11.138	16.014	7.17	15.097999999999999	12.495999999999999	2.8810000000000002	21.359	2.682	2.661	2.792	16.857	11.985	3.377	21.323	3.182	2.7560000000000002	2.988	17.824	12.762	5.382000000000001	22.121	4.1080000000000005	3.056	2.923
38.17533	7.747999999999999	28.63	3.237	6.09	7.959	10.099	15.216	6.705	9.424	28.385	3.141	6.257999999999999	7.244	9.84	14.633	7.905	8.747	28.464000000000002	5.907	6.821000000000001	7.67	10.626	14.636	7.025	15.69	12.405999999999999	3.176	20.948	2.804	2.658	2.625	16.750999999999998	12.12	3.2439999999999998	21.406	2.95	2.885	3.051	17.744	12.637	5.441	22.629	4.069	3.052	2.7889999999999997
38.34207	7.91	27.933000000000003	3.42	6.013999999999999	7.885	10.127	15.415	6.501	9.455	28.769000000000002	3.193	6.511	7.662999999999999	9.673	14.308	7.144	9.34	29.048000000000002	5.933	6.649	7.892	10.229	15.265	6.921	15.565	12.342	2.9010000000000002	21.194000000000003	2.764	2.745	2.481	16.828	11.862	3.1660000000000004	21.093000000000004	2.971	2.9389999999999996	2.9730000000000003	17.496	12.376	5.465	21.923000000000002	4.06	3.2710000000000004	2.7119999999999997
38.50866	7.44	28.374000000000002	3.447	6.105	8.074	10.610999999999999	15.568	6.787999999999999	9.412	28.225	3.252	6.502999999999999	7.752999999999999	9.761000000000001	14.362	7.529	9.032	28.043000000000003	6.0889999999999995	6.6739999999999995	7.687	11.238	15.482000000000001	7.7989999999999995	15.355	12.823	2.9930000000000003	21.276999999999997	2.7230000000000003	2.738	2.8360000000000003	17.667	12.145	3.3560000000000003	20.945999999999998	3.03	3.031	3.065	18.433	12.628	5.621	20.888	4.183	3.165	3.033
38.67531	7.3839999999999995	28.295	3.42	6.375	8.148	10.588	15.777000000000001	6.829	8.732000000000001	29.394000000000002	3.259	6.577000000000001	7.532	9.968	15.294	7.0120000000000005	8.386000000000001	28.424	5.933	6.847	7.531000000000001	10.493	15.002	7.151	15.237	12.735999999999999	2.966	20.701	2.764	2.745	2.679	16.893	12.289000000000001	3.199	22.178	3.168	2.9389999999999996	2.9410000000000003	18.055	12.87	5.859	21.2	4.158	3.238	3.0410000000000004
38.84195	7.443	28.019000000000002	3.395	5.9510000000000005	8.148	9.958	16.09	6.565	9.019	28.826	3.167	6.381	7.957000000000001	9.765	15.145999999999999	7.207000000000001	8.341000000000001	28.641	6.096	6.7139999999999995	7.694	10.058	15.411	7.18	15.578	12.624	3.0380000000000003	20.636999999999997	2.6319999999999997	2.8480000000000003	2.65	16.834	12.305	3.3680000000000003	22.374000000000002	3.009	2.911	3.011	17.794	12.232000000000001	5.598	21.857	4.029	3.045	3.077
39.00868	7.584	28.366999999999997	3.335	5.7620000000000005	8.353	10.492	15.117	6.705	9.03	28.845	3.4360000000000004	6.388999999999999	7.867000000000001	10.267000000000001	14.994000000000002	7.183	8.057	29.252	6.104	6.952000000000001	7.867000000000001	10.003	15.161	7.386	15.985999999999999	12.537	2.9789999999999996	20.357	2.935	2.625	2.7230000000000003	17.145	12.710999999999999	3.2769999999999997	21.439	3.147	2.819	3.248	18.269000000000002	12.539000000000001	5.704	21.349	4.069	3.1510000000000002	3.216
39.17534	7.41	28.413	3.395	6.279	8.115	9.925	15.795	6.565	8.986	28.924	3.167	6.151	7.8260000000000005	10.027000000000001	14.949000000000002	7.0760000000000005	8.506	29.166	6.063	6.517	8.055	10.387	15.312000000000001	7.278	15.119000000000002	13.214	3.137	20.473	2.7960000000000003	2.9130000000000003	2.617	17.163	12.402999999999999	3.4339999999999997	21.784000000000002	3.1069999999999998	3.009	3.043	18.089000000000002	12.199000000000002	5.696000000000001	21.529	4.127	3.5039999999999996	3.012
39.34209	7.3	28.127	3.364	5.893	8.391	10.208	15.860999999999999	6.843	8.812999999999999	28.995	3.2689999999999997	6.392	8.301	10.312000000000001	15.412	7.223	8.272	29.736	6.0120000000000005	6.695	8.234	10.343	15.284	7.428999999999999	15.75	13.247	3.272	22.305	2.842	2.69	2.8539999999999996	17.541	12.604000000000001	3.505	22.006	3.08	3.048	3.05	17.882	12.493	5.74	22.474	4.104	3.3480000000000003	3.051
39.50875	7.102	28.456	3.2319999999999998	6.122999999999999	8.72	9.911	15.96	6.415	8.715	28.929000000000002	3.2030000000000003	6.523	8.17	10.378	15.247	7.223	8.206	29.671	6.209	6.859	8.201	10.540999999999999	16.008	7.165	15.783	12.787	3.108	21.153000000000002	2.7439999999999998	2.7560000000000002	2.8539999999999996	17.442	12.767999999999999	3.3739999999999997	20.789	3.245	3.048	3.346	18.474	12.755999999999998	6.365	21.849	4.367	3.282	3.315
39.67547	6.867000000000001	28.048000000000002	3.7	6.061	8.325	10.399000000000001	15.32	6.446000000000001	8.181000000000001	29.248	3.177	6.162999999999999	8.068999999999999	10.173	15.065999999999999	7.023	8.062999999999999	29.59	6.207000000000001	6.76	8.396	10.172	15.036	7.029	15.630999999999998	12.904000000000002	3.245	21.482	2.6439999999999997	2.957	2.858	17.776	12.619000000000002	3.247	21.217	2.9539999999999997	3.0860000000000003	2.9560000000000004	17.851	12.544	6.2010000000000005	22.636999999999997	4.303	3.154	3.1210000000000004
39.842	7.307	28.829	3.6210000000000004	5.98	8.374	10.478	15.887	6.626	8.488999999999999	29.67	3.1310000000000002	6.443	8.543	10.514000000000001	14.975999999999999	7.301	7.843999999999999	29.32	5.992999999999999	6.349	8.641	10.086	15.536	6.978	16.097	12.979000000000001	3.2319999999999998	20.826	2.627	2.91	2.844	17.418	12.790999999999999	3.529	21.316	3.235	2.9730000000000003	3.2039999999999997	18.147000000000002	12.685	5.987	21.750999999999998	4.2219999999999995	3.238	3.205
40.00875	7.144	28.471999999999998	3.611	6.006	8.402999999999999	10.775	15.765	6.295	8.426	29.178	3.088	6.273	8.345	10.55	15.019	7.135	8.047	28.799	6.122000000000001	6.937	8.113999999999999	10.22	15.975	7.306	15.815	13.25	3.387	20.389	2.821	3.0669999999999997	2.9339999999999997	18.259	12.77	3.553	21.669	3.325	3.326	3.262	17.677	12.956	6.443	22.564	4.183	3.33	3.1319999999999997
40.1755	6.7829999999999995	29.031	3.545	6.105	8.699	10.905999999999999	15.634	6.591	8.525	28.980999999999998	3.3510000000000004	6.372000000000001	8.673	10.287	15.019	7.102	8.539	29.094	6.023	6.477	8.508	10.022	16.107	7.109	15.914000000000001	13.152000000000001	3.4530000000000003	21.178	2.755	2.968	2.8360000000000003	17.109	12.54	3.5860000000000003	20.65	3.26	3.1289999999999996	3.262	18.203	12.857999999999999	6.343999999999999	21.971999999999998	4.15	3.33	3.2960000000000003
40.34211	7.271	28.824	3.345	6.068	8.366	10.474	16.679000000000002	6.98	8.224	29.234	3.3480000000000003	6.697	8.899	10.282	14.651	6.934	8.37	28.789	6.019	6.571000000000001	8.668	10.182	15.770999999999999	6.94	15.546	13.113	3.384	20.677	2.8169999999999997	2.964	3.029	16.904	12.435	3.648	20.872	3.2230000000000003	3.093	3.2260000000000004	17.768	12.523	6.242000000000001	21.011	4.178999999999999	3.523	3.095
40.50885	7.482	28.689	3.322	6.013999999999999	8.576	10.818	16.698	6.994	8.305	29.656999999999996	3.259	6.478	8.748	10.199	15.196	6.947	8.156	28.654	6.13	6.781000000000001	8.812999999999999	10.032	15.462	7.414	16.059	13.328	3.3939999999999997	20.636	2.764	2.975	2.975	18.274	13.045	3.659	20.469	3.135	3.136	3.3680000000000003	18.219	12.837	6.517	20.936999999999998	4.553	3.37	3.3360000000000003
40.67558	7.162000000000001	28.968000000000004	3.6010000000000004	6.061	8.652999999999999	10.694	16.108	6.643	7.82	29.018	3.242	6.4910000000000005	8.955	10.173	15.592	7.122000000000001	8.72	29.261999999999997	6.109	6.53	8.79	10.27	16.250999999999998	6.931	15.597999999999999	13.2	3.4419999999999997	21.449	2.6439999999999997	2.76	2.858	17.448	12.948	3.543	21.447	3.0189999999999997	3.217	3.12	18.375999999999998	12.741	6.43	21.291	4.138999999999999	3.319	3.187
40.8421	7.473	29.589000000000002	3.3480000000000003	6.105	8.961	10.775	15.831	6.656000000000001	8.097999999999999	28.980999999999998	3.3510000000000004	6.142	8.772	10.912	15.939	7.234	9.164	28.733	6.122000000000001	6.6739999999999995	8.607000000000001	10.417	16.107	7.01	16.308	13.513	3.486	20.980999999999998	2.755	3.034	3.0660000000000003	17.864	12.967	3.488	20.289	3.325	3.031	3.525	19.288	12.924000000000001	6.837000000000001	21.381	4.315	3.034	3.3289999999999997
41.00887	7.261	28.475	3.306	5.962000000000001	8.783999999999999	10.562999999999999	16.174	6.872999999999999	8.083	29.511	3.4389999999999996	6.4910000000000005	8.857000000000001	10.436	15.755999999999998	7.188	8.227	29.59	6.1739999999999995	6.825	8.692	10.829	15.758	7.325	16.879	12.937000000000001	3.639	20.267	2.8080000000000003	3.1210000000000004	3.055	17.743	13.243	3.773	20.758000000000003	3.1510000000000002	3.3810000000000002	3.35	18.671	12.84	6.792000000000001	21.586	4.303	3.516	3.187
41.17554	7.2379999999999995	29.185	3.641	6.101	8.891	10.704	16.449	6.553	8.487	29.464000000000002	3.2489999999999997	6.4670000000000005	8.899	10.775	15.472999999999999	7.032	8.632	29.511	6.117000000000001	6.537999999999999	8.898	10.379000000000001	16.494	7.499	16.006	13.343	3.4819999999999998	20.611	3.0469999999999997	3.1289999999999996	3.062	17.857	12.96	3.681	20.084	3.158	3.4210000000000003	3.324	18.425	12.72	6.702000000000001	21.866	4.245	3.425	3.424
41.34214	7.055	28.951999999999998	3.552	6.013999999999999	8.904	10.818	16.467	7.0920000000000005	7.943	29.361	3.292	6.314	8.913	10.495	15.853	7.407	8.156	29.903000000000002	6.098	6.452000000000001	8.616	10.854000000000001	16.12	6.921	16.124000000000002	13.360999999999999	3.492	20.405	2.863	3.0410000000000004	3.04	18.406	12.847999999999999	3.8560000000000003	20.074	3.135	3.235	3.4339999999999997	18.712	12.574000000000002	7.207000000000001	21.331	4.454	3.7319999999999998	3.6
41.50899	6.975	28.824	3.443	5.937	8.793	10.671	17.008	6.718	7.83	29.464000000000002	3.282	6.4670000000000005	9.162	10.446	16.031	6.901	8.533999999999999	29.511	6.019	6.932	9.128	10.51	16.1	7.039	16.367	13.343	3.4819999999999998	19.823	2.718	2.964	3.161	17.758	13.026	3.78	20.839000000000002	2.862	3.2239999999999998	3.4560000000000004	19.115	12.72	7.194	21.504	4.343999999999999	3.326	3.391
41.67566	7.581	29.544	3.2230000000000003	6.079	9.102	10.949000000000002	16.139	6.6979999999999995	7.943	29.886999999999997	3.259	6.511	9.11	10.988	16.018	7.341	8.748	29.607	6.229	6.584	9.109	10.821	16.480999999999998	7.117999999999999	16.913	13.755	3.657	20.142	2.764	3.14	3.1719999999999997	17.88	13.045	3.7910000000000004	20.896	3.07	3.301	3.3680000000000003	18.351	12.837	6.912000000000001	20.444000000000003	4.06	3.633	3.3360000000000003
41.84221	7.191	29.456	3.423	6.182	8.908999999999999	11.052999999999999	17.0	6.702000000000001	8.31	29.601	3.295	6.218999999999999	9.016	10.894	15.530999999999999	7.2139999999999995	8.655	29.256	6.102	7.081	9.212	11.32	16.324	6.827000000000001	16.592	13.334000000000001	3.693	19.624000000000002	2.7680000000000002	3.176	3.241	17.986	12.985999999999999	3.761	20.082	3.237	3.304	3.437	19.214000000000002	12.677999999999999	6.949	21.339000000000002	4.36	3.5380000000000003	3.735
42.00896	7.191	29.324	3.423	6.082999999999999	8.81	10.856	16.901	6.834	8.244	29.929000000000002	3.361	6.218999999999999	8.753	10.927	15.530999999999999	7.313	8.293	29.42	6.233	6.358	8.916	10.498	16.883	6.827000000000001	16.92	13.169	3.9560000000000004	20.052	2.9330000000000003	3.242	3.241	17.69	12.854000000000001	3.86	20.805999999999997	3.1719999999999997	3.535	3.437	18.26	12.481	7.31	20.945	4.195	3.472	3.34
42.17563	7.252000000000001	28.951999999999998	3.5189999999999997	6.079	9.167	10.818	17.026	6.468	8.107000000000001	29.590999999999998	3.4560000000000004	6.412999999999999	8.88	10.79	15.787	7.341	8.288	29.607	6.229	6.682	9.24	10.657	16.480999999999998	7.316	16.618	13.328	3.591	19.616	2.863	3.2710000000000004	3.3360000000000003	17.88	13.045	4.152	20.008	3.365	3.301	3.467	19.14	13.133	7.372000000000001	20.509	4.257	3.765	3.5010000000000003
42.34237	7.468	29.119	3.345	6.068	8.891	11.394	16.548	6.718	8.125	29.76	3.282	6.3020000000000005	9.392000000000001	11.169	15.933	7.492000000000001	9.158	30.004	6.183	6.834	9.062000000000001	11.003	16.593	6.8420000000000005	16.86	13.639000000000001	3.843	20.316	2.915	3.227	3.391	17.988	12.96	3.977	20.544	3.2230000000000003	3.52	3.7510000000000003	19.542	13.213	7.5889999999999995	21.307	4.442	3.457	3.424
42.50906	7.256	29.155	3.4010000000000002	5.959	8.846	11.083	17.250999999999998	7.066	7.979	29.403000000000002	3.535	6.291	9.378	10.464	15.684000000000001	7.315	8.517000000000001	29.252	6.17	6.755	9.18	10.364	16.737000000000002	7.32	16.544	13.686	3.636	20.456	2.738	3.052	3.38	17.736	12.940999999999999	3.9330000000000003	20.257	3.114	3.4760000000000004	3.74	18.795	12.834000000000001	7.444	20.987	4.398	3.512	3.38
42.6757	7.665	29.185	3.345	6.167000000000001	9.318999999999999	11.0	16.58	6.718	7.797000000000001	29.858	3.2489999999999997	6.565	9.096	11.169	15.933	7.622999999999999	9.355	29.084	6.315	6.932	9.193999999999999	10.839	16.461	6.907	17.386	13.31	3.6460000000000004	19.199	2.8169999999999997	3.162	3.128	18.448	13.157	3.944	20.149	3.322	3.487	3.62	19.542	13.015999999999998	7.392	21.504	4.147	3.622	3.588
42.84237	7.369	29.021	3.608	5.97	9.318999999999999	11.099	17.27	6.915	7.83	29.365	3.4789999999999996	6.138	9.359	10.675999999999998	16.294	7.492000000000001	9.027000000000001	29.413	6.38	6.735	9.522	11.003	16.166	6.907	16.695999999999998	13.210999999999999	3.975	20.808000000000003	2.915	3.26	3.391	18.284000000000002	13.355	4.141	20.281	3.322	3.487	3.653	18.589000000000002	13.082	7.5889999999999995	21.011	4.541	3.654	3.523
43.00914	7.341	29.392	3.611	6.072	9.158999999999999	10.905999999999999	16.85	6.787999999999999	8.097999999999999	29.441	3.5810000000000004	6.502999999999999	9.462	11.109000000000002	15.905999999999999	7.595	9.394	29.784000000000002	6.385	6.641	9.33	10.482000000000001	16.862000000000002	7.109	16.67	13.217	3.946	20.685	2.821	3.33	3.395	18.555	12.835	3.8489999999999998	20.19	3.128	3.5239999999999996	3.6239999999999997	18.893	12.857999999999999	7.3629999999999995	21.677	4.183	3.56	3.592
43.17572	7.553	28.699	3.719	6.082999999999999	9.402000000000001	11.349	17.329	7.097	8.145	30.193	3.3939999999999997	6.3839999999999995	9.476	10.894	16.221	7.872000000000001	8.589	29.715999999999998	6.2010000000000005	6.752000000000001	9.541	11.024000000000001	16.718	7.255	17.183	13.663	4.055	19.361	2.9330000000000003	3.1430000000000002	3.471	18.874000000000002	13.545	3.9589999999999996	20.180999999999997	3.237	3.6	3.536	19.05	13.204	7.869	20.287	4.458	3.867	3.702
43.34246	7.7	29.386999999999997	3.3339999999999996	6.193	9.415	10.870999999999999	17.348	7.209	8.16	30.419	3.404	6.33	9.787	11.404000000000002	16.339000000000002	7.655	8.87	29.384	6.247000000000001	6.666	9.654	10.940999999999999	16.64	7.236000000000001	17.599	13.450999999999999	4.066	19.779	2.781	3.154	3.5810000000000004	17.811	13.203	3.8710000000000004	20.204	3.248	3.611	3.6460000000000004	19.239	13.157	7.784	20.87	4.207	3.648	3.845
43.50911	7.502000000000001	29.486	3.466	6.127000000000001	9.349	10.969000000000001	17.019000000000002	7.439	8.062000000000001	30.156	3.667	6.494	9.193999999999999	10.745	16.175	7.9510000000000005	9.166	29.648000000000003	6.345	6.765	9.522	10.513	16.738	7.236000000000001	17.237000000000002	13.549000000000001	4.0	19.45	2.781	3.352	3.516	18.437	12.808	4.0680000000000005	20.336	3.347	3.6439999999999997	3.843	18.383	13.124	7.686	20.738000000000003	4.0089999999999995	3.549	3.647
43.67575	7.778	29.741	3.716	6.31	9.232999999999999	11.837	17.651	7.52	8.305	29.491999999999997	3.555	6.478	9.767000000000001	10.823	16.412	8.032	9.274	29.311999999999998	6.393	6.747999999999999	8.911	11.642999999999999	17.073	6.954	17.407	13.558	3.9530000000000003	19.518	2.863	3.4360000000000004	3.5989999999999998	17.913	13.44	4.383	20.107	3.168	3.728	3.73	19.469	12.935	8.161	20.936999999999998	4.421	3.929	3.895
43.84241	8.107000000000001	29.544	3.2230000000000003	6.31	9.529	10.949000000000002	17.487000000000002	7.224	8.009	29.755	3.4560000000000004	6.709	9.472000000000001	11.218	16.642	7.801	9.044	30.298000000000002	6.393	6.847	9.339	11.446	16.975	6.954	17.374000000000002	13.722000000000001	4.3469999999999995	20.044	2.928	3.37	3.698	18.702	13.275	3.889	20.304000000000002	3.431	3.597	3.8280000000000003	19.206	13.198	7.7989999999999995	20.246	4.454	3.863	3.928
44.00918	7.897	29.683000000000003	3.3339999999999996	6.226	9.316	11.463	17.249000000000002	7.472	8.259	29.925	3.897	6.527	9.392000000000001	11.404000000000002	16.175	8.149	9.199	30.174	6.312	7.193	9.456	11.829	16.804000000000002	7.17	17.730999999999998	13.681	4.395	20.174	2.88	3.352	3.713	18.535	13.104000000000001	4.167	20.500999999999998	3.347	3.513	3.679	18.877	13.42	7.718	21.133000000000003	4.5360000000000005	3.648	4.042
44.17574	8.32	29.377	3.529	6.321000000000001	9.607999999999999	11.524000000000001	17.045	7.2379999999999995	8.024	29.685	3.5980000000000003	6.5889999999999995	10.012	11.3	16.464000000000002	7.848	8.863999999999999	29.671	6.242000000000001	7.057	9.32	11.429	17.127	6.869	17.23	13.478	4.2589999999999995	19.739	2.7769999999999997	3.3810000000000002	3.512	17.935	13.065	4.361000000000001	19.999000000000002	3.3760000000000003	3.443	3.642	19.165	13.347999999999999	7.9110000000000005	21.158	4.367	3.677	3.71
44.34246	8.039	29.473000000000003	3.472	6.53	9.523	11.77	17.558	7.35	8.236	29.648000000000003	3.509	6.239	9.533	11.414000000000001	16.451	7.992999999999999	9.276	30.359	6.255	7.2010000000000005	9.466000000000001	11.544	17.213	7.081	17.614	13.857999999999999	4.106	20.486	2.888	3.6889999999999996	3.918	18.749000000000002	13.084000000000001	4.405	20.154	3.3539999999999996	3.6189999999999998	4.0489999999999995	18.367	13.004000000000001	8.419	20.951999999999998	4.445	4.051	4.05
44.50919	7.841	29.177	3.3739999999999997	6.2989999999999995	9.621	11.144	17.558	7.482	8.368	30.241	3.509	6.601	9.632	11.612	16.649	7.664	9.309	30.261	6.222	7.103	9.564	10.852	17.213	6.949	17.844	13.792	4.205	20.355	2.888	3.557	3.721	18.518	13.084000000000001	3.977	19.759	3.2880000000000003	3.8160000000000003	3.884	19.289	13.366	8.583	20.59	4.478	3.853	3.82
