name	slope	intercept	baseline	phase1_start	phase1_end	phase1_slope	phase1_intercept	phase1_baseline	phase1_exclude	phase1_SNR	phase2_start	phase2_end	phase2_slope	phase2_intercept	phase2_baseline	phase2_exclude	phase2_SNR	phase3_start	phase3_end	phase3_slope	phase3_intercept	phase3_baseline	phase3_exclude	phase3_SNR	phase4_start	phase4_end	phase4_slope	phase4_intercept	phase4_baseline	phase4_exclude	phase4_SNR
A1	0.453608050715	32.6780055062	-0.051567709921	19.5	33.75	0.453608050715	32.6780055062	-0.051567709921	False	389.840559499	43.25	46.75	0.184310629216	48.066264303	2.71375921145	True	4.37316555625
A2			
A3			
A4	0.446505761847	43.5431156595	-0.0414750463801	24.75	44.25	0.446505761847	43.5431156595	-0.0414750463801	False	500.815006869
A5			
A6			
A7			
A8			
A9			
A10	0.554920378348	45.4279150079	-0.0727192878553	31.25	46.75	0.554920378348	45.4279150079	-0.0727192878553	False	195.869003222
A11			
A12			
B1	0.480434619385	42.7943471033	-0.03515707802	27.25	44.25	0.480434619385	42.7943471033	-0.03515707802	False	726.900347862
B2			
B3			
B4			
B5	0.585421678506	49.3667035296	-0.0579828992672	35.25	46.75	0.585421678506	49.3667035296	-0.0579828992672	False	22.3566778905
B6			
B7			
B8			
B9	0.553390848937	37.5859819083	-0.0135025330569	24.5	38.0	0.553390848937	37.5859819083	-0.0135025330569	False	229.614473746
B10			
B11			
B12			
C1	0.486292677228	42.6565007009	-0.0492836893463	27.0	44.5	0.486292677228	42.6565007009	-0.0492836893463	False	1004.28978423
C2			
C3			
C4	0.54590978777	47.7990382424	-0.0538200546043	34.0	46.75	0.54590978777	47.7990382424	-0.0538200546043	False	237.742032354
C5	0.664980678311	50.0605773083	-0.054960533755	36.25	46.75	0.664980678311	50.0605773083	-0.054960533755	False	9.11206244417
C6			
C7			
C8			
C9			
C10			
C11	0.773476501159	50.498938789	-0.0324505983409	37.75	46.75	0.773476501159	50.498938789	-0.0324505983409	False	1.27929380171
C12			
D1	0.497855057897	43.2408338628	-0.0333075898178	26.75	45.0	0.497855057897	43.2408338628	-0.0333075898178	False	1607.18478061
D2			
D3			
D4			
D5			
D6			
D7			
D8			
D9			
D10			
D11			
D12			
E1	0.433030873845	44.2988314755	-0.066165171039	29.5	46.75	0.433030873845	44.2988314755	-0.066165171039	False	203.062256998
E2			
E3			
E4			
E5			
E6			
E7			
E8			
E9			
E10	0.447845264599	39.4014815626	0.0158753090959	27.75	40.0	0.447845264599	39.4014815626	0.0158753090959	False	261.375450464
E11			
E12			
F1			
F2			
F3			
F4			
F5			
F6			
F7			
F8			
F9			
F10			
F11			
F12			
G1			
G2			
G3			
G4			
G5			
G6			
G7			
G8	0.445119440342	39.0649496804	-0.0190967115181	24.75	38.5	0.445119440342	39.0649496804	-0.0190967115181	False	245.204543116
G9			
G10	0.439621320549	38.208520951	0.00111786319282	19.0	38.75	0.439621320549	38.208520951	0.00111786319282	False	399.647128598
G11			
G12			
H1	0.701361103672	41.9323536196	-0.0427937668845	33.75	42.5	0.701361103672	41.9323536196	-0.0427937668845	False	546.76883492
H2	0.49327985862	44.5598817445	-0.0732352705972	31.75	44.75	0.49327985862	44.5598817445	-0.0732352705972	False	364.39346826
H3	0.423691934235	45.714877405	-0.0883334020125	31.75	46.75	0.423691934235	45.714877405	-0.0883334020125	False	241.916258022
H4	0.541668969906	43.0636824323	-0.0924363986805	29.75	43.75	0.541668969906	43.0636824323	-0.0924363986805	False	612.037130076
H5	0.451807590822	44.2080064283	-0.00559525387428	31.0	45.5	0.451807590822	44.2080064283	-0.00559525387428	False	899.181343342
H6	0.399891171178	41.4052962757	-0.0765354408021	22.25	42.25	0.399891171178	41.4052962757	-0.0765354408021	False	772.818226319
H7			
H8	0.551256607633	32.5730497507	-0.00533701352879	18.75	33.25	0.551256607633	32.5730497507	-0.00533701352879	False	788.624207837	38.5	46.75	0.0973064842157	44.0652596543	1.89892416123	True	10.5903225824
H9			
H10	0.378561053081	37.5536409286	-0.00335919279257	16.75	36.75	0.378561053081	37.5536409286	-0.00335919279257	False	235.450675902
H11			
H12			
