name	slope	intercept	baseline	phase1_start	phase1_end	phase1_slope	phase1_intercept	phase1_baseline	phase1_exclude	phase1_SNR	phase2_start	phase2_end	phase2_slope	phase2_intercept	phase2_baseline	phase2_exclude	phase2_SNR	phase3_start	phase3_end	phase3_slope	phase3_intercept	phase3_baseline	phase3_exclude	phase3_SNR	phase4_start	phase4_end	phase4_slope	phase4_intercept	phase4_baseline	phase4_exclude	phase4_SNR
A1			
A2	0.415900246684	31.7392381365	-0.0557203701688	18.25	31.75	0.415900246684	31.7392381365	-0.0557203701688	False	456.232693985	37.75	39.75	0.75010645892	41.9858048995	1.9345421223	True	3.09451861038
A3			
A4			
A5			
A6			
A7			
A8			
A9			
A10			
A11			
A12			
B1			
B2	0.53524381242	9.25121419033	-0.0136272951782	2.0	9.25	0.53524381242	9.25121419033	-0.0136272951782	False	373.416357269
B3	0.387263713819	32.6982433539	-0.0268869552407	18.25	33.0	0.387263713819	32.6982433539	-0.0268869552407	False	342.75060927
B4	0.515189850497	26.5911145951	-0.0203903278866	19.25	26.25	0.515189850497	26.5911145951	-0.0203903278866	False	1026.66808161
B5	0.277435910272	50.3583635504	-0.0279669277705	37.75	47.0	0.277435910272	50.3583635504	-0.0279669277705	False	100.892692439
B6	0.7601632906	15.815335752	-0.000272286764679	9.75	16.25	0.7601632906	15.815335752	-0.000272286764679	False	427.856919874
B7	0.526058022963	29.0301061353	0.0253439055411	16.0	28.75	0.526058022963	29.0301061353	0.0253439055411	False	288.185552285
B8			
B9			
B10			
B11			
B12			
C1			
C2	0.451756078937	16.2748213121	-0.0420391204142	5.25	16.0	0.451756078937	16.2748213121	-0.0420391204142	False	475.888002366
C3	0.404023288695	22.1604388921	-0.0362480105738	6.25	22.25	0.404023288695	22.1604388921	-0.0362480105738	False	352.245478246
C4	0.535561390652	26.5853584096	-0.0465289725393	14.0	26.0	0.535561390652	26.5853584096	-0.0465289725393	False	578.471764605
C5	0.254363152668	62.4364748069	-0.0249750610748	45.75	56.75	0.254363152668	62.4364748069	-0.0249750610748	False	54.3762121789
C6	0.799101546618	17.2160577195	-0.00932687849127	9.0	17.5	0.799101546618	17.2160577195	-0.00932687849127	False	971.970775728
C7	0.52119361479	34.2370018464	-0.0183053650716	19.0	33.5	0.52119361479	34.2370018464	-0.0183053650716	False	251.754898963	38.0	41.5	0.321193754594	45.4954650166	1.10763271659	True	5.39113007945
C8			
C9			
C10			
C11			
C12			
D1			
D2	0.674092158832	20.1845507125	-0.0369367394935	9.0	19.75	0.674092158832	20.1845507125	-0.0369367394935	False	397.636293519	44.25	62.75	0.0983677485116	81.9019258882	1.70277119172	False	1.0283443378
D3	0.417094778436	24.1832374493	-0.0471296299659	12.5	23.75	0.417094778436	24.1832374493	-0.0471296299659	False	553.125195846
D4	0.536824357392	25.3223911296	-0.0507396931849	13.75	24.5	0.536824357392	25.3223911296	-0.0507396931849	False	333.222870187	44.0	54.25	0.0995501365106	68.8049998818	1.73681285199	False	1.7202626134
D5			
D6	0.782043178896	13.9349530325	-0.0094633154381	6.0	14.0	0.782043178896	13.9349530325	-0.0094633154381	False	710.685025617
D7			
D8			
D9			
D10			
D11			
D12			
E1			
E2	0.401993264126	26.5991732101	-0.0926473817678	14.5	26.75	0.401993264126	26.5991732101	-0.0926473817678	False	339.969767094
E3			
E4	0.551205266197	25.636794676	-0.0624901196068	14.5	25.0	0.551205266197	25.636794676	-0.0624901196068	False	345.478286523
E5	0.375062023867	29.6143920757	-0.0328153342755	13.0	27.25	0.375062023867	29.6143920757	-0.0328153342755	False	163.989643829
E6	0.688858201942	9.64220308328	-0.00439669987667	2.75	9.5	0.688858201942	9.64220308328	-0.00439669987667	False	435.642520678	18.75	25.5	0.271826438643	31.0783455263	2.65018904312	False	1.24492967665
E7	0.570192014813	27.9862402203	-0.0145754586641	16.25	27.5	0.570192014813	27.9862402203	-0.0145754586641	False	498.669751875
E8			
E9			
E10			
E11			
E12			
F1			
F2			
F3	0.364316600531	41.9321375437	-0.0530915851941	26.0	39.0	0.364316600531	41.9321375437	-0.0530915851941	False	125.962578822
F4	0.572162652966	25.2739638964	-0.0617070965493	13.0	24.5	0.572162652966	25.2739638964	-0.0617070965493	False	319.960499028	32.0	33.75	1.34172493634	35.2481129302	1.39814105929	True	6.73142117189	41.75	47.75	0.265315220024	54.4014081771	1.59955446892	True	1.92733674931
F5	0.376331790646	24.6359445443	-0.0348035604706	10.75	22.5	0.376331790646	24.6359445443	-0.0348035604706	False	151.924447561	30.75	33.0	0.223872644495	40.9121562369	0.853739069721	True	1.08370825013
F6	0.731048489526	21.1230607376	-0.0381633574211	15.5	21.5	0.731048489526	21.1230607376	-0.0381633574211	False	882.155828588
F7			
F8			
F9			
F10			
F11			
F12			
G1			
G2	0.589869349708	20.2101600745	-0.0900912575032	10.5	18.75	0.589869349708	20.2101600745	-0.0900912575032	False	292.602226736	29.25	36.5	0.186975800389	45.0134827481	0.808238259185	False	9.69375826971
G3	0.35397187758	46.980875006	-0.0699097199402	28.5	43.25	0.35397187758	46.980875006	-0.0699097199402	False	117.327052623	60.0	62.75	1.5315824513	64.8923031515	0.665010343037	True	2.10662150109
G4	0.566450968182	23.5760451883	-0.0795142454365	11.5	22.5	0.566450968182	23.5760451883	-0.0795142454365	False	346.822357488
G5	0.370548519096	26.6087893343	-0.0532769921642	13.25	24.25	0.370548519096	26.6087893343	-0.0532769921642	False	297.909862459
G6	0.559357302807	33.7998030681	-0.0211710549894	21.75	32.75	0.559357302807	33.7998030681	-0.0211710549894	False	215.753096538
G7			
G8			
G9			
G10			
G11			
G12			
H1	0.945165179177	6.00088169281	-0.0748161733928	1.75	5.5	0.945165179177	6.00088169281	-0.0748161733928	False	182.024462853	14.25	19.0	0.229836046395	25.833609062	1.57336622533	False	1.60711616677
H2	0.682233432541	20.2108459793	-0.0755163804871	10.75	18.75	0.682233432541	20.2108459793	-0.0755163804871	False	206.072313957	26.5	31.25	0.123654477933	39.0588917101	0.633163812388	True	8.62227230588
H3	0.51952135825	23.1756657407	-0.0702271418824	11.0	22.25	0.51952135825	23.1756657407	-0.0702271418824	False	466.564983048	59.5	62.75	0.208380579532	70.7288183163	1.5226595703	True	1.42304137783
H4			
H5	0.34666162067	36.5860194238	-0.037263599988	22.0	34.0	0.34666162067	36.5860194238	-0.037263599988	False	173.579454409
