name	slope	intercept	baseline	phase1_start	phase1_end	phase1_slope	phase1_intercept	phase1_baseline	phase1_exclude	phase1_SNR	phase2_start	phase2_end	phase2_slope	phase2_intercept	phase2_baseline	phase2_exclude	phase2_SNR	phase3_start	phase3_end	phase3_slope	phase3_intercept	phase3_baseline	phase3_exclude	phase3_SNR	phase4_start	phase4_end	phase4_slope	phase4_intercept	phase4_baseline	phase4_exclude	phase4_SNR
A1	0.396208953276	24.7209537267	-0.0232924596822	10.25	25.75	0.396208953276	24.7209537267	-0.0232924596822	False	351.730205387
A2			
A3			
A4			
A5			
A6			
A7			
A8			
A9			
A10			
A11			
A12	0.872414695037	52.1889706345	-0.0513858121272	32.25	51.75	0.872414695037	52.1889706345	-0.0513858121272	False	100.501745698
B1	0.466453319192	34.3785154449	-0.0171242443411	19.5	35.5	0.466453319192	34.3785154449	-0.0171242443411	False	1007.92922693
B2			
B3			
B4			
B5			
B6	0.448604377468	54.6490069228	-0.0244355453925	45.25	51.75	0.448604377468	54.6490069228	-0.0244355453925	False	48.3412406412
B7			
B8			
B9	0.619757792156	53.3998701144	-0.00220813901645	44.5	51.75	0.619757792156	53.3998701144	-0.00220813901645	False	51.2981306912
B10			
B11			
B12			
C1	0.456865233623	36.0017194671	-0.0318199788359	19.75	37.5	0.456865233623	36.0017194671	-0.0318199788359	False	680.309471526
C2			
C3			
C4			
C5			
C6			
C7			
C8			
C9			
C10			
C11	0.655612464395	48.1491803397	0.0357568212582	33.75	47.5	0.655612464395	48.1491803397	0.0357568212582	False	124.985434074
C12	0.686265798695	51.8828442488	0.0492859909663	36.0	51.75	0.686265798695	51.8828442488	0.0492859909663	False	285.99020819
D1	0.455708715343	36.8024124275	-0.0204627747913	19.25	38.5	0.455708715343	36.8024124275	-0.0204627747913	False	985.561491566
D2			
D3			
D4			
D5	0.566671286825	52.3698595543	-0.0101508765166	36.25	51.75	0.566671286825	52.3698595543	-0.0101508765166	False	187.248857246
D6			
D7			
D8			
D9			
D10			
D11	0.501419531083	40.7556781038	-0.00486635225068	32.75	38.75	0.501419531083	40.7556781038	-0.00486635225068	False	99.6829902015	47.5	51.75	0.241783670161	58.9443307223	0.959767381964	True	2.03053719783
D12	0.551093591927	54.840206121	0.0396726350429	37.75	51.75	0.551093591927	54.840206121	0.0396726350429	False	16.7037968298
E1	0.464824964869	35.1042117968	-0.0307404100127	19.0	36.5	0.464824964869	35.1042117968	-0.0307404100127	False	702.986711557
E2			
E3			
E4			
E5			
E6			
E7			
E8			
E9			
E10	0.526505948278	44.008327183	0.0055494353861	29.0	43.5	0.526505948278	44.008327183	0.0055494353861	False	271.748037742
E11	0.547737622691	40.8205760987	0.00498413505964	26.5	40.0	0.547737622691	40.8205760987	0.00498413505964	False	174.426137722
E12	0.583013447013	51.9110201177	0.0360352157892	34.75	51.75	0.583013447013	51.9110201177	0.0360352157892	False	258.60719485
F1	0.69647870553	42.704594876	-0.0625586976839	37.0	43.25	0.69647870553	42.704594876	-0.0625586976839	False	965.687759972	49.0	51.75	0.770966633633	53.8086004378	2.41586715265	True	1.45217417471
F2			
F3			
F4			
F5	0.377602292608	50.397801312	-0.0670313442505	40.0	51.75	0.377602292608	50.397801312	-0.0670313442505	False	136.266252203
F6			
F7			
F8	1.02458106622	54.8971204127	-0.012029485671	46.5	51.75	1.02458106622	54.8971204127	-0.012029485671	False	1.08861771336
F9			
F10	0.567855662829	45.6628530862	-0.00172301188509	30.25	45.25	0.567855662829	45.6628530862	-0.00172301188509	False	345.796793264
F11	0.589848120839	42.9305860651	-0.00849728582638	27.75	42.25	0.589848120839	42.9305860651	-0.00849728582638	False	269.331288479
F12			
G1	0.738219818556	41.1112858912	-0.0626479588346	33.0	41.0	0.738219818556	41.1112858912	-0.0626479588346	False	341.139205373	48.5	51.75	0.370587684269	54.8621867882	2.24725753181	True	1.61415847336
G2	0.582231598456	48.8411848799	-0.0572033663424	41.25	48.5	0.582231598456	48.8411848799	-0.0572033663424	False	359.297704295
G3			
G4			
G5			
G6			
G7			
G8	0.709464983308	54.9273528073	0.00028398445099	45.5	51.75	0.709464983308	54.9273528073	0.00028398445099	False	9.32269675907
G9			
G10	0.573220764789	43.6431134038	0.0031175684223	28.25	43.25	0.573220764789	43.6431134038	0.0031175684223	False	232.328741365
G11			
G12			
H1	0.710850590522	34.7350648098	-0.0453969824893	23.5	35.0	0.710850590522	34.7350648098	-0.0453969824893	False	886.283733509
H2	0.582041997634	40.7211966399	-0.047727365788	33.5	40.0	0.582041997634	40.7211966399	-0.047727365788	False	190.232200842
H3			
H4			
H5			
H6	0.609290762369	46.241240744	-0.0714728295963	40.25	46.0	0.609290762369	46.241240744	-0.0714728295963	False	438.408179941
H7	0.540264388823	48.4867378043	-0.0509333356381	32.0	48.75	0.540264388823	48.4867378043	-0.0509333356381	False	385.125861132
H8	0.539262296316	50.789325372	-0.0209631889289	39.5	51.75	0.539262296316	50.789325372	-0.0209631889289	False	257.038477324
H9	0.336948975319	58.7298943378	-0.0371744816972	46.5	50.0	0.336948975319	58.7298943378	-0.0371744816972	False	1.95679237405
H10	0.479406212288	34.2793059601	-0.0257471230487	20.75	32.75	0.479406212288	34.2793059601	-0.0257471230487	False	105.320218202
H11			
H12			
