Experiment	Tray	Well	Strain	Medium_addition
isobutyrate_030215	1	A6	M9 blank	butanol
isobutyrate_030215	1	G2	IBUA2-1_1	butanol
isobutyrate_030215	1	D7	IBUA5-5_3	butanol
isobutyrate_030215	1	C5	IBUA3-10_3	butanol
isobutyrate_030215	1	D2	IBUA1-9_1	butanol
isobutyrate_030215	1	D10	IBUA7-9_3	butanol
isobutyrate_030215	1	G4	IBUA3-4_3	butanol
isobutyrate_030215	1	H4	IBUA3-10_1	butanol
isobutyrate_030215	1	E9	IBUA7-6_3	butanol
isobutyrate_030215	1	H10	IBUA8-4_1	butanol
isobutyrate_030215	1	E6	IBUA4-9_3	butanol
isobutyrate_030215	1	C8	IBUA6-7_3	butanol
isobutyrate_030215	1	G1	IBUA1-5_2	butanol
isobutyrate_030215	1	D1	MG1655_4	butanol
isobutyrate_030215	1	E8	IBUA6-9_2	butanol
isobutyrate_030215	1	C2	IBUA1-7_3	butanol
isobutyrate_030215	1	A1	MG1655_1	butanol
isobutyrate_030215	1	B10	IBUA7-9_1	butanol
isobutyrate_030215	1	H7	IBUA6-7_1	butanol
isobutyrate_030215	1	F10	IBUA8-3_2	butanol
isobutyrate_030215	1	B6	IBUA4-8_3	butanol
isobutyrate_030215	1	B5	IBUA3-10_2	butanol
isobutyrate_030215	1	F1	IBUA1-5_1	butanol
isobutyrate_030215	1	A7	M9 blank	butanol
isobutyrate_030215	1	G10	IBUA8-3_3	butanol
isobutyrate_030215	1	E7	IBUA5-6_1	butanol
isobutyrate_030215	1	C11	IBUA8-4_3	butanol
isobutyrate_030215	1	C7	IBUA5-5_2	butanol
isobutyrate_030215	1	H8	IBUA6-10_2	butanol
isobutyrate_030215	1	A10	M9 blank	butanol
isobutyrate_030215	1	C9	IBUA7-6_1	butanol
isobutyrate_030215	1	H3	IBUA2-9_3	butanol
isobutyrate_030215	1	B11	IBUA8-4_2	butanol
isobutyrate_030215	1	D11	IBUA8-10_1	butanol
isobutyrate_030215	1	A11	M9 blank	butanol
isobutyrate_030215	1	G5	IBUA4-8_1	butanol
isobutyrate_030215	1	A9	M9 blank	butanol
isobutyrate_030215	1	E11	IBUA8-10_2	butanol
isobutyrate_030215	1	C6	IBUA4-9_1	butanol
isobutyrate_030215	1	E10	IBUA8-3_1	butanol
isobutyrate_030215	1	A12	M9 blank	butanol
isobutyrate_030215	1	D8	IBUA6-9_1	butanol
isobutyrate_030215	1	F11	IBUA8-10_3	butanol
isobutyrate_030215	1	B3	IBUA2-1_3	butanol
isobutyrate_030215	1	G11	M9 blank	butanol
isobutyrate_030215	1	C10	IBUA7-9_2	butanol
isobutyrate_030215	1	G3	IBUA2-9_2	butanol
isobutyrate_030215	1	F6	IBUA5-2_1	butanol
isobutyrate_030215	1	G9	IBUA7-7_2	butanol
isobutyrate_030215	1	C3	IBUA2-6_1	butanol
isobutyrate_030215	1	H12	M9 blank	butanol
isobutyrate_030215	1	C4	IBUA3-2_2	butanol
isobutyrate_030215	1	B7	IBUA5-5_1	butanol
isobutyrate_030215	1	D6	IBUA4-9_2	butanol
isobutyrate_030215	1	C12	M9 blank	butanol
isobutyrate_030215	1	F5	IBUA4-1_3	butanol
isobutyrate_030215	1	F2	IBUA1-9_3	butanol
isobutyrate_030215	1	F7	IBUA5-6_2	butanol
isobutyrate_030215	1	B9	IBUA6-10_3	butanol
isobutyrate_030215	1	E12	M9 blank	butanol
isobutyrate_030215	1	B12	M9 blank	butanol
isobutyrate_030215	1	B1	MG1655_2	butanol
isobutyrate_030215	1	G8	IBUA6-10_1	butanol
isobutyrate_030215	1	H2	IBUA2-1_2	butanol
isobutyrate_030215	1	B8	IBUA6-7_2	butanol
isobutyrate_030215	1	B4	IBUA3-2_1	butanol
isobutyrate_030215	1	H5	IBUA4-8_2	butanol
isobutyrate_030215	1	D5	IBUA4-1_1	butanol
isobutyrate_030215	1	A8	M9 blank	butanol
isobutyrate_030215	1	A3	M9 blank	butanol
isobutyrate_030215	1	E5	IBUA4-1_2	butanol
isobutyrate_030215	1	C1	MG1655_3	butanol
isobutyrate_030215	1	D12	M9 blank	butanol
isobutyrate_030215	1	E4	IBUA3-4_1	butanol
isobutyrate_030215	1	F3	IBUA2-9_1	butanol
isobutyrate_030215	1	F8	IBUA6-9_3	butanol
isobutyrate_030215	1	D4	IBUA3-2_3	butanol
isobutyrate_030215	1	B2	IBUA1-7_2	butanol
isobutyrate_030215	1	A5	M9 blank	butanol
isobutyrate_030215	1	F4	IBUA3-4_2	butanol
isobutyrate_030215	1	D9	IBUA7-6_2	butanol
isobutyrate_030215	1	F9	IBUA7-7_1	butanol
isobutyrate_030215	1	E2	IBUA1-9_2	butanol
isobutyrate_030215	1	H11	M9 blank	butanol
isobutyrate_030215	1	H1	IBUA1-5_3	butanol
isobutyrate_030215	2	H9	IBUA7-7_3	butanol
isobutyrate_030215	2	G6	IBUA5-2_2	butanol
isobutyrate_030215	2	F12	M9 blank	butanol
isobutyrate_030215	2	G12	M9 blank	butanol
isobutyrate_030215	2	H6	IBUA5-2_3	butanol
isobutyrate_030215	2	E3	IBUA2-6_3	butanol
isobutyrate_030215	2	G7	IBUA5-6_3	butanol
isobutyrate_030215	2	D3	IBUA2-6_2	butanol
isobutyrate_030215	2	A2	IBUA1-7_1	butanol
isobutyrate_030215	2	E1	MG1655_5	butanol
isobutyrate_030215	2	A4	M9 blank	butanol
isobutyrate_030215	2	A6	M9 blank	butanol
isobutyrate_030215	2	G2	IBUA2-1_1	butanol
isobutyrate_030215	2	D7	IBUA5-5_3	butanol
isobutyrate_030215	2	C5	IBUA3-10_3	butanol
isobutyrate_030215	2	D2	IBUA1-9_1	butanol
isobutyrate_030215	2	D10	IBUA7-9_3	butanol
isobutyrate_030215	2	G4	IBUA3-4_3	butanol
isobutyrate_030215	2	H4	IBUA3-10_1	butanol
isobutyrate_030215	2	E9	IBUA7-6_3	butanol
isobutyrate_030215	2	H10	IBUA8-4_1	butanol
isobutyrate_030215	2	E6	IBUA4-9_3	butanol
isobutyrate_030215	2	C8	IBUA6-7_3	butanol
isobutyrate_030215	2	G1	IBUA1-5_2	butanol
isobutyrate_030215	2	D1	MG1655_4	butanol
isobutyrate_030215	2	E8	IBUA6-9_2	butanol
isobutyrate_030215	2	C2	IBUA1-7_3	butanol
isobutyrate_030215	2	A1	MG1655_1	butanol
isobutyrate_030215	2	B10	IBUA7-9_1	butanol
isobutyrate_030215	2	H7	IBUA6-7_1	butanol
isobutyrate_030215	2	F10	IBUA8-3_2	butanol
isobutyrate_030215	2	B6	IBUA4-8_3	butanol
isobutyrate_030215	2	B5	IBUA3-10_2	butanol
isobutyrate_030215	2	F1	IBUA1-5_1	butanol
isobutyrate_030215	2	A7	M9 blank	butanol
isobutyrate_030215	2	G10	IBUA8-3_3	butanol
isobutyrate_030215	2	E7	IBUA5-6_1	butanol
isobutyrate_030215	2	C11	IBUA8-4_3	butanol
isobutyrate_030215	2	C7	IBUA5-5_2	butanol
isobutyrate_030215	2	H8	IBUA6-10_2	butanol
isobutyrate_030215	2	A10	M9 blank	butanol
isobutyrate_030215	2	C9	IBUA7-6_1	butanol
isobutyrate_030215	2	H3	IBUA2-9_3	butanol
isobutyrate_030215	2	B11	IBUA8-4_2	butanol
isobutyrate_030215	2	D11	IBUA8-10_1	butanol
isobutyrate_030215	2	A11	M9 blank	butanol
isobutyrate_030215	2	G5	IBUA4-8_1	butanol
isobutyrate_030215	2	A9	M9 blank	butanol
isobutyrate_030215	2	E11	IBUA8-10_2	butanol
isobutyrate_030215	2	C6	IBUA4-9_1	butanol
isobutyrate_030215	2	E10	IBUA8-3_1	butanol
isobutyrate_030215	2	A12	M9 blank	butanol
isobutyrate_030215	2	D8	IBUA6-9_1	butanol
isobutyrate_030215	2	F11	IBUA8-10_3	butanol
isobutyrate_030215	2	B3	IBUA2-1_3	butanol
isobutyrate_030215	2	G11	M9 blank	butanol
isobutyrate_030215	2	C10	IBUA7-9_2	butanol
isobutyrate_030215	2	G3	IBUA2-9_2	butanol
isobutyrate_030215	2	F6	IBUA5-2_1	butanol
isobutyrate_030215	2	G9	IBUA7-7_2	butanol
isobutyrate_030215	2	C3	IBUA2-6_1	butanol
isobutyrate_030215	2	H12	M9 blank	butanol
isobutyrate_030215	2	C4	IBUA3-2_2	butanol
isobutyrate_030215	2	B7	IBUA5-5_1	butanol
isobutyrate_030215	2	D6	IBUA4-9_2	butanol
isobutyrate_030215	2	C12	M9 blank	butanol
isobutyrate_030215	2	F5	IBUA4-1_3	butanol
isobutyrate_030215	2	F2	IBUA1-9_3	butanol
isobutyrate_030215	2	F7	IBUA5-6_2	butanol
isobutyrate_030215	2	B9	IBUA6-10_3	butanol
isobutyrate_030215	2	E12	M9 blank	butanol
isobutyrate_030215	2	B12	M9 blank	butanol
isobutyrate_030215	2	B1	MG1655_2	butanol
isobutyrate_030215	2	G8	IBUA6-10_1	butanol
isobutyrate_030215	2	H2	IBUA2-1_2	butanol
isobutyrate_030215	2	B8	IBUA6-7_2	butanol
isobutyrate_030215	2	B4	IBUA3-2_1	butanol
isobutyrate_030215	2	H5	IBUA4-8_2	butanol
isobutyrate_030215	2	D5	IBUA4-1_1	butanol
isobutyrate_030215	2	A8	M9 blank	butanol
isobutyrate_030215	2	A3	M9 blank	butanol
isobutyrate_030215	2	E5	IBUA4-1_2	butanol
isobutyrate_030215	2	C1	MG1655_3	butanol
isobutyrate_030215	2	D12	M9 blank	butanol
isobutyrate_030215	2	E4	IBUA3-4_1	butanol
isobutyrate_030215	2	F3	IBUA2-9_1	butanol
isobutyrate_030215	2	F8	IBUA6-9_3	butanol
isobutyrate_030215	2	D4	IBUA3-2_3	butanol
isobutyrate_030215	2	B2	IBUA1-7_2	butanol
isobutyrate_030215	2	A5	M9 blank	butanol
isobutyrate_030215	2	F4	IBUA3-4_2	butanol
isobutyrate_030215	2	D9	IBUA7-6_2	butanol
isobutyrate_030215	2	F9	IBUA7-7_1	butanol
isobutyrate_030215	2	E2	IBUA1-9_2	butanol
isobutyrate_030215	2	H11	M9 blank	butanol
isobutyrate_030215	2	H1	IBUA1-5_3	butanol
isobutyrate_030215	3	H9	IBUA7-7_3	butanol
isobutyrate_030215	3	G6	IBUA5-2_2	butanol
isobutyrate_030215	3	F12	M9 blank	butanol
isobutyrate_030215	3	G12	M9 blank	butanol
isobutyrate_030215	3	H6	IBUA5-2_3	butanol
isobutyrate_030215	3	E3	IBUA2-6_3	butanol
isobutyrate_030215	3	G7	IBUA5-6_3	butanol
isobutyrate_030215	3	D3	IBUA2-6_2	butanol
isobutyrate_030215	3	A2	IBUA1-7_1	butanol
isobutyrate_030215	3	E1	MG1655_5	butanol
isobutyrate_030215	3	A4	M9 blank	butanol
isobutyrate_030215	3	A6	M9 blank	butanol
isobutyrate_030215	3	G2	IBUA2-1_1	butanol
isobutyrate_030215	3	D7	IBUA5-5_3	butanol
isobutyrate_030215	3	C5	IBUA3-10_3	butanol
isobutyrate_030215	3	D2	IBUA1-9_1	butanol
isobutyrate_030215	3	D10	IBUA7-9_3	butanol
isobutyrate_030215	3	G4	IBUA3-4_3	butanol
isobutyrate_030215	3	H4	IBUA3-10_1	butanol
isobutyrate_030215	3	E9	IBUA7-6_3	butanol
isobutyrate_030215	3	H10	IBUA8-4_1	butanol
isobutyrate_030215	3	E6	IBUA4-9_3	butanol
isobutyrate_030215	3	C8	IBUA6-7_3	butanol
isobutyrate_030215	3	G1	IBUA1-5_2	butanol
isobutyrate_030215	3	D1	MG1655_4	butanol
isobutyrate_030215	3	E8	IBUA6-9_2	butanol
isobutyrate_030215	3	C2	IBUA1-7_3	butanol
isobutyrate_030215	3	A1	MG1655_1	butanol
isobutyrate_030215	3	B10	IBUA7-9_1	butanol
isobutyrate_030215	3	H7	IBUA6-7_1	butanol
isobutyrate_030215	3	F10	IBUA8-3_2	butanol
isobutyrate_030215	3	B6	IBUA4-8_3	butanol
isobutyrate_030215	3	B5	IBUA3-10_2	butanol
isobutyrate_030215	3	F1	IBUA1-5_1	butanol
isobutyrate_030215	3	A7	M9 blank	butanol
isobutyrate_030215	3	G10	IBUA8-3_3	butanol
isobutyrate_030215	3	E7	IBUA5-6_1	butanol
isobutyrate_030215	3	C11	IBUA8-4_3	butanol
isobutyrate_030215	3	C7	IBUA5-5_2	butanol
isobutyrate_030215	3	H8	IBUA6-10_2	butanol
isobutyrate_030215	3	A10	M9 blank	butanol
isobutyrate_030215	3	C9	IBUA7-6_1	butanol
isobutyrate_030215	3	H3	IBUA2-9_3	butanol
isobutyrate_030215	3	B11	IBUA8-4_2	butanol
isobutyrate_030215	3	D11	IBUA8-10_1	butanol
isobutyrate_030215	3	A11	M9 blank	butanol
isobutyrate_030215	3	G5	IBUA4-8_1	butanol
isobutyrate_030215	3	A9	M9 blank	butanol
isobutyrate_030215	3	E11	IBUA8-10_2	butanol
isobutyrate_030215	3	C6	IBUA4-9_1	butanol
isobutyrate_030215	3	E10	IBUA8-3_1	butanol
isobutyrate_030215	3	A12	M9 blank	butanol
isobutyrate_030215	3	D8	IBUA6-9_1	butanol
isobutyrate_030215	3	F11	IBUA8-10_3	butanol
isobutyrate_030215	3	B3	IBUA2-1_3	butanol
isobutyrate_030215	3	G11	M9 blank	butanol
isobutyrate_030215	3	C10	IBUA7-9_2	butanol
isobutyrate_030215	3	G3	IBUA2-9_2	butanol
isobutyrate_030215	3	F6	IBUA5-2_1	butanol
isobutyrate_030215	3	G9	IBUA7-7_2	butanol
isobutyrate_030215	3	C3	IBUA2-6_1	butanol
isobutyrate_030215	3	H12	M9 blank	butanol
isobutyrate_030215	3	C4	IBUA3-2_2	butanol
isobutyrate_030215	3	B7	IBUA5-5_1	butanol
isobutyrate_030215	3	D6	IBUA4-9_2	butanol
isobutyrate_030215	3	C12	M9 blank	butanol
isobutyrate_030215	3	F5	IBUA4-1_3	butanol
isobutyrate_030215	3	F2	IBUA1-9_3	butanol
isobutyrate_030215	3	F7	IBUA5-6_2	butanol
isobutyrate_030215	3	B9	IBUA6-10_3	butanol
isobutyrate_030215	3	E12	M9 blank	butanol
isobutyrate_030215	3	B12	M9 blank	butanol
isobutyrate_030215	3	B1	MG1655_2	butanol
isobutyrate_030215	3	G8	IBUA6-10_1	butanol
isobutyrate_030215	3	H2	IBUA2-1_2	butanol
isobutyrate_030215	3	B8	IBUA6-7_2	butanol
isobutyrate_030215	3	B4	IBUA3-2_1	butanol
isobutyrate_030215	3	H5	IBUA4-8_2	butanol
isobutyrate_030215	3	D5	IBUA4-1_1	butanol
isobutyrate_030215	3	A8	M9 blank	butanol
isobutyrate_030215	3	A3	M9 blank	butanol
isobutyrate_030215	3	E5	IBUA4-1_2	butanol
isobutyrate_030215	3	C1	MG1655_3	butanol
isobutyrate_030215	3	D12	M9 blank	butanol
isobutyrate_030215	3	E4	IBUA3-4_1	butanol
isobutyrate_030215	3	F3	IBUA2-9_1	butanol
isobutyrate_030215	3	F8	IBUA6-9_3	butanol
isobutyrate_030215	3	D4	IBUA3-2_3	butanol
isobutyrate_030215	3	B2	IBUA1-7_2	butanol
isobutyrate_030215	3	A5	M9 blank	butanol
isobutyrate_030215	3	F4	IBUA3-4_2	butanol
isobutyrate_030215	3	D9	IBUA7-6_2	butanol
isobutyrate_030215	3	F9	IBUA7-7_1	butanol
isobutyrate_030215	3	E2	IBUA1-9_2	butanol
isobutyrate_030215	3	H11	M9 blank	butanol
isobutyrate_030215	3	H1	IBUA1-5_3	butanol
isobutyrate_030215	4	H9	IBUA7-7_3	butanol
isobutyrate_030215	4	G6	IBUA5-2_2	butanol
isobutyrate_030215	4	F12	M9 blank	butanol
isobutyrate_030215	4	G12	M9 blank	butanol
isobutyrate_030215	4	H6	IBUA5-2_3	butanol
isobutyrate_030215	4	E3	IBUA2-6_3	butanol
isobutyrate_030215	4	G7	IBUA5-6_3	butanol
isobutyrate_030215	4	D3	IBUA2-6_2	butanol
isobutyrate_030215	4	A2	IBUA1-7_1	butanol
isobutyrate_030215	4	E1	MG1655_5	butanol
isobutyrate_030215	4	A4	M9 blank	butanol
isobutyrate_030215	4	A6	M9 blank	butanol
isobutyrate_030215	4	G2	IBUA2-1_1	butanol
isobutyrate_030215	4	D7	IBUA5-5_3	butanol
isobutyrate_030215	4	C5	IBUA3-10_3	butanol
isobutyrate_030215	4	D2	IBUA1-9_1	butanol
isobutyrate_030215	4	D10	IBUA7-9_3	butanol
isobutyrate_030215	4	G4	IBUA3-4_3	butanol
isobutyrate_030215	4	H4	IBUA3-10_1	butanol
isobutyrate_030215	4	E9	IBUA7-6_3	butanol
isobutyrate_030215	4	H10	IBUA8-4_1	butanol
isobutyrate_030215	4	E6	IBUA4-9_3	butanol
isobutyrate_030215	4	C8	IBUA6-7_3	butanol
isobutyrate_030215	4	G1	IBUA1-5_2	butanol
isobutyrate_030215	4	D1	MG1655_4	butanol
isobutyrate_030215	4	E8	IBUA6-9_2	butanol
isobutyrate_030215	4	C2	IBUA1-7_3	butanol
isobutyrate_030215	4	A1	MG1655_1	butanol
isobutyrate_030215	4	B10	IBUA7-9_1	butanol
isobutyrate_030215	4	H7	IBUA6-7_1	butanol
isobutyrate_030215	4	F10	IBUA8-3_2	butanol
isobutyrate_030215	4	B6	IBUA4-8_3	butanol
isobutyrate_030215	4	B5	IBUA3-10_2	butanol
isobutyrate_030215	4	F1	IBUA1-5_1	butanol
isobutyrate_030215	4	A7	M9 blank	butanol
isobutyrate_030215	4	G10	IBUA8-3_3	butanol
isobutyrate_030215	4	E7	IBUA5-6_1	butanol
isobutyrate_030215	4	C11	IBUA8-4_3	butanol
isobutyrate_030215	4	C7	IBUA5-5_2	butanol
isobutyrate_030215	4	H8	IBUA6-10_2	butanol
isobutyrate_030215	4	A10	M9 blank	butanol
isobutyrate_030215	4	C9	IBUA7-6_1	butanol
isobutyrate_030215	4	H3	IBUA2-9_3	butanol
isobutyrate_030215	4	B11	IBUA8-4_2	butanol
isobutyrate_030215	4	D11	IBUA8-10_1	butanol
isobutyrate_030215	4	A11	M9 blank	butanol
isobutyrate_030215	4	G5	IBUA4-8_1	butanol
isobutyrate_030215	4	A9	M9 blank	butanol
isobutyrate_030215	4	E11	IBUA8-10_2	butanol
isobutyrate_030215	4	C6	IBUA4-9_1	butanol
isobutyrate_030215	4	E10	IBUA8-3_1	butanol
isobutyrate_030215	4	A12	M9 blank	butanol
isobutyrate_030215	4	D8	IBUA6-9_1	butanol
isobutyrate_030215	4	F11	IBUA8-10_3	butanol
isobutyrate_030215	4	B3	IBUA2-1_3	butanol
isobutyrate_030215	4	G11	M9 blank	butanol
isobutyrate_030215	4	C10	IBUA7-9_2	butanol
isobutyrate_030215	4	G3	IBUA2-9_2	butanol
isobutyrate_030215	4	F6	IBUA5-2_1	butanol
isobutyrate_030215	4	G9	IBUA7-7_2	butanol
isobutyrate_030215	4	C3	IBUA2-6_1	butanol
isobutyrate_030215	4	H12	M9 blank	butanol
isobutyrate_030215	4	C4	IBUA3-2_2	butanol
isobutyrate_030215	4	B7	IBUA5-5_1	butanol
isobutyrate_030215	4	D6	IBUA4-9_2	butanol
isobutyrate_030215	4	C12	M9 blank	butanol
isobutyrate_030215	4	F5	IBUA4-1_3	butanol
isobutyrate_030215	4	F2	IBUA1-9_3	butanol
isobutyrate_030215	4	F7	IBUA5-6_2	butanol
isobutyrate_030215	4	B9	IBUA6-10_3	butanol
isobutyrate_030215	4	E12	M9 blank	butanol
isobutyrate_030215	4	B12	M9 blank	butanol
isobutyrate_030215	4	B1	MG1655_2	butanol
isobutyrate_030215	4	G8	IBUA6-10_1	butanol
isobutyrate_030215	4	H2	IBUA2-1_2	butanol
isobutyrate_030215	4	B8	IBUA6-7_2	butanol
isobutyrate_030215	4	B4	IBUA3-2_1	butanol
isobutyrate_030215	4	H5	IBUA4-8_2	butanol
isobutyrate_030215	4	D5	IBUA4-1_1	butanol
isobutyrate_030215	4	A8	M9 blank	butanol
isobutyrate_030215	4	A3	M9 blank	butanol
isobutyrate_030215	4	E5	IBUA4-1_2	butanol
isobutyrate_030215	4	C1	MG1655_3	butanol
isobutyrate_030215	4	D12	M9 blank	butanol
isobutyrate_030215	4	E4	IBUA3-4_1	butanol
isobutyrate_030215	4	F3	IBUA2-9_1	butanol
isobutyrate_030215	4	F8	IBUA6-9_3	butanol
isobutyrate_030215	4	D4	IBUA3-2_3	butanol
isobutyrate_030215	4	B2	IBUA1-7_2	butanol
isobutyrate_030215	4	A5	M9 blank	butanol
isobutyrate_030215	4	F4	IBUA3-4_2	butanol
isobutyrate_030215	4	D9	IBUA7-6_2	butanol
isobutyrate_030215	4	F9	IBUA7-7_1	butanol
isobutyrate_030215	4	E2	IBUA1-9_2	butanol
isobutyrate_030215	4	H11	M9 blank	butanol
isobutyrate_030215	4	H1	IBUA1-5_3	butanol
isobutyrate_030215	5	H9	IBUA7-7_3	butanol
isobutyrate_030215	5	G6	IBUA5-2_2	butanol
isobutyrate_030215	5	F12	M9 blank	butanol
isobutyrate_030215	5	G12	M9 blank	butanol
isobutyrate_030215	5	H6	IBUA5-2_3	butanol
isobutyrate_030215	5	E3	IBUA2-6_3	butanol
isobutyrate_030215	5	G7	IBUA5-6_3	butanol
isobutyrate_030215	5	D3	IBUA2-6_2	butanol
isobutyrate_030215	5	A2	IBUA1-7_1	butanol
isobutyrate_030215	5	E1	MG1655_5	butanol
isobutyrate_030215	5	A4	M9 blank	butanol
isobutyrate_030215	5	A6	M9 blank	butanol
isobutyrate_030215	5	G2	IBUA2-1_1	butanol
isobutyrate_030215	5	D7	IBUA5-5_3	butanol
isobutyrate_030215	5	C5	IBUA3-10_3	butanol
isobutyrate_030215	5	D2	IBUA1-9_1	butanol
isobutyrate_030215	5	D10	IBUA7-9_3	butanol
isobutyrate_030215	5	G4	IBUA3-4_3	butanol
isobutyrate_030215	5	H4	IBUA3-10_1	butanol
isobutyrate_030215	5	E9	IBUA7-6_3	butanol
isobutyrate_030215	5	H10	IBUA8-4_1	butanol
isobutyrate_030215	5	E6	IBUA4-9_3	butanol
isobutyrate_030215	5	C8	IBUA6-7_3	butanol
isobutyrate_030215	5	G1	IBUA1-5_2	butanol
isobutyrate_030215	5	D1	MG1655_4	butanol
isobutyrate_030215	5	E8	IBUA6-9_2	butanol
isobutyrate_030215	5	C2	IBUA1-7_3	butanol
isobutyrate_030215	5	A1	MG1655_1	butanol
isobutyrate_030215	5	B10	IBUA7-9_1	butanol
isobutyrate_030215	5	H7	IBUA6-7_1	butanol
isobutyrate_030215	5	F10	IBUA8-3_2	butanol
isobutyrate_030215	5	B6	IBUA4-8_3	butanol
isobutyrate_030215	5	B5	IBUA3-10_2	butanol
isobutyrate_030215	5	F1	IBUA1-5_1	butanol
isobutyrate_030215	5	A7	M9 blank	butanol
isobutyrate_030215	5	G10	IBUA8-3_3	butanol
isobutyrate_030215	5	E7	IBUA5-6_1	butanol
isobutyrate_030215	5	C11	IBUA8-4_3	butanol
isobutyrate_030215	5	C7	IBUA5-5_2	butanol
isobutyrate_030215	5	H8	IBUA6-10_2	butanol
isobutyrate_030215	5	A10	M9 blank	butanol
isobutyrate_030215	5	C9	IBUA7-6_1	butanol
isobutyrate_030215	5	H3	IBUA2-9_3	butanol
isobutyrate_030215	5	B11	IBUA8-4_2	butanol
isobutyrate_030215	5	D11	IBUA8-10_1	butanol
isobutyrate_030215	5	A11	M9 blank	butanol
isobutyrate_030215	5	G5	IBUA4-8_1	butanol
isobutyrate_030215	5	A9	M9 blank	butanol
isobutyrate_030215	5	E11	IBUA8-10_2	butanol
isobutyrate_030215	5	C6	IBUA4-9_1	butanol
isobutyrate_030215	5	E10	IBUA8-3_1	butanol
isobutyrate_030215	5	A12	M9 blank	butanol
isobutyrate_030215	5	D8	IBUA6-9_1	butanol
isobutyrate_030215	5	F11	IBUA8-10_3	butanol
isobutyrate_030215	5	B3	IBUA2-1_3	butanol
isobutyrate_030215	5	G11	M9 blank	butanol
isobutyrate_030215	5	C10	IBUA7-9_2	butanol
isobutyrate_030215	5	G3	IBUA2-9_2	butanol
isobutyrate_030215	5	F6	IBUA5-2_1	butanol
isobutyrate_030215	5	G9	IBUA7-7_2	butanol
isobutyrate_030215	5	C3	IBUA2-6_1	butanol
isobutyrate_030215	5	H12	M9 blank	butanol
isobutyrate_030215	5	C4	IBUA3-2_2	butanol
isobutyrate_030215	5	B7	IBUA5-5_1	butanol
isobutyrate_030215	5	D6	IBUA4-9_2	butanol
isobutyrate_030215	5	C12	M9 blank	butanol
isobutyrate_030215	5	F5	IBUA4-1_3	butanol
isobutyrate_030215	5	F2	IBUA1-9_3	butanol
isobutyrate_030215	5	F7	IBUA5-6_2	butanol
isobutyrate_030215	5	B9	IBUA6-10_3	butanol
isobutyrate_030215	5	E12	M9 blank	butanol
isobutyrate_030215	5	B12	M9 blank	butanol
isobutyrate_030215	5	B1	MG1655_2	butanol
isobutyrate_030215	5	G8	IBUA6-10_1	butanol
isobutyrate_030215	5	H2	IBUA2-1_2	butanol
isobutyrate_030215	5	B8	IBUA6-7_2	butanol
isobutyrate_030215	5	B4	IBUA3-2_1	butanol
isobutyrate_030215	5	H5	IBUA4-8_2	butanol
isobutyrate_030215	5	D5	IBUA4-1_1	butanol
isobutyrate_030215	5	A8	M9 blank	butanol
isobutyrate_030215	5	A3	M9 blank	butanol
isobutyrate_030215	5	E5	IBUA4-1_2	butanol
isobutyrate_030215	5	C1	MG1655_3	butanol
isobutyrate_030215	5	D12	M9 blank	butanol
isobutyrate_030215	5	E4	IBUA3-4_1	butanol
isobutyrate_030215	5	F3	IBUA2-9_1	butanol
isobutyrate_030215	5	F8	IBUA6-9_3	butanol
isobutyrate_030215	5	D4	IBUA3-2_3	butanol
isobutyrate_030215	5	B2	IBUA1-7_2	butanol
isobutyrate_030215	5	A5	M9 blank	butanol
isobutyrate_030215	5	F4	IBUA3-4_2	butanol
isobutyrate_030215	5	D9	IBUA7-6_2	butanol
isobutyrate_030215	5	F9	IBUA7-7_1	butanol
isobutyrate_030215	5	E2	IBUA1-9_2	butanol
isobutyrate_030215	5	H11	M9 blank	butanol
isobutyrate_030215	5	H1	IBUA1-5_3	butanol
isobutyrate_030215	6	H9	IBUA7-7_3	butanol
isobutyrate_030215	6	G6	IBUA5-2_2	butanol
isobutyrate_030215	6	F12	M9 blank	butanol
isobutyrate_030215	6	G12	M9 blank	butanol
isobutyrate_030215	6	H6	IBUA5-2_3	butanol
isobutyrate_030215	6	E3	IBUA2-6_3	butanol
isobutyrate_030215	6	G7	IBUA5-6_3	butanol
isobutyrate_030215	6	D3	IBUA2-6_2	butanol
isobutyrate_030215	6	A2	IBUA1-7_1	butanol
isobutyrate_030215	6	E1	MG1655_5	butanol
isobutyrate_030215	6	A4	M9 blank	butanol
isobutyrate_030215	6	A6	M9 blank	butanol
isobutyrate_030215	6	G2	IBUA2-1_1	butanol
isobutyrate_030215	6	D7	IBUA5-5_3	butanol
isobutyrate_030215	6	C5	IBUA3-10_3	butanol
isobutyrate_030215	6	D2	IBUA1-9_1	butanol
isobutyrate_030215	6	D10	IBUA7-9_3	butanol
isobutyrate_030215	6	G4	IBUA3-4_3	butanol
isobutyrate_030215	6	H4	IBUA3-10_1	butanol
isobutyrate_030215	6	E9	IBUA7-6_3	butanol
isobutyrate_030215	6	H10	IBUA8-4_1	butanol
isobutyrate_030215	6	E6	IBUA4-9_3	butanol
isobutyrate_030215	6	C8	IBUA6-7_3	butanol
isobutyrate_030215	6	G1	IBUA1-5_2	butanol
isobutyrate_030215	6	D1	MG1655_4	butanol
isobutyrate_030215	6	E8	IBUA6-9_2	butanol
isobutyrate_030215	6	C2	IBUA1-7_3	butanol
isobutyrate_030215	6	A1	MG1655_1	butanol
isobutyrate_030215	6	B10	IBUA7-9_1	butanol
