evolved_compound,grown_compound,strain,repl,growth_rate,rel_growth_rate,growth_ratio,exp_name
coumarate,glutarate,COUM1-10,1,0.1713255045666286,-0.019120384279837838,0.8996020108617189,coumarate_111114
coumarate,glutarate,COUM2-4,2,0.22251888199274253,0.032072993146276096,1.1684100052804642,coumarate_111114
coumarate,glutarate,COUM3-1,3,0.2601814205788559,0.06973553173238947,1.3661697931878636,coumarate_111114
coumarate,glutarate,COUM4-2,1,0.17057746266760018,-0.01986842617886625,0.8956741660362972,coumarate_111114
coumarate,glutarate,COUM4-10,2,0.14831615639242957,-0.04212973245403687,0.7787837127426731,coumarate_111114
coumarate,glutarate,COUM5-5,3,0.21488697464385295,0.02444108579738652,1.128336116602078,coumarate_111114
coumarate,glutarate,COUM6-5,1,0.24273408695489565,0.05228819810842922,1.2745567175282155,coumarate_111114
coumarate,glutarate,COUM7-5,2,0.2647729648934355,0.07432707604696906,1.390279236255344,coumarate_111114
coumarate,glutarate,COUM7-9,3,0.34536820383994365,0.15492231499347722,1.8134715636648497,coumarate_111114
coumarate,glutarate,COUM8-8,1,0.2149850716485625,0.024539182802096077,1.1288512078193458,coumarate_111114
coumarate,glutarate,COUM4-8,2,0.15809341516124192,-0.03235247368522451,0.8301224884339383,coumarate_111114
NA,glutarate,MG1655,5,0.2080291444292913,0.017583255582824864,1.0923267794822293,coumarate_111114
coumarate,glutarate,COUM1-10,2,0.17041458070116242,-0.020031308145304016,0.8948188996536814,coumarate_111114
coumarate,glutarate,COUM2-4,3,0.21088801330772966,0.020442124461263228,1.1073382291688283,coumarate_111114
coumarate,glutarate,COUM3-7,1,0.0,-0.19044588884646643,0.0,coumarate_111114
coumarate,glutarate,COUM4-2,2,0.22135620806403086,0.03091031921756443,1.1623049959481335,coumarate_111114
coumarate,glutarate,COUM4-10,3,0.16811484775297486,-0.02233104109349157,0.882743380659194,coumarate_111114
coumarate,glutarate,COUM5-8,1,0.1530556111429277,-0.03739027770353873,0.8036698091515013,coumarate_111114
coumarate,glutarate,COUM6-5,2,0.17838448203978252,-0.01206140680668391,0.9366675391118179,coumarate_111114
coumarate,glutarate,COUM7-5,3,0.28115679646016767,0.09071090761370124,1.4763080377483522,coumarate_111114
coumarate,glutarate,COUM8-1,1,0.25431173854789446,0.06386584970142803,1.3353490594533934,coumarate_111114
coumarate,glutarate,COUM8-8,2,0.20643617602179118,0.015990287175324747,1.0839623647020062,coumarate_111114
coumarate,glutarate,COUM4-8,3,0.19824276637349225,0.0077968775270258195,1.0409401199167472,coumarate_111114
coumarate,glutarate,COUM1-2,1,0.202934178518916,0.012488289672449554,1.065573952517911,coumarate_111114
coumarate,glutarate,COUM1-10,3,0.16991545954180998,-0.020530429304656456,0.892198096640418,coumarate_111114
coumarate,glutarate,COUM2-7,1,0.221987306149719,0.03154141730325258,1.1656187880678308,coumarate_111114
coumarate,glutarate,COUM3-7,2,0.30730550810538965,0.11685961925892321,1.6136106164682453,coumarate_111114
coumarate,glutarate,COUM4-2,3,0.21706671867877744,0.02662082983231101,1.1397815935726088,coumarate_111114
coumarate,glutarate,COUM5-3,1,0.23517261036523693,0.044726721518770496,1.2348526491681229,coumarate_111114
coumarate,glutarate,COUM5-8,2,0.23832099919781935,0.04787511035135292,1.2513843204562365,coumarate_111114
coumarate,glutarate,COUM6-5,3,0.2684641759173143,0.07801828707084787,1.4096611774788408,coumarate_111114
coumarate,glutarate,COUM7-6,1,0.21814858408371457,0.027702695237248137,1.1454622906540213,coumarate_111114
coumarate,glutarate,COUM8-1,2,0.24860641263841268,0.05816052379194625,1.3053913326469024,coumarate_111114
coumarate,glutarate,COUM8-8,3,0.2349675847192484,0.04452169587278196,1.2337760932643416,coumarate_111114
NA,glutarate,M9 blank,0,0.23371063206723872,0.043264743220772284,1.2271760418816466,coumarate_111114
coumarate,glutarate,COUM1-2,2,0.2156523673975991,0.02520647855113267,1.1323550679083108,coumarate_111114
coumarate,glutarate,COUM2-3,1,0.22521424090314549,0.03476835205667905,1.1825628910514765,coumarate_111114
coumarate,glutarate,COUM2-7,2,0.18340760249731594,-0.007038286349150491,0.9630431174346609,coumarate_111114
coumarate,glutarate,COUM3-7,3,0.23919809045659307,0.04875220161012664,1.2559897822180328,coumarate_111114
coumarate,glutarate,COUM4-5,1,0.1625673964579141,-0.027878492388552334,0.8536146274544818,coumarate_111114
coumarate,glutarate,COUM5-3,2,0.1543664797312061,-0.036079409115260336,0.8105529642367506,coumarate_111114
coumarate,glutarate,COUM5-8,3,0.0,-0.19044588884646643,0.0,coumarate_111114
coumarate,glutarate,COUM6-9,1,0.274657100418106,0.08421121157163955,1.4421792041913224,coumarate_111114
coumarate,glutarate,COUM7-6,2,0.2157379906996252,0.025292101853158777,1.1328046617669376,coumarate_111114
coumarate,glutarate,COUM8-1,3,0.24808365682587744,0.057637767979411,1.3026464279618941,coumarate_111114
coumarate,glutarate,COUM3-10,1,0.1916412106149412,0.0011953217684747552,1.006276437762531,coumarate_111114
NA,glutarate,M9 blank,0,0.0,-0.19044588884646643,0.0,coumarate_111114
coumarate,glutarate,COUM1-2,3,0.21639655837316354,0.025950669526697112,1.136262692168787,coumarate_111114
coumarate,glutarate,COUM2-3,2,0.21067104883738777,0.020225159990921338,1.1061989844644347,coumarate_111114
coumarate,glutarate,COUM2-7,3,0.20417966943504334,0.01373378058857691,1.0721138202129887,coumarate_111114
coumarate,glutarate,COUM3-9,1,0.31926394730117713,0.1288180584547107,1.6764024113881564,coumarate_111114
coumarate,glutarate,COUM4-5,2,0.16947709519381246,-0.020968793652653972,0.8898963176382422,coumarate_111114
coumarate,glutarate,COUM5-3,3,0.14677341362039373,-0.043672475226072704,0.7706830245031934,coumarate_111114
coumarate,glutarate,COUM6-2,1,0.26635432505783174,0.07590843621136531,1.3985826980626561,coumarate_111114
coumarate,glutarate,COUM6-9,2,0.2810325351464107,0.09058664629994426,1.4756555620529743,coumarate_111114
coumarate,glutarate,COUM7-6,3,0.22345521401187576,0.03300932516540933,1.173326530519232,coumarate_111114
coumarate,glutarate,COUM8-6,1,0.22194127700594024,0.03149538815947381,1.1653770966138564,coumarate_111114
coumarate,glutarate,COUM3-10,2,0.25081391956880206,0.060368030722335625,1.316982588009569,coumarate_111114
NA,glutarate,M9 blank,0,0.0,-0.19044588884646643,0.0,coumarate_111114
NA,coumarate,MG1655,1,0.22723154691465497,-0.165940358488734,0.5779445168685655,coumarate_111114
coumarate,coumarate,COUM1-7,1,0.24290976801378364,-0.15026213738960534,0.6178207666302137,coumarate_111114
NA,coumarate,M9 blank,0,0.0,-0.393171905403389,0.0,coumarate_111114
NA,coumarate,M9 blank,0,0.0,-0.393171905403389,0.0,coumarate_111114
NA,coumarate,M9 blank,0,0.0,-0.393171905403389,0.0,coumarate_111114
NA,coumarate,M9 blank,0,0.5603160281537194,0.16714412275033041,1.4251171572873267,coumarate_111114
NA,coumarate,M9 blank,0,0.0,-0.393171905403389,0.0,coumarate_111114
NA,coumarate,M9 blank,0,0.6438443336246154,0.2506724282212264,1.6375644464322543,coumarate_111114
NA,coumarate,M9 blank,0,0.0,-0.393171905403389,0.0,coumarate_111114
NA,coumarate,M9 blank,0,0.8496377033453476,0.45646579794195863,2.1609827448724523,coumarate_111114
NA,coumarate,M9 blank,0,0.0,-0.393171905403389,0.0,coumarate_111114
NA,coumarate,M9 blank,0,0.0,-0.393171905403389,0.0,coumarate_111114
NA,coumarate,MG1655,2,0.44932882594525586,0.056156920541866884,1.1428304509302378,coumarate_111114
coumarate,coumarate,COUM1-7,2,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM2-3,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM3-1,1,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM3-9,2,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM4-5,3,0.5698765017352159,0.1767045963318269,1.44943342569335,coumarate_111114
coumarate,coumarate,COUM5-5,1,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM6-2,2,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM6-9,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM7-9,1,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM8-6,2,0.7018409228109704,0.30866901740758146,1.7850739413613272,coumarate_111114
coumarate,coumarate,COUM3-10,3,0.6969217320960711,0.30374982669268213,1.7725623894236262,coumarate_111114
NA,coumarate,MG1655,3,0.4326764166604422,0.03950451125705323,1.1004764346438287,coumarate_111114
coumarate,coumarate,COUM1-7,3,0.843429505144439,0.45025759974105006,2.1451927097361954,coumarate_111114
coumarate,coumarate,COUM2-4,1,0.7374526188908999,0.3442807134875109,1.875649324776356,coumarate_111114
coumarate,coumarate,COUM3-1,2,0.7716399872813894,0.3784680818780004,1.962602049324194,coumarate_111114
coumarate,coumarate,COUM3-9,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM4-10,1,0.5490533659497276,0.15588146054633867,1.3964715138697574,coumarate_111114
coumarate,coumarate,COUM5-5,2,0.7481627449563508,0.35499083955296185,1.902889638537998,coumarate_111114
coumarate,coumarate,COUM6-2,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM7-5,1,0.6977534482949836,0.30458154289159467,1.7746777903143873,coumarate_111114
coumarate,coumarate,COUM7-9,2,0.5186970280437486,0.12552512264035964,1.319262696330178,coumarate_111114
coumarate,coumarate,COUM8-6,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM4-8,1,0.4692039422707692,0.07603203686738025,1.1933811542037125,coumarate_111114
NA,coumarate,MG1655,4,0.4138154854509668,0.020643580047577825,1.0525052267567232,coumarate_111114
coumarate,coumarate,COUM1-10,1,0.7389470479543949,0.34577514255100594,1.8794502806507636,coumarate_111114
coumarate,coumarate,COUM2-4,2,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM3-1,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM4-2,1,0.5959329121455554,0.20276100674216646,1.5157057357242667,coumarate_111114
coumarate,coumarate,COUM4-10,2,0.5421639180725792,0.14899201266919027,1.3789487769130566,coumarate_111114
coumarate,coumarate,COUM5-5,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM6-5,1,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM7-5,2,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM7-9,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM8-8,1,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM4-8,2,0.5066122199484333,0.11344031454504433,1.2885259933022328,coumarate_111114
NA,coumarate,MG1655,5,0.4428072520456249,0.0496353466422359,1.1262433708006443,coumarate_111114
coumarate,coumarate,COUM1-10,2,0.7158851267624557,0.32271322135906677,1.8207942045807353,coumarate_111114
coumarate,coumarate,COUM2-4,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM3-7,1,0.7697212579004783,0.3765493524970893,1.957721920926051,coumarate_111114
coumarate,coumarate,COUM4-2,2,0.5332367288451937,0.1400648234418047,1.3562432145249548,coumarate_111114
coumarate,coumarate,COUM4-10,3,0.5455690386418695,0.15239713323848048,1.387609417519604,coumarate_111114
coumarate,coumarate,COUM5-8,1,0.6682694219466033,0.27509751654321435,1.6996876245798083,coumarate_111114
coumarate,coumarate,COUM6-5,2,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM7-5,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM8-1,1,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM8-8,2,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM4-8,3,0.5150011341170175,0.12182922871362856,1.3098624979031332,coumarate_111114
coumarate,coumarate,COUM1-2,1,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM1-10,3,0.7196754941317616,0.3265035887283726,1.8304346883416922,coumarate_111114
coumarate,coumarate,COUM2-7,1,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM3-7,2,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM4-2,3,0.5705796281357628,0.17740772273237382,1.4512217691402847,coumarate_111114
coumarate,coumarate,COUM5-3,1,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM5-8,2,0.6962199707292059,0.30304806532581696,1.770777517826188,coumarate_111114
coumarate,coumarate,COUM6-5,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM7-6,1,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM8-1,2,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM8-8,3,0.0,-0.393171905403389,0.0,coumarate_111114
NA,coumarate,M9 blank,0,0.80974521967913,0.41657331427574107,2.0595195347143194,coumarate_111114
coumarate,coumarate,COUM1-2,2,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM2-3,1,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM2-7,2,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM3-7,3,0.7942846162028163,0.40111271079942734,2.0201967772541916,coumarate_111114
coumarate,coumarate,COUM4-5,1,0.583396370064852,0.19022446466146303,1.483820084922638,coumarate_111114
coumarate,coumarate,COUM5-3,2,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM5-8,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM6-9,1,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM7-6,2,0.8235030355054349,0.43033113010204593,2.0945113935863042,coumarate_111114
coumarate,coumarate,COUM8-1,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM3-10,1,0.7275628814286293,0.33439097602524037,1.850495601109036,coumarate_111114
NA,coumarate,M9 blank,0,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM1-2,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM2-3,2,0.687049223780399,0.29387731837701003,1.747452486655922,coumarate_111114
coumarate,coumarate,COUM2-7,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM3-9,1,0.8495995704315138,0.4564276650281248,2.1608857569816347,coumarate_111114
coumarate,coumarate,COUM4-5,2,0.5358219039695421,0.14264999856615312,1.3628183921732562,coumarate_111114
coumarate,coumarate,COUM5-3,3,0.8585682943583519,0.46539638895496294,2.1836969594189917,coumarate_111114
coumarate,coumarate,COUM6-2,1,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM6-9,2,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM7-6,3,0.0,-0.393171905403389,0.0,coumarate_111114
coumarate,coumarate,COUM8-6,1,0.7162503377401366,0.3230784323367476,1.8217230882895195,coumarate_111114
coumarate,coumarate,COUM3-10,2,0.0,-0.393171905403389,0.0,coumarate_111114
NA,coumarate,M9 blank,0,0.0,-0.393171905403389,0.0,coumarate_111114
NA,"2,3-butanediol",MG1655,1,0.2023334124565118,-0.00228371329328661,0.9888390901547552,coumarate_111114
coumarate,"2,3-butanediol",COUM1-7,1,0.0,-0.2046171257497984,0.0,coumarate_111114
NA,"2,3-butanediol",M9 blank,0,0.0,-0.2046171257497984,0.0,coumarate_111114
NA,"2,3-butanediol",M9 blank,0,0.0,-0.2046171257497984,0.0,coumarate_111114
NA,"2,3-butanediol",M9 blank,0,0.0,-0.2046171257497984,0.0,coumarate_111114
NA,"2,3-butanediol",M9 blank,0,0.0,-0.2046171257497984,0.0,coumarate_111114
NA,"2,3-butanediol",M9 blank,0,0.0,-0.2046171257497984,0.0,coumarate_111114
NA,"2,3-butanediol",M9 blank,0,0.0,-0.2046171257497984,0.0,coumarate_111114
NA,"2,3-butanediol",M9 blank,0,0.0,-0.2046171257497984,0.0,coumarate_111114
NA,"2,3-butanediol",M9 blank,0,0.0,-0.2046171257497984,0.0,coumarate_111114
NA,"2,3-butanediol",M9 blank,0,0.0,-0.2046171257497984,0.0,coumarate_111114
NA,"2,3-butanediol",M9 blank,0,0.0,-0.2046171257497984,0.0,coumarate_111114
NA,"2,3-butanediol",MG1655,2,0.20658275366257814,0.0019656279127797383,1.0096063704617924,coumarate_111114
coumarate,"2,3-butanediol",COUM1-7,2,0.3083486925777587,0.10373156682796031,1.506954471419959,coumarate_111114
coumarate,"2,3-butanediol",COUM2-3,3,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM3-1,1,0.3110026491510324,0.10638552340123397,1.5199248255071278,coumarate_111114
coumarate,"2,3-butanediol",COUM3-9,2,0.3599443765097919,0.15532725075999348,1.759111683300275,coumarate_111114
coumarate,"2,3-butanediol",COUM4-5,3,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM5-5,1,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM6-2,2,0.24692197740509264,0.04230485165529424,1.2067512750962193,coumarate_111114
coumarate,"2,3-butanediol",COUM6-9,3,0.2863875457298376,0.0817704199800392,1.399626471539955,coumarate_111114
coumarate,"2,3-butanediol",COUM7-9,1,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM8-6,2,0.2614142742042851,0.05679714845448669,1.2775776868449276,coumarate_111114
coumarate,"2,3-butanediol",COUM3-10,3,0.2562147296184384,0.051597603868639985,1.2521665949493028,coumarate_111114
NA,"2,3-butanediol",MG1655,3,0.2052785634437442,0.0006614376939458044,1.0032325627267122,coumarate_111114
coumarate,"2,3-butanediol",COUM1-7,3,0.2316415038539739,0.02702437810417549,1.1320729044802453,coumarate_111114
coumarate,"2,3-butanediol",COUM2-4,1,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM3-1,2,0.16019928910724143,-0.04441783664255697,0.7829221944165603,coumarate_111114
coumarate,"2,3-butanediol",COUM3-9,3,0.309877070308108,0.10525994455830961,1.5144239230836392,coumarate_111114
coumarate,"2,3-butanediol",COUM4-10,1,0.5396757227452162,0.33505859699541785,2.6374904875025984,coumarate_111114
coumarate,"2,3-butanediol",COUM5-5,2,0.1453396677271651,-0.05927745802263329,0.7103006026234747,coumarate_111114
coumarate,"2,3-butanediol",COUM6-2,3,0.2904686349033945,0.08585150915359607,1.4195714744745926,coumarate_111114
coumarate,"2,3-butanediol",COUM7-5,1,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM7-9,2,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM8-6,3,0.28004481808305237,0.07542769233325397,1.36862844230099,coumarate_111114
coumarate,"2,3-butanediol",COUM4-8,1,0.0,-0.2046171257497984,0.0,coumarate_111114
NA,"2,3-butanediol",MG1655,4,0.2001468334340403,-0.004470292315758101,0.9781528926311658,coumarate_111114
coumarate,"2,3-butanediol",COUM1-10,1,0.2798027427064525,0.0751856169566541,1.3674453772192534,coumarate_111114
coumarate,"2,3-butanediol",COUM2-4,2,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM3-1,3,0.31340951581983195,0.10879239007003355,1.5316876076299824,coumarate_111114
coumarate,"2,3-butanediol",COUM4-2,1,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM4-10,2,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM5-5,3,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM6-5,1,0.23021743301292677,0.02560030726312837,1.1251132189904374,coumarate_111114
coumarate,"2,3-butanediol",COUM7-5,2,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM7-9,3,0.30283404618378096,0.09821692043398256,1.4800034213855597,coumarate_111114
coumarate,"2,3-butanediol",COUM8-8,1,0.2929998896433872,0.08838276389358879,1.4319421630507185,coumarate_111114
coumarate,"2,3-butanediol",COUM4-8,2,0.0,-0.2046171257497984,0.0,coumarate_111114
NA,"2,3-butanediol",MG1655,5,0.2087440657521175,0.004126940002319113,1.020169084025574,coumarate_111114
coumarate,"2,3-butanediol",COUM1-10,2,0.2847810919930362,0.0801639662432378,1.391775448655557,coumarate_111114
coumarate,"2,3-butanediol",COUM2-4,3,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM3-7,1,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM4-2,2,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM4-10,3,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM5-8,1,0.16971541284274702,-0.03490171290705138,0.8294291703142753,coumarate_111114
coumarate,"2,3-butanediol",COUM6-5,2,0.22716895849036428,0.02255183274056588,1.110214786068991,coumarate_111114
coumarate,"2,3-butanediol",COUM7-5,3,0.2215597644413038,0.01694263869150539,1.0828016649604515,coumarate_111114
coumarate,"2,3-butanediol",COUM8-1,1,0.3231764657162296,0.1185593399664312,1.5794204152364213,coumarate_111114
coumarate,"2,3-butanediol",COUM8-8,2,0.3364571934929852,0.1318400677431868,1.6443256753806528,coumarate_111114
coumarate,"2,3-butanediol",COUM4-8,3,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM1-2,1,0.3400927731820494,0.135475647432251,1.6620933948505747,coumarate_111114
coumarate,"2,3-butanediol",COUM1-10,3,0.25552717080403375,0.05091004505423535,1.2488063736976107,coumarate_111114
coumarate,"2,3-butanediol",COUM2-7,1,0.15162220802681536,-0.05299491772298304,0.7410044856764134,coumarate_111114
coumarate,"2,3-butanediol",COUM3-7,2,0.16334635113386947,-0.04127077461592893,0.7983024418669922,coumarate_111114
coumarate,"2,3-butanediol",COUM4-2,3,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM5-3,1,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM5-8,2,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM6-5,3,0.2919091694871496,0.08729204373735122,1.4266116211801847,coumarate_111114
coumarate,"2,3-butanediol",COUM7-6,1,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM8-1,2,0.3179423855644129,0.1133252598146145,1.5538405419358021,coumarate_111114
coumarate,"2,3-butanediol",COUM8-8,3,0.3268499027864574,0.12223277703665902,1.5973731504083521,coumarate_111114
NA,"2,3-butanediol",M9 blank,0,0.2664108065115981,0.061793680761799696,1.3019966219120864,coumarate_111114
coumarate,"2,3-butanediol",COUM1-2,2,0.32910167662099904,0.12448455087120064,1.6083779664827165,coumarate_111114
coumarate,"2,3-butanediol",COUM2-3,1,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM2-7,2,0.2173166059653709,0.01269948021557249,1.0620646007465726,coumarate_111114
coumarate,"2,3-butanediol",COUM3-7,3,0.17777450032371467,-0.026842625426083733,0.8688153529294202,coumarate_111114
coumarate,"2,3-butanediol",COUM4-5,1,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM5-3,2,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM5-8,3,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM6-9,1,0.272004187160201,0.06738706141040263,1.3293324601421785,coumarate_111114
coumarate,"2,3-butanediol",COUM7-6,2,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM8-1,3,0.3399811750698387,0.1353640493200403,1.6615479951837495,coumarate_111114
coumarate,"2,3-butanediol",COUM3-10,1,0.2749350210642981,0.07031789531449972,1.3436559626024802,coumarate_111114
NA,"2,3-butanediol",M9 blank,0,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM1-2,3,0.3087056242717932,0.10408849852199481,1.5086988595923885,coumarate_111114
coumarate,"2,3-butanediol",COUM2-3,2,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM2-7,3,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM3-9,1,0.19580828157155059,-0.008808844178247816,0.956949624104196,coumarate_111114
coumarate,"2,3-butanediol",COUM4-5,2,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM5-3,3,0.0,-0.2046171257497984,0.0,coumarate_111114
coumarate,"2,3-butanediol",COUM6-2,1,0.27862400091940076,0.07400687516960236,1.3616846581067532,coumarate_111114
coumarate,"2,3-butanediol",COUM6-9,2,0.21220276762154955,0.007585641871751148,1.0370723703793334,coumarate_111114
coumarate,"2,3-butanediol",COUM7-6,3,0.16086570752696253,-0.043751418222835875,0.7861790988290286,coumarate_111114
coumarate,"2,3-butanediol",COUM8-6,1,0.23366258223644235,0.029045456486643945,1.1419502711721214,coumarate_111114
coumarate,"2,3-butanediol",COUM3-10,2,0.29266802015135096,0.08805089440155256,1.4303202582818966,coumarate_111114
NA,"2,3-butanediol",M9 blank,0,0.0,-0.2046171257497984,0.0,coumarate_111114
NA,putrescine,MG1655,1,0.24699807061419493,-0.03438944857687404,0.8777861623865315,coumarate_111114
coumarate,putrescine,COUM1-7,1,0.0,-0.28138751919106897,0.0,coumarate_111114
NA,putrescine,M9 blank,0,0.0,-0.28138751919106897,0.0,coumarate_111114
NA,putrescine,M9 blank,0,0.0,-0.28138751919106897,0.0,coumarate_111114
NA,putrescine,M9 blank,0,0.0,-0.28138751919106897,0.0,coumarate_111114
NA,putrescine,M9 blank,0,0.0,-0.28138751919106897,0.0,coumarate_111114
NA,putrescine,M9 blank,0,0.0,-0.28138751919106897,0.0,coumarate_111114
NA,putrescine,M9 blank,0,0.0,-0.28138751919106897,0.0,coumarate_111114
NA,putrescine,M9 blank,0,0.0,-0.28138751919106897,0.0,coumarate_111114
NA,putrescine,M9 blank,0,0.0,-0.28138751919106897,0.0,coumarate_111114
NA,putrescine,M9 blank,0,0.0,-0.28138751919106897,0.0,coumarate_111114
NA,putrescine,M9 blank,0,0.0,-0.28138751919106897,0.0,coumarate_111114
NA,putrescine,MG1655,2,0.2905577891461388,0.00917026995506981,1.0325894694314532,coumarate_111114
coumarate,putrescine,COUM1-7,2,0.15356094222405406,-0.1278265769670149,0.5457276238317537,coumarate_111114
coumarate,putrescine,COUM2-3,3,0.0,-0.28138751919106897,0.0,coumarate_111114
coumarate,putrescine,COUM3-1,1,0.0,-0.28138751919106897,0.0,coumarate_111114
coumarate,putrescine,COUM3-9,2,0.0,-0.28138751919106897,0.0,coumarate_111114
coumarate,putrescine,COUM4-5,3,0.0,-0.28138751919106897,0.0,coumarate_111114
coumarate,putrescine,COUM5-5,1,0.0,-0.28138751919106897,0.0,coumarate_111114
coumarate,putrescine,COUM6-2,2,0.1561645109353356,-0.12522300825573338,0.5549802328983046,coumarate_111114
coumarate,putrescine,COUM6-9,3,0.33456416388977633,0.053176644698707365,1.18898011131261,coumarate_111114
coumarate,putrescine,COUM7-9,1,0.0,-0.28138751919106897,0.0,coumarate_111114
