evolved_compound,grown_compound,tray,strain,repl,growth_rate,exp_name
HMDA,"2,3-butanediol",4,HMDA5-4,3,0.24588777936512776,hmda_012215
HMDA,"2,3-butanediol",4,HMDA6-3,1,0.22189807435273054,hmda_012215
HMDA,"2,3-butanediol",4,HMDA6-10,2,0.0695784867502841,hmda_012215
HMDA,"2,3-butanediol",4,HMDA7-7,3,0.2255542783378677,hmda_012215
HMDA,"2,3-butanediol",4,HMDA8-9,1,0.20447276627772676,hmda_012215
NA,"2,3-butanediol",4,M9 blank,0,0.0,hmda_012215
NA,"2,3-butanediol",4,M9 blank,0,0.0,hmda_012215
NA,putrescine,5,MG1655,1,0.25058238302790914,hmda_012215
HMDA,putrescine,5,HMDA1-8,1,0.3846518100212928,hmda_012215
NA,putrescine,5,M9 blank,0,0.0,hmda_012215
NA,putrescine,5,M9 blank,0,0.0,hmda_012215
NA,putrescine,5,M9 blank,0,0.0,hmda_012215
NA,putrescine,5,M9 blank,0,0.0,hmda_012215
NA,putrescine,5,M9 blank,0,0.0,hmda_012215
NA,putrescine,5,M9 blank,0,0.3244104221338207,hmda_012215
NA,putrescine,5,M9 blank,0,0.4187945273307813,hmda_012215
NA,putrescine,5,M9 blank,0,0.0,hmda_012215
NA,putrescine,5,M9 blank,0,0.0,hmda_012215
NA,putrescine,5,M9 blank,0,0.0,hmda_012215
NA,putrescine,5,MG1655,2,0.26608123339890016,hmda_012215
HMDA,putrescine,5,HMDA1-8,2,0.3950992510200676,hmda_012215
HMDA,putrescine,5,HMDA2-1,3,0.37281136849741714,hmda_012215
HMDA,putrescine,5,HMDA3-4,1,0.48103498653441207,hmda_012215
HMDA,putrescine,5,HMDA3-6,2,0.47863699203134147,hmda_012215
HMDA,putrescine,5,HMDA4-6,3,0.4473286377628769,hmda_012215
HMDA,putrescine,5,HMDA5-5,1,0.5096112574138241,hmda_012215
HMDA,putrescine,5,HMDA6-3,2,0.0,hmda_012215
HMDA,putrescine,5,HMDA6-10,3,0.4407722451025644,hmda_012215
HMDA,putrescine,5,HMDA7-10,1,0.3920129463026336,hmda_012215
HMDA,putrescine,5,HMDA8-9,2,0.32849335844345956,hmda_012215
NA,putrescine,5,M9 blank,0,0.35446906429172176,hmda_012215
NA,putrescine,5,MG1655,3,0.2669245727422639,hmda_012215
HMDA,putrescine,5,HMDA1-8,3,0.38967369342303937,hmda_012215
HMDA,putrescine,5,HMDA2-8,1,0.3642590309655089,hmda_012215
HMDA,putrescine,5,HMDA3-4,2,0.481599141827712,hmda_012215
HMDA,putrescine,5,HMDA3-6,3,0.4564443554586093,hmda_012215
HMDA,putrescine,5,HMDA4-9,1,0.44209720358603255,hmda_012215
HMDA,putrescine,5,HMDA5-5,2,0.4798603171252438,hmda_012215
HMDA,putrescine,5,HMDA6-3,3,0.46778666634788146,hmda_012215
HMDA,putrescine,5,HMDA7-1,1,0.4007371964978212,hmda_012215
HMDA,putrescine,5,HMDA7-10,2,0.41028921500925014,hmda_012215
HMDA,putrescine,5,HMDA8-9,3,0.4391405625475674,hmda_012215
NA,putrescine,5,M9 blank,0,0.0,hmda_012215
NA,putrescine,5,MG1655,4,0.28963462413455715,hmda_012215
HMDA,putrescine,5,HMDA1-10,1,0.39787961385132886,hmda_012215
HMDA,putrescine,5,HMDA2-8,2,0.3740376498482304,hmda_012215
HMDA,putrescine,5,HMDA3-4,3,0.46296540550917414,hmda_012215
HMDA,putrescine,5,HMDA4-2,1,0.44143924165505344,hmda_012215
HMDA,putrescine,5,HMDA4-9,2,0.4750544284895828,hmda_012215
HMDA,putrescine,5,HMDA5-5,3,0.4946910881485991,hmda_012215
HMDA,putrescine,5,HMDA6-7,1,0.43611131512346224,hmda_012215
HMDA,putrescine,5,HMDA7-1,2,0.38047172031926557,hmda_012215
HMDA,putrescine,5,HMDA7-10,3,0.3934102068197042,hmda_012215
HMDA,putrescine,5,HMDA8-10,1,0.0,hmda_012215
NA,putrescine,5,M9 blank,0,0.4061310703936318,hmda_012215
NA,putrescine,5,MG1655,5,0.2753741538230519,hmda_012215
HMDA,putrescine,5,HMDA1-10,2,0.42518694391030076,hmda_012215
HMDA,putrescine,5,HMDA2-8,3,0.37883070905931465,hmda_012215
HMDA,putrescine,5,HMDA3-5,1,0.5277727777934199,hmda_012215
HMDA,putrescine,5,HMDA4-2,2,0.46279951718124396,hmda_012215
HMDA,putrescine,5,HMDA4-9,3,0.48237417517594333,hmda_012215
HMDA,putrescine,5,HMDA5-10,1,0.4157437811398294,hmda_012215
HMDA,putrescine,5,HMDA6-7,2,0.4687678349339395,hmda_012215
HMDA,putrescine,5,HMDA7-1,3,0.3835088239790538,hmda_012215
HMDA,putrescine,5,HMDA8-5,1,0.4326154246413265,hmda_012215
HMDA,putrescine,5,HMDA8-10,2,0.45365567724167094,hmda_012215
NA,putrescine,5,M9 blank,0,0.42105667649902523,hmda_012215
HMDA,putrescine,5,HMDA1-6,1,0.4740222930143683,hmda_012215
HMDA,putrescine,5,HMDA1-10,3,0.42947740273877266,hmda_012215
HMDA,putrescine,5,HMDA2-9,1,0.40016579821016607,hmda_012215
HMDA,putrescine,5,HMDA3-5,2,0.47004881653982,hmda_012215
HMDA,putrescine,5,HMDA4-2,3,0.4095507893761883,hmda_012215
HMDA,putrescine,5,HMDA5-4,1,0.48011494988289816,hmda_012215
HMDA,putrescine,5,HMDA5-10,2,0.39714229460532896,hmda_012215
HMDA,putrescine,5,HMDA6-7,3,0.45735710276943453,hmda_012215
HMDA,putrescine,5,HMDA7-7,1,0.37088522422390474,hmda_012215
HMDA,putrescine,5,HMDA8-5,2,0.39610608095824307,hmda_012215
HMDA,putrescine,5,HMDA8-10,3,0.4107671923888478,hmda_012215
NA,putrescine,5,M9 blank,0,0.0,hmda_012215
HMDA,putrescine,5,HMDA1-6,2,0.48777857308415346,hmda_012215
HMDA,putrescine,5,HMDA2-1,1,0.3758680490525982,hmda_012215
HMDA,putrescine,5,HMDA2-9,2,0.3745950528819563,hmda_012215
HMDA,putrescine,5,HMDA3-5,3,0.501903899760098,hmda_012215
HMDA,putrescine,5,HMDA4-6,1,0.4715441544108806,hmda_012215
HMDA,putrescine,5,HMDA5-4,2,0.4811784508007768,hmda_012215
HMDA,putrescine,5,HMDA5-10,3,0.4135829809687304,hmda_012215
HMDA,putrescine,5,HMDA6-10,1,0.0,hmda_012215
HMDA,putrescine,5,HMDA7-7,2,0.3527292551100591,hmda_012215
HMDA,putrescine,5,HMDA8-5,3,0.42931647859804756,hmda_012215
NA,putrescine,5,M9 blank,0,0.0,hmda_012215
NA,putrescine,5,M9 blank,0,0.0,hmda_012215
HMDA,putrescine,5,HMDA1-6,3,0.4343978718648836,hmda_012215
HMDA,putrescine,5,HMDA2-1,2,0.3352875982929717,hmda_012215
HMDA,putrescine,5,HMDA2-9,3,0.3654474353727378,hmda_012215
HMDA,putrescine,5,HMDA3-6,1,0.4110998606362595,hmda_012215
HMDA,putrescine,5,HMDA4-6,2,0.4293827149712477,hmda_012215
HMDA,putrescine,5,HMDA5-4,3,0.46476522937427245,hmda_012215
HMDA,putrescine,5,HMDA6-3,1,0.4348825562638118,hmda_012215
HMDA,putrescine,5,HMDA6-10,2,0.3219483668653419,hmda_012215
HMDA,putrescine,5,HMDA7-7,3,0.38153832021039763,hmda_012215
HMDA,putrescine,5,HMDA8-9,1,0.39981802259262045,hmda_012215
NA,putrescine,5,M9 blank,0,0.0,hmda_012215
NA,putrescine,5,M9 blank,0,0.0,hmda_012215
NA,HMDA,6,MG1655,1,0.2727527054477107,hmda_012215
HMDA,HMDA,6,HMDA1-8,1,0.4010116214882643,hmda_012215
NA,HMDA,6,M9 blank,0,0.0,hmda_012215
NA,HMDA,6,M9 blank,0,0.0,hmda_012215
NA,HMDA,6,M9 blank,0,0.0,hmda_012215
NA,HMDA,6,M9 blank,0,0.0,hmda_012215
NA,HMDA,6,M9 blank,0,0.0,hmda_012215
NA,HMDA,6,M9 blank,0,0.5125086686012197,hmda_012215
NA,HMDA,6,M9 blank,0,0.5035247514425023,hmda_012215
NA,HMDA,6,M9 blank,0,0.0,hmda_012215
NA,HMDA,6,M9 blank,0,0.4644716128409987,hmda_012215
NA,HMDA,6,M9 blank,0,0.0,hmda_012215
NA,HMDA,6,MG1655,2,0.2758541871874445,hmda_012215
HMDA,HMDA,6,HMDA1-8,2,0.4020504537827533,hmda_012215
HMDA,HMDA,6,HMDA2-1,3,0.48764871390078585,hmda_012215
HMDA,HMDA,6,HMDA3-4,1,0.5841782720951307,hmda_012215
HMDA,HMDA,6,HMDA3-6,2,0.5983480196877751,hmda_012215
HMDA,HMDA,6,HMDA4-6,3,0.42031510705994907,hmda_012215
HMDA,HMDA,6,HMDA5-5,1,0.6196007749718035,hmda_012215
HMDA,HMDA,6,HMDA6-3,2,0.5238120210755776,hmda_012215
HMDA,HMDA,6,HMDA6-10,3,0.5244107969446232,hmda_012215
HMDA,HMDA,6,HMDA7-10,1,0.4924615279785786,hmda_012215
HMDA,HMDA,6,HMDA8-9,2,0.6134055520600392,hmda_012215
NA,HMDA,6,M9 blank,0,0.5072070767368474,hmda_012215
NA,HMDA,6,MG1655,3,0.30253405679878553,hmda_012215
HMDA,HMDA,6,HMDA1-8,3,0.40775882029255794,hmda_012215
HMDA,HMDA,6,HMDA2-8,1,0.5115287103103436,hmda_012215
HMDA,HMDA,6,HMDA3-4,2,0.5810492073688863,hmda_012215
HMDA,HMDA,6,HMDA3-6,3,0.5964917766513671,hmda_012215
HMDA,HMDA,6,HMDA4-9,1,0.5201954452742584,hmda_012215
HMDA,HMDA,6,HMDA5-5,2,0.6181297546714839,hmda_012215
HMDA,HMDA,6,HMDA6-3,3,0.5124694049731661,hmda_012215
HMDA,HMDA,6,HMDA7-1,1,0.5241423264915577,hmda_012215
HMDA,HMDA,6,HMDA7-10,2,0.5199837629463157,hmda_012215
HMDA,HMDA,6,HMDA8-9,3,0.6107892913470787,hmda_012215
NA,HMDA,6,M9 blank,0,0.0,hmda_012215
NA,HMDA,6,MG1655,4,0.30634284953682056,hmda_012215
HMDA,HMDA,6,HMDA1-10,1,0.47160059219164646,hmda_012215
HMDA,HMDA,6,HMDA2-8,2,0.5348832963004778,hmda_012215
HMDA,HMDA,6,HMDA3-4,3,0.5401697029361144,hmda_012215
HMDA,HMDA,6,HMDA4-2,1,0.4551406005925855,hmda_012215
HMDA,HMDA,6,HMDA4-9,2,0.47779667155259736,hmda_012215
HMDA,HMDA,6,HMDA5-5,3,0.5928289604881599,hmda_012215
HMDA,HMDA,6,HMDA6-7,1,0.5348812743699001,hmda_012215
HMDA,HMDA,6,HMDA7-1,2,0.47717409257604854,hmda_012215
HMDA,HMDA,6,HMDA7-10,3,0.48812165448621864,hmda_012215
HMDA,HMDA,6,HMDA8-10,1,0.0,hmda_012215
NA,HMDA,6,M9 blank,0,0.5089480280063907,hmda_012215
NA,HMDA,6,MG1655,5,0.3089482175129298,hmda_012215
HMDA,HMDA,6,HMDA1-10,2,0.5343643585172344,hmda_012215
HMDA,HMDA,6,HMDA2-8,3,0.524054518356743,hmda_012215
HMDA,HMDA,6,HMDA3-5,1,0.591610254189401,hmda_012215
HMDA,HMDA,6,HMDA4-2,2,0.43859412438229206,hmda_012215
HMDA,HMDA,6,HMDA4-9,3,0.5133757996460568,hmda_012215
HMDA,HMDA,6,HMDA5-10,1,0.5008880992976357,hmda_012215
HMDA,HMDA,6,HMDA6-7,2,0.5736625706023304,hmda_012215
HMDA,HMDA,6,HMDA7-1,3,0.5417310743258769,hmda_012215
HMDA,HMDA,6,HMDA8-5,1,0.0,hmda_012215
HMDA,HMDA,6,HMDA8-10,2,0.6657573414689794,hmda_012215
NA,HMDA,6,M9 blank,0,0.48777693986561504,hmda_012215
HMDA,HMDA,6,HMDA1-6,1,0.4979405713694153,hmda_012215
HMDA,HMDA,6,HMDA1-10,3,0.5081043372596934,hmda_012215
HMDA,HMDA,6,HMDA2-9,1,0.5281479525097269,hmda_012215
HMDA,HMDA,6,HMDA3-5,2,0.5617476483605479,hmda_012215
HMDA,HMDA,6,HMDA4-2,3,0.3987127440292772,hmda_012215
HMDA,HMDA,6,HMDA5-4,1,0.5427823970453026,hmda_012215
HMDA,HMDA,6,HMDA5-10,2,0.5088538134703089,hmda_012215
HMDA,HMDA,6,HMDA6-7,3,0.5299763808639897,hmda_012215
HMDA,HMDA,6,HMDA7-7,1,0.4839552735387076,hmda_012215
HMDA,HMDA,6,HMDA8-5,2,0.6784913804202395,hmda_012215
HMDA,HMDA,6,HMDA8-10,3,0.6295685508020767,hmda_012215
NA,HMDA,6,M9 blank,0,0.0,hmda_012215
HMDA,HMDA,6,HMDA1-6,2,0.487812687850322,hmda_012215
HMDA,HMDA,6,HMDA2-1,1,0.5218013739240537,hmda_012215
HMDA,HMDA,6,HMDA2-9,2,0.5302970626668704,hmda_012215
HMDA,HMDA,6,HMDA3-5,3,0.5970645417667271,hmda_012215
HMDA,HMDA,6,HMDA4-6,1,0.5242122746211503,hmda_012215
HMDA,HMDA,6,HMDA5-4,2,0.5733279522102495,hmda_012215
HMDA,HMDA,6,HMDA5-10,3,0.48025262884435155,hmda_012215
HMDA,HMDA,6,HMDA6-10,1,0.0,hmda_012215
HMDA,HMDA,6,HMDA7-7,2,0.5547187182186496,hmda_012215
HMDA,HMDA,6,HMDA8-5,3,0.6130947561420044,hmda_012215
NA,HMDA,6,M9 blank,0,0.5321593323487053,hmda_012215
NA,HMDA,6,M9 blank,0,0.0,hmda_012215
HMDA,HMDA,6,HMDA1-6,3,0.4665948871766266,hmda_012215
HMDA,HMDA,6,HMDA2-1,2,0.4863727765313281,hmda_012215
HMDA,HMDA,6,HMDA2-9,3,0.5132818074523615,hmda_012215
HMDA,HMDA,6,HMDA3-6,1,0.47017240611666805,hmda_012215
HMDA,HMDA,6,HMDA4-6,2,0.5375682980410131,hmda_012215
HMDA,HMDA,6,HMDA5-4,3,0.4994831897150724,hmda_012215
HMDA,HMDA,6,HMDA6-3,1,0.5862548621512762,hmda_012215
HMDA,HMDA,6,HMDA6-10,2,0.45017123541473214,hmda_012215
HMDA,HMDA,6,HMDA7-7,3,0.42788304355120643,hmda_012215
HMDA,HMDA,6,HMDA8-9,1,0.5275643242624634,hmda_012215
NA,HMDA,6,M9 blank,0,0.0,hmda_012215
NA,HMDA,6,M9 blank,0,0.0,hmda_012215
NA,adipate,7,MG1655,1,0.16236664322409838,hmda_012215
HMDA,adipate,7,HMDA1-8,1,0.3701338723542472,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,adipate,7,M9 blank,0,0.2281765987909836,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,adipate,7,MG1655,2,0.17224209820864106,hmda_012215
HMDA,adipate,7,HMDA1-8,2,0.4018933009755907,hmda_012215
HMDA,adipate,7,HMDA2-1,3,0.2508573703405021,hmda_012215
HMDA,adipate,7,HMDA3-4,1,0.45105206754517485,hmda_012215
HMDA,adipate,7,HMDA3-6,2,0.45640664299818534,hmda_012215
HMDA,adipate,7,HMDA4-6,3,0.3211243090093012,hmda_012215
HMDA,adipate,7,HMDA5-5,1,0.4298572284432572,hmda_012215
HMDA,adipate,7,HMDA6-3,2,0.3646795871536693,hmda_012215
HMDA,adipate,7,HMDA6-10,3,0.2877752483316125,hmda_012215
HMDA,adipate,7,HMDA7-10,1,0.36791481002813947,hmda_012215
HMDA,adipate,7,HMDA8-9,2,0.0,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,adipate,7,MG1655,3,0.17967107363846047,hmda_012215
HMDA,adipate,7,HMDA1-8,3,0.3900840399145126,hmda_012215
HMDA,adipate,7,HMDA2-8,1,0.23404981473180425,hmda_012215
HMDA,adipate,7,HMDA3-4,2,0.4477448108699225,hmda_012215
HMDA,adipate,7,HMDA3-6,3,0.46597145643645077,hmda_012215
HMDA,adipate,7,HMDA4-9,1,0.34047496439795666,hmda_012215
HMDA,adipate,7,HMDA5-5,2,0.442689886402215,hmda_012215
HMDA,adipate,7,HMDA6-3,3,0.3759257524750836,hmda_012215
HMDA,adipate,7,HMDA7-1,1,0.3705181035323449,hmda_012215
HMDA,adipate,7,HMDA7-10,2,0.36420481464748483,hmda_012215
HMDA,adipate,7,HMDA8-9,3,0.33387069572971023,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,adipate,7,MG1655,4,0.17621227357981534,hmda_012215
HMDA,adipate,7,HMDA1-10,1,0.3906109447024644,hmda_012215
HMDA,adipate,7,HMDA2-8,2,0.25096506576113287,hmda_012215
HMDA,adipate,7,HMDA3-4,3,0.45092291346624536,hmda_012215
HMDA,adipate,7,HMDA4-2,1,0.3161258444534145,hmda_012215
HMDA,adipate,7,HMDA4-9,2,0.3528345032516556,hmda_012215
HMDA,adipate,7,HMDA5-5,3,0.4382642818910547,hmda_012215
HMDA,adipate,7,HMDA6-7,1,0.3448426848517564,hmda_012215
HMDA,adipate,7,HMDA7-1,2,0.38765773323761094,hmda_012215
HMDA,adipate,7,HMDA7-10,3,0.3724105953135269,hmda_012215
HMDA,adipate,7,HMDA8-10,1,0.0,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,adipate,7,MG1655,5,0.1650832034205321,hmda_012215
HMDA,adipate,7,HMDA1-10,2,0.37589199643595017,hmda_012215
HMDA,adipate,7,HMDA2-8,3,0.2543800208283583,hmda_012215
HMDA,adipate,7,HMDA3-5,1,0.4154287964272324,hmda_012215
HMDA,adipate,7,HMDA4-2,2,0.30672652085993785,hmda_012215
HMDA,adipate,7,HMDA4-9,3,0.34997664180274063,hmda_012215
HMDA,adipate,7,HMDA5-10,1,0.25383297529509835,hmda_012215
HMDA,adipate,7,HMDA6-7,2,0.3274678231207285,hmda_012215
HMDA,adipate,7,HMDA7-1,3,0.38114303007777145,hmda_012215
HMDA,adipate,7,HMDA8-5,1,0.3334754517040174,hmda_012215
HMDA,adipate,7,HMDA8-10,2,0.3315705176101153,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
HMDA,adipate,7,HMDA1-6,1,0.4496654173524217,hmda_012215
HMDA,adipate,7,HMDA1-10,3,0.3804048370725679,hmda_012215
HMDA,adipate,7,HMDA2-9,1,0.24036982722564743,hmda_012215
HMDA,adipate,7,HMDA3-5,2,0.4147992098545584,hmda_012215
HMDA,adipate,7,HMDA4-2,3,0.3219381608888951,hmda_012215
HMDA,adipate,7,HMDA5-4,1,0.43687582168475864,hmda_012215
HMDA,adipate,7,HMDA5-10,2,0.2397531481332564,hmda_012215
HMDA,adipate,7,HMDA6-7,3,0.35122626435841875,hmda_012215
HMDA,adipate,7,HMDA7-7,1,0.36848358409681037,hmda_012215
HMDA,adipate,7,HMDA8-5,2,0.3335406578503467,hmda_012215
HMDA,adipate,7,HMDA8-10,3,0.33323871834938024,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
HMDA,adipate,7,HMDA1-6,2,0.43525332178601966,hmda_012215
HMDA,adipate,7,HMDA2-1,1,0.22137213777642417,hmda_012215
HMDA,adipate,7,HMDA2-9,2,0.2414921395556008,hmda_012215
HMDA,adipate,7,HMDA3-5,3,0.4112970298261118,hmda_012215
HMDA,adipate,7,HMDA4-6,1,0.2953291138443062,hmda_012215
HMDA,adipate,7,HMDA5-4,2,0.43946953724793736,hmda_012215
HMDA,adipate,7,HMDA5-10,3,0.25062008895395016,hmda_012215
HMDA,adipate,7,HMDA6-10,1,0.0,hmda_012215
HMDA,adipate,7,HMDA7-7,2,0.3518834064074542,hmda_012215
HMDA,adipate,7,HMDA8-5,3,0.306394091256711,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
HMDA,adipate,7,HMDA1-6,3,0.4170648825292368,hmda_012215
HMDA,adipate,7,HMDA2-1,2,0.23207753901865671,hmda_012215
HMDA,adipate,7,HMDA2-9,3,0.2262565427321794,hmda_012215
HMDA,adipate,7,HMDA3-6,1,0.41872943214800595,hmda_012215
HMDA,adipate,7,HMDA4-6,2,0.30835730764070945,hmda_012215
HMDA,adipate,7,HMDA5-4,3,0.3997422801289031,hmda_012215
HMDA,adipate,7,HMDA6-3,1,0.34242368866622996,hmda_012215
HMDA,adipate,7,HMDA6-10,2,0.31338705717766857,hmda_012215
HMDA,adipate,7,HMDA7-7,3,0.34549593524551225,hmda_012215
HMDA,adipate,7,HMDA8-9,1,0.3150445478817712,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,adipate,7,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,MG1655,1,0.37868436650048753,hmda_012215
HMDA,isobutyrate,8,HMDA1-8,1,0.40559733984677965,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,MG1655,2,0.3848005401130577,hmda_012215
HMDA,isobutyrate,8,HMDA1-8,2,0.40760409339487613,hmda_012215
HMDA,isobutyrate,8,HMDA2-1,3,0.4288136326887565,hmda_012215
HMDA,isobutyrate,8,HMDA3-4,1,0.6260001386136911,hmda_012215
HMDA,isobutyrate,8,HMDA3-6,2,0.6150477641536745,hmda_012215
HMDA,isobutyrate,8,HMDA4-6,3,0.4376983098614138,hmda_012215
HMDA,isobutyrate,8,HMDA5-5,1,0.22907858726095667,hmda_012215
HMDA,isobutyrate,8,HMDA6-3,2,0.49822826638579365,hmda_012215
HMDA,isobutyrate,8,HMDA6-10,3,0.43984432212084684,hmda_012215
HMDA,isobutyrate,8,HMDA7-10,1,0.29149698094955323,hmda_012215
HMDA,isobutyrate,8,HMDA8-9,2,0.0,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,MG1655,3,0.39265262037519644,hmda_012215
HMDA,isobutyrate,8,HMDA1-8,3,0.4163512431097637,hmda_012215
HMDA,isobutyrate,8,HMDA2-8,1,0.42753221145878595,hmda_012215
HMDA,isobutyrate,8,HMDA3-4,2,0.5672496081900249,hmda_012215
HMDA,isobutyrate,8,HMDA3-6,3,0.5766233178059421,hmda_012215
HMDA,isobutyrate,8,HMDA4-9,1,0.43366861190131173,hmda_012215
HMDA,isobutyrate,8,HMDA5-5,2,0.40440325466088334,hmda_012215
HMDA,isobutyrate,8,HMDA6-3,3,0.46607753531322105,hmda_012215
HMDA,isobutyrate,8,HMDA7-1,1,0.31414254140598785,hmda_012215
HMDA,isobutyrate,8,HMDA7-10,2,0.3271496656099396,hmda_012215
HMDA,isobutyrate,8,HMDA8-9,3,0.4094977612454487,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,MG1655,4,0.397696908073755,hmda_012215
HMDA,isobutyrate,8,HMDA1-10,1,0.29632707585236057,hmda_012215
HMDA,isobutyrate,8,HMDA2-8,2,0.40332747421128984,hmda_012215
HMDA,isobutyrate,8,HMDA3-4,3,0.5376131138104462,hmda_012215
HMDA,isobutyrate,8,HMDA4-2,1,0.41422026187231875,hmda_012215
HMDA,isobutyrate,8,HMDA4-9,2,0.42172373965897536,hmda_012215
HMDA,isobutyrate,8,HMDA5-5,3,0.16583830818687112,hmda_012215
HMDA,isobutyrate,8,HMDA6-7,1,0.4726052109540228,hmda_012215
HMDA,isobutyrate,8,HMDA7-1,2,0.32124360934561386,hmda_012215
HMDA,isobutyrate,8,HMDA7-10,3,0.3175802836339251,hmda_012215
HMDA,isobutyrate,8,HMDA8-10,1,0.0,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,MG1655,5,0.4002617119562159,hmda_012215
HMDA,isobutyrate,8,HMDA1-10,2,0.38036727264233366,hmda_012215
HMDA,isobutyrate,8,HMDA2-8,3,0.42824678590517307,hmda_012215
HMDA,isobutyrate,8,HMDA3-5,1,0.5425329443122827,hmda_012215
HMDA,isobutyrate,8,HMDA4-2,2,0.4049338336730841,hmda_012215
HMDA,isobutyrate,8,HMDA4-9,3,0.39316675738460016,hmda_012215
HMDA,isobutyrate,8,HMDA5-10,1,0.6043444068375897,hmda_012215
HMDA,isobutyrate,8,HMDA6-7,2,0.4647842177322075,hmda_012215
HMDA,isobutyrate,8,HMDA7-1,3,0.34830587546878194,hmda_012215
HMDA,isobutyrate,8,HMDA8-5,1,0.45069560755629745,hmda_012215
HMDA,isobutyrate,8,HMDA8-10,2,0.4287974544632438,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
HMDA,isobutyrate,8,HMDA1-6,1,0.33653889726998965,hmda_012215
HMDA,isobutyrate,8,HMDA1-10,3,0.28972069007108336,hmda_012215
HMDA,isobutyrate,8,HMDA2-9,1,0.4242152020917761,hmda_012215
HMDA,isobutyrate,8,HMDA3-5,2,0.4965587336337854,hmda_012215
HMDA,isobutyrate,8,HMDA4-2,3,0.4417266111250443,hmda_012215
HMDA,isobutyrate,8,HMDA5-4,1,0.4291350154481561,hmda_012215
HMDA,isobutyrate,8,HMDA5-10,2,0.4718526960819784,hmda_012215
HMDA,isobutyrate,8,HMDA6-7,3,0.44405173515932067,hmda_012215
HMDA,isobutyrate,8,HMDA7-7,1,0.33989681770187097,hmda_012215
HMDA,isobutyrate,8,HMDA8-5,2,0.42456386915043237,hmda_012215
HMDA,isobutyrate,8,HMDA8-10,3,0.42781154716863384,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
HMDA,isobutyrate,8,HMDA1-6,2,0.35657906920105287,hmda_012215
HMDA,isobutyrate,8,HMDA2-1,1,0.41484544909556054,hmda_012215
HMDA,isobutyrate,8,HMDA2-9,2,0.40277743939157384,hmda_012215
HMDA,isobutyrate,8,HMDA3-5,3,0.5308838877280561,hmda_012215
HMDA,isobutyrate,8,HMDA4-6,1,0.4049603767044543,hmda_012215
HMDA,isobutyrate,8,HMDA5-4,2,0.449384494022369,hmda_012215
HMDA,isobutyrate,8,HMDA5-10,3,0.35003794465668253,hmda_012215
HMDA,isobutyrate,8,HMDA6-10,1,0.0,hmda_012215
HMDA,isobutyrate,8,HMDA7-7,2,0.3730090682491113,hmda_012215
HMDA,isobutyrate,8,HMDA8-5,3,0.43769744348645184,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
NA,isobutyrate,8,M9 blank,0,0.0,hmda_012215
HMDA,isobutyrate,8,HMDA1-6,3,0.2891491715497532,hmda_012215
HMDA,isobutyrate,8,HMDA2-1,2,0.39420670299059957,hmda_012215
HMDA,isobutyrate,8,HMDA2-9,3,0.39083089376397,hmda_012215
HMDA,isobutyrate,8,HMDA3-6,1,0.5350352042458184,hmda_012215
HMDA,isobutyrate,8,HMDA4-6,2,0.4150083653502574,hmda_012215
HMDA,isobutyrate,8,HMDA5-4,3,0.37229909669963696,hmda_012215
