evolved_compound,grown_compound,tray,strain,repl,growth_rate,exp_name
putrescine,NaCl,12,PUTR6-10,1,0.3527299999759819,putrescine_111914
putrescine,NaCl,12,PUTR7-7,2,0.2834803492864357,putrescine_111914
putrescine,NaCl,12,PUTR8-3,3,0.3670027835193446,putrescine_111914
NA,NaCl,12,M9 blank,0,0.0,putrescine_111914
NA,NaCl,12,M9 blank,0,0.0,putrescine_111914
putrescine,NaCl,12,PUTR1-3,3,0.297432552511236,putrescine_111914
putrescine,NaCl,12,PUTR2-4,2,0.27503833684288165,putrescine_111914
putrescine,NaCl,12,PUTR2-6,3,0.27493470123781794,putrescine_111914
putrescine,NaCl,12,PUTR3-10,1,0.3378280612632451,putrescine_111914
putrescine,NaCl,12,PUTR4-7,2,0.3449437072663511,putrescine_111914
putrescine,NaCl,12,PUTR5-1,3,0.16253498122575202,putrescine_111914
putrescine,NaCl,12,PUTR6-2,1,0.28849353134815225,putrescine_111914
putrescine,NaCl,12,PUTR6-10,2,0.332607397727456,putrescine_111914
putrescine,NaCl,12,PUTR7-7,3,0.27288387310675877,putrescine_111914
putrescine,NaCl,12,PUTR8-6,1,0.4105893150743842,putrescine_111914
NA,NaCl,12,M9 blank,0,0.0,putrescine_111914
NA,NaCl,12,M9 blank,0,0.0,putrescine_111914
NA,butanol,1,MG1655,1,0.4512469867702567,isobutyrate_030215
isobutyrate,butanol,1,IBUA1-7,1,0.710997411687071,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,MG1655,2,0.48139788009551004,isobutyrate_030215
isobutyrate,butanol,1,IBUA1-7,2,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA2-1,3,0.7500878722618048,isobutyrate_030215
isobutyrate,butanol,1,IBUA3-2,1,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA3-10,2,0.729239950439542,isobutyrate_030215
isobutyrate,butanol,1,IBUA4-8,3,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA5-5,1,0.5451293496610423,isobutyrate_030215
isobutyrate,butanol,1,IBUA6-7,2,0.6174444463859177,isobutyrate_030215
isobutyrate,butanol,1,IBUA6-10,3,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA7-9,1,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA8-4,2,0.44138570763866675,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,MG1655,3,0.454855165802109,isobutyrate_030215
isobutyrate,butanol,1,IBUA1-7,3,0.4901281400063842,isobutyrate_030215
isobutyrate,butanol,1,IBUA2-6,1,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA3-2,2,0.7701711035671692,isobutyrate_030215
isobutyrate,butanol,1,IBUA3-10,3,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA4-9,1,0.7029968555600536,isobutyrate_030215
isobutyrate,butanol,1,IBUA5-5,2,0.5257905168258643,isobutyrate_030215
isobutyrate,butanol,1,IBUA6-7,3,0.5394017778588178,isobutyrate_030215
isobutyrate,butanol,1,IBUA7-6,1,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA7-9,2,0.8702276983749312,isobutyrate_030215
isobutyrate,butanol,1,IBUA8-4,3,0.6464124793348073,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,MG1655,4,0.4609708824808776,isobutyrate_030215
isobutyrate,butanol,1,IBUA1-9,1,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA2-6,2,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA3-2,3,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA4-1,1,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA4-9,2,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA5-5,3,0.4947691539214238,isobutyrate_030215
isobutyrate,butanol,1,IBUA6-9,1,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA7-6,2,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA7-9,3,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA8-10,1,0.6973024794855568,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,MG1655,5,0.5067276156688224,isobutyrate_030215
isobutyrate,butanol,1,IBUA1-9,2,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA2-6,3,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA3-4,1,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA4-1,2,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA4-9,3,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA5-6,1,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA6-9,2,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA7-6,3,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA8-3,1,0.6796616700346956,isobutyrate_030215
isobutyrate,butanol,1,IBUA8-10,2,0.5846696724038796,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA1-5,1,0.5622704076961147,isobutyrate_030215
isobutyrate,butanol,1,IBUA1-9,3,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA2-9,1,0.7458898712061387,isobutyrate_030215
isobutyrate,butanol,1,IBUA3-4,2,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA4-1,3,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA5-2,1,0.5820527631796883,isobutyrate_030215
isobutyrate,butanol,1,IBUA5-6,2,0.6544144359425744,isobutyrate_030215
isobutyrate,butanol,1,IBUA6-9,3,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA7-7,1,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA8-3,2,0.6502023230240567,isobutyrate_030215
isobutyrate,butanol,1,IBUA8-10,3,0.5438116253024294,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA1-5,2,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA2-1,1,0.7796907814089508,isobutyrate_030215
isobutyrate,butanol,1,IBUA2-9,2,0.8883051043140474,isobutyrate_030215
isobutyrate,butanol,1,IBUA3-4,3,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA4-8,1,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA5-2,2,0.6554281464948424,isobutyrate_030215
isobutyrate,butanol,1,IBUA5-6,3,0.6344558475987566,isobutyrate_030215
isobutyrate,butanol,1,IBUA6-10,1,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA7-7,2,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA8-3,3,0.6669608824695764,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA1-5,3,0.7006299208714204,isobutyrate_030215
isobutyrate,butanol,1,IBUA2-1,2,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA2-9,3,0.7667592082667939,isobutyrate_030215
isobutyrate,butanol,1,IBUA3-10,1,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA4-8,2,0.667646982025374,isobutyrate_030215
isobutyrate,butanol,1,IBUA5-2,3,0.6585893770039054,isobutyrate_030215
isobutyrate,butanol,1,IBUA6-7,1,0.5558113387535261,isobutyrate_030215
isobutyrate,butanol,1,IBUA6-10,2,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA7-7,3,0.0,isobutyrate_030215
isobutyrate,butanol,1,IBUA8-4,1,0.6781044029824825,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,butanol,1,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,MG1655,1,0.18746973909430706,isobutyrate_030215
isobutyrate,glutarate,2,IBUA1-7,1,0.21411997392812776,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,MG1655,2,0.1846368905543312,isobutyrate_030215
isobutyrate,glutarate,2,IBUA1-7,2,0.2283908529394312,isobutyrate_030215
isobutyrate,glutarate,2,IBUA2-1,3,0.30667392928307907,isobutyrate_030215
isobutyrate,glutarate,2,IBUA3-2,1,0.2961262468524549,isobutyrate_030215
isobutyrate,glutarate,2,IBUA3-10,2,0.23970614736473086,isobutyrate_030215
isobutyrate,glutarate,2,IBUA4-8,3,0.1760169736886483,isobutyrate_030215
isobutyrate,glutarate,2,IBUA5-5,1,0.05268874385836853,isobutyrate_030215
isobutyrate,glutarate,2,IBUA6-7,2,0.0,isobutyrate_030215
isobutyrate,glutarate,2,IBUA6-10,3,0.31287381642365153,isobutyrate_030215
isobutyrate,glutarate,2,IBUA7-9,1,0.19709972547150134,isobutyrate_030215
isobutyrate,glutarate,2,IBUA8-4,2,0.1496362696590529,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,MG1655,3,0.18028662726955852,isobutyrate_030215
isobutyrate,glutarate,2,IBUA1-7,3,0.2145885488915685,isobutyrate_030215
isobutyrate,glutarate,2,IBUA2-6,1,0.28904488759704916,isobutyrate_030215
isobutyrate,glutarate,2,IBUA3-2,2,0.3117963361210308,isobutyrate_030215
isobutyrate,glutarate,2,IBUA3-10,3,0.22878584718702105,isobutyrate_030215
isobutyrate,glutarate,2,IBUA4-9,1,0.09655851943420012,isobutyrate_030215
isobutyrate,glutarate,2,IBUA5-5,2,0.0,isobutyrate_030215
isobutyrate,glutarate,2,IBUA6-7,3,0.0,isobutyrate_030215
isobutyrate,glutarate,2,IBUA7-6,1,0.24073787418716774,isobutyrate_030215
isobutyrate,glutarate,2,IBUA7-9,2,0.26207305598777497,isobutyrate_030215
isobutyrate,glutarate,2,IBUA8-4,3,0.2884042316382589,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,MG1655,4,0.1840001791741351,isobutyrate_030215
isobutyrate,glutarate,2,IBUA1-9,1,0.2263794830056908,isobutyrate_030215
isobutyrate,glutarate,2,IBUA2-6,2,0.3022062887395295,isobutyrate_030215
isobutyrate,glutarate,2,IBUA3-2,3,0.3212314167511036,isobutyrate_030215
isobutyrate,glutarate,2,IBUA4-1,1,0.22803980905746754,isobutyrate_030215
isobutyrate,glutarate,2,IBUA4-9,2,0.0993991844818546,isobutyrate_030215
isobutyrate,glutarate,2,IBUA5-5,3,0.0,isobutyrate_030215
isobutyrate,glutarate,2,IBUA6-9,1,0.23286226562112386,isobutyrate_030215
isobutyrate,glutarate,2,IBUA7-6,2,0.25805522716455925,isobutyrate_030215
isobutyrate,glutarate,2,IBUA7-9,3,0.2607958451451804,isobutyrate_030215
isobutyrate,glutarate,2,IBUA8-10,1,0.20551669654731244,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,MG1655,5,0.1767790828533494,isobutyrate_030215
isobutyrate,glutarate,2,IBUA1-9,2,0.22328300913127797,isobutyrate_030215
isobutyrate,glutarate,2,IBUA2-6,3,0.2965765262340338,isobutyrate_030215
isobutyrate,glutarate,2,IBUA3-4,1,0.23777860976535994,isobutyrate_030215
isobutyrate,glutarate,2,IBUA4-1,2,0.23278492467838025,isobutyrate_030215
isobutyrate,glutarate,2,IBUA4-9,3,0.08933123590129267,isobutyrate_030215
isobutyrate,glutarate,2,IBUA5-6,1,0.0,isobutyrate_030215
isobutyrate,glutarate,2,IBUA6-9,2,0.21773446976062524,isobutyrate_030215
isobutyrate,glutarate,2,IBUA7-6,3,0.2473483474195291,isobutyrate_030215
isobutyrate,glutarate,2,IBUA8-3,1,0.2830250560740964,isobutyrate_030215
isobutyrate,glutarate,2,IBUA8-10,2,0.21465265680000886,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
isobutyrate,glutarate,2,IBUA1-5,1,0.22732356898132822,isobutyrate_030215
isobutyrate,glutarate,2,IBUA1-9,3,0.21997762955772768,isobutyrate_030215
isobutyrate,glutarate,2,IBUA2-9,1,0.29181448280522043,isobutyrate_030215
isobutyrate,glutarate,2,IBUA3-4,2,0.23026207095905332,isobutyrate_030215
isobutyrate,glutarate,2,IBUA4-1,3,0.22950977722231658,isobutyrate_030215
isobutyrate,glutarate,2,IBUA5-2,1,0.07916845208269677,isobutyrate_030215
isobutyrate,glutarate,2,IBUA5-6,2,0.0,isobutyrate_030215
isobutyrate,glutarate,2,IBUA6-9,3,0.21345276814262307,isobutyrate_030215
isobutyrate,glutarate,2,IBUA7-7,1,0.23933416811464994,isobutyrate_030215
isobutyrate,glutarate,2,IBUA8-3,2,0.2785189516732327,isobutyrate_030215
isobutyrate,glutarate,2,IBUA8-10,3,0.2166727768451076,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
isobutyrate,glutarate,2,IBUA1-5,2,0.22825455492122662,isobutyrate_030215
isobutyrate,glutarate,2,IBUA2-1,1,0.3209810640450969,isobutyrate_030215
isobutyrate,glutarate,2,IBUA2-9,2,0.3113833292028982,isobutyrate_030215
isobutyrate,glutarate,2,IBUA3-4,3,0.22682837489952862,isobutyrate_030215
isobutyrate,glutarate,2,IBUA4-8,1,0.17911303624494923,isobutyrate_030215
isobutyrate,glutarate,2,IBUA5-2,2,0.08962283247086529,isobutyrate_030215
isobutyrate,glutarate,2,IBUA5-6,3,0.0,isobutyrate_030215
isobutyrate,glutarate,2,IBUA6-10,1,0.3992238726652248,isobutyrate_030215
isobutyrate,glutarate,2,IBUA7-7,2,0.23652125133116186,isobutyrate_030215
isobutyrate,glutarate,2,IBUA8-3,3,0.2717156554144991,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
isobutyrate,glutarate,2,IBUA1-5,3,0.22686555745760606,isobutyrate_030215
isobutyrate,glutarate,2,IBUA2-1,2,0.28193856272974743,isobutyrate_030215
isobutyrate,glutarate,2,IBUA2-9,3,0.27642450390706425,isobutyrate_030215
isobutyrate,glutarate,2,IBUA3-10,1,0.20466507373938153,isobutyrate_030215
isobutyrate,glutarate,2,IBUA4-8,2,0.17780694109297862,isobutyrate_030215
isobutyrate,glutarate,2,IBUA5-2,3,0.10489505727038219,isobutyrate_030215
isobutyrate,glutarate,2,IBUA6-7,1,0.0,isobutyrate_030215
isobutyrate,glutarate,2,IBUA6-10,2,0.3714787570587313,isobutyrate_030215
isobutyrate,glutarate,2,IBUA7-7,3,0.22232904958572308,isobutyrate_030215
isobutyrate,glutarate,2,IBUA8-4,1,0.2510540041934916,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,glutarate,2,M9 blank,0,0.0,isobutyrate_030215
NA,coumarate,3,MG1655,1,0.3304377681398859,isobutyrate_030215
isobutyrate,coumarate,3,IBUA1-7,1,0.3355789832068457,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.5437373900304463,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
NA,coumarate,3,MG1655,2,0.33599725978555983,isobutyrate_030215
isobutyrate,coumarate,3,IBUA1-7,2,0.4510446255929078,isobutyrate_030215
isobutyrate,coumarate,3,IBUA2-1,3,0.4203674049474023,isobutyrate_030215
isobutyrate,coumarate,3,IBUA3-2,1,0.5886542844800613,isobutyrate_030215
isobutyrate,coumarate,3,IBUA3-10,2,0.4884145152037793,isobutyrate_030215
isobutyrate,coumarate,3,IBUA4-8,3,0.5089607653072932,isobutyrate_030215
isobutyrate,coumarate,3,IBUA5-5,1,0.5526364391594447,isobutyrate_030215
isobutyrate,coumarate,3,IBUA6-7,2,0.49976216214926356,isobutyrate_030215
isobutyrate,coumarate,3,IBUA6-10,3,0.6161078441898686,isobutyrate_030215
isobutyrate,coumarate,3,IBUA7-9,1,0.4952157662784147,isobutyrate_030215
isobutyrate,coumarate,3,IBUA8-4,2,0.6456322912958131,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
NA,coumarate,3,MG1655,3,0.32601971043544126,isobutyrate_030215
isobutyrate,coumarate,3,IBUA1-7,3,0.4505593127954228,isobutyrate_030215
isobutyrate,coumarate,3,IBUA2-6,1,0.43003542264745404,isobutyrate_030215
isobutyrate,coumarate,3,IBUA3-2,2,0.5777702644535303,isobutyrate_030215
isobutyrate,coumarate,3,IBUA3-10,3,0.5593540587688172,isobutyrate_030215
isobutyrate,coumarate,3,IBUA4-9,1,0.4115382951800793,isobutyrate_030215
isobutyrate,coumarate,3,IBUA5-5,2,0.514957847045508,isobutyrate_030215
isobutyrate,coumarate,3,IBUA6-7,3,0.538467146227698,isobutyrate_030215
isobutyrate,coumarate,3,IBUA7-6,1,0.5159658648753395,isobutyrate_030215
isobutyrate,coumarate,3,IBUA7-9,2,0.5984510013350147,isobutyrate_030215
isobutyrate,coumarate,3,IBUA8-4,3,0.6414765299003294,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
NA,coumarate,3,MG1655,4,0.3429015462621602,isobutyrate_030215
isobutyrate,coumarate,3,IBUA1-9,1,0.2843768403195153,isobutyrate_030215
isobutyrate,coumarate,3,IBUA2-6,2,0.4285672215235202,isobutyrate_030215
isobutyrate,coumarate,3,IBUA3-2,3,0.5638707648355428,isobutyrate_030215
isobutyrate,coumarate,3,IBUA4-1,1,0.48088418938463884,isobutyrate_030215
isobutyrate,coumarate,3,IBUA4-9,2,0.41316946843359964,isobutyrate_030215
isobutyrate,coumarate,3,IBUA5-5,3,0.5797971653725144,isobutyrate_030215
isobutyrate,coumarate,3,IBUA6-9,1,0.5308297961248336,isobutyrate_030215
isobutyrate,coumarate,3,IBUA7-6,2,0.5577650806068984,isobutyrate_030215
isobutyrate,coumarate,3,IBUA7-9,3,0.5565015291538719,isobutyrate_030215
isobutyrate,coumarate,3,IBUA8-10,1,0.642344809741004,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
NA,coumarate,3,MG1655,5,0.32830350588808793,isobutyrate_030215
isobutyrate,coumarate,3,IBUA1-9,2,0.24111477832164616,isobutyrate_030215
isobutyrate,coumarate,3,IBUA2-6,3,0.457156507937406,isobutyrate_030215
isobutyrate,coumarate,3,IBUA3-4,1,0.48641746939794656,isobutyrate_030215
isobutyrate,coumarate,3,IBUA4-1,2,0.4756226111781038,isobutyrate_030215
isobutyrate,coumarate,3,IBUA4-9,3,0.36291067675638466,isobutyrate_030215
isobutyrate,coumarate,3,IBUA5-6,1,0.49387723995549493,isobutyrate_030215
isobutyrate,coumarate,3,IBUA6-9,2,0.49195323788374584,isobutyrate_030215
isobutyrate,coumarate,3,IBUA7-6,3,0.5761205096193893,isobutyrate_030215
isobutyrate,coumarate,3,IBUA8-3,1,0.6680387311806322,isobutyrate_030215
isobutyrate,coumarate,3,IBUA8-10,2,0.5823553689880748,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
isobutyrate,coumarate,3,IBUA1-5,1,0.3721844637778015,isobutyrate_030215
isobutyrate,coumarate,3,IBUA1-9,3,0.24769751339806717,isobutyrate_030215
isobutyrate,coumarate,3,IBUA2-9,1,0.48501017735367824,isobutyrate_030215
isobutyrate,coumarate,3,IBUA3-4,2,0.44134916681633907,isobutyrate_030215
isobutyrate,coumarate,3,IBUA4-1,3,0.5249470906978776,isobutyrate_030215
isobutyrate,coumarate,3,IBUA5-2,1,0.5584037287552,isobutyrate_030215
isobutyrate,coumarate,3,IBUA5-6,2,0.49389343757299875,isobutyrate_030215
isobutyrate,coumarate,3,IBUA6-9,3,0.5110754510843291,isobutyrate_030215
isobutyrate,coumarate,3,IBUA7-7,1,0.5542466153231093,isobutyrate_030215
isobutyrate,coumarate,3,IBUA8-3,2,0.5653003577808039,isobutyrate_030215
isobutyrate,coumarate,3,IBUA8-10,3,0.610321293396068,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
isobutyrate,coumarate,3,IBUA1-5,2,0.3361744608611805,isobutyrate_030215
isobutyrate,coumarate,3,IBUA2-1,1,0.504367861189147,isobutyrate_030215
isobutyrate,coumarate,3,IBUA2-9,2,0.4788807249336517,isobutyrate_030215
isobutyrate,coumarate,3,IBUA3-4,3,0.4774664662130697,isobutyrate_030215
isobutyrate,coumarate,3,IBUA4-8,1,0.4896795015676174,isobutyrate_030215
isobutyrate,coumarate,3,IBUA5-2,2,0.5236594521409537,isobutyrate_030215
isobutyrate,coumarate,3,IBUA5-6,3,0.5377151039129496,isobutyrate_030215
isobutyrate,coumarate,3,IBUA6-10,1,0.6354555584123568,isobutyrate_030215
isobutyrate,coumarate,3,IBUA7-7,2,0.5060458549147787,isobutyrate_030215
isobutyrate,coumarate,3,IBUA8-3,3,0.6135874212357154,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.5523015939669775,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
isobutyrate,coumarate,3,IBUA1-5,3,0.3294992914254864,isobutyrate_030215
isobutyrate,coumarate,3,IBUA2-1,2,0.4597600105186438,isobutyrate_030215
isobutyrate,coumarate,3,IBUA2-9,3,0.4717849703398654,isobutyrate_030215
isobutyrate,coumarate,3,IBUA3-10,1,0.4879796427258979,isobutyrate_030215
isobutyrate,coumarate,3,IBUA4-8,2,0.4822658150730837,isobutyrate_030215
isobutyrate,coumarate,3,IBUA5-2,3,0.5257623844597399,isobutyrate_030215
isobutyrate,coumarate,3,IBUA6-7,1,0.5157006249497198,isobutyrate_030215
isobutyrate,coumarate,3,IBUA6-10,2,0.5211832342245717,isobutyrate_030215
isobutyrate,coumarate,3,IBUA7-7,3,0.542187017578966,isobutyrate_030215
isobutyrate,coumarate,3,IBUA8-4,1,0.6079370110169969,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
NA,coumarate,3,M9 blank,0,0.0,isobutyrate_030215
NA,"2,3-butanediol",4,MG1655,1,0.15506879235797869,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA1-7,1,0.14963510315039813,isobutyrate_030215
NA,"2,3-butanediol",4,M9 blank,0,0.0,isobutyrate_030215
NA,"2,3-butanediol",4,M9 blank,0,0.0,isobutyrate_030215
NA,"2,3-butanediol",4,M9 blank,0,0.0,isobutyrate_030215
NA,"2,3-butanediol",4,M9 blank,0,0.0,isobutyrate_030215
NA,"2,3-butanediol",4,M9 blank,0,0.0,isobutyrate_030215
NA,"2,3-butanediol",4,M9 blank,0,0.0,isobutyrate_030215
NA,"2,3-butanediol",4,M9 blank,0,0.0,isobutyrate_030215
NA,"2,3-butanediol",4,M9 blank,0,0.0,isobutyrate_030215
NA,"2,3-butanediol",4,M9 blank,0,0.0,isobutyrate_030215
NA,"2,3-butanediol",4,M9 blank,0,0.0,isobutyrate_030215
NA,"2,3-butanediol",4,MG1655,2,0.15910150134878595,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA1-7,2,0.14413273327374748,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA2-1,3,0.0,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA3-2,1,0.0,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA3-10,2,0.1289625642319109,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA4-8,3,0.18440426777067906,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA5-5,1,0.1380981424269634,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA6-7,2,0.14752998233374548,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA6-10,3,0.0,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA7-9,1,0.1348541756866562,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA8-4,2,0.22070633805832512,isobutyrate_030215
NA,"2,3-butanediol",4,M9 blank,0,0.0,isobutyrate_030215
NA,"2,3-butanediol",4,MG1655,3,0.16890384479384435,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA1-7,3,0.1421325394711997,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA2-6,1,0.1197388284397813,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA3-2,2,0.0,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA3-10,3,0.12356133906151316,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA4-9,1,0.17983002137708048,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA5-5,2,0.14096346046115804,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA6-7,3,0.154970642389223,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA7-6,1,0.14395598833397566,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA7-9,2,0.15106996879105375,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA8-4,3,0.2484419506898957,isobutyrate_030215
NA,"2,3-butanediol",4,M9 blank,0,0.0,isobutyrate_030215
NA,"2,3-butanediol",4,MG1655,4,0.17981178847283727,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA1-9,1,0.21293446206148314,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA2-6,2,0.22649526227552333,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA3-2,3,0.1286090926686585,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA4-1,1,0.09531120010612149,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA4-9,2,0.18953835778436326,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA5-5,3,0.14888306613571756,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA6-9,1,0.03876763669205656,isobutyrate_030215
isobutyrate,"2,3-butanediol",4,IBUA7-6,2,0.13983354313992197,isobutyrate_030215
