,,,,TIME [h] ->,0.00483,0.17142,0.33811,0.50468,0.67151,0.83808,1.00488,1.17163,1.33823,1.5048,1.67152,1.83823,2.00498,2.17148,2.33822,2.50489,2.67162,2.83825,3.00492,3.17162,3.33841,3.50495,3.6717,3.83834,4.00509,4.17172,4.33827,4.50504,4.67166,4.83842,5.00511,5.17165,5.33843,5.50503,5.67177,5.83843,6.00514,6.17177,6.33849,6.50525,6.67178,6.83838,7.00517,7.17188,7.33858,7.5052,7.67194,7.83862,8.00525,8.17182,8.33856,8.50526,8.67195,8.83863,9.00526,9.17194,9.33871,9.50537,9.67206,9.83863,10.00539,10.17207,10.33872,10.50539,10.672,10.8387,11.00557,11.17217,11.3388,11.5054,11.67203,11.83878,12.00559,12.1722,12.33882,12.50549,12.67217,12.83887,13.00553,13.17218,13.33891,13.50559,13.67226,13.8389,14.00556,14.17227,14.33889,14.50565,14.67235,14.83896,15.00564,15.17225,15.339,15.50577,15.67235,15.83916,16.00574,16.17236,16.33911,16.50575,16.67248,16.83926,17.00583,17.17249,17.33901,17.5058,17.67258,17.83914,18.00586,18.17251,18.33924,18.50592,18.67262,18.83918,19.00591,19.17252,19.33927,19.50593,19.67265,19.83928,20.00605,20.17276,20.33935,20.50603,20.67276,20.83936,21.00601,21.1727,21.3393,21.50607,21.67269,21.83942,22.00604,22.17281,22.3395,22.5062,22.6728,22.83953,23.00616,23.17296,23.33954,23.50619,23.67293,23.8396,24.00627,24.17291,24.33974,24.5063,24.6729,24.83952,25.00634,25.17295,25.33971,25.50636,25.67302,25.83967,26.00634,26.17305,26.33972,26.50642,26.67306,26.83978,27.00645,27.17314,27.3398,27.50639,27.67305,27.83982,28.00646,28.17314,28.33976,28.50656,28.6733,28.83991,29.00666,29.17325,29.33997,29.50655,29.67336,29.83997,30.00677,30.1733,30.33987,30.50671,30.67347,30.84005,31.00664,31.17336,31.34011,31.50673
A01,X1,MG1655-1,M9 + 10 g/L p-coumaric acid,,0,0.796,0.284,0.27,0.424,0.521,0.502,0.784,0.328,0.592,0.649,0.447,0.442,1.071,0.756,0.412,0.349,0.374,0.428,0.595,1.107,0.494,0.513,0.57,0.54,0.494,0.486,0.56,0.573,2.768,0.661,1.025,0.557,0.576,1.88,3.203,0.642,0.852,0.639,0.913,0.907,0.584,0.795,0.65,0.776,0.702,0.666,0.893,0.633,0.92,0.734,0.885,0.715,1.217,0.786,0.889,0.796,1.981,0.772,0.845,0.778,0.701,0.693,0.701,0.843,0.845,0.916,0.82,1.015,0.861,0.758,0.902,0.818,0.818,1.171,0.774,1.084,0.933,1.481,1.028,3.15,3.171,1.015,0.946,1.099,0.933,1.342,0.87,0.936,0.992,1.099,1.135,1.342,1.059,2.597,1.033,1.141,1.471,3.928,3.072,3.662,1.132,1.65,1.369,1.381,1.395,1.844,1.664,1.376,1.823,1.58,1.577,1.553,1.853,1.516,2.217,2.005,1.799,2.263,1.887,2.075,2.014,2.06,3.429,2.427,2.172,2.944,2.455,3.029,2.907,2.606,4.201,2.783,3.093,3.005,2.992,3.087,3.151,3.143,3.496,3.24,3.322,3.486,3.647,3.715,4.322,3.653,3.599,3.684,3.657,3.701,3.674,3.828,3.763,4.072,3.914,4.195,3.575,3.767,3.876,4.575,3.674,3.866,3.629,3.427,3.492,3.51,3.269,3.522,3.352,3.242,3.285,3.275,3.252,3.236,3.185,3.218,3.112,3.195,3.205,3.122,3.219,3.102,3.172,3.265,3.099,3.23,3.275,3.22,3.334
A02,X2,COUM2-4_1,M9 + 10 g/L p-coumaric acid,,0,0.346,0.311,0.377,0.344,0.468,0.611,0.541,0.683,0.539,0.597,0.695,0.662,0.636,0.704,0.797,0.707,0.758,0.649,0.707,0.616,0.88,0.707,0.764,0.788,0.633,0.706,0.781,0.795,0.553,0.772,0.808,0.805,0.825,0.896,0.879,0.945,0.854,1.052,0.805,1.046,0.997,1.099,1.445,1.545,1.471,1.49,1.743,1.84,2.071,2.483,2.745,2.952,3.21,3.79,4.301,4.642,5.256,6.172,6.433,7.271,7.892,8.342,9.689,9.861,10.82,10.855,12.055,12.11,11.917,12.366,12.735,13.138,13.274,13.709,14.356,14.649,15.163,15.305,15.435,15.917,16.396,16.69,16.878,16.696,17.017,16.908,17.407,17.323,17.568,17.759,17.969,18.298,18.172,18.519,18.688,18.718,19.188,19.352,19.251,19.558,20.008,19.817,20.233,20.506,20.621,20.976,20.839,21.133,21.318,21.481,21.591,21.563,22.227,21.933,22.267,22.144,22.327,22.473,22.642,22.727,22.931,23.21,23.108,23.321,23.272,23.56,23.403,23.731,23.784,24.03,24.134,24.005,24.191,24.094,24.584,24.395,24.527,24.682,24.592,25.117,24.816,24.898,25.116,25.304,25.066,25.269,25.378,25.496,25.496,25.535,25.699,25.586,25.872,25.907,25.986,26.194,26.044,26.264,26.327,26.314,26.551,26.633,26.41,26.706,26.511,26.953,26.996,26.912,26.832,27.024,27.129,27.325,27.185,27.393,27.153,27.455,27.426,27.839,27.698,28.056,27.968,27.814,27.781,28.097,28.411,28.366,28.177,28.451,28.475
A03,X3,COUM4-2_1,M9 + 10 g/L p-coumaric acid,,0,0.104,0.326,0.223,0.292,0.303,0.252,0.231,0.364,0.381,0.38,0.422,0.335,0.496,0.511,0.575,0.428,0.511,0.508,0.51,0.53,0.517,0.675,0.598,0.841,0.712,0.705,0.695,0.789,0.879,0.851,0.941,1.048,1.203,1.384,1.451,1.571,1.782,2.034,2.253,2.493,2.581,3.122,3.385,3.676,4.206,4.47,5.077,5.723,6.608,6.852,7.881,8.707,9.132,9.604,10.687,11.105,11.587,12.637,12.704,14.392,14.541,14.716,15.358,15.587,16.137,17.395,17.665,18.056,18.593,18.98,20.412,20.27,21.358,21.521,22.146,22.704,22.963,23.651,24.018,24.674,25.069,25.116,26.06,26.705,26.615,27.542,27.764,28.177,28.269,28.586,28.746,30.023,29.527,29.77,30.134,30.891,31.254,31.364,31.393,31.694,31.929,33.102,32.312,32.947,33.32,34.039,33.966,34.439,34.33,35.103,35.315,35.595,35.761,35.897,36.142,36.844,36.768,37.484,37.088,37.33,38.076,37.8,37.865,38.387,38.575,38.923,38.605,39.18,39.576,39.795,40.044,39.754,40.222,40.147,40.488,40.776,40.753,40.898,40.476,40.883,41.212,41.54,41.587,41.463,41.994,42.212,42.322,42.305,42.415,42.551,43.156,43.09,43.199,43.106,43.545,43.32,43.101,43.704,44.37,43.715,44.364,44.034,44.48,44.439,44.308,44.521,44.626,44.738,44.681,44.873,45.102,45.096,45.099,45.4,45.329,46.216,45.777,45.584,46.004,45.921,46.178,46.54,46.383,46.27,47.133,46.642,46.387,47.02,47.075
A04,X4,COUM7-6_1,M9 + 10 g/L p-coumaric acid,,0,0.185,0.329,0.576,0.701,0.795,0.909,0.783,0.702,0.72,0.885,0.845,0.758,0.784,0.853,0.863,0.936,0.99,0.961,0.881,0.846,1.054,1.046,0.94,0.856,0.863,0.91,0.874,1.024,0.948,0.921,0.928,1.117,1.136,1.18,1.192,1.449,1.55,1.72,1.692,2.043,2.048,2.644,2.606,2.815,3.262,3.554,3.833,4.369,4.845,5.418,5.928,6.403,7.263,7.625,8.463,9.156,9.827,10.387,11.6,12.441,13.955,13.612,14.472,14.891,15.578,16.073,15.392,15.752,15.991,15.593,15.882,16.067,16.203,16.475,17.069,16.898,17.36,17.557,18.012,18.142,18.43,18.56,19.074,18.893,19.841,19.677,19.931,19.684,20.144,20.556,20.494,20.877,21.08,21.209,21.593,21.516,21.769,21.96,21.94,22.083,22.451,22.315,22.812,22.54,22.793,22.984,23.231,23.497,23.709,23.407,23.545,23.816,23.88,23.859,23.947,23.961,24.007,24.126,24.841,24.407,24.912,24.972,25.061,25.056,25.307,25.596,25.33,25.33,25.573,25.71,25.814,25.849,25.954,26.021,25.909,25.994,26.016,26.172,26.191,26.333,26.059,26.387,26.551,26.246,26.336,26.292,26.704,26.547,26.931,26.832,26.53,26.61,26.457,26.931,26.762,26.778,26.794,26.794,27.048,26.763,27.107,26.942,26.691,26.77,26.931,26.88,27.005,27.331,26.923,27.088,27.245,27.056,27.248,27.343,27.516,27.265,27.402,27.375,27.426,27.261,27.559,27.791,27.649,27.637,27.535,27.932,27.496,27.908,28.017
A05,X5,COUM8-6_1,M9 + 10 g/L p-coumaric acid,,0,0.239,0.305,0.501,0.412,0.452,0.404,0.467,0.577,0.622,0.651,0.694,0.661,0.66,0.674,0.794,0.785,0.756,0.81,0.785,0.695,0.738,0.703,0.598,0.677,0.767,0.759,0.668,0.791,0.715,0.77,0.723,0.693,0.711,0.618,0.658,0.805,0.852,0.802,0.775,0.77,0.72,0.793,0.677,0.857,0.783,0.72,0.838,0.797,0.866,0.817,0.858,1.235,0.891,1.088,1.082,1.208,1.082,1.156,1.121,1.325,1.412,1.703,1.875,1.826,2.074,2.172,2.402,2.707,3.152,3.073,3.599,4.004,4.411,4.847,5.214,5.927,6.441,7.127,7.675,8.58,9.608,9.821,10.589,11.298,11.702,11.975,12.723,13.261,13.379,13.588,14.531,14.646,16.016,16.879,17.082,17.817,18.342,18.915,19.414,20.186,19.817,20.772,20.943,21.46,21.849,22.122,22.259,22.225,22.765,22.573,23.066,23.719,23.839,24.418,24.178,24.438,24.319,25.069,25.235,25.049,25.636,25.886,25.375,25.643,26.167,26.429,26.573,27.011,27.088,27.061,27.194,27.475,27.882,28.222,28.353,28.058,28,28.624,28.479,28.345,29.275,29.303,29.087,29.465,29.309,29.378,29.707,29.386,29.524,30.005,30.252,29.61,30.146,29.931,30.702,30.444,30.401,30.593,30.662,30.614,30.444,30.307,30.388,30.979,31.115,30.65,30.749,31.248,30.996,30.941,30.862,30.589,30.583,31.457,31.246,30.892,31.244,30.997,31.216,31.105,31.511,30.943,31.266,31.304,31.815,31.467,31.66,31.523,31.9
A06,X6,nadR-1,M9 + 10 g/L p-coumaric acid,,0,0.212,0.597,0.472,0.463,0.396,0.59,0.572,0.41,0.618,0.483,0.553,0.602,0.491,0.56,0.598,0.698,0.506,0.805,0.534,0.636,0.651,0.534,0.62,0.59,0.68,0.508,0.69,0.539,0.573,0.71,0.608,0.633,0.541,0.696,0.707,0.444,0.601,0.606,0.606,0.683,0.688,1.227,0.618,0.715,0.723,0.715,0.56,0.628,0.615,0.676,1.263,0.74,0.669,0.81,0.641,0.631,0.723,0.634,0.653,0.748,0.782,0.692,0.945,0.787,0.735,1.378,0.712,0.795,0.97,0.677,0.929,0.872,0.872,0.845,0.937,0.867,1.231,0.797,0.891,0.912,0.906,0.904,1.136,1.261,1.122,1.149,1.114,1.234,1.318,1.424,1.487,2.512,1.738,1.665,1.768,1.793,1.877,1.877,1.951,2.242,2.33,2.357,2.539,2.633,2.866,3.343,3.273,3.777,3.732,3.652,4.169,4.17,4.473,4.709,4.672,5.143,5.208,5.376,5.706,6.063,6.411,6.154,6.267,6.524,6.568,7.177,6.743,7.098,7.001,6.919,6.849,7.016,6.919,6.692,6.732,7.294,6.348,6.397,6.366,6.273,5.999,6.465,5.668,5.599,5.356,5.346,5.209,5.13,5.103,5.066,5.203,5.192,4.99,4.997,5.306,5.203,5.185,5.13,5.296,5.802,5.313,5.313,5.296,5.805,5.597,5.531,5.538,6.014,5.538,5.511,5.585,5.409,5.796,5.565,5.651,5.687,5.689,5.854,5.865,5.782,5.795,5.761,6.021,5.975,6.005,5.915,6.014,6.014,6.043
A07,X7,mprA-1,M9 + 10 g/L p-coumaric acid,,0,0.264,0.247,0.253,0.618,0.496,0.554,0.534,0.589,0.606,0.551,0.648,0.67,0.723,0.71,0.666,0.683,0.792,0.681,0.601,0.676,0.8,0.738,0.797,0.658,0.72,0.685,0.73,0.716,0.613,0.805,0.703,0.618,0.828,0.818,0.802,0.703,0.723,0.728,0.701,0.723,0.728,0.883,0.877,0.783,0.79,0.783,0.792,0.86,0.874,0.909,0.921,0.918,0.928,0.933,0.983,1.082,1.174,1.139,1.213,1.28,1.205,1.333,1.396,1.564,1.73,1.72,1.733,2.008,2.101,2.215,2.386,2.41,2.655,2.9,3.102,3.112,3.371,3.565,4.037,4.335,4.492,4.871,5.181,5.446,5.852,5.879,6.604,6.81,7.457,7.655,8.185,8.55,9.312,9.133,9.601,9.557,10.38,10.708,11.104,11.008,11.454,11.536,11.549,11.868,11.482,12.183,11.929,11.987,11.236,11.281,10.908,11.145,10.967,10.981,10.803,10.867,10.681,10.803,10.717,10.753,10.908,10.894,10.899,10.995,10.981,10.744,10.885,10.803,11.14,11.058,11.099,10.831,10.899,10.917,11.254,11.191,11.177,11.616,11.145,11.296,11.186,11.597,11.136,11.2,11.205,11.228,11.667,11.15,11.479,11.091,11.118,11.397,11.557,11.228,11.439,11.338,11.26,11.233,11.352,11.461,11.173,11.256,11.105,11.465,11.479,11.493,11.584,11.741,11.392,11.557,11.453,11.604,11.653,11.463,11.467,11.817,11.729,11.646,11.578,12.019,11.917,11.99,11.998,12.057,12.013,12.581,12.071,12.126,12.449
A08,X8,yhjK-1,M9 + 10 g/L p-coumaric acid,,0,0.188,0.339,0.326,0.213,0.229,0.372,0.221,0.199,0.245,0.357,0.346,0.368,0.231,0.272,0.393,0.33,0.436,0.382,0.467,0.376,0.256,0.549,0.305,0.384,0.475,0.302,0.404,0.418,0.313,0.368,0.568,0.456,0.42,0.382,0.393,0.568,0.395,0.483,0.483,0.532,0.401,0.42,0.466,0.483,0.546,0.647,0.6,0.56,0.655,0.687,0.647,0.613,0.57,0.63,0.624,0.858,0.679,0.861,0.771,0.867,0.98,0.972,1.008,1.286,1.152,1.25,1.344,1.294,1.604,1.661,1.833,2.021,2.184,2.102,2.305,2.504,2.712,2.988,3.077,3.403,3.424,3.857,4.003,4.269,4.456,4.947,5.018,5.196,5.517,5.905,6.435,6.746,7.125,7.301,7.688,8.053,8.412,8.576,8.672,9.095,9.431,9.84,10.29,10.363,10.496,10.788,10.89,10.62,10.798,10.678,11.208,11.087,11.377,10.925,10.528,10.756,10.514,10.475,10.25,10.48,10.251,9.745,9.641,10.037,10.16,10.005,10.447,10.256,10.456,10.401,10.443,10.174,10.38,10.288,10.624,10.644,10.384,10.386,10.847,10.722,10.996,10.832,11.14,10.655,11.098,10.958,10.547,11.155,10.963,11.042,11.344,11.125,11.123,11.093,11.06,11.18,11.237,11.155,11.414,11.108,11.317,11.344,11.194,11.305,11.402,10.784,11.095,11.529,11.369,11.616,11.599,11.749,11.549,11.279,11.477,11.665,11.574,11.629,11.727,11.947,11.734,11.697,11.539,11.789,11.967,11.957,11.969,11.969,12.016
B01,X9,MG1655-2,M9 + 10 g/L p-coumaric acid,,0,0.106,0.121,0.158,0.312,0.192,0.306,0.316,0.455,0.31,0.339,0.355,0.35,0.403,0.39,0.319,0.255,0.39,0.335,0.502,0.247,0.4,0.392,0.478,0.365,0.401,0.448,0.494,0.562,0.403,0.376,0.411,0.546,0.592,0.417,0.565,0.466,0.376,0.464,0.409,0.403,0.381,0.647,0.557,0.819,0.554,0.546,0.445,0.486,0.554,0.533,0.519,0.514,0.497,0.503,0.443,0.596,0.661,0.599,0.563,0.686,0.501,0.547,0.664,0.588,0.754,0.798,0.73,0.596,0.743,0.776,0.702,0.7,0.808,0.7,0.738,0.857,0.841,0.898,0.882,0.986,0.844,0.759,0.828,0.926,0.977,1.059,1.051,1.144,1.119,1.171,1.207,1.086,1.185,1.275,1.16,1.185,1.379,1.379,1.425,1.58,1.368,1.749,1.686,1.671,1.958,1.888,1.954,2.131,2.113,2.362,2.495,2.416,2.58,2.708,2.726,2.732,2.935,2.991,3.187,3.295,3.48,3.306,3.637,3.647,3.719,3.917,3.975,3.811,4.044,4.126,4.3,4.166,4.177,4.225,4.129,4.06,4.235,4.118,4.033,4.077,3.995,4.105,3.937,4.088,3.844,3.834,3.751,3.7,3.59,3.524,3.607,3.488,3.34,3.156,3.106,3.14,3.042,3.014,2.957,3.111,3.057,2.948,3.04,3.005,3.096,3.032,3.121,3.125,3.038,3.038,3.135,3.29,3.13,3.224,3.227,3.37,3.264,3.402,3.522,3.329,3.426,3.31,3.297,3.528,3.471,3.547,3.4,3.455,3.542
B02,X10,COUM2-4_2,M9 + 10 g/L p-coumaric acid,,0.054,0,0.145,0.232,0.356,0.369,0.347,0.301,0.41,0.427,0.455,0.498,0.465,0.573,0.505,0.406,0.506,0.505,0.531,0.451,0.526,0.514,0.533,0.593,0.508,0.516,0.508,0.581,0.621,0.655,0.682,0.745,0.77,0.925,1.079,1.172,1.238,1.503,1.536,1.7,2.16,2.412,2.57,2.86,3.343,3.736,4.384,4.798,5.444,6.11,6.736,7.383,8.154,8.689,9.761,10.544,10.853,11.362,11.593,11.688,12.203,12.573,12.694,13.498,13.89,14.658,14.827,15.317,15.759,15.835,16.47,16.46,16.862,16.862,17.379,17.429,17.53,17.722,17.864,17.937,18.367,18.3,18.703,18.7,18.982,19.03,19.357,19.366,19.636,19.987,20.127,20.255,20.23,20.841,20.697,20.864,21.278,21.367,21.694,21.756,22.063,22.24,22.404,22.41,23.011,22.718,23.074,23.239,23.149,23.143,23.387,23.662,23.605,23.779,23.757,24.309,24.16,24.342,24.408,24.275,24.47,24.674,24.679,24.659,24.845,25.151,24.838,25.173,25.255,25.307,25.471,25.767,25.775,25.825,25.892,25.862,25.865,26.079,26.125,26.336,26.231,26.341,26.642,26.642,26.665,26.837,26.739,26.904,26.939,27.076,27.116,27.281,27.057,27.398,27.514,27.539,27.885,27.817,27.68,27.909,27.977,27.885,28.104,28.156,28.149,28.366,28.232,28.604,28.686,28.687,28.934,28.876,29.181,28.958,29.058,29.396,29.287,29.339,29.366,29.639,29.694,29.605,29.974,29.775,29.843,30.13,30.361,30.363,30.418,30.715
